decision_id	reading_id	surface	expected_old_meaning_de	new_meaning_de	family	decision_basis	strongest_rival_de	source_evidence	component_export_credit	historical_confirmation	observed_occurrence_count	observed_page_count	observed_locus_count	working_model_score_0_100_not_probability	working_model_level	semantic_scope	source_gdts_before	source_gdts_after	changed_fields	base_row_sha256	new_row_sha256
G730-D015	ctharal#GLOBAL	ctharal	erste Kraut- oder Blattfraktion aus Rohdroge I	Pflanzenanteil I aus Rohdroge I	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; Fraktion I als technischer Rival	GDT666:EXACT_WHOLE|GDT693:R_INDEXED_SHARE	0	H0_NONE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_EXACT_WHOLE	GDT666:EXACT_WHOLE	GDT666:EXACT_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	8123dd586b5904ada1d5708c2ef9602486c3268033c55fd4f96c3a7f410f3a03	97948794adbfab3820bc536d6716b78c79eaa239e761e74603750ea91abb5c22
G730-D016	cthey#GLOBAL	cthey	CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I	Pflanzendroge, Form I	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT638:ROUND_03	0	H0_NONE	38	33	38	66	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GDT638:ROUND_03	GDT638:ROUND_03|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	bd36f9d4782369352f0823ba549887c659e667afb0f4daf525072823b3019978	3459fb413183fc8fe5b7403b99f796335b7064049a25dfc484031da29db563f4
G730-D017	cthoiin#GLOBAL	cthoiin	Blatt-/Krautzubereitung, Form III	Pflanzenzubereitung, Form III	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT638:ROUND_01	0	H0_NONE	2	2	2	48	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	GDT638:ROUND_01	GDT638:ROUND_01|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	85fd73a463ef9c332b0380bb11550b7cb13fa7e13135b1aae5398137fd625b47	e0d0da11784d564681c672c7c1639c44ca1bd7234591538a15bdb5772e230e2f
G730-D018	cthol#GLOBAL	cthol	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	Pflanzendrogenstoff	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT644:ROUND_02	0	H0_NONE	51	34	50	66	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GDT644:ROUND_02	GDT644:ROUND_02|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	00e935fe2819f85726f5eaf6d6cba8bc027e0b185c8ecbd004a55311e0fa28bb	4fc65e029c6088d5f5abb93c6d1abcc44ce335100ac8a83844b4ebb35918680a
G730-D019	ctholy#GLOBAL	ctholy	Blatt-/Krautdroge, Grundform	Pflanzendroge, Grundform	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT661:EXACT_WHOLE	0	H0_NONE	4	4	4	66	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GDT661:EXACT_WHOLE	GDT661:EXACT_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	84562ca03df91f458ba48d4b9ad06f59e61e6a68d4f802eba103310972648cb7	3a4a1d4d8b536a66b3ecdd1ecb9f5e48e6ab253d8e7bb14e0dfdc9f2e8da10f2
G730-D020	cthom#GLOBAL	cthom	eine Handvoll Blatt- oder Krautansatz	eine Handvoll Pflanzenansatz	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT645:ROUND_05	0	H0_NONE	5	5	5	61	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GDT645:ROUND_05	GDT645:ROUND_05|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	64b7c514e3ab39afa9cf43ff283fda7960c7907d67368406bd36842b12f5edd6	1a1dd87caea04e437fa448998150cd9376743adfc603c78b22b3e5cae3a59613
G730-D021	cthor#GLOBAL	cthor	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	eine Portion Pflanzendroge	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT638:ROUND_04	0	H0_NONE	43	33	43	66	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GDT638:ROUND_04	GDT638:ROUND_04|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	b6cb6ab5202a72b59779c3528bcf532fca808a7b891ad1c2a9c0db7aa2c0fa3c	1101ce1adc62d309792c43184e883b701d6e26fa9e61a72f38a393969b99df4b
G730-D022	cthory#GLOBAL	cthory	Portion Blatt- oder Krautdroge	eine Portion Pflanzendroge	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT663:EXACT_WHOLE	0	H0_NONE	2	2	2	48	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	GDT663:EXACT_WHOLE	GDT663:EXACT_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	77fe7a504271d32ea27428df44a669b79c520ee7d0b3b3d79712f18ac5f3b260	80448f537782d7f915d3f802165abff9364f81377d86f030ad460ddaaaf3ec89
G730-D023	daiil#GLOBAL	daiil	abgemessene Rohstoffmenge III	abgewogener Rohstoffposten III	QUANTITY_WHOLE	DAL_MEASURED_INPUT_DISTINCT_FROM_OR_PORTION	abgeteilte Rohstoffportion III	GDT655:READER_UNSTABLE_COMPOSITIONAL_WHOLE	0	H0_NONE	1	1	1	33	W1_WEAK_WORKING	KNOWN_ZL3B_PREDICTED_WHOLE_READER_UNSTABLE	GDT655:READER_UNSTABLE_COMPOSITIONAL_WHOLE	GDT655:READER_UNSTABLE_COMPOSITIONAL_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	d0a1f37291a3daeb4dd033e8b1519e4bb023662aa45933204ad3ab84156ab784	22343f79f190cec1f89c711bf3b05f86b52750b0ac1d29bad7bf289594718e99
G730-D024	dail#GLOBAL	dail	abgemessene Rohstoffmenge II	abgewogener Rohstoffposten II	QUANTITY_WHOLE	DAL_MEASURED_INPUT_DISTINCT_FROM_OR_PORTION	abgeteilte Rohstoffportion II	GDT655:DAL_MEASURED_INPUT_QUANTITY	0	H0_NONE	2	2	2	40	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	GDT655:NEW_EXACT_WHOLE	GDT655:NEW_EXACT_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	096c75c58e85007f74cce0fe06ad2226f42a081952b2912ad6edb6b07c2b2990	e766ea950b075942de4b216a172ceb3f3b7d582806b760b2d98dc0cbedf92ab4
G730-D025	daldy#GLOBAL	daldy	abgemessene Rohstoffmenge I, abgeschlossen	abgewogener Rohstoffposten I, abgeschlossen	QUANTITY_WHOLE	DAL_MEASURED_INPUT_DISTINCT_FROM_OR_PORTION	abgeteilte Rohstoffportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	0	H0_NONE	19	17	19	66	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GDT655:NEW_EXACT_WHOLE	GDT655:NEW_EXACT_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	4588a97109b378c1ea132279b9e31d602a6c94365611a8e28bc6a9bf4be1bf24	9a6a86e02285be41a2c16bbe3a5dc8fe0cea5c0eb0a31628bb2d0292f838f0cf
G730-D026	daly#GLOBAL	daly	abgemessene Rohstoffmenge I, Grundform	abgewogener Rohstoffposten I, Grundform	QUANTITY_WHOLE	DAL_MEASURED_INPUT_DISTINCT_FROM_OR_PORTION	abgeteilte Rohstoffportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	0	H0_NONE	24	19	24	58	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	GDT655:NEW_EXACT_WHOLE	GDT655:NEW_EXACT_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	38c4a994d29e5b9ead17cd53a964df1171b94a6ab1c120ddde464ca384ed0677	95a607eac60806896a26998d5bf721e9701e82d0bbec5e810ae51e08fe184f1e
G730-D027	dara#GLOBAL	dara	eine gleiche Menge der ersten Fraktion	einen gleich großen Teil des Drogenanteils I abmessen	QUANTITY_WHOLE	VISIBLE_MATERIAL_OR_PREPARATION_HEAD_SELECTS_PORTABLE_PORTION	gleich große Portion der ersten Fraktion	GDT664:DAR_MEASURED_FRACTION_I+A_EQUAL_PART	0	H0_NONE	1	1	1	28	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	GDT664:EXACT_WHOLE	GDT664:EXACT_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	d46dcb7cfc1c5c2b982a60f446a8e81f2825c61f969200a1bd0294e736df65f0	28a8da101d6437618f2f225444adf5569657e770adb13d6c3d32b49fa3aa03d2
G730-D028	fshor#GLOBAL	fshor	Blütendroge / Blütenstand	Blütendroge	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT663:EXACT_WHOLE	0	H0_NONE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_EXACT_WHOLE	GDT663:EXACT_WHOLE	GDT663:EXACT_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	829e3449a0eb346454a087ec4f0c8b7a88e522850354b01ce8b5745d0aab9e5c	b5d82160a5131038a36e7f07a7c33ef6d579f9734379e12fd475c148171eb7fe
G730-D029	kol#GLOBAL	kol	heiß; nominal heißes Gut/Material	heißes Material	LEARNED_TECHNICAL_WHOLE	ONE_SPEAKABLE_LEARNED_WHOLE_DEFAULT	alternative Form-, Klassen- oder Bezugslesung bleibt offen	V13:HOT_OL_FORM	0	H0_NONE	30	27	29	53	W2_PROVISIONAL_WORKING	KNOWN_CONTEXT_LICENSED	V13:HOT_OL_FORM	V13:HOT_OL_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	99dc5a600d8cefae2da863d20d163d812bf41c963b8821425766f6035907b474	42499093a905309b42b3c91e6f66a0ab49b58ef263091bdc5f7bdc1268962378
G730-D030	laiin#GLOBAL	laiin	Drogenholz, Typ/Charge III	Holzdroge, Charge III	WOOD_WHOLE	WOOD_DRUG_HEAD__FORM_OR_BATCH_RIVAL	Holzmaterial statt Holzdroge	V13:SCOPED_CONCRETE_HEAD_FORM	0	H0_NONE	13	12	13	61	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	V13:SCOPED_CONCRETE_HEAD_FORM	V13:SCOPED_CONCRETE_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	8aadce204c395a4950f0e57fd0f0194ca23894b15938da797884d3bf06404efa	a88e89c7f8eae08976cb54ba8afa18764aebb922fe57030b05200ee09e80dc96
G730-D031	lam#GLOBAL	lam	Drogenholz: Maß-/Einheitsform I	ein Maß Holzdroge	WOOD_WHOLE	WOOD_DRUG_HEAD__FORM_OR_BATCH_RIVAL	Maßform I statt konkreter Portion	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	5	5	5	56	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	ce0d389a36f2c7604f9cf128243bf4a8c6006fae678a3bfee38b432e9c7f5df2	42df3f808256018a6fd4791246ef194107481e4e85f434f535b443f6dfc64e92
G730-D032	lchdy#GLOBAL	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	getrocknete Holzdroge, Kompaktform	WOOD_WHOLE	WOOD_DRUG_HEAD__FORM_OR_BATCH_RIVAL	getrocknetes Holzmaterial	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	18	14	18	61	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	422ed75225d741e267370a90c73f870f2e8be462564d34e7b73ae752832af502	4ae7b87fbca831cdd1968dcc0ef156f199f709f56e61d0535cd6000ec0317c48
