reading_id	surface	working_meaning_de	selector_reasons	occurrence_count	classification	dispatch_allowed	explanation_de
choror#GLOBAL	choror	Portion Blüten- oder Fruchtdroge	STANDALONE_ODER	2	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
cphol#GLOBAL	cphol	zusammengesetzter Drogenstoff	LEXICAL_MENGE	11	LEXICAL_FALSE_POSITIVE	0	menge steht nur als Buchstabenfolge in zusammengesetzter; kein Mengenlabel
cth#GLOBAL	cth	Kraut- oder Blattdroge	STANDALONE_ODER	4	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
cthal#GLOBAL	cthal	Kraut- oder Blattdroge aus Rohdroge I	STANDALONE_ODER	7	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
cthar#GLOBAL	cthar	CTH-Drogenfraktion I; im Herbal Blatt-/Krautfraktion I	SLASH	14	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
ctharal#GLOBAL	ctharal	erste Kraut- oder Blattfraktion aus Rohdroge I	STANDALONE_ODER	1	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
cthey#GLOBAL	cthey	CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I	SLASH	38	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
cthoiin#GLOBAL	cthoiin	Blatt-/Krautzubereitung, Form III	SLASH	2	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
cthol#GLOBAL	cthol	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	STANDALONE_ODER	51	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
ctholy#GLOBAL	ctholy	Blatt-/Krautdroge, Grundform	SLASH	4	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
cthom#GLOBAL	cthom	eine Handvoll Blatt- oder Krautansatz	STANDALONE_ODER	5	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
cthor#GLOBAL	cthor	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	SLASH	43	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
cthory#GLOBAL	cthory	Portion Blatt- oder Krautdroge	STANDALONE_ODER	2	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
daiil#GLOBAL	daiil	abgemessene Rohstoffmenge III	LEXICAL_MENGE	1	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
dail#GLOBAL	dail	abgemessene Rohstoffmenge II	LEXICAL_MENGE	2	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
daldy#GLOBAL	daldy	abgemessene Rohstoffmenge I, abgeschlossen	LEXICAL_MENGE	19	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
daly#GLOBAL	daly	abgemessene Rohstoffmenge I, Grundform	LEXICAL_MENGE	24	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
dara#GLOBAL	dara	eine gleiche Menge der ersten Fraktion	LEXICAL_MENGE	1	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
fshor#GLOBAL	fshor	Blütendroge / Blütenstand	SLASH	1	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
kol#GLOBAL	kol	heiß; nominal heißes Gut/Material	SLASH	30	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
laiin#GLOBAL	laiin	Drogenholz, Typ/Charge III	SLASH	13	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
lam#GLOBAL	lam	Drogenholz: Maß-/Einheitsform I	SLASH	5	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
lchdy#GLOBAL	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	SLASH	18	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
lcheo#GLOBAL	lcheo	trockene Drogenholzzubereitung/Trockenansatz	SLASH	3	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
lchol#GLOBAL	lchol	trockener Drogenholzstoff/Trockengut	SLASH	3	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
lolchedy#GLOBAL	lolchedy	getrockneter Drogenholzstoff/-ansatz	SLASH	1	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
oaiin#GLOBAL	oaiin	Ansatzmenge III	LEXICAL_MENGE	22	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
oaiir#GLOBAL	oaiir	Zubereitung, Teil-/Sortierklasse III	SLASH	4	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
octhey#GLOBAL	octhey	CTH-Zubereitung/Ansatz, Form I	SLASH	3	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
octhy#GLOBAL	octhy	CTH-Zubereitung/Ansatz, Grundform	SLASH	9	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
odal#GLOBAL	odal	abgemessene Rohstoffmenge I im Ansatz	LEXICAL_MENGE	14	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
okshor#GLOBAL	okshor	heißer Blüten- oder Fruchtansatz	STANDALONE_ODER	1	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
paiin#GLOBAL	paiin	Pulver, Typ/Charge III	SLASH	7	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
paiir#GLOBAL	paiir	Pulver: Teil-/Sortierklasse III	SLASH	2	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
pam#GLOBAL	pam	Pulver: Maß-/Einheitsform I	SLASH	1	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
pchdy#GLOBAL	pchdy	Pulver, getrocknete Kurz-/Kompaktform	SLASH	10	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
pcheo#GLOBAL	pcheo	trockene Pulverzubereitung/Trockenansatz	SLASH	3	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
pchol#GLOBAL	pchol	trockener Pulverstoff/Trockengut	SLASH	5	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
polchedy#GLOBAL	polchedy	getrockneter Pulverstoff/-ansatz	SLASH	7	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
pshedy#GLOBAL	pshedy	angefeuchtetes Pulver/Paste	SLASH	3	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
qodal#GLOBAL	qodal	abgemessene Rohstoffmenge I im Ansatz	LEXICAL_MENGE	7	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
raiir#GLOBAL	raiir	Wurzeldroge: Teil-/Sortierklasse III	SLASH	1	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
rchdy#GLOBAL	rchdy	Wurzel/Wurzeldroge, getrocknete Kurz-/Kompaktform	SLASH	1	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
rcheey#GLOBAL	rcheey	Wurzel/Wurzeldroge, trocken gebunden, Form II	SLASH	5	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
rcheo#GLOBAL	rcheo	trockene Wurzel/Wurzeldrogezubereitung/Trockenansatz	SLASH	1	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
rchey#GLOBAL	rchey	Wurzel/Wurzeldroge, trocken gebunden, Form I	SLASH	8	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
rchol#GLOBAL	rchol	trockener Wurzel/Wurzeldrogestoff/Trockengut	SLASH	1	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
rchy#GLOBAL	rchy	Wurzel/Wurzeldroge, trockene Grundform	SLASH	3	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
roaiin#GLOBAL	roaiin	Wurzel/Wurzeldrogezubereitung, Charge III	SLASH	1	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
rodaiin#GLOBAL	rodaiin	drei Portionen Wurzel-/Wurzeldrogezubereitung	SLASH	2	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
rody#GLOBAL	rody	Wurzel/Wurzeldroge, fertig aufbereitet	SLASH	2	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
roiin#GLOBAL	roiin	Wurzel/Wurzeldrogezubereitung, Form III	SLASH	4	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
rolchedy#GLOBAL	rolchedy	getrockneter Wurzel/Wurzeldrogestoff/-ansatz	SLASH	1	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
saii#GLOBAL	saii	Saatgutmenge III	LEXICAL_MENGE	1	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
saiim#GLOBAL	saiim	Samendroge: Mengenklasse III	LEXICAL_MENGE	1	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
saiin#GLOBAL	saiin	Samen/Saatgut, Typ/Charge III	SLASH	109	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
saiir#GLOBAL	saiir	Samendroge: Teil-/Sortierklasse III	SLASH	1	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
saim#GLOBAL	saim	Samendroge: Mengenklasse II	LEXICAL_MENGE	2	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
sam#GLOBAL	sam	Samen/Saatgut: Maß-/Einheitsform I	SLASH	7	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
schdy#GLOBAL	schdy	Samen/Saatgut, getrocknete Kurz-/Kompaktform	SLASH	2	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
schedy#GLOBAL	schedy	getrocknete Samen/Saat	SLASH	7	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
scheey#GLOBAL	scheey	Samen/Saatgut, trocken gebunden, Form II	SLASH	1	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
scheo#GLOBAL	scheo	trockene Samen/Saatgutzubereitung/Trockenansatz	SLASH	2	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
schey#GLOBAL	schey	Samen/Saatgut, trocken gebunden, Form I	SLASH	5	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
schol#GLOBAL	schol	trockener Samen/Saatgutstoff/Trockengut	SLASH	3	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
schy#GLOBAL	schy	Samen/Saatgut, trockene Grundform	SLASH	2	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
shcthy#GLOBAL	shcthy	feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut	SLASH	29	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
shecthy#GLOBAL	shecthy	feuchtes CTH-Drogenmaterial; im Herbal feuchtes Blatt-/Krautgut	SLASH	18	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
shocthy#GLOBAL	shocthy	feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung	SLASH	10	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
soaiin#GLOBAL	soaiin	Samen/Saatgutzubereitung, Charge III	SLASH	3	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
sodaiin#GLOBAL	sodaiin	drei Portionen Samen-/Saatgutzubereitung	SLASH	3	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
sodal#GLOBAL	sodal	abgemessene Saat-Rohstoffmenge I im Ansatz	LEXICAL_MENGE	2	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
sody#GLOBAL	sody	Samen/Saatgut, fertig aufbereitet	SLASH	4	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
soiin#GLOBAL	soiin	Samen/Saatgutzubereitung, Form III	SLASH	15	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
sol#GLOBAL	sol	Samenmaterial/Saatgut	SLASH	57	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
sshedy#GLOBAL	sshedy	eingeweichte Samen/Saat	SLASH	6	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
tchcthy#GLOBAL	tchcthy	kalt-trockenes cth-Blatt-/Krautgut	SLASH	1	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
ychoy#GLOBAL	ychoy	Eintrag/Bezug: Trockenansatz am Gradanfang	SLASH	1	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
yckhey#GLOBAL	yckhey	Eintrags-/Bezugsform: Arzneikompositum in der Gradmitte	SLASH	2	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
ycthar#GLOBAL	ycthar	nimm hiervon die erste Kraut- oder Blattdrogenfraktion	STANDALONE_ODER	1	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
ydy#GLOBAL	ydy	Wertfeldwechsel/-schluss	SLASH	5	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
ykchy#GLOBAL	ykchy	Eintrag/Bezug: heiß-trocken am Gradanfang	SLASH	20	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
ykeedy#GLOBAL	ykeedy	Eintrag/Bezug: heiß am Gradende, abgeschlossen	SLASH	26	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
ysheey#GLOBAL	ysheey	Eintrags-/Bezugsform: feucht am Gradende	SLASH	8	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
ytal#GLOBAL	ytal	Eintrag/Bezug: kalter Rohstoff I am Gradanfang	SLASH	12	TRUE_AMBIGUITY_TARGET	1	vorregistrierter technischer Ambiguitätsselektor erfüllt
