decision_id	reading_id	surface	family	source_evidence	decision_basis	strongest_rival_de	working_model_score_0_100_not_probability	working_model_level	positive_evidence_de	counterevidence_de	historical_confirmation	historical_analogue	semantic_scope	global_export_scope	unconditional_global_export_allowed	v99_component_global_export_allowed	bound_span_ids	source_reading_ids	v99_structural_tag	v99_action_default_allowed	bundle_sha256	all_preserved	component_relation_credit
G730-D011	choror#GLOBAL	choror	PLANT_WHOLE	GDT664:EXACT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	48	W2_PROVISIONAL_WORKING	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	choror#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	30cd1a7300d80d6e85eb4706db76e5e6a02302c9265af139333e03f7193de5c7	1	0
G730-D012	cth#GLOBAL	cth	PLANT_WHOLE	GDT671:EXACT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT671:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	cth#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	62f9cc00ab65ee77f2cf4153492321b645006189f06febaa18926f51b3fcc798	1	0
G730-D013	cthal#GLOBAL	cthal	PLANT_WHOLE	GDT669:EXACT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT669:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 7 exakte ZL3b-Vorkommen auf 5 Seiten und 7 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	cthal#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	9967e016e000e276d476b8f3c081b6b93f556742afc1637130c27c49323e89e7	1	0
G730-D014	cthar#GLOBAL	cthar	PLANT_WHOLE	GDT639:ROUND_04|GDT693:R_INDEXED_SHARE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; Fraktion I als technischer Rival	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT639:ROUND_04 mit Staerke EXACT_WHOLE_SURFACE_COMPONENT_REPAIR und Scope KNOWN_EXACT_WHOLE; 14 exakte ZL3b-Vorkommen auf 12 Seiten und 13 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	cthar#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	c6a46f663ae6945ff460150f8e159e91c239244509a86ae67a60b6dbf181f4b1	1	0
G730-D015	ctharal#GLOBAL	ctharal	PLANT_WHOLE	GDT666:EXACT_WHOLE|GDT693:R_INDEXED_SHARE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; Fraktion I als technischer Rival	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	V48-Quelle GDT666:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	ctharal#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	2eac35b40f7cda323207e96d80c27a6ac8be1d6109a1a5ed7c2074692d02d4fb	1	0
G730-D016	cthey#GLOBAL	cthey	PLANT_WHOLE	GDT638:ROUND_03	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT638:ROUND_03 mit Staerke EXACT_WHOLE_SURFACE_PROMOTION und Scope KNOWN_EXACT_WHOLE; 38 exakte ZL3b-Vorkommen auf 33 Seiten und 38 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	cthey#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	01f71157e0721be7edcea344b23ccc6c4242307da216578c1421b4d3e4776096	1	0
G730-D017	cthoiin#GLOBAL	cthoiin	PLANT_WHOLE	GDT638:ROUND_01	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	48	W2_PROVISIONAL_WORKING	V48-Quelle GDT638:ROUND_01 mit Staerke EXACT_WHOLE_SURFACE_PROMOTION und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	cthoiin#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	73f2300295f031aab3142babc029846a78170c749faa822311d149868f0a271a	1	0
G730-D018	cthol#GLOBAL	cthol	PLANT_WHOLE	GDT644:ROUND_02	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT644:ROUND_02 mit Staerke EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION und Scope KNOWN_EXACT_WHOLE; 51 exakte ZL3b-Vorkommen auf 34 Seiten und 50 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	cthol#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	024d7f115e63f4072409f978d7a7150ac201def22e00147e2c45ef5b337fb285	1	0
G730-D019	ctholy#GLOBAL	ctholy	PLANT_WHOLE	GDT661:EXACT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT661:EXACT_WHOLE mit Staerke STRONG_FAMILY_COMPOSITION und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	ctholy#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	0664835db98496e66a5eae8d90db18aa934802df0ba2addb5655e408166579f3	1	0
G730-D020	cthom#GLOBAL	cthom	PLANT_WHOLE	GDT645:ROUND_05	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	61	W3_SOLID_WORKING_THEORY	V48-Quelle GDT645:ROUND_05 mit Staerke EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION und Scope KNOWN_EXACT_WHOLE; 5 exakte ZL3b-Vorkommen auf 5 Seiten und 5 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	cthom#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	250744b4e12e3b9c6253e76d5ee65dab587ecf768ce951077a61feddf3cdce8c	1	0
G730-D021	cthor#GLOBAL	cthor	PLANT_WHOLE	GDT638:ROUND_04	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT638:ROUND_04 mit Staerke EXACT_WHOLE_SURFACE_PROMOTION und Scope KNOWN_EXACT_WHOLE; 43 exakte ZL3b-Vorkommen auf 33 Seiten und 43 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	cthor#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	3f4cf59f6ee1e99e1b4cd9513561685e3af78037c18bdf52ceabee990af2a5db	1	0
G730-D022	cthory#GLOBAL	cthory	PLANT_WHOLE	GDT663:EXACT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	48	W2_PROVISIONAL_WORKING	V48-Quelle GDT663:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	cthory#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	3273a21bad958d9e050ce07188a4bd54be59be59bd6d39caeae3ab4331c28cca	1	0
G730-D023	daiil#GLOBAL	daiil	QUANTITY_WHOLE	GDT655:READER_UNSTABLE_COMPOSITIONAL_WHOLE	DAL_MEASURED_INPUT_DISTINCT_FROM_OR_PORTION	abgeteilte Rohstoffportion III	33	W1_WEAK_WORKING	V48-Quelle GDT655:READER_UNSTABLE_COMPOSITIONAL_WHOLE mit Staerke READER_UNSTABLE_COMPOSITIONAL_WHOLE und Scope KNOWN_ZL3B_PREDICTED_WHOLE_READER_UNSTABLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg; Form-/Bedeutungsscope KNOWN_ZL3B_PREDICTED_WHOLE_READER_UNSTABLE ist nicht global exakt	H0_NONE	NONE	KNOWN_ZL3B_PREDICTED_WHOLE_READER_UNSTABLE	GLOBAL_V48_KNOWN_ZL3B_PREDICTED_WHOLE_READER_UNSTABLE_NO_UNCONDITIONAL_EXPORT	0	NOT_EVALUATED_GDT725	NONE	daiil#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	84c3d1315d3a73225b66774f2745bc7f701c44780d33f0aca9e74c3114ee7db5	1	0
G730-D024	dail#GLOBAL	dail	QUANTITY_WHOLE	GDT655:DAL_MEASURED_INPUT_QUANTITY	DAL_MEASURED_INPUT_DISTINCT_FROM_OR_PORTION	abgeteilte Rohstoffportion II	40	W2_PROVISIONAL_WORKING	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	dail#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	9f84ab14d1f3ee541d79349e03c4057fb74cb7886105e5d6f225cf56deb2a5fd	1	0
G730-D025	daldy#GLOBAL	daldy	QUANTITY_WHOLE	GDT655:DAL_MEASURED_INPUT_QUANTITY	DAL_MEASURED_INPUT_DISTINCT_FROM_OR_PORTION	abgeteilte Rohstoffportion I	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 19 exakte ZL3b-Vorkommen auf 17 Seiten und 19 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	daldy#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	41ebefb08004ce455354a02012454761d81844a542f97973a86f83f3462f1103	1	0
G730-D026	daly#GLOBAL	daly	QUANTITY_WHOLE	GDT655:DAL_MEASURED_INPUT_QUANTITY	DAL_MEASURED_INPUT_DISTINCT_FROM_OR_PORTION	abgeteilte Rohstoffportion I	58	W2_PROVISIONAL_WORKING	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 24 exakte ZL3b-Vorkommen auf 19 Seiten und 24 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	daly#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	0e2171bc6c34e1af4725f74903069d59daa9ac9c64d38bc4486691449578949b	1	0
G730-D027	dara#GLOBAL	dara	QUANTITY_WHOLE	GDT664:DAR_MEASURED_FRACTION_I+A_EQUAL_PART	VISIBLE_MATERIAL_OR_PREPARATION_HEAD_SELECTS_PORTABLE_PORTION	gleich große Portion der ersten Fraktion	28	W1_WEAK_WORKING	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	dara#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	8230988731878be1d15094485569b53e25cb68728d225c4a8b538578abdf366f	1	0
G730-D028	fshor#GLOBAL	fshor	PLANT_WHOLE	GDT663:EXACT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	V48-Quelle GDT663:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	fshor#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	6bbbf6e02f9b51ab8eb9342aa094974705b27d0aeb2382526d74eeb65a713eec	1	0
