target_id	scope	physical_folios	pages	unit_ids	instance_count	slot_structure	authorial_order_state	phase_state	ownership_state	independent_folio_capacity	source_artifact	neutral_description
SC_011	SPECIAL_CIRCLE_ARRAY	f68	f68v2	E1	1	8	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Radial titles, outwards from points of big central star.
SC_012	SPECIAL_CIRCLE_ARRAY	f68	f68v2	S1	1	4	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Star labels in sectors between points of big central star.
SC_013	SPECIAL_CIRCLE_ARRAY	f69	f69r	E1	1	22	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	"Radial lines between ""flower stalks"""
SC_014	SPECIAL_CIRCLE_ARRAY	f69	f69r	K1	1	6	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Letter labels on central disk sectors, between star arms.
SC_015	SPECIAL_CIRCLE_ARRAY	f69	f69v	X1	1	28	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	"Radial labels extending outwards from ""logs"" around star."
SC_016	SPECIAL_CIRCLE_ARRAY	f70	f70r1	Y1	1	9	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	"Radial labels between ""mushrooms""."
SC_017	SPECIAL_CIRCLE_ARRAY	f70	f70r1	X1	1	6	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Radial labels inside central circle, between star arms.
SC_018	SPECIAL_CIRCLE_ARRAY	f70	f70v2	S2	1	19	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 1 (outer).
SC_019	SPECIAL_CIRCLE_ARRAY	f70	f70v2	S1	1	10	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 2 (inner).
SC_020	SPECIAL_CIRCLE_ARRAY	f70	f70v1	S2	1	10	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 1 (outer).
SC_021	SPECIAL_CIRCLE_ARRAY	f70	f70v1	S1	1	5	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 2 (inner).
SC_022	SPECIAL_CIRCLE_ARRAY	f71	f71r	S1	1	10	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 1 (outer).
SC_023	SPECIAL_CIRCLE_ARRAY	f71	f71r	S2	1	5	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 2 (inner).
SC_024	SPECIAL_CIRCLE_ARRAY	f71	f71v	S1	1	10	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 1 (outer).
SC_025	SPECIAL_CIRCLE_ARRAY	f71	f71v	S2	1	5	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 2 (inner).
SC_026	SPECIAL_CIRCLE_ARRAY	f72	f72r1	S1	1	10	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 1 (outer).
SC_027	SPECIAL_CIRCLE_ARRAY	f72	f72r1	S2	1	5	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels on star/nymph band 2 (inner).
SC_028	SPECIAL_CIRCLE_ARRAY	f72	f72r2	S0	1	5	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels on stars/nymphs outside diagram.
SC_029	SPECIAL_CIRCLE_ARRAY	f72	f72r2	S1	1	16	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 1 (outermost band inside diagram).
SC_030	SPECIAL_CIRCLE_ARRAY	f72	f72r2	S2	1	9	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 1 (inner).
SC_031	SPECIAL_CIRCLE_ARRAY	f72	f72r3	S1	1	12	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 1 (outermost)
SC_032	SPECIAL_CIRCLE_ARRAY	f72	f72r3	S2	1	11	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 2 (middle).
SC_033	SPECIAL_CIRCLE_ARRAY	f72	f72r3	S3	1	7	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 4 (inner)
SC_034	SPECIAL_CIRCLE_ARRAY	f72	f72v3	S1	1	18	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 1 (outermost)
SC_035	SPECIAL_CIRCLE_ARRAY	f72	f72v3	S2	1	12	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 2 (inner).
SC_036	SPECIAL_CIRCLE_ARRAY	f72	f72v2	S1	1	18	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 1 (outermost)
SC_037	SPECIAL_CIRCLE_ARRAY	f72	f72v2	S2	1	12	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 2 (inner).
SC_038	SPECIAL_CIRCLE_ARRAY	f72	f72v1	S1	1	20	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 1 (outermost)
SC_039	SPECIAL_CIRCLE_ARRAY	f72	f72v1	S2	1	10	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 2 (inner).
SC_040	SPECIAL_CIRCLE_ARRAY	f73	f73r	S0	1	4	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels on stars/nymphs outside the diagram.
SC_041	SPECIAL_CIRCLE_ARRAY	f73	f73r	S1	1	16	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 1 (outermost inside diagram)
SC_042	SPECIAL_CIRCLE_ARRAY	f73	f73r	S2	1	10	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 2 (inner).
SC_043	SPECIAL_CIRCLE_ARRAY	f73	f73v	S0	1	4	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels on stars/nymphs outside the diagram.
SC_044	SPECIAL_CIRCLE_ARRAY	f73	f73v	S1	1	16	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 1 (outermost)
SC_045	SPECIAL_CIRCLE_ARRAY	f73	f73v	S2	1	10	LOCAL_ARRAY_ORDER_ONLY	NO_EXTERNAL_VALUE_KEY	HUMAN_UNIT_LEVEL_ONLY	NO_SINGLE_ARRAY	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	Labels in star/nymph band 2 (inner).
COMPOSITE_ZODIAC_30	TEN_EXTANT_ZODIAC_SIGNS	f70;f71;f72;f73	f70v2-f73v	10 signs; 7 topology classes	10	30 per sign; 300 expected; 299 labels	NO_COMMON_BAND_CONTINUATION	NO_SHARED_START_OR_DIRECTION	SIGN_LEVEL_HUMAN_INVENTORY	FAIL_ZERO_DISJOINT_FOLIO_REPEATED_TOPOLOGY_PAIRS	experiments/semantic_assumptions/results/zodiac_crosssign_phase_capacity.json	Ten public zodiac sign inventories use seven incompatible panel topologies.
COMPOSITE_F69V_28	F69V_RADIAL_ARRAY	f69	f69v	X1	1	28 alternating radial entries	CYCLIC_RELATIVE_ORDER_ONLY	NO_AUTHOR_VISIBLE_START_OR_DIRECTION	HUMAN_ARRAY_LEVEL	FAIL_ONE_FOLIO	experiments/semantic_assumptions/results/f69vsd001_start_direction_result.json	Twenty-eight radial entries with no author-visible origin or traversal direction.
COMPOSITE_ZODIAC_10_PLUS_5	FOUR_SPLIT_ZODIAC_PANELS	f70;f71;f72	f70v1;f71r;f71v;f72r1	outer10+inner5 per panel	4	10+5 repeated panels	LOCAL_RING_ORDER_ONLY	NO_TWO_TO_ONE_OR_INTERPANEL_KEY	BAND_LEVEL_ONLY	FAIL_NO_AUTHOR_VISIBLE_PAIRING_DEVICE	experiments/semantic_assumptions/results/special_circle_10_to_5_pairing_worth.json	Four panels have no spokes, cells, leaders or exact two-to-one pairing.
