statement_id	record_unit_id	page	owner_slot	field_path	visible_event_count	read_source_token_count	surface_punctuated	fluent_imperative_de	punctuation_class
B1-S008	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	F030	5	5	chey · ol · cheky · ol · shedy;	Halte diesen Posten aktiv; dann arbeite weiter; dann wärme ihn kurz; dann arbeite weiter; dann lass ihn kurz absetzen;	COMMIT_SEMICOLON
B1-S009	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	F031	1	1	qokedy;	Lass ihn kurz einwirken;	COMMIT_SEMICOLON
B1-S010	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	F032	1	1	qokedy;	Lass ihn kurz einwirken;	COMMIT_SEMICOLON
B1-S011	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	F033	2	2	chckhy · qoky ↪	Leite den Posten hindurch; dann setze den Posten ein ↪	OPEN_TO_NEXT_STATEMENT
B1-S012	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	F034	3	3	lsho · qokey · lshedy;	Führe einen Waschgang aus; dann lass ihn kurz einwirken; dann führe einen Waschgang aus;	COMMIT_SEMICOLON
B1-S013	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	F035	1	1	lshedy;	Führe einen Waschgang aus;	COMMIT_SEMICOLON
B1-S014	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	F036	5	5	chedy · qolky · lchedal · qol · otar ↪	Führe den Posten über; dann führe auf dem Weg weiter; dann führe ihn am Ziel ab; dann arbeite weiter; dann wechsle zur folgenden Quelle ↪	OPEN_TO_NEXT_STATEMENT
B1-S015	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	F037	2	2	ytey · okchedy;	Nimm einen kleinen Teil; dann führe den vorigen Posten über;	COMMIT_SEMICOLON
B1-S016	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	F038	4	4	qokal · okeey · qol · cheedy;	Setze ihn dort ein; dann lass ihn länger einwirken; dann arbeite weiter; dann lass ihn kurz absetzen;	COMMIT_SEMICOLON
B1-S017	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	F039	3	3	sal · teol · dchdy;	Führe ihn dorthin; dann führe ihn kurz weiter; dann führe ihn über;	COMMIT_SEMICOLON
B1-S018	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	F040|F041	4	4	ly / dsheol · oiiin · olkeedy;	Stelle das Auffanggefäß bereit; dann öffne das nächste Feld; dann halte ihn kurz; dann stelle die Arbeitsstufe ein; dann sammle ihn lange;	COMMIT_SEMICOLON
B1-S019	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	F042	1	1	tedy;	Lass ihn kurz absetzen;	COMMIT_SEMICOLON
B1-S020	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	F043	2	2	cheky · shckhedy;	Wärme ihn kurz; dann lass ihn hindurch;	COMMIT_SEMICOLON
B1-S021	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	F044	1	1	chal …	Führe ihn dorthin …	OPEN_RECORD_RELEASE
B2-S001	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F045	1	1	dchedy;	Führe den Posten über;	COMMIT_SEMICOLON
B2-S002	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F046	1	1	qolchedy;	Führe ihn weiter;	COMMIT_SEMICOLON
B2-S003	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F047	3	3	qokain · dy · qokeedy;	Gib einen Anteil zu; dann halte diesen Posten aktiv; dann lass ihn lange einwirken;	COMMIT_SEMICOLON
B2-S004	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F048|F049	5	5	qokal · lcheckhy · lched / qokeey · lcheckhedy;	Setze ihn dort ein; dann führe ihn durch die Abführpassage; dann führe ihn ab; dann öffne das nächste Feld; dann lass ihn länger einwirken; dann ziehe die getrennte Fraktion ab;	COMMIT_SEMICOLON
B2-S005	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F050|F051	8	7	qokaly · solkaiin · chckhy · qokaiin↷ / octheol · chkeey · ldy;	Setze ihn am Ziel ein; dann sammle ihn bis zur Sollmenge; dann leite den Posten hindurch; dann messe den Posten ab und lies die Randwiederholung nur einmal; dann öffne das nächste Feld; dann setze den nächsten Durchgang an; dann wärme ihn lange; dann ziehe ihn ab;	COMMIT_SEMICOLON
B2-S006	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F052	4	4	oteey · qokal · sheckhy · qoky ↪	Führe ihn länger im Folgegang weiter; dann setze ihn dort ein; dann führe ihn kurz hindurch; dann setze den Posten ein ↪	OPEN_TO_NEXT_STATEMENT
B2-S007	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F053	1	1	dshedy;	Lass frische Spülflüssigkeit ein;	COMMIT_SEMICOLON
B2-S008	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F054	3	3	sotaiin · qokar · shedy;	Arbeite danach nach dem nächsten Maß; dann setze den Quellposten ein; dann lass ihn kurz absetzen;	COMMIT_SEMICOLON
B2-S009	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F055	1	1	solshedy;	Lass danach den nächsten Posten absetzen;	COMMIT_SEMICOLON
B2-S010	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F056	4	4	qokeey · qoky · ls · cheey ↪	Lass ihn länger einwirken; dann setze den Posten ein; dann führe zum Auslass; dann nimm den klaren Ablauf ↪	OPEN_TO_NEXT_STATEMENT
B2-S011	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F057	4	4	okain · char · okain · qokeedy;	Gib einen Anteil zu; dann nimm davon; dann gib einen Anteil zu; dann lass ihn lange einwirken;	COMMIT_SEMICOLON
B2-S012	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F058|F059	8	8	lchy / [OWNER↻] · cheey · qcthey · qokeey · lcheey · daiin · chey · qokeeedy;	Nimm das abzuführende Gut; dann öffne das nächste Feld; dann setze den sichtbaren Besitzer neu; dann nimm den klaren Ablauf; dann bereite ihn kurz vor; dann lass ihn länger einwirken; dann ziehe den klaren Anteil ab; dann arbeite nach dem vorgeschriebenen Maß; dann halte diesen Posten aktiv; dann setze ihn vollständig ein;	COMMIT_SEMICOLON
B2-S013	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F060	1	1	lchedy;	Führe ihn ab;	COMMIT_SEMICOLON
B2-S014	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F061	1	1	lar ↪	Ziehe ihn aus der Quelle ab ↪	OPEN_TO_NEXT_STATEMENT
B2-S015	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F062	2	2	tshey · qokeedy;	Nimm danach den klaren Ablauf; dann lass ihn lange einwirken;	COMMIT_SEMICOLON
B2-S016	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F063|F064	8	8	cheal · lchedar · ches · aiin · oteey · qokaiin · okey / pchedy;	Führe ihn dorthin; dann führe ihn von der Quelle ab; dann teile den Posten; dann arbeite nach dem vorgeschriebenen Maß; dann führe ihn länger im Folgegang weiter; dann messe den Posten ab; dann lass ihn kurz einwirken; dann öffne das nächste Feld; dann führe ihn zu;	COMMIT_SEMICOLON
B2-S017	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F065	2	2	rsheal · daldy;	Halte den zugeführten Posten kurz am Ziel; dann schließe den Schritt am Ziel ab;	COMMIT_SEMICOLON
B2-S018	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F066	1	1	qokeedy;	Lass ihn lange einwirken;	COMMIT_SEMICOLON
B2-S019	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F067	1	1	rshedy;	Wasche ihn vollständig;	COMMIT_SEMICOLON
B2-S020	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F068	1	1	qoteedy;	Führe die lange Folgestufe aus;	COMMIT_SEMICOLON
B2-S021	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F069	1	1	qokeedy;	Lass ihn lange einwirken;	COMMIT_SEMICOLON
B2-S022	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	F070	1	1	lochedy;	Führe ihn ab;	COMMIT_SEMICOLON
B3-S001	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F071	1	1	olkeedy;	Sammle ihn lange;	COMMIT_SEMICOLON
B3-S002	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F072	2	2	qotal · chkeedy;	Führe ihn danach dorthin; dann wärme ihn lange;	COMMIT_SEMICOLON
B3-S003	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F073	4	4	chey · daiin · chey · lchedy;	Halte diesen Posten aktiv; dann arbeite nach dem vorgeschriebenen Maß; dann halte diesen Posten aktiv; dann führe ihn ab;	COMMIT_SEMICOLON
B3-S004	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F074	3	3	qokaiin · qotal · dar ↪	Messe den Posten ab; dann führe ihn danach dorthin; dann nimm davon ↪	OPEN_TO_NEXT_STATEMENT
B3-S005	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F075	1	1	schedy;	Führe den Posten über;	COMMIT_SEMICOLON
B3-S006	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F076	3	3	chedchy · qokal · olchedy;	Führe den aktuellen Posten über; dann setze ihn dort ein; dann führe ihn weiter;	COMMIT_SEMICOLON
B3-S007	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F077	3	3	qokaiin · chedy · qokeedy;	Messe den Posten ab; dann führe den Posten über; dann lass ihn lange einwirken;	COMMIT_SEMICOLON
B3-S008	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F078	1	1	lchedy;	Führe ihn ab;	COMMIT_SEMICOLON
B3-S009	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F079	1	1	qoky ↪	Setze den Posten ein ↪	OPEN_TO_NEXT_STATEMENT
B3-S010	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F080	2	2	pchedal · otedy;	Führe ihn dem Ziel zu; dann führe ihn kurz zum Folgeschritt weiter;	COMMIT_SEMICOLON
B3-S011	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F081	4	4	shecthedchy · qoky · chedy · chary ↪	Führe die vorbereitete Portion über; dann setze den Posten ein; dann führe den Posten über; dann nimm den Posten aus der Quelle ↪	OPEN_TO_NEXT_STATEMENT
B3-S012	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F082	2	2	sor · shedy;	Verwende den Ansatz; dann lass ihn kurz absetzen;	COMMIT_SEMICOLON
B3-S013	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F083	4	4	qokaiin · chkain · shcthey · qokedy;	Messe den Posten ab; dann nimm eine Portion; dann bereite ihn kurz vor; dann lass ihn kurz einwirken;	COMMIT_SEMICOLON
B3-S014	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F084	2	2	okair · sheedy;	Setze ihn in den Lauf ein; dann lass ihn lange absetzen;	COMMIT_SEMICOLON
B3-S015	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F085	1	1	lchedy;	Führe ihn ab;	COMMIT_SEMICOLON
B3-S016	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F086|F087	2	2	lo / [OWNER↻] · qokchedy;	Ziehe ihn ab; dann öffne das nächste Feld; dann setze den sichtbaren Besitzer neu; dann führe den vorigen Posten über;	COMMIT_SEMICOLON
B3-S017	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F088	1	1	qokeedy;	Lass ihn lange einwirken;	COMMIT_SEMICOLON
B3-S018	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F089	1	1	shedy;	Lass ihn kurz absetzen;	COMMIT_SEMICOLON
B3-S019	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F090	1	1	qokshedy;	Lass ihn nach dem Einsatz absetzen;	COMMIT_SEMICOLON
B3-S020	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F091	2	2	dal · lchedy;	Führe ihn dorthin; dann führe ihn ab;	COMMIT_SEMICOLON
B3-S021	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F092|F093	11	11	qokaiin · shcthy · dal · sy / saiin · shedal · shecthy · chey · tal · shcthy · dalchdy;	Messe den Posten ab; dann halte ihn bereit; dann führe ihn dorthin; dann halte diesen Posten aktiv; dann öffne das nächste Feld; dann arbeite nach dem vorgeschriebenen Maß; dann lass ihn am Ziel absetzen; dann bereite ihn kurz vor; dann halte diesen Posten aktiv; dann führe ihn dorthin; dann halte ihn bereit; dann führe ihn zum Ziel über;	COMMIT_SEMICOLON
B3-S022	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F094	1	1	qotchedy;	Führe danach den nächsten Posten über;	COMMIT_SEMICOLON
B3-S023	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F095	1	1	lchedy;	Führe ihn ab;	COMMIT_SEMICOLON
B3-S024	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F096	1	1	tchedy;	Führe den Posten über;	COMMIT_SEMICOLON
B3-S025	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F097	1	1	qokchdy;	Setze einen neuen Posten ein;	COMMIT_SEMICOLON
B3-S026	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F098|F099	7	7	cheedar · chldaiin · chedy · qokain · checthy · chealror / [OWNER↻] · solkeedy;	Führe ihn von der Quelle über; dann lass ihn bis zum Sollstand absetzen; dann führe den Posten über; dann gib einen Anteil zu; dann halte ihn bereit; dann stelle ihn am Zielgefäß bereit; dann öffne das nächste Feld; dann setze den sichtbaren Besitzer neu; dann sammle ihn lange;	COMMIT_SEMICOLON
B3-S027	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F100	1	1	qoteedy;	Führe die lange Folgestufe aus;	COMMIT_SEMICOLON
B3-S028	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F101	2	2	qokeey · qokedy;	Lass ihn länger einwirken; dann lass ihn kurz einwirken;	COMMIT_SEMICOLON
B3-S029	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F102	3	3	sol · cheeety · qokedy;	Arbeite weiter; dann nimm den ganzen bezeichneten Teil; dann lass ihn kurz einwirken;	COMMIT_SEMICOLON
B3-S030	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F103|F104	4	4	qoky · saiin / schedair · otchedy;	Setze den Posten ein; dann arbeite nach dem vorgeschriebenen Maß; dann öffne das nächste Feld; dann führe ihn im Lauf weiter; dann führe danach den nächsten Posten über;	COMMIT_SEMICOLON
B3-S031	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F105	1	1	qokeedy;	Lass ihn lange einwirken;	COMMIT_SEMICOLON
B3-S032	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F106	5	5	chedain · chedy · qotedaiin · otaiin · otedy;	Führe einen Anteil über; dann führe den Posten über; dann halte die kurze Sollstufe ein; dann arbeite danach nach dem nächsten Maß; dann führe ihn kurz zum Folgeschritt weiter;	COMMIT_SEMICOLON
B3-S033	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F107	1	1	ldy;	Ziehe ihn ab;	COMMIT_SEMICOLON
B3-S034	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F108	6	6	soiiin · checthy · chety · otaiin · olsaly · shedy;	Stelle die Arbeitsstufe ein; dann halte ihn bereit; dann nimm den bezeichneten Teil; dann arbeite danach nach dem nächsten Maß; dann führe zum Zwischenziel; dann lass ihn kurz absetzen;	COMMIT_SEMICOLON
B4-S001	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F109	1	1	qokeedy;	Lass ihn lange einwirken;	COMMIT_SEMICOLON
B4-S002	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F110	3	3	qolchey · qokeey · qokedy;	Nimm den nächsten Einsatzposten; dann lass ihn länger einwirken; dann lass ihn kurz einwirken;	COMMIT_SEMICOLON
B4-S003	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F111|F112	7	7	chedy · otal / otchey · qokeey · qoky · tol · shedy;	Führe den Posten über; dann führe ihn danach dorthin; dann öffne das nächste Feld; dann nimm das nächste; dann lass ihn länger einwirken; dann setze den Posten ein; dann arbeite weiter; dann lass ihn kurz absetzen;	COMMIT_SEMICOLON
B4-S004	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F113	1	1	qokylddy;	Befestige ihn;	COMMIT_SEMICOLON
B4-S005	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F114	3	3	dain · chedy · qokeedy;	Lege die Einlage ein; dann führe den Posten über; dann lass ihn lange einwirken;	COMMIT_SEMICOLON
B4-S006	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F115	1	1	shckhedy;	Lass ihn hindurch;	COMMIT_SEMICOLON
B4-S007	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F116	1	1	shckhedy;	Lass ihn hindurch;	COMMIT_SEMICOLON
B4-S008	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F117	4	4	saiin · cheeky · sheey · qokedy;	Arbeite nach dem vorgeschriebenen Maß; dann bearbeite ihn länger; dann halte ihn lange; dann lass ihn kurz einwirken;	COMMIT_SEMICOLON
B4-S009	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F118	1	1	shedy;	Lass ihn kurz absetzen;	COMMIT_SEMICOLON
B4-S010	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F119	1	1	oldy;	Beende den Arbeitsschritt;	COMMIT_SEMICOLON
B4-S011	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F120|F121	7	7	saiin · cheky · okeeol · okain · chdy / sol · lkedy;	Arbeite nach dem vorgeschriebenen Maß; dann wärme ihn kurz; dann setze den Gang lange fort; dann gib einen Anteil zu; dann führe den Posten über; dann öffne das nächste Feld; dann arbeite weiter; dann ziehe ihn weiter ab;	COMMIT_SEMICOLON
B4-S012	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F122	1	1	lchedy;	Führe ihn ab;	COMMIT_SEMICOLON
B4-S013	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F123	2	2	qokol · shedy;	Setze den verbleibenden Posten erneut ein; dann lass ihn kurz absetzen;	COMMIT_SEMICOLON
B4-S014	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	F124	4	4	or · chey · qockhey · dairydy;	Verwende den Ansatz; dann halte diesen Posten aktiv; dann führe ihn kurz hindurch; dann schließe den Lauf ab;	COMMIT_SEMICOLON
