calibration_id	page	locus	target_ordinal	target_surface	target_reader_exact	window_length	target_position_in_window	target_window_slot	known_surfaces	known_card_values_de	predicted_axes	actual_target_axes	known_union_axes	contrast_dimensions	all_reader_exact	frame_tier	minimum_whole_edit_distance	known_wholes_within_edit1	known_wholes_within_edit2	whole_form_bridge_tier	eva_window	overlapping_calibration_frames	any_axis_hit	full_prediction_subset_of_actual	opposition_contradiction	literal_identity_credit	component_export_credit
G748-C0011	f103r	f103r.12	5	qokeol	1	3	2	INNER	keedy|oteey	oteey=kalter Ansatz am Ende des Grades || keedy=heiß am Ende des Grades, abgeschlossen	END_STAGE	HOT|MIDDLE_STAGE	HOT|COLD|PREPARATION|CLOSE|END_STAGE	THERMAL	0	F1_READER_VARIABLE_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	oteey qokeol keedy	1	0	0	1	0	0
G748-C0012	f103r	f103r.12	7	shar	1	3	3	LAST	keedy|qokeol	qokeol=erhitze den Drogenstoff bis zur Mittelstufe || keedy=heiß am Ende des Grades, abgeschlossen	HOT	MOIST	HOT|MATERIAL|PROCESS|CLOSE|MIDDLE_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokeol keedy shar	1	0	0	0	0	0
G748-C0013	f103r	f103r.17	3	qokey	0	3	1	FIRST	keedy|qokeey	keedy=heiß am Ende des Grades, abgeschlossen || qokeey=heiß am Ende des Grades	HOT|END_STAGE	HOT|MIDDLE_STAGE	HOT|CLOSE|END_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	1	1	1	B2_DIRECT_EDIT1_WHOLE_BRIDGE	qokey keedy qokeey	1	1	0	1	0	0
G748-C0014	f103r	f103r.17	4	keedy	0	3	2	INNER	qokeey|qokey	qokey=heiß in der Mitte des Grades || qokeey=heiß am Ende des Grades	HOT	HOT|END_STAGE	HOT|MIDDLE_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokey keedy qokeey	1	1	1	0	0	0
G748-C0015	f103r	f103r.17	5	qokeey	1	3	3	LAST	keedy|qokey	qokey=heiß in der Mitte des Grades || keedy=heiß am Ende des Grades, abgeschlossen	HOT	HOT|END_STAGE	HOT|CLOSE|MIDDLE_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	1	1	1	B2_DIRECT_EDIT1_WHOLE_BRIDGE	qokey keedy qokeey	1	1	1	0	0	0
G748-C0016	f103r	f103r.49	7	qokeey	1	3	2	INNER	sheed|sheol	sheed=Einweichung vollständig abgeschlossen || sheol=feuchtes Material	MOIST	HOT|END_STAGE	MOIST|MATERIAL|CLOSE|END_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	sheed qokeey sheol	1	0	0	0	0	0
G748-C0017	f103r	f103r.49	8	sheol	0	3	3	LAST	qokeey|sheed	sheed=Einweichung vollständig abgeschlossen || qokeey=heiß am Ende des Grades	END_STAGE	MOIST	HOT|MOIST|CLOSE|END_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	sheed qokeey sheol	1	0	0	0	0	0
G748-C0018	f103r	f103r.5	4	oteey	1	3	1	FIRST	lkar|qokey	qokey=heiß in der Mitte des Grades || lkar=Heißgrad I	HOT	COLD|END_STAGE	HOT|MIDDLE_STAGE	NONE	1	F2_TWO_EXACT_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	oteey qokey lkar	1	0	0	1	0	0
G748-C0019	f103r	f103r.6	3	shek	1	3	1	FIRST	okeedy|okey	okeedy=heißer Ansatz am Ende des Grades, abgeschlossen || okey=heißer Ansatz in der Mitte des Grades	HOT	HOT|MOIST|MIDDLE_STAGE	HOT|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	STAGE	1	F2_TWO_EXACT_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	shek okeedy okey	1	1	1	0	0	0
G748-C0020	f103r	f103r.6	4	okeedy	1	3	2	INNER	okey|shek	shek=bis zur Mittelstufe einweichen und erhitzen || okey=heißer Ansatz in der Mitte des Grades	HOT|MIDDLE_STAGE	HOT|END_STAGE	HOT|MOIST|PREPARATION|PROCESS|MIDDLE_STAGE	NONE	1	F2_TWO_EXACT_CARDS	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	shek okeedy okey	1	1	0	1	0	0
G748-C0021	f103r	f103r.6	5	okey	1	3	3	LAST	okeedy|shek	shek=bis zur Mittelstufe einweichen und erhitzen || okeedy=heißer Ansatz am Ende des Grades, abgeschlossen	HOT	HOT|MIDDLE_STAGE	HOT|MOIST|PREPARATION|PROCESS|CLOSE|MIDDLE_STAGE|END_STAGE	STAGE	1	F2_TWO_EXACT_CARDS	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	shek okeedy okey	1	1	1	0	0	0
G748-C0022	f103v	f103v.26	1	yteey	1	4	1	FIRST	oteey|qokeey|sheety	qokeey=heiß am Ende des Grades || sheety=vollständig angefeuchtet und gekühlt || oteey=kalter Ansatz am Ende des Grades	END_STAGE	END_STAGE	HOT|COLD|MOIST|PREPARATION|END_STAGE	THERMAL	1	F4_THREE_DISTINCT_EXACT_CARDS	1	1	1	B2_DIRECT_EDIT1_WHOLE_BRIDGE	yteey qokeey sheety oteey	2	1	1	0	0	0
G748-C0023	f103v	f103v.26	2	qokeey	1	4	2	INNER	oteey|sheety|yteey	yteey=kühle hiervon bis zur Endstufe ab || sheety=vollständig angefeuchtet und gekühlt || oteey=kalter Ansatz am Ende des Grades	END_STAGE	HOT|END_STAGE	COLD|MOIST|PREPARATION|END_STAGE	NONE	1	F4_THREE_DISTINCT_EXACT_CARDS	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	yteey qokeey sheety oteey	3	1	1	0	0	0
G748-C0024	f103v	f103v.26	3	sheety	1	4	3	INNER	oteey|qokeey|yteey	yteey=kühle hiervon bis zur Endstufe ab || qokeey=heiß am Ende des Grades || oteey=kalter Ansatz am Ende des Grades	END_STAGE	MOIST|END_STAGE	HOT|COLD|PREPARATION|END_STAGE	THERMAL	1	F4_THREE_DISTINCT_EXACT_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	yteey qokeey sheety oteey	3	1	1	0	0	0
G748-C0025	f103v	f103v.26	4	oteey	1	4	4	LAST	qokeey|sheety|yteey	yteey=kühle hiervon bis zur Endstufe ab || qokeey=heiß am Ende des Grades || sheety=vollständig angefeuchtet und gekühlt	END_STAGE	COLD|END_STAGE	HOT|MOIST|END_STAGE	NONE	1	F4_THREE_DISTINCT_EXACT_CARDS	1	1	2	B3_MULTIPLE_EDIT2_WHOLE_BRIDGES	yteey qokeey sheety oteey	2	1	1	0	0	0
G748-C0026	f104r	f104r.22	4	shed	1	4	1	FIRST	cheedy|chokor|kchedy	kchedy=heiß und trocken in der Mitte des Grades, abgeschlossen || chokor=eine Portion erhitzten Trockenansatzes || cheedy=trocken am Ende des Grades, abgeschlossen	DRY	MOIST|MIDDLE_STAGE	HOT|DRY|AMOUNT|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	shed kchedy chokor cheedy	2	0	0	1	0	0
G748-C0027	f104r	f104r.22	5	kchedy	0	3	1	FIRST	cheedy|chokor	chokor=eine Portion erhitzten Trockenansatzes || cheedy=trocken am Ende des Grades, abgeschlossen	DRY	HOT|DRY|MIDDLE_STAGE|END_STAGE	HOT|DRY|AMOUNT|PREPARATION|CLOSE|END_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	kchedy chokor cheedy	1	1	1	0	0	0
G748-C0028	f104r	f104r.22	6	chokor	1	3	2	INNER	cheedy|kchedy	kchedy=heiß und trocken in der Mitte des Grades, abgeschlossen || cheedy=trocken am Ende des Grades, abgeschlossen	DRY|END_STAGE	HOT|DRY	HOT|DRY|CLOSE|MIDDLE_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	kchedy chokor cheedy	2	1	0	0	0	0
G748-C0029	f104r	f104r.22	7	cheedy	0	3	3	LAST	chokor|kchedy	kchedy=heiß und trocken in der Mitte des Grades, abgeschlossen || chokor=eine Portion erhitzten Trockenansatzes	HOT|DRY	DRY|END_STAGE	HOT|DRY|AMOUNT|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	kchedy chokor cheedy	1	1	0	0	0	0
G748-C0030	f104v	f104v.11	6	qotol	1	4	3	INNER	cheeky|qokchd|qokol	cheeky=trocken am Gradende, dann heiß am Gradanfang || qokchd=abgemessene heiß-trockene Droge || qokol=erhitzen	HOT	COLD	HOT|DRY|MATERIAL|PROCESS|BEGIN_STAGE|END_STAGE	STAGE	1	F4_THREE_DISTINCT_EXACT_CARDS	1	1	1	B2_DIRECT_EDIT1_WHOLE_BRIDGE	cheeky qokchd qotol qokol	4	0	0	1	0	0
G748-C0031	f104v	f104v.13	8	lkaiin	1	3	3	LAST	chedar|cheo	chedar=abgemessene Trockenfraktion I, Mittelstufe || cheo=trocken angesetzte Zubereitung	DRY	LEVEL_III	DRY|PART|PREPARATION|MIDDLE_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	6	0	0	B0_NO_WHOLE_FORM_BRIDGE	chedar cheo lkaiin	1	0	0	0	0	0
G748-C0032	f104v	f104v.20	3	lcheedy	1	3	2	INNER	qokeey|sheeo	sheeo=vollständig eingeweichter Ansatz || qokeey=heiß am Ende des Grades	END_STAGE	LEVEL_II	HOT|PREPARATION|END_STAGE	NONE	1	F2_TWO_EXACT_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	sheeo lcheedy qokeey	1	0	0	0	0	0
G748-C0033	f104v	f104v.3	4	odaiin	1	3	1	FIRST	ockhey|okeol	okeol=Grundansatz bis zur mittleren Heizstufe erwärmt || ockhey=Ansatz eines Arzneikompositums in der Gradmitte	MIDDLE_STAGE	LEVEL_III	HOT|PREPARATION|MIDDLE_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	odaiin okeol ockhey	1	0	0	0	0	0
G748-C0034	f105r	f105r.12	6	kchedy	1	3	1	FIRST	otcheey|qotchdy	qotchdy=kalt und trocken am Anfang des Grades, abgeschlossen || otcheey=kalt-trockener Ansatz am Ende des Grades	COLD|DRY|END_STAGE	HOT|DRY|MIDDLE_STAGE|END_STAGE	COLD|DRY|PREPARATION|CLOSE|BEGIN_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	kchedy qotchdy otcheey	1	1	0	1	0	0
G748-C0035	f105r	f105r.12	7	qotchdy	1	3	2	INNER	kchedy|otcheey	kchedy=heiß und trocken in der Mitte des Grades, abgeschlossen || otcheey=kalt-trockener Ansatz am Ende des Grades	DRY|END_STAGE	COLD|DRY|BEGIN_STAGE|END_STAGE	HOT|COLD|DRY|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	THERMAL|STAGE	0	F1_READER_VARIABLE_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	kchedy qotchdy otcheey	1	1	1	1	0	0
G748-C0036	f105r	f105r.12	8	otcheey	0	3	3	LAST	kchedy|qotchdy	kchedy=heiß und trocken in der Mitte des Grades, abgeschlossen || qotchdy=kalt und trocken am Anfang des Grades, abgeschlossen	DRY|END_STAGE	COLD|DRY|END_STAGE	HOT|COLD|DRY|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	THERMAL|STAGE|STAGE|STAGE	0	F1_READER_VARIABLE_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	kchedy qotchdy otcheey	1	1	1	0	0	0
G748-C0037	f105r	f105r.2	8	or	1	3	1	FIRST	cheey|okees	cheey=trocken am Ende des Grades || okees=eine heiße Zubereitung auf Endstufe	END_STAGE	NONE	HOT|DRY|PREPARATION|END_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	or cheey okees	1	0	0	0	0	0
G748-C0038	f105r	f105r.2	11	odar	1	3	3	LAST	cheey|okees	cheey=trocken am Ende des Grades || okees=eine heiße Zubereitung auf Endstufe	END_STAGE	NONE	HOT|DRY|PREPARATION|END_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	cheey okees odar	1	0	0	0	0	0
G748-C0039	f105r	f105r.31	12	or	1	3	2	INNER	fchoky|qokaiin	qokaiin=heiß, Grad III || fchoky=heiß-trockene Blütenzubereitung in Grundform	HOT	NONE	HOT|DRY|PREPARATION|BEGIN_STAGE|LEVEL_III	NONE	0	F1_READER_VARIABLE_CARDS	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokaiin or fchoky	1	0	0	0	0	0
G748-C0040	f105r	f105r.4	9	oy	1	3	1	FIRST	qotam|teedy	teedy=kalt am Ende des Grades, abgeschlossen || qotam=nimm ein Maß kalten Ansatzes	COLD	BEGIN_STAGE	COLD|AMOUNT|PREPARATION|CLOSE|END_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	oy teedy qotam	1	0	0	0	0	0
G748-C0041	f105v	f105v.15	1	ycheey	1	3	1	FIRST	kar|ykeey	kar=heiße Drogenfraktion I || ykeey=erhitze hiervon bis zur Endstufe und schließe ab	HOT	DRY|END_STAGE	HOT|PART|MATERIAL|PROCESS|END_STAGE	NONE	1	F2_TWO_EXACT_CARDS	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	ycheey kar ykeey	1	0	0	0	0	0
G748-C0042	f105v	f105v.15	2	kar	1	3	2	INNER	ycheey|ykeey	ycheey=trockne hiervon bis zur Endstufe || ykeey=erhitze hiervon bis zur Endstufe und schließe ab	END_STAGE	HOT	HOT|DRY|PROCESS|END_STAGE	NONE	1	F2_TWO_EXACT_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	ycheey kar ykeey	1	0	0	0	0	0
G748-C0043	f105v	f105v.22	4	air	1	3	3	LAST	chedal|cheodaiin	cheodaiin=drei Portionen Trockenansatz auf mittlerer Trockenstufe || chedal=trockener abgewogener Rohstoffposten I in der Gradmitte	DRY|MIDDLE_STAGE	NONE	DRY|AMOUNT|MATERIAL|PREPARATION|MIDDLE_STAGE	NONE	1	F2_TWO_EXACT_CARDS	6	0	0	B0_NO_WHOLE_FORM_BRIDGE	cheodaiin chedal air	1	0	0	0	0	0
G748-C0044	f105v	f105v.37	5	lkaiin	1	3	3	LAST	qoeeo|sheo	sheo=Feuchtzubereitung || qoeeo=zweite Feuchtzubereitung	MOIST	NONE	MOIST|PREPARATION|PASS	NONE	1	F2_TWO_EXACT_CARDS	6	0	0	B0_NO_WHOLE_FORM_BRIDGE	sheo qoeeo lkaiin	1	0	0	0	0	0
G748-C0045	f106r	f106r.23	4	al	1	3	1	FIRST	qokedy|shecphy	qokedy=heiße Mittelstufe erreicht || shecphy=bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	MIDDLE_STAGE	NONE	HOT|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	6	0	0	B0_NO_WHOLE_FORM_BRIDGE	al qokedy shecphy	1	0	0	0	0	0
G748-C0046	f106r	f106r.30	2	lkaiin	1	3	2	INNER	cho|ycheeo	ycheeo=Eintrag: zweiter Trockenansatz || cho=Trockenansatz	DRY	NONE	DRY|PREPARATION|PASS	NONE	1	F2_TWO_EXACT_CARDS	6	0	0	B0_NO_WHOLE_FORM_BRIDGE	ycheeo lkaiin cho	1	0	0	0	0	0
G748-C0047	f106v	f106v.16	4	chotal	1	3	1	FIRST	qotchdy|shody	shody=vollständig eingeweichter Ansatz || qotchdy=kalt und trocken am Anfang des Grades, abgeschlossen	END_STAGE	COLD|DRY|BEGIN_STAGE	COLD|DRY|PREPARATION|CLOSE|BEGIN_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	chotal shody qotchdy	1	0	0	1	0	0
G748-C0048	f106v	f106v.16	5	shody	1	3	2	INNER	chotal|qotchdy	chotal=Trockenansatz aus kaltem Rohstoff Klasse I am Gradanfang || qotchdy=kalt und trocken am Anfang des Grades, abgeschlossen	COLD|DRY|BEGIN_STAGE	END_STAGE	COLD|DRY|MATERIAL|PREPARATION|CLOSE|BEGIN_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	chotal shody qotchdy	1	0	0	1	0	0
G748-C0049	f106v	f106v.35	2	shockhy	1	3	2	INNER	qokeey|shody	shody=vollständig eingeweichter Ansatz || qokeey=heiß am Ende des Grades	END_STAGE	MOIST|BEGIN_STAGE	HOT|PREPARATION|END_STAGE	NONE	1	F2_TWO_EXACT_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	shody shockhy qokeey	1	0	0	1	0	0
G748-C0050	f106v	f106v.41	7	oteey	1	3	1	FIRST	choty|qoteedy	qoteedy=kalt am Ende des Grades, abgeschlossen || choty=kalter Trockenansatz	COLD	COLD|END_STAGE	COLD|DRY|PREPARATION|CLOSE|END_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	oteey qoteedy choty	1	1	1	0	0	0
G748-C0051	f106v	f106v.41	8	qoteedy	0	3	2	INNER	choty|oteey	oteey=kalter Ansatz am Ende des Grades || choty=kalter Trockenansatz	COLD	COLD|END_STAGE	COLD|DRY|PREPARATION|END_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	oteey qoteedy choty	1	1	1	0	0	0
G748-C0052	f106v	f106v.41	9	choty	1	3	3	LAST	oteey|qoteedy	oteey=kalter Ansatz am Ende des Grades || qoteedy=kalt am Ende des Grades, abgeschlossen	COLD|END_STAGE	COLD|DRY	COLD|PREPARATION|CLOSE|END_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	oteey qoteedy choty	1	1	0	0	0	0
G748-C0053	f107r	f107r.2	3	aiin	1	3	3	LAST	dchey|qoteos	dchey=Eine abgemessene Portion bis zur Mittelstufe trocknen || qoteos=eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen	MIDDLE_STAGE	NONE	DRY|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE	NONE	1	F2_TWO_EXACT_CARDS	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	dchey qoteos aiin	3	0	0	0	0	0
G748-C0054	f107r	f107r.24	5	kair	1	3	1	FIRST	lkain|qokeeo	lkain=Skalarstufe II; Dimension offen || qokeeo=heißer Ansatz, Bindungsstufe II	LEVEL_II	HOT	HOT|PREPARATION|LEVEL_II	NONE	1	F2_TWO_EXACT_CARDS	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	kair lkain qokeeo	1	0	0	0	0	0
G748-C0055	f107r	f107r.24	6	lkain	1	4	2	INNER	kair|qokeeo	kair=heiße Drogenfraktion II || qokeeo=heißer Ansatz, Bindungsstufe II || kair=heiße Drogenfraktion II	HOT	LEVEL_II	HOT|PART|MATERIAL|PREPARATION|LEVEL_II	NONE	1	F3_THREE_EXACT_CARDS	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	kair lkain qokeeo kair	3	0	0	0	0	0
G748-C0056	f107r	f107r.24	8	kair	1	3	3	LAST	lkain|qokeeo	lkain=Skalarstufe II; Dimension offen || qokeeo=heißer Ansatz, Bindungsstufe II	LEVEL_II	HOT	HOT|PREPARATION|LEVEL_II	NONE	1	F2_TWO_EXACT_CARDS	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	lkain qokeeo kair	1	0	0	0	0	0
G748-C0057	f107r	f107r.33	3	cheo	1	3	2	INNER	chekain|kaiin	chekain=bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen || kaiin=heiß, Grad III	HOT	DRY	HOT|DRY|PROCESS|MIDDLE_STAGE|LEVEL_II|LEVEL_III	LEVEL	1	F2_TWO_EXACT_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	chekain cheo kaiin	1	0	0	0	0	0
G748-C0058	f107r	f107r.33	4	kaiin	1	3	3	LAST	chekain|cheo	chekain=bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen || cheo=trocken angesetzte Zubereitung	DRY	HOT|LEVEL_III	HOT|DRY|PREPARATION|PROCESS|MIDDLE_STAGE|LEVEL_II	NONE	1	F2_TWO_EXACT_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	chekain cheo kaiin	1	0	0	0	0	0
G748-C0059	f107r	f107r.40	3	qokaiin	1	3	2	INNER	chal|chey	chey=trocken in der Mitte des Grades || chal=trockenes Material I, Anfangsstufe	DRY	HOT|LEVEL_III	DRY|MATERIAL|BEGIN_STAGE|MIDDLE_STAGE	STAGE	1	F2_TWO_EXACT_CARDS	6	0	0	B0_NO_WHOLE_FORM_BRIDGE	chey qokaiin chal	1	0	0	0	0	0
G748-C0060	f107v	f107v.11	4	qokchey	1	3	1	FIRST	chky|qokeey	chky=getrocknete Droge leicht erhitzen || qokeey=heiß am Ende des Grades	HOT	HOT|DRY|MIDDLE_STAGE	HOT|DRY|MATERIAL|PROCESS|END_STAGE	NONE	1	F2_TWO_EXACT_CARDS	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	qokchey chky qokeey	1	1	1	0	0	0
G748-C0061	f107v	f107v.11	5	chky	1	3	2	INNER	qokchey|qokeey	qokchey=heiß und trocken in der Mitte des Grades || qokeey=heiß am Ende des Grades	HOT	HOT|DRY	HOT|DRY|MIDDLE_STAGE|END_STAGE	STAGE	1	F2_TWO_EXACT_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokchey chky qokeey	1	1	1	0	0	0
