evidence_id	page	physical_folio	locus	target_ordinal	target_position_in_window	target_window_slot	target_surface	target_reader_exact	target_source_before	target_render_before_de	target_axes_before	retired_literal_withheld	overlapping_predictive_frames	frame_ids	best_frame_id	best_frame_tier	best_window_length	best_known_card_count	best_known_surfaces	best_known_signed_offsets	minimum_whole_edit_distance	known_wholes_within_edit1	known_wholes_within_edit2	whole_form_bridge_tier	whole_form_bridge_weight	best_known_card_axes	best_known_card_values_de	predicted_axes_intersection_across_frames	predicted_axes_union_across_frames	best_predicted_axes	best_contrast_dimensions	gdt747_prior_axes	gdt747_prior_value_de	gdt747_prior_comparison	eva_window	working_prediction_de	literal_identity	confirmed_lexeme	component_export_credit
G748-E0080	f104v	f104	f104v.22	4	2	INNER	qokchedy	0	GDT734_WEAK_AXIS_TARGET	[heiß und trocken in der Mitte des Grades, abgeschlossen; schwach]	HOT|DRY|CLOSE|MIDDLE_STAGE|END_STAGE	0	1	G748-F00273	G748-F00273	F1_READER_VARIABLE_CARDS	3	2	qokchd|qotchy	-1|1	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	qotchy=COLD|DRY|BEGIN_STAGE || qokchd=HOT|DRY|MATERIAL	qotchy=kalt und trocken am Anfang des Grades || qokchd=abgemessene heiß-trockene Droge	DRY	DRY	DRY	THERMAL	NONE	NONE	NO_GDT747_PRIOR	qotchy qokchedy qokchd	trocken; genaue Funktion und Identität offen	OPEN	0	0
G748-E0081	f104v	f104	f104v.23	3	3	LAST	qochey	1	OPEN_TARGET	[qochey:?]	NONE	0	1	G748-F00276	G748-F00276	F2_TWO_EXACT_CARDS	3	2	qokchey|tchey	-1|-2	1	1	2	B3_MULTIPLE_EDIT2_WHOLE_BRIDGES	3	tchey=COLD|DRY|MIDDLE_STAGE || qokchey=HOT|DRY|MIDDLE_STAGE	tchey=kalt und trocken in der Mitte des Grades || qokchey=heiß und trocken in der Mitte des Grades	DRY|MIDDLE_STAGE	DRY|MIDDLE_STAGE	DRY|MIDDLE_STAGE	THERMAL	DRY	trocken; Mittelstufe wahrscheinlich, Funktion offen	GDT747_PRIOR_REINFORCED	tchey qokchey qochey	trocken; Mittelstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0085	f104v	f104	f104v.33	5	3	LAST	qokaiin	1	GDT734_WEAK_AXIS_TARGET	[heiß, Grad III; schwach]	HOT|LEVEL_III	0	1	G748-F00296	G748-F00296	F2_TWO_EXACT_CARDS	3	2	kaiin|ykeey	-1|-2	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	ykeey=HOT|PROCESS|END_STAGE || kaiin=HOT|LEVEL_III	ykeey=erhitze hiervon bis zur Endstufe und schließe ab || kaiin=heiß, Grad III	HOT	HOT	HOT	NONE	NONE	NONE	NO_GDT747_PRIOR	ykeey kaiin qokaiin	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0087	f104v	f104	f104v.42	6	3	LAST	sheey	0	GDT734_WEAK_AXIS_TARGET	[feucht am Ende des Grades; schwach]	MOIST|END_STAGE	0	1	G748-F00311	G748-F00311	F1_READER_VARIABLE_CARDS	3	2	cheedy|qoteey	-1|-2	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	cheedy=DRY|CLOSE|END_STAGE || qoteey=COLD|END_STAGE	cheedy=trocken am Ende des Grades, abgeschlossen || qoteey=kalt am Ende des Grades	END_STAGE	END_STAGE	END_STAGE	NONE	NONE	NONE	NO_GDT747_PRIOR	cheedy qoteey sheey	End-/Vollstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0091	f105r	f105	f105r.12	9	4	LAST	chey	0	GDT734_WEAK_AXIS_TARGET	[trocken in der Mitte des Grades; schwach]	DRY|MIDDLE_STAGE	0	2	G748-F00318|G748-F00320	G748-F00320	F1_READER_VARIABLE_CARDS	4	3	kchedy|otcheey|qotchdy	-1|-2|-3	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	kchedy=HOT|DRY|CLOSE|MIDDLE_STAGE|END_STAGE || qotchdy=COLD|DRY|CLOSE|BEGIN_STAGE|END_STAGE || otcheey=COLD|DRY|PREPARATION|END_STAGE	kchedy=heiß und trocken in der Mitte des Grades, abgeschlossen || qotchdy=kalt und trocken am Anfang des Grades, abgeschlossen || otcheey=kalt-trockener Ansatz am Ende des Grades	DRY|END_STAGE	COLD|DRY|END_STAGE	DRY|END_STAGE	THERMAL|STAGE|STAGE|STAGE	NONE	NONE	NO_GDT747_PRIOR	kchedy qotchdy otcheey chey	trocken; End-/Vollstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0092	f105r	f105	f105r.18	10	2	INNER	oteedy	1	GDT734_WEAK_AXIS_TARGET	[kalter Ansatz am Ende des Grades, abgeschlossen; schwach]	COLD|PREPARATION|CLOSE|END_STAGE	0	1	G748-F00331	G748-F00331	F2_TWO_EXACT_CARDS	3	2	cheoty|oteey	-1|1	1	1	1	B2_DIRECT_EDIT1_WHOLE_BRIDGE	2	cheoty=COLD|DRY|PREPARATION|BEGIN_STAGE || oteey=COLD|PREPARATION|END_STAGE	cheoty=trocken angesetzte kalte Zubereitung am Gradanfang || oteey=kalter Ansatz am Ende des Grades	COLD	COLD	COLD	STAGE	NONE	NONE	NO_GDT747_PRIOR	cheoty oteedy oteey	kalt/gekühlt; genaue Funktion und Identität offen	OPEN	0	0
G748-E0101	f105v	f105	f105v.30	9	3	LAST	aiin	1	GDT734_WEAK_AXIS_TARGET	[Menge III; schwach]	AMOUNT	0	1	G748-F00395	G748-F00395	F1_READER_VARIABLE_CARDS	3	2	kaiin|okeedy	-1|-2	1	1	1	B2_DIRECT_EDIT1_WHOLE_BRIDGE	2	okeedy=HOT|PREPARATION|CLOSE|END_STAGE || kaiin=HOT|LEVEL_III	okeedy=heißer Ansatz am Ende des Grades, abgeschlossen || kaiin=heiß, Grad III	HOT	HOT	HOT	NONE	NONE	NONE	NO_GDT747_PRIOR	okeedy kaiin aiin	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0106	f105v	f105	f105v.9	8	3	LAST	otchey	1	GDT734_WEAK_AXIS_TARGET	[kalt-trockener Ansatz in der Mitte des Grades; schwach]	COLD|DRY|PREPARATION|MIDDLE_STAGE	0	1	G748-F00414	G748-F00414	F1_READER_VARIABLE_CARDS	3	2	ockhedy|otchedy	-1|-2	1	1	1	B2_DIRECT_EDIT1_WHOLE_BRIDGE	2	otchedy=COLD|DRY|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE || ockhedy=PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	otchedy=kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen || ockhedy=Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen	MIDDLE_STAGE|END_STAGE	MIDDLE_STAGE|END_STAGE	MIDDLE_STAGE|END_STAGE	STAGE	NONE	NONE	NO_GDT747_PRIOR	otchedy ockhedy otchey	Mittelstufe; End-/Vollstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0113	f106r	f106	f106r.23	7	3	INNER	qokchy	1	GDT734_WEAK_AXIS_TARGET	[heiß-trocken, Anfangsstufe; schwach]	HOT|DRY|BEGIN_STAGE	0	3	G748-F00435|G748-F00436|G748-F00441	G748-F00441	F1_READER_VARIABLE_CARDS	4	3	otedy|qokedy|shecphy	-1|-2|1	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	qokedy=HOT|MIDDLE_STAGE || shecphy=PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE || otedy=COLD|PREPARATION|MIDDLE_STAGE	qokedy=heiße Mittelstufe erreicht || shecphy=bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum || otedy=kalter Ansatz, Mittelstufe erreicht	MIDDLE_STAGE	MIDDLE_STAGE	MIDDLE_STAGE	THERMAL|STAGE	NONE	NONE	NO_GDT747_PRIOR	qokedy shecphy qokchy otedy	Mittelstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0117	f106r	f106	f106r.42	7	3	LAST	qoty	0	GDT734_WEAK_AXIS_TARGET	[kalt am Anfang des Grades; schwach]	COLD|BEGIN_STAGE	0	1	G748-F00456	G748-F00456	F1_READER_VARIABLE_CARDS	3	2	qoteey|shotchy	-1|-2	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	qoteey=COLD|END_STAGE || shotchy=COLD|DRY|MOIST|MATERIAL|PREPARATION|BEGIN_STAGE	qoteey=kalt am Ende des Grades || shotchy=Feuchtansatz aus kalt getrockneter Droge in Grundform	COLD	COLD	COLD	MOISTURE|STAGE	NONE	NONE	NO_GDT747_PRIOR	qoteey shotchy qoty	kalt/gekühlt; genaue Funktion und Identität offen	OPEN	0	0
G748-E0120	f106r	f106	f106r.8	8	2	INNER	qoteedo	1	OPEN_TARGET	[qoteedo:?]	NONE	0	1	G748-F00462	G748-F00462	F2_TWO_EXACT_CARDS	3	2	qoteedy|qotor	-1|1	1	1	1	B2_DIRECT_EDIT1_WHOLE_BRIDGE	2	qotor=COLD|AMOUNT|MATERIAL || qoteedy=COLD|CLOSE|END_STAGE	qotor=kalte Drogenportion || qoteedy=kalt am Ende des Grades, abgeschlossen	COLD	COLD	COLD	NONE	NONE	NONE	NO_GDT747_PRIOR	qotor qoteedo qoteedy	kalt/gekühlt; genaue Funktion und Identität offen	OPEN	0	0
G748-E0123	f106v	f106	f106v.15	5	2	INNER	qokchdy	1	GDT734_WEAK_AXIS_TARGET	[heiß und trocken am Anfang des Grades, abgeschlossen; schwach]	HOT|DRY|CLOSE|BEGIN_STAGE|END_STAGE	0	1	G748-F00469	G748-F00469	F1_READER_VARIABLE_CARDS	3	2	otshedy|qotshdy	-1|1	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	otshedy=COLD|MOIST|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE || qotshdy=COLD|MOIST|CLOSE|BEGIN_STAGE|END_STAGE	otshedy=kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen || qotshdy=kalt und feucht am Anfang des Grades, abgeschlossen	COLD|MOIST|END_STAGE	COLD|MOIST|END_STAGE	COLD|MOIST|END_STAGE	STAGE|STAGE|STAGE	NONE	NONE	NO_GDT747_PRIOR	otshedy qokchdy qotshdy	kalt/gekühlt; feucht; End-/Vollstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0130	f106v	f106	f106v.25	3	2	INNER	chol	1	GDT734_WEAK_AXIS_TARGET	[trocken; nominal trockenes Gut/Material; schwach]	DRY|MATERIAL	0	1	G748-F00489	G748-F00489	F2_TWO_EXACT_CARDS	3	2	shar|sheol	-1|1	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	sheol=MOIST|MATERIAL || shar=MOIST|PART|MATERIAL	sheol=feuchtes Material || shar=angefeuchtete Drogenfraktion I	MOIST	MOIST	MOIST	NONE	NONE	NONE	NO_GDT747_PRIOR	sheol chol shar	feucht; genaue Funktion und Identität offen	OPEN	0	0
G748-E0131	f106v	f106	f106v.35	9	2	INNER	chedy	1	GDT734_WEAK_AXIS_TARGET	[trocken in der Mitte des Grades, abgeschlossen; schwach]	DRY|CLOSE|MIDDLE_STAGE|END_STAGE	0	1	G748-F00493	G748-F00493	F1_READER_VARIABLE_CARDS	3	2	kchedy|qockhey	-1|1	1	1	1	B2_DIRECT_EDIT1_WHOLE_BRIDGE	2	kchedy=HOT|DRY|CLOSE|MIDDLE_STAGE|END_STAGE || qockhey=PREPARATION|MIDDLE_STAGE	kchedy=heiß und trocken in der Mitte des Grades, abgeschlossen || qockhey=Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	MIDDLE_STAGE	MIDDLE_STAGE	MIDDLE_STAGE	STAGE	NONE	NONE	NO_GDT747_PRIOR	kchedy chedy qockhey	Mittelstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0133	f106v	f106	f106v.4	8	3	LAST	charam	1	OPEN_TARGET	[charam:?]	NONE	0	1	G748-F00497	G748-F00497	F1_READER_VARIABLE_CARDS	3	2	chdal|chdam	-1|-2	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	chdal=DRY|AMOUNT|MATERIAL|BEGIN_STAGE || chdam=DRY|AMOUNT|MATERIAL|PROCESS	chdal=trockener abgewogener Rohstoffposten I am Gradanfang || chdam=ein Maß Trockendroge abmessen	DRY	DRY	DRY	NONE	NONE	NONE	NO_GDT747_PRIOR	chdal chdam charam	trocken; genaue Funktion und Identität offen	OPEN	0	0
G748-E0135	f106v	f106	f106v.41	6	3	LAST	okaiin	1	GDT734_WEAK_AXIS_TARGET	[heiß, Grad III, im Ansatzrahmen; schwach]	HOT|PREPARATION|LEVEL_III	0	5	G748-F00500|G748-F00501|G748-F00502|G748-F00505|G748-F00506	G748-F00500	F1_READER_VARIABLE_CARDS	3	2	kaiin|qokeeody	-1|-2	1	1	1	B2_DIRECT_EDIT1_WHOLE_BRIDGE	2	kaiin=HOT|LEVEL_III || qokeeody=HOT|PREPARATION|END_STAGE	kaiin=heiß, Grad III || qokeeody=vollständig ausgekochter Ansatz	NONE	HOT|COLD|END_STAGE	HOT	NONE	NONE	NONE	NO_GDT747_PRIOR	kaiin qokeeody okaiin	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0138	f106v	f106	f106v.6	4	3	LAST	sheody	1	GDT734_WEAK_AXIS_TARGET	[angefeuchteter Ansatz, abgeschlossen; schwach]	MOIST|PREPARATION|CLOSE|END_STAGE	0	1	G748-F00510	G748-F00510	F1_READER_VARIABLE_CARDS	3	2	kchedy|shody	-1|-2	1	1	1	B2_DIRECT_EDIT1_WHOLE_BRIDGE	2	shody=PREPARATION|END_STAGE || kchedy=HOT|DRY|CLOSE|MIDDLE_STAGE|END_STAGE	shody=vollständig eingeweichter Ansatz || kchedy=heiß und trocken in der Mitte des Grades, abgeschlossen	END_STAGE	END_STAGE	END_STAGE	STAGE	NONE	NONE	NO_GDT747_PRIOR	shody kchedy sheody	End-/Vollstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0139	f107r	f107	f107r.21	6	1	FIRST	shaiin	1	GDT734_WEAK_AXIS_TARGET	[feucht, Grad III; schwach]	MOIST|LEVEL_III	0	1	G748-F00534	G748-F00534	F2_TWO_EXACT_CARDS	3	2	lkaiin|qokeol	1|2	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	qokeol=HOT|MATERIAL|PROCESS|MIDDLE_STAGE || lkaiin=HOT|MATERIAL|LEVEL_III	qokeol=erhitze den Drogenstoff bis zur Mittelstufe || lkaiin=Heißgrad III des Materials	HOT	HOT	HOT	NONE	NONE	NONE	NO_GDT747_PRIOR	shaiin qokeol lkaiin	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0141	f107r	f107	f107r.24	9	3	LAST	dar	1	GDT734_WEAK_AXIS_TARGET	[abgemessene Fraktion I; schwach]	PART	0	1	G748-F00539	G748-F00539	F2_TWO_EXACT_CARDS	3	2	kair|qokeeo	-1|-2	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	qokeeo=HOT|PREPARATION|LEVEL_II || kair=HOT|PART|MATERIAL	qokeeo=heißer Ansatz, Bindungsstufe II || kair=heiße Drogenfraktion II	HOT	HOT	HOT	NONE	NONE	NONE	NO_GDT747_PRIOR	qokeeo kair dar	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0150	f107v	f107	f107v.10	4	2	INNER	qokaiin	1	GDT734_WEAK_AXIS_TARGET	[heiß, Grad III; schwach]	HOT|LEVEL_III	0	1	G748-F00589	G748-F00589	F2_TWO_EXACT_CARDS	3	2	chokedy|qokair	-1|1	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	qokair=HOT|PART|PROCESS || chokedy=HOT|DRY|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	qokair=erhitze die zweite Fraktion || chokedy=heiß-trockener Ansatz in der Gradmitte, abgeschlossen	HOT	HOT	HOT	STAGE	NONE	NONE	NO_GDT747_PRIOR	qokair qokaiin chokedy	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0167	f107v	f107	f107v.46	6	1	FIRST	chedy	1	GDT734_WEAK_AXIS_TARGET	[trocken in der Mitte des Grades, abgeschlossen; schwach]	DRY|CLOSE|MIDDLE_STAGE|END_STAGE	0	2	G748-F00646|G748-F00648	G748-F00648	F1_READER_VARIABLE_CARDS	4	3	kedy|oteey|qoteey	1|2|3	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	kedy=HOT|CLOSE|MIDDLE_STAGE|END_STAGE || qoteey=COLD|END_STAGE || oteey=COLD|PREPARATION|END_STAGE	kedy=heiß in der Mitte des Grades, abgeschlossen || qoteey=kalt am Ende des Grades || oteey=kalter Ansatz am Ende des Grades	END_STAGE	END_STAGE	END_STAGE	THERMAL|STAGE	NONE	NONE	NO_GDT747_PRIOR	chedy kedy qoteey oteey	End-/Vollstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0172	f107v	f107	f107v.8	5	4	LAST	qokaiin	1	GDT734_WEAK_AXIS_TARGET	[heiß, Grad III; schwach]	HOT|LEVEL_III	0	2	G748-F00662|G748-F00664	G748-F00664	F4_THREE_DISTINCT_EXACT_CARDS	4	3	okeol|qokair|qokol	-1|-2|-3	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	qokair=HOT|PART|PROCESS || okeol=HOT|PREPARATION|MIDDLE_STAGE || qokol=HOT|PROCESS	qokair=erhitze die zweite Fraktion || okeol=Grundansatz bis zur mittleren Heizstufe erwärmt || qokol=erhitzen	HOT	HOT	HOT	NONE	NONE	NONE	NO_GDT747_PRIOR	qokair okeol qokol qokaiin	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0184	f108r	f108	f108r.36	1	1	FIRST	okechy	1	OPEN_TARGET	[okechy:?]	NONE	0	1	G748-F00689	G748-F00689	F2_TWO_EXACT_CARDS	3	2	okeedy|okeol	1|2	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	okeol=HOT|PREPARATION|MIDDLE_STAGE || okeedy=HOT|PREPARATION|CLOSE|END_STAGE	okeol=Grundansatz bis zur mittleren Heizstufe erwärmt || okeedy=heißer Ansatz am Ende des Grades, abgeschlossen	HOT	HOT	HOT	STAGE	NONE	NONE	NO_GDT747_PRIOR	okechy okeol okeedy	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0198	f108r	f108	f108r.50	6	2	INNER	okedy	1	GDT734_WEAK_AXIS_TARGET	[heißer Ansatz in der Mitte des Grades, abgeschlossen; schwach]	HOT|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	0	1	G748-F00721	G748-F00721	F2_TWO_EXACT_CARDS	3	2	okaram|qokey	-1|1	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	qokey=HOT|MIDDLE_STAGE || okaram=HOT|AMOUNT|PART|PREPARATION	qokey=heiß in der Mitte des Grades || okaram=ein Maß der ersten erhitzten Ansatzfraktion	HOT	HOT	HOT	NONE	NONE	NONE	NO_GDT747_PRIOR	qokey okedy okaram	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
