evidence_id	page	physical_folio	locus	target_ordinal	target_position_in_window	target_window_slot	target_surface	target_reader_exact	target_source_before	target_render_before_de	target_axes_before	retired_literal_withheld	overlapping_predictive_frames	frame_ids	best_frame_id	best_frame_tier	best_window_length	best_known_card_count	best_known_surfaces	best_known_signed_offsets	minimum_whole_edit_distance	known_wholes_within_edit1	known_wholes_within_edit2	whole_form_bridge_tier	whole_form_bridge_weight	best_known_card_axes	best_known_card_values_de	predicted_axes_intersection_across_frames	predicted_axes_union_across_frames	best_predicted_axes	best_contrast_dimensions	gdt747_prior_axes	gdt747_prior_value_de	gdt747_prior_comparison	eva_window	working_prediction_de	literal_identity	confirmed_lexeme	component_export_credit
G748-E0011	f102r1	f102	f102r1.13	3	1	FIRST	olcheor	1	OPEN_TARGET	[olcheor:?]	NONE	0	2	G748-F00024|G748-F00026	G748-F00024	F2_TWO_EXACT_CARDS	3	2	okshey|qokey	1|2	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	qokey=HOT|MIDDLE_STAGE || okshey=HOT|MOIST|PREPARATION|MIDDLE_STAGE	qokey=heiß in der Mitte des Grades || okshey=heiß-feuchter Ansatz in der Mitte des Grades	HOT|MIDDLE_STAGE	HOT|MIDDLE_STAGE	HOT|MIDDLE_STAGE	NONE	NONE	NONE	NO_GDT747_PRIOR	olcheor qokey okshey	heiß/warm; Mittelstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0012	f102r1	f102	f102r1.13	7	4	LAST	sheofoly	0	OPEN_TARGET	[sheofoly:?]	NONE	0	2	G748-F00025|G748-F00027	G748-F00027	F1_READER_VARIABLE_CARDS	4	3	okshey|qokeol|qokey	-1|-2|-3	6	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	qokey=HOT|MIDDLE_STAGE || okshey=HOT|MOIST|PREPARATION|MIDDLE_STAGE || qokeol=HOT|MATERIAL|PROCESS|MIDDLE_STAGE	qokey=heiß in der Mitte des Grades || okshey=heiß-feuchter Ansatz in der Mitte des Grades || qokeol=erhitze den Drogenstoff bis zur Mittelstufe	HOT|MIDDLE_STAGE	HOT|MIDDLE_STAGE	HOT|MIDDLE_STAGE	NONE	NONE	NONE	NO_GDT747_PRIOR	qokey okshey qokeol sheofoly	heiß/warm; Mittelstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0013	f102r1	f102	f102r1.14	1	1	FIRST	doeey	1	OPEN_TARGET	[doeey:?]	NONE	0	1	G748-F00028	G748-F00028	F2_TWO_EXACT_CARDS	3	2	keeol|qokeo	1|2	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	keeol=HOT|MATERIAL || qokeo=HOT	keeol=stark erhitzter Drogenstoff || qokeo=bereite einen heißen Auszug	HOT	HOT	HOT	NONE	NONE	NONE	NO_GDT747_PRIOR	doeey keeol qokeo	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0014	f102r1	f102	f102r1.14	4	3	LAST	daor	0	OPEN_TARGET	[daor:?]	NONE	0	1	G748-F00029	G748-F00029	F1_READER_VARIABLE_CARDS	3	2	keeol|qokeo	-1|-2	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	keeol=HOT|MATERIAL || qokeo=HOT	keeol=stark erhitzter Drogenstoff || qokeo=bereite einen heißen Auszug	HOT	HOT	HOT	NONE	NONE	NONE	NO_GDT747_PRIOR	keeol qokeo daor	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0015	f102r1	f102	f102r1.16	5	2	INNER	dy	0	GDT734_WEAK_AXIS_TARGET	[Qualitäts-/Wertfeld geschlossen; schwach]	CLOSE	0	1	G748-F00030	G748-F00030	F1_READER_VARIABLE_CARDS	3	2	okeol|ykeey	-1|1	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	ykeey=HOT|PROCESS|END_STAGE || okeol=HOT|PREPARATION|MIDDLE_STAGE	ykeey=erhitze hiervon bis zur Endstufe und schließe ab || okeol=Grundansatz bis zur mittleren Heizstufe erwärmt	HOT	HOT	HOT	STAGE	NONE	NONE	NO_GDT747_PRIOR	ykeey dy okeol	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0016	f102r1	f102	f102r1.5	1	1	FIRST	ytol	1	GDT734_WEAK_AXIS_TARGET	[kühle hiervon den Drogenstoff ab; schwach]	MATERIAL	0	1	G748-F00032	G748-F00032	F2_TWO_EXACT_CARDS	3	2	she|sheol	1|2	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	sheol=MOIST|MATERIAL || she=MOIST	sheol=feuchtes Material || she=feucht, attributiv gebunden	MOIST	MOIST	MOIST	NONE	NONE	NONE	NO_GDT747_PRIOR	ytol sheol she	feucht; genaue Funktion und Identität offen	OPEN	0	0
G748-E0017	f102v1	f102	f102v1.14	5	3	LAST	aeky	0	GDT734_WEAK_AXIS_TARGET	[einen Teil bis zur Mittelstufe erhitzen und abschließen; schwach]	HOT|PART|PROCESS|MIDDLE_STAGE	0	1	G748-F00038	G748-F00038	F1_READER_VARIABLE_CARDS	3	2	ckhey|oteol	-1|-2	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	ckhey=PREPARATION|MIDDLE_STAGE || oteol=COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	ckhey=Arzneikompositum in der Gradmitte || oteol=Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	MIDDLE_STAGE	MIDDLE_STAGE	MIDDLE_STAGE	NONE	NONE	NONE	NO_GDT747_PRIOR	ckhey oteol aeky	Mittelstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0018	f102v1	f102	f102v1.23	4	2	INNER	sheody	1	GDT734_WEAK_AXIS_TARGET	[angefeuchteter Ansatz, abgeschlossen; schwach]	MOIST|PREPARATION|CLOSE|END_STAGE	0	1	G748-F00044	G748-F00044	F2_TWO_EXACT_CARDS	3	2	qockhey|qokey	-1|1	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	qokey=HOT|MIDDLE_STAGE || qockhey=PREPARATION|MIDDLE_STAGE	qokey=heiß in der Mitte des Grades || qockhey=Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	MIDDLE_STAGE	MIDDLE_STAGE	MIDDLE_STAGE	NONE	NONE	NONE	NO_GDT747_PRIOR	qokey sheody qockhey	Mittelstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0019	f102v2	f102	f102v2.34	6	2	INNER	ctheor	0	WITHHELD_RETIRED_LITERAL_TARGET	[ctheor: zurückgehaltene Altidentität]	NONE	1	1	G748-F00068	G748-F00068	F1_READER_VARIABLE_CARDS	3	2	okchol|okey	-1|1	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	okchol=HOT|DRY|PREPARATION || okey=HOT|PREPARATION|MIDDLE_STAGE	okchol=heißer Ansatz aus Trockengut || okey=heißer Ansatz in der Mitte des Grades	HOT	HOT	HOT	NONE	NONE	NONE	NO_GDT747_PRIOR	okchol ctheor okey	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0020	f103r	f103	f103r.1	5	2	INNER	lshey	0	WITHHELD_RETIRED_LITERAL_TARGET	[lshey: zurückgehaltene Altidentität]	NONE	1	3	G748-F00079|G748-F00080|G748-F00082	G748-F00082	F1_READER_VARIABLE_CARDS	4	3	otey|qotal|qoteey	-1|1|2	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	otey=COLD|PREPARATION|MIDDLE_STAGE || qoteey=COLD|END_STAGE || qotal=COLD|MATERIAL|BEGIN_STAGE	otey=kalter Ansatz in der Mitte des Grades || qoteey=kalt am Ende des Grades || qotal=Rohstoffklasse I, kalt am Gradanfang	COLD	COLD	COLD	STAGE|STAGE|STAGE	NONE	NONE	NO_GDT747_PRIOR	otey lshey qoteey qotal	kalt/gekühlt; genaue Funktion und Identität offen	OPEN	0	0
G748-E0021	f103r	f103	f103r.1	8	3	LAST	shedy	1	GDT734_WEAK_AXIS_TARGET	[feucht in der Mitte des Grades, abgeschlossen; schwach]	MOIST|CLOSE|MIDDLE_STAGE|END_STAGE	0	1	G748-F00081	G748-F00081	F2_TWO_EXACT_CARDS	3	2	qotal|qoteey	-1|-2	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	qoteey=COLD|END_STAGE || qotal=COLD|MATERIAL|BEGIN_STAGE	qoteey=kalt am Ende des Grades || qotal=Rohstoffklasse I, kalt am Gradanfang	COLD	COLD	COLD	STAGE	NONE	NONE	NO_GDT747_PRIOR	qoteey qotal shedy	kalt/gekühlt; genaue Funktion und Identität offen	OPEN	0	0
G748-E0022	f103r	f103	f103r.10	5	2	INNER	chol	0	GDT734_WEAK_AXIS_TARGET	[trocken; nominal trockenes Gut/Material; schwach]	DRY|MATERIAL	0	1	G748-F00085	G748-F00085	F1_READER_VARIABLE_CARDS	3	2	okam|okeol	-1|1	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	okeol=HOT|PREPARATION|MIDDLE_STAGE || okam=HOT|AMOUNT|PREPARATION	okeol=Grundansatz bis zur mittleren Heizstufe erwärmt || okam=ein Maß heißen Ansatzes	HOT	HOT	HOT	NONE	NONE	NONE	NO_GDT747_PRIOR	okeol chol okam	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0023	f103r	f103	f103r.11	9	1	FIRST	otoy	1	OPEN_TARGET	[otoy:?]	NONE	0	1	G748-F00090	G748-F00090	F2_TWO_EXACT_CARDS	3	2	key|qokeol	1|2	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	qokeol=HOT|MATERIAL|PROCESS|MIDDLE_STAGE || key=HOT|MIDDLE_STAGE	qokeol=erhitze den Drogenstoff bis zur Mittelstufe || key=heiß in der Mitte des Grades	HOT|MIDDLE_STAGE	HOT|MIDDLE_STAGE	HOT|MIDDLE_STAGE	NONE	NONE	NONE	NO_GDT747_PRIOR	otoy qokeol key	heiß/warm; Mittelstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0024	f103r	f103	f103r.11	12	3	LAST	dayky	0	OPEN_TARGET	[dayky:?]	NONE	0	1	G748-F00091	G748-F00091	F1_READER_VARIABLE_CARDS	3	2	key|qokeol	-1|-2	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	qokeol=HOT|MATERIAL|PROCESS|MIDDLE_STAGE || key=HOT|MIDDLE_STAGE	qokeol=erhitze den Drogenstoff bis zur Mittelstufe || key=heiß in der Mitte des Grades	HOT|MIDDLE_STAGE	HOT|MIDDLE_STAGE	HOT|MIDDLE_STAGE	NONE	NONE	NONE	NO_GDT747_PRIOR	qokeol key dayky	heiß/warm; Mittelstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0025	f103r	f103	f103r.15	3	3	LAST	shol	0	GDT734_WEAK_AXIS_TARGET	[feucht; nominal feuchtes Gut/Material; schwach]	MOIST|MATERIAL	0	1	G748-F00098	G748-F00098	F1_READER_VARIABLE_CARDS	3	2	qokeey|qotedy	-1|-2	6	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	qotedy=COLD|CLOSE|MIDDLE_STAGE|END_STAGE || qokeey=HOT|END_STAGE	qotedy=kalt in der Mitte des Grades, abgeschlossen || qokeey=heiß am Ende des Grades	END_STAGE	END_STAGE	END_STAGE	THERMAL|STAGE	NONE	NONE	NO_GDT747_PRIOR	qotedy qokeey shol	End-/Vollstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0026	f103r	f103	f103r.17	2	1	FIRST	shey	1	GDT734_WEAK_AXIS_TARGET	[feucht in der Mitte des Grades; schwach]	MOIST|MIDDLE_STAGE	0	2	G748-F00103|G748-F00105	G748-F00105	F1_READER_VARIABLE_CARDS	4	3	keedy|qokeey|qokey	1|2|3	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	qokey=HOT|MIDDLE_STAGE || keedy=HOT|CLOSE|END_STAGE || qokeey=HOT|END_STAGE	qokey=heiß in der Mitte des Grades || keedy=heiß am Ende des Grades, abgeschlossen || qokeey=heiß am Ende des Grades	HOT	HOT	HOT	STAGE	NONE	NONE	NO_GDT747_PRIOR	shey qokey keedy qokeey	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0027	f103r	f103	f103r.17	6	4	LAST	chckhy	1	GDT734_WEAK_AXIS_TARGET	[Arzneikompositum: trocken, Gradanfang; schwach]	DRY|PREPARATION|BEGIN_STAGE	0	2	G748-F00104|G748-F00106	G748-F00106	F1_READER_VARIABLE_CARDS	4	3	keedy|qokeey|qokey	-1|-2|-3	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	qokey=HOT|MIDDLE_STAGE || keedy=HOT|CLOSE|END_STAGE || qokeey=HOT|END_STAGE	qokey=heiß in der Mitte des Grades || keedy=heiß am Ende des Grades, abgeschlossen || qokeey=heiß am Ende des Grades	HOT	HOT|END_STAGE	HOT	STAGE	NONE	NONE	NO_GDT747_PRIOR	qokey keedy qokeey chckhy	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0028	f103r	f103	f103r.21	9	2	INNER	pchedy	0	WITHHELD_RETIRED_LITERAL_TARGET	[pchedy: zurückgehaltene Altidentität]	NONE	1	1	G748-F00107	G748-F00107	F1_READER_VARIABLE_CARDS	3	2	okaly|qoky	-1|1	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	qoky=HOT|BEGIN_STAGE || okaly=HOT|MATERIAL|PREPARATION|PROCESS	qoky=heiß am Anfang des Grades || okaly=Rohstoff-I-Ansatz leicht erhitzen und abschließen	HOT	HOT	HOT	NONE	NONE	NONE	NO_GDT747_PRIOR	qoky pchedy okaly	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0029	f103r	f103	f103r.24	3	3	LAST	shedy	1	GDT734_WEAK_AXIS_TARGET	[feucht in der Mitte des Grades, abgeschlossen; schwach]	MOIST|CLOSE|MIDDLE_STAGE|END_STAGE	0	1	G748-F00108	G748-F00108	F2_TWO_EXACT_CARDS	3	2	okeal|tchoky	-1|-2	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	tchoky=HOT|DRY|PREPARATION || okeal=HOT|MATERIAL|PREPARATION|MIDDLE_STAGE	tchoky=kühle den Trockenansatz und erwärme ihn anschließend leicht || okeal=Rohstoffklasse I im Ansatz, heiß in der Gradmitte	HOT	HOT	HOT	NONE	NONE	NONE	NO_GDT747_PRIOR	tchoky okeal shedy	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0030	f103r	f103	f103r.24	10	2	INNER	dain	1	GDT734_WEAK_AXIS_TARGET	[Grad-/Maßwert II; schwach]	AMOUNT|LEVEL_II	0	1	G748-F00109	G748-F00109	F2_TWO_EXACT_CARDS	3	2	oteey|otey	-1|1	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	otey=COLD|PREPARATION|MIDDLE_STAGE || oteey=COLD|PREPARATION|END_STAGE	otey=kalter Ansatz in der Mitte des Grades || oteey=kalter Ansatz am Ende des Grades	COLD	COLD	COLD	STAGE	NONE	NONE	NO_GDT747_PRIOR	otey dain oteey	kalt/gekühlt; genaue Funktion und Identität offen	OPEN	0	0
G748-E0031	f103r	f103	f103r.27	10	2	INNER	okeey	0	GDT734_WEAK_AXIS_TARGET	[heißer Ansatz am Ende des Grades; schwach]	HOT|PREPARATION|END_STAGE	0	1	G748-F00113	G748-F00113	F1_READER_VARIABLE_CARDS	3	2	qokaly|qokeey	-1|1	1	1	1	B2_DIRECT_EDIT1_WHOLE_BRIDGE	2	qokeey=HOT|END_STAGE || qokaly=HOT|MATERIAL|PROCESS	qokeey=heiß am Ende des Grades || qokaly=erhitze Rohdroge I leicht und schließe ab	HOT	HOT	HOT	NONE	NONE	NONE	NO_GDT747_PRIOR	qokeey okeey qokaly	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0032	f103r	f103	f103r.29	3	2	INNER	qochey	1	OPEN_TARGET	[qochey:?]	NONE	0	1	G748-F00116	G748-F00116	F2_TWO_EXACT_CARDS	3	2	qokeey|shokeey	-1|1	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	shokeey=HOT|MOIST|PREPARATION|END_STAGE || qokeey=HOT|END_STAGE	shokeey=heiß-feuchter Ansatz am Gradende || qokeey=heiß am Ende des Grades	HOT|END_STAGE	HOT|END_STAGE	HOT|END_STAGE	NONE	DRY	trocken; Mittelstufe wahrscheinlich, Funktion offen	GDT747_PRIOR_CONFLICT	shokeey qochey qokeey	heiß/warm; End-/Vollstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0033	f103r	f103	f103r.33	2	2	INNER	chechy	1	OPEN_TARGET	[chechy:?]	NONE	0	1	G748-F00117	G748-F00117	F2_TWO_EXACT_CARDS	3	2	qokeey|qokey	-1|1	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	qokeey=HOT|END_STAGE || qokey=HOT|MIDDLE_STAGE	qokeey=heiß am Ende des Grades || qokey=heiß in der Mitte des Grades	HOT	HOT	HOT	STAGE	NONE	NONE	NO_GDT747_PRIOR	qokeey chechy qokey	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0034	f103r	f103	f103r.36	4	2	INNER	qokeedy	1	GDT734_WEAK_AXIS_TARGET	[heiß am Ende des Grades, abgeschlossen; schwach]	HOT|CLOSE|END_STAGE	0	1	G748-F00123	G748-F00123	F2_TWO_EXACT_CARDS	3	2	okeedy|qokeey	-1|1	1	2	2	B3_MULTIPLE_EDIT2_WHOLE_BRIDGES	3	okeedy=HOT|PREPARATION|CLOSE|END_STAGE || qokeey=HOT|END_STAGE	okeedy=heißer Ansatz am Ende des Grades, abgeschlossen || qokeey=heiß am Ende des Grades	HOT|END_STAGE	HOT|END_STAGE	HOT|END_STAGE	NONE	NONE	NONE	NO_GDT747_PRIOR	okeedy qokeedy qokeey	heiß/warm; End-/Vollstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0035	f103r	f103	f103r.37	3	2	INNER	qokeodair	1	OPEN_TARGET	[qokeodair:?]	NONE	0	1	G748-F00127	G748-F00127	F2_TWO_EXACT_CARDS	3	2	qokeey|qokshy	-1|1	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	qokeey=HOT|END_STAGE || qokshy=HOT|MOIST|BEGIN_STAGE	qokeey=heiß am Ende des Grades || qokshy=heiß und feucht am Anfang des Grades	HOT	HOT	HOT	STAGE	NONE	NONE	NO_GDT747_PRIOR	qokeey qokeodair qokshy	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0036	f103r	f103	f103r.39	3	3	LAST	lsheey	1	WITHHELD_RETIRED_LITERAL_TARGET	[lsheey: zurückgehaltene Altidentität]	NONE	1	1	G748-F00128	G748-F00128	F2_TWO_EXACT_CARDS	3	2	qokeey|ykeedy	-1|-2	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	0	ykeedy=HOT|CLOSE|END_STAGE || qokeey=HOT|END_STAGE	ykeedy=Eintrag: heiß am Gradende, abgeschlossen || qokeey=heiß am Ende des Grades	HOT|END_STAGE	HOT|END_STAGE	HOT|END_STAGE	NONE	NONE	NONE	NO_GDT747_PRIOR	ykeedy qokeey lsheey	heiß/warm; End-/Vollstufe; genaue Funktion und Identität offen	OPEN	0	0
