backprojection_id	source_event_id	record_id	record_event_ordinal	bundle_id	physical_page	register	locus	surface	working_recipe	active_model	literal_working_reading_de	normalized_literal_de	semantic_tokens	semantic_separators	source_event_reading_de	current_event_reading_de	order_occurrence_count	order_root_sequence	state_operation_sequence	scope_orientation_sequence	order_scope_trace_de	literal_name_slots	event_support_tier	event_support_detail	exact_source_event_preserved	exact_component_sequence_preserved	exact_order_trace_preserved
G485-E011	P1003-E0603	G475-R009	1	G474-B009	f71v	CELESTIAL	f71v.9	otar	OT+AR	COORDINATE	DANACH · AUSGANG	DANACH · AUSGANG	DANACH|AUSGANG	DOT	Adressspur: danach → Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	Adressspur: danach → Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Ausgang	NONE	RECURRENT_STRICT_EVENT	G481-ET010 ×2	YES	YES	YES
G485-E012	P1003-E0604	G475-R009	2	G474-B009	f71v	CELESTIAL	f71v.9	ar	AR	COORDINATE	AUSGANG	AUSGANG	AUSGANG	NONE	Adressspur: Ausgangsposition.	Adressspur: Ausgangsposition.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET011 ×2	YES	YES	YES
G485-E013	P1003-E0605	G475-R009	3	G474-B009	f71v	CELESTIAL	f71v.9	aly	AL+Y	COORDINATE	ZIELORT · POSTEN	ZIELORT · POSTEN	ZIELORT|POSTEN	DOT	Adressspur: Zielposition → Positionsposten.	Adressspur: Zielposition → Positionsposten.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_ROLE_EVENT	G481-ES012 ×2	YES	YES	YES
G485-E014	P1003-E0606	G475-R010	1	G474-B010	f71v	CELESTIAL	f71v.10	opalar	AL+AR	COORDINATE	[STERNSTELLENNAME:op] · ZIELORT · AUSGANG	{N1} · ZIELORT · AUSGANG	{N1}|ZIELORT|AUSGANG	DOT|DOT	Adressspur: Sternstelle »op« → Zielposition → Ausgangsposition.	Adressspur: Sternstelle »op« → Zielposition → Ausgangsposition.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:op	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E015	P1003-E0607	G475-R010	2	G474-B010	f71v	CELESTIAL	f71v.10	am	AM_ADDR	COORDINATE	HIER	HIER	HIER	NONE	Adressspur: hier.	Adressspur: hier.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_ROLE_EVENT	G481-ES014 ×2	YES	YES	YES
G485-E016	P1003-E0608	G475-R010	3	G474-B010	f71v	CELESTIAL	f71v.10	dan	AIN	COORDINATE	ANTEIL	ANTEIL	ANTEIL	NONE	Adressspur: Sektoranteil.	Adressspur: Sektoranteil.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_ROLE_EVENT	G481-ES015 ×4	YES	YES	YES
G485-E017	P1003-E0609	G475-R011	1	G474-B011	f71v	CELESTIAL	f71v.11	opalor	AL+OR	CATALOGUE	[STERNSTELLENNAME:op] · ZIELORT · EINHEIT	{N1} · ZIELORT · EINHEIT	{N1}|ZIELORT|EINHEIT	DOT|DOT	Sternstelle »op« — Zielzuordnung, Einheitsangabe.	Sternstelle »op« — Zielzuordnung, Einheitsangabe.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:op	RECURRENT_ROLE_EVENT	G481-ES005 ×5	YES	YES	YES
G485-E018	P1003-E0610	G475-R011	2	G474-B011	f71v	CELESTIAL	f71v.11	ar	AR	CATALOGUE	AUSGANG	AUSGANG	AUSGANG	NONE	Eintrag »ar« — Ausgangszuordnung.	Eintrag »ar« — Ausgangszuordnung.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET003 ×3	YES	YES	YES
G485-E019	P1003-E0641	G475-R012	1	G474-B012	f71v	CELESTIAL	f71v.13	ofaom	O+LOCAL_CHAR_F	CATALOGUE	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:aom]	AUSFÜHRUNG · HIER · {N1}	AUSFÜHRUNG|HIER|{N1}	DOT|DOT	Sternstelle »aom« — Ausführungsvermerk, Hier-Vermerk.	Sternstelle »aom« — Ausführungsvermerk, Hier-Vermerk.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:aom	RECURRENT_STRICT_EVENT	G481-ET017 ×2	YES	YES	YES
G485-E020	P1003-E0642	G475-R013	1	G474-B013	f71v	CELESTIAL	f71v.14	otalody	OT+AL	CATALOGUE	DANACH · ZIELORT · [STERNSTELLENNAME:ody]	DANACH · ZIELORT · {N1}	DANACH|ZIELORT|{N1}	DOT|DOT	Sternstelle »ody« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Zielort.	Sternstelle »ody« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Zielort.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Zielort	STERNSTELLENNAME:ody	LOCAL_COMPONENT_RECURRENT	[DANACH · ZIELORT · {N1} ×1]	YES	YES	YES
G485-E021	P1003-E0643	G475-R014	1	G474-B014	f71v	CELESTIAL	f71v.15	otalaiin	OT+AL+AIIN	COORDINATE	DANACH · ZIELORT · WERT	DANACH · ZIELORT · WERT	DANACH|ZIELORT|WERT	DOT|DOT	Adressspur: danach → Zielposition → Positionswert. Reihenfolge konkret: OT — danach Zielort.	Adressspur: danach → Zielposition → Positionswert. Reihenfolge konkret: OT — danach Zielort.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Zielort	NONE	RECURRENT_ROLE_EVENT	G481-ES018 ×3	YES	YES	YES
G485-E022	P1003-E0644	G475-R015	1	G474-B015	f71v	CELESTIAL	f71v.16	otar	OT+AR	INSTRUCTION	DANACH · AUSGANG	DANACH · AUSGANG	DANACH|AUSGANG	DOT	Danach beziehe den Eintrag von der Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	Danach beziehe den Eintrag von der Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Ausgang	NONE	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E023	P1003-E0645	G475-R015	2	G474-B015	f71v	CELESTIAL	f71v.16	shar	SH+AR	INSTRUCTION	HALTEN · AUSGANG	HALTEN · AUSGANG	HALTEN|AUSGANG	DOT	Halte den Eintrag von der Ausgangsposition.	Halte den Eintrag von der Ausgangsposition.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_ROLE_EVENT	G481-ES020 ×3	YES	YES	YES
G485-E024	P1003-E0646	G475-R016	1	G474-B016	f71v	CELESTIAL	f71v.17	sholshdy	SH+OL+SH	INSTRUCTION	HALTEN · FORTSETZEN · HALTEN · [STERNSTELLENNAME:dy]	HALTEN · FORTSETZEN · HALTEN · {N1}	HALTEN|FORTSETZEN|HALTEN|{N1}	DOT|DOT|DOT	Weiter halte den Sternstelleneintrag »dy« und halte den Sternstelleneintrag »dy«. Reihenfolge konkret: OL — Halten in Halten weiterführen.	Weiter halte den Sternstelleneintrag »dy« und halte den Sternstelleneintrag »dy«. Reihenfolge konkret: OL — Halten in Halten weiterführen.	1	OL	KEEP_ACTIVE_UNIT	BRIDGE_LEFT_TO_RIGHT	OL:Halten in Halten weiterführen	STERNSTELLENNAME:dy	LOCAL_COMPONENT_RECURRENT	[HALTEN · FORTSETZEN ×2] + [HALTEN · {N1} ×1]	YES	YES	YES
G485-E025	P1008-E0127	G475-R017	1	G474-B017	f72r	CELESTIAL	f72r1.2	oshodady	SH	INSTRUCTION	[STERNSTELLENNAME:o] · HALTEN · [STERNSTELLENNAME:odady]	{N1} · HALTEN · {N2}	{N1}|HALTEN|{N2}	DOT|DOT	Halte den Sternstelleneintrag »o« und den Sternstelleneintrag »odady«.	Halte den Sternstelleneintrag »o« und den Sternstelleneintrag »odady«.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:o|STERNSTELLENNAME:odady	LOCAL_COMPONENT_RECURRENT	[{N1} · HALTEN · {N2} ×1]	YES	YES	YES
G485-E026	P1008-E0128	G475-R018	1	G474-B018	f72r	CELESTIAL	f72r1.3	chdaiirdainy	AIN+Y	CATALOGUE	[STERNSTELLENNAME:chdaiird] · ANTEIL · POSTEN	{N1} · ANTEIL · POSTEN	{N1}|ANTEIL|POSTEN	DOT|DOT	Sternstelle »chdaiird« — Anteilsangabe, Postenangabe.	Sternstelle »chdaiird« — Anteilsangabe, Postenangabe.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:chdaiird	RECURRENT_ROLE_EVENT	G481-ES023 ×2	YES	YES	YES
G485-E027	P1008-E0129	G475-R019	1	G474-B019	f72r	CELESTIAL	f72r1.4	oaiin	O+AIIN	COORDINATE	AUSFÜHRUNG · WERT	AUSFÜHRUNG · WERT	AUSFÜHRUNG|WERT	DOT	Adressspur: Ausführungspunkt → Positionswert.	Adressspur: Ausführungspunkt → Positionswert.	0	NONE	NONE	NONE	NONE	NONE	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E028	P1008-E0130	G475-R019	2	G474-B019	f72r	CELESTIAL	f72r1.4	ar	AR	COORDINATE	AUSGANG	AUSGANG	AUSGANG	NONE	Adressspur: Ausgangsposition.	Adressspur: Ausgangsposition.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET011 ×2	YES	YES	YES
G485-E029	P1008-E0131	G475-R019	3	G474-B019	f72r	CELESTIAL	f72r1.4	ary	AR+Y	COORDINATE	AUSGANG · POSTEN	AUSGANG · POSTEN	AUSGANG|POSTEN	DOT	Adressspur: Ausgangsposition → Positionsposten.	Adressspur: Ausgangsposition → Positionsposten.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_ROLE_EVENT	G481-ES012 ×2	YES	YES	YES
G485-E030	P1008-E0132	G475-R020	1	G474-B020	f72r	CELESTIAL	f72r1.5	okalam	OK+AL+AM_ADDR	INSTRUCTION	SETZEN · ZIELORT · HIER	SETZEN · ZIELORT · HIER	SETZEN|ZIELORT|HIER	DOT|DOT	Setze den Eintrag zur Zielposition an der bezeichneten Stelle.	Setze den Eintrag zur Zielposition an der bezeichneten Stelle.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_ROLE_EVENT	G481-ES025 ×4	YES	YES	YES
G485-E031	P1008-E0133	G475-R021	1	G474-B021	f72r	CELESTIAL	f72r1.6	ytalshdy	AL+SH	INSTRUCTION	[STERNSTELLENNAME:yt] · ZIELORT · HALTEN · [STERNSTELLENNAME:dy]	{N1} · ZIELORT · HALTEN · {N2}	{N1}|ZIELORT|HALTEN|{N2}	DOT|DOT|DOT	Halte den Sternstelleneintrag »yt« und den Sternstelleneintrag »dy« zur Zielposition.	Halte den Sternstelleneintrag »yt« und den Sternstelleneintrag »dy« zur Zielposition.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:yt|STERNSTELLENNAME:dy	RECURRENT_ROLE_EVENT	G481-ES026 ×2	YES	YES	YES
G485-E032	P1008-E0134	G475-R022	1	G474-B022	f72r	CELESTIAL	f72r1.7	char	AR	CATALOGUE	AUSGANG	AUSGANG	AUSGANG	NONE	Eintrag »char« — Ausgangszuordnung.	Eintrag »char« — Ausgangszuordnung.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET003 ×3	YES	YES	YES
G485-E033	P1008-E0135	G475-R022	2	G474-B022	f72r	CELESTIAL	f72r1.7	alif	AL	CATALOGUE	ZIELORT · [STERNSTELLENNAME:if]	ZIELORT · {N1}	ZIELORT|{N1}	DOT	Sternstelle »if« — Zielzuordnung.	Sternstelle »if« — Zielzuordnung.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:if	RECURRENT_ROLE_EVENT	G481-ES004 ×3	YES	YES	YES
G485-E034	P1008-E0136	G475-R023	1	G474-B023	f72r	CELESTIAL	f72r1.8	otaraldy	OT+AR+AL+Y	COORDINATE	DANACH · AUSGANG · ZIELORT · POSTEN	DANACH · AUSGANG · ZIELORT · POSTEN	DANACH|AUSGANG|ZIELORT|POSTEN	DOT|DOT|DOT	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Ausgang	NONE	RECURRENT_STRICT_EVENT	G481-ET030 ×2	YES	YES	YES
G485-E035	P1008-E0137	G475-R024	1	G474-B024	f72r	CELESTIAL	f72r1.9	otaiin	OT+AIIN	COORDINATE	DANACH · WERT	DANACH · WERT	DANACH|WERT	DOT	Adressspur: danach → Positionswert. Reihenfolge konkret: OT — danach Wert.	Adressspur: danach → Positionswert. Reihenfolge konkret: OT — danach Wert.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Wert	NONE	RECURRENT_STRICT_EVENT	G481-ET008 ×2	YES	YES	YES
G485-E036	P1008-E0138	G475-R024	2	G474-B024	f72r	CELESTIAL	f72r1.9	otain	OT+AIN	COORDINATE	DANACH · ANTEIL	DANACH · ANTEIL	DANACH|ANTEIL	DOT	Adressspur: danach → Sektoranteil. Reihenfolge konkret: OT — danach Anteil.	Adressspur: danach → Sektoranteil. Reihenfolge konkret: OT — danach Anteil.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Anteil	NONE	RECURRENT_ROLE_EVENT	G481-ES008 ×3	YES	YES	YES
G485-E037	P1008-E0139	G475-R025	1	G474-B025	f72r	CELESTIAL	f72r1.10	otalef	OT+AL	INSTRUCTION	DANACH · ZIELORT · [STERNSTELLENNAME:ef]	DANACH · ZIELORT · {N1}	DANACH|ZIELORT|{N1}	DOT|DOT	Danach beziehe den Sternstelleneintrag »ef« zur Zielposition. Reihenfolge konkret: OT — danach Zielort.	Danach beziehe den Sternstelleneintrag »ef« zur Zielposition. Reihenfolge konkret: OT — danach Zielort.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Zielort	STERNSTELLENNAME:ef	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E038	P1008-E0140	G475-R025	2	G474-B025	f72r	CELESTIAL	f72r1.10	ys	Y+S	INSTRUCTION	POSTEN · WÄHLEN	POSTEN · WÄHLEN	POSTEN|WÄHLEN	DOT	Wähle den Positionsposten.	Wähle den Positionsposten.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET033 ×2	YES	YES	YES
G485-E039	P1008-E0141	G475-R025	3	G474-B025	f72r	CELESTIAL	f72r1.10	ainam	AIN+AM_ADDR	INSTRUCTION	ANTEIL · HIER	ANTEIL · HIER	ANTEIL|HIER	DOT	Im selben Gang wähle den Sektoranteil an der bezeichneten Stelle.	Im selben Gang wähle den Sektoranteil an der bezeichneten Stelle.	0	NONE	NONE	NONE	NONE	NONE	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E040	P1008-E0142	G475-R026	1	G474-B026	f72r	CELESTIAL	f72r1.11	ochol	O+OL	INSTRUCTION	AUSFÜHRUNG · FORTSETZEN	AUSFÜHRUNG · FORTSETZEN	AUSFÜHRUNG|FORTSETZEN	DOT	Weiter beziehe den Eintrag, als Ausführung. Reihenfolge konkret: OL — Ausführung weiterführen.	Weiter beziehe den Eintrag, als Ausführung. Reihenfolge konkret: OL — Ausführung weiterführen.	1	OL	KEEP_ACTIVE_UNIT	BACKWARD_HOLD	OL:Ausführung weiterführen	NONE	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E041	P1008-E0143	G475-R026	2	G474-B026	f72r	CELESTIAL	f72r1.11	sharam	SH+AR+AM_ADDR	INSTRUCTION	HALTEN · AUSGANG · HIER	HALTEN · AUSGANG · HIER	HALTEN|AUSGANG|HIER	DOT|DOT	Halte den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	Halte den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_ROLE_EVENT	G481-ES025 ×4	YES	YES	YES
G485-E042	P1008-E0171	G475-R027	1	G474-B027	f72r	CELESTIAL	f72r1.13	ofaralar	O+LOCAL_CHAR_F+AR+AL+AR	COORDINATE	AUSFÜHRUNG · HIER · AUSGANG · ZIELORT · AUSGANG	AUSFÜHRUNG · HIER · AUSGANG · ZIELORT · AUSGANG	AUSFÜHRUNG|HIER|AUSGANG|ZIELORT|AUSGANG	DOT|DOT|DOT|DOT	Adressspur: Ausführungspunkt → hier → Ausgangsposition → Zielposition → Ausgangsposition.	Adressspur: Ausführungspunkt → hier → Ausgangsposition → Zielposition → Ausgangsposition.	0	NONE	NONE	NONE	NONE	NONE	LOCAL_COMPONENT_RECURRENT	[AUSFÜHRUNG · HIER ×5] + [AUSGANG · ZIELORT ×3] + [AUSGANG ×44]	YES	YES	YES
G485-E043	P1008-E0172	G475-R028	1	G474-B028	f72r	CELESTIAL	f72r1.14	otchoshy	OT+Y	CATALOGUE	DANACH · [STERNSTELLENNAME:cho] · POSTEN	DANACH · {N1} · POSTEN	DANACH|{N1}|POSTEN	DOT|DOT	Sternstelle »cho« — Folgevermerk, Postenangabe. Reihenfolge konkret: OT — danach Sternstelle »cho«.	Sternstelle »cho« — Folgevermerk, Postenangabe. Reihenfolge konkret: OT — danach Sternstelle »cho«.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Sternstelle »cho«	STERNSTELLENNAME:cho	RECURRENT_ROLE_EVENT	G481-ES033 ×2	YES	YES	YES
G485-E044	P1008-E0173	G475-R029	1	G474-B029	f72r	CELESTIAL	f72r1.15	otchdal	OT+AL	CATALOGUE	DANACH · [STERNSTELLENNAME:ch] · ZIELORT	DANACH · {N1} · ZIELORT	DANACH|{N1}|ZIELORT	DOT|DOT	Sternstelle »ch« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Sternstelle »ch«.	Sternstelle »ch« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Sternstelle »ch«.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Sternstelle »ch«	STERNSTELLENNAME:ch	LOCAL_COMPONENT_RECURRENT	[DANACH · {N1} ×10] + [ZIELORT ×47]	YES	YES	YES
G485-E045	P1008-E0174	G475-R030	1	G474-B030	f72r	CELESTIAL	f72r1.16	okeey	OK+EE+Y	INSTRUCTION	SETZEN · GRAD II · POSTEN	SETZEN · GRAD II · POSTEN	SETZEN|GRAD II|POSTEN	DOT|DOT	Setze den Positionsposten, auf Grad II.	Setze den Positionsposten, auf Grad II.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET040 ×2	YES	YES	YES
G485-E046	P1008-E0175	G475-R030	2	G474-B030	f72r	CELESTIAL	f72r1.16	ary	AR+Y	INSTRUCTION	AUSGANG · POSTEN	AUSGANG · POSTEN	AUSGANG|POSTEN	DOT	Im selben Gang setze den Positionsposten von der Ausgangsposition.	Im selben Gang setze den Positionsposten von der Ausgangsposition.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET041 ×2	YES	YES	YES
G485-E047	P1008-E0176	G475-R031	1	G474-B031	f72r	CELESTIAL	f72r1.17	otainy	OT+AIN+Y	COORDINATE	DANACH · ANTEIL · POSTEN	DANACH · ANTEIL · POSTEN	DANACH|ANTEIL|POSTEN	DOT|DOT	Adressspur: danach → Sektoranteil → Positionsposten. Reihenfolge konkret: OT — danach Anteil.	Adressspur: danach → Sektoranteil → Positionsposten. Reihenfolge konkret: OT — danach Anteil.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Anteil	NONE	LOCAL_COMPONENT_RECURRENT	[DANACH · ANTEIL ×1] + [POSTEN ×39]	YES	YES	YES
G485-E048	P1008-E0190	G475-R032	1	G474-B032	f72r	CELESTIAL	f72r2.1	ofchdamy	O+LOCAL_CHAR_F	CATALOGUE	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:chdamy]	AUSFÜHRUNG · HIER · {N1}	AUSFÜHRUNG|HIER|{N1}	DOT|DOT	Sternstelle »chdamy« — Ausführungsvermerk, Hier-Vermerk.	Sternstelle »chdamy« — Ausführungsvermerk, Hier-Vermerk.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:chdamy	RECURRENT_STRICT_EVENT	G481-ET017 ×2	YES	YES	YES
G485-E049	P1008-E0191	G475-R033	1	G474-B033	f72r	CELESTIAL	f72r2.2	oklairdy	OK+AIR	INSTRUCTION	SETZEN · [STERNSTELLENNAME:l] · BAHN · [STERNSTELLENNAME:dy]	SETZEN · {N1} · BAHN · {N2}	SETZEN|{N1}|BAHN|{N2}	DOT|DOT|DOT	Setze den Sternstelleneintrag »l« und den Sternstelleneintrag »dy« entlang der Ringbahn.	Setze den Sternstelleneintrag »l« und den Sternstelleneintrag »dy« entlang der Ringbahn.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:l|STERNSTELLENNAME:dy	LOCAL_COMPONENT_RECURRENT	[SETZEN · {N1} ×3] + [BAHN ×6] + [{N2} ×14]	YES	YES	YES
