master_card_id	master_head_form	registered_surface_family	composition_layer	atom_sequence	portable_nucleus_de	concrete_default_de	prose_event_count	teaching_mode_de	imperative_phrase_de	apprentice_reading_rule_de
MC018	qotedaiin	qotedaiin	FIRST_RING_PREDICTED	OT+E+AIIN	KURZER FOLGEWERT	kurzes Folgemass	1	zusammensetzen	Stelle den kurzen Folgewert ein	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC019	oldy	oldy	FIRST_RING_SHARED_SEED	OL+CLOSE	FORTSETZEN; SCHLUSS	Fortsetzung abschließen	2	zusammensetzen	Führe fort und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC020	solkeey	solkeey	SECOND_RING_COMPOSED	SOLK+EE+Y	LÄNGER SAMMELN	länger sammeln	1	zusammensetzen	Sammle länger	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC021	oltchy	oltchy	SECOND_RING_COMPOSED	OL+CTH+Y	BEREITEN POSTEN FORTSETZEN	bereiten Posten weiterführen	1	zusammensetzen	Führe den bereiten Posten fort	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC022	chckhal	chckhal	SECOND_RING_COMPOSED	CKH+AL	ZUM ZIEL DURCHLEITEN	zur Zielstelle durchleiten	1	zusammensetzen	Leite zum Ziel durch	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC023	kair	kair	SECOND_RING_COMPOSED	AIR	WASSERLAUF	Beckenwasser	1	zusammensetzen	Nutze den Wasserlauf	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC024	qokol	qokol	SECOND_RING_COMPOSED	OK+OL	FORTSETZUNG SETZEN	Fortsetzung ansetzen	1	zusammensetzen	Setze die Fortsetzung	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC025	dchedy	dchedy|schedy|tchedy	FIRST_RING_PREDICTED	CHD+CLOSE	ÜBERTRAGEN; SCHLUSS	Posten überführen; Schluss	4	zusammensetzen	Übertrage und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC026	choky	choky|oky|qoky	FIRST_RING_SHARED_SEED	OK+Y	AKTUELLEN POSTEN SETZEN	aktuellen Posten ansetzen	10	zusammensetzen	Setze den aktuellen Posten	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC027	oykchor	oykchor	LEARNED_LOCAL_WHOLE	LOCAL_WHOLE	ANSATZGEFÄSS	Ansatzgefäß	1	exakte Ganzkarte lernen	Nimm das Ansatzgefäß	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC028	olchedy	olchedy|qolchedy	FIRST_RING_PREDICTED	OL+CHD+CLOSE	WEITER ÜBERTRAGEN; SCHLUSS	weiterüberführen; Schluss	3	zusammensetzen	Übertrage weiter und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC029	lar	lar	SECOND_RING_COMPOSED	L+AR	VOM AUSGANG ABFÜHREN	von dort abfuehren	1	zusammensetzen	Führe vom Ausgang ab	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC030	lo	lo	SECOND_RING_COMPOSED	L	ABFÜHREN	abfuehren	1	zusammensetzen	Führe ab	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC031	dalchdy	dalchdy	FIRST_RING_PREDICTED	AL+CHD+CLOSE	ZUM ZIEL ÜBERTRAGEN; SCHLUSS	dorthin umsetzen; Schluss	1	zusammensetzen	Übertrage zum Ziel und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC032	cheeky	cheeky	SECOND_RING_COMPOSED	CHK+EE+Y	LÄNGER WÄRMEN	länger erwärmen und offen halten	2	zusammensetzen	Wärme länger	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC033	oiiin	oiiin|soiiin	SECOND_RING_COMPOSED	IIN	STUFE	Sollstufe	2	zusammensetzen	Stelle die Stufe ein	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC034	cho	cho|sho	FIRST_RING_SHARED_SEED	HO	EINGANGSPOSTEN	Zutat	4	zusammensetzen	Nimm den Eingangsposten	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC035	chckhy	chckhy|shckhy	SECOND_RING_COMPOSED	CKH+Y	AKTUELLEN POSTEN DURCHLEITEN	durchleiten	4	zusammensetzen	Leite den aktuellen Posten durch	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC036	solkaiin	solkaiin	SECOND_RING_COMPOSED	SOLK+AIIN	BIS VORGABEWERT SAMMELN	bis Sollmass sammeln	1	zusammensetzen	Sammle bis zum Vorgabewert	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC037	tchody	tchody	LEARNED_LOCAL_WHOLE	LOCAL_WHOLE	KALT STELLEN	kalt stellen	1	exakte Ganzkarte lernen	Stelle kalt und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC038	lshedy	lshedy	SECOND_RING_COMPOSED	WASH+CLOSE	WASCHEN; SCHLUSS	waschen; Schluss	2	zusammensetzen	Wasche und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC039	aiin	aiin|chaiin|daiin|saiin|taiin	FIRST_RING_SHARED_SEED	AIIN	VORGABEWERT	Sollmaß	20	zusammensetzen	Stelle den Vorgabewert ein	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC040	okal	okal|qokal	FIRST_RING_SHARED_SEED	OK+AL	AM ZIEL SETZEN	dort ansetzen	6	zusammensetzen	Setze am Ziel	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC041	okchol	okchol	FIRST_RING_PREDICTED	OK+OL	FORTSETZUNG SETZEN	weiterlaufenden Posten aufnehmen	1	zusammensetzen	Setze die Fortsetzung	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC042	cheedar	cheedar	FIRST_RING_PREDICTED	CHD+AR	VOM AUSGANG ÜBERTRAGEN	von dort umsetzen	1	zusammensetzen	Übertrage vom Ausgang	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC043	shecthedchy	shecthedchy	SECOND_RING_COMPOSED	CTH+CHD+Y	BEREITEN POSTEN ÜBERTRAGEN	bereiten Posten umsetzen	1	zusammensetzen	Übertrage den bereiten Posten	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC044	qokar	qokar	FIRST_RING_PREDICTED	OK+AR	VOM AUSGANG SETZEN	daraus ansetzen	1	zusammensetzen	Setze vom Ausgang aus an	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC045	olkeedy	olkeedy|solkeedy	SECOND_RING_COMPOSED	SOLK+EE+CLOSE	LÄNGER SAMMELN; SCHLUSS	länger sammeln; Schluss	3	zusammensetzen	Sammle länger und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC046	raly	raly	FIRST_RING_PREDICTED	AL+Y	AKTUELLEN POSTEN ZUM ZIEL	diesen Posten dorthin	1	zusammensetzen	Führe den aktuellen Posten zum Ziel	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC047	ykain	ykain	FIRST_RING_PREDICTED	Y+AIN	POSTENANTEIL	Postenportion	1	zusammensetzen	Nimm einen Anteil des Postens	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC048	kaiiin	kaiiin	SECOND_RING_COMPOSED	IIN	STUFE	Weichstufe	1	zusammensetzen	Stelle die Stufe ein	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC049	schoal	schoal	FIRST_RING_PREDICTED	HO+AL	EINGANGSPOSTEN ZUM ZIEL	Zutat an die Arbeitsstelle geben	1	zusammensetzen	Führe den Eingangsposten zum Ziel	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC050	solkey	solkey	SECOND_RING_COMPOSED	SOLK+E+Y	KURZ SAMMELN	kurz sammeln	1	zusammensetzen	Sammle kurz	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC051	lchedal	lchedal	SECOND_RING_COMPOSED	L+CHD+AL	ZUM ZIEL ABFÜHREN	zur Ablaufstelle führen	1	zusammensetzen	Führe zum Ziel ab	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC052	qekey	qekey	LEARNED_LOCAL_WHOLE	LOCAL_WHOLE	ROH	roh	1	exakte Ganzkarte lernen	Verwende roh	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC053	otol	otol	FIRST_RING_SHARED_SEED	OT+OL	DANACH FORTSETZEN	danach fortsetzen	1	zusammensetzen	Danach führe fort	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC054	qokaly	qokaly	FIRST_RING_PREDICTED	OK+AL+Y	AKTUELLEN POSTEN AM ZIEL SETZEN	dies dort ansetzen	1	zusammensetzen	Setze den aktuellen Posten am Ziel	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC055	char	char|dar|sar	FIRST_RING_SHARED_SEED	AR	VOM AUSGANG	aus dem Ansatz	5	zusammensetzen	Nimm vom Ausgang	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC056	ral	ral	FIRST_RING_PREDICTED	AL	ZUM ZIEL	zur Zielstelle	1	zusammensetzen	Führe zum Ziel	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC057	otchedy	otchedy|qotchedy	FIRST_RING_PREDICTED	OT+CHD+CLOSE	FOLGEPOSTEN ÜBERTRAGEN; SCHLUSS	nächsten Posten überführen; Schluss	2	zusammensetzen	Übertrage den Folgeposten und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC058	sheckhal	sheckhal	SECOND_RING_COMPOSED	CKH+E+AL	KURZ ZUM ZIEL DURCHLEITEN	kurz zur Zielstelle durchleiten	1	zusammensetzen	Leite kurz zum Ziel durch	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC059	dain	dain	FIRST_RING_SHARED_SEED	DAIN	ABDECKTRÄGER	Tuch	2	zusammensetzen	Nimm den Abdeckträger	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC060	otaiin	otaiin|sotaiin	FIRST_RING_PREDICTED	OT+AIIN	FOLGEWERT	Folgemaß	3	zusammensetzen	Stelle den Folgewert ein	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC061	sshkchdy	sshkchdy	LEARNED_LOCAL_WHOLE	LOCAL_WHOLE	SCHWENKEN	schwenken	1	exakte Ganzkarte lernen	Schwenke und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC062	shoyty	shoyty	SECOND_RING_COMPOSED	HO+Y+TY	TEIL DES EINGANGSPOSTENS	Zutatenteil	1	zusammensetzen	Nimm einen Teil des Eingangspostens	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC063	oteey	oteey	FIRST_RING_SHARED_SEED	OT+EE+Y	NÄCHSTER POSTEN; LANGE STUFE	langer Folgeposten	2	zusammensetzen	Nimm den nächsten Posten in langer Stufe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC064	chedchy	chedchy	SECOND_RING_COMPOSED	CHD+Y	AKTUELLEN POSTEN ÜBERTRAGEN	diesen Posten überführen	1	zusammensetzen	Übertrage den aktuellen Posten	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC065	ls	ls	SECOND_RING_COMPOSED	L	AUSLASS	Durchlassöffnung	1	zusammensetzen	Nutze den Auslass	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC066	lcheey	lcheey	SECOND_RING_COMPOSED	L+CHEEY	FREIGEGEBENEN WERT ABFÜHREN	Klarlauf abfuehren	1	zusammensetzen	Führe den freigegebenen Wert ab	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC067	otchdy	otchdy	FIRST_RING_SHARED_SEED	OT+CHD+CLOSE	FOLGENDEN POSTEN ÜBERTRAGEN; SCHLUSS	Folgegang vollziehen; Schluss	1	zusammensetzen	Übertrage den Folgeposten und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC068	sotodan	sotodan	LEARNED_LOCAL_WHOLE	LOCAL_WHOLE	DANACH ANWENDEN	danach anwenden	1	exakte Ganzkarte lernen	Wende danach an	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC069	otytchol	otytchol	SECOND_RING_COMPOSED	OT+TY+OL	NÄCHSTEN TEIL FORTSETZEN	naechsten Teilposten weiterfuehren	1	zusammensetzen	Führe den nächsten Teil fort	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC070	pchedy	pchedy	SECOND_RING_COMPOSED	P+CHD+CLOSE	EINFÜHREN; SCHLUSS	einführen; Schluss	1	zusammensetzen	Führe ein und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC071	dchey	dchey	LEARNED_LOCAL_WHOLE	LOCAL_WHOLE	WURZEL	Wurzel	1	exakte Ganzkarte lernen	Nimm die Wurzel	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC072	orain	orain	FIRST_RING_PREDICTED	OR+AIN	ANSATZANTEIL	Ansatzportion	1	zusammensetzen	Nimm einen Anteil des Ansatzes	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC073	qcthey	qcthey|shcthey	SECOND_RING_COMPOSED	CTH+E+Y	KURZ BEREITHALTEN	kurz bereithalten	2	zusammensetzen	Halte kurz bereit	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC074	chdy	chdy|chedy	FIRST_RING_SHARED_SEED	CHD+Y	AKTUELLEN POSTEN ÜBERTRAGEN	laufenden Posten umsetzen	11	zusammensetzen	Übertrage den aktuellen Posten	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC075	ycheor	ycheor	SECOND_RING_COMPOSED	Y+CHEO+OR	AUSZUGSANSATZ	Auszugsansatz	1	zusammensetzen	Bereite den Auszugsansatz	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC076	dsheol	dsheol	FIRST_RING_PREDICTED	SH+E+OL	KURZ HALTEN UND FORTSETZEN	kurz weiter ruhen lassen	1	zusammensetzen	Halte kurz und führe fort	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC077	kchal	kchal	FIRST_RING_PREDICTED	KCH+AL	AM ZIEL BEARBEITEN	an der Zielstelle bearbeiten	1	zusammensetzen	Bearbeite am Ziel	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC078	olsaly	olsaly	SECOND_RING_COMPOSED	AL+Y	POSTEN ZUR UNTEREN ZIELSTELLE	untere Zielstelle	1	zusammensetzen	Führe den Posten zur unteren Zielstelle	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC079	daldy	daldy	SECOND_RING_COMPOSED	AL+CLOSE	ZIEL SCHLIESSEN	Nebenoeffnung; Schluss	1	zusammensetzen	Schließe das Ziel	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC080	chor	chor|or|shor|sor	FIRST_RING_SHARED_SEED	OR	ANSATZ	Ansatz	7	zusammensetzen	Bereite den Ansatz	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC081	okair	okair	SECOND_RING_COMPOSED	OK+AIR	WASSERLAUF SETZEN	Wasser einlassen	1	zusammensetzen	Öffne den Wasserlauf	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC082	qokeedy	qokeedy	FIRST_RING_PREDICTED	OK+EE+CLOSE	LÄNGER SETZEN; SCHLUSS	länger ansetzen; Schluss	10	zusammensetzen	Setze länger und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC083	qokedy	qokedy	FIRST_RING_PREDICTED	OK+E+CLOSE	KURZ SETZEN; SCHLUSS	kurz ansetzen; Schluss	8	zusammensetzen	Setze kurz und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC084	rshedy	rshedy	SECOND_RING_COMPOSED	WASH+CLOSE	WASCHEN; SCHLUSS	Waschgang abschließen	1	zusammensetzen	Wasche und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC085	cheoar	cheoar	SECOND_RING_COMPOSED	CHEO+AR	AUSZUG VOM AUSGANG	Auszug entnehmen	1	zusammensetzen	Nimm den Auszug vom Ausgang	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC086	chety	chety|chty	SECOND_RING_COMPOSED	PARTITION+TY	TEIL ABTRENNEN	Teil abtrennen	2	zusammensetzen	Trenne einen Teil ab	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC087	chodaiin	chodaiin	FIRST_RING_PREDICTED	HO+AIIN	EINGANGSWERT	Zutatenmaß	1	zusammensetzen	Stelle den Eingangswert ein	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC088	qokchdy	qokchdy	FIRST_RING_PREDICTED	OK+CHD+CLOSE	SETZEN UND ÜBERTRAGEN; SCHLUSS	Umsetzung ansetzen; Schluss	3	zusammensetzen	Setze an, übertrage und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC089	skar	skar	LEARNED_LOCAL_WHOLE	LOCAL_WHOLE	VON DORT AUSGIESSEN	von dort ausgiessen	1	exakte Ganzkarte lernen	Gieße vom Ausgang aus	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC090	kchol	kchol	FIRST_RING_PREDICTED	KCH+OL	WEITER BEARBEITEN	weiter bearbeiten	1	zusammensetzen	Bearbeite weiter	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC091	dairydy	dairydy	SECOND_RING_COMPOSED	AIR+Y+CLOSE	WASSERLAUF SCHLIESSEN	Wasserlauf schliessen; Schluss	1	zusammensetzen	Schließe den Wasserlauf	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC092	lol	lol	SECOND_RING_COMPOSED	L+OL	ABFÜHRUNG FORTSETZEN	von dort weiterfuehren	1	zusammensetzen	Führe die Abführung fort	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC093	otal	otal|qotal	FIRST_RING_PREDICTED	OT+AL	DANACH ZUM ZIEL	danach dorthin	3	zusammensetzen	Führe danach zum Ziel	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC094	cheeety	cheeety	SECOND_RING_COMPOSED	EEE+TY	GANZER TEIL	ganzen Teilposten	1	zusammensetzen	Nimm den ganzen Teil	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC095	sheey	sheey	FIRST_RING_SHARED_SEED	SH+EE+Y	LÄNGER HALTEN	laenger ruhen	1	zusammensetzen	Halte länger	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC096	qokeedal	qokeedal	SECOND_RING_COMPOSED	OK+EE+AL	LÄNGER AM ZIEL HALTEN	dort länger halten	1	zusammensetzen	Halte länger am Ziel	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC097	olkain	olkain|qolkain	FIRST_RING_PREDICTED	OL+AIN	WEITERER ANTEIL	weitere Portion	2	zusammensetzen	Nimm einen weiteren Anteil	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC098	tshol	tshol	SECOND_RING_COMPOSED	HO+L	EINGANGSPOSTEN ENTNEHMEN	Zutat entnehmen	1	zusammensetzen	Entnimm den Eingangsposten	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC099	cheeckhody	cheeckhody	LEARNED_LOCAL_WHOLE	LOCAL_WHOLE	AUFTRAGEN	auftragen	1	exakte Ganzkarte lernen	Trage auf und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC100	ody	ody	FIRST_RING_SHARED_SEED	ODY	ZURÜCKNEHMEN	kühlen	1	zusammensetzen	Nimm zurück	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC101	ldalor	ldalor	SECOND_RING_COMPOSED	AL	ENDZIEL	Endziel	1	zusammensetzen	Führe zum Endziel	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC102	rsheal	rsheal	FIRST_RING_PREDICTED	SH+E+AL	KURZ AM ZIEL HALTEN	kurz am Ziel ruhen	1	zusammensetzen	Halte kurz am Ziel	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC103	chokchy	chokchy|okchy|qokchy	FIRST_RING_SHARED_SEED	OK+Y	AKTUELLEN POSTEN SETZEN	Posten zur Weiterbearbeitung ansetzen	3	zusammensetzen	Setze den aktuellen Posten	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC104	keol	keol	FIRST_RING_PREDICTED	E+OL	KURZ FORTSETZEN	kurz weiterbearbeiten	1	zusammensetzen	Führe kurz fort	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC105	chkain	chkain|kain	FIRST_RING_PREDICTED	AIN	ANTEIL	eine Portion	3	zusammensetzen	Nimm einen Anteil	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC106	teol	teol	FIRST_RING_PREDICTED	E+OL	KURZ FORTSETZEN	kurz weiterleiten	1	zusammensetzen	Führe kurz fort	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC107	qotchy	qotchy	FIRST_RING_PREDICTED	OT+Y	FOLGEPOSTEN	anschließender Arbeitsposten	1	zusammensetzen	Nimm den Folgeposten	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC108	etyd	etyd	SECOND_RING_COMPOSED	E+TY	KURZER TEIL	kleiner Restteil	1	zusammensetzen	Nimm einen kurzen Teil	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
