linkage_candidate_id	source_gdt510_rectangle_id	source_gdt510_card_id	target_matrix_cell_id	target_register	target_action_recipe	s_event_id	chd_event_id	s_component_recipe	chd_component_recipe	s_y_mode	chd_y_mode	s_frame_atoms	chd_frame_atoms	s_before_chd	intervening_event_count	same_page	same_owner	same_statement	corridor_event_count	corridor_page_count	corridor_owner_count	corridor_statement_count	corridor_argument_after_roots	corridor_argument_run_trace	corridor_argument_state_change_count	corridor_active_y_event_count	corridor_non_y_event_count	active_y_uninterrupted	immediate_same_statement_same_y	gdt507_grade_immediate_shared_inherited_argument	locality_tier	guard
G511-L011	G510-R01	G509-C04	G498-M294	CELESTIAL	S+CHD+Y	G407-E0979	G407-E1408	E+S	CHD+Y	INHERITED_Y	EXPLICIT_Y	E	NONE	YES	428	NO	NO	NO	430	4	14	31	AIIN|AIN|NONE|OR|Y	Y>AIIN>AIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>AIN>Y>OR>Y>OR>Y>OR>Y>OR>Y>NONE>AIIN>Y>AIIN>Y>AIIN>Y>OR>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>OR>Y>NONE>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>NONE>Y>OR>AIIN>Y>OR>AIIN>Y>NONE>Y>AIIN>OR>AIIN>OR>Y>NONE>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>NONE>Y>AIIN>Y>AIIN>Y>AIIN>OR>Y>AIIN>Y>AIIN>OR>AIIN>Y>AIN>NONE>Y>AIIN>Y>AIIN>OR>Y>OR>Y>OR>Y>AIIN>OR>Y>AIIN>Y	118	260	170	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L012	G510-R01	G509-C04	G498-M294	CELESTIAL	S+CHD+Y	G407-E0979	G407-E1409	E+S	CHD+Y	INHERITED_Y	EXPLICIT_Y	E	NONE	YES	429	NO	NO	NO	431	4	14	31	AIIN|AIN|NONE|OR|Y	Y>AIIN>AIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>AIN>Y>OR>Y>OR>Y>OR>Y>OR>Y>NONE>AIIN>Y>AIIN>Y>AIIN>Y>OR>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>OR>Y>NONE>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>NONE>Y>OR>AIIN>Y>OR>AIIN>Y>NONE>Y>AIIN>OR>AIIN>OR>Y>NONE>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>NONE>Y>AIIN>Y>AIIN>Y>AIIN>OR>Y>AIIN>Y>AIIN>OR>AIIN>Y>AIN>NONE>Y>AIIN>Y>AIIN>OR>Y>OR>Y>OR>Y>AIIN>OR>Y>AIIN>Y	118	261	170	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L013	G510-R01	G509-C04	G498-M294	CELESTIAL	S+CHD+Y	G407-E1018	G407-E1144	O+EE+O+S	CHD+AL	INHERITED_Y	INHERITED_Y	O+EE+O	AL	YES	125	NO	NO	NO	127	4	6	11	AIIN|AIN|NONE|OR|Y	Y>AIIN>Y>AIIN>AIN>Y>OR>Y>OR>Y>OR>Y>OR>Y>NONE>AIIN>Y>AIIN>Y>AIIN>Y>OR>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>OR>Y>NONE>Y	35	86	41	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L014	G510-R01	G509-C04	G498-M294	CELESTIAL	S+CHD+Y	G407-E1018	G407-E1276	O+EE+O+S	AL+CHD+DY	INHERITED_Y	INHERITED_Y	O+EE+O	AL+DY	YES	257	NO	NO	NO	259	4	10	18	AIIN|AIN|NONE|OR|Y	Y>AIIN>Y>AIIN>AIN>Y>OR>Y>OR>Y>OR>Y>OR>Y>NONE>AIIN>Y>AIIN>Y>AIIN>Y>OR>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>OR>Y>NONE>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>NONE>Y>OR>AIIN>Y>OR>AIIN>Y>NONE>Y>AIIN>OR>AIIN>OR>Y>NONE>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y	74	151	108	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L015	G510-R01	G509-C04	G498-M294	CELESTIAL	S+CHD+Y	G407-E1018	G407-E1408	O+EE+O+S	CHD+Y	INHERITED_Y	EXPLICIT_Y	O+EE+O	NONE	YES	389	NO	NO	NO	391	4	14	29	AIIN|AIN|NONE|OR|Y	Y>AIIN>Y>AIIN>AIN>Y>OR>Y>OR>Y>OR>Y>OR>Y>NONE>AIIN>Y>AIIN>Y>AIIN>Y>OR>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>OR>Y>NONE>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>NONE>Y>OR>AIIN>Y>OR>AIIN>Y>NONE>Y>AIIN>OR>AIIN>OR>Y>NONE>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>NONE>Y>AIIN>Y>AIIN>Y>AIIN>OR>Y>AIIN>Y>AIIN>OR>AIIN>Y>AIN>NONE>Y>AIIN>Y>AIIN>OR>Y>OR>Y>OR>Y>AIIN>OR>Y>AIIN>Y	107	237	154	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L016	G510-R01	G509-C04	G498-M294	CELESTIAL	S+CHD+Y	G407-E1018	G407-E1409	O+EE+O+S	CHD+Y	INHERITED_Y	EXPLICIT_Y	O+EE+O	NONE	YES	390	NO	NO	NO	392	4	14	29	AIIN|AIN|NONE|OR|Y	Y>AIIN>Y>AIIN>AIN>Y>OR>Y>OR>Y>OR>Y>OR>Y>NONE>AIIN>Y>AIIN>Y>AIIN>Y>OR>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>OR>Y>NONE>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>NONE>Y>OR>AIIN>Y>OR>AIIN>Y>NONE>Y>AIIN>OR>AIIN>OR>Y>NONE>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>NONE>Y>AIIN>Y>AIIN>Y>AIIN>OR>Y>AIIN>Y>AIIN>OR>AIIN>Y>AIN>NONE>Y>AIIN>Y>AIIN>OR>Y>OR>Y>OR>Y>AIIN>OR>Y>AIIN>Y	107	238	154	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L017	G510-R01	G509-C04	G498-M294	CELESTIAL	S+CHD+Y	G407-E1243	G407-E1144	S	CHD+AL	INHERITED_Y	INHERITED_Y	NONE	AL	NO	98	YES	NO	NO	100	1	4	7	AIIN|NONE|OR|Y	Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>NONE>Y>OR>AIIN>Y>OR>AIIN>Y>NONE>Y>AIIN>OR>AIIN>OR>Y>NONE>AIIN>Y>AIIN>Y>AIIN>Y	29	48	52	NO	NO	NO	R_REVERSE_CHD_BEFORE_S	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L018	G510-R01	G509-C04	G498-M294	CELESTIAL	S+CHD+Y	G407-E1243	G407-E1276	S	AL+CHD+DY	INHERITED_Y	INHERITED_Y	NONE	AL+DY	YES	32	YES	NO	NO	34	1	2	2	AIIN|Y	Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y	10	19	15	NO	NO	NO	C_LONG_SAME_PAGE_CROSS_OWNER	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L019	G510-R01	G509-C04	G498-M294	CELESTIAL	S+CHD+Y	G407-E1243	G407-E1408	S	CHD+Y	INHERITED_Y	EXPLICIT_Y	NONE	NONE	YES	164	YES	NO	NO	166	1	6	13	AIIN|AIN|NONE|OR|Y	Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>NONE>Y>AIIN>Y>AIIN>Y>AIIN>OR>Y>AIIN>Y>AIIN>OR>AIIN>Y>AIN>NONE>Y>AIIN>Y>AIIN>OR>Y>OR>Y>OR>Y>AIIN>OR>Y>AIIN>Y	43	105	61	NO	NO	NO	C_LONG_SAME_PAGE_CROSS_OWNER	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L020	G510-R01	G509-C04	G498-M294	CELESTIAL	S+CHD+Y	G407-E1243	G407-E1409	S	CHD+Y	INHERITED_Y	EXPLICIT_Y	NONE	NONE	YES	165	YES	NO	NO	167	1	6	13	AIIN|AIN|NONE|OR|Y	Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>NONE>Y>AIIN>Y>AIIN>Y>AIIN>OR>Y>AIIN>Y>AIIN>OR>AIIN>Y>AIN>NONE>Y>AIIN>Y>AIIN>OR>Y>OR>Y>OR>Y>AIIN>OR>Y>AIIN>Y	43	106	61	NO	NO	NO	C_LONG_SAME_PAGE_CROSS_OWNER	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L021	G510-R01	G509-C04	G498-M294	CELESTIAL	S+CHD+Y	G407-E1371	G407-E1144	OT+EE+S	CHD+AL	INHERITED_Y	INHERITED_Y	OT+EE	AL	NO	226	YES	NO	NO	228	1	8	17	AIIN|AIN|NONE|OR|Y	Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>NONE>Y>OR>AIIN>Y>OR>AIIN>Y>NONE>Y>AIIN>OR>AIIN>OR>Y>NONE>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>NONE>Y>AIIN>Y>AIIN>Y>AIIN>OR>Y>AIIN>Y>AIIN>OR>AIIN>Y>AIN>NONE>Y>AIIN>Y>AIIN>OR>Y>OR>Y	65	126	102	NO	NO	NO	R_REVERSE_CHD_BEFORE_S	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L022	G510-R01	G509-C04	G498-M294	CELESTIAL	S+CHD+Y	G407-E1371	G407-E1276	OT+EE+S	AL+CHD+DY	INHERITED_Y	INHERITED_Y	OT+EE	AL+DY	NO	94	YES	NO	NO	96	1	4	10	AIIN|AIN|NONE|OR|Y	Y>AIIN>NONE>Y>AIIN>Y>AIIN>Y>AIIN>OR>Y>AIIN>Y>AIIN>OR>AIIN>Y>AIN>NONE>Y>AIIN>Y>AIIN>OR>Y>OR>Y	26	61	35	NO	NO	NO	R_REVERSE_CHD_BEFORE_S	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L023	G510-R01	G509-C04	G498-M294	CELESTIAL	S+CHD+Y	G407-E1371	G407-E1408	OT+EE+S	CHD+Y	INHERITED_Y	EXPLICIT_Y	OT+EE	NONE	YES	36	YES	NO	NO	38	1	2	3	AIIN|OR|Y	Y>OR>Y>AIIN>OR>Y>AIIN>Y	7	27	11	NO	NO	NO	C_LONG_SAME_PAGE_CROSS_OWNER	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L024	G510-R01	G509-C04	G498-M294	CELESTIAL	S+CHD+Y	G407-E1371	G407-E1409	OT+EE+S	CHD+Y	INHERITED_Y	EXPLICIT_Y	OT+EE	NONE	YES	37	YES	NO	NO	39	1	2	3	AIIN|OR|Y	Y>OR>Y>AIIN>OR>Y>AIIN>Y	7	28	11	NO	NO	NO	C_LONG_SAME_PAGE_CROSS_OWNER	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L025	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E3815	G407-E4028	S+AM_ADDR	L+CHD+Y	INHERITED_Y	EXPLICIT_Y	AM_ADDR	L	YES	212	NO	NO	NO	214	2	3	16	AIIN|AIN|NONE|OR|Y	Y>AIN>OR>Y>OR>Y>AIIN>Y>OR>Y>OR>Y>OR>Y>AIIN>Y>AIIN>OR>AIIN>OR>Y>AIIN>OR>Y>OR>AIIN>Y>OR>Y>OR>Y>OR>Y>OR>Y>OR>NONE>Y>AIIN>OR>Y>OR>Y>AIIN>Y>AIIN>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>Y	62	131	83	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
