selected_corridor_event_id	register_linkage_strength_card_id	target_register	selected_linkage_candidate_id	corridor_offset	corridor_endpoint_role	event_id	statement_id	physical_page	owner_de	surface	component_recipe	explicit_action_roots	explicit_argument_roots	inherited_argument_root	active_argument_before	active_argument_after	active_argument_after_is_y	state_matches_reference	guard
G511-E011	G511-C01	CELESTIAL	G511-L018	10	INTERVENING	G407-E1253	P1009-S057	f72r	Tierkreis-Ringgruppe D	o	O	NONE	NONE	Y	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E012	G511-C01	CELESTIAL	G511-L018	11	INTERVENING	G407-E1254	P1009-S057	f72r	Tierkreis-Ringgruppe D	chekaiin	CH+K+AIIN	CH|K	AIIN	NONE	Y	AIIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E013	G511-C01	CELESTIAL	G511-L018	12	INTERVENING	G407-E1255	P1009-S057	f72r	Tierkreis-Ringgruppe D	okedal	OK+AL	OK	NONE	AIIN	AIIN	AIIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E014	G511-C01	CELESTIAL	G511-L018	13	INTERVENING	G407-E1256	P1009-S057	f72r	Tierkreis-Ringgruppe D	qokeodal	OK+E+O+AL	OK	NONE	AIIN	AIIN	AIIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E015	G511-C01	CELESTIAL	G511-L018	14	INTERVENING	G407-E1257	P1009-S057	f72r	Tierkreis-Ringgruppe D	saiin	S+AIIN	S	AIIN	NONE	AIIN	AIIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E016	G511-C01	CELESTIAL	G511-L018	15	INTERVENING	G407-E1258	P1009-S057	f72r	Tierkreis-Ringgruppe D	otois	OT+O	NONE	NONE	AIIN	AIIN	AIIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E017	G511-C01	CELESTIAL	G511-L018	16	INTERVENING	G407-E1259	P1009-S057	f72r	Tierkreis-Ringgruppe D	otees	OT+EE+S	S	NONE	AIIN	AIIN	AIIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E018	G511-C01	CELESTIAL	G511-L018	17	INTERVENING	G407-E1260	P1009-S058	f72r	Tierkreis-Ringgruppe E	oteey	OT+EE+Y	NONE	Y	NONE	NONE	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E019	G511-C01	CELESTIAL	G511-L018	18	INTERVENING	G407-E1261	P1009-S058	f72r	Tierkreis-Ringgruppe E	tey	T+E+Y	T	Y	NONE	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E020	G511-C01	CELESTIAL	G511-L018	19	INTERVENING	G407-E1262	P1009-S058	f72r	Tierkreis-Ringgruppe E	teodal	T+E+O+D_ADDR+AL	T	NONE	Y	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E021	G511-C01	CELESTIAL	G511-L018	20	INTERVENING	G407-E1263	P1009-S058	f72r	Tierkreis-Ringgruppe E	chokaly	OK+AL+Y	OK	Y	NONE	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E022	G511-C01	CELESTIAL	G511-L018	21	INTERVENING	G407-E1264	P1009-S058	f72r	Tierkreis-Ringgruppe E	ol	OL	NONE	NONE	Y	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E023	G511-C01	CELESTIAL	G511-L018	22	INTERVENING	G407-E1265	P1009-S058	f72r	Tierkreis-Ringgruppe E	cheol	CH+E+O+L	CH	NONE	Y	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E024	G511-C01	CELESTIAL	G511-L018	23	INTERVENING	G407-E1266	P1009-S058	f72r	Tierkreis-Ringgruppe E	ol	OL	NONE	NONE	Y	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E025	G511-C01	CELESTIAL	G511-L018	24	INTERVENING	G407-E1267	P1009-S058	f72r	Tierkreis-Ringgruppe E	aiin	AIIN	NONE	AIIN	NONE	Y	AIIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E026	G511-C01	CELESTIAL	G511-L018	25	INTERVENING	G407-E1268	P1009-S058	f72r	Tierkreis-Ringgruppe E	oteo	OT+E+O	NONE	NONE	AIIN	AIIN	AIIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E027	G511-C01	CELESTIAL	G511-L018	26	INTERVENING	G407-E1269	P1009-S058	f72r	Tierkreis-Ringgruppe E	daiin	AIIN	NONE	AIIN	NONE	AIIN	AIIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E028	G511-C01	CELESTIAL	G511-L018	27	INTERVENING	G407-E1270	P1009-S058	f72r	Tierkreis-Ringgruppe E	shokal	SH+OK+AL	SH|OK	NONE	AIIN	AIIN	AIIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E029	G511-C01	CELESTIAL	G511-L018	28	INTERVENING	G407-E1271	P1009-S058	f72r	Tierkreis-Ringgruppe E	otey	OT+E+Y	NONE	Y	NONE	AIIN	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E030	G511-C01	CELESTIAL	G511-L018	29	INTERVENING	G407-E1272	P1009-S058	f72r	Tierkreis-Ringgruppe E	otaiin	OT+AIIN	NONE	AIIN	NONE	Y	AIIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E031	G511-C01	CELESTIAL	G511-L018	30	INTERVENING	G407-E1273	P1009-S058	f72r	Tierkreis-Ringgruppe E	otaly	OT+AL+Y	NONE	Y	NONE	AIIN	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E032	G511-C01	CELESTIAL	G511-L018	31	INTERVENING	G407-E1274	P1009-S058	f72r	Tierkreis-Ringgruppe E	dal	AL	NONE	NONE	Y	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E033	G511-C01	CELESTIAL	G511-L018	32	INTERVENING	G407-E1275	P1009-S058	f72r	Tierkreis-Ringgruppe E	okaly	OK+AL+Y	OK	Y	NONE	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E034	G511-C01	CELESTIAL	G511-L018	33	CHD_ENDPOINT	G407-E1276	P1009-S058	f72r	Tierkreis-Ringgruppe E	dalchdy	AL+CHD+DY	CHD	NONE	Y	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E035	G511-C02	PHARMA	G511-L043	0	S_ENDPOINT	G407-E3999	P1009-S602	f88v	zweite Gefaess-/Zutatengruppe	soteol	S+OT+E+OL	S	NONE	Y	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E036	G511-C02	PHARMA	G511-L043	1	INTERVENING	G407-E4000	P1009-S602	f88v	zweite Gefaess-/Zutatengruppe	chotam	CH+OT+AM_ADDR	CH	NONE	Y	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E037	G511-C02	PHARMA	G511-L043	2	INTERVENING	G407-E4001	P1009-S602	f88v	zweite Gefaess-/Zutatengruppe	odaiin	O+D_ADDR+AIIN	NONE	AIIN	NONE	Y	AIIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E038	G511-C02	PHARMA	G511-L043	3	INTERVENING	G407-E4002	P1009-S602	f88v	zweite Gefaess-/Zutatengruppe	sheo	SH+E+O	SH	NONE	AIIN	AIIN	AIIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E039	G511-C02	PHARMA	G511-L043	4	INTERVENING	G407-E4003	P1009-S602	f88v	zweite Gefaess-/Zutatengruppe	ol	OL	NONE	NONE	AIIN	AIIN	AIIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E040	G511-C02	PHARMA	G511-L043	5	INTERVENING	G407-E4004	P1009-S602	f88v	zweite Gefaess-/Zutatengruppe	qokeey	OK+EE+Y	OK	Y	NONE	AIIN	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E041	G511-C02	PHARMA	G511-L043	6	INTERVENING	G407-E4005	P1009-S602	f88v	zweite Gefaess-/Zutatengruppe	olaiin	OL+AIIN	NONE	AIIN	NONE	Y	AIIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E042	G511-C02	PHARMA	G511-L043	7	INTERVENING	G407-E4006	P1009-S602	f88v	zweite Gefaess-/Zutatengruppe	cheody	CH+E+O+Y	CH	Y	NONE	AIIN	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E043	G511-C02	PHARMA	G511-L043	8	INTERVENING	G407-E4007	P1009-S602	f88v	zweite Gefaess-/Zutatengruppe	chocthey	CH+O+CH+T+E+Y	CH|CH|T	Y	NONE	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E044	G511-C02	PHARMA	G511-L043	9	INTERVENING	G407-E4008	P1009-S602	f88v	zweite Gefaess-/Zutatengruppe	oteody	OT+E+O+Y	NONE	Y	NONE	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E045	G511-C02	PHARMA	G511-L043	10	INTERVENING	G407-E4009	P1009-S602	f88v	zweite Gefaess-/Zutatengruppe	dy	Y	NONE	Y	NONE	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E046	G511-C02	PHARMA	G511-L043	11	INTERVENING	G407-E4010	P1009-S602	f88v	zweite Gefaess-/Zutatengruppe	sqokeodaiin	S+OK+E+O+D_ADDR+AIIN	S|OK	AIIN	NONE	Y	AIIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E047	G511-C02	PHARMA	G511-L043	12	INTERVENING	G407-E4011	P1009-S602	f88v	zweite Gefaess-/Zutatengruppe	cheody	CH+E+O+Y	CH	Y	NONE	AIIN	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E048	G511-C02	PHARMA	G511-L043	13	INTERVENING	G407-E4012	P1009-S602	f88v	zweite Gefaess-/Zutatengruppe	oteol	OT+E+OL	NONE	NONE	Y	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E049	G511-C02	PHARMA	G511-L043	14	INTERVENING	G407-E4013	P1009-S602	f88v	zweite Gefaess-/Zutatengruppe	cheockhy	CH+E+O+CH+K+Y	CH|CH|K	Y	NONE	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E050	G511-C02	PHARMA	G511-L043	15	INTERVENING	G407-E4014	P1009-S602	f88v	zweite Gefaess-/Zutatengruppe	chody	CH+O+D_ADDR+Y	CH	Y	NONE	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E051	G511-C02	PHARMA	G511-L043	16	INTERVENING	G407-E4015	P1009-S602	f88v	zweite Gefaess-/Zutatengruppe	toairy	T+O+AIR+Y	T	Y	NONE	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E052	G511-C02	PHARMA	G511-L043	17	INTERVENING	G407-E4016	P1009-S602	f88v	zweite Gefaess-/Zutatengruppe	oteeody	OT+EE+O+DY	NONE	NONE	Y	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E053	G511-C02	PHARMA	G511-L043	18	INTERVENING	G407-E4017	P1009-S603	f88v	zweite Gefaess-/Zutatengruppe	cpheody	CH+P+E+O+DY	CH|P	NONE	Y	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E054	G511-C02	PHARMA	G511-L043	19	INTERVENING	G407-E4018	P1009-S604	f88v	zweite Gefaess-/Zutatengruppe	ykchey	Y+K+CH+E+Y	K|CH	Y|Y	NONE	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E055	G511-C02	PHARMA	G511-L043	20	INTERVENING	G407-E4019	P1009-S604	f88v	zweite Gefaess-/Zutatengruppe	dam	DA+AM_ADDR	NONE	NONE	Y	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E056	G511-C02	PHARMA	G511-L043	21	INTERVENING	G407-E4020	P1009-S604	f88v	zweite Gefaess-/Zutatengruppe	cheor	CH+E+O+R	CH|R	NONE	Y	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E057	G511-C02	PHARMA	G511-L043	22	INTERVENING	G407-E4021	P1009-S604	f88v	zweite Gefaess-/Zutatengruppe	chaly	CH+AL+Y	CH	Y	NONE	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E058	G511-C02	PHARMA	G511-L043	23	INTERVENING	G407-E4022	P1009-S604	f88v	zweite Gefaess-/Zutatengruppe	korain	K+OR+AIN	K	OR|AIN	NONE	Y	AIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E059	G511-C02	PHARMA	G511-L043	24	INTERVENING	G407-E4023	P1009-S604	f88v	zweite Gefaess-/Zutatengruppe	dairodain	D_ADDR+AIR+O+D_ADDR+AIN	NONE	AIN	NONE	AIN	AIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E060	G511-C02	PHARMA	G511-L043	25	INTERVENING	G407-E4024	P1009-S604	f88v	zweite Gefaess-/Zutatengruppe	ykeodain	Y+K+E+O+D_ADDR+AIN	K	Y|AIN	NONE	AIN	AIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E061	G511-C02	PHARMA	G511-L043	26	INTERVENING	G407-E4025	P1009-S604	f88v	zweite Gefaess-/Zutatengruppe	dain	AIN	NONE	AIN	NONE	AIN	AIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E062	G511-C02	PHARMA	G511-L043	27	INTERVENING	G407-E4026	P1009-S604	f88v	zweite Gefaess-/Zutatengruppe	shedy	SH+E+DY	SH	NONE	AIN	AIN	AIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E063	G511-C02	PHARMA	G511-L043	28	INTERVENING	G407-E4027	P1009-S605	f88v	zweite Gefaess-/Zutatengruppe	qoteo	OT+E+O	NONE	NONE	AIN	AIN	AIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E064	G511-C02	PHARMA	G511-L043	29	CHD_ENDPOINT	G407-E4028	P1009-S605	f88v	zweite Gefaess-/Zutatengruppe	lchdy	L+CHD+Y	CHD	Y	NONE	AIN	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E065	G511-C03	SOURCE_SECTION_T	G511-L062	0	S_ENDPOINT	G407-E0079	G404-S005	f1r	F1R_TEXT_BLOCK_C	es	E+S	S	NONE	Y	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E066	G511-C03	SOURCE_SECTION_T	G511-L062	1	INTERVENING	G407-E0080	G404-S005	f1r	F1R_TEXT_BLOCK_C	oksho	OK+SH+O	OK|SH	NONE	Y	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E067	G511-C03	SOURCE_SECTION_T	G511-L062	2	INTERVENING	G407-E0081	G404-S005	f1r	F1R_TEXT_BLOCK_C	kshoy	K+SH+O+Y	K|SH	Y	NONE	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E068	G511-C03	SOURCE_SECTION_T	G511-L062	3	INTERVENING	G407-E0082	G404-S005	f1r	F1R_TEXT_BLOCK_C	otairin	OT+AIR+IIN	NONE	NONE	Y	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E069	G511-C03	SOURCE_SECTION_T	G511-L062	4	INTERVENING	G407-E0083	G404-S005	f1r	F1R_TEXT_BLOCK_C	oteol	OT+E+OL	NONE	NONE	Y	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E070	G511-C03	SOURCE_SECTION_T	G511-L062	5	INTERVENING	G407-E0084	G404-S005	f1r	F1R_TEXT_BLOCK_C	okan	OK+AN	OK	NONE	Y	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E071	G511-C03	SOURCE_SECTION_T	G511-L062	6	INTERVENING	G407-E0085	G404-S005	f1r	F1R_TEXT_BLOCK_C	shodain	SH+O+D_ADDR+AIN	SH	AIN	NONE	Y	AIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E072	G511-C03	SOURCE_SECTION_T	G511-L062	7	INTERVENING	G407-E0086	G404-S005	f1r	F1R_TEXT_BLOCK_C	sckhey	S+CH+K+E+Y	S|CH|K	Y	NONE	AIN	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E073	G511-C03	SOURCE_SECTION_T	G511-L062	8	INTERVENING	G407-E0087	G404-S005	f1r	F1R_TEXT_BLOCK_C	daiin	AIIN	NONE	AIIN	NONE	Y	AIIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E074	G511-C03	SOURCE_SECTION_T	G511-L062	9	INTERVENING	G407-E0088	G404-S005	f1r	F1R_TEXT_BLOCK_C	shoy	SH+O+Y	SH	Y	NONE	AIIN	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E075	G511-C03	SOURCE_SECTION_T	G511-L062	10	INTERVENING	G407-E0089	G404-S005	f1r	F1R_TEXT_BLOCK_C	ckhey	CH+K+E+Y	CH|K	Y	NONE	Y	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E076	G511-C03	SOURCE_SECTION_T	G511-L062	11	INTERVENING	G407-E0090	G404-S005	f1r	F1R_TEXT_BLOCK_C	kodaiin	K+O+D_ADDR+AIIN	K	AIIN	NONE	Y	AIIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E077	G511-C03	SOURCE_SECTION_T	G511-L062	12	INTERVENING	G407-E0091	G404-S005	f1r	F1R_TEXT_BLOCK_C	cphy	CH+P+Y	CH|P	Y	NONE	AIIN	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E078	G511-C03	SOURCE_SECTION_T	G511-L062	13	INTERVENING	G407-E0092	G404-S005	f1r	F1R_TEXT_BLOCK_C	cphodaiils	CH+P+O+D_ADDR+AIIN+L+S	CH|P|S	AIIN	NONE	Y	AIIN	NO	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-E079	G511-C03	SOURCE_SECTION_T	G511-L062	14	INTERVENING	G407-E0093	G404-S005	f1r	F1R_TEXT_BLOCK_C	cthey	CH+T+E+Y	CH|T	Y	NONE	AIIN	Y	YES	YES	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
