rule_id	family	left_surface	right_surface	primary_render_de	alternate_1_de	alternate_2_de	working_confidence	when_observed	rationale	claim_scope
Q11	QUANTITY_VALUE	ar	aiin	drei Anteile	drei Portionen	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	LICENSE_EXACT_PAIR_ONLY	16 getrennte Paare und eine vollständig normalisierte araiin-Grenzbrücke tragen die Konstruktion.	EXACT_OBSERVED_SPAN_ONLY
Q12	QUANTITY_VALUE	ar	aiiin	vier Anteile	vier Portionen	Wertstufe IV	C1_RECURRENT_PAIR	LICENSE_EXACT_PAIR_ONLY	Sechs getrennte Vorkommen tragen die Anteil-plus-Wert-IV-Lesung.	EXACT_OBSERVED_SPAN_ONLY
P01	PART_STATE	chor	chol	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Pflanzenteil: Trockenheitsstufe	C1_RECURRENT_PART_STATE	LICENSE_EXACT_PAIR_ONLY	Acht direkte Paare und zwei replizierte chor chol daiin-Klauseln binden Pflanzenteil und Trockenheit.	EXACT_OBSERVED_SPAN_ONLY
P02	PART_STATE	chol	chor	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Trockenheitsmarker vor Pflanzenteil	C1_RECURRENT_PART_STATE	LICENSE_EXACT_PAIR_ONLY	Sieben direkte Gegenrichtungs-Paare zeigen flexible Oberflächenreihenfolge desselben Teil-Zustands-Rahmens.	EXACT_OBSERVED_SPAN_ONLY
P03	PART_STATE	cthy	chol	getrocknetes Blattgut	Blattgut: trocken	getrocknetes oberirdisches Kraut	C2_CROSS_PASS_PART_STATE	LICENSE_EXACT_PAIR_ONLY	Zwei direkte Paare verbinden den unabhängigen Blattgutkandidaten mit dem breit getragenen Trockenheitswert.	EXACT_OBSERVED_SPAN_ONLY
P04	PART_STATE	chol	cthy	getrocknetes Blattgut	Blattgut: trocken	getrocknetes oberirdisches Kraut	C2_CROSS_PASS_PART_STATE	LICENSE_EXACT_PAIR_ONLY	Vier Gegenrichtungs-Paare reproduzieren dieselbe Blattgut-Trockenheitsbindung.	EXACT_OBSERVED_SPAN_ONLY
P05	PART_STATE	chor	qokchol	erhitzter und getrockneter Blüten-/Samenstand	erhitztes und getrocknetes Pflanzenteil	Pflanzenteil im Heiß-Trocken-Zustand	C1_SINGLETON_EACH_DIRECTION	LICENSE_EXACT_PAIR_ONLY	Ein Paar je Richtung bindet den Heiß-Trocken-Ganzwortkandidaten an chor.	EXACT_OBSERVED_SPAN_ONLY
P06	PART_STATE	qokchol	chor	erhitzter und getrockneter Blüten-/Samenstand	erhitztes und getrocknetes Pflanzenteil	Heiß-Trocken-Zustand vor Pflanzenteil	C1_SINGLETON_EACH_DIRECTION	LICENSE_EXACT_PAIR_ONLY	Ein Paar je Richtung bindet den Heiß-Trocken-Ganzwortkandidaten an chor.	EXACT_OBSERVED_SPAN_ONLY
P07	PART_STATE	cthy	qokchol	erhitztes und getrocknetes Blattgut	Blattgut im Heiß-Trocken-Zustand	erhitztes oberirdisches Kraut	C0_UNOBSERVED_PAIR	LICENSE_EXACT_PAIR_ONLY	Die Bestandteile sind einzeln live, aber eine direkte Verbindung ist nicht beobachtet.	EXACT_OBSERVED_SPAN_ONLY
P08	PART_STATE	qokchol	cthy	erhitztes und getrocknetes Blattgut	Blattgut im Heiß-Trocken-Zustand	Heiß-Trocken-Zustand vor Blattgut	C0_UNOBSERVED_PAIR	LICENSE_EXACT_PAIR_ONLY	Die Bestandteile sind einzeln live, aber eine direkte Verbindung ist nicht beobachtet.	EXACT_OBSERVED_SPAN_ONLY
P09	PART_STATE	chor	sheol	eingeweichter Blüten-/Samenstand	feuchtes Pflanzenteil	Pflanzenteil in Feuchtzubereitung	C0_UNOBSERVED_PAIR	LICENSE_EXACT_PAIR_ONLY	Die Feuchtehypothese bleibt live, doch es gibt keine direkte Paarbeobachtung.	EXACT_OBSERVED_SPAN_ONLY
P10	PART_STATE	sheol	chor	eingeweichter Blüten-/Samenstand	feuchtes Pflanzenteil	Feuchtzustand vor Pflanzenteil	C0_UNOBSERVED_PAIR	LICENSE_EXACT_PAIR_ONLY	Die Feuchtehypothese bleibt live, doch es gibt keine direkte Paarbeobachtung.	EXACT_OBSERVED_SPAN_ONLY
P11	PART_STATE	cthy	sheol	eingeweichtes Blattgut	feuchtes Blattgut	Blattgut in Feuchtzubereitung	C0_UNOBSERVED_PAIR	LICENSE_EXACT_PAIR_ONLY	Die beiden Ganzwortkandidaten sind live, aber eine direkte Verbindung ist nicht beobachtet.	EXACT_OBSERVED_SPAN_ONLY
P12	PART_STATE	sheol	cthy	eingeweichtes Blattgut	feuchtes Blattgut	Feuchtzustand vor Blattgut	C0_UNOBSERVED_PAIR	LICENSE_EXACT_PAIR_ONLY	Die beiden Ganzwortkandidaten sind live, aber eine direkte Verbindung ist nicht beobachtet.	EXACT_OBSERVED_SPAN_ONLY
O01	PREPARATION_VALUE	ols	aiin	drei Portionen abgeseihte Zubereitung	abgeseihte Zubereitung, Stufe III	drei Portionen Öl	C0_SPARSE_VALUE_BEARING	LICENSE_EXACT_PAIR_ONLY	Zwei direkte Paare machen eine werttragende Zubereitung wahrscheinlicher als einen bloßen Abseihimperativ.	EXACT_OBSERVED_SPAN_ONLY
O02	PREPARATION_VALUE	ols	aiiin	vier Portionen abgeseihte Zubereitung	abgeseihte Zubereitung, Stufe IV	vier Portionen Öl	C0_SINGLETON_VALUE_BEARING	LICENSE_EXACT_PAIR_ONLY	Ein direktes Paar erweitert die werttragende Zubereitungshypothese auf Stufe IV.	EXACT_OBSERVED_SPAN_ONLY
