reading_unit_id	reading_unit_type	register	page	local_record_or_namespace	visible_owner_or_role	visible_group_count	visible_sequence	grammar_or_template	status_or_address_mode	complete_reading_de	section_purpose	source_pass
H4-S002	PROSE_STATEMENT	HERBAL	f55v	H4	GEKUEHLTER_BLATTAUSZUG	3	daiin · chedy · talam	QUANTIFIED_PROCESS	CLOSED	Überführe die vorgeschriebene Menge und verwahre sie; schließe den Schritt ab.	pictured plant material and its preparation	R282
H4-S003	PROSE_STATEMENT	HERBAL	f55v	H4	GEKUEHLTER_BLATTAUSZUG	4	ykaiin · cheoar · cheeky · oldy	GRADED_PROCESS	CLOSED	Nimm die Sollportion aus dem gewonnenen Auszug, halte oder temperiere sie länger und fahre fort, bis der Zustand feststeht.	pictured plant material and its preparation	R282
H4-S004	PROSE_STATEMENT	HERBAL	f55v	H4	GEKUEHLTER_BLATTAUSZUG	6	aiin · okal · oltchy · or · y · orain	FULL_ADDRESS_PROCESS	OPEN	Setze das vorgeschriebene Maß an der bezeichneten Stelle ein, führe die laufende Zubereitung dort weiter und verwende eine Portion dieses Ansatzes.	pictured plant material and its preparation	R282
H5-S001	PROSE_STATEMENT	HERBAL	f56r	H5	STENGEL_UND_ZUSATZ_AUSZUG	9	chochor · cho · chodaly · daiin · sho · kchol · otchor · choky · dal	FULL_ADDRESS_PROCESS	OPEN	Bereite einen Eingabeansatz, gib einen weiteren Pflanzenteil an die aktuelle Stelle und bemiss ihn. Bearbeite ihn weiter, richte den Folgeansatz her, setze denselben Posten ein und bringe ihn an die Zielstelle.	pictured plant material and its preparation	R282
H5-S002	PROSE_STATEMENT	HERBAL	f56r	H5	STENGEL_UND_ZUSATZ_AUSZUG	4	schol · choy · choky · cheeckhody	FLOW_TRANSFER_PROCESS	CLOSED	Nimm Material aus dem vorigen Arbeitsgang, setze den aktuellen Zusatz ein und trage die Zubereitung auf; schließe den Schritt ab.	pictured plant material and its preparation	R282
H5-S003	PROSE_STATEMENT	HERBAL	f56r	H5	STENGEL_UND_ZUSATZ_AUSZUG	4	sh · cho · kchey · qokokchy	SOURCED_PROCESS	OPEN	Nimm den Stängel und einen weiteren Zusatz, bearbeite den laufenden Posten kurz und setze ihn nochmals ein.	pictured plant material and its preparation	R282
H5-S004	PROSE_STATEMENT	HERBAL	f56r	H5	STENGEL_UND_ZUSATZ_AUSZUG	3	okchy · chokcheo · kchal	FLOW_TRANSFER_PROCESS	OPEN	Setze den laufenden Posten ein, gib den Auszug hinzu und bearbeite beides an der Zielstelle.	pictured plant material and its preparation	R282
H5-S005	PROSE_STATEMENT	HERBAL	f56r	H5	STENGEL_UND_ZUSATZ_AUSZUG	4	sho · chokchy · kchoar · sotodan	SOURCED_PROCESS	OPEN	Gib einen weiteren Pflanzenteil hinzu, bearbeite den laufenden Posten mit dem Auszug aus der Quelle und führe ihn zur nächsten Anwendung weiter.	pictured plant material and its preparation	R282
H5-S006	PROSE_STATEMENT	HERBAL	f56r	H5	STENGEL_UND_ZUSATZ_AUSZUG	3	otchey · keol · daiin	QUANTIFIED_PROCESS	OPEN	Nimm den nächsten Posten, bearbeite ihn kurz weiter und verwende die vorgeschriebene Menge.	pictured plant material and its preparation	R282
B1-S001	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	1	qokedy	FLOW_TRANSFER_PROCESS	CLOSED	Am gemeinsamen zweireihigen Figurenbecken: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: kurz einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B1-S002	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	19	okaiin · kair · okal · sar · ol · kain · olkain · al · ol · rol · dl · olor · ol · sheckhal · daiin · qokeedal · daiin · chckhy · schedy	FULL_ADDRESS_PROCESS	CLOSED	Am gemeinsamen zweireihigen Figurenbecken: Nimm den Posten aus der bezeichneten Quelle, bemiss ihn, führe ihn zur bezeichneten Stelle und vollziehe dort den Arbeitsgang. Kartenlesung: bemessen; Beckenlauf; dorthin einsetzen; davon; weiter; Portion; weiterer Anteil; dorthin; weiter; Anschluss; Zusatz; derselbe Ansatz; weiter; Kurze Zielpassage; Sollmaß; Langer Zieleinsatz; Sollmaß; durchleiten; überführen; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B1-S003	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	2	qol · sshkchdy	LINKED_PROCESS	CLOSED	Am gemeinsamen zweireihigen Figurenbecken: Verknüpfe diesen Posten mit dem vorherigen oder dem nächsten Stationsposten und führe den verbundenen Gang weiter. Kartenlesung: weiter; übertragen; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B1-S004	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	3	chedy · ol · shedy	GRADED_PROCESS	CLOSED	Am gemeinsamen zweireihigen Figurenbecken: Führe den Arbeitsgang bis zur bezeichneten Stufe und halte den Posten dort entsprechend kurz, länger oder vollständig. Kartenlesung: überführen; weiter; kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B1-S005	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	1	qolchedy	FLOW_TRANSFER_PROCESS	CLOSED	Am gemeinsamen zweireihigen Figurenbecken: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: weiterführen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B1-S006	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	4	qokain · shckhy · dl · ral	QUANTIFIED_PROCESS	OPEN	Am gemeinsamen zweireihigen Figurenbecken: Nimm die bezeichnete Portion oder Sollmenge und führe den örtlichen Arbeitsgang damit aus. Kartenlesung: Anteil zugeben; durchleiten; Zusatz; Zielmarke. Halte den Posten für die folgende Stationszelle offen.	local bath wash vessel or transfer station	R283
B1-S007	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	1	qokchdy	SOURCED_PROCESS	CLOSED	Am gemeinsamen zweireihigen Figurenbecken: Nimm den Arbeitsstoff aus der örtlich bezeichneten Quelle und bearbeite ihn an dieser Station weiter. Kartenlesung: neuen Posten einsetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B1-S008	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	5	chey · ol · cheky · ol · shedy	GRADED_PROCESS	CLOSED	Am gemeinsamen zweireihigen Figurenbecken: Führe den Arbeitsgang bis zur bezeichneten Stufe und halte den Posten dort entsprechend kurz, länger oder vollständig. Kartenlesung: dies; weiter; kurz wärmen; weiter; kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B1-S009	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	1	qokedy	FLOW_TRANSFER_PROCESS	CLOSED	Am gemeinsamen zweireihigen Figurenbecken: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: kurz einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B1-S010	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	1	qokedy	FLOW_TRANSFER_PROCESS	CLOSED	Am gemeinsamen zweireihigen Figurenbecken: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: kurz einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B1-S011	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	2	chckhy · qoky	SOURCED_PROCESS	OPEN	Am gemeinsamen zweireihigen Figurenbecken: Nimm den Arbeitsstoff aus der örtlich bezeichneten Quelle und bearbeite ihn an dieser Station weiter. Kartenlesung: durchleiten; einsetzen. Halte den Posten für die folgende Stationszelle offen.	local bath wash vessel or transfer station	R283
B1-S012	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	3	lsho · qokey · lshedy	FLOW_TRANSFER_PROCESS	CLOSED	Am gemeinsamen zweireihigen Figurenbecken: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: Waschgang; kurz einwirken lassen; Waschgang; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B1-S013	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	1	lshedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am gemeinsamen zweireihigen Figurenbecken: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: Waschgang; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B1-S014	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	5	chedy · qolky · lchedal · qol · otar	FLOW_TRANSFER_PROCESS	OPEN	Am gemeinsamen zweireihigen Figurenbecken: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: überführen; Weiterweg; Zielabführung; weiter; Folgequelle. Halte den Posten für die folgende Stationszelle offen.	local bath wash vessel or transfer station	R283
B1-S015	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	2	ytey · okchedy	SOURCED_PROCESS	CLOSED	Am gemeinsamen zweireihigen Figurenbecken: Nimm den Arbeitsstoff aus der örtlich bezeichneten Quelle und bearbeite ihn an dieser Station weiter. Kartenlesung: Kurzteil; vorigen Posten überführen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B1-S016	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	4	qokal · okeey · qol · cheedy	TARGET_APPLICATION_PROCESS	CLOSED	Am gemeinsamen zweireihigen Figurenbecken: Setze den laufenden Posten an der bezeichneten Arbeits- oder Körperstelle an und führe die Anwendung dort aus. Kartenlesung: dorthin einsetzen; länger einwirken lassen; weiter; kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B1-S017	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	3	sal · teol · dchdy	TARGET_APPLICATION_PROCESS	CLOSED	Am gemeinsamen zweireihigen Figurenbecken: Setze den laufenden Posten an der bezeichneten Arbeits- oder Körperstelle an und führe die Anwendung dort aus. Kartenlesung: dorthin; kurz weiterführen; Transfer; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B1-S018	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	4	ly · dsheol · oiiin · olkeedy	TARGET_APPLICATION_PROCESS	CLOSED	Am gemeinsamen zweireihigen Figurenbecken: Setze den laufenden Posten an der bezeichneten Arbeits- oder Körperstelle an und führe die Anwendung dort aus. Kartenlesung: Auffanggefäß; Kurzhalt; Arbeitsstufe; lange sammeln; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B1-S019	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	1	tedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am gemeinsamen zweireihigen Figurenbecken: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B1-S020	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	2	cheky · shckhedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am gemeinsamen zweireihigen Figurenbecken: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: kurz wärmen; durchlassen; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B1-S021	PROSE_STATEMENT	BIO	f81v	B1	gemeinsamen zweireihigen Figurenbecken	1	chal	SIMPLE_OR_ELLIPTIC_PROCESS	OPEN	Am gemeinsamen zweireihigen Figurenbecken: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: dorthin. Halte den Posten für die folgende Stationszelle offen.	local bath wash vessel or transfer station	R283
B2-S001	PROSE_STATEMENT	BIO	f82r	B2	oberen Doppelbecken mit zylindrischem Anschluss	1	dchedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am oberen Doppelbecken mit zylindrischem Anschluss: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: überführen; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B2-S002	PROSE_STATEMENT	BIO	f82r	B2	oberen Doppelbecken mit zylindrischem Anschluss	1	qolchedy	FLOW_TRANSFER_PROCESS	CLOSED	Am oberen Doppelbecken mit zylindrischem Anschluss: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: weiterführen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B2-S003	PROSE_STATEMENT	BIO	f82r	B2	oberen Doppelbecken mit zylindrischem Anschluss	3	qokain · dy · qokeedy	QUANTIFIED_PROCESS	CLOSED	Am oberen Doppelbecken mit zylindrischem Anschluss: Nimm die bezeichnete Portion oder Sollmenge und führe den örtlichen Arbeitsgang damit aus. Kartenlesung: Anteil zugeben; dies; lange einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B2-S004	PROSE_STATEMENT	BIO	f82r	B2	oberen Doppelbecken mit zylindrischem Anschluss	5	qokal · lcheckhy · lched · qokeey · lcheckhedy	FLOW_TRANSFER_PROCESS	CLOSED	Am oberen Doppelbecken mit zylindrischem Anschluss: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: dorthin einsetzen; Abführpassage; Abführung; länger einwirken lassen; Trennabzug; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B2-S005	PROSE_STATEMENT	BIO	f82r	B2	oberen Doppelbecken mit zylindrischem Anschluss	8	qokaly · solkaiin · chckhy · qokaiin · qokaiin · octheol · chkeey · ldy	FULL_ADDRESS_PROCESS	CLOSED	Am oberen Doppelbecken mit zylindrischem Anschluss: Nimm den Posten aus der bezeichneten Quelle, bemiss ihn, führe ihn zur bezeichneten Stelle und vollziehe dort den Arbeitsgang. Kartenlesung: Zieleinsatz; Sollsammlung; durchleiten; bemessen; bemessen; Fortsetzung vorbereiten; Langwärmen; abziehen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B2-S006	PROSE_STATEMENT	BIO	f82r	B2	oberen Doppelbecken mit zylindrischem Anschluss	4	oteey · qokal · sheckhy · qoky	TARGET_APPLICATION_PROCESS	OPEN	Am oberen Doppelbecken mit zylindrischem Anschluss: Setze den laufenden Posten an der bezeichneten Arbeits- oder Körperstelle an und führe die Anwendung dort aus. Kartenlesung: Langfolge; dorthin einsetzen; Kurzpassage; einsetzen. Halte den Posten für die folgende Stationszelle offen.	local bath wash vessel or transfer station	R283
B2-S007	PROSE_STATEMENT	BIO	f82r	B2	linken Mittelgerät mit eingefügtem Knoten	1	dshedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am linken Mittelgerät mit eingefügtem Knoten: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: Frischwasser zugeben; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B2-S008	PROSE_STATEMENT	BIO	f82r	B2	linken Mittelgerät mit eingefügtem Knoten	3	sotaiin · qokar · shedy	GRADED_PROCESS	CLOSED	Am linken Mittelgerät mit eingefügtem Knoten: Führe den Arbeitsgang bis zur bezeichneten Stufe und halte den Posten dort entsprechend kurz, länger oder vollständig. Kartenlesung: Folgemaß; Quelleinsatz; kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B2-S009	PROSE_STATEMENT	BIO	f82r	B2	linken Mittelgerät mit eingefügtem Knoten	1	solshedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am linken Mittelgerät mit eingefügtem Knoten: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: Folgeabsetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B2-S010	PROSE_STATEMENT	BIO	f82r	B2	linken Mittelgerät mit eingefügtem Knoten	4	qokeey · qoky · ls · cheey	FLOW_TRANSFER_PROCESS	OPEN	Am linken Mittelgerät mit eingefügtem Knoten: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: länger einwirken lassen; einsetzen; Auslass; Klarlauf. Halte den Posten für die folgende Stationszelle offen.	local bath wash vessel or transfer station	R283
B2-S011	PROSE_STATEMENT	BIO	f82r	B2	rechten mittleren Einzelplatz	4	okain · char · okain · qokeedy	QUANTIFIED_PROCESS	CLOSED	Am rechten mittleren Einzelplatz: Nimm die bezeichnete Portion oder Sollmenge und führe den örtlichen Arbeitsgang damit aus. Kartenlesung: Anteil zugeben; davon; Anteil zugeben; lange einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B2-S012	PROSE_STATEMENT	BIO	f82r	B2	rechten mittleren Einzelplatz; danach ohne sichtbare Verbindung im unteren grünen Mehrpersonenbecken	8	lchy · cheey · qcthey · qokeey · lcheey · daiin · chey · qokeeedy	FULL_ADDRESS_PROCESS	CLOSED	Am rechten mittleren Einzelplatz; danach ohne sichtbare Verbindung im unteren grünen Mehrpersonenbecken: Nimm den Posten aus der bezeichneten Quelle, bemiss ihn, führe ihn zur bezeichneten Stelle und vollziehe dort den Arbeitsgang. Kartenlesung: Abführgut; Klarlauf; kurz vorbereiten; länger einwirken lassen; Klarabzug; Sollmaß; dies; Volleinsatz; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest. Die Aussage überschreitet dabei eine Bildbesitzergrenze ohne gezeichnete Verbindung.	local bath wash vessel or transfer station	R283
B2-S013	PROSE_STATEMENT	BIO	f82r	B2	unteren grünen Mehrpersonenbecken	1	lchedy	FLOW_TRANSFER_PROCESS	CLOSED	Am unteren grünen Mehrpersonenbecken: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: abführen; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B2-S014	PROSE_STATEMENT	BIO	f82r	B2	unteren grünen Mehrpersonenbecken	1	lar	SIMPLE_OR_ELLIPTIC_PROCESS	OPEN	Am unteren grünen Mehrpersonenbecken: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: Quellabzug. Halte den Posten für die folgende Stationszelle offen.	local bath wash vessel or transfer station	R283
B2-S015	PROSE_STATEMENT	BIO	f82r	B2	unteren Beckenrand mit mehreren Arbeitsplätzen	2	tshey · qokeedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am unteren Beckenrand mit mehreren Arbeitsplätzen: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: Folgeklarlauf; lange einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B2-S016	PROSE_STATEMENT	BIO	f82r	B2	unteren Beckenrand mit mehreren Arbeitsplätzen	8	cheal · lchedar · ches · aiin · oteey · qokaiin · okey · pchedy	FULL_ADDRESS_PROCESS	CLOSED	Am unteren Beckenrand mit mehreren Arbeitsplätzen: Nimm den Posten aus der bezeichneten Quelle, bemiss ihn, führe ihn zur bezeichneten Stelle und vollziehe dort den Arbeitsgang. Kartenlesung: dorthin; Quellabführung; teilen; Sollmaß; Langfolge; bemessen; kurz einwirken lassen; Zuführung; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B2-S017	PROSE_STATEMENT	BIO	f82r	B2	unteren Beckenrand mit mehreren Arbeitsplätzen	2	rsheal · daldy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am unteren Beckenrand mit mehreren Arbeitsplätzen: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: Kurzhalt am Ziel; Zielschluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B2-S018	PROSE_STATEMENT	BIO	f82r	B2	unteren Beckenrand mit mehreren Arbeitsplätzen	1	qokeedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am unteren Beckenrand mit mehreren Arbeitsplätzen: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: lange einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B2-S019	PROSE_STATEMENT	BIO	f82r	B2	unteren Beckenrand mit mehreren Arbeitsplätzen	1	rshedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am unteren Beckenrand mit mehreren Arbeitsplätzen: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: Vollwaschung; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B2-S020	PROSE_STATEMENT	BIO	f82r	B2	unteren Beckenrand mit mehreren Arbeitsplätzen	1	qoteedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am unteren Beckenrand mit mehreren Arbeitsplätzen: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: lange Folgestufe; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B2-S021	PROSE_STATEMENT	BIO	f82r	B2	unteren Beckenrand mit mehreren Arbeitsplätzen	1	qokeedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am unteren Beckenrand mit mehreren Arbeitsplätzen: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: lange einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
