scope	model_stage	chain_feature	chain_weight	target_count	truth_generated_count	top1_exact_count	top2_exact_count	top3_exact_count	top5_exact_count	rank_sum	deepest_truth_rank
CURRENT_159_OLD26_TO_NEW4	GEO_W125	GEOMETRIC	1.25	159	159	140	154	158	158	189	9
CURRENT_159_OLD26_TO_NEW4	GEO_W150	GEOMETRIC	1.5	159	159	139	154	158	158	190	9
CURRENT_159_OLD26_TO_NEW4	GEO_W200	GEOMETRIC	2.0	159	159	137	153	158	158	193	9
CURRENT_159_OLD26_TO_NEW4	NOV_W050	NOVEL_EVIDENCE	0.5	159	159	141	154	158	158	188	9
CURRENT_159_OLD26_TO_NEW4	NOV_W075	NOVEL_EVIDENCE	0.75	159	159	139	154	158	158	190	9
CURRENT_159_OLD26_TO_NEW4	NOV_W100	NOVEL_EVIDENCE	1.0	159	159	137	153	158	158	193	9
CURRENT_159_OLD26_TO_NEW4	NOV_W125	NOVEL_EVIDENCE	1.25	159	159	138	153	158	158	192	9
CURRENT_159_OLD26_TO_NEW4	NOV_W150	NOVEL_EVIDENCE	1.5	159	159	135	152	158	158	196	9
CURRENT_159_OLD26_TO_NEW4	NOV_W200	NOVEL_EVIDENCE	2.0	159	159	134	153	157	158	197	9
CURRENT_159_OLD26_TO_NEW4	PLOG_W050	PAIR_LOG	0.5	159	159	141	153	158	158	189	9
CURRENT_159_OLD26_TO_NEW4	PLOG_W100	PAIR_LOG	1.0	159	159	139	151	158	158	193	9
CURRENT_159_OLD26_TO_NEW4	PLOG_W150	PAIR_LOG	1.5	159	159	137	150	156	158	198	9
CURRENT_159_OLD26_TO_NEW4	PLOG_W200	PAIR_LOG	2.0	159	159	134	150	154	158	204	9
CURRENT_159_OLD26_TO_NEW4	PLOG_W250	PAIR_LOG	2.5	159	159	133	148	154	158	208	9
CURRENT_159_OLD26_TO_NEW4	PLOG_W300	PAIR_LOG	3.0	159	159	132	148	153	157	212	9
CURRENT_159_OLD26_TO_NEW4	PLOG_W400	PAIR_LOG	4.0	159	159	130	146	153	156	218	9
CURRENT_159_OLD26_TO_NEW4	P2LOG_W050	PAIR2_LOG	0.5	159	159	140	153	158	158	190	9
CURRENT_159_OLD26_TO_NEW4	P2LOG_W100	PAIR2_LOG	1.0	159	159	137	151	158	158	195	9
CURRENT_159_OLD26_TO_NEW4	P2LOG_W150	PAIR2_LOG	1.5	159	159	136	149	155	158	201	9
CURRENT_159_OLD26_TO_NEW4	P2LOG_W200	PAIR2_LOG	2.0	159	159	134	149	154	158	205	9
CURRENT_159_OLD26_TO_NEW4	P2LOG_W250	PAIR2_LOG	2.5	159	159	134	147	154	158	208	9
CURRENT_159_OLD26_TO_NEW4	P2LOG_W300	PAIR2_LOG	3.0	159	159	134	147	153	157	211	9
CURRENT_159_OLD26_TO_NEW4	P2LOG_W400	PAIR2_LOG	4.0	159	159	132	147	152	156	217	9
CURRENT_159_OLD26_TO_NEW4	P2CNT_W010	PAIR2_COUNT	0.1	159	159	141	154	158	158	188	9
CURRENT_159_OLD26_TO_NEW4	P2CNT_W020	PAIR2_COUNT	0.2	159	159	140	154	158	158	189	9
CURRENT_159_OLD26_TO_NEW4	P2CNT_W030	PAIR2_COUNT	0.3	159	159	137	150	157	158	197	9
CURRENT_159_OLD26_TO_NEW4	P2CNT_W040	PAIR2_COUNT	0.4	159	159	136	149	156	158	200	9
CURRENT_159_OLD26_TO_NEW4	P2CNT_W050	PAIR2_COUNT	0.5	159	159	135	149	155	158	202	9
CURRENT_159_OLD26_TO_NEW4	P2CNT_W075	PAIR2_COUNT	0.75	159	159	135	147	154	158	206	9
CURRENT_159_OLD26_TO_NEW4	P2CNT_W100	PAIR2_COUNT	1.0	159	159	135	147	154	158	206	9
CURRENT_159_OLD26_TO_NEW4	KYE_W025	K_BASE_Y_THEN_E	0.25	159	159	144	154	158	158	185	9
CURRENT_159_OLD26_TO_NEW4	KYE_W030	K_BASE_Y_THEN_E	0.3	159	159	143	154	158	158	186	9
CURRENT_159_OLD26_TO_NEW4	KYE_W040	K_BASE_Y_THEN_E	0.4	159	159	143	154	158	158	186	9
CURRENT_159_OLD26_TO_NEW4	KYE_W050	K_BASE_Y_THEN_E	0.5	159	159	143	154	158	158	186	9
CURRENT_159_OLD26_TO_NEW4	KYE_W075	K_BASE_Y_THEN_E	0.75	159	159	144	154	158	158	185	9
CURRENT_159_OLD26_TO_NEW4	KYE_W085	K_BASE_Y_THEN_E	0.85	159	159	145	154	158	158	184	9
CURRENT_159_OLD26_TO_NEW4	KYE_W100	K_BASE_Y_THEN_E	1.0	159	159	145	154	158	158	184	9
CURRENT_159_OLD26_TO_NEW4	KYE_W125	K_BASE_Y_THEN_E	1.25	159	159	145	154	158	158	184	9
