category	joint_tuple_id	surface_family	atomic_role	selected_segmentation	selected_nucleus_de	selected_default_de	previous_default_de	occurrences	events	statements	pages	records	open_close_behavior	composition_status	technical_note	r1_default_de	r2_default_de	r3_default_de	r4_default_de	central_selected_segmentation	central_selected_nucleus_de	central_selected_default_de	central_decision_source	central_decision_reason
03_GRADE_OPEN_CLOSE	bc4f1f5c006c74a4d26d	cheedy|shedy|tedy	SHED_GRID	SHED_SETTLE+GRADE_1+DY_CLOSE	SHED=absetzen; E=Stufe I; DY=Schluss	absetzen; Schluss	ruhen oder absetzen; Schluss	12	E125|E136|E155|E163|E192|E255|E266|E314|E325|E336|E347|E361	B1-S004|B1-S008|B1-S016|B1-S019|B2-S008|B3-S012|B3-S018|B3-S034|B4-S003|B4-S009|B4-S013|B4-S016	f81v|f82r|f83r	B1|B2|B3|B4	CLOSE	REVISED_R3	Default/first settling grade and close.	ruhen lassen; Schluss	absetzen lassen; Schluss	absetzen; Schluss	ruhen; Schluss	SHED_SETTLE+GRADE_1+DY_CLOSE	SHED=absetzen; E=Stufe I; DY=Schluss	absetzen; Schluss	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	2c1a5fd92b9e3c762242	cheeky	CHK_GRID	CHK_WARM+GRADE_2+Y_OPEN	CHK=wärmen; EE=Stufe II; Y=offen	länger wärmen	länger warm halten	2	E066|E333	H4-S003|B4-S008	f55v|f83r	H4|B4	OPEN_OR_NONTERMINAL	REVISED_R3	Second warmth grade in the internal-grade layout.	warmhalten	warm halten	länger wärmen	lang warmhalten	CHK_WARM+GRADE_2+Y_OPEN	CHK=wärmen; EE=Stufe II; Y=offen	länger wärmen	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	d904bf7b044dd3922781	cheky	CHK_GRID	CHK_WARM+GRADE_1+Y_OPEN	CHK=wärmen; E=Stufe I; Y=offen	kurz wärmen	kurz oder mild erwärmen	3	E134|E164|E339	B1-S008|B1-S020|B4-S011	f81v|f83r	B1|B4	OPEN_OR_NONTERMINAL	REVISED_R3	First warmth grade; locally it can read mild or brief.	anwärmen	mild wärmen	kurz wärmen	kurz wärmen	CHK_WARM+GRADE_1+Y_OPEN	CHK=wärmen; E=Stufe I; Y=offen	kurz wärmen	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	a84fbe3ad380df345b97	chkeedy	CHK_GRID	CHK_WARM+GRADE_2+DY_CLOSE	CHK=wärmen; EE=Stufe II; DY=Schluss	länger wärmen; Schluss	länger warm halten; Schluss	1	E231	B3-S002	f83r	B3	CLOSE	REVISED_R3	Committed second warmth grade.	warmhalten; Schluss	warm halten; Schluss	länger wärmen; Schluss	lang warmhalten; Schluss	CHK_WARM+GRADE_2+DY_CLOSE	CHK=wärmen; EE=Stufe II; DY=Schluss	länger wärmen; Schluss	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	f0db6d30cd34f4cb2a4d	chkeey	CHK_GRID	CHK_WARM+GRADE_2+Y_OPEN_ALT_LAYOUT	CHK=wärmen; EE=Stufe II; Y=offen	Posten länger wärmen	den laufenden Posten länger warm halten	1	E183	B2-S005	f82r	B2	OPEN_OR_NONTERMINAL	REVISED_R3	Same second warmth grade with grade written after CHK.	Posten warmhalten	Posten warm halten	Posten länger wärmen	lang warmhalten	CHK_WARM+GRADE_2+Y_CURRENT	CHK=wärmen; EE=Stufe II; Y=Posten	länger wärmen	FOUR_ROLE_LEXICAL_REPAIR	The Y carrier need not be repeated in the short dictionary value.
03_GRADE_OPEN_CLOSE	9ad66e67803a12e745de	chokchy|okchy|qokchy	OK_GRID	OK_SET+CH_WRAPPER+Y_OPEN	OK=ansetzen; CHY=umhüllter offener Posten	Posten ansetzen	den laufenden Posten einsetzen	3	E011|E091|E095	H1-S002|H5-S004|H5-S005	f10r|f56r	H1|H5	OPEN_OR_NONTERMINAL	REVISED_R3	Wrapped open base; same stored value as the plain OKY card.	den laufenden Posten einsetzen	den laufenden Posten einsetzen	Posten ansetzen	den laufenden Posten einsetzen	OK_SET+CH_WRAPPER+Y_OPEN	OK=ansetzen; CHY=umhüllter offener Posten	Posten ansetzen	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	276a7c2d74d1143446f4	choky|oky|qoky	OK_GRID	OK_SET+Y_OPEN	OK=ansetzen; Y=offener Posten	Posten ansetzen	den laufenden Posten einsetzen	10	E008|E081|E085|E140|E188|E195|E247|E251|E298|E323	H1-S001|H5-S001|H5-S002|B1-S011|B2-S006|B2-S010|B3-S009|B3-S011|B3-S030|B4-S003	f10r|f56r|f81v|f82r|f83r	H1|H5|B1|B2|B3|B4	OPEN_OR_NONTERMINAL	REVISED_R3	Ungraded open base of the OK grid.	den laufenden Posten einsetzen	den laufenden Posten einsetzen	Posten ansetzen	den laufenden Posten einsetzen	OK_SET+Y_OPEN	OK=ansetzen; Y=offener Posten	Posten ansetzen	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	daf32e6db9e04413ce7f	okeeol	GRADE_ORDER_EXTENSION	OK_SET+GRADE_2+OL_CONTINUE	OK=ansetzen; EE=Stufe II; OL=mit Vorigem	mit Vorigem länger fortsetzen	länger mit dem Vorigen fortführen	1	E340	B4-S011	f83r	B4	OPEN_OR_NONTERMINAL	REVISED_R3	Grade II combines with the continuation carrier OL.	länger fortsetzen	länger fortsetzen	mit Vorigem länger fortsetzen	lang weiter einwirken	OK_SET+GRADE_2+OL_CONTINUE	OK=ansetzen; EE=Stufe II; OL=mit Vorigem	mit Vorigem länger fortsetzen	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	0275fbf14e07935b0a45	okeey|qokeey	OK_GRID	OK_SET+GRADE_2+Y_OPEN	OK=ansetzen; EE=Stufe II; Y=offen	länger ansetzen	länger halten	7	E153|E175|E194|E205|E293|E317|E322	B1-S016|B2-S004|B2-S010|B2-S012|B3-S028|B4-S002|B4-S003	f81v|f82r|f83r	B1|B2|B3|B4	OPEN_OR_NONTERMINAL	REVISED_R3	Second ranked open OK state.	länger halten	länger halten	länger ansetzen	lang einwirken	OK_SET+GRADE_2+Y_OPEN	OK=ansetzen; EE=Stufe II; Y=offen	länger ansetzen	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	08bd5ca0c2ad137a056d	okey|qokey	OK_GRID	OK_SET+GRADE_1+Y_OPEN	OK=ansetzen; E=Stufe I; Y=offen	kurz ansetzen	kurz anlegen	2	E142|E220	B1-S012|B2-S016	f81v|f82r	B1|B2	OPEN_OR_NONTERMINAL	REVISED_R3	First ranked open OK state.	kurz anlegen	kurz anlegen	kurz ansetzen	kurz einwirken	OK_SET+GRADE_1+Y_OPEN	OK=ansetzen; E=Stufe I; Y=offen	kurz ansetzen	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	3b70942557b3a40e8030	olkeedy|solkeedy	SOLK_GRID	SOLK_COLLECT+GRADE_2+DY_CLOSE	SOLK=auffangen; EE=Stufe II; DY=Schluss	länger auffangen; Schluss	länger auffangen; Schluss	3	E162|E229|E291	B1-S018|B3-S001|B3-S026	f81v|f83r	B1|B3	CLOSE	REVISED_R3	Second committed collection grade.	länger auffangen; Schluss	länger auffangen; Schluss	länger auffangen; Schluss	länger auffangen; Schluss	SOLK_COLLECT+GRADE_2+DY_CLOSE	SOLK=auffangen; EE=Stufe II; DY=Schluss	länger auffangen; Schluss	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	c45ebac60774620561e2	otedy	OT_GRADE_GRID	OT_FOLLOW+GRADE_1+DY_CLOSE	OT=Folge; E=Stufe I; DY=Schluss	kurzer Folgeschritt; Schluss	danach kurz einwirken lassen; Schluss	2	E249|E307	B3-S010|B3-S032	f83r	B3	CLOSE	REVISED_R3	The old 'einwirken' expansion was not in the visible construction.	danach kurz einwirken lassen; Schluss	danach kurz einwirken; Schluss	kurzer Folgeschritt; Schluss	danach kurz einwirken; Schluss	OT_FOLLOW+GRADE_1+DY_CLOSE	OT=Folge; E=Stufe I; DY=Schluss	kurzer Folgeschritt; Schluss	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	5d5e0b288cf36864ed9d	oteey	OT_GRADE_GRID	OT_FOLLOW+GRADE_2+Y_OPEN	OT=Folge; EE=Stufe II; Y=offen	längerer Folgeposten	den nächsten Posten länger einwirken lassen	2	E185|E218	B2-S006|B2-S016	f82r	B2	OPEN_OR_NONTERMINAL	REVISED_R3	Open second-grade successor.	Folgeposten länger halten	Folgeposten länger einwirken	längerer Folgeposten	Folgeposten lang einwirken	OT_FOLLOW+GRADE_2+Y_OPEN	OT=Folge; EE=Stufe II; Y=offen	längerer Folgeposten	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	7db18b2f0fb7ed0fcfd3	qokedy	OK_GRID	OK_SET+GRADE_1+DY_CLOSE	OK=ansetzen; E=Stufe I; DY=Schluss	kurz ansetzen; Schluss	kurz benetzen; Schluss	8	E101|E137|E138|E259|E294|E297|E318|E335	B1-S001|B1-S009|B1-S010|B3-S013|B3-S028|B3-S029|B4-S002|B4-S008	f81v|f83r	B1|B3|B4	CLOSE	REVISED_R3	First ranked committed OK state; wetting is only a local realization.	kurz benetzen; Schluss	kurz benetzen; Schluss	kurz ansetzen; Schluss	kurz einwirken; Schluss	OK_SET+GRADE_1+DY_CLOSE	OK=ansetzen; E=Stufe I; DY=Schluss	kurz ansetzen; Schluss	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	93f69c38fdedee1598e9	qokeedal	GRADE_SITE_EXTENSION	OK_SET+GRADE_2+AL_SITE	OK=ansetzen; EE=Stufe II; AL=Stelle	länger an der Stelle halten	länger an der Stelle halten	1	E117	B1-S002	f81v	B1	OPEN_OR_NONTERMINAL	REVISED_R3	The same second grade modifies a site construction.	länger an der Stelle halten	länger an der Stelle halten	länger an der Stelle halten	lang an der Stelle einwirken	OK_SET+GRADE_2+AL_SITE	OK=ansetzen; EE=Stufe II; AL=Stelle	länger an der Stelle halten	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	7d25241b0e56c836372a	qokeedy	OK_GRID	OK_SET+GRADE_2+DY_CLOSE	OK=ansetzen; EE=Stufe II; DY=Schluss	länger ansetzen; Schluss	länger einwirken; Schluss	10	E171|E201|E213|E224|E227|E245|E265|E302|E315|E329	B2-S003|B2-S011|B2-S015|B2-S018|B2-S021|B3-S007|B3-S017|B3-S031|B4-S001|B4-S005	f82r|f83r	B2|B3|B4	CLOSE	REVISED_R3	Second ranked committed OK state.	länger einwirken; Schluss	länger einwirken; Schluss	länger ansetzen; Schluss	lang einwirken; Schluss	OK_SET+GRADE_2+DY_CLOSE	OK=ansetzen; EE=Stufe II; DY=Schluss	länger ansetzen; Schluss	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	d25110e0d8488927278f	qokeeedy	OK_GRID	OK_SET+GRADE_3+DY_CLOSE	OK=ansetzen; EEE=Stufe III; DY=Schluss	vollständig ansetzen; Schluss	vollständig durchtränken; Schluss	1	E209	B2-S012	f82r	B2	CLOSE	REVISED_R3	Third ranked committed OK state; saturation is local rather than lexical.	vollständig durchtränken; Schluss	voll durchtränken; Schluss	vollständig ansetzen; Schluss	ganz einwirken; Schluss	OK_SET+GRADE_3+DY_CLOSE	OK=ansetzen; EEE=Stufe III; DY=Schluss	vollständig ansetzen; Schluss	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	db167f8e9b53eefb58f8	qokshedy	SHED_GRID	OK_SET+SHED_SETTLE+DY_CLOSE	OK=stellen; SHED=absetzen; DY=Schluss	zum Absetzen stellen; Schluss	zur Ruhe setzen; Schluss	1	E267	B3-S019	f83r	B3	CLOSE	REVISED_R3	OK starts the settling state and DY closes it.	zur Ruhe setzen; Schluss	zum Absetzen stellen; Schluss	zum Absetzen stellen; Schluss	zur Ruhe setzen; Schluss	OK_SET+SHED_SETTLE+DY_CLOSE	OK=stellen; SHED=absetzen; DY=Schluss	zum Absetzen stellen; Schluss	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	ff178343c18e287ce3b7	qoteedy	OT_GRADE_GRID	OT_FOLLOW+GRADE_2+DY_CLOSE	OT=Folge; EE=Stufe II; DY=Schluss	längerer Folgeschritt; Schluss	danach länger einwirken lassen; Schluss	2	E226|E292	B2-S020|B3-S027	f82r|f83r	B2|B3	CLOSE	REVISED_R3	Committed second-grade successor.	danach länger einwirken lassen; Schluss	danach länger einwirken; Schluss	längerer Folgeschritt; Schluss	danach lang einwirken; Schluss	OT_FOLLOW+GRADE_2+DY_CLOSE	OT=Folge; EE=Stufe II; DY=Schluss	längerer Folgeschritt; Schluss	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	abb23e5e6936b4147f76	shedal	SHED_GRID	SHED_SETTLE+AL_SITE	SHED=absetzen; AL=Stelle	Absetzstelle	Ruhe-/Absetzstelle	2	E275|E364	B3-S021|B5-S003	f83r	B3|B5	OPEN_OR_NONTERMINAL	REVISED_R3	The same SHED base names the settling site when followed by AL.	Ruhestelle	Absetzstelle	Absetzstelle	Ruheplatz	SHED_SETTLE+AL_SITE	SHED=absetzen; AL=Stelle	Absetzstelle	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	03626ca94cb17800d767	sheedy	SHED_GRID	SHED_SETTLE+GRADE_2+DY_CLOSE	SHED=absetzen; EE=Stufe II; DY=Schluss	länger absetzen; Schluss	länger ruhen oder absetzen; Schluss	1	E261	B3-S014	f83r	B3	CLOSE	REVISED_R3	Second settling grade and close.	länger ruhen lassen; Schluss	länger absetzen lassen; Schluss	länger absetzen; Schluss	lang ruhen; Schluss	SHED_SETTLE+GRADE_2+DY_CLOSE	SHED=absetzen; EE=Stufe II; DY=Schluss	länger absetzen; Schluss	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	1bfd786e6b8b63734a59	solkeey	SOLK_GRID	SOLK_COLLECT+GRADE_2+Y_OPEN	SOLK=auffangen; EE=Stufe II; Y=offen	länger auffangen	länger auffangen	1	E373	B6-S001	f83r	B6	OPEN_OR_NONTERMINAL	REVISED_R3	Second open collection grade.	länger auffangen	länger auffangen	länger auffangen	länger auffangen	SOLK_COLLECT+GRADE_2+Y_OPEN	SOLK=auffangen; EE=Stufe II; Y=offen	länger auffangen	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	42cdc187d5b9ffc60063	solkey	SOLK_GRID	SOLK_COLLECT+GRADE_1+Y_OPEN	SOLK=auffangen; E=Stufe I; Y=offen	kurz auffangen	kurz auffangen	1	E356	B4-S015	f83r	B4	OPEN_OR_NONTERMINAL	REVISED_R3	First open collection grade.	kurz auffangen	kurz auffangen	kurz auffangen	kurz auffangen	SOLK_COLLECT+GRADE_1+Y_OPEN	SOLK=auffangen; E=Stufe I; Y=offen	kurz auffangen	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
03_GRADE_OPEN_CLOSE	daa1347f456415fe8737	solshedy	SHED_GRID	OL_CONTINUE+SHED_SETTLE+DY_CLOSE	OL=mit Vorigem; SHED=absetzen; DY=Schluss	mit Vorigem absetzen; Schluss	mit dem Vorigen ruhen lassen; Schluss	1	E193	B2-S009	f82r	B2	CLOSE	REVISED_R3	OL supplies the prior-item continuation; SHED supplies settling.	mit Vorigem ruhen; Schluss	mit dem Vorigen absetzen; Schluss	mit Vorigem absetzen; Schluss	weiter ruhen; Schluss	OL_CONTINUE+SHED_SETTLE+DY_CLOSE	OL=mit Vorigem; SHED=absetzen; DY=Schluss	mit Vorigem absetzen; Schluss	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
04_READINESS_STATE	e0b630cb1b5df5e7105b	checthy|cthy|shcthy	CTH_GRID	CTH_READY+Y_OPEN	CTH=bereit; Y=offen	gebrauchsfertig	gebrauchsfertig	7	E014|E016|E054|E271|E279|E289|E310	H1-S002|H2-S001|H3-S004|B3-S021|B3-S026|B3-S034	f10r|f11r|f83r	H1|H2|H3|B3	OPEN_OR_NONTERMINAL	REVISED_R3	Ungraded ready state; CTHOOR and CTHAIIN remain exact whole-card counterexamples.	bereit	bereit	gebrauchsfertig	fertig	CTH_READY+Y_CURRENT	CTH=bereit; Y=Posten	bereit	FOUR_ROLE_LEXICAL_REPAIR	R1/R2 use the smaller state BEREIT; 'gebrauchsfertig' adds an unsupported use context.
04_READINESS_STATE	6b89d6dd70635bc60fe0	qcthey|shcthey	CTH_GRID	CTH_READY+GRADE_1+Y_OPEN	CTH=bereit; E=Stufe I; Y=Posten	Posten kurz bereithalten	den laufenden Posten gebrauchsfertig halten	2	E204|E258	B2-S012|B3-S013	f82r|f83r	B2|B3	OPEN_OR_NONTERMINAL	REVISED_R3	First ranked open readiness state.	kurz bereithalten	kurz bereithalten	Posten kurz bereithalten	kurz bereithalten	CTH_READY+GRADE_1+Y_CURRENT	CTH=bereit; E=Stufe I; Y=Posten	kurz bereithalten	FOUR_ROLE_LEXICAL_REPAIR	The current item is supplied by Y and need not be repeated inside the default.
04_READINESS_STATE	cb57b696b815fdef9cb7	shecthy	TEMPERED	SHECTHY_TEMPERED_WHOLE_CARD	SHECTHY=temperiert	temperiert	temperiert	1	E276	B3-S021	f83r	B3	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Learned tempered state, distinct from CTH readiness.	temperiert	temperiert	temperiert	temperiert	SHECTHY_TEMPERED_WHOLE_CARD	SHECTHY=temperiert	temperiert	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
05_THERMAL_WHOLE	0bdc8b6db811b4e67a63	chary	COOL	chary=abkühlen	abkühlen	abkühlen	abkühlen	1	E253	B3-S011	f83r	B3	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Learned CHARY cooling card.	abkühlen	auskühlen	abkühlen	kühlen	chary=abkühlen	abkühlen	abkühlen	R3_STRUCTURAL_BASE	R3 retained after four-role comparison.
05_THERMAL_WHOLE	8c97dfde96fbc78e3355	lol	THERMAL_WHOLE	LOL_WARM_ENDPOINT_WHOLE_CARD	LOL=Warmpunkt	Warmpunkt	bis warm	1	E367	B5-S003	f83r	B5	OPEN_OR_NONTERMINAL	REVISED_R3	A concise endpoint value replaces the clause 'bis es warm ist'.	warm genug	handwarm	Warmpunkt	warm	LOL_WARM_WHOLE_CARD	LOL=warm	warm	FOUR_ROLE_LEXICAL_REPAIR	WARM is the common core of warm-enough, hand-warm, and warm-point rivals.
05_THERMAL_WHOLE	97cc9ac109148723c472	ody	THERMAL_CLOSE	ODY_COOL_STORE_CLOSE_WHOLE_CARD	ODY=Kühllager mit Schluss	Kühllager; Schluss	kühl lagern; Ende	1	E060	H4-S001	f55v	H4	CLOSE	REVISED_R3	Whole-card cool-storage close; no global O=cool rule is introduced.	kühl lagern; Ende	Kühllager; Schluss	Kühllager; Schluss	kühl; Schluss	ODY_COOL+TERMINAL_CLOSE	ODY=kühl; Endkarte=Schluss	kühl; Schluss	FOUR_ROLE_LEXICAL_REPAIR	The storage location is contextual; the card retains cool state plus its licensed close.
05_THERMAL_WHOLE	204b04837409088c48f9	oltchy	THERMAL_WHOLE	OLTCHY_GENTLE_HEAT_WHOLE_CARD	OLTCHY=sanft wärmen	sanft wärmen	gelind erwärmen	1	E070	H4-S004	f55v	H4	OPEN_OR_NONTERMINAL	REVISED_R3	Learned whole card; its initial OL is not forced to be continuation.	anwärmen	anwärmen	sanft wärmen	anwärmen	OLTCHY_WARM_WHOLE_CARD	OLTCHY=anwärmen	anwärmen	FOUR_ROLE_LEXICAL_REPAIR	Keep this as a learned whole card and remove the unsupported degree adverb.
05_THERMAL_WHOLE	43eb9aa12959b4d5cdc9	qekey	UNCOOKED	qekey=ungekocht	ungekocht	ungekocht	ungekocht	1	E374	B6-S001	f83r	B6	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Learned negative thermal state; E/Y are not freely split here.	ungekocht	roh	ungekocht	roh	QEKY_RAW_WHOLE_CARD	QEKY=roh	roh	FOUR_ROLE_LEXICAL_REPAIR	ROH is the shorter positive state; 'ungekocht' presupposes a specific process.
