category	joint_tuple_id	surface_family	atomic_role	selected_segmentation	selected_nucleus_de	selected_default_de	previous_default_de	occurrences	events	statements	pages	records	open_close_behavior	composition_status	technical_note
03_GRADE_OPEN_CLOSE	bc4f1f5c006c74a4d26d	cheedy|shedy|tedy	SHED_GRID	SHED_SETTLE+GRADE_1+DY_CLOSE	SHED=absetzen; E=Stufe I; DY=Schluss	absetzen; Schluss	ruhen oder absetzen; Schluss	12	E125|E136|E155|E163|E192|E255|E266|E314|E325|E336|E347|E361	B1-S004|B1-S008|B1-S016|B1-S019|B2-S008|B3-S012|B3-S018|B3-S034|B4-S003|B4-S009|B4-S013|B4-S016	f81v|f82r|f83r	B1|B2|B3|B4	CLOSE	REVISED_R3	Default/first settling grade and close.
03_GRADE_OPEN_CLOSE	2c1a5fd92b9e3c762242	cheeky	CHK_GRID	CHK_WARM+GRADE_2+Y_OPEN	CHK=wärmen; EE=Stufe II; Y=offen	länger wärmen	länger warm halten	2	E066|E333	H4-S003|B4-S008	f55v|f83r	H4|B4	OPEN_OR_NONTERMINAL	REVISED_R3	Second warmth grade in the internal-grade layout.
03_GRADE_OPEN_CLOSE	d904bf7b044dd3922781	cheky	CHK_GRID	CHK_WARM+GRADE_1+Y_OPEN	CHK=wärmen; E=Stufe I; Y=offen	kurz wärmen	kurz oder mild erwärmen	3	E134|E164|E339	B1-S008|B1-S020|B4-S011	f81v|f83r	B1|B4	OPEN_OR_NONTERMINAL	REVISED_R3	First warmth grade; locally it can read mild or brief.
03_GRADE_OPEN_CLOSE	a84fbe3ad380df345b97	chkeedy	CHK_GRID	CHK_WARM+GRADE_2+DY_CLOSE	CHK=wärmen; EE=Stufe II; DY=Schluss	länger wärmen; Schluss	länger warm halten; Schluss	1	E231	B3-S002	f83r	B3	CLOSE	REVISED_R3	Committed second warmth grade.
03_GRADE_OPEN_CLOSE	f0db6d30cd34f4cb2a4d	chkeey	CHK_GRID	CHK_WARM+GRADE_2+Y_OPEN_ALT_LAYOUT	CHK=wärmen; EE=Stufe II; Y=offen	Posten länger wärmen	den laufenden Posten länger warm halten	1	E183	B2-S005	f82r	B2	OPEN_OR_NONTERMINAL	REVISED_R3	Same second warmth grade with grade written after CHK.
03_GRADE_OPEN_CLOSE	9ad66e67803a12e745de	chokchy|okchy|qokchy	OK_GRID	OK_SET+CH_WRAPPER+Y_OPEN	OK=ansetzen; CHY=umhüllter offener Posten	Posten ansetzen	den laufenden Posten einsetzen	3	E011|E091|E095	H1-S002|H5-S004|H5-S005	f10r|f56r	H1|H5	OPEN_OR_NONTERMINAL	REVISED_R3	Wrapped open base; same stored value as the plain OKY card.
03_GRADE_OPEN_CLOSE	276a7c2d74d1143446f4	choky|oky|qoky	OK_GRID	OK_SET+Y_OPEN	OK=ansetzen; Y=offener Posten	Posten ansetzen	den laufenden Posten einsetzen	10	E008|E081|E085|E140|E188|E195|E247|E251|E298|E323	H1-S001|H5-S001|H5-S002|B1-S011|B2-S006|B2-S010|B3-S009|B3-S011|B3-S030|B4-S003	f10r|f56r|f81v|f82r|f83r	H1|H5|B1|B2|B3|B4	OPEN_OR_NONTERMINAL	REVISED_R3	Ungraded open base of the OK grid.
03_GRADE_OPEN_CLOSE	daf32e6db9e04413ce7f	okeeol	GRADE_ORDER_EXTENSION	OK_SET+GRADE_2+OL_CONTINUE	OK=ansetzen; EE=Stufe II; OL=mit Vorigem	mit Vorigem länger fortsetzen	länger mit dem Vorigen fortführen	1	E340	B4-S011	f83r	B4	OPEN_OR_NONTERMINAL	REVISED_R3	Grade II combines with the continuation carrier OL.
03_GRADE_OPEN_CLOSE	0275fbf14e07935b0a45	okeey|qokeey	OK_GRID	OK_SET+GRADE_2+Y_OPEN	OK=ansetzen; EE=Stufe II; Y=offen	länger ansetzen	länger halten	7	E153|E175|E194|E205|E293|E317|E322	B1-S016|B2-S004|B2-S010|B2-S012|B3-S028|B4-S002|B4-S003	f81v|f82r|f83r	B1|B2|B3|B4	OPEN_OR_NONTERMINAL	REVISED_R3	Second ranked open OK state.
03_GRADE_OPEN_CLOSE	08bd5ca0c2ad137a056d	okey|qokey	OK_GRID	OK_SET+GRADE_1+Y_OPEN	OK=ansetzen; E=Stufe I; Y=offen	kurz ansetzen	kurz anlegen	2	E142|E220	B1-S012|B2-S016	f81v|f82r	B1|B2	OPEN_OR_NONTERMINAL	REVISED_R3	First ranked open OK state.
03_GRADE_OPEN_CLOSE	3b70942557b3a40e8030	olkeedy|solkeedy	SOLK_GRID	SOLK_COLLECT+GRADE_2+DY_CLOSE	SOLK=auffangen; EE=Stufe II; DY=Schluss	länger auffangen; Schluss	länger auffangen; Schluss	3	E162|E229|E291	B1-S018|B3-S001|B3-S026	f81v|f83r	B1|B3	CLOSE	REVISED_R3	Second committed collection grade.
03_GRADE_OPEN_CLOSE	c45ebac60774620561e2	otedy	OT_GRADE_GRID	OT_FOLLOW+GRADE_1+DY_CLOSE	OT=Folge; E=Stufe I; DY=Schluss	kurzer Folgeschritt; Schluss	danach kurz einwirken lassen; Schluss	2	E249|E307	B3-S010|B3-S032	f83r	B3	CLOSE	REVISED_R3	The old 'einwirken' expansion was not in the visible construction.
03_GRADE_OPEN_CLOSE	5d5e0b288cf36864ed9d	oteey	OT_GRADE_GRID	OT_FOLLOW+GRADE_2+Y_OPEN	OT=Folge; EE=Stufe II; Y=offen	längerer Folgeposten	den nächsten Posten länger einwirken lassen	2	E185|E218	B2-S006|B2-S016	f82r	B2	OPEN_OR_NONTERMINAL	REVISED_R3	Open second-grade successor.
03_GRADE_OPEN_CLOSE	7db18b2f0fb7ed0fcfd3	qokedy	OK_GRID	OK_SET+GRADE_1+DY_CLOSE	OK=ansetzen; E=Stufe I; DY=Schluss	kurz ansetzen; Schluss	kurz benetzen; Schluss	8	E101|E137|E138|E259|E294|E297|E318|E335	B1-S001|B1-S009|B1-S010|B3-S013|B3-S028|B3-S029|B4-S002|B4-S008	f81v|f83r	B1|B3|B4	CLOSE	REVISED_R3	First ranked committed OK state; wetting is only a local realization.
03_GRADE_OPEN_CLOSE	93f69c38fdedee1598e9	qokeedal	GRADE_SITE_EXTENSION	OK_SET+GRADE_2+AL_SITE	OK=ansetzen; EE=Stufe II; AL=Stelle	länger an der Stelle halten	länger an der Stelle halten	1	E117	B1-S002	f81v	B1	OPEN_OR_NONTERMINAL	REVISED_R3	The same second grade modifies a site construction.
03_GRADE_OPEN_CLOSE	7d25241b0e56c836372a	qokeedy	OK_GRID	OK_SET+GRADE_2+DY_CLOSE	OK=ansetzen; EE=Stufe II; DY=Schluss	länger ansetzen; Schluss	länger einwirken; Schluss	10	E171|E201|E213|E224|E227|E245|E265|E302|E315|E329	B2-S003|B2-S011|B2-S015|B2-S018|B2-S021|B3-S007|B3-S017|B3-S031|B4-S001|B4-S005	f82r|f83r	B2|B3|B4	CLOSE	REVISED_R3	Second ranked committed OK state.
03_GRADE_OPEN_CLOSE	d25110e0d8488927278f	qokeeedy	OK_GRID	OK_SET+GRADE_3+DY_CLOSE	OK=ansetzen; EEE=Stufe III; DY=Schluss	vollständig ansetzen; Schluss	vollständig durchtränken; Schluss	1	E209	B2-S012	f82r	B2	CLOSE	REVISED_R3	Third ranked committed OK state; saturation is local rather than lexical.
03_GRADE_OPEN_CLOSE	db167f8e9b53eefb58f8	qokshedy	SHED_GRID	OK_SET+SHED_SETTLE+DY_CLOSE	OK=stellen; SHED=absetzen; DY=Schluss	zum Absetzen stellen; Schluss	zur Ruhe setzen; Schluss	1	E267	B3-S019	f83r	B3	CLOSE	REVISED_R3	OK starts the settling state and DY closes it.
03_GRADE_OPEN_CLOSE	ff178343c18e287ce3b7	qoteedy	OT_GRADE_GRID	OT_FOLLOW+GRADE_2+DY_CLOSE	OT=Folge; EE=Stufe II; DY=Schluss	längerer Folgeschritt; Schluss	danach länger einwirken lassen; Schluss	2	E226|E292	B2-S020|B3-S027	f82r|f83r	B2|B3	CLOSE	REVISED_R3	Committed second-grade successor.
03_GRADE_OPEN_CLOSE	abb23e5e6936b4147f76	shedal	SHED_GRID	SHED_SETTLE+AL_SITE	SHED=absetzen; AL=Stelle	Absetzstelle	Ruhe-/Absetzstelle	2	E275|E364	B3-S021|B5-S003	f83r	B3|B5	OPEN_OR_NONTERMINAL	REVISED_R3	The same SHED base names the settling site when followed by AL.
03_GRADE_OPEN_CLOSE	03626ca94cb17800d767	sheedy	SHED_GRID	SHED_SETTLE+GRADE_2+DY_CLOSE	SHED=absetzen; EE=Stufe II; DY=Schluss	länger absetzen; Schluss	länger ruhen oder absetzen; Schluss	1	E261	B3-S014	f83r	B3	CLOSE	REVISED_R3	Second settling grade and close.
03_GRADE_OPEN_CLOSE	1bfd786e6b8b63734a59	solkeey	SOLK_GRID	SOLK_COLLECT+GRADE_2+Y_OPEN	SOLK=auffangen; EE=Stufe II; Y=offen	länger auffangen	länger auffangen	1	E373	B6-S001	f83r	B6	OPEN_OR_NONTERMINAL	REVISED_R3	Second open collection grade.
03_GRADE_OPEN_CLOSE	42cdc187d5b9ffc60063	solkey	SOLK_GRID	SOLK_COLLECT+GRADE_1+Y_OPEN	SOLK=auffangen; E=Stufe I; Y=offen	kurz auffangen	kurz auffangen	1	E356	B4-S015	f83r	B4	OPEN_OR_NONTERMINAL	REVISED_R3	First open collection grade.
03_GRADE_OPEN_CLOSE	daa1347f456415fe8737	solshedy	SHED_GRID	OL_CONTINUE+SHED_SETTLE+DY_CLOSE	OL=mit Vorigem; SHED=absetzen; DY=Schluss	mit Vorigem absetzen; Schluss	mit dem Vorigen ruhen lassen; Schluss	1	E193	B2-S009	f82r	B2	CLOSE	REVISED_R3	OL supplies the prior-item continuation; SHED supplies settling.
04_READINESS_STATE	e0b630cb1b5df5e7105b	checthy|cthy|shcthy	CTH_GRID	CTH_READY+Y_OPEN	CTH=bereit; Y=offen	gebrauchsfertig	gebrauchsfertig	7	E014|E016|E054|E271|E279|E289|E310	H1-S002|H2-S001|H3-S004|B3-S021|B3-S026|B3-S034	f10r|f11r|f83r	H1|H2|H3|B3	OPEN_OR_NONTERMINAL	REVISED_R3	Ungraded ready state; CTHOOR and CTHAIIN remain exact whole-card counterexamples.
04_READINESS_STATE	6b89d6dd70635bc60fe0	qcthey|shcthey	CTH_GRID	CTH_READY+GRADE_1+Y_OPEN	CTH=bereit; E=Stufe I; Y=Posten	Posten kurz bereithalten	den laufenden Posten gebrauchsfertig halten	2	E204|E258	B2-S012|B3-S013	f82r|f83r	B2|B3	OPEN_OR_NONTERMINAL	REVISED_R3	First ranked open readiness state.
04_READINESS_STATE	cb57b696b815fdef9cb7	shecthy	TEMPERED	SHECTHY_TEMPERED_WHOLE_CARD	SHECTHY=temperiert	temperiert	temperiert	1	E276	B3-S021	f83r	B3	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Learned tempered state, distinct from CTH readiness.
05_THERMAL_WHOLE	0bdc8b6db811b4e67a63	chary	COOL	chary=abkühlen	abkühlen	abkühlen	abkühlen	1	E253	B3-S011	f83r	B3	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Learned CHARY cooling card.
05_THERMAL_WHOLE	8c97dfde96fbc78e3355	lol	THERMAL_WHOLE	LOL_WARM_ENDPOINT_WHOLE_CARD	LOL=Warmpunkt	Warmpunkt	bis warm	1	E367	B5-S003	f83r	B5	OPEN_OR_NONTERMINAL	REVISED_R3	A concise endpoint value replaces the clause 'bis es warm ist'.
05_THERMAL_WHOLE	97cc9ac109148723c472	ody	THERMAL_CLOSE	ODY_COOL_STORE_CLOSE_WHOLE_CARD	ODY=Kühllager mit Schluss	Kühllager; Schluss	kühl lagern; Ende	1	E060	H4-S001	f55v	H4	CLOSE	REVISED_R3	Whole-card cool-storage close; no global O=cool rule is introduced.
05_THERMAL_WHOLE	204b04837409088c48f9	oltchy	THERMAL_WHOLE	OLTCHY_GENTLE_HEAT_WHOLE_CARD	OLTCHY=sanft wärmen	sanft wärmen	gelind erwärmen	1	E070	H4-S004	f55v	H4	OPEN_OR_NONTERMINAL	REVISED_R3	Learned whole card; its initial OL is not forced to be continuation.
05_THERMAL_WHOLE	43eb9aa12959b4d5cdc9	qekey	UNCOOKED	qekey=ungekocht	ungekocht	ungekocht	ungekocht	1	E374	B6-S001	f83r	B6	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Learned negative thermal state; E/Y are not freely split here.
05_THERMAL_WHOLE	e8a6105b5c3a6220b440	qotchol	THERMAL_WHOLE	QOTCHOL_GENTLE_HEAT_WHOLE_CARD	QOTCHOL=sanft wärmen	sanft wärmen	gelind erwärmen	1	E012	H1-S002	f10r	H1	OPEN_OR_NONTERMINAL	REVISED_R3	Learned whole card; OTYTCHOL and TSHOL block a free TCHOL root.
05_THERMAL_WHOLE	4da0f0f7b5fc7ac20067	ral	COOL	ral=abkühlen	abkühlen	abkühlen	abkühlen	1	E130	B1-S006	f81v	B1	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Learned RAL cooling card; no shared visible cooling root with CHARY.
05_THERMAL_WHOLE	1496a731803a9f48d2e1	rol	THERMAL_WHOLE	ROL_BEFORE_COOLING_WHOLE_CARD	ROL=vor Abkühlung	vor Abkühlung	vor dem Abkühlen	1	E111	B1-S002	f81v	B1	OPEN_OR_NONTERMINAL	REVISED_R3	Learned thermal boundary; internal OL is not continuation here.
05_THERMAL_WHOLE	98bdc4244c84cbef3321	rsheal	WARM_WATER	RSHEAL_WARM_WATER_WHOLE_CARD	RSHEAL=Warmwasser	Warmwasser	Warmwasser	1	E222	B2-S017	f82r	B2	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Material card, not a warmth operation.
05_THERMAL_WHOLE	428a5e3662aa57b4b256	schoal	WINE_DECOCTION	SCHOAL_WINE_DECOCTION_WHOLE_CARD	SCHOAL=Weinsud	Weinsud	Weinsud	1	E040	H3-S001	f11r	H3	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	SCHOAL is a product noun, not the whole instruction 'boil in wine'.
05_THERMAL_WHOLE	883a6708116c342cb10b	skar	WARM_POUR	SKAR_WARM_POUR_WHOLE_CARD	SKAR=Warmausguss	Warmausguss	Warmausguss	1	E360	B4-S016	f83r	B4	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Transfer/material whole card, not CHK warmth grammar.
05_THERMAL_WHOLE	2e2027b1951d79911e24	tchody	THERMAL_CLOSE	TCHO_COOL+DY_CLOSE	TCHO=abkühlen; DY=Schluss	abkühlen; Schluss	abkühlen; Ende	1	E045	H3-S001	f11r	H3	CLOSE	REVISED_R3	Cooling operation plus the productive terminal carrier.
06_ORDER	dcda95c81a5460feb191	cheol|chol|ol|qol|sol|tol	ORDER_GRID	OL_CONTINUE	OL=mit Vorigem fortsetzen	mit Vorigem fortsetzen	mit Vorigem weiter	19	E013|E027|E029|E106|E110|E114|E121|E124|E133|E135|E148|E154|E295|E324|E343|E366|E370|E376|E378	H1-S002|H2-S002|B1-S002|B1-S003|B1-S004|B1-S008|B1-S014|B1-S016|B3-S029|B4-S003|B4-S011|B5-S003|B6-S001	f10r|f81v|f83r	H1|H2|B1|B3|B4|B5|B6	OPEN_OR_NONTERMINAL	REVISED_R3	Nineteen events make OL the recurrent continuation carrier.
06_ORDER	dec401773c1f0347793d	cholor|olor	PREVIOUS_BATCH	OL_PREVIOUS+OR_BATCH	OL=voriger; OR=Ansatz	voriger Ansatz	voriger Ansatz	2	E028|E113	H2-S002|B1-S002	f10r|f81v	H2|B1	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	OL supplies previous/continued relation to OR batch.
06_ORDER	d665560c8ff80799a82c	dchol|schol	ORDER_GRID	CH_WRAPPER+OL_PREVIOUS_ITEM	OL=voriger Posten	voriger Posten	vom vorigen Posten nehmen	2	E047|E083	H3-S003|H5-S002	f11r|f56r	H3|H5	OPEN_OR_NONTERMINAL	REVISED_R3	The local action 'nehmen' comes from syntax, not the card default.
06_ORDER	322281bd391aa621f568	okchol	ORDER_GRID	OK_SET+CH_WRAPPER+OL_CONTINUE	OK=ansetzen; OL=mit Vorigem	Vorigen fortsetzen	mit dem vorigen Arbeitsgut weiterarbeiten	1	E053	H3-S004	f11r	H3	OPEN_OR_NONTERMINAL	REVISED_R3	Wrapped surface of the same OK+OL continuation value.
06_ORDER	28ffbc88b97772a75f1e	olchedy|qolchedy	ORDER_GRID	OL_CONTINUE+CHED_TRANSFER+DY_CLOSE	OL=mit Vorigem; CHED=führen; DY=Schluss	Vorigen weiterführen; Schluss	weiterführen; Schluss	3	E126|E168|E242	B1-S005|B2-S002|B3-S006	f81v|f82r|f83r	B1|B2|B3	CLOSE	REVISED_R3	Continuation plus transfer and close.
06_ORDER	1b1ffdd869fb1429ad03	oldy	ORDER_GRID	OL_CONTINUE+DY_CLOSE	OL=fortsetzen; DY=Schluss	fortsetzen; Schluss	weiterführen; Ende	2	E067|E337	H4-S003|B4-S010	f55v|f83r	H4|B4	CLOSE	REVISED_R3	The B4 heating sentence was contextual overexpansion; OLDY itself only continues and closes.
06_ORDER	94df4847b7b16c98394a	olkain|qolkain	ORDER_GRID	OL_CONTINUE+AIN_PORTION	OL=weiter; AIN=Portion	weitere Portion	eine weitere Portion zugeben	2	E108|E358	B1-S002|B4-S016	f81v|f83r	B1|B4	OPEN_OR_NONTERMINAL	REVISED_R3	OL makes the portion additional; adding it is contextual syntax.
06_ORDER	90bcf0a9ec0ef56399e6	otal|qotal	NEXT_SITE	OT_NEXT+AL_SITE	OT=danach; AL=Stelle	danach zur Stelle	danach zur Stelle	3	E230|E237|E320	B3-S002|B3-S004|B4-S003	f83r	B3|B4	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	OT supplies succession to AL site.
06_ORDER	b6b654722e55729cc947	otar	THEN_FROM_SOURCE	OT+AR_SOURCE	OT=danach; AR=aus	danach auslassen	danach auslassen	1	E149	B1-S014	f81v	B1	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	OT supplies succession to a source action.
06_ORDER	601b77449028deed39de	otchdy	ORDER_GRID	OT_FOLLOW+CHD_TRANSFER+DY_CLOSE	OT=Folge; CHD=umsetzen; DY=Schluss	danach umsetzen; Schluss	danach umsetzen; Schluss	1	E362	B5-S001	f83r	B5	CLOSE	REVISED_R3	Short CHD layout of the same followed transfer close.
06_ORDER	4de12cf322dfb76ded1e	otchedy|qotchedy	ORDER_GRID	OT_FOLLOW+CHED_TRANSFER+DY_CLOSE	OT=Folge; CHED=umsetzen; DY=Schluss	danach umsetzen; Schluss	danach oder erneut umsetzen; Schluss	2	E281|E301	B3-S022|B3-S030	f83r	B3	CLOSE	REVISED_R3	OT is succession, not an ambiguous free repetition word.
06_ORDER	faf321940aed922846a9	otchey	ORDER_GRID	OT_FOLLOW+Y_CURRENT_ITEM	OT=Folge; Y=Posten	Folgeposten	den nächsten Posten wählen	2	E098|E321	H5-S006|B4-S003	f56r|f83r	H5|B4	OPEN_OR_NONTERMINAL	REVISED_R3	OT selects the successor item.
06_ORDER	10488b911aae52b3b334	otchor|qotchor	NEXT_BATCH	OT_NEXT+OR_BATCH	OT=nächster; OR=Ansatz	nächster Ansatz	nächster Ansatz	2	E024|E080	H2-S002|H5-S001	f10r|f56r	H2|H5	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	OT supplies successor relation to OR batch.
06_ORDER	497cbd9c7401810ff56b	otol	ORDER_GRID	OT_FOLLOW+OL_CONTINUE	OT=Folge; OL=fortsetzen	danach fortsetzen	danach weiter	1	E026	H2-S002	f10r	H2	OPEN_OR_NONTERMINAL	REVISED_R3	Both order values compose without adding content.
06_ORDER	232195d6ff2f326322f7	qokol	ORDER_GRID	OK_SET+OL_CONTINUE	OK=ansetzen; OL=mit Vorigem	Vorigen fortsetzen	vorigen Arbeitsgang weiterführen	1	E346	B4-S013	f83r	B4	OPEN_OR_NONTERMINAL	REVISED_R3	OK applies the continuation to the previous work item.
06_ORDER	b154ff779abe5f196c80	schedair	CONDUCT_ONWARD	S_RENDERER+CHED_LEAD+AIR_WATER	CHED=führen; AIR=Wasser	Wasser weiterführen	Wasser weiterführen	1	E300	B3-S030	f83r	B3	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Water is conducted onward, but the card is not an OT/OL order marker.
07_REPEAT	9247e38d29c79a0d2fa5	cheeety	FIRST_RINSE	cheeety=erste Spülung	erste Spülung	erste Spülung	erste Spülung	1	E296	B3-S029	f83r	B3	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Learned first-rinse card.
07_REPEAT	db729b598e89e11452e0	ches	EQUAL_PORTIONS	ches=gleiche Anteile	gleiche Anteile	gleiche Anteile	gleiche Anteile	1	E216	B2-S016	f82r	B2	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Learned equality card for portions.
07_REPEAT	0ec6a45e2950e8e7061d	chodaly	SEASONAL_ONSET	chodaly=Blütebeginn	Blütebeginn	Blütebeginn	Blütebeginn	1	E076	H5-S001	f56r	H5	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Learned flowering-onset card; temporal but not part of the OT/OL grid.
07_REPEAT	78b3b3140714da19090d	daldy	SECOND_OPENING_CLOSE	dal=zweite Öffnung + dy=Ende	zweite Öffnung + Ende	zweite Öffnung; Ende	zweite Öffnung; Ende	1	E223	B2-S017	f82r	B2	CLOSE	RETAINED_AUDIT	Learned second-opening card with terminal DY.
07_REPEAT	f329f2051370174e9a38	lcheckhy	SECOND_OPENING	lcheckhy=zweite Öffnung	zweite Öffnung	zweite Öffnung	zweite Öffnung	1	E173	B2-S004	f82r	B2	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Learned second-opening card without a productive numeric split.
07_REPEAT	b958a512ca6a3559e86e	lkedy	REPEAT_WHOLE	LKEDY_SECOND_WASH_CLOSE_WHOLE_CARD	LKEDY=zweite Waschung mit Schluss	zweite Waschung; Schluss	zweimal waschen; Ende	1	E344	B4-S011	f83r	B4	CLOSE	REVISED_R3	Learned repeated-wash card; no free LKE=two rule is generalized.
07_REPEAT	5eff216ba51fbfb21f22	ls	FIRST_OPENING	ls=erste Öffnung	erste Öffnung	erste Öffnung	erste Öffnung	1	E196	B2-S010	f82r	B2	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Second exact surface family for a learned first-opening value.
07_REPEAT	a8f891de626fc00028e9	octheol	SAME_SETTING	octheol=gleiche Einstellung	gleiche Einstellung	gleiche Einstellung	gleiche Einstellung	1	E182	B2-S005	f82r	B2	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Learned equality/same-setting card.
07_REPEAT	1322bc176443fc2a8a86	qokokchy	REPEAT_GRID	OK_SET+OK_REPEAT+CHY_CURRENT_ITEM	OK+OK=erneut; CHY=Posten	Posten erneut ansetzen	den laufenden Posten erneut in Arbeit nehmen	1	E090	H5-S003	f56r	H5	OPEN_OR_NONTERMINAL	REVISED_R3	Literal doubled OK is the strongest visible repetition marker.
07_REPEAT	a48efd6c4491a046ba78	qotchy	RESERVED_ITEM	qotchy=zurückbehaltene Blüten	zurückbehaltene Blüten	zurückbehaltene Blüten	zurückbehaltene Blüten	1	E052	H3-S004	f11r	H3	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Learned reference to the reserved flowers; apparent OT is not freely split.
07_REPEAT	3e9c7f217843b588489d	raly	FIRST_OPENING	raly=erste Öffnung	erste Öffnung	erste Öffnung	erste Öffnung	1	E375	B6-S001	f83r	B6	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Learned first-opening card.
