family	joint_tuple_id	surface_family	selected_nucleus_de	selected_default_de	occurrences	event_ids	statements	pages	selection_reason
ORDER_OT	ff178343c18e287ce3b7	qoteedy	OT=danach; EE=lang; Endkarte=Schluss	danach lang einwirken; Schluss	2	E226|E292	B2-S020|B3-S027	f82r|f83r	Sustained sequential closed cell.
ORDER_OL	dcda95c81a5460feb191	cheol|chol|ol|qol|sol|tol	OL=weiter	weiter	19	E013|E027|E029|E106|E110|E114|E121|E124|E133|E135|E148|E154|E295|E324|E343|E366|E370|E376|E378	H1-S002|H2-S002|B1-S002|B1-S003|B1-S004|B1-S008|B1-S014|B1-S016|B3-S029|B4-S003|B4-S011|B5-S003|B6-S001	f10r|f81v|f83r	The recurrent exact card is a continuation prompt, not a content word.
ORDER_OL	1b1ffdd869fb1429ad03	oldy	OL=weiter; Endkarte=Schluss	weiter; Schluss	2	E067|E337	H4-S003|B4-S010	f55v|f83r	The same exact card must not mean gentle heating in only one of its two occurrences.
ORDER_OL	dec401773c1f0347793d	cholor|olor	OL=weiter; OR=Ansatz	Ansatz weiterführen	2	E028|E113	H2-S002|B1-S002	f10r|f81v	Previous batch is inherited; OL itself contributes continuation.
ORDER_OL	94df4847b7b16c98394a	olkain|qolkain	OL=weiter; AIN=Portion	weitere Portion	2	E108|E358	B1-S002|B4-S016	f81v|f83r	The compound predicts an additional portion.
ORDER_OL	232195d6ff2f326322f7	qokol	OK=in Arbeit setzen; OL=weiter	weiterarbeiten	1	E346	B4-S013	f83r	The same process continues.
ORDER_OL	28ffbc88b97772a75f1e	olchedy|qolchedy	OL=weiter; CHED=führen; Endkarte=Schluss	weiterführen; Schluss	3	E126|E168|E242	B1-S005|B2-S002|B3-S006	f81v|f82r|f83r	Continuation plus transfer and close.
ORDER_OL	d665560c8ff80799a82c	dchol|schol	OL=weiter	weiternehmen	2	E047|E083	H3-S003|H5-S002	f11r|f56r	The two-page exact card should not name two local plants or diseases.
REPEAT_DOUBLE_OK	1322bc176443fc2a8a86	qokokchy	OK+OK=nochmals; Y=Posten	Posten nochmals einsetzen	1	E090	H5-S003	f56r	Doubling repeats the operation; OT remains next and OL remains continue.
THERMAL_WHOLE_CARD	e8a6105b5c3a6220b440	qotchol	QOTCHOL=anwärmen	anwärmen	1	E012	H1-S002	f10r	A one-word action replaces the gentle-heating sentence.
THERMAL_WHOLE_CARD	204b04837409088c48f9	oltchy	OLTCHY=anwärmen	anwärmen	1	E070	H4-S004	f55v	A second learned warming card; no free TCHY root is asserted.
THERMAL_WHOLE_CARD	1496a731803a9f48d2e1	rol	ROL=heiß	heiß	1	E111	B1-S002	f81v	State, not the phrase 'before cooling'.
THERMAL_WHOLE_CARD	8c97dfde96fbc78e3355	lol	LOL=warm	warm	1	E367	B5-S003	f83r	State, not the phrase 'until warm'.
THERMAL_WHOLE_CARD	43eb9aa12959b4d5cdc9	qekey	QEKY=roh	roh	1	E374	B6-S001	f83r	Short state replaces the negative phrase unboiled.
THERMAL_WHOLE_CARD	cb57b696b815fdef9cb7	shecthy	SHECTHY=temperiert	temperiert	1	E276	B3-S021	f83r	Retain the selected intermediate state.
COOL_WHOLE_CARD	2e2027b1951d79911e24	tchody	TCHODY=kühlen; Endkarte=Schluss	kühlen; Schluss	1	E045	H3-S001	f11r	The Herbal product cools after clarification.
COOL_WHOLE_CARD	0bdc8b6db811b4e67a63	chary	CHARY=kühlen	kühlen	1	E253	B3-S011	f83r	One-card cooling action.
COOL_WHOLE_CARD	4da0f0f7b5fc7ac20067	ral	RAL=kühlen	kühlen	1	E130	B1-S006	f81v	One-card cooling action in the bath cycle.
COOL_WHOLE_CARD	97cc9ac109148723c472	ody	ODY=kühl; Endkarte=Schluss	kühl; Schluss	1	E060	H4-S001	f55v	Storage is contextual; the card supplies cool state and close.
TIME_WHOLE_CARD	21ed2873b71e57269c08	chckhal	CHCKHAL=Dauer	Dauer	1	E355	B4-S015	f83r	Already atomic and reusable as a time slot.
TIME_WHOLE_CARD	a8af08e69edab8e54f15	shfydaiin	SHFY=Ruhe; AIIN=Maß	Ruhezeit	1	E042	H3-S001	f11r	Replace the sentence 'stand for the prescribed time' with its slot noun.
TIME_WHOLE_CARD	d72f71baff01cd0a0406	chldaiin	CHLD=absetzen; AIIN=Maß	Absetzmaß	1	E286	B3-S026	f83r	The surrounding basin supplies the object; the card names the settling threshold.
RESULT_WHOLE_CARD	d788d8d72d41b25a3c71	chealror	CHEALROR=klar	klar	1	E290	B3-S026	f83r	State, not the clause 'until clear'.
