unified_serial	source_kind	unit_id	page	locus_or_field	source_id	visible_owner	visible_surface	normalized_id	dictionary_entries	portable_core_value_de	local_expansion_de
69	PROSE_EVENT	H4	f55v	F013	E069	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	okal	MC040	OK+AL	dorthin einsetzen	dorthin einsetzen
71	PROSE_EVENT	H4	f55v	F013	E071	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	or	MC080	OR	Ansatz	Ansatz
72	PROSE_EVENT	H4	f55v	F013	E072	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	y	MC123	Y	dies	dies
77	PROSE_EVENT	H5	f56r	F014	E077	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	daiin	MC039	AIIN	Sollwert	Sollmaß
81	PROSE_EVENT	H5	f56r	F015	E081	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choky	MC026	OK+Y	einsetzen	einsetzen
82	PROSE_EVENT	H5	f56r	F015	E082	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	dal	MC154	AL	dorthin	dorthin
85	PROSE_EVENT	H5	f56r	F016	E085	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choky	MC026	OK+Y	einsetzen	einsetzen
98	PROSE_EVENT	H5	f56r	F020	E098	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	otchey	MC171	OT+Y	das nächste	das nächste
100	PROSE_EVENT	H5	f56r	F020	E100	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	daiin	MC039	AIIN	Sollwert	Sollmaß
104	PROSE_EVENT	B1	f81v	F022	E104	gemeinsames zweireihiges Figuren-/Beckenfeld	okal	MC040	OK+AL	dorthin einsetzen	dorthin einsetzen
105	PROSE_EVENT	B1	f81v	F022	E105	gemeinsames zweireihiges Figuren-/Beckenfeld	sar	MC055	AR	davon	davon
106	PROSE_EVENT	B1	f81v	F022	E106	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	OL	weiter	weiter
109	PROSE_EVENT	B1	f81v	F022	E109	gemeinsames zweireihiges Figuren-/Beckenfeld	al	MC154	AL	dorthin	dorthin
110	PROSE_EVENT	B1	f81v	F022	E110	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	OL	weiter	weiter
113	PROSE_EVENT	B1	f81v	F023	E113	gemeinsames zweireihiges Figuren-/Beckenfeld	olor	MC157	OL+OR	derselbe Ansatz	derselbe Ansatz
114	PROSE_EVENT	B1	f81v	F023	E114	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	OL	weiter	weiter
116	PROSE_EVENT	B1	f81v	F023	E116	gemeinsames zweireihiges Figuren-/Beckenfeld	daiin	MC039	AIIN	Sollwert	Sollmaß
118	PROSE_EVENT	B1	f81v	F023	E118	gemeinsames zweireihiges Figuren-/Beckenfeld	daiin	MC039	AIIN	Sollwert	Sollmaß
121	PROSE_EVENT	B1	f81v	F024	E121	gemeinsames zweireihiges Figuren-/Beckenfeld	qol	MC153	OL	weiter	weiter
123	PROSE_EVENT	B1	f81v	F026	E123	gemeinsames zweireihiges Figuren-/Beckenfeld	chedy	MC074	Y+CHED~CHD	überführen	überführen
124	PROSE_EVENT	B1	f81v	F026	E124	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	OL	weiter	weiter
132	PROSE_EVENT	B1	f81v	F030	E132	gemeinsames zweireihiges Figuren-/Beckenfeld	chey	MC123	Y	dies	dies
133	PROSE_EVENT	B1	f81v	F030	E133	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	OL	weiter	weiter
135	PROSE_EVENT	B1	f81v	F030	E135	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	OL	weiter	weiter
140	PROSE_EVENT	B1	f81v	F033	E140	gemeinsames zweireihiges Figuren-/Beckenfeld	qoky	MC026	OK+Y	einsetzen	einsetzen
145	PROSE_EVENT	B1	f81v	F036	E145	gemeinsames zweireihiges Figuren-/Beckenfeld	chedy	MC074	Y+CHED~CHD	überführen	überführen
148	PROSE_EVENT	B1	f81v	F036	E148	gemeinsames zweireihiges Figuren-/Beckenfeld	qol	MC153	OL	weiter	weiter
152	PROSE_EVENT	B1	f81v	F038	E152	gemeinsames zweireihiges Figuren-/Beckenfeld	qokal	MC040	OK+AL	dorthin einsetzen	dorthin einsetzen
154	PROSE_EVENT	B1	f81v	F038	E154	gemeinsames zweireihiges Figuren-/Beckenfeld	qol	MC153	OL	weiter	weiter
156	PROSE_EVENT	B1	f81v	F039	E156	gemeinsames zweireihiges Figuren-/Beckenfeld	sal	MC154	AL	dorthin	dorthin
166	PROSE_EVENT	B1	f81v	F044	E166	gemeinsames zweireihiges Figuren-/Beckenfeld	chal	MC154	AL	dorthin	dorthin
170	PROSE_EVENT	B2	f82r	F047	E170	obere Paarbecken-/Zylinderstation	dy	MC123	Y	dies	dies
172	PROSE_EVENT	B2	f82r	F048	E172	obere Paarbecken-/Zylinderstation	qokal	MC040	OK+AL	dorthin einsetzen	dorthin einsetzen
186	PROSE_EVENT	B2	f82r	F052	E186	obere Paarbecken-/Zylinderstation	qokal	MC040	OK+AL	dorthin einsetzen	dorthin einsetzen
188	PROSE_EVENT	B2	f82r	F052	E188	obere Paarbecken-/Zylinderstation	qoky	MC026	OK+Y	einsetzen	einsetzen
195	PROSE_EVENT	B2	f82r	F056	E195	mittlere linke Geräte-/Inline-Knotenstation	qoky	MC026	OK+Y	einsetzen	einsetzen
197	PROSE_EVENT	B2	f82r	F056	E197	mittlere linke Geräte-/Inline-Knotenstation	cheey	MC119	RESULT	Freigabewert	Klarlauf
199	PROSE_EVENT	B2	f82r	F057	E199	ungelöste mittlere rechte Linie-/Liegepodeststation	char	MC055	AR	davon	davon
203	PROSE_EVENT	B2	f82r	F059	E203	unteres grünes Mehrfigurenfeld	cheey	MC119	RESULT	Freigabewert	Klarlauf
207	PROSE_EVENT	B2	f82r	F059	E207	unteres grünes Mehrfigurenfeld	daiin	MC039	AIIN	Sollwert	Sollmaß
208	PROSE_EVENT	B2	f82r	F059	E208	unteres grünes Mehrfigurenfeld	chey	MC123	Y	dies	dies
214	PROSE_EVENT	B2	f82r	F063	E214	lokale Randstationen des unteren Feldes	cheal	MC154	AL	dorthin	dorthin
217	PROSE_EVENT	B2	f82r	F063	E217	lokale Randstationen des unteren Feldes	aiin	MC039	AIIN	Sollwert	Sollmaß
232	PROSE_EVENT	B3	f83r	F073	E232	obere offene Fächer-Randstation	chey	MC123	Y	dies	dies
233	PROSE_EVENT	B3	f83r	F073	E233	obere offene Fächer-Randstation	daiin	MC039	AIIN	Sollwert	Sollmaß
234	PROSE_EVENT	B3	f83r	F073	E234	obere offene Fächer-Randstation	chey	MC123	Y	dies	dies
238	PROSE_EVENT	B3	f83r	F074	E238	obere offene Fächer-Randstation	dar	MC055	AR	davon	davon
241	PROSE_EVENT	B3	f83r	F076	E241	mittlere runde Gefäß-Randstation	qokal	MC040	OK+AL	dorthin einsetzen	dorthin einsetzen
244	PROSE_EVENT	B3	f83r	F077	E244	mittlere runde Gefäß-Randstation	chedy	MC074	Y+CHED~CHD	überführen	überführen
247	PROSE_EVENT	B3	f83r	F079	E247	mittlere runde Gefäß-Randstation	qoky	MC026	OK+Y	einsetzen	einsetzen
251	PROSE_EVENT	B3	f83r	F081	E251	untere korbartige Gefäß-Randstation	qoky	MC026	OK+Y	einsetzen	einsetzen
252	PROSE_EVENT	B3	f83r	F081	E252	untere korbartige Gefäß-Randstation	chedy	MC074	Y+CHED~CHD	überführen	überführen
254	PROSE_EVENT	B3	f83r	F082	E254	untere korbartige Gefäß-Randstation	sor	MC080	OR	Ansatz	Ansatz
268	PROSE_EVENT	B3	f83r	F091	E268	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	dal	MC154	AL	dorthin	dorthin
272	PROSE_EVENT	B3	f83r	F092	E272	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	dal	MC154	AL	dorthin	dorthin
273	PROSE_EVENT	B3	f83r	F092	E273	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	sy	MC123	Y	dies	dies
274	PROSE_EVENT	B3	f83r	F093	E274	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	saiin	MC039	AIIN	Sollwert	Sollmaß
277	PROSE_EVENT	B3	f83r	F093	E277	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	chey	MC123	Y	dies	dies
278	PROSE_EVENT	B3	f83r	F093	E278	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	tal	MC154	AL	dorthin	dorthin
287	PROSE_EVENT	B3	f83r	F098	E287	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	chedy	MC074	Y+CHED~CHD	überführen	überführen
295	PROSE_EVENT	B3	f83r	F102	E295	Hauptpaar am sichtbaren ungerichteten Bogen	sol	MC153	OL	weiter	weiter
298	PROSE_EVENT	B3	f83r	F103	E298	Hauptpaar am sichtbaren ungerichteten Bogen	qoky	MC026	OK+Y	einsetzen	einsetzen
299	PROSE_EVENT	B3	f83r	F103	E299	Hauptpaar am sichtbaren ungerichteten Bogen	saiin	MC039	AIIN	Sollwert	Sollmaß
304	PROSE_EVENT	B3	f83r	F106	E304	Hauptpaar am sichtbaren ungerichteten Bogen	chedy	MC074	Y+CHED~CHD	überführen	überführen
319	PROSE_EVENT	B4	f83r	F111	E319	Hauptpaar am sichtbaren ungerichteten Bogen	chedy	MC074	Y+CHED~CHD	überführen	überführen
321	PROSE_EVENT	B4	f83r	F112	E321	Hauptpaar am sichtbaren ungerichteten Bogen	otchey	MC171	OT+Y	das nächste	das nächste
323	PROSE_EVENT	B4	f83r	F112	E323	Hauptpaar am sichtbaren ungerichteten Bogen	qoky	MC026	OK+Y	einsetzen	einsetzen
324	PROSE_EVENT	B4	f83r	F112	E324	Hauptpaar am sichtbaren ungerichteten Bogen	tol	MC153	OL	weiter	weiter
328	PROSE_EVENT	B4	f83r	F114	E328	Hauptpaar am sichtbaren ungerichteten Bogen	chedy	MC074	Y+CHED~CHD	überführen	überführen
332	PROSE_EVENT	B4	f83r	F117	E332	Hauptpaar am sichtbaren ungerichteten Bogen	saiin	MC039	AIIN	Sollwert	Sollmaß
337	PROSE_EVENT	B4	f83r	F119	E337	Hauptpaar am sichtbaren ungerichteten Bogen	oldy	MC019	OL+DY	fertig	fertig
338	PROSE_EVENT	B4	f83r	F120	E338	linke offene Fransen-/Unterlaufstation	saiin	MC039	AIIN	Sollwert	Sollmaß
342	PROSE_EVENT	B4	f83r	F120	E342	linke offene Fransen-/Unterlaufstation	chdy	MC074	Y+CHED~CHD	überführen	überführen
343	PROSE_EVENT	B4	f83r	F121	E343	linke offene Fransen-/Unterlaufstation	sol	MC153	OL	weiter	weiter
348	PROSE_EVENT	B4	f83r	F124	E348	linke offene Fransen-/Unterlaufstation	or	MC080	OR	Ansatz	Ansatz
349	PROSE_EVENT	B4	f83r	F124	E349	linke offene Fransen-/Unterlaufstation	chey	MC123	Y	dies	dies
353	PROSE_EVENT	B4	f83r	F125	E353	linke offene Fransen-/Unterlaufstation	shey	MC119	RESULT	Freigabewert	Klarlauf
359	PROSE_EVENT	B4	f83r	F127	E359	rechte S-Lauf-/Mehrarmknotenstation	dal	MC154	AL	dorthin	dorthin
365	PROSE_EVENT	B5	f83r	F132	E365	linker offener Fransen-Endposten	dal	MC154	AL	dorthin	dorthin
366	PROSE_EVENT	B5	f83r	F132	E366	linker offener Fransen-Endposten	cheol	MC153	OL	weiter	weiter
369	PROSE_EVENT	B5	f83r	F132	E369	linker offener Fransen-Endposten	aiin	MC039	AIIN	Sollwert	Sollmaß
370	PROSE_EVENT	B5	f83r	F133	E370	linker offener Fransen-Endposten	sol	MC153	OL	weiter	weiter
372	PROSE_EVENT	B5	f83r	F133	E372	linker offener Fransen-Endposten	chedy	MC074	Y+CHED~CHD	überführen	überführen
376	PROSE_EVENT	B6	f83r	F134	E376	rechter S-Lauf-/Mehrarm-Endposten	ol	MC153	OL	weiter	weiter
377	PROSE_EVENT	B6	f83r	F135	E377	rechter S-Lauf-/Mehrarm-Endposten	daiin	MC039	AIIN	Sollwert	Sollmaß
378	PROSE_EVENT	B6	f83r	F135	E378	rechter S-Lauf-/Mehrarm-Endposten	ol	MC153	OL	weiter	weiter
380	PROSE_EVENT	B6	f83r	F135	E380	rechter S-Lauf-/Mehrarm-Endposten	chey	MC123	Y	dies	dies
407	ASTRO_GROUP	A1	f67r2	f67r2.11	A026	A1_RIGHT_SECTOR_SLOT_11	chy	MC123	Y	dies	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: dieser lokale Diagrammposten.
416	ASTRO_GROUP	A1	f67r2	f67r2.14	A035	A1_RIGHT_RING_BAND_02	oldy	MC019	OL+DY	fertig	Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: fortsetzen und den Eintrag schliessen.
421	ASTRO_GROUP	A1	f67r2	f67r2.16	A040	A1_LEFT_LOCAL_FIELD_16	y	MC123	Y	dies	Sternplatz A1_LEFT_LOCAL_FIELD_16: dieser lokale Diagrammposten.
422	ASTRO_GROUP	A1	f67r2	f67r2.17	A041	A1_LEFT_LOCAL_FIELD_17	otchey	MC171	OT+Y	das nächste	Sternplatz A1_LEFT_LOCAL_FIELD_17: naechster Diagrammposten.
424	ASTRO_GROUP	A1	f67r2	f67r2.17	A043	A1_LEFT_LOCAL_FIELD_17	dy	MC123	Y	dies	Sternplatz A1_LEFT_LOCAL_FIELD_17: dieser lokale Diagrammposten.
426	ASTRO_GROUP	A1	f67r2	f67r2.18	A045	A1_LEFT_LOCAL_FIELD_18	daiin	MC039	AIIN	Sollwert	Sternplatz A1_LEFT_LOCAL_FIELD_18: Sollwert oder Grad des bezeichneten Himmelsplatzes.
427	ASTRO_GROUP	A1	f67r2	f67r2.18	A046	A1_LEFT_LOCAL_FIELD_18	dal	MC154	AL	dorthin	Sternplatz A1_LEFT_LOCAL_FIELD_18: zum bezeichneten Zielplatz.
437	ASTRO_GROUP	A1	f67r2	f67r2.22	A056	A1_LEFT_LOCAL_FIELD_22	okal	MC040	OK+AL	dorthin einsetzen	Sternplatz A1_LEFT_LOCAL_FIELD_22: am Zielplatz setzen.
449	ASTRO_GROUP	A1	f67r2	f67r2.27	A068	A1_LEFT_LOCAL_FIELD_27	aiin	MC039	AIIN	Sollwert	Sternplatz A1_LEFT_LOCAL_FIELD_27: Sollwert oder Grad des bezeichneten Himmelsplatzes.
454	ASTRO_GROUP	A1	f67r2	f67r2.29	A073	A1_LEFT_LOCAL_FIELD_29	saiin	MC039	AIIN	Sollwert	Sternplatz A1_LEFT_LOCAL_FIELD_29: Sollwert oder Grad des bezeichneten Himmelsplatzes.
467	ASTRO_GROUP	A1	f67r2	f67r2.35	A086	A1_LEFT_LOCAL_FIELD_35	chol	MC153	OL	weiter	Sternplatz A1_LEFT_LOCAL_FIELD_35: im selben Ring oder Band fortsetzen.
471	ASTRO_GROUP	A1	f67r2	f67r2.36	A090	A1_LEFT_LOCAL_FIELD_36	daiin	MC039	AIIN	Sollwert	Sternplatz A1_LEFT_LOCAL_FIELD_36: Sollwert oder Grad des bezeichneten Himmelsplatzes.
472	ASTRO_GROUP	A1	f67r2	f67r2.36	A091	A1_LEFT_LOCAL_FIELD_36	or	MC080	OR	Ansatz	Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs- oder Tabellensatz.
476	ASTRO_GROUP	A1	f67r2	f67r2.39	A095	A1_LEFT_LOCAL_FIELD_39	sor	MC080	OR	Ansatz	Sternplatz A1_LEFT_LOCAL_FIELD_39: Bedingungs- oder Tabellensatz.
478	ASTRO_GROUP	A1	f67r2	f67r2.39	A097	A1_LEFT_LOCAL_FIELD_39	dy	MC123	Y	dies	Sternplatz A1_LEFT_LOCAL_FIELD_39: dieser lokale Diagrammposten.
487	ASTRO_GROUP	A1	f67r2	f67r2.43	A106	A1_LEFT_LOCAL_FIELD_43	daiin	MC039	AIIN	Sollwert	Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.
488	ASTRO_GROUP	A1	f67r2	f67r2.43	A107	A1_LEFT_LOCAL_FIELD_43	aiin	MC039	AIIN	Sollwert	Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.
493	ASTRO_GROUP	A1	f67r2	f67r2.44	A112	A1_LEFT_LOCAL_FIELD_44	aiin	MC039	AIIN	Sollwert	Sternplatz A1_LEFT_LOCAL_FIELD_44: Sollwert oder Grad des bezeichneten Himmelsplatzes.
502	ASTRO_GROUP	A1	f67r2	f67r2.48	A121	A1_LEFT_LOCAL_FIELD_48	dy	MC123	Y	dies	Sternplatz A1_LEFT_LOCAL_FIELD_48: dieser lokale Diagrammposten.
505	ASTRO_GROUP	A1	f67r2	f67r2.49	A124	A1_LEFT_LOCAL_FIELD_49	aiin	MC039	AIIN	Sollwert	Sternplatz A1_LEFT_LOCAL_FIELD_49: Sollwert oder Grad des bezeichneten Himmelsplatzes.
507	ASTRO_GROUP	A1	f67r2	f67r2.50	A126	A1_LEFT_LOCAL_FIELD_50	sal	MC154	AL	dorthin	Sternplatz A1_LEFT_LOCAL_FIELD_50: zum bezeichneten Zielplatz.
511	ASTRO_GROUP	A1	f67r2	f67r2.54	A130	A1_LEFT_OUTER_STAR_STATION_03	y	MC123	Y	dies	Sternplatz A1_LEFT_OUTER_STAR_STATION_03: dieser lokale Diagrammposten.
514	ASTRO_GROUP	A1	f67r2	f67r2.56	A133	A1_LEFT_OUTER_STAR_STATION_05	tol	MC153	OL	weiter	Sternplatz A1_LEFT_OUTER_STAR_STATION_05: im selben Ring oder Band fortsetzen.
515	ASTRO_GROUP	A1	f67r2	f67r2.56	A134	A1_LEFT_OUTER_STAR_STATION_05	daiin	MC039	AIIN	Sollwert	Sternplatz A1_LEFT_OUTER_STAR_STATION_05: Sollwert oder Grad des bezeichneten Himmelsplatzes.
517	ASTRO_GROUP	A1	f67r2	f67r2.57	A136	A1_LEFT_OUTER_STAR_STATION_06	dy	MC123	Y	dies	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: dieser lokale Diagrammposten.
519	ASTRO_GROUP	A1	f67r2	f67r2.58	A138	A1_LEFT_OUTER_STAR_STATION_07	dal	MC154	AL	dorthin	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: zum bezeichneten Zielplatz.
536	ASTRO_GROUP	A1	f67r2	f67r2.72	A155	A1_LEFT_OUTER_RING_TEXT	dar	MC055	AR	davon	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: vom bezeichneten Ausgangsplatz.
549	ASTRO_GROUP	A1	f67r2	f67r2.73	A168	A1_RIGHT_OUTER_RING_TEXT	sy	MC123	Y	dies	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: dieser lokale Diagrammposten.
565	ASTRO_GROUP	A1	f67r2	f67r2.74	A184	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	aiin	MC039	AIIN	Sollwert	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Sollwert oder Grad des bezeichneten Himmelsplatzes.
584	ASTRO_GROUP	A2	f68r1	f68r1.2	A203	A2_MIDDLE_PANEL_HEADER	cheey	MC119	RESULT	Freigabewert	Sternplatz A2_MIDDLE_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.
591	ASTRO_GROUP	A2	f68r1	f68r1.3	A210	A2_RIGHT_PANEL_HEADER	shey	MC119	RESULT	Freigabewert	Sektorplatz A2_RIGHT_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.
615	ASTRO_GROUP	A2	f68r1	f68r1.20	A234	A2_STAR_STATION_12	olor	MC157	OL+OR	derselbe Ansatz	Sternplatz A2_STAR_STATION_12: fortgesetzter Bedingungs- oder Tabellensatz.
632	ASTRO_GROUP	A2	f68r1	f68r1.37	A251	A2_CENTRAL_LEGEND_UNRESOLVED	oky	MC026	OK+Y	einsetzen	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: diesen Diagrammposten setzen.
640	ASTRO_GROUP	A3	f69v	f69v.1	A259	A3_LEFT_WHEEL_RING_TEXT	sar	MC055	AR	davon	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.
654	ASTRO_GROUP	A3	f69v	f69v.1	A273	A3_LEFT_WHEEL_RING_TEXT	y	MC123	Y	dies	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
655	ASTRO_GROUP	A3	f69v	f69v.1	A274	A3_LEFT_WHEEL_RING_TEXT	chey	MC123	Y	dies	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
657	ASTRO_GROUP	A3	f69v	f69v.1	A276	A3_LEFT_WHEEL_RING_TEXT	y	MC123	Y	dies	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
661	ASTRO_GROUP	A3	f69v	f69v.1	A280	A3_LEFT_WHEEL_RING_TEXT	y	MC123	Y	dies	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
662	ASTRO_GROUP	A3	f69v	f69v.1	A281	A3_LEFT_WHEEL_RING_TEXT	dy	MC123	Y	dies	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
666	ASTRO_GROUP	A3	f69v	f69v.1	A285	A3_LEFT_WHEEL_RING_TEXT	chol	MC153	OL	weiter	Radstelle A3_LEFT_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.
672	ASTRO_GROUP	A3	f69v	f69v.1	A291	A3_LEFT_WHEEL_RING_TEXT	dar	MC055	AR	davon	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.
676	ASTRO_GROUP	A3	f69v	f69v.1	A295	A3_LEFT_WHEEL_RING_TEXT	char	MC055	AR	davon	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.
678	ASTRO_GROUP	A3	f69v	f69v.2	A297	A3_MIDDLE_WHEEL_RING_TEXT	chol	MC153	OL	weiter	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.
680	ASTRO_GROUP	A3	f69v	f69v.2	A299	A3_MIDDLE_WHEEL_RING_TEXT	dal	MC154	AL	dorthin	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.
