axis	value	occurrences	page_count	pages	register_count	registers	focus_cores	action_cores	attachment_classes	portability_note
ACTION_HEAD	K	713	20	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|AIR|AL|AR|E|EE|EEE|L|OR|Y	K	BOUNDED_NEXT_CARD_ACTION|INHERITED_ACTION|PREVIOUS_CARD_ACTION|SAME_CARD_LEFT_ACTION|SAME_CARD_RIGHT_ACTION	DIRECT_WHERE_USED
ACTION_HEAD	OK	1001	20	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|AIR|AL|AR|E|EE|EEE|L|OR|Y	OK	BOUNDED_NEXT_CARD_ACTION|INHERITED_ACTION|PREVIOUS_CARD_ACTION|SAME_CARD_LEFT_ACTION|SAME_CARD_RIGHT_ACTION	DIRECT_WHERE_USED
ACTION_HEAD	OWNER	126	11	f18r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|AIR|AL|AR|E|EE|EEE|L|OR|Y	OWNER	OWNER_ONLY	DIRECT_WHERE_USED
ACTION_HEAD	P	93	18	f10r|f11r|f13r|f17r|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|AIR|AL|AR|E|EE|EEE|L|OR|Y	P	BOUNDED_NEXT_CARD_ACTION|INHERITED_ACTION|PREVIOUS_CARD_ACTION|SAME_CARD_LEFT_ACTION|SAME_CARD_RIGHT_ACTION	DIRECT_WHERE_USED
ACTION_HEAD	R	61	16	f17r|f18r|f55v|f56r|f67r2|f68r1|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|AIR|AL|AR|EE|L|OR|Y	R	BOUNDED_NEXT_CARD_ACTION|INHERITED_ACTION|PREVIOUS_CARD_ACTION|SAME_CARD_LEFT_ACTION|SAME_CARD_RIGHT_ACTION	DIRECT_WHERE_USED
ACTION_HEAD	S	277	19	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|AIR|AL|AR|E|EE|EEE|L|OR|Y	S	BOUNDED_NEXT_CARD_ACTION|INHERITED_ACTION|PREVIOUS_CARD_ACTION|SAME_CARD_LEFT_ACTION|SAME_CARD_RIGHT_ACTION	DIRECT_WHERE_USED
ACTION_HEAD	SH	761	19	f10r|f11r|f13r|f17r|f18r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|AIR|AL|AR|E|EE|EEE|L|OR|Y	SH	BOUNDED_NEXT_CARD_ACTION|INHERITED_ACTION|PREVIOUS_CARD_ACTION|SAME_CARD_LEFT_ACTION|SAME_CARD_RIGHT_ACTION	DIRECT_WHERE_USED
ACTION_HEAD	T	376	20	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|AIR|AL|AR|E|EE|EEE|L|OR|Y	T	BOUNDED_NEXT_CARD_ACTION|INHERITED_ACTION|PREVIOUS_CARD_ACTION|SAME_CARD_LEFT_ACTION|SAME_CARD_RIGHT_ACTION	DIRECT_WHERE_USED
R_TOPOLOGY	NONE	4297	20	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|AIR|AL|AR|E|EE|EEE|L|OR|Y	CH|CHD|K|OK|OWNER|P|S|SH|T	BOUNDED_NEXT_CARD_ACTION|INHERITED_ACTION|OWNER_ONLY|PREVIOUS_CARD_ACTION|SAME_CARD_LEFT_ACTION|SAME_CARD_RIGHT_ACTION	DIRECT_WHERE_USED
R_TOPOLOGY	R_POSITIONAL_HEAD	60	16	f17r|f18r|f55v|f56r|f67r2|f68r1|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|AL|AR|EE|L|OR|Y	R	BOUNDED_NEXT_CARD_ACTION|INHERITED_ACTION|PREVIOUS_CARD_ACTION|SAME_CARD_LEFT_ACTION|SAME_CARD_RIGHT_ACTION	DIRECT_WHERE_USED
R_TOPOLOGY	R_POSITIONAL_NESTED	1	1	f18r	1	HERBAL	AIR	R	SAME_CARD_LEFT_ACTION	VISIBLE_LOCAL_TOPOLOGY
R_TOPOLOGY	R_POSITIONAL_TAIL	16	5	f67r2|f72r|f82r|f88v|f89r	3	BIOLOGICAL|CELESTIAL|PHARMA	AIIN|AL|AR|E|OR|Y	CH|S|SH	INHERITED_ACTION|PREVIOUS_CARD_ACTION|SAME_CARD_LEFT_ACTION	DIRECT_WHERE_USED
DUPLICATE_MODE	FREE_PLURAL_OR_REPEAT	18	6	f18r|f71v|f72r|f81v|f88r|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AL|AR|Y	CHD|OK|OWNER|P|SH|T	INHERITED_ACTION|OWNER_ONLY|PREVIOUS_CARD_ACTION|SAME_CARD_LEFT_ACTION	DIRECT_WHERE_USED
DUPLICATE_MODE	PACKAGE_SCOPE_DESCENT	2	1	f13r	1	HERBAL	OR	OK	SAME_CARD_LEFT_ACTION	VISIBLE_LOCAL_TOPOLOGY
DUPLICATE_MODE	SINGLE	4354	20	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|AIR|AL|AR|E|EE|EEE|L|OR|Y	CH|CHD|K|OK|OWNER|P|R|S|SH|T	BOUNDED_NEXT_CARD_ACTION|INHERITED_ACTION|OWNER_ONLY|PREVIOUS_CARD_ACTION|SAME_CARD_LEFT_ACTION|SAME_CARD_RIGHT_ACTION	DIRECT_WHERE_USED
ATTACHMENT_GEOMETRY	BOUNDED_NEXT_CARD_ACTION	127	15	f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|AIR|AL|AR|E|EE|L|OR|Y	CH|CHD|K|OK|P|R|S|SH|T	BOUNDED_NEXT_CARD_ACTION	DIRECT_WHERE_USED
ATTACHMENT_GEOMETRY	INHERITED_ACTION	353	19	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|AIR|AL|AR|E|EE|EEE|L|OR|Y	CH|CHD|K|OK|P|R|S|SH|T	INHERITED_ACTION	DIRECT_WHERE_USED
ATTACHMENT_GEOMETRY	OWNER_ONLY	126	11	f18r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|AIR|AL|AR|E|EE|EEE|L|OR|Y	OWNER	OWNER_ONLY	DIRECT_WHERE_USED
ATTACHMENT_GEOMETRY	PREVIOUS_CARD_ACTION	660	20	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|AIR|AL|AR|E|EE|EEE|L|OR|Y	CH|CHD|K|OK|P|R|S|SH|T	PREVIOUS_CARD_ACTION	DIRECT_WHERE_USED
ATTACHMENT_GEOMETRY	SAME_CARD_LEFT_ACTION	2823	20	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|AIR|AL|AR|E|EE|EEE|L|OR|Y	CH|CHD|K|OK|P|R|S|SH|T	SAME_CARD_LEFT_ACTION	DIRECT_WHERE_USED
ATTACHMENT_GEOMETRY	SAME_CARD_RIGHT_ACTION	285	20	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIR|AL|E|EE|EEE|L|OR|Y	CH|CHD|K|OK|P|R|S|SH|T	SAME_CARD_RIGHT_ACTION	DIRECT_WHERE_USED
