factorized_id	attachment_id	physical_page	register	statement_id	event_id	surface	focus_core	focus_family	selector_rule	attachment_geometry	selected_action_event_id	selected_action_atom_ordinal	action_core	head_kind	r_topology	duplicate_mode	duplicate_role	lookahead_cards	owner_boundary_crossed	selector_outside_page_level	selector_outside_register_level	head_outside_page	head_outside_register	r_topology_support	duplicate_support	factorized_result
G402-A00022	G399-A00022	f10r	HERBAL	P1009-S001	P912-E0023	chocthy	Y	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E0023	4	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00023	G399-A00023	f10r	HERBAL	P1009-S001	P912-E0024	qotchy	Y	ARGUMENT	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E0023	4	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00024	G399-A00024	f10r	HERBAL	P1009-S001	P912-E0026	or	OR	ARGUMENT	INHERITED_ACTION_STACK	INHERITED_ACTION	P912-E0023	4	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00025	G399-A00025	f10r	HERBAL	P1009-S001	P912-E0027	yty	Y	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P912-E0027	2	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00026	G399-A00026	f10r	HERBAL	P1009-S001	P912-E0027	yty	Y	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E0027	2	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00027	G399-A00027	f10r	HERBAL	P1009-S001	P912-E0028	dy	Y	ARGUMENT	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E0027	2	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00028	G399-A00028	f10r	HERBAL	P1009-S001	P912-E0029	dy	Y	ARGUMENT	INHERITED_ACTION_STACK	INHERITED_ACTION	P912-E0027	2	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00029	G399-A00029	f10r	HERBAL	P1009-S001	P912-E0030	sor	OR	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E0030	1	S	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00030	G399-A00030	f10r	HERBAL	P1009-S001	P912-E0031	chaiin	AIIN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E0031	1	CH	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00031	G399-A00031	f10r	HERBAL	P1009-S001	P912-E0032	chcthy	Y	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E0032	3	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00032	G399-A00032	f10r	HERBAL	P1009-S001	P912-E0034	ckhy	Y	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E0034	2	K	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00033	G399-A00033	f10r	HERBAL	P1009-S001	P912-E0035	or	OR	ARGUMENT	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E0034	2	K	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00034	G399-A00034	f10r	HERBAL	P1009-S001	P912-E0036	aiin	AIIN	ARGUMENT	INHERITED_ACTION_STACK	INHERITED_ACTION	P912-E0034	2	K	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00035	G399-A00035	f10r	HERBAL	P1009-S001	P912-E0037	chtchor	OR	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E0037	3	CH	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00036	G399-A00036	f10r	HERBAL	P1009-S002	P912-E0040	qokchy	Y	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E0040	1	OK	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00037	G399-A00037	f10r	HERBAL	P1009-S002	P912-E0043	cthy	Y	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E0043	2	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00038	G399-A00038	f10r	HERBAL	P1009-S002	P912-E0044	ycheor	Y	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P912-E0044	2	CH	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00039	G399-A00039	f10r	HERBAL	P1009-S002	P912-E0044	ycheor	E	GRADE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E0044	2	CH	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00040	G399-A00040	f10r	HERBAL	P1009-S002	P912-E0045	cthy	Y	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E0045	2	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00041	G399-A00041	f10r	HERBAL	P1009-S002	P912-E0046	chor	OR	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E0046	1	CH	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00042	G399-A00042	f10r	HERBAL	P1009-S002	P912-E0047	cthaiin	AIIN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E0047	2	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00043	G399-A00043	f10r	HERBAL	P1009-S002	P912-E0048	qoctholy	Y	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E0048	4	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00044	G399-A00044	f10r	HERBAL	P1009-S002	P912-E0049	dy	Y	ARGUMENT	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E0048	4	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00045	G399-A00045	f10r	HERBAL	P1009-S002	P912-E0050	chy	Y	ARGUMENT	INHERITED_ACTION_STACK	INHERITED_ACTION	P912-E0048	4	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00046	G399-A00046	f10r	HERBAL	P1009-S002	P912-E0051	taiin	AIIN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E0051	1	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00047	G399-A00047	f10r	HERBAL	P1009-S002	P912-E0052	shy	Y	ARGUMENT	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E0051	1	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00048	G399-A00048	f10r	HERBAL	P1009-S002	P912-E0053	dchy	Y	ARGUMENT	INHERITED_ACTION_STACK	INHERITED_ACTION	P912-E0051	1	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00049	G399-A00049	f10r	HERBAL	P1009-S002	P912-E0055	y	Y	ARGUMENT	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E0054	1	OK	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00050	G399-A00050	f10r	HERBAL	P1009-S002	P912-E0056	kchaiin	AIIN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E0056	2	CH	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00051	G399-A00051	f10r	HERBAL	P1009-S002	P912-E0057	yty	Y	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P912-E0057	2	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00052	G399-A00052	f10r	HERBAL	P1009-S002	P912-E0057	yty	Y	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E0057	2	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00053	G399-A00053	f10r	HERBAL	P1009-S002	P912-E0058	daiin	AIIN	ARGUMENT	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E0057	2	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00054	G399-A00054	f10r	HERBAL	P1009-S002	P912-E0060	dain	AIN	ARGUMENT	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E0059	2	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00055	G399-A00055	f10r	HERBAL	P1009-S002	P912-E0061	dair	AIR	RELATION	L_AIR_RIGHT_FALLBACK	INHERITED_ACTION	P912-E0059	2	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
G402-A00056	G399-A00056	f10r	HERBAL	P1009-S002	P912-E0063	qotchor	OR	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E0063	2	CH	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	EXACT_PAYLOAD_SELECTOR	EXACT_PAYLOAD_SELECTOR	YES	YES	NOT_APPLICABLE	DIRECT_OUTSIDE_REGISTER	PASS_FACTORIZED_SELECTOR_AND_HEAD
