edition	paragraph	at	word	value	material	material_word
ZL3b	f56v|f56v.1-f56v.6	ZL3b|f56v.4|G004	daiin	C	ZL3b|f56v.2|G005	qoteey
ZL3b	f56v|f56v.1-f56v.6	ZL3b|f56v.4|G008	dain	B	ZL3b|f56v.2|G005	qoteey
ZL3b	f75r|f75r.32-f75r.46	ZL3b|f75r.46|G005	dain	B	ZL3b|f75r.45|G010	okaiin
ZL3b	f76v|f76v.16-f76v.24	ZL3b|f76v.18|G008	daiin	C		
ZL3b	f77r|f77r.9-f77r.24	ZL3b|f77r.18|G001	daiin	C		
ZL3b	f77r|f77r.9-f77r.24	ZL3b|f77r.24|G001	daiin	C	ZL3b|f77r.22|G006	chy
ZL3b	f82r|f82r.11-f82r.19	ZL3b|f82r.15|G008	daiin	C		
ZL3b	f82r|f82r.20-f82r.33	ZL3b|f82r.21|G001	daiin	C		
ZL3b	f82r|f82r.20-f82r.33	ZL3b|f82r.21|G005	daiin	C		
ZL3b	f82r|f82r.20-f82r.33	ZL3b|f82r.23|G005	daiin	C		
ZL3b	f86v3|f86v3.23-f86v3.28	ZL3b|f86v3.25|G006	daiin	C		
ZL3b	f86v3|f86v3.23-f86v3.28	ZL3b|f86v3.25|G010	daiin	C		
ZL3b	f86v3|f86v3.29-f86v3.36	ZL3b|f86v3.30|G006	daiin	C		
ZL3b	f86v5|f86v5.26-f86v5.39	ZL3b|f86v5.33|G009	daiin	C		
IT2a	f100r|f100r.12-f100r.15	IT2a|f100r.13|G007	daiin	C	IT2a|f100r.13|G002	cthey
IT2a	f100r|f100r.12-f100r.15	IT2a|f100r.13|G008	daiin	C	IT2a|f100r.13|G002	cthey
IT2a	f103r|f103r.1-f103r.4	IT2a|f103r.1|G010	dain	B	IT2a|f103r.1|G006	qoteey
IT2a	f103r|f103r.1-f103r.4	IT2a|f103r.2|G001	dain	B	IT2a|f103r.1|G006	qoteey
IT2a	f103r|f103r.24-f103r.26	IT2a|f103r.24|G010	dain	B		
IT2a	f103v|f103v.17-f103v.19	IT2a|f103v.19|G001	daiin	C	IT2a|f103v.17|G003	qoteey
IT2a	f104v|f104v.41-f104v.44	IT2a|f104v.44|G001	daiin	C	IT2a|f104v.42|G005	qoteey
IT2a	f106r|f106r.42-f106r.47	IT2a|f106r.43|G003	daiin	C	IT2a|f106r.42|G005	qoteey
IT2a	f107r|f107r.4-f107r.7	IT2a|f107r.6|G004	daiin	C	IT2a|f107r.4|G003	qoteey
IT2a	f107v|f107v.45-f107v.49	IT2a|f107v.47|G007	daiin	C	IT2a|f107v.46|G009	qoteey
IT2a	f108r|f108r.8-f108r.10	IT2a|f108r.10|G009	daiin	C	IT2a|f108r.10|G003	qoteey
IT2a	f111r|f111r.6-f111r.35	IT2a|f111r.6|G001	dain	B		
IT2a	f111r|f111r.6-f111r.35	IT2a|f111r.8|G001	daiin	C		
IT2a	f111r|f111r.6-f111r.35	IT2a|f111r.8|G004	daiin	C		
IT2a	f111r|f111r.6-f111r.35	IT2a|f111r.11|G011	daiin	C		
IT2a	f111r|f111r.6-f111r.35	IT2a|f111r.13|G009	dain	B		
IT2a	f111r|f111r.6-f111r.35	IT2a|f111r.13|G015	daiin	C		
IT2a	f111r|f111r.6-f111r.35	IT2a|f111r.15|G008	daiin	C		
IT2a	f111r|f111r.6-f111r.35	IT2a|f111r.18|G001	daiin	C		
IT2a	f111r|f111r.6-f111r.35	IT2a|f111r.21|G001	daiin	C		
IT2a	f111r|f111r.6-f111r.35	IT2a|f111r.21|G011	dain	B		
IT2a	f111r|f111r.6-f111r.35	IT2a|f111r.24|G009	dain	B		
IT2a	f111r|f111r.6-f111r.35	IT2a|f111r.27|G009	daiin	C		
IT2a	f111r|f111r.6-f111r.35	IT2a|f111r.28|G009	dain	B		
IT2a	f112v|f112v.39-f112v.41	IT2a|f112v.40|G007	daiin	C	IT2a|f112v.39|G007	qoteey
IT2a	f112v|f112v.39-f112v.41	IT2a|f112v.40|G011	daiin	C	IT2a|f112v.39|G007	qoteey
IT2a	f113r|f113r.37-f113r.38	IT2a|f113r.38|G001	daiin	C		
IT2a	f113r|f113r.37-f113r.38	IT2a|f113r.38|G004	daiin	C	IT2a|f113r.38|G003	qoteey
IT2a	f115v|f115v.1-f115v.5	IT2a|f115v.5|G001	dair	A		
IT2a	f115v|f115v.13-f115v.17	IT2a|f115v.16|G001	dain	B	IT2a|f115v.15|G008	qoteey
IT2a	f115v|f115v.18-f115v.20	IT2a|f115v.19|G008	dain	B		
IT2a	f116r|f116r.1-f116r.3	IT2a|f116r.3|G001	dain	B		
IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.3|G003	daiin	C	IT2a|f19v.3|G001	otchy
IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.3|G006	daiin	C	IT2a|f19v.3|G001	otchy
IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.4|G004	daiin	C	IT2a|f19v.3|G001	otchy
IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.4|G005	daiin	C	IT2a|f19v.3|G001	otchy
IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.5|G003	daiin	C	IT2a|f19v.5|G002	qoteey
IT2a	f20r|f20r.9-f20r.13	IT2a|f20r.12|G007	daiin	C	IT2a|f20r.12|G006	qoteey
IT2a	f42v|f42v.9-f42v.16	IT2a|f42v.13|G006	daiin	C	IT2a|f42v.10|G003	chy
IT2a	f42v|f42v.9-f42v.16	IT2a|f42v.13|G008	daiin	C	IT2a|f42v.10|G003	chy
IT2a	f44r|f44r.5-f44r.7	IT2a|f44r.5|G008	daiin	C	IT2a|f44r.5|G004	chor
IT2a	f56v|f56v.1-f56v.6	IT2a|f56v.2|G004	daiin	C	IT2a|f56v.2|G003	qoteey
IT2a	f56v|f56v.1-f56v.6	IT2a|f56v.3|G005	daiin	C	IT2a|f56v.2|G005	qoteey
IT2a	f56v|f56v.1-f56v.6	IT2a|f56v.4|G003	daiin	C	IT2a|f56v.2|G005	qoteey
IT2a	f56v|f56v.1-f56v.6	IT2a|f56v.4|G006	dain	B	IT2a|f56v.2|G005	qoteey
IT2a	f75r|f75r.32-f75r.46	IT2a|f75r.46|G005	dain	B	IT2a|f75r.45|G010	okaiin
IT2a	f76v|f76v.16-f76v.24	IT2a|f76v.18|G008	daiin	C		
IT2a	f77r|f77r.9-f77r.24	IT2a|f77r.18|G001	daiin	C		
IT2a	f77r|f77r.9-f77r.24	IT2a|f77r.24|G001	daiin	C	IT2a|f77r.22|G006	chy
IT2a	f82r|f82r.11-f82r.18	IT2a|f82r.15|G008	daiin	C		
IT2a	f82r|f82r.20-f82r.33	IT2a|f82r.21|G001	daiin	C		
IT2a	f82r|f82r.20-f82r.33	IT2a|f82r.21|G005	daiin	C		
IT2a	f82r|f82r.20-f82r.33	IT2a|f82r.23|G005	daiin	C		
IT2a	f82r|f82r.20-f82r.33	IT2a|f82r.32|G003	daiin	C	IT2a|f82r.30|G004	qoteey
IT2a	f86v3|f86v3.23-f86v3.28	IT2a|f86v3.25|G005	daiin	C		
IT2a	f86v3|f86v3.23-f86v3.28	IT2a|f86v3.25|G009	daiin	C		
IT2a	f86v3|f86v3.29-f86v3.36	IT2a|f86v3.30|G006	daiin	C		
