edition	paragraph	at	word	input	input_status	recipient	recipient_word
ZL3b	f44r|f44r.5-f44r.7	ZL3b|f44r.6|G007	qotchy	otchy	ASSUMED_MATERIAL	ZL3b|f44r.5|G003	qoteey
ZL3b	f76v|f76v.16-f76v.24	ZL3b|f76v.22|G002	shey	qotedy	UNKNOWN_INPUT		
ZL3b	f76v|f76v.16-f76v.24	ZL3b|f76v.23|G003	qotchy	qokol	UNKNOWN_INPUT		
ZL3b	f77r|f77r.9-f77r.24	ZL3b|f77r.10|G003	shey	qotaiin	WRONG_KNOWN_ROLE		
ZL3b	f77r|f77r.9-f77r.24	ZL3b|f77r.10|G004	qotaiin	qotedy	UNKNOWN_INPUT		
ZL3b	f77r|f77r.9-f77r.24	ZL3b|f77r.16|G002	qotaiin	chedy	UNKNOWN_INPUT		
ZL3b	f77r|f77r.9-f77r.24	ZL3b|f77r.18|G011	qotaiin		MISSING_INPUT		
ZL3b	f82r|f82r.20-f82r.33	ZL3b|f82r.28|G004	qotaiin	chcthey	UNKNOWN_INPUT		
ZL3b	f86v3|f86v3.23-f86v3.28	ZL3b|f86v3.23|G008	qotaiin		MISSING_INPUT		
ZL3b	f86v3|f86v3.29-f86v3.36	ZL3b|f86v3.32|G005	qotaiin	cheody	UNKNOWN_INPUT		
ZL3b	f86v5|f86v5.26-f86v5.39	ZL3b|f86v5.26|G011	shey		MISSING_INPUT		
ZL3b	f86v5|f86v5.26-f86v5.39	ZL3b|f86v5.38|G007	shey	ytaiin	UNKNOWN_INPUT		
IT2a	f103r|f103r.24-f103r.26	IT2a|f103r.25|G002	shey	qokain	UNKNOWN_INPUT		
IT2a	f103r|f103r.24-f103r.26	IT2a|f103r.26|G003	qotchy	shey	WRONG_KNOWN_ROLE		
IT2a	f103r|f103r.24-f103r.26	IT2a|f103r.26|G004	shey	olcheedar	UNKNOWN_INPUT		
IT2a	f103r|f103r.24-f103r.26	IT2a|f103r.26|G006	shey	lotos	UNKNOWN_INPUT		
IT2a	f103r|f103r.40-f103r.42	IT2a|f103r.41|G008	shey	qokeedy	UNKNOWN_INPUT		
IT2a	f104v|f104v.41-f104v.44	IT2a|f104v.41|G008	qotaiin	oteedy	UNKNOWN_INPUT		
IT2a	f111r|f111r.6-f111r.35	IT2a|f111r.13|G010	shey	orain	UNKNOWN_INPUT		
IT2a	f111r|f111r.6-f111r.35	IT2a|f111r.15|G004	shey	oteodo	UNKNOWN_INPUT		
IT2a	f111r|f111r.6-f111r.35	IT2a|f111r.16|G002	shey	qokeedy	UNKNOWN_INPUT		
IT2a	f111r|f111r.6-f111r.35	IT2a|f111r.21|G007	shey	chey	UNKNOWN_INPUT		
IT2a	f114v|f114v.29-f114v.32	IT2a|f114v.30|G005	qotaiin	otal	UNKNOWN_INPUT		
IT2a	f116r|f116r.1-f116r.3	IT2a|f116r.1|G002	shey	qokain	UNKNOWN_INPUT		
IT2a	f116r|f116r.1-f116r.3	IT2a|f116r.3|G007	shey	qo	UNKNOWN_INPUT		
IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.5|G001	qotchy	qoteey	ASSUMED_MATERIAL	IT2a|f19v.3|G001	otchy
IT2a	f20r|f20r.1-f20r.4	IT2a|f20r.2|G005	qotchy	cthody	UNKNOWN_INPUT	IT2a|f20r.2|G002	cthey
IT2a	f42v|f42v.9-f42v.16	IT2a|f42v.11|G008	shey	teaiin	UNKNOWN_INPUT		
IT2a	f42v|f42v.9-f42v.16	IT2a|f42v.13|G004	shey	checthhy	UNKNOWN_INPUT		
IT2a	f44r|f44r.5-f44r.7	IT2a|f44r.6|G006	qotchy	otchy	ASSUMED_MATERIAL	IT2a|f44r.5|G004	chor
IT2a	f76v|f76v.16-f76v.24	IT2a|f76v.22|G002	shey	qotedy	UNKNOWN_INPUT		
IT2a	f77r|f77r.9-f77r.24	IT2a|f77r.10|G004	shey	qotaiin	WRONG_KNOWN_ROLE		
IT2a	f77r|f77r.9-f77r.24	IT2a|f77r.10|G005	qotaiin	qotedy	UNKNOWN_INPUT		
IT2a	f77r|f77r.9-f77r.24	IT2a|f77r.16|G002	qotaiin	chedy	UNKNOWN_INPUT		
IT2a	f77r|f77r.9-f77r.24	IT2a|f77r.18|G010	qotaiin		MISSING_INPUT		
IT2a	f79r|f79r.1-f79r.6	IT2a|f79r.2|G006	shey	qol	UNKNOWN_INPUT		
IT2a	f86v3|f86v3.23-f86v3.28	IT2a|f86v3.23|G008	qotaiin		MISSING_INPUT		
IT2a	f86v3|f86v3.23-f86v3.28	IT2a|f86v3.24|G003	qotchy	shedy	UNKNOWN_INPUT		
IT2a	f86v3|f86v3.29-f86v3.36	IT2a|f86v3.32|G005	qotaiin	cheody	UNKNOWN_INPUT		
