edition	paragraph	at	word	hypothesis
ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G006	qokeeody	⟦qokeeody⟧
ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G007	dareu	⟦dareu⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G001	pchedal	⟦pchedal⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G002	shdy	⟦shdy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G003	ytechypchy	⟦ytechypchy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G004	otey	⟦otey⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G005	?lshey	⟦?lshey⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G006	qoteey	Material U
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G007	qotal	⟦qotal⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G008	shedy	⟦shedy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G009	yshdal	⟦yshdal⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G010	dain	Masse B·Uₚ
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G011	okal	⟦okal⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G012	daldy	⟦daldy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G001	dain	Masse B·Uₚ
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G002	shek	⟦shek⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G003	ch{cphh}dy	⟦ch{cphh}dy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G004	daloky	⟦daloky⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G005	opchedy	⟦opchedy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G006	peshol	⟦peshol⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G007	chep	⟦chep⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G008	ar	Anteil
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G009	otchy	Material T
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G010	sal	⟦sal⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G011	lkeey	⟦lkeey⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G012	sar	⟦sar⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G013	ain	⟦ain⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G014	ok??	⟦ok??⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G015	chedy	⟦chedy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G001	yshdain	⟦yshdain⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G002	sheek	⟦sheek⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G003	cheoty	⟦cheoty⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G004	eeokal	⟦eeokal⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G005	chedy	⟦chedy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G006	chckhy	⟦chckhy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G007	or	⟦or⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G008	orol	⟦orol⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G009	okaiin	Zubereitung
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G010	eeal	⟦eeal⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G011	ot	⟦ot⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G012	kar	⟦kar⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G013	otar	⟦otar⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G014	cha[l:?]	⟦cha[l:?]⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G001	ychedy	⟦ychedy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G002	qokedy	⟦qokedy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G003	okedy	⟦okedy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G004	qokeey	⟦qokeey⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G005	okey	⟦okey⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G006	chdar	⟦chdar⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G007	ol	auch
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G008	loty	⟦loty⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G009	chedaraly	⟦chedaraly⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G001	tchoky	⟦tchoky⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G002	okeal	⟦okeal⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G003	shedy	⟦shedy⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G004	qokal	⟦qokal⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G005	oty	⟦oty⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G006	opchedy	⟦opchedy⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G007	qotain	⟦qotain⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G008	shcthy	⟦shcthy⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G009	otey	⟦otey⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G010	dain	Masse B·Uₚ
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G011	oteey	⟦oteey⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G012	oky	⟦oky⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G001	dar	⟦dar⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G002	shey	erwärmen
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G003	qokain	⟦qokain⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G004	chckhey	⟦chckhey⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G005	chey	⟦chey⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G006	kain	⟦kain⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G007	chedal	⟦chedal⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G008	okeeey	⟦okeeey⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G009	qoodain	⟦qoodain⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G010	okain	⟦okain⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G011	[o:?]teey	⟦[o:?]teey⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G012	ol	auch
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G001	oteedy	⟦oteedy⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G002	okeey	⟦okeey⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G003	qot[ch:ee]y	⟦qot[ch:ee]y⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G004	shey	erwärmen
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G005	olcheedar	⟦olcheedar⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G006	shey	erwärmen
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G007	lotor	⟦lotor⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G001	qokeey	⟦qokeey⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G002	sheeol	⟦sheeol⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G003	shckhy	⟦shckhy⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G004	sheol	⟦sheol⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G005	shodyol	⟦shodyol⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G006	aiin	⟦aiin⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G007	otedy	⟦otedy⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G008	qoteey	Material U
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G009	lotar	⟦lotar⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G010	otam	⟦otam⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G001	cheol	⟦cheol⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G002	sheeey	⟦sheeey⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G003	qotey	⟦qotey⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G004	oteeal	⟦oteeal⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G005	oteedy	⟦oteedy⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G006	shet	⟦shet⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G007	sho	mit
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G008	keeo	⟦keeo⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G009	s	und
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G010	shey	erwärmen
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G011	qokeedy	⟦qokeedy⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G012	qokal	⟦qokal⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G013	dal	⟦dal⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.42|G001	tshey	⟦tshey⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.42|G002	sheol	⟦sheol⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.42|G003	cheolshy	⟦cheolshy⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.42|G004	chalal	⟦chalal⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G001	qokeedy	⟦qokeedy⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G002	chedy	⟦chedy⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G003	qoteey	Material U
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G004	oteedy	⟦oteedy⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G005	lkedy	⟦lkedy⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G006	shedy	⟦shedy⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G007	qokal	⟦qokal⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G008	ol	auch
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G009	char	⟦char⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G010	otal	⟦otal⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G011	opchedy	⟦opchedy⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G001	yshear	⟦yshear⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G002	ol	auch
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G003	oqaiin	⟦oqaiin⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G004	chckhey	⟦chckhey⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G005	lchedy	⟦lchedy⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G006	chedy	⟦chedy⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G007	olaiin	⟦olaiin⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G008	oteedy	⟦oteedy⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G009	qokeedal	⟦qokeedal⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G010	larorol	⟦larorol⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G001	daiin	Masse C·Uₚ
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G002	chey	⟦chey⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G003	lkeey	⟦lkeey⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G004	chalkar	⟦chalkar⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G005	cheeey	⟦cheeey⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G006	l	⟦l⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G007	chealainor	⟦chealainor⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G001	pcholor	⟦pcholor⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G002	ar	Anteil
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G003	aiin	⟦aiin⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G004	alkchdy	⟦alkchdy⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G005	qotal	⟦qotal⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G006	chol	getrocknet
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G007	qoar	⟦qoar⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G008	aiin	⟦aiin⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G009	qopcheedy	⟦qopcheedy⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G010	qotair	⟦qotair⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G011	ofaiino	⟦ofaiino⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G001	olkeeos	⟦olkeeos⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G002	olkaiin	⟦olkaiin⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G003	oair	⟦oair⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G004	qcthy	⟦qcthy⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G005	oiinol	⟦oiinol⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G006	al	⟦al⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G007	ly	⟦ly⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G008	oeear	⟦oeear⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G009	chcthy	⟦chcthy⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G010	olched	⟦olched⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G011	qotaiiin	⟦qotaiiin⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G001	qoteey	Material U
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G002	qokeor	⟦qokeor⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G003	soiir	⟦soiir⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G004	qoty	⟦qoty⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G005	qokl	⟦qokl⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G006	lkaiin	⟦lkaiin⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G007	yteedy	⟦yteedy⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G008	qokain	⟦qokain⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G009	oqockhy	⟦oqockhy⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G010	dar	⟦dar⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.42|G001	y	⟦y⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.42|G002	lshedy	⟦lshedy⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.42|G003	cholkar	⟦cholkar⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G001	tchedy	⟦tchedy⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G002	qotechy	⟦qotechy⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G003	otcheeo	⟦otcheeo⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G004	l	⟦l⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G005	keedy	⟦keedy⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G006	qoty	⟦qoty⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G007	raiin	⟦raiin⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G008	cheedy	⟦cheedy⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G009	qotaiin	abseihen
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G010	otchdy	⟦otchdy⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G011	qotain	⟦qotain⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G001	oteedchey	⟦oteedchey⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G002	qoeeda	⟦qoeeda⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G003	lchal	⟦lchal⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G004	cheedy	⟦cheedy⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G005	qoteey	Material U
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G006	sheey	⟦sheey⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G007	teeeo	⟦teeeo⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G008	dar	⟦dar⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G009	cheed	⟦cheed⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G010	qotain	⟦qotain⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G011	chedy	⟦chedy⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G001	chey	⟦chey⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G002	keeey	⟦keeey⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G003	qockheey	⟦qockheey⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G004	lkeey	⟦lkeey⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G005	o	⟦o⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G006	keeedy	⟦keeedy⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G007	qokeey	⟦qokeey⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G008	okchey	⟦okchey⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G009	qot[?:e]odaiin	⟦qot[?:e]odaiin⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G010	okain	⟦okain⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G011	orom	⟦orom⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G001	daiin	Masse C·Uₚ
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G002	y	⟦y⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G003	cheeo	⟦cheeo⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G004	chey	⟦chey⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G005	okeeey	⟦okeeey⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G006	qokeeey	⟦qokeeey⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G007	okeey	⟦okeey⟧
ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G008	okeey	⟦okeey⟧
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G001	pcheodar	⟦pcheodar⟧
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G002	shol	feucht
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G003	ka[in:ir]	⟦ka[in:ir]⟧
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G004	ok{e'e}chedy	⟦ok{e'e}chedy⟧
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G005	qoteey	Material U
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G006	shotchy	⟦shotchy⟧
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G007	qoty	⟦qoty⟧
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G008	lpaiin	⟦lpaiin⟧
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G009	shedy	⟦shedy⟧
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G010	lar	⟦lar⟧
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.43|G001	daiiral	⟦daiiral⟧
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.43|G002	sheol	⟦sheol⟧
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.43|G003	daiin	Masse C·Uₚ
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.43|G004	otedy	⟦otedy⟧
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.43|G005	qokain	⟦qokain⟧
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.43|G006	okar	⟦okar⟧
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.43|G007	cheor	⟦cheor⟧
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.43|G008	al	⟦al⟧
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.43|G009	taiin	⟦taiin⟧
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.43|G010	chekal	⟦chekal⟧
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.43|G011	otaras	⟦otaras⟧
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.44|G001	dshedy	⟦dshedy⟧
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.44|G002	qoteey	Material U
ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.44|G003	otaiin	⟦otaiin⟧
