order_mark_id	component_recipe	identity	surface	order_id	master_section	page	stage	unit	unit_position	position_index	unit_length	left_surface	right_surface	q_carrier	selector_feature_set	selector_key	predicted_surface	selector_match	renderer_microfunction	intended_trigger_de	revised_selector	revised_selector_key	revised_predicted_surface	revised_match
WH01-R070	AL	PROC055	dal	WH01	HOW	f81v	APPLY_B1	B1-S017	FIRST	1	3	UNIT_START	teol	NO	MEMORIZED_IDENTITY	PROC055	dal	YES	DEFAULT_TARGET	die gewöhnliche Zielstelle	INTENDED_MICROFUNCTION	DEFAULT_TARGET	dal	YES
WH01-R072	CHD+DY	PROC094	dchdy	WH01	HOW	f81v	APPLY_B1	B1-S017	LAST	3	3	teol	UNIT_END	NO	UNIT	B1-S017	dchdy	YES	DIRECT_TARGET_CLOSE	eine direkte Zielumsetzung schließen	INTENDED_MICROFUNCTION	DIRECT_TARGET_CLOSE	dchdy	YES
WH01-R080	AL	PROC055	dal	WH01	HOW	f81v	APPLY_B1	B1-S021	ONLY	1	1	UNIT_START	UNIT_END	NO	MEMORIZED_IDENTITY	PROC055	dal	YES	DEFAULT_TARGET	die gewöhnliche Zielstelle	INTENDED_MICROFUNCTION	DEFAULT_TARGET	dal	YES
WH01-R082	OL	A3:G042	chol	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	2	38	yka	ykar	NO	MEMORIZED_IDENTITY	A3:G042	chol	YES	ATTACHED_OR_RING_CONTINUATION	eine angehängte oder ringlokale Folge fortsetzen	INTENDED_MICROFUNCTION	ATTACHED_OR_RING_CONTINUATION	chol	YES
WH01-R084	AL	A3:G044	dal	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	4	38	ykar	ykady	NO	MEMORIZED_IDENTITY	A3:G044	dal	YES	DEFAULT_TARGET	die gewöhnliche Zielstelle	INTENDED_MICROFUNCTION	DEFAULT_TARGET	dal	YES
WH01-R086	NONE	A3:G046	iokeeor	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	6	38	ykady	cheey	NO	MEMORIZED_IDENTITY	A3:G046	iokeeor	YES	WEATHER_CLASS_WHOLE_WORD	die lokale Wetterklasse als Ganzwort	INTENDED_MICROFUNCTION	WEATHER_CLASS_WHOLE_WORD	iokeeor	YES
WH01-R093	SH+EE+Y	A3:G053	sheey	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	13	38	ockhy	aiin	NO	UNIT	f69v.2	sheey	YES	MARKED_LONG_HOLD	einen lokal markierten langen Halt ausführen	INTENDED_MICROFUNCTION	MARKED_LONG_HOLD	sheey	YES
WH01-R095	Y	A3:G055	y	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	15	38	aiin	daiial	NO	MEMORIZED_IDENTITY	A3:G055	y	YES	BARE_CURRENT_REFERENT	den bloßen aktuellen Posten aufnehmen	INTENDED_MICROFUNCTION	BARE_CURRENT_REFERENT	y	YES
WH01-R096	NONE	A3:G056	daiial	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	16	38	y	cheody	NO	MEMORIZED_IDENTITY	A3:G056	daiial	YES	MOISTURE_STAGE_WHOLE_WORD	die lokale Feuchtestufe als Ganzwort	INTENDED_MICROFUNCTION	MOISTURE_STAGE_WHOLE_WORD	daiial	YES
WH01-R098	AL	A3:G058	cheal	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	18	38	cheody	yetey	NO	MEMORIZED_IDENTITY	A3:G058	cheal	YES	EMBEDDED_TARGET	eine im laufenden Block eingebettete Zielstelle	INTENDED_MICROFUNCTION	EMBEDDED_TARGET	cheal	YES
WH01-R101	Y	A3:G061	y	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	21	38	chear	dy	NO	MEMORIZED_IDENTITY	A3:G061	y	YES	BARE_CURRENT_REFERENT	den bloßen aktuellen Posten aufnehmen	INTENDED_MICROFUNCTION	BARE_CURRENT_REFERENT	y	YES
WH01-R102	Y	A3:G062	dy	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	22	38	y	ykey	NO	MEMORIZED_IDENTITY	A3:G062	dy	YES	ECHOED_CURRENT_REFERENT	den unmittelbar wiederaufgenommenen Posten tragen; kein Schluss	INTENDED_MICROFUNCTION	ECHOED_CURRENT_REFERENT	dy	YES
WH01-R105	Y	A3:G065	y	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	25	38	ch	dy	NO	MEMORIZED_IDENTITY	A3:G065	y	YES	BARE_CURRENT_REFERENT	den bloßen aktuellen Posten aufnehmen	INTENDED_MICROFUNCTION	BARE_CURRENT_REFERENT	y	YES
WH01-R106	Y	A3:G066	dy	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	26	38	y	chol	NO	MEMORIZED_IDENTITY	A3:G066	dy	YES	ECHOED_CURRENT_REFERENT	den unmittelbar wiederaufgenommenen Posten tragen; kein Schluss	INTENDED_MICROFUNCTION	ECHOED_CURRENT_REFERENT	dy	YES
WH01-R107	OL	A3:G067	chol	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	27	38	dy	ykar	NO	MEMORIZED_IDENTITY	A3:G067	chol	YES	ATTACHED_OR_RING_CONTINUATION	eine angehängte oder ringlokale Folge fortsetzen	INTENDED_MICROFUNCTION	ATTACHED_OR_RING_CONTINUATION	chol	YES
WH01-R109	OL	A3:G069	ol	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	29	38	ykar	y	NO	MEMORIZED_IDENTITY	A3:G069	ol	YES	GENERAL_CONTINUATION	den allgemeinen Arbeitsgang fortsetzen	INTENDED_MICROFUNCTION	GENERAL_CONTINUATION	ol	YES
WH01-R110	Y	A3:G070	y	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	30	38	ol	ykeeody	NO	MEMORIZED_IDENTITY	A3:G070	y	YES	BARE_CURRENT_REFERENT	den bloßen aktuellen Posten aufnehmen	INTENDED_MICROFUNCTION	BARE_CURRENT_REFERENT	y	YES
WH01-R112	Y	A3:G072	chey	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	32	38	ykeeody	dal	NO	MEMORIZED_IDENTITY	A3:G072	chey	YES	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	INTENDED_MICROFUNCTION	MATERIAL_OR_QUALITY_REFERENT	chey	YES
WH01-R113	AL	A3:G073	dal	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	33	38	chey	ody	NO	MEMORIZED_IDENTITY	A3:G073	dal	YES	DEFAULT_TARGET	die gewöhnliche Zielstelle	INTENDED_MICROFUNCTION	DEFAULT_TARGET	dal	YES
WH01-R118	Y	A3:G078	chey	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	LAST	38	38	ychey	UNIT_END	NO	MEMORIZED_IDENTITY	A3:G078	chey	YES	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	INTENDED_MICROFUNCTION	MATERIAL_OR_QUALITY_REFERENT	chey	YES
WH02-R006	SH+EE+Y	PROC031	cheey	WH02	WHAT	f11r	MAKE_B.X4	H3-S001	MIDDLE	6	7	cphy	tchody	NO	UNIT	H3-S001	cheey	YES	GENERAL_LONG_HOLD	den Posten gewöhnlich lang halten	INTENDED_MICROFUNCTION	GENERAL_LONG_HOLD	cheey	YES
WH02-R010	Y	PROC019	chey	WH02	WHAT	f11r	MAKE_B.X4	H3-S003	MIDDLE	2	5	schol	kchy	NO	MEMORIZED_IDENTITY	PROC019	chey	YES	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	INTENDED_MICROFUNCTION	MATERIAL_OR_QUALITY_REFERENT	chey	YES
WH02-R012	Y	PROC019	chey	WH02	WHAT	f11r	MAKE_B.X4	H3-S003	MIDDLE	4	5	kchy	daiin	NO	MEMORIZED_IDENTITY	PROC019	chey	YES	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	INTENDED_MICROFUNCTION	MATERIAL_OR_QUALITY_REFERENT	chey	YES
WH02-R017	Y	PROC019	chey	WH02	WHAT	f11r	MAKE_B.X4	H3-S004	LAST	4	4	checthy	UNIT_END	NO	MEMORIZED_IDENTITY	PROC019	chey	YES	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	INTENDED_MICROFUNCTION	MATERIAL_OR_QUALITY_REFERENT	chey	YES
WH02-R018	CHD+DY	PROC076	schedy	WH02	HOW	f82r	APPLY_B2	B2-S001	ONLY	1	1	UNIT_START	UNIT_END	NO	UNIT	B2-S001	schedy	YES	DEFAULT_TRANSFER_CLOSE	den gewöhnlichen Umsetzschritt schließen	INTENDED_MICROFUNCTION	DEFAULT_TRANSFER_CLOSE	schedy	YES
WH02-R021	Y	PROC019	chey	WH02	HOW	f82r	APPLY_B2	B2-S003	MIDDLE	2	3	qokain	qokeedy	NO	MEMORIZED_IDENTITY	PROC019	chey	YES	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	INTENDED_MICROFUNCTION	MATERIAL_OR_QUALITY_REFERENT	chey	YES
WH02-R047	OL	PROC115	ls	WH02	HOW	f82r	APPLY_B2	B2-S010	MIDDLE	3	4	qoky	cheey	NO	MEMORIZED_IDENTITY	PROC115	ls	YES	TRANSFER_CONTINUATION	einen Transferweg fortsetzen	INTENDED_MICROFUNCTION	TRANSFER_CONTINUATION	ls	YES
WH02-R048	SH+EE+Y	PROC031	cheey	WH02	HOW	f82r	APPLY_B2	B2-S010	LAST	4	4	ls	UNIT_END	NO	UNIT	B2-S010	cheey	YES	GENERAL_LONG_HOLD	den Posten gewöhnlich lang halten	INTENDED_MICROFUNCTION	GENERAL_LONG_HOLD	cheey	YES
WH02-R054	SH+EE+Y	PROC031	cheey	WH02	HOW	f82r	APPLY_B2	B2-S012	MIDDLE	2	8	lchy	qcthey	NO	UNIT	B2-S012	cheey	YES	GENERAL_LONG_HOLD	den Posten gewöhnlich lang halten	INTENDED_MICROFUNCTION	GENERAL_LONG_HOLD	cheey	YES
WH02-R059	Y	PROC019	chey	WH02	HOW	f82r	APPLY_B2	B2-S012	MIDDLE	7	8	daiin	qokeeedy	NO	MEMORIZED_IDENTITY	PROC019	chey	YES	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	INTENDED_MICROFUNCTION	MATERIAL_OR_QUALITY_REFERENT	chey	YES
WH02-R065	AL	PROC055	dal	WH02	HOW	f82r	APPLY_B2	B2-S016	FIRST	1	8	UNIT_START	lchedar	NO	MEMORIZED_IDENTITY	PROC055	dal	YES	DEFAULT_TARGET	die gewöhnliche Zielstelle	INTENDED_MICROFUNCTION	DEFAULT_TARGET	dal	YES
WH03-R013	OL	PROC013	ol	WH03	WHAT	f10r	MAKE_A.G2	H1-S002	MIDDLE	3	4	qotchol	checthy	NO	MEMORIZED_IDENTITY	PROC013	ol	YES	GENERAL_CONTINUATION	den allgemeinen Arbeitsgang fortsetzen	INTENDED_MICROFUNCTION	GENERAL_CONTINUATION	ol	YES
WH03-R018	Y	PROC019	chey	WH03	HOW	f83r	APPLY_B3	B3-S003	FIRST	1	4	UNIT_START	daiin	NO	MEMORIZED_IDENTITY	PROC019	chey	YES	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	INTENDED_MICROFUNCTION	MATERIAL_OR_QUALITY_REFERENT	chey	YES
WH03-R020	Y	PROC019	chey	WH03	HOW	f83r	APPLY_B3	B3-S003	MIDDLE	3	4	daiin	lchedy	NO	MEMORIZED_IDENTITY	PROC019	chey	YES	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	INTENDED_MICROFUNCTION	MATERIAL_OR_QUALITY_REFERENT	chey	YES
WH03-R025	CHD+DY	PROC076	schedy	WH03	HOW	f83r	APPLY_B3	B3-S005	ONLY	1	1	UNIT_START	UNIT_END	NO	UNIT	B3-S005	schedy	YES	DEFAULT_TRANSFER_CLOSE	den gewöhnlichen Umsetzschritt schließen	INTENDED_MICROFUNCTION	DEFAULT_TRANSFER_CLOSE	schedy	YES
WH03-R054	AL	PROC055	dal	WH03	HOW	f83r	APPLY_B3	B3-S020	FIRST	1	2	UNIT_START	lchedy	NO	MEMORIZED_IDENTITY	PROC055	dal	YES	DEFAULT_TARGET	die gewöhnliche Zielstelle	INTENDED_MICROFUNCTION	DEFAULT_TARGET	dal	YES
WH03-R058	AL	PROC055	dal	WH03	HOW	f83r	APPLY_B3	B3-S021	MIDDLE	3	11	checthy	chey	NO	MEMORIZED_IDENTITY	PROC055	dal	YES	DEFAULT_TARGET	die gewöhnliche Zielstelle	INTENDED_MICROFUNCTION	DEFAULT_TARGET	dal	YES
WH03-R059	Y	PROC019	chey	WH03	HOW	f83r	APPLY_B3	B3-S021	MIDDLE	4	11	dal	daiin	NO	MEMORIZED_IDENTITY	PROC019	chey	YES	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	INTENDED_MICROFUNCTION	MATERIAL_OR_QUALITY_REFERENT	chey	YES
WH03-R063	Y	PROC019	chey	WH03	HOW	f83r	APPLY_B3	B3-S021	MIDDLE	8	11	shecthy	dal	NO	MEMORIZED_IDENTITY	PROC019	chey	YES	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	INTENDED_MICROFUNCTION	MATERIAL_OR_QUALITY_REFERENT	chey	YES
WH03-R064	AL	PROC055	dal	WH03	HOW	f83r	APPLY_B3	B3-S021	MIDDLE	9	11	chey	checthy	NO	MEMORIZED_IDENTITY	PROC055	dal	YES	DEFAULT_TARGET	die gewöhnliche Zielstelle	INTENDED_MICROFUNCTION	DEFAULT_TARGET	dal	YES
WH03-R069	CHD+DY	PROC076	schedy	WH03	HOW	f83r	APPLY_B3	B3-S024	ONLY	1	1	UNIT_START	UNIT_END	NO	UNIT	B3-S024	schedy	YES	DEFAULT_TRANSFER_CLOSE	den gewöhnlichen Umsetzschritt schließen	INTENDED_MICROFUNCTION	DEFAULT_TRANSFER_CLOSE	schedy	YES
WH03-R081	OL	PROC013	ol	WH03	HOW	f83r	APPLY_B3	B3-S029	FIRST	1	3	UNIT_START	cheeety	NO	MEMORIZED_IDENTITY	PROC013	ol	YES	GENERAL_CONTINUATION	den allgemeinen Arbeitsgang fortsetzen	INTENDED_MICROFUNCTION	GENERAL_CONTINUATION	ol	YES
WH04-R017	Y	PROC019	chey	WH04	WHAT	f55v	MAKE_C.W2	H4-S004	MIDDLE	5	6	or	orain	NO	MEMORIZED_IDENTITY	PROC019	chey	YES	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	INTENDED_MICROFUNCTION	MATERIAL_OR_QUALITY_REFERENT	chey	YES
WH04-R028	OL	PROC013	ol	WH04	HOW	f83r	APPLY_B4	B4-S003	MIDDLE	6	7	qoky	shedy	NO	MEMORIZED_IDENTITY	PROC013	ol	YES	GENERAL_CONTINUATION	den allgemeinen Arbeitsgang fortsetzen	INTENDED_MICROFUNCTION	GENERAL_CONTINUATION	ol	YES
WH04-R038	SH+EE+Y	PROC157	sheey	WH04	HOW	f83r	APPLY_B4	B4-S008	MIDDLE	3	4	cheeky	qokedy	NO	UNIT	B4-S008	sheey	YES	MARKED_LONG_HOLD	einen lokal markierten langen Halt ausführen	INTENDED_MICROFUNCTION	MARKED_LONG_HOLD	sheey	YES
WH04-R047	OL	PROC013	ol	WH04	HOW	f83r	APPLY_B4	B4-S011	MIDDLE	6	7	chedy	lkedy	NO	MEMORIZED_IDENTITY	PROC013	ol	YES	GENERAL_CONTINUATION	den allgemeinen Arbeitsgang fortsetzen	INTENDED_MICROFUNCTION	GENERAL_CONTINUATION	ol	YES
WH04-R053	Y	PROC019	chey	WH04	HOW	f83r	APPLY_B4	B4-S014	MIDDLE	2	4	or	qockhey	NO	MEMORIZED_IDENTITY	PROC019	chey	YES	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	INTENDED_MICROFUNCTION	MATERIAL_OR_QUALITY_REFERENT	chey	YES
WH04-R057	SH+EE+Y	PROC031	cheey	WH04	HOW	f83r	APPLY_B4	B4-S015	MIDDLE	2	6	qokain	kain	NO	UNIT	B4-S015	cheey	YES	GENERAL_LONG_HOLD	den Posten gewöhnlich lang halten	INTENDED_MICROFUNCTION	GENERAL_LONG_HOLD	cheey	YES
WH04-R063	AL	PROC055	dal	WH04	HOW	f83r	APPLY_B4	B4-S016	MIDDLE	2	4	olkain	skar	NO	MEMORIZED_IDENTITY	PROC055	dal	YES	DEFAULT_TARGET	die gewöhnliche Zielstelle	INTENDED_MICROFUNCTION	DEFAULT_TARGET	dal	YES
WH04-R072	Y	A3:G085	chy	WH04	WHEN	f69v	CONDITION_C6@f69v.3	f69v.3	MIDDLE	7	29	ar	qoteor	NO	MEMORIZED_IDENTITY	A3:G085	chy	YES	STATE_OR_BODY_REFERENT	den aktuellen Zustands- oder Körperposten tragen	INTENDED_MICROFUNCTION	STATE_OR_BODY_REFERENT	chy	YES
WH04-R090	Y	A3:G103	chey	WH04	WHEN	f69v	CONDITION_C6@f69v.3	f69v.3	MIDDLE	25	29	dair	okody	NO	MEMORIZED_IDENTITY	A3:G103	chey	YES	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	INTENDED_MICROFUNCTION	MATERIAL_OR_QUALITY_REFERENT	chey	YES
WH04-R092	AL	A3:G105	dal	WH04	WHEN	f69v	CONDITION_C6@f69v.3	f69v.3	MIDDLE	27	29	okody	oteey	NO	MEMORIZED_IDENTITY	A3:G105	dal	YES	DEFAULT_TARGET	die gewöhnliche Zielstelle	INTENDED_MICROFUNCTION	DEFAULT_TARGET	dal	YES
WH05-R006	SH+EE+Y	PROC031	cheey	WH05	WHAT	f11r	MAKE_B.X1	H3-S001	MIDDLE	6	7	cphy	tchody	NO	UNIT	H3-S001	cheey	YES	GENERAL_LONG_HOLD	den Posten gewöhnlich lang halten	INTENDED_MICROFUNCTION	GENERAL_LONG_HOLD	cheey	YES
WH05-R011	AL	PROC055	dal	WH05	HOW	f83r	APPLY_B5	B5-S003	MIDDLE	2	9	shedal	ol	NO	MEMORIZED_IDENTITY	PROC055	dal	YES	DEFAULT_TARGET	die gewöhnliche Zielstelle	INTENDED_MICROFUNCTION	DEFAULT_TARGET	dal	YES
WH05-R012	OL	PROC013	ol	WH05	HOW	f83r	APPLY_B5	B5-S003	MIDDLE	3	9	dal	lol	NO	MEMORIZED_IDENTITY	PROC013	ol	YES	GENERAL_CONTINUATION	den allgemeinen Arbeitsgang fortsetzen	INTENDED_MICROFUNCTION	GENERAL_CONTINUATION	ol	YES
WH05-R016	OL	PROC013	ol	WH05	HOW	f83r	APPLY_B5	B5-S003	MIDDLE	7	9	daiin	daiiin	NO	MEMORIZED_IDENTITY	PROC013	ol	YES	GENERAL_CONTINUATION	den allgemeinen Arbeitsgang fortsetzen	INTENDED_MICROFUNCTION	GENERAL_CONTINUATION	ol	YES
WH06-R009	AL	PROC055	dal	WH06	WHAT	f56r	MAKE_D.P1	H5-S001	LAST	9	9	qoky	UNIT_END	NO	MEMORIZED_IDENTITY	PROC055	dal	YES	DEFAULT_TARGET	die gewöhnliche Zielstelle	INTENDED_MICROFUNCTION	DEFAULT_TARGET	dal	YES
WH06-R017	OL	PROC013	ol	WH06	HOW	f83r	APPLY_B6	B6-S001	MIDDLE	4	9	raly	daiin	NO	MEMORIZED_IDENTITY	PROC013	ol	YES	GENERAL_CONTINUATION	den allgemeinen Arbeitsgang fortsetzen	INTENDED_MICROFUNCTION	GENERAL_CONTINUATION	ol	YES
WH06-R019	OL	PROC013	ol	WH06	HOW	f83r	APPLY_B6	B6-S001	MIDDLE	6	9	daiin	dain	NO	MEMORIZED_IDENTITY	PROC013	ol	YES	GENERAL_CONTINUATION	den allgemeinen Arbeitsgang fortsetzen	INTENDED_MICROFUNCTION	GENERAL_CONTINUATION	ol	YES
WH06-R021	Y	PROC019	chey	WH06	HOW	f83r	APPLY_B6	B6-S001	MIDDLE	8	9	dain	ldalor	NO	MEMORIZED_IDENTITY	PROC019	chey	YES	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	INTENDED_MICROFUNCTION	MATERIAL_OR_QUALITY_REFERENT	chey	YES
