master_card_id	joint_tuple_id	master_head_form	registered_surface_family	registered_surface_count	short_meaning_de	component_reading	macro_id	encoder_mode	paradigm_rule_id	observed_occurrences	dossiers	master_copy_rule_de	reader_rule_de
MC011	0f15effeca7ab10bb026	lchedar	lchedar	1	von dort abführen	L_OUT+CHED_TRANSFER+AR_FROM	M06	COMPOSE_FROM_COMPONENTS	NONE	1	D2_CLEAR_EXTRACT_STAR_ATLAS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC012	0f18de177ed7c878bf95	dl	dl	1	Zusatz	DL_BATH_ADDITIVE_WHOLE_CARD	M03	COPY_WHOLE_CARD	NONE	2	D1_ROOT_BATH_RIGHT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC013	10488b911aae52b3b334	otchor	otchor|qotchor	2	Folgeansatz	OT_FOLLOW+OR_BATCH	M03	COMPOSE_FROM_COMPONENTS	NONE	2	D1_ROOT_BATH_RIGHT_WHEEL;D4_FRESH_PLANT_LEFT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC014	12efe866f335461823a6	chair	chair	1	Wasserzulauf	CH_INLET+AIR_WATER	M06	COMPOSE_FROM_COMPONENTS	NONE	1	D1_ROOT_BATH_RIGHT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC015	1322bc176443fc2a8a86	qokokchy	qokokchy	1	erneut ansetzen	OK_SET+OK_REPEAT+Y_CURRENT	M07	COMPOSE_FROM_COMPONENTS	NONE	1	D4_FRESH_PLANT_LEFT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC016	1496a731803a9f48d2e1	rol	rol	1	weiterfuehren	R_FRAME+OL_CONTINUE	M02	COMPOSE_FROM_COMPONENTS	NONE	1	D1_ROOT_BATH_RIGHT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC017	1645e612504fcef59ced	okain	okain|qokain	2	eine Portion zugeben	OK+AIN_PORTION	M04	PARADIGM_RULE	P12	7	D1_ROOT_BATH_RIGHT_WHEEL;D2_CLEAR_EXTRACT_STAR_ATLAS;D3_STORED_APPLICATION_THREE_WHEELS;D4_FRESH_PLANT_LEFT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC018	1779decef17481ec2853	qotedaiin	qotedaiin	1	kurzes Folgemass	OT_FOLLOW+E_SHORT+AIIN_MEASURE	M04	COMPOSE_FROM_COMPONENTS	NONE	1	D4_FRESH_PLANT_LEFT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC019	1b1ffdd869fb1429ad03	oldy	oldy	1	fortsetzen; Schluss	OL_CONTINUE+DY_CLOSE	M02	COMPOSE_FROM_COMPONENTS	NONE	2	D3_STORED_APPLICATION_THREE_WHEELS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC020	1bfd786e6b8b63734a59	solkeey	solkeey	1	länger sammeln	SOLK_COLLECT+EE_LONG+Y_ITEM	M07	PARADIGM_RULE	P34	1	D3_STORED_APPLICATION_THREE_WHEELS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC021	204b04837409088c48f9	oltchy	oltchy	1	bereit weiterfuehren	OL_CONTINUE+CTH_READY+Y_CURRENT	M08	COMPOSE_FROM_COMPONENTS	NONE	1	D3_STORED_APPLICATION_THREE_WHEELS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC022	21ed2873b71e57269c08	chckhal	chckhal	1	zur Zielstelle durchleiten	CKH_THROUGH+AL_TO	M06	COMPOSE_FROM_COMPONENTS	NONE	1	D3_STORED_APPLICATION_THREE_WHEELS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC023	22fb87a5a83e5c3fb510	kair	kair	1	Beckenwasser	K_BASIN+AIR_WATER	M06	COMPOSE_FROM_COMPONENTS	NONE	1	D1_ROOT_BATH_RIGHT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC024	232195d6ff2f326322f7	qokol	qokol	1	Fortsetzung einsetzen	OK_SET+OL_CONTINUE	M07	COMPOSE_FROM_COMPONENTS	NONE	1	D3_STORED_APPLICATION_THREE_WHEELS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC025	259b2b3b0bf859882e2c	dchedy	dchedy|schedy|tchedy	3	umsetzen; Schluss	CHED_TRANSFER+TERMINAL	M06	PARADIGM_RULE	P20	4	D1_ROOT_BATH_RIGHT_WHEEL;D2_CLEAR_EXTRACT_STAR_ATLAS;D4_FRESH_PLANT_LEFT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC026	276a7c2d74d1143446f4	choky	choky|oky|qoky	3	Posten ansetzen	OK_SET+Y_OPEN	M07	PARADIGM_RULE	P10	10	D1_ROOT_BATH_RIGHT_WHEEL;D2_CLEAR_EXTRACT_STAR_ATLAS;D3_STORED_APPLICATION_THREE_WHEELS;D4_FRESH_PLANT_LEFT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC027	27d97af8c96eb056c2e6	oykchor	oykchor	1	Gefaess	MEMORIZED_VESSEL_CARD	M05	COPY_WHOLE_CARD	NONE	1	D1_ROOT_BATH_RIGHT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC028	28ffbc88b97772a75f1e	olchedy	olchedy|qolchedy	2	fortsetzen; Schluss	OL_CONTINUE+CHED_TRANSFER+TERMINAL_CLOSE	M06	PARADIGM_RULE	P23	3	D1_ROOT_BATH_RIGHT_WHEEL;D2_CLEAR_EXTRACT_STAR_ATLAS;D4_FRESH_PLANT_LEFT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC029	29e0eb222ef2fb99523a	lar	lar	1	von dort abfuehren	L_OUT+AR_FROM	M06	COMPOSE_FROM_COMPONENTS	NONE	1	D2_CLEAR_EXTRACT_STAR_ATLAS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC030	2b7fa918d1b2f5c656e3	lo	lo	1	abfuehren	L_OUT+O_RESIDUAL_BRANCH	M06	COMPOSE_FROM_COMPONENTS	NONE	1	D4_FRESH_PLANT_LEFT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC031	2bc2ed2630dbdaaa6b59	dalchdy	dalchdy	1	dorthin umsetzen; Schluss	D+AL_TO+CHD_TRANSFER+CLOSE	M06	COMPOSE_FROM_COMPONENTS	NONE	1	D4_FRESH_PLANT_LEFT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC032	2c1a5fd92b9e3c762242	cheeky	cheeky	1	länger wärmen	CHK_WARM+GRADE_2+Y_OPEN	M07	PARADIGM_RULE	P28	2	D3_STORED_APPLICATION_THREE_WHEELS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC033	2c82523794dcb7d2b343	oiiin	oiiin|soiiin	2	Sollstufe	IIN_TARGET_STAGE	M04	PARADIGM_RULE	P05	2	D1_ROOT_BATH_RIGHT_WHEEL;D4_FRESH_PLANT_LEFT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC034	2cc054357a929df85f64	cho	cho|sho	2	Zutat	HO_INGREDIENT	M01	PARADIGM_RULE	P09	4	D4_FRESH_PLANT_LEFT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC035	2cc8bb3c2af19607888f	chckhy	chckhy|shckhy	2	durchleiten	CKH_THROUGH+Y_ITEM	M06	PARADIGM_RULE	P30	4	D1_ROOT_BATH_RIGHT_WHEEL;D2_CLEAR_EXTRACT_STAR_ATLAS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC036	2d2e37ccb2dacc53ee5a	solkaiin	solkaiin	1	bis Sollmass sammeln	SOLK_COLLECT+AIIN_MEASURE	M04	COMPOSE_FROM_COMPONENTS	NONE	1	D2_CLEAR_EXTRACT_STAR_ATLAS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC037	2e2027b1951d79911e24	tchody	tchody	1	kalt stellen	TCHO_COOL+DY_CLOSE	M07	COPY_WHOLE_CARD	NONE	1	D2_CLEAR_EXTRACT_STAR_ATLAS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC038	2e7e89e0bd12b999c280	lshedy	lshedy	1	waschen; Schluss	LSH_WASH+DY_CLOSE	M07	PARADIGM_RULE	P32	2	D1_ROOT_BATH_RIGHT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC039	2f1c5e56e8f0ff459065	aiin	aiin|chaiin|daiin|saiin|taiin	5	Sollmaß	AIIN_TARGET_MEASURE	M04	PARADIGM_RULE	P03	20	D1_ROOT_BATH_RIGHT_WHEEL;D2_CLEAR_EXTRACT_STAR_ATLAS;D3_STORED_APPLICATION_THREE_WHEELS;D4_FRESH_PLANT_LEFT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC040	308e8ea2d5d190c498e8	okal	okal|qokal	2	dort ansetzen	OK_SET+AL_TO	M07	PARADIGM_RULE	P13	6	D1_ROOT_BATH_RIGHT_WHEEL;D2_CLEAR_EXTRACT_STAR_ATLAS;D3_STORED_APPLICATION_THREE_WHEELS;D4_FRESH_PLANT_LEFT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC041	322281bd391aa621f568	okchol	okchol	1	Fortsetzung einsetzen	OK_SET+CH_WRAPPER+OL_CONTINUE	M07	COMPOSE_FROM_COMPONENTS	NONE	1	D2_CLEAR_EXTRACT_STAR_ATLAS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC042	342c3f0777337648f4b3	cheedar	cheedar	1	von dort umsetzen	CHED_TRANSFER+AR_FROM	M06	COMPOSE_FROM_COMPONENTS	NONE	1	D4_FRESH_PLANT_LEFT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC043	348e81ba084c5acdb32b	shecthedchy	shecthedchy	1	bereiten Posten umsetzen	CTH_READY+CHED_TRANSFER+Y_CURRENT	M06	COMPOSE_FROM_COMPONENTS	NONE	1	D4_FRESH_PLANT_LEFT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC044	3ae9a121ba0045b913e8	qokar	qokar	1	daraus ansetzen	OK_SET+AR_FROM	M07	COMPOSE_FROM_COMPONENTS	NONE	1	D2_CLEAR_EXTRACT_STAR_ATLAS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC045	3b70942557b3a40e8030	olkeedy	olkeedy|solkeedy	2	länger sammeln; Schluss	SOLK_COLLECT+EE_LONG+TERMINAL	M07	PARADIGM_RULE	P35	3	D1_ROOT_BATH_RIGHT_WHEEL;D4_FRESH_PLANT_LEFT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC046	3e9c7f217843b588489d	raly	raly	1	diesen Posten dorthin	AL_TO+Y_CURRENT	M05	COMPOSE_FROM_COMPONENTS	NONE	1	D3_STORED_APPLICATION_THREE_WHEELS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC047	403c1592f918c8f23b88	ykain	ykain	1	Postenportion	Y_ITEM+AIN_PORTION	M04	COMPOSE_FROM_COMPONENTS	NONE	1	D3_STORED_APPLICATION_THREE_WHEELS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC048	409de02322e7b2ca0c62	kaiiin	kaiiin	1	Weichstufe	K_SOFT+IIN_TARGET_STAGE	M04	COMPOSE_FROM_COMPONENTS	NONE	1	D1_ROOT_BATH_RIGHT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC049	428a5e3662aa57b4b256	schoal	schoal	1	Zutat dorthin	HO_INGREDIENT+AL_TO	M01	COMPOSE_FROM_COMPONENTS	NONE	1	D2_CLEAR_EXTRACT_STAR_ATLAS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC050	42cdc187d5b9ffc60063	solkey	solkey	1	kurz sammeln	SOLK_COLLECT+E_SHORT+Y_ITEM	M07	PARADIGM_RULE	P33	1	D3_STORED_APPLICATION_THREE_WHEELS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC051	433713294b25b0a12f66	lchedal	lchedal	1	Auslass	L_OUT+CHED_TRANSFER+AL_TO	M06	COMPOSE_FROM_COMPONENTS	NONE	1	D1_ROOT_BATH_RIGHT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC052	43eb9aa12959b4d5cdc9	qekey	qekey	1	roh	MEMORIZED_WHOLE_CARD	M08	COPY_WHOLE_CARD	NONE	1	D3_STORED_APPLICATION_THREE_WHEELS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC053	497cbd9c7401810ff56b	otol	otol	1	danach fortsetzen	OT_FOLLOW+OL_CONTINUE	M02	COMPOSE_FROM_COMPONENTS	NONE	1	D1_ROOT_BATH_RIGHT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC054	4a7a6326ac95a8809302	qokaly	qokaly	1	dies dort ansetzen	OK_SET+AL_TO+Y_ITEM	M07	COMPOSE_FROM_COMPONENTS	NONE	1	D2_CLEAR_EXTRACT_STAR_ATLAS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC055	4d4559019a961b834aa1	char	char|dar|sar	3	daraus	AR_FROM	M05	PARADIGM_RULE	P07	5	D1_ROOT_BATH_RIGHT_WHEEL;D2_CLEAR_EXTRACT_STAR_ATLAS;D4_FRESH_PLANT_LEFT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC056	4da0f0f7b5fc7ac20067	ral	ral	1	zur Zielstelle	R_FRAME+AL_TO	M05	COMPOSE_FROM_COMPONENTS	NONE	1	D1_ROOT_BATH_RIGHT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC057	4de12cf322dfb76ded1e	otchedy	otchedy|qotchedy	2	Folgeumsetzung; Schluss	OT_FOLLOW+CHED_TRANSFER+TERMINAL_CLOSE	M06	PARADIGM_RULE	P24	2	D4_FRESH_PLANT_LEFT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC058	4eab1841ed655c20a348	sheckhal	sheckhal	1	kurz zur Zielstelle durchleiten	CKH_THROUGH+E_SHORT+AL_TO	M06	COMPOSE_FROM_COMPONENTS	NONE	1	D1_ROOT_BATH_RIGHT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC059	53cd0637c6820ba5e91f	dain	dain	1	Tuch	DAIN_CLOTH_WHOLE	M05	COPY_WHOLE_CARD	NONE	2	D3_STORED_APPLICATION_THREE_WHEELS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC060	54d0e228ca346110af05	otaiin	otaiin|sotaiin	2	Folgemaß	OT_FOLLOW+AIIN_MEASURE	M04	COMPOSE_FROM_COMPONENTS	NONE	3	D2_CLEAR_EXTRACT_STAR_ATLAS;D4_FRESH_PLANT_LEFT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC061	54e32e9c1414b20640e9	sshkchdy	sshkchdy	1	schwenken	SSHK_SWIVEL_WHOLE+CLOSE	M07	COPY_WHOLE_CARD	NONE	1	D1_ROOT_BATH_RIGHT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC062	577c03a928d674d420d7	shoyty	shoyty	1	Zutatenteil	HO_INGREDIENT+Y_CURRENT+TY_PART	M04	COMPOSE_FROM_COMPONENTS	NONE	1	D2_CLEAR_EXTRACT_STAR_ATLAS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC063	5d5e0b288cf36864ed9d	oteey	oteey	1	langer Folgeposten	OT_FOLLOW+GRADE_2+Y_ITEM	M02	COMPOSE_FROM_COMPONENTS	NONE	2	D2_CLEAR_EXTRACT_STAR_ATLAS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC064	5e8441397e7c0faf042b	chedchy	chedchy	1	umsetzen	CHED_TRANSFER+CHY_ITEM	M06	COMPOSE_FROM_COMPONENTS	NONE	1	D4_FRESH_PLANT_LEFT_WHEEL	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC065	5eff216ba51fbfb21f22	ls	ls	1	Auslass	L_OUT+S_PORT	M06	COMPOSE_FROM_COMPONENTS	NONE	1	D2_CLEAR_EXTRACT_STAR_ATLAS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC066	5fca8fc3dee57e1d8c1f	lcheey	lcheey	1	Klarlauf abfuehren	L_OUT+CHEEY_CLEAR_FLOW	M06	COMPOSE_FROM_COMPONENTS	NONE	1	D2_CLEAR_EXTRACT_STAR_ATLAS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
MC067	601b77449028deed39de	otchdy	otchdy	1	Folgeumsetzung; Schluss	OT_FOLLOW+CHD_TRANSFER+TERMINAL_CLOSE	M06	COMPOSE_FROM_COMPONENTS	NONE	1	D3_STORED_APPLICATION_THREE_WHEELS	Meisterkopf wählen; Schreiber darf nur eine Form aus der registrierten Familie einsetzen	sichtbare Form direkt zur Meisterkarte zurückschlagen; danach Komponenten und Kurzsinn lesen
