statement_id	scribe_id	visible_surface_sequence	decoded_master_card_sequence	decoded_master_head_sequence	decoded_tuple_sequence	expected_tuple_sequence	decoded_meaning_sequence_de	expected_meaning_sequence_de	tuple_roundtrip	meaning_roundtrip	context_used_for_card_identity
H2-S001	S3_S_LINE_SCRIBE	ycheor checthy chor cthaiin qoctholy chey shy aiin chey	MC075 MC161 MC080 MC169 MC115 MC123 MC123 MC039 MC123	ycheor checthy chor cthaiin qoctholy chey chey aiin chey	7249edc4df3419c26999 e0b630cb1b5df5e7105b 7a4bb8136330ee4e6e56 f3c23f42baf625639e1e af816c04e65874a0f2fa b921a237be883a820352 b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352	7249edc4df3419c26999 e0b630cb1b5df5e7105b 7a4bb8136330ee4e6e56 f3c23f42baf625639e1e af816c04e65874a0f2fa b921a237be883a820352 b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352	Auszugsansatz -> bereit -> Ansatz -> Fertigmaß -> bereiten Posten weiterfuehren -> dieser Posten -> dieser Posten -> Sollmaß -> dieser Posten	Auszugsansatz -> bereit -> Ansatz -> Fertigmaß -> bereiten Posten weiterfuehren -> dieser Posten -> dieser Posten -> Sollmaß -> dieser Posten	PASS	PASS	NO
H2-S001	S4_MIXED_COMPACT	ycheor cthy or cthaiin qoctholy y y aiin shy	MC075 MC161 MC080 MC169 MC115 MC123 MC123 MC039 MC123	ycheor checthy chor cthaiin qoctholy chey chey aiin chey	7249edc4df3419c26999 e0b630cb1b5df5e7105b 7a4bb8136330ee4e6e56 f3c23f42baf625639e1e af816c04e65874a0f2fa b921a237be883a820352 b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352	7249edc4df3419c26999 e0b630cb1b5df5e7105b 7a4bb8136330ee4e6e56 f3c23f42baf625639e1e af816c04e65874a0f2fa b921a237be883a820352 b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352	Auszugsansatz -> bereit -> Ansatz -> Fertigmaß -> bereiten Posten weiterfuehren -> dieser Posten -> dieser Posten -> Sollmaß -> dieser Posten	Auszugsansatz -> bereit -> Ansatz -> Fertigmaß -> bereiten Posten weiterfuehren -> dieser Posten -> dieser Posten -> Sollmaß -> dieser Posten	PASS	PASS	NO
H2-S002	S1_BARE_MASTER	otchor chor otol cheol cholor cheol aiin char	MC013 MC080 MC053 MC153 MC157 MC153 MC039 MC055	otchor chor otol cheol cholor cheol aiin char	10488b911aae52b3b334 7a4bb8136330ee4e6e56 497cbd9c7401810ff56b dcda95c81a5460feb191 dec401773c1f0347793d dcda95c81a5460feb191 2f1c5e56e8f0ff459065 4d4559019a961b834aa1	10488b911aae52b3b334 7a4bb8136330ee4e6e56 497cbd9c7401810ff56b dcda95c81a5460feb191 dec401773c1f0347793d dcda95c81a5460feb191 2f1c5e56e8f0ff459065 4d4559019a961b834aa1	Folgeansatz -> Ansatz -> danach fortsetzen -> fortsetzen -> Fortsetzungsansatz -> fortsetzen -> Sollmaß -> daraus	Folgeansatz -> Ansatz -> danach fortsetzen -> fortsetzen -> Fortsetzungsansatz -> fortsetzen -> Sollmaß -> daraus	PASS	PASS	NO
H2-S002	S2_Q_CELL_SCRIBE	otchor chor otol cheol cholor cheol aiin char	MC013 MC080 MC053 MC153 MC157 MC153 MC039 MC055	otchor chor otol cheol cholor cheol aiin char	10488b911aae52b3b334 7a4bb8136330ee4e6e56 497cbd9c7401810ff56b dcda95c81a5460feb191 dec401773c1f0347793d dcda95c81a5460feb191 2f1c5e56e8f0ff459065 4d4559019a961b834aa1	10488b911aae52b3b334 7a4bb8136330ee4e6e56 497cbd9c7401810ff56b dcda95c81a5460feb191 dec401773c1f0347793d dcda95c81a5460feb191 2f1c5e56e8f0ff459065 4d4559019a961b834aa1	Folgeansatz -> Ansatz -> danach fortsetzen -> fortsetzen -> Fortsetzungsansatz -> fortsetzen -> Sollmaß -> daraus	Folgeansatz -> Ansatz -> danach fortsetzen -> fortsetzen -> Fortsetzungsansatz -> fortsetzen -> Sollmaß -> daraus	PASS	PASS	NO
H2-S002	S3_S_LINE_SCRIBE	otchor chor otol sol cholor cheol saiin char	MC013 MC080 MC053 MC153 MC157 MC153 MC039 MC055	otchor chor otol cheol cholor cheol aiin char	10488b911aae52b3b334 7a4bb8136330ee4e6e56 497cbd9c7401810ff56b dcda95c81a5460feb191 dec401773c1f0347793d dcda95c81a5460feb191 2f1c5e56e8f0ff459065 4d4559019a961b834aa1	10488b911aae52b3b334 7a4bb8136330ee4e6e56 497cbd9c7401810ff56b dcda95c81a5460feb191 dec401773c1f0347793d dcda95c81a5460feb191 2f1c5e56e8f0ff459065 4d4559019a961b834aa1	Folgeansatz -> Ansatz -> danach fortsetzen -> fortsetzen -> Fortsetzungsansatz -> fortsetzen -> Sollmaß -> daraus	Folgeansatz -> Ansatz -> danach fortsetzen -> fortsetzen -> Fortsetzungsansatz -> fortsetzen -> Sollmaß -> daraus	PASS	PASS	NO
H2-S002	S4_MIXED_COMPACT	otchor or otol ol olor ol aiin dar	MC013 MC080 MC053 MC153 MC157 MC153 MC039 MC055	otchor chor otol cheol cholor cheol aiin char	10488b911aae52b3b334 7a4bb8136330ee4e6e56 497cbd9c7401810ff56b dcda95c81a5460feb191 dec401773c1f0347793d dcda95c81a5460feb191 2f1c5e56e8f0ff459065 4d4559019a961b834aa1	10488b911aae52b3b334 7a4bb8136330ee4e6e56 497cbd9c7401810ff56b dcda95c81a5460feb191 dec401773c1f0347793d dcda95c81a5460feb191 2f1c5e56e8f0ff459065 4d4559019a961b834aa1	Folgeansatz -> Ansatz -> danach fortsetzen -> fortsetzen -> Fortsetzungsansatz -> fortsetzen -> Sollmaß -> daraus	Folgeansatz -> Ansatz -> danach fortsetzen -> fortsetzen -> Fortsetzungsansatz -> fortsetzen -> Sollmaß -> daraus	PASS	PASS	NO
H2-S003	S1_BARE_MASTER	oykchor chor chor chey kaiiin chey chodaiin	MC027 MC080 MC080 MC123 MC048 MC123 MC087	oykchor chor chor chey kaiiin chey chodaiin	27d97af8c96eb056c2e6 7a4bb8136330ee4e6e56 7a4bb8136330ee4e6e56 b921a237be883a820352 409de02322e7b2ca0c62 b921a237be883a820352 834825c61d048a6b5628	27d97af8c96eb056c2e6 7a4bb8136330ee4e6e56 7a4bb8136330ee4e6e56 b921a237be883a820352 409de02322e7b2ca0c62 b921a237be883a820352 834825c61d048a6b5628	Gefaess -> Ansatz -> Ansatz -> dieser Posten -> Weichstufe -> dieser Posten -> Zutatenmaß	Gefaess -> Ansatz -> Ansatz -> dieser Posten -> Weichstufe -> dieser Posten -> Zutatenmaß	PASS	PASS	NO
H2-S003	S2_Q_CELL_SCRIBE	oykchor chor chor chey kaiiin chey chodaiin	MC027 MC080 MC080 MC123 MC048 MC123 MC087	oykchor chor chor chey kaiiin chey chodaiin	27d97af8c96eb056c2e6 7a4bb8136330ee4e6e56 7a4bb8136330ee4e6e56 b921a237be883a820352 409de02322e7b2ca0c62 b921a237be883a820352 834825c61d048a6b5628	27d97af8c96eb056c2e6 7a4bb8136330ee4e6e56 7a4bb8136330ee4e6e56 b921a237be883a820352 409de02322e7b2ca0c62 b921a237be883a820352 834825c61d048a6b5628	Gefaess -> Ansatz -> Ansatz -> dieser Posten -> Weichstufe -> dieser Posten -> Zutatenmaß	Gefaess -> Ansatz -> Ansatz -> dieser Posten -> Weichstufe -> dieser Posten -> Zutatenmaß	PASS	PASS	NO
H2-S003	S3_S_LINE_SCRIBE	oykchor chor chor shy kaiiin chey chodaiin	MC027 MC080 MC080 MC123 MC048 MC123 MC087	oykchor chor chor chey kaiiin chey chodaiin	27d97af8c96eb056c2e6 7a4bb8136330ee4e6e56 7a4bb8136330ee4e6e56 b921a237be883a820352 409de02322e7b2ca0c62 b921a237be883a820352 834825c61d048a6b5628	27d97af8c96eb056c2e6 7a4bb8136330ee4e6e56 7a4bb8136330ee4e6e56 b921a237be883a820352 409de02322e7b2ca0c62 b921a237be883a820352 834825c61d048a6b5628	Gefaess -> Ansatz -> Ansatz -> dieser Posten -> Weichstufe -> dieser Posten -> Zutatenmaß	Gefaess -> Ansatz -> Ansatz -> dieser Posten -> Weichstufe -> dieser Posten -> Zutatenmaß	PASS	PASS	NO
H2-S003	S4_MIXED_COMPACT	oykchor or or y kaiiin y chodaiin	MC027 MC080 MC080 MC123 MC048 MC123 MC087	oykchor chor chor chey kaiiin chey chodaiin	27d97af8c96eb056c2e6 7a4bb8136330ee4e6e56 7a4bb8136330ee4e6e56 b921a237be883a820352 409de02322e7b2ca0c62 b921a237be883a820352 834825c61d048a6b5628	27d97af8c96eb056c2e6 7a4bb8136330ee4e6e56 7a4bb8136330ee4e6e56 b921a237be883a820352 409de02322e7b2ca0c62 b921a237be883a820352 834825c61d048a6b5628	Gefaess -> Ansatz -> Ansatz -> dieser Posten -> Weichstufe -> dieser Posten -> Zutatenmaß	Gefaess -> Ansatz -> Ansatz -> dieser Posten -> Weichstufe -> dieser Posten -> Zutatenmaß	PASS	PASS	NO
H3-S001	S1_BARE_MASTER	tshol schoal cfhy shfydaiin cphy cheey tchody	MC098 MC049 MC129 MC111 MC156 MC119 MC037	tshol schoal cfhy shfydaiin cphy cheey tchody	953ad19b79517fc8a211 428a5e3662aa57b4b256 bdad9f9ea8b80f141496 a8af08e69edab8e54f15 deb377381ceaf55ea310 b5df9126607030b95175 2e2027b1951d79911e24	953ad19b79517fc8a211 428a5e3662aa57b4b256 bdad9f9ea8b80f141496 a8af08e69edab8e54f15 deb377381ceaf55ea310 b5df9126607030b95175 2e2027b1951d79911e24	Zutat entnehmen -> Zutat dorthin -> auswringen -> Standmaß -> nachseihen -> Klarlauf -> kalt stellen	Zutat entnehmen -> Zutat dorthin -> auswringen -> Standmaß -> nachseihen -> Klarlauf -> kalt stellen	PASS	PASS	NO
H3-S001	S2_Q_CELL_SCRIBE	tshol schoal cfhy shfydaiin cphy cheey tchody	MC098 MC049 MC129 MC111 MC156 MC119 MC037	tshol schoal cfhy shfydaiin cphy cheey tchody	953ad19b79517fc8a211 428a5e3662aa57b4b256 bdad9f9ea8b80f141496 a8af08e69edab8e54f15 deb377381ceaf55ea310 b5df9126607030b95175 2e2027b1951d79911e24	953ad19b79517fc8a211 428a5e3662aa57b4b256 bdad9f9ea8b80f141496 a8af08e69edab8e54f15 deb377381ceaf55ea310 b5df9126607030b95175 2e2027b1951d79911e24	Zutat entnehmen -> Zutat dorthin -> auswringen -> Standmaß -> nachseihen -> Klarlauf -> kalt stellen	Zutat entnehmen -> Zutat dorthin -> auswringen -> Standmaß -> nachseihen -> Klarlauf -> kalt stellen	PASS	PASS	NO
H3-S001	S3_S_LINE_SCRIBE	tshol schoal cfhy shfydaiin cphy cheey tchody	MC098 MC049 MC129 MC111 MC156 MC119 MC037	tshol schoal cfhy shfydaiin cphy cheey tchody	953ad19b79517fc8a211 428a5e3662aa57b4b256 bdad9f9ea8b80f141496 a8af08e69edab8e54f15 deb377381ceaf55ea310 b5df9126607030b95175 2e2027b1951d79911e24	953ad19b79517fc8a211 428a5e3662aa57b4b256 bdad9f9ea8b80f141496 a8af08e69edab8e54f15 deb377381ceaf55ea310 b5df9126607030b95175 2e2027b1951d79911e24	Zutat entnehmen -> Zutat dorthin -> auswringen -> Standmaß -> nachseihen -> Klarlauf -> kalt stellen	Zutat entnehmen -> Zutat dorthin -> auswringen -> Standmaß -> nachseihen -> Klarlauf -> kalt stellen	PASS	PASS	NO
H3-S001	S4_MIXED_COMPACT	tshol schoal cfhy shfydaiin cphy shey tchody	MC098 MC049 MC129 MC111 MC156 MC119 MC037	tshol schoal cfhy shfydaiin cphy cheey tchody	953ad19b79517fc8a211 428a5e3662aa57b4b256 bdad9f9ea8b80f141496 a8af08e69edab8e54f15 deb377381ceaf55ea310 b5df9126607030b95175 2e2027b1951d79911e24	953ad19b79517fc8a211 428a5e3662aa57b4b256 bdad9f9ea8b80f141496 a8af08e69edab8e54f15 deb377381ceaf55ea310 b5df9126607030b95175 2e2027b1951d79911e24	Zutat entnehmen -> Zutat dorthin -> auswringen -> Standmaß -> nachseihen -> Klarlauf -> kalt stellen	Zutat entnehmen -> Zutat dorthin -> auswringen -> Standmaß -> nachseihen -> Klarlauf -> kalt stellen	PASS	PASS	NO
H3-S002	S1_BARE_MASTER	shoyty	MC062	shoyty	577c03a928d674d420d7	577c03a928d674d420d7	Zutatenteil	Zutatenteil	PASS	PASS	NO
H3-S002	S2_Q_CELL_SCRIBE	shoyty	MC062	shoyty	577c03a928d674d420d7	577c03a928d674d420d7	Zutatenteil	Zutatenteil	PASS	PASS	NO
H3-S002	S3_S_LINE_SCRIBE	shoyty	MC062	shoyty	577c03a928d674d420d7	577c03a928d674d420d7	Zutatenteil	Zutatenteil	PASS	PASS	NO
H3-S002	S4_MIXED_COMPACT	shoyty	MC062	shoyty	577c03a928d674d420d7	577c03a928d674d420d7	Zutatenteil	Zutatenteil	PASS	PASS	NO
H3-S003	S1_BARE_MASTER	dchol chey kchy chey aiin	MC142 MC123 MC117 MC123 MC039	dchol chey kchy chey aiin	d665560c8ff80799a82c b921a237be883a820352 b2812c8283c3a62438bd b921a237be883a820352 2f1c5e56e8f0ff459065	d665560c8ff80799a82c b921a237be883a820352 b2812c8283c3a62438bd b921a237be883a820352 2f1c5e56e8f0ff459065	Voriges -> dieser Posten -> diesen Posten bearbeiten -> dieser Posten -> Sollmaß	Voriges -> dieser Posten -> diesen Posten bearbeiten -> dieser Posten -> Sollmaß	PASS	PASS	NO
H3-S003	S2_Q_CELL_SCRIBE	dchol chey kchy chey aiin	MC142 MC123 MC117 MC123 MC039	dchol chey kchy chey aiin	d665560c8ff80799a82c b921a237be883a820352 b2812c8283c3a62438bd b921a237be883a820352 2f1c5e56e8f0ff459065	d665560c8ff80799a82c b921a237be883a820352 b2812c8283c3a62438bd b921a237be883a820352 2f1c5e56e8f0ff459065	Voriges -> dieser Posten -> diesen Posten bearbeiten -> dieser Posten -> Sollmaß	Voriges -> dieser Posten -> diesen Posten bearbeiten -> dieser Posten -> Sollmaß	PASS	PASS	NO
H3-S003	S3_S_LINE_SCRIBE	schol chey kchy shy aiin	MC142 MC123 MC117 MC123 MC039	dchol chey kchy chey aiin	d665560c8ff80799a82c b921a237be883a820352 b2812c8283c3a62438bd b921a237be883a820352 2f1c5e56e8f0ff459065	d665560c8ff80799a82c b921a237be883a820352 b2812c8283c3a62438bd b921a237be883a820352 2f1c5e56e8f0ff459065	Voriges -> dieser Posten -> diesen Posten bearbeiten -> dieser Posten -> Sollmaß	Voriges -> dieser Posten -> diesen Posten bearbeiten -> dieser Posten -> Sollmaß	PASS	PASS	NO
H3-S003	S4_MIXED_COMPACT	schol y kchy y saiin	MC142 MC123 MC117 MC123 MC039	dchol chey kchy chey aiin	d665560c8ff80799a82c b921a237be883a820352 b2812c8283c3a62438bd b921a237be883a820352 2f1c5e56e8f0ff459065	d665560c8ff80799a82c b921a237be883a820352 b2812c8283c3a62438bd b921a237be883a820352 2f1c5e56e8f0ff459065	Voriges -> dieser Posten -> diesen Posten bearbeiten -> dieser Posten -> Sollmaß	Voriges -> dieser Posten -> diesen Posten bearbeiten -> dieser Posten -> Sollmaß	PASS	PASS	NO
H3-S004	S1_BARE_MASTER	qotchy okchol checthy chey	MC107 MC041 MC161 MC123	qotchy okchol checthy chey	a48efd6c4491a046ba78 322281bd391aa621f568 e0b630cb1b5df5e7105b b921a237be883a820352	a48efd6c4491a046ba78 322281bd391aa621f568 e0b630cb1b5df5e7105b b921a237be883a820352	Folgeposten -> Fortsetzung einsetzen -> bereit -> dieser Posten	Folgeposten -> Fortsetzung einsetzen -> bereit -> dieser Posten	PASS	PASS	NO
H3-S004	S2_Q_CELL_SCRIBE	qotchy okchol checthy chey	MC107 MC041 MC161 MC123	qotchy okchol checthy chey	a48efd6c4491a046ba78 322281bd391aa621f568 e0b630cb1b5df5e7105b b921a237be883a820352	a48efd6c4491a046ba78 322281bd391aa621f568 e0b630cb1b5df5e7105b b921a237be883a820352	Folgeposten -> Fortsetzung einsetzen -> bereit -> dieser Posten	Folgeposten -> Fortsetzung einsetzen -> bereit -> dieser Posten	PASS	PASS	NO
H3-S004	S3_S_LINE_SCRIBE	qotchy okchol checthy shy	MC107 MC041 MC161 MC123	qotchy okchol checthy chey	a48efd6c4491a046ba78 322281bd391aa621f568 e0b630cb1b5df5e7105b b921a237be883a820352	a48efd6c4491a046ba78 322281bd391aa621f568 e0b630cb1b5df5e7105b b921a237be883a820352	Folgeposten -> Fortsetzung einsetzen -> bereit -> dieser Posten	Folgeposten -> Fortsetzung einsetzen -> bereit -> dieser Posten	PASS	PASS	NO
H3-S004	S4_MIXED_COMPACT	qotchy okchol cthy y	MC107 MC041 MC161 MC123	qotchy okchol checthy chey	a48efd6c4491a046ba78 322281bd391aa621f568 e0b630cb1b5df5e7105b b921a237be883a820352	a48efd6c4491a046ba78 322281bd391aa621f568 e0b630cb1b5df5e7105b b921a237be883a820352	Folgeposten -> Fortsetzung einsetzen -> bereit -> dieser Posten	Folgeposten -> Fortsetzung einsetzen -> bereit -> dieser Posten	PASS	PASS	NO
H4-S001	S1_BARE_MASTER	okaiin aiin ykain ykan ody	MC120 MC039 MC047 MC148 MC100	okaiin aiin ykain ykan ody	b5fcea1eaed06b2f2291 2f1c5e56e8f0ff459065 403c1592f918c8f23b88 d929a14ec45749b2e805 97cc9ac109148723c472	b5fcea1eaed06b2f2291 2f1c5e56e8f0ff459065 403c1592f918c8f23b88 d929a14ec45749b2e805 97cc9ac109148723c472	auf Sollmaß einstellen -> Sollmaß -> Postenportion -> dieser Anteil -> kühlen	auf Sollmaß einstellen -> Sollmaß -> Postenportion -> dieser Anteil -> kühlen	PASS	PASS	NO
H4-S001	S2_Q_CELL_SCRIBE	okaiin aiin ykain ykan ody	MC120 MC039 MC047 MC148 MC100	okaiin aiin ykain ykan ody	b5fcea1eaed06b2f2291 2f1c5e56e8f0ff459065 403c1592f918c8f23b88 d929a14ec45749b2e805 97cc9ac109148723c472	b5fcea1eaed06b2f2291 2f1c5e56e8f0ff459065 403c1592f918c8f23b88 d929a14ec45749b2e805 97cc9ac109148723c472	auf Sollmaß einstellen -> Sollmaß -> Postenportion -> dieser Anteil -> kühlen	auf Sollmaß einstellen -> Sollmaß -> Postenportion -> dieser Anteil -> kühlen	PASS	PASS	NO
