locus_row	page	diagram_id	locus	namespace_id	visible_owner	owner_status	group_count	opaque_group_ids	loop_trace	local_unit_default_de	orientation	cross_instrument_join	next_locus_rule
16	f67r2	A1	f67r2.16	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_16	INHERITED_VISIBLE	4	A1:G037|A1:G038|A1:G039|A1:G040	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L16: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
17	f67r2	A1	f67r2.17	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_17	INHERITED_VISIBLE	3	A1:G041|A1:G042|A1:G043	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L17: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
18	f67r2	A1	f67r2.18	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_18	INHERITED_VISIBLE	3	A1:G044|A1:G045|A1:G046	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L18: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
19	f67r2	A1	f67r2.19	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_19	INHERITED_VISIBLE	4	A1:G047|A1:G048|A1:G049|A1:G050	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L19: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
20	f67r2	A1	f67r2.20	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_20	INHERITED_VISIBLE	2	A1:G051|A1:G052	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L20: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
21	f67r2	A1	f67r2.21	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_21	INHERITED_VISIBLE	3	A1:G053|A1:G054|A1:G055	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L21: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
22	f67r2	A1	f67r2.22	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_22	INHERITED_VISIBLE	1	A1:G056	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L22: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
23	f67r2	A1	f67r2.23	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_23	INHERITED_VISIBLE	2	A1:G057|A1:G058	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L23: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
24	f67r2	A1	f67r2.24	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_24	INHERITED_VISIBLE	3	A1:G059|A1:G060|A1:G061	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L24: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
25	f67r2	A1	f67r2.25	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_25	INHERITED_VISIBLE	1	A1:G062	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L25: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
26	f67r2	A1	f67r2.26	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_26	INHERITED_VISIBLE	3	A1:G063|A1:G064|A1:G065	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L26: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
27	f67r2	A1	f67r2.27	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_27	INHERITED_VISIBLE	4	A1:G066|A1:G067|A1:G068|A1:G069	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L27: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
28	f67r2	A1	f67r2.28	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_28	INHERITED_VISIBLE	2	A1:G070|A1:G071	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L28: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
29	f67r2	A1	f67r2.29	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_29	INHERITED_VISIBLE	2	A1:G072|A1:G073	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L29: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
30	f67r2	A1	f67r2.30	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_30	INHERITED_VISIBLE	2	A1:G074|A1:G075	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L30: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
31	f67r2	A1	f67r2.31	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_31	INHERITED_VISIBLE	1	A1:G076	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L31: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
32	f67r2	A1	f67r2.32	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_32	INHERITED_VISIBLE	4	A1:G077|A1:G078|A1:G079|A1:G080	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L32: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
33	f67r2	A1	f67r2.33	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_33	INHERITED_VISIBLE	3	A1:G081|A1:G082|A1:G083	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L33: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
34	f67r2	A1	f67r2.34	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_34	INHERITED_VISIBLE	2	A1:G084|A1:G085	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L34: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
35	f67r2	A1	f67r2.35	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_35	INHERITED_VISIBLE	3	A1:G086|A1:G087|A1:G088	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L35: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
36	f67r2	A1	f67r2.36	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_36	INHERITED_VISIBLE	3	A1:G089|A1:G090|A1:G091	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L36: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
37	f67r2	A1	f67r2.37	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_37	INHERITED_VISIBLE	1	A1:G092	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L37: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
38	f67r2	A1	f67r2.38	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_38	INHERITED_VISIBLE	2	A1:G093|A1:G094	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L38: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
39	f67r2	A1	f67r2.39	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_39	INHERITED_VISIBLE	3	A1:G095|A1:G096|A1:G097	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L39: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
40	f67r2	A1	f67r2.40	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_40	INHERITED_VISIBLE	3	A1:G098|A1:G099|A1:G100	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L40: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
41	f67r2	A1	f67r2.41	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_41	INHERITED_VISIBLE	2	A1:G101|A1:G102	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L41: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
42	f67r2	A1	f67r2.42	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_42	INHERITED_VISIBLE	3	A1:G103|A1:G104|A1:G105	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L42: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
43	f67r2	A1	f67r2.43	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_43	INHERITED_VISIBLE	4	A1:G106|A1:G107|A1:G108|A1:G109	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L43: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
44	f67r2	A1	f67r2.44	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_44	INHERITED_VISIBLE	3	A1:G110|A1:G111|A1:G112	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L44: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
45	f67r2	A1	f67r2.45	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_45	INHERITED_VISIBLE	3	A1:G113|A1:G114|A1:G115	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L45: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
46	f67r2	A1	f67r2.46	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_46	INHERITED_VISIBLE	2	A1:G116|A1:G117	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L46: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
47	f67r2	A1	f67r2.47	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_47	INHERITED_VISIBLE	1	A1:G118	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L47: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
48	f67r2	A1	f67r2.48	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_48	INHERITED_VISIBLE	3	A1:G119|A1:G120|A1:G121	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L48: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
49	f67r2	A1	f67r2.49	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_49	INHERITED_VISIBLE	3	A1:G122|A1:G123|A1:G124	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L49: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
