visible_order	domain	item_id	page	locus	owner_or_namespace	visible_form_or_opaque_id	compiler_track	operation_or_loop	semantic_mode
95	PROSE	E095	f56r	f56r.18	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chokchy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
96	PROSE	E096	f56r	f56r.18	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchoar	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
97	PROSE	E097	f56r	f56r.18	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sotodan	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
98	PROSE	E098	f56r	f56r.19	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	otchey	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
99	PROSE	E099	f56r	f56r.19	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	keol	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	HOLD_STATE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
100	PROSE	E100	f56r	f56r.19	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	daiin	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	METER_CHECK	WORKSHOP_ACTION_WITH_LOCAL_OWNER
101	PROSE	E101	f81v	f81v.2	B1_SHARED_TWO_ROW_POOL	qokedy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	HOLD_STATE>CLOSE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
102	PROSE	E102	f81v	f81v.2	B1_SHARED_TWO_ROW_POOL	okaiin	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	METER_CHECK	WORKSHOP_ACTION_WITH_LOCAL_OWNER
103	PROSE	E103	f81v	f81v.2	B1_SHARED_TWO_ROW_POOL	kair	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	MOVE_PASS	WORKSHOP_ACTION_WITH_LOCAL_OWNER
104	PROSE	E104	f81v	f81v.2	B1_SHARED_TWO_ROW_POOL	okal	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	TARGET_HANDOFF	WORKSHOP_ACTION_WITH_LOCAL_OWNER
105	PROSE	E105	f81v	f81v.2	B1_SHARED_TWO_ROW_POOL	sar	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	SOURCE_DRAW	WORKSHOP_ACTION_WITH_LOCAL_OWNER
106	PROSE	E106	f81v	f81v.2	B1_SHARED_TWO_ROW_POOL	ol	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	CONTINUE_USE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
107	PROSE	E107	f81v	f81v.2	B1_SHARED_TWO_ROW_POOL	kain	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
108	PROSE	E108	f81v	f81v.2	B1_SHARED_TWO_ROW_POOL	olkain	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
