candidate	orientation	A	B	C	D	phase_prediction_class	observed_prediction_class	ZL3b_DISCOVERY_cases	ZL3b_DISCOVERY_contradictions	ZL3b_ADDITIONAL_cases	ZL3b_ADDITIONAL_contradictions	IT2a_DISCOVERY_cases	IT2a_DISCOVERY_contradictions	IT2a_ADDITIONAL_cases	IT2a_ADDITIONAL_contradictions	RF1b_DISCOVERY_cases	RF1b_DISCOVERY_contradictions	RF1b_ADDITIONAL_cases	RF1b_ADDITIONAL_contradictions	independent_meaning_confirmation
M057	CF	HOAR_FROST	RAIN	SNOW	DEW	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M058	CF	HOAR_FROST	RAIN	SNOW	HAIL	E04	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M059	CF	HOAR_FROST	RAIN	HAIL	DEW	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M060	CF	HOAR_FROST	RAIN	HAIL	SNOW	E04	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M061	CF	HOAR_FROST	SNOW	DEW	RAIN	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M062	CF	HOAR_FROST	SNOW	DEW	HAIL	E02	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M063	CF	HOAR_FROST	SNOW	RAIN	DEW	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M064	CF	HOAR_FROST	SNOW	RAIN	HAIL	E02	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M065	CF	HOAR_FROST	SNOW	HAIL	DEW	E01	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M066	CF	HOAR_FROST	SNOW	HAIL	RAIN	E01	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M067	CF	HOAR_FROST	HAIL	DEW	RAIN	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M068	CF	HOAR_FROST	HAIL	DEW	SNOW	E02	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M069	CF	HOAR_FROST	HAIL	RAIN	DEW	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M070	CF	HOAR_FROST	HAIL	RAIN	SNOW	E02	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M071	CF	HOAR_FROST	HAIL	SNOW	DEW	E01	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M072	CF	HOAR_FROST	HAIL	SNOW	RAIN	E01	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M073	CF	SNOW	DEW	RAIN	HOAR_FROST	E06	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M074	CF	SNOW	DEW	RAIN	HAIL	E06	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M075	CF	SNOW	DEW	HOAR_FROST	RAIN	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M076	CF	SNOW	DEW	HOAR_FROST	HAIL	E04	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M077	CF	SNOW	DEW	HAIL	RAIN	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M078	CF	SNOW	DEW	HAIL	HOAR_FROST	E04	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M079	CF	SNOW	RAIN	DEW	HOAR_FROST	E06	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M080	CF	SNOW	RAIN	DEW	HAIL	E06	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M081	CF	SNOW	RAIN	HOAR_FROST	DEW	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M082	CF	SNOW	RAIN	HOAR_FROST	HAIL	E04	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M083	CF	SNOW	RAIN	HAIL	DEW	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M084	CF	SNOW	RAIN	HAIL	HOAR_FROST	E04	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M085	CF	SNOW	HOAR_FROST	DEW	RAIN	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M086	CF	SNOW	HOAR_FROST	DEW	HAIL	E02	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M087	CF	SNOW	HOAR_FROST	RAIN	DEW	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M088	CF	SNOW	HOAR_FROST	RAIN	HAIL	E02	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M089	CF	SNOW	HOAR_FROST	HAIL	DEW	E01	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M090	CF	SNOW	HOAR_FROST	HAIL	RAIN	E01	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M091	CF	SNOW	HAIL	DEW	RAIN	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M092	CF	SNOW	HAIL	DEW	HOAR_FROST	E02	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M093	CF	SNOW	HAIL	RAIN	DEW	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M094	CF	SNOW	HAIL	RAIN	HOAR_FROST	E02	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M095	CF	SNOW	HAIL	HOAR_FROST	DEW	E01	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M096	CF	SNOW	HAIL	HOAR_FROST	RAIN	E01	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M097	CF	HAIL	DEW	RAIN	HOAR_FROST	E06	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M098	CF	HAIL	DEW	RAIN	SNOW	E06	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M099	CF	HAIL	DEW	HOAR_FROST	RAIN	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M100	CF	HAIL	DEW	HOAR_FROST	SNOW	E04	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M101	CF	HAIL	DEW	SNOW	RAIN	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M102	CF	HAIL	DEW	SNOW	HOAR_FROST	E04	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M103	CF	HAIL	RAIN	DEW	HOAR_FROST	E06	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M104	CF	HAIL	RAIN	DEW	SNOW	E06	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M105	CF	HAIL	RAIN	HOAR_FROST	DEW	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M106	CF	HAIL	RAIN	HOAR_FROST	SNOW	E04	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M107	CF	HAIL	RAIN	SNOW	DEW	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M108	CF	HAIL	RAIN	SNOW	HOAR_FROST	E04	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M109	CF	HAIL	HOAR_FROST	DEW	RAIN	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M110	CF	HAIL	HOAR_FROST	DEW	SNOW	E02	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M111	CF	HAIL	HOAR_FROST	RAIN	DEW	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M112	CF	HAIL	HOAR_FROST	RAIN	SNOW	E02	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M113	CF	HAIL	HOAR_FROST	SNOW	DEW	E01	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M114	CF	HAIL	HOAR_FROST	SNOW	RAIN	E01	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M115	CF	HAIL	SNOW	DEW	RAIN	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M116	CF	HAIL	SNOW	DEW	HOAR_FROST	E02	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M117	CF	HAIL	SNOW	RAIN	DEW	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M118	CF	HAIL	SNOW	RAIN	HOAR_FROST	E02	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M119	CF	HAIL	SNOW	HOAR_FROST	DEW	E01	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M120	CF	HAIL	SNOW	HOAR_FROST	RAIN	E01	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M121	FC	DEW	RAIN	HOAR_FROST	SNOW	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M122	FC	DEW	RAIN	HOAR_FROST	HAIL	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M123	FC	DEW	RAIN	SNOW	HOAR_FROST	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M124	FC	DEW	RAIN	SNOW	HAIL	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M125	FC	DEW	RAIN	HAIL	HOAR_FROST	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M126	FC	DEW	RAIN	HAIL	SNOW	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M127	FC	DEW	HOAR_FROST	RAIN	SNOW	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M128	FC	DEW	HOAR_FROST	RAIN	HAIL	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M129	FC	DEW	HOAR_FROST	SNOW	RAIN	E06	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M130	FC	DEW	HOAR_FROST	SNOW	HAIL	E07	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M131	FC	DEW	HOAR_FROST	HAIL	RAIN	E06	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M132	FC	DEW	HOAR_FROST	HAIL	SNOW	E07	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M133	FC	DEW	SNOW	RAIN	HOAR_FROST	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M134	FC	DEW	SNOW	RAIN	HAIL	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M135	FC	DEW	SNOW	HOAR_FROST	RAIN	E06	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M136	FC	DEW	SNOW	HOAR_FROST	HAIL	E07	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M137	FC	DEW	SNOW	HAIL	RAIN	E06	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M138	FC	DEW	SNOW	HAIL	HOAR_FROST	E07	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M139	FC	DEW	HAIL	RAIN	HOAR_FROST	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M140	FC	DEW	HAIL	RAIN	SNOW	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M141	FC	DEW	HAIL	HOAR_FROST	RAIN	E06	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M142	FC	DEW	HAIL	HOAR_FROST	SNOW	E07	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M143	FC	DEW	HAIL	SNOW	RAIN	E06	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M144	FC	DEW	HAIL	SNOW	HOAR_FROST	E07	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M145	FC	RAIN	DEW	HOAR_FROST	SNOW	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M146	FC	RAIN	DEW	HOAR_FROST	HAIL	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M147	FC	RAIN	DEW	SNOW	HOAR_FROST	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
