target_ordinal	surface	reader_decision	final_recipe	atom_count	visible_route_class	visible_trace	visible_evidence	exact_surface_reconstruction	renderer_segment_count	canonical_segment_count	learned_or_special_segment_count	old26_exact_cover_path_count	direct_interface_count	old26_direct_interface_count	new_direct_interfaces	observed_requirement_modes	observed_incoming_action_roots	observed_incoming_argument_roots	future_action_contract	future_argument_contract	neutral_component_reading_de	known_contextual_readings_de	gdt446_identity_status	gdt446_factor_status_in_observed_context	gdt446_execution_decision	gdt446_portable_factor_rules	gdt446_amber_factor_rules	gdt446_blocked_factor_rules	current_execution_route	visible_route_caution	execution_caution	reading_scope	guard
51	faiis	READ_KNOWN_ATOMIC_FACTOR_WORKING_CARD	LOCAL_CHAR_F+IIN+S	3	PREFIX_CONDITIONED_CURRENT_AIIS_CHANNEL	f→LOCAL_CHAR_F | aiis→IIN+S	F/QO prefixes select IIN+S in 2 cards; S selects A_ADDR+IIN+S in 2	YES	2	1	1	0	2	1	LOCAL_CHAR_F>IIN	SELF_CONTAINED	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	Hier; auf der bezeichneten Stufe; wählen.	Wähle; auf der bezeichneten Stufe; an der bezeichneten Stelle.	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	READ	NONE	NONE	NONE	READ_FACTOR_GREEN	aiis is prefix-conditioned and has no global recipe value	NONE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_KNOWN_SURFACE_ONLY__NO_UNKNOWN_SURFACE_OR_NEW_MEANING
62	keeol	READ_KNOWN_ATOMIC_FACTOR_WORKING_CARD	K+EE+OL	3	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	k→K | ee→EE | ol→OL	k:CANONICAL_AND_LEARNED:n937:share0.961026 | ee:CANONICAL_AND_LEARNED:n630:share0.915698 | ol:CANONICAL_AND_LEARNED:n956:share0.965657	YES	3	3	0	3	2	2	NONE	REQUIRES_ACTIVE_ARGUMENT	NONE	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	Geben; auf Grad II; fortsetzen.	Gib den Pflanzenposten [wie zuvor] zu; auf Grad II; führe fort.	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	READ	FOCUS:K<-EE	NONE	NONE	READ_FACTOR_GREEN	NONE	NONE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_KNOWN_SURFACE_ONLY__NO_UNKNOWN_SURFACE_OR_NEW_MEANING
67	ld	READ_KNOWN_ATOMIC_FACTOR_WORKING_CARD	L+D_ADDR	2	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	l→L | d→D_ADDR	l:CANONICAL_AND_LEARNED:n534:share0.930314 | d:CANONICAL_AND_LEARNED:n1129:share0.905373	YES	2	2	0	1	1	1	NONE	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	T	Y	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	Über die Verbindung; hier.	Im laufenden Satz lege den laufenden Eintrag [wie zuvor] fest; über die Eintragsverbindung; an der bezeichneten Stelle.	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	READ	FOCUS:T<-L	NONE	NONE	READ_FACTOR_GREEN	NONE	NONE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_KNOWN_SURFACE_ONLY__NO_UNKNOWN_SURFACE_OR_NEW_MEANING
70	lpchees	READ_KNOWN_ATOMIC_FACTOR_WORKING_CARD	L+P+CH+EE+S	5	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	l→L | p→P | ch→CH | ee→EE | s→S	l:CANONICAL_AND_LEARNED:n534:share0.930314 | p:CANONICAL_AND_LEARNED:n372:share0.961240 | ch:CANONICAL_AND_LEARNED:n1255:share0.953647 | ee:CANONICAL_AND_LEARNED:n630:share0.915698 | s:CANONICAL_AND_LEARNED:n791:share0.743421	YES	5	5	0	4	4	4	NONE	REQUIRES_ACTIVE_ARGUMENT	NONE	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	Über die Verbindung; einsetzen, nehmen und wählen; auf Grad II.	Setze den laufenden Eintrag [wie zuvor] ein, entnimm den laufenden Eintrag [wie zuvor] und wähle den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; auf Grad II.	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	READ	FOCUS:P<-L|FOCUS:CH<-EE|PAIR:P>CH	NONE	NONE	READ_FACTOR_GREEN	NONE	NONE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_KNOWN_SURFACE_ONLY__NO_UNKNOWN_SURFACE_OR_NEW_MEANING
82	pdaiin	READ_KNOWN_ATOMIC_FACTOR_WORKING_CARD	P+AIIN	2	OLD26_MIXED_CANONICAL_AND_LEARNED_RENDERERS	p→P | daiin→AIIN	p:CANONICAL_AND_LEARNED:n372:share0.961240 | daiin:LEARNED_RENDERER_ALIAS:n128:share0.711111	YES	2	1	1	1	1	1	NONE	SELF_CONTAINED	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	Den Wert einsetzen.	Setze den Kennwert ein.	PREDICTED_STRONG	FACTOR_GREEN_CROSS_PAGE	READ	FOCUS:P<-AIIN	NONE	NONE	READ_FACTOR_GREEN	NONE	NONE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_KNOWN_SURFACE_ONLY__NO_UNKNOWN_SURFACE_OR_NEW_MEANING
86	qef	READ_KNOWN_ATOMIC_FACTOR_WORKING_CARD	E+LOCAL_CHAR_F	2	GDT535_LOCAL_Q_NULL_PLUS_CANONICAL_ATOMS	q→NULL_Q | e→E | f→LOCAL_CHAR_F	same-statement q vote 6/6 noncarrier; old visible q-null 75/84	YES	3	2	1	0	1	1	NONE	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	K	Y	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	Auf Grad I; hier.	Im laufenden Satz gib den Pflanzenposten [wie zuvor] zu; auf Grad I; an der bezeichneten Stelle.	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	READ	FOCUS:K<-E	NONE	NONE	READ_FACTOR_GREEN	q-null is locally selected, not a universal q deletion	NONE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_KNOWN_SURFACE_ONLY__NO_UNKNOWN_SURFACE_OR_NEW_MEANING
97	qotedal	READ_KNOWN_ATOMIC_FACTOR_WORKING_CARD	OT+E+AL	3	OLD26_MIXED_CANONICAL_AND_LEARNED_RENDERERS	qot→OT | e→E | dal→AL	qot:LEARNED_RENDERER_ALIAS:n226:share0.974138 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | dal:LEARNED_RENDERER_ALIAS:n99:share0.798387	YES	3	1	2	2	2	2	NONE	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	CHD	Y	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	Danach; auf Grad I; am Zielort.	Danach: im laufenden Satz bearbeite den laufenden Eintrag [wie zuvor]; zur Zielspalte; auf Grad I.	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	READ	FOCUS:CHD<-E|FOCUS:CHD<-AL	NONE	NONE	READ_FACTOR_GREEN	NONE	NONE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_KNOWN_SURFACE_ONLY__NO_UNKNOWN_SURFACE_OR_NEW_MEANING
102	shain	READ_KNOWN_ATOMIC_FACTOR_WORKING_CARD	SH+AIN	2	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	sh→SH | ain→AIN	sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | ain:CANONICAL_AND_LEARNED:n282:share0.992958	YES	2	2	0	1	1	0	SH>AIN	SELF_CONTAINED	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	Den Anteil halten.	Halte den Materialanteil.	PREDICTED_HIGH	FACTOR_GREEN_CROSS_PAGE	READ	FOCUS:SH<-AIN	NONE	NONE	READ_FACTOR_GREEN	NONE	NONE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_KNOWN_SURFACE_ONLY__NO_UNKNOWN_SURFACE_OR_NEW_MEANING
105	shd	READ_KNOWN_ATOMIC_FACTOR_WORKING_CARD	SH+D_ADDR	2	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	sh→SH | d→D_ADDR	sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | d:CANONICAL_AND_LEARNED:n1129:share0.905373	YES	2	2	0	2	1	1	NONE	REQUIRES_ACTIVE_ARGUMENT	NONE	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	Halten; hier.	Halte den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle.	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	READ	NONE	NONE	NONE	READ_FACTOR_GREEN	NONE	NONE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_KNOWN_SURFACE_ONLY__NO_UNKNOWN_SURFACE_OR_NEW_MEANING
106	shddy	READ_KNOWN_ATOMIC_FACTOR_WORKING_CARD	SH+D_ADDR+DY	3	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	sh→SH | d→D_ADDR | dy→DY	sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | d:CANONICAL_AND_LEARNED:n1129:share0.905373 | dy:CANONICAL_STEM:n0:share0.000000	YES	3	3	0	2	2	2	NONE	REQUIRES_ACTIVE_ARGUMENT	NONE	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	Halten; hier; abschließen.	Halte den laufenden Eintrag [wie zuvor] fest; an der bezeichneten Stelle; schließe den Schritt.	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	READ	CLOSE:SH	NONE	NONE	READ_FACTOR_GREEN	NONE	NONE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_KNOWN_SURFACE_ONLY__NO_UNKNOWN_SURFACE_OR_NEW_MEANING
123	shso	READ_KNOWN_ATOMIC_FACTOR_WORKING_CARD	SH+S+O	3	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	sh→SH | s→S | o→O	sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | s:CANONICAL_AND_LEARNED:n791:share0.743421 | o:CANONICAL_AND_LEARNED:n1340:share0.949681	YES	3	3	0	2	2	1	SH>S	SELF_CONTAINED	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	Halten und wählen; zur Ausführung.	Halte und wähle; zur Ausführung.	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	STOP	NONE	NONE	PAIR:SH>S	READ_EXPLICIT_OBSERVED_PAIR_DEFAULT	NONE	NEW_DIRECT_ACTION_PAIR_SH>S__OBSERVED_SINGLETON	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_KNOWN_SURFACE_ONLY__NO_UNKNOWN_SURFACE_OR_NEW_MEANING
124	shtchy	READ_KNOWN_ATOMIC_FACTOR_WORKING_CARD	SH+T+CH+Y	4	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	sh→SH | t→T | ch→CH | y→Y	sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | t:CANONICAL_AND_LEARNED:n636:share0.940828 | ch:CANONICAL_AND_LEARNED:n1255:share0.953647 | y:CANONICAL_AND_LEARNED:n2848:share0.984105	YES	4	4	0	3	3	3	NONE	SELF_CONTAINED	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	Den Posten halten, einstellen und nehmen.	Halte den Pflanzenposten, stelle den Pflanzenposten ein und nimm den Pflanzenposten.	NOT_IN_EXACT_CATALOG	FACTOR_AMBER_LOCAL_APPENDIX	READ_AMBER	FOCUS:CH<-Y|PAIR:T>CH	PAIR:SH>T	NONE	READ_FACTOR_AMBER_LOCAL_APPENDIX	NONE	PAIR:SH>T	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_KNOWN_SURFACE_ONLY__NO_UNKNOWN_SURFACE_OR_NEW_MEANING
129	tocpheey	READ_KNOWN_ATOMIC_FACTOR_WORKING_CARD	T+O+CH+P+EE+Y	6	OLD26_MIXED_CANONICAL_AND_LEARNED_RENDERERS	t→T | o→O | cph→CH+P | ee→EE | y→Y	t:CANONICAL_AND_LEARNED:n636:share0.940828 | o:CANONICAL_AND_LEARNED:n1340:share0.949681 | cph:LEARNED_SHORT_RENDERER:n79:share0.951807 | ee:CANONICAL_AND_LEARNED:n630:share0.915698 | y:CANONICAL_AND_LEARNED:n2848:share0.984105	YES	5	4	1	4	5	4	P>EE	SELF_CONTAINED	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	Den Posten einstellen, nehmen und einsetzen; zur Ausführung; auf Grad II.	Lege den laufenden Eintrag fest, entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; zur Ausführung und auf Grad II.	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	READ	FOCUS:P<-EE|FOCUS:P<-Y|PAIR:CH>P	NONE	NONE	READ_FACTOR_GREEN	NONE	NONE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_KNOWN_SURFACE_ONLY__NO_UNKNOWN_SURFACE_OR_NEW_MEANING
