statement_id	page	register	event_count	component_atom_count	category_count	categories_used	unknown_atoms	sheet_result
P1009-S011	f17r	HERBAL	4	13	10	CHANNEL_01|CHANNEL_02|CHANNEL_03|CONTROL_04|CONTROL_05|CONTROL_08|CORE_01|CORE_08|CORE_17|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S012	f17r	HERBAL	4	13	7	CHANNEL_01|CONTROL_04|CONTROL_05|CORE_01|CORE_04|CORE_06|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S013	f17r	HERBAL	6	19	10	CHANNEL_01|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_06|CORE_08|CORE_09|CORE_19	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S014	f17r	HERBAL	26	70	18	CHANNEL_01|CHANNEL_02|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_09|CORE_10|CORE_11|CORE_13|CORE_15|CORE_18|CORE_19	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S015	f17r	HERBAL	3	9	9	CHANNEL_01|CONTROL_01|CONTROL_04|CONTROL_05|CONTROL_06|CORE_01|CORE_06|CORE_15|CORE_19	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S016	f17r	HERBAL	11	38	17	CHANNEL_01|CHANNEL_02|CHANNEL_03|CONTROL_01|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_06|CORE_07|CORE_09|CORE_11|CORE_13|CORE_15|CORE_17|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S017	f17r	HERBAL	23	62	18	CHANNEL_01|CONTROL_01|CONTROL_05|CONTROL_07|CONTROL_08|CORE_01|CORE_02|CORE_03|CORE_04|CORE_06|CORE_08|CORE_09|CORE_10|CORE_11|CORE_15|CORE_16|CORE_17|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S018	f18r	HERBAL	1	5	5	CHANNEL_01|CONTROL_04|CORE_17|CORE_18|CORE_19	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S019	f18r	HERBAL	29	61	16	CHANNEL_01|CHANNEL_02|CONTROL_01|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_08|CORE_09|CORE_10|CORE_13|CORE_15|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S020	f18r	HERBAL	19	43	15	CHANNEL_01|CHANNEL_03|CONTROL_04|CORE_01|CORE_03|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_10|CORE_11|CORE_13|CORE_15|CORE_19	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S021	f18r	HERBAL	4	9	7	CHANNEL_01|CONTROL_04|CORE_02|CORE_03|CORE_06|CORE_10|CORE_13	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S022	f18r	HERBAL	31	69	18	CHANNEL_01|CONTROL_05|CONTROL_08|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_10|CORE_11|CORE_13|CORE_15|CORE_17|CORE_19	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S023	f55v	HERBAL	8	31	16	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_03|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_04|CORE_06|CORE_09|CORE_10|CORE_12|CORE_15|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S024	f55v	HERBAL	22	55	20	CHANNEL_01|CHANNEL_03|CHANNEL_04|CONTROL_01|CONTROL_02|CONTROL_03|CONTROL_04|CONTROL_05|CONTROL_06|CORE_01|CORE_02|CORE_03|CORE_05|CORE_06|CORE_08|CORE_09|CORE_10|CORE_11|CORE_12|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S025	f55v	HERBAL	5	12	9	CHANNEL_03|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_06|CORE_09|CORE_10|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S026	f55v	HERBAL	56	123	25	CHANNEL_01|CHANNEL_03|CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CONTROL_08|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_10|CORE_11|CORE_12|CORE_13|CORE_15|CORE_16|CORE_17|CORE_18|CORE_19	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S027	f55v	HERBAL	15	28	17	CHANNEL_01|CONTROL_01|CONTROL_02|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_08|CORE_09|CORE_10|CORE_11|CORE_13|CORE_14|CORE_15|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S028	f56r	HERBAL	6	13	8	CONTROL_01|CONTROL_04|CONTROL_05|CORE_01|CORE_04|CORE_05|CORE_06|CORE_11	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S029	f56r	HERBAL	45	108	20	CHANNEL_03|CHANNEL_04|CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_10|CORE_11|CORE_12|CORE_13|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S030	f56r	HERBAL	54	126	20	CHANNEL_01|CHANNEL_02|CHANNEL_03|CONTROL_01|CONTROL_02|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_10|CORE_11|CORE_13|CORE_15|CORE_17	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S031	f67r2	CELESTIAL	7	19	11	CHANNEL_01|CONTROL_02|CONTROL_04|CONTROL_05|CONTROL_07|CORE_01|CORE_03|CORE_05|CORE_11|CORE_16|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S032	f67r2	CELESTIAL	19	46	18	CHANNEL_01|CONTROL_01|CONTROL_05|CONTROL_07|CONTROL_08|CORE_01|CORE_02|CORE_04|CORE_05|CORE_06|CORE_08|CORE_09|CORE_10|CORE_11|CORE_13|CORE_16|CORE_17|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S033	f67r2	CELESTIAL	13	37	17	CHANNEL_01|CONTROL_01|CONTROL_05|CONTROL_08|CORE_01|CORE_02|CORE_05|CORE_06|CORE_08|CORE_09|CORE_10|CORE_11|CORE_13|CORE_15|CORE_16|CORE_17|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S034	f67r2	CELESTIAL	1	4	4	CONTROL_04|CONTROL_05|CORE_01|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S035	f67r2	CELESTIAL	3	6	4	CONTROL_05|CORE_03|CORE_10|CORE_11	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S036	f67r2	CELESTIAL	7	19	12	CHANNEL_01|CHANNEL_03|CONTROL_01|CONTROL_05|CONTROL_08|CORE_02|CORE_05|CORE_08|CORE_10|CORE_11|CORE_14|CORE_19	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S037	f67r2	CELESTIAL	6	10	8	CHANNEL_02|CONTROL_07|CORE_01|CORE_02|CORE_03|CORE_10|CORE_13|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S038	f67r2	CELESTIAL	18	59	20	CHANNEL_01|CHANNEL_02|CHANNEL_04|CONTROL_01|CONTROL_04|CONTROL_05|CONTROL_06|CONTROL_07|CORE_01|CORE_03|CORE_04|CORE_06|CORE_07|CORE_09|CORE_10|CORE_11|CORE_12|CORE_13|CORE_15|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S039	f67r2	CELESTIAL	7	26	15	CHANNEL_01|CHANNEL_02|CONTROL_01|CONTROL_02|CONTROL_05|CONTROL_07|CONTROL_08|CORE_01|CORE_05|CORE_06|CORE_07|CORE_09|CORE_10|CORE_11|CORE_13	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S040	f67r2	CELESTIAL	9	20	14	CHANNEL_01|CHANNEL_04|CONTROL_01|CONTROL_02|CONTROL_05|CONTROL_08|CORE_01|CORE_05|CORE_06|CORE_10|CORE_11|CORE_15|CORE_16|CORE_17	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S041	f67r2	CELESTIAL	36	118	19	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_05|CONTROL_06|CORE_01|CORE_02|CORE_03|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_10|CORE_11|CORE_15|CORE_16|CORE_18|CORE_19	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S042	f68r1	CELESTIAL	12	47	18	CONTROL_01|CONTROL_02|CONTROL_03|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_11|CORE_13|CORE_14|CORE_15|CORE_17|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S043	f68r1	CELESTIAL	3	13	8	CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CORE_01|CORE_06|CORE_07|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S044	f68r1	CELESTIAL	16	61	19	CHANNEL_01|CHANNEL_02|CONTROL_01|CONTROL_02|CONTROL_05|CONTROL_06|CONTROL_07|CONTROL_08|CORE_01|CORE_02|CORE_03|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_13|CORE_17|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S045	f71v	CELESTIAL	19	59	15	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CORE_01|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_10|CORE_15|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S046	f71v	CELESTIAL	18	57	21	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_03|CONTROL_05|CONTROL_07|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_10|CORE_11|CORE_13|CORE_14|CORE_15|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S047	f71v	CELESTIAL	27	70	21	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_10|CORE_11|CORE_13|CORE_14|CORE_15|CORE_17|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S048	f71v	CELESTIAL	3	8	8	CONTROL_02|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_07|CORE_13	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S049	f71v	CELESTIAL	11	33	14	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_05|CORE_01|CORE_02|CORE_04|CORE_05|CORE_06|CORE_08|CORE_09|CORE_10|CORE_11|CORE_13	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S050	f72r	CELESTIAL	5	17	10	CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CORE_01|CORE_03|CORE_04|CORE_06|CORE_14|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S051	f72r	CELESTIAL	4	10	7	CONTROL_02|CONTROL_04|CORE_01|CORE_04|CORE_05|CORE_12|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S052	f72r	CELESTIAL	6	19	12	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_05|CORE_06|CORE_09|CORE_10	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S053	f72r	CELESTIAL	27	63	18	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_10|CORE_11|CORE_14|CORE_15|CORE_17	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S054	f72r	CELESTIAL	13	40	16	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_10|CORE_13|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S055	f72r	CELESTIAL	14	28	13	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_05|CORE_01|CORE_02|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_10	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S056	f72r	CELESTIAL	13	30	14	CHANNEL_01|CONTROL_02|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_08|CORE_09|CORE_10|CORE_13|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S057	f72r	CELESTIAL	41	92	16	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_08|CORE_09|CORE_10|CORE_11|CORE_15|CORE_17	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S058	f72r	CELESTIAL	17	39	15	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_10|CORE_12|CORE_14|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S059	f72r	CELESTIAL	4	11	10	CONTROL_01|CONTROL_02|CONTROL_03|CONTROL_04|CORE_01|CORE_02|CORE_04|CORE_05|CORE_07|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S060	f72r	CELESTIAL	5	14	11	CONTROL_01|CONTROL_02|CONTROL_05|CORE_01|CORE_04|CORE_05|CORE_06|CORE_07|CORE_10|CORE_11|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S061	f72r	CELESTIAL	15	30	14	CHANNEL_01|CONTROL_02|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_08|CORE_10|CORE_11|CORE_15|CORE_19	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S062	f72r	CELESTIAL	11	35	16	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_04|CORE_06|CORE_08|CORE_09|CORE_10|CORE_12|CORE_13|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S063	f72r	CELESTIAL	19	46	17	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_10|CORE_11|CORE_13	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S064	f72r	CELESTIAL	17	46	19	CHANNEL_01|CHANNEL_04|CONTROL_01|CONTROL_02|CONTROL_05|CONTROL_07|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_11|CORE_13|CORE_15|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S065	f72r	CELESTIAL	1	3	3	CONTROL_04|CORE_04|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S066	f72r	CELESTIAL	4	10	8	CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CORE_01|CORE_04|CORE_07|CORE_09	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S067	f72r	CELESTIAL	36	101	22	CHANNEL_01|CHANNEL_04|CONTROL_01|CONTROL_02|CONTROL_05|CONTROL_07|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_10|CORE_11|CORE_13|CORE_14|CORE_15|CORE_17|CORE_19	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S068	f72r	CELESTIAL	3	8	7	CONTROL_02|CONTROL_03|CONTROL_04|CORE_01|CORE_04|CORE_08|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S069	f72r	CELESTIAL	21	59	20	CHANNEL_01|CHANNEL_02|CONTROL_01|CONTROL_02|CONTROL_03|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_10|CORE_11|CORE_12|CORE_13|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S070	f72r	CELESTIAL	3	5	4	CONTROL_01|CORE_01|CORE_03|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S071	f72r	CELESTIAL	9	27	14	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_04|CORE_06|CORE_08|CORE_10|CORE_13|CORE_14|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S072	f75r	BIOLOGICAL	7	20	10	CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_04|CORE_07|CORE_08|CORE_09|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S073	f75r	BIOLOGICAL	5	12	8	CONTROL_01|CONTROL_04|CORE_01|CORE_03|CORE_07|CORE_11|CORE_14|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S074	f75r	BIOLOGICAL	2	8	7	CONTROL_02|CONTROL_04|CORE_01|CORE_06|CORE_08|CORE_09|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S075	f75r	BIOLOGICAL	20	52	19	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CONTROL_08|CORE_01|CORE_02|CORE_03|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_13|CORE_14|CORE_15|CORE_16|CORE_17	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S076	f75r	BIOLOGICAL	8	17	11	CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_03|CORE_06|CORE_07|CORE_08|CORE_09|CORE_16|CORE_17	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S077	f75r	BIOLOGICAL	9	27	14	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_06|CORE_08|CORE_09|CORE_13|CORE_15|CORE_16|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S078	f75r	BIOLOGICAL	2	5	5	CONTROL_04|CORE_01|CORE_02|CORE_12|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S079	f75r	BIOLOGICAL	1	3	3	CONTROL_04|CORE_02|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S080	f75r	BIOLOGICAL	10	20	11	CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_08|CORE_11|CORE_12|CORE_13|CORE_14|CORE_15|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S081	f75r	BIOLOGICAL	4	15	10	CHANNEL_01|CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_06|CORE_07|CORE_09|CORE_14|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S082	f75r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S083	f75r	BIOLOGICAL	1	3	3	CONTROL_04|CORE_02|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S084	f75r	BIOLOGICAL	3	9	8	CONTROL_01|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_06|CORE_14|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S085	f75r	BIOLOGICAL	4	12	10	CHANNEL_03|CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_06|CORE_08|CORE_09|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S086	f75r	BIOLOGICAL	10	24	16	CHANNEL_01|CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_11|CORE_12|CORE_13|CORE_15|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S087	f75r	BIOLOGICAL	1	3	3	CONTROL_04|CORE_12|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S088	f75r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S089	f75r	BIOLOGICAL	3	7	6	CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_19	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S090	f75r	BIOLOGICAL	4	8	7	CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_05|CORE_07|CORE_08	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S091	f75r	BIOLOGICAL	12	31	14	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_05|CORE_06|CORE_07|CORE_09|CORE_11|CORE_13|CORE_17	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S092	f75r	BIOLOGICAL	2	5	5	CONTROL_04|CORE_01|CORE_02|CORE_12|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S093	f75r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_09	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S094	f75r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S095	f75r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S096	f75r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S097	f75r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S098	f75r	BIOLOGICAL	2	6	6	CONTROL_01|CONTROL_04|CORE_02|CORE_03|CORE_07|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S099	f75r	BIOLOGICAL	6	14	10	CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_05|CORE_07|CORE_09|CORE_11|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S100	f75r	BIOLOGICAL	13	29	17	CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_10|CORE_11|CORE_12|CORE_13|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S101	f75r	BIOLOGICAL	1	3	3	CONTROL_04|CORE_02|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S102	f75r	BIOLOGICAL	2	5	5	CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S103	f75r	BIOLOGICAL	2	5	5	CONTROL_02|CONTROL_04|CORE_02|CORE_07|CORE_08	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S104	f75r	BIOLOGICAL	4	10	8	CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_06|CORE_07|CORE_14|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S105	f75r	BIOLOGICAL	10	26	14	CHANNEL_01|CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_05|CORE_07|CORE_08|CORE_09|CORE_12|CORE_14|CORE_16|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S106	f75r	BIOLOGICAL	3	6	6	CHANNEL_01|CONTROL_02|CONTROL_04|CORE_02|CORE_03|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
