collision_id	collision_kind	signature	member_count	distinct_recipe_count	shell_ids	surface_templates	exact_channel_signatures	disposition
G467-K0011	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+AR+AIIN	2	1	G467-S1198|G467-S1199	al{NAME_CORE_1}ar{NAME_CORE_2}daiin|al{NAME_CORE_1}ar{NAME_CORE_2}aiin	G466-C05+G466-C40+G466-C14|G466-C05+G466-C40+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0012	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+AR+AL	2	1	G467-S1208|G467-S1215	al{NAME_CORE_1}ar{NAME_CORE_2}dal|al{NAME_CORE_1}ar{NAME_CORE_2}al	G466-C05+G466-C40+G466-C24|G466-C05+G466-C40+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0013	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+AR+O+IIN	2	1	G467-S1205|G467-S1210	al{NAME_CORE_1}ar{NAME_CORE_2}oiin|al{NAME_CORE_1}ar{NAME_CORE_2}oin	G466-C05+G466-C40+G466-C21|G466-C05+G466-C40+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0014	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+CH+T+AIIN	2	1	G467-S1129|G467-S1130	al{NAME_CORE_1}cth{NAME_CORE_2}daiin|al{NAME_CORE_1}cth{NAME_CORE_2}aiin	G466-C05+G466-C37+G466-C14|G466-C05+G466-C37+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0015	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+CH+T+AL	2	1	G467-S1139|G467-S1146	al{NAME_CORE_1}cth{NAME_CORE_2}dal|al{NAME_CORE_1}cth{NAME_CORE_2}al	G466-C05+G466-C37+G466-C24|G466-C05+G466-C37+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0016	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+CH+T+O+IIN	2	1	G467-S1136|G467-S1141	al{NAME_CORE_1}cth{NAME_CORE_2}oiin|al{NAME_CORE_1}cth{NAME_CORE_2}oin	G466-C05+G466-C37+G466-C21|G466-C05+G466-C37+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0017	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+CH+T+Y	2	1	G467-S0100|G467-S1144	al{NAME_CORE}cthy|al{NAME_CORE_1}cth{NAME_CORE_2}shy	G466-C05+G466-C20|G466-C05+G466-C37+G466-C29	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0018	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+D_ADDR+AR+AIIN	2	1	G467-S1152|G467-S1153	al{NAME_CORE_1}dar{NAME_CORE_2}daiin|al{NAME_CORE_1}dar{NAME_CORE_2}aiin	G466-C05+G466-C38+G466-C14|G466-C05+G466-C38+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0019	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+D_ADDR+AR+AL	2	1	G467-S1162|G467-S1169	al{NAME_CORE_1}dar{NAME_CORE_2}dal|al{NAME_CORE_1}dar{NAME_CORE_2}al	G466-C05+G466-C38+G466-C24|G466-C05+G466-C38+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0020	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+D_ADDR+AR+O+IIN	2	1	G467-S1159|G467-S1164	al{NAME_CORE_1}dar{NAME_CORE_2}oiin|al{NAME_CORE_1}dar{NAME_CORE_2}oin	G466-C05+G466-C38+G466-C21|G466-C05+G466-C38+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0021	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+O+IIN	2	1	G467-S0101|G467-S0106	al{NAME_CORE}oiin|al{NAME_CORE}oin	G466-C05+G466-C21|G466-C05+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0022	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+OK+AIIN	2	1	G467-S1221|G467-S1222	al{NAME_CORE_1}ok{NAME_CORE_2}daiin|al{NAME_CORE_1}ok{NAME_CORE_2}aiin	G466-C05+G466-C41+G466-C14|G466-C05+G466-C41+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0023	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+OK+AL	2	1	G467-S1231|G467-S1238	al{NAME_CORE_1}ok{NAME_CORE_2}dal|al{NAME_CORE_1}ok{NAME_CORE_2}al	G466-C05+G466-C41+G466-C24|G466-C05+G466-C41+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0024	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+OK+O+IIN	2	1	G467-S1228|G467-S1233	al{NAME_CORE_1}ok{NAME_CORE_2}oiin|al{NAME_CORE_1}ok{NAME_CORE_2}oin	G466-C05+G466-C41+G466-C21|G466-C05+G466-C41+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0025	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+OL+AIIN	3	1	G467-S0093|G467-S1244|G467-S1245	al{NAME_CORE}olaiin|al{NAME_CORE_1}ol{NAME_CORE_2}daiin|al{NAME_CORE_1}ol{NAME_CORE_2}aiin	G466-C05+G466-C13|G466-C05+G466-C42+G466-C14|G466-C05+G466-C42+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0026	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+OL+AL	2	1	G467-S1254|G467-S1261	al{NAME_CORE_1}ol{NAME_CORE_2}dal|al{NAME_CORE_1}ol{NAME_CORE_2}al	G466-C05+G466-C42+G466-C24|G466-C05+G466-C42+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0027	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+OL+O+IIN	2	1	G467-S1251|G467-S1256	al{NAME_CORE_1}ol{NAME_CORE_2}oiin|al{NAME_CORE_1}ol{NAME_CORE_2}oin	G466-C05+G466-C42+G466-C21|G466-C05+G466-C42+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0028	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+OL+Y	2	1	G467-S0107|G467-S1259	al{NAME_CORE}oly|al{NAME_CORE_1}ol{NAME_CORE_2}shy	G466-C05+G466-C27|G466-C05+G466-C42+G466-C29	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0029	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+OT+AIIN	2	1	G467-S1267|G467-S1268	al{NAME_CORE_1}ot{NAME_CORE_2}daiin|al{NAME_CORE_1}ot{NAME_CORE_2}aiin	G466-C05+G466-C43+G466-C14|G466-C05+G466-C43+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0030	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+OT+AL	2	1	G467-S1277|G467-S1284	al{NAME_CORE_1}ot{NAME_CORE_2}dal|al{NAME_CORE_1}ot{NAME_CORE_2}al	G466-C05+G466-C43+G466-C24|G466-C05+G466-C43+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0031	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+OT+O+IIN	2	1	G467-S1274|G467-S1279	al{NAME_CORE_1}ot{NAME_CORE_2}oiin|al{NAME_CORE_1}ot{NAME_CORE_2}oin	G466-C05+G466-C43+G466-C21|G466-C05+G466-C43+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0032	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+SH+AIIN	2	1	G467-S1290|G467-S1291	al{NAME_CORE_1}sh{NAME_CORE_2}daiin|al{NAME_CORE_1}sh{NAME_CORE_2}aiin	G466-C05+G466-C44+G466-C14|G466-C05+G466-C44+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0033	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+SH+AL	2	1	G467-S1300|G467-S1307	al{NAME_CORE_1}sh{NAME_CORE_2}dal|al{NAME_CORE_1}sh{NAME_CORE_2}al	G466-C05+G466-C44+G466-C24|G466-C05+G466-C44+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0034	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AL+SH+O+IIN	2	1	G467-S1297|G467-S1302	al{NAME_CORE_1}sh{NAME_CORE_2}oiin|al{NAME_CORE_1}sh{NAME_CORE_2}oin	G466-C05+G466-C44+G466-C21|G466-C05+G466-C44+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0035	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+AIIN	2	1	G467-S0117|G467-S0118	ar{NAME_CORE}daiin|ar{NAME_CORE}aiin	G466-C06+G466-C14|G466-C06+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0036	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+AIR+AIIN	2	1	G467-S1313|G467-S1314	ar{NAME_CORE_1}air{NAME_CORE_2}daiin|ar{NAME_CORE_1}air{NAME_CORE_2}aiin	G466-C06+G466-C36+G466-C14|G466-C06+G466-C36+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0037	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+AIR+AL	2	1	G467-S1323|G467-S1330	ar{NAME_CORE_1}air{NAME_CORE_2}dal|ar{NAME_CORE_1}air{NAME_CORE_2}al	G466-C06+G466-C36+G466-C24|G466-C06+G466-C36+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0038	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+AIR+O+IIN	2	1	G467-S1320|G467-S1325	ar{NAME_CORE_1}air{NAME_CORE_2}oiin|ar{NAME_CORE_1}air{NAME_CORE_2}oin	G466-C06+G466-C36+G466-C21|G466-C06+G466-C36+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0039	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+AL	2	1	G467-S0127|G467-S0134	ar{NAME_CORE}dal|ar{NAME_CORE}al	G466-C06+G466-C24|G466-C06+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0040	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+AL+AIIN	2	1	G467-S1382|G467-S1383	ar{NAME_CORE_1}al{NAME_CORE_2}daiin|ar{NAME_CORE_1}al{NAME_CORE_2}aiin	G466-C06+G466-C39+G466-C14|G466-C06+G466-C39+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0041	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+AL+AL	2	1	G467-S1392|G467-S1399	ar{NAME_CORE_1}al{NAME_CORE_2}dal|ar{NAME_CORE_1}al{NAME_CORE_2}al	G466-C06+G466-C39+G466-C24|G466-C06+G466-C39+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0042	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+AL+O+IIN	2	1	G467-S1389|G467-S1394	ar{NAME_CORE_1}al{NAME_CORE_2}oiin|ar{NAME_CORE_1}al{NAME_CORE_2}oin	G466-C06+G466-C39+G466-C21|G466-C06+G466-C39+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0043	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+AL+OR	2	1	G467-S0120|G467-S1403	ar{NAME_CORE}alor|ar{NAME_CORE_1}al{NAME_CORE_2}or	G466-C06+G466-C17|G466-C06+G466-C39+G466-C35	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0044	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+AL+Y	2	1	G467-S0126|G467-S1397	ar{NAME_CORE}aly|ar{NAME_CORE_1}al{NAME_CORE_2}shy	G466-C06+G466-C23|G466-C06+G466-C39+G466-C29	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0045	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+AR+AIIN	2	1	G467-S1405|G467-S1406	ar{NAME_CORE_1}ar{NAME_CORE_2}daiin|ar{NAME_CORE_1}ar{NAME_CORE_2}aiin	G466-C06+G466-C40+G466-C14|G466-C06+G466-C40+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0046	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+AR+AL	2	1	G467-S1415|G467-S1422	ar{NAME_CORE_1}ar{NAME_CORE_2}dal|ar{NAME_CORE_1}ar{NAME_CORE_2}al	G466-C06+G466-C40+G466-C24|G466-C06+G466-C40+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0047	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+AR+O+IIN	2	1	G467-S1412|G467-S1417	ar{NAME_CORE_1}ar{NAME_CORE_2}oiin|ar{NAME_CORE_1}ar{NAME_CORE_2}oin	G466-C06+G466-C40+G466-C21|G466-C06+G466-C40+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0048	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+CH+T+AIIN	2	1	G467-S1336|G467-S1337	ar{NAME_CORE_1}cth{NAME_CORE_2}daiin|ar{NAME_CORE_1}cth{NAME_CORE_2}aiin	G466-C06+G466-C37+G466-C14|G466-C06+G466-C37+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0049	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+CH+T+AL	2	1	G467-S1346|G467-S1353	ar{NAME_CORE_1}cth{NAME_CORE_2}dal|ar{NAME_CORE_1}cth{NAME_CORE_2}al	G466-C06+G466-C37+G466-C24|G466-C06+G466-C37+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0050	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+CH+T+O+IIN	2	1	G467-S1343|G467-S1348	ar{NAME_CORE_1}cth{NAME_CORE_2}oiin|ar{NAME_CORE_1}cth{NAME_CORE_2}oin	G466-C06+G466-C37+G466-C21|G466-C06+G466-C37+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0051	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+CH+T+Y	2	1	G467-S0123|G467-S1351	ar{NAME_CORE}cthy|ar{NAME_CORE_1}cth{NAME_CORE_2}shy	G466-C06+G466-C20|G466-C06+G466-C37+G466-C29	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0052	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+D_ADDR+AR+AIIN	2	1	G467-S1359|G467-S1360	ar{NAME_CORE_1}dar{NAME_CORE_2}daiin|ar{NAME_CORE_1}dar{NAME_CORE_2}aiin	G466-C06+G466-C38+G466-C14|G466-C06+G466-C38+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0053	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+D_ADDR+AR+AL	2	1	G467-S1369|G467-S1376	ar{NAME_CORE_1}dar{NAME_CORE_2}dal|ar{NAME_CORE_1}dar{NAME_CORE_2}al	G466-C06+G466-C38+G466-C24|G466-C06+G466-C38+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0054	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+D_ADDR+AR+O+IIN	2	1	G467-S1366|G467-S1371	ar{NAME_CORE_1}dar{NAME_CORE_2}oiin|ar{NAME_CORE_1}dar{NAME_CORE_2}oin	G466-C06+G466-C38+G466-C21|G466-C06+G466-C38+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0055	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+O+IIN	2	1	G467-S0124|G467-S0129	ar{NAME_CORE}oiin|ar{NAME_CORE}oin	G466-C06+G466-C21|G466-C06+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0056	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+OK+AIIN	2	1	G467-S1428|G467-S1429	ar{NAME_CORE_1}ok{NAME_CORE_2}daiin|ar{NAME_CORE_1}ok{NAME_CORE_2}aiin	G466-C06+G466-C41+G466-C14|G466-C06+G466-C41+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0057	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+OK+AL	2	1	G467-S1438|G467-S1445	ar{NAME_CORE_1}ok{NAME_CORE_2}dal|ar{NAME_CORE_1}ok{NAME_CORE_2}al	G466-C06+G466-C41+G466-C24|G466-C06+G466-C41+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0058	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+OK+O+IIN	2	1	G467-S1435|G467-S1440	ar{NAME_CORE_1}ok{NAME_CORE_2}oiin|ar{NAME_CORE_1}ok{NAME_CORE_2}oin	G466-C06+G466-C41+G466-C21|G466-C06+G466-C41+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0059	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+OL+AIIN	3	1	G467-S0116|G467-S1451|G467-S1452	ar{NAME_CORE}olaiin|ar{NAME_CORE_1}ol{NAME_CORE_2}daiin|ar{NAME_CORE_1}ol{NAME_CORE_2}aiin	G466-C06+G466-C13|G466-C06+G466-C42+G466-C14|G466-C06+G466-C42+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0060	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+OL+AL	2	1	G467-S1461|G467-S1468	ar{NAME_CORE_1}ol{NAME_CORE_2}dal|ar{NAME_CORE_1}ol{NAME_CORE_2}al	G466-C06+G466-C42+G466-C24|G466-C06+G466-C42+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0061	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+OL+O+IIN	2	1	G467-S1458|G467-S1463	ar{NAME_CORE_1}ol{NAME_CORE_2}oiin|ar{NAME_CORE_1}ol{NAME_CORE_2}oin	G466-C06+G466-C42+G466-C21|G466-C06+G466-C42+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0062	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+OL+Y	2	1	G467-S0130|G467-S1466	ar{NAME_CORE}oly|ar{NAME_CORE_1}ol{NAME_CORE_2}shy	G466-C06+G466-C27|G466-C06+G466-C42+G466-C29	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0063	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+OT+AIIN	2	1	G467-S1474|G467-S1475	ar{NAME_CORE_1}ot{NAME_CORE_2}daiin|ar{NAME_CORE_1}ot{NAME_CORE_2}aiin	G466-C06+G466-C43+G466-C14|G466-C06+G466-C43+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0064	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+OT+AL	2	1	G467-S1484|G467-S1491	ar{NAME_CORE_1}ot{NAME_CORE_2}dal|ar{NAME_CORE_1}ot{NAME_CORE_2}al	G466-C06+G466-C43+G466-C24|G466-C06+G466-C43+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0065	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+OT+O+IIN	2	1	G467-S1481|G467-S1486	ar{NAME_CORE_1}ot{NAME_CORE_2}oiin|ar{NAME_CORE_1}ot{NAME_CORE_2}oin	G466-C06+G466-C43+G466-C21|G466-C06+G466-C43+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0066	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+SH+AIIN	2	1	G467-S1497|G467-S1498	ar{NAME_CORE_1}sh{NAME_CORE_2}daiin|ar{NAME_CORE_1}sh{NAME_CORE_2}aiin	G466-C06+G466-C44+G466-C14|G466-C06+G466-C44+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0067	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+SH+AL	2	1	G467-S1507|G467-S1514	ar{NAME_CORE_1}sh{NAME_CORE_2}dal|ar{NAME_CORE_1}sh{NAME_CORE_2}al	G466-C06+G466-C44+G466-C24|G466-C06+G466-C44+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
