probe_id	shell_id	shell_shape	core_marker	synthetic_surface	expected_channel_ids	observed_channel_ids	expected_known_character_count	observed_known_character_count	expected_learned_character_count	observed_learned_character_count	observed_route	observed_reading_de	precedence_collision	probe_pass
G467-P00017	G467-S0006	PREFIX_CORE_SUFFIX	zx	otalzxcfhy	G466-C01+G466-C18	G466-C01+G466-C18	8	8	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:zx] · NEHMEN · HIER · POSTEN	NO	YES
G467-P00018	G467-S0006	PREFIX_CORE_SUFFIX	xvz	otalxvzcfhy	G466-C01+G466-C18	G466-C01+G466-C18	8	8	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:xvz] · NEHMEN · HIER · POSTEN	NO	YES
G467-P00019	G467-S0007	PREFIX_CORE_SUFFIX	x	otalxcphy	G466-C01+G466-C19	G466-C01+G466-C19	8	8	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:x] · NEHMEN · EINSETZEN · POSTEN	NO	YES
G467-P00020	G467-S0007	PREFIX_CORE_SUFFIX	zx	otalzxcphy	G466-C01+G466-C19	G466-C01+G466-C19	8	8	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:zx] · NEHMEN · EINSETZEN · POSTEN	NO	YES
G467-P00021	G467-S0007	PREFIX_CORE_SUFFIX	xvz	otalxvzcphy	G466-C01+G466-C19	G466-C01+G466-C19	8	8	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:xvz] · NEHMEN · EINSETZEN · POSTEN	NO	YES
G467-P00022	G467-S0008	PREFIX_CORE_SUFFIX	x	otalxcthy	G466-C01+G466-C20	G466-C01+G466-C20	8	8	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:x] · NEHMEN · EINSTELLEN · POSTEN	NO	YES
G467-P00023	G467-S0008	PREFIX_CORE_SUFFIX	zx	otalzxcthy	G466-C01+G466-C20	G466-C01+G466-C20	8	8	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:zx] · NEHMEN · EINSTELLEN · POSTEN	NO	YES
G467-P00024	G467-S0008	PREFIX_CORE_SUFFIX	xvz	otalxvzcthy	G466-C01+G466-C20	G466-C01+G466-C20	8	8	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:xvz] · NEHMEN · EINSTELLEN · POSTEN	NO	YES
G467-P00025	G467-S0009	PREFIX_CORE_SUFFIX	x	otalxoiin	G466-C01+G466-C21	G466-C01+G466-C21	8	8	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:x] · AUSFÜHRUNG · STUFE	NO	YES
G467-P00026	G467-S0009	PREFIX_CORE_SUFFIX	zx	otalzxoiin	G466-C01+G466-C21	G466-C01+G466-C21	8	8	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:zx] · AUSFÜHRUNG · STUFE	NO	YES
G467-P00027	G467-S0009	PREFIX_CORE_SUFFIX	xvz	otalxvzoiin	G466-C01+G466-C21	G466-C01+G466-C21	8	8	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:xvz] · AUSFÜHRUNG · STUFE	NO	YES
G467-P00028	G467-S0010	PREFIX_CORE_SUFFIX	x	otalxain	G466-C01+G466-C22	G466-C01+G466-C22	7	7	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:x] · ANTEIL	NO	YES
G467-P00029	G467-S0010	PREFIX_CORE_SUFFIX	zx	otalzxain	G466-C01+G466-C22	G466-C01+G466-C22	7	7	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:zx] · ANTEIL	NO	YES
G467-P00030	G467-S0010	PREFIX_CORE_SUFFIX	xvz	otalxvzain	G466-C01+G466-C22	G466-C01+G466-C22	7	7	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:xvz] · ANTEIL	NO	YES
G467-P00031	G467-S0011	PREFIX_CORE_SUFFIX	x	otalxaly	G466-C01+G466-C23	G466-C01+G466-C23	7	7	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:x] · ZIELORT · POSTEN	NO	YES
G467-P00032	G467-S0011	PREFIX_CORE_SUFFIX	zx	otalzxaly	G466-C01+G466-C23	G466-C01+G466-C23	7	7	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:zx] · ZIELORT · POSTEN	NO	YES
G467-P00033	G467-S0011	PREFIX_CORE_SUFFIX	xvz	otalxvzaly	G466-C01+G466-C23	G466-C01+G466-C23	7	7	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:xvz] · ZIELORT · POSTEN	NO	YES
G467-P00034	G467-S0012	PREFIX_CORE_SUFFIX	x	otalxdal	G466-C01+G466-C24	G466-C01+G466-C24	7	7	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:x] · ZIELORT	NO	YES
G467-P00035	G467-S0012	PREFIX_CORE_SUFFIX	zx	otalzxdal	G466-C01+G466-C24	G466-C01+G466-C24	7	7	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:zx] · ZIELORT	NO	YES
G467-P00036	G467-S0012	PREFIX_CORE_SUFFIX	xvz	otalxvzdal	G466-C01+G466-C24	G466-C01+G466-C24	7	7	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:xvz] · ZIELORT	NO	YES
G467-P00037	G467-S0013	PREFIX_CORE_SUFFIX	x	otalxeey	G466-C01+G466-C25	G466-C01+G466-C25	7	7	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:x] · GRAD II · POSTEN	NO	YES
G467-P00038	G467-S0013	PREFIX_CORE_SUFFIX	zx	otalzxeey	G466-C01+G466-C25	G466-C01+G466-C25	7	7	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:zx] · GRAD II · POSTEN	NO	YES
G467-P00039	G467-S0013	PREFIX_CORE_SUFFIX	xvz	otalxvzeey	G466-C01+G466-C25	G466-C01+G466-C25	7	7	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:xvz] · GRAD II · POSTEN	NO	YES
G467-P00040	G467-S0014	PREFIX_CORE_SUFFIX	x	otalxoin	G466-C01+G466-C26	G466-C01+G466-C26	7	7	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:x] · AUSFÜHRUNG · STUFE	NO	YES
G467-P00041	G467-S0014	PREFIX_CORE_SUFFIX	zx	otalzxoin	G466-C01+G466-C26	G466-C01+G466-C26	7	7	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:zx] · AUSFÜHRUNG · STUFE	NO	YES
G467-P00042	G467-S0014	PREFIX_CORE_SUFFIX	xvz	otalxvzoin	G466-C01+G466-C26	G466-C01+G466-C26	7	7	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:xvz] · AUSFÜHRUNG · STUFE	NO	YES
G467-P00043	G467-S0015	PREFIX_CORE_SUFFIX	x	otalxoly	G466-C01+G466-C27	G466-C01+G466-C27	7	7	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:x] · FORTSETZEN · POSTEN	NO	YES
G467-P00044	G467-S0015	PREFIX_CORE_SUFFIX	zx	otalzxoly	G466-C01+G466-C27	G466-C01+G466-C27	7	7	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:zx] · FORTSETZEN · POSTEN	NO	YES
G467-P00045	G467-S0015	PREFIX_CORE_SUFFIX	xvz	otalxvzoly	G466-C01+G466-C27	G466-C01+G466-C27	7	7	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:xvz] · FORTSETZEN · POSTEN	NO	YES
G467-P00046	G467-S0016	PREFIX_CORE_SUFFIX	x	otalxory	G466-C01+G466-C28	G466-C01+G466-C28	7	7	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:x] · EINHEIT · POSTEN	NO	YES
G467-P00047	G467-S0016	PREFIX_CORE_SUFFIX	zx	otalzxory	G466-C01+G466-C28	G466-C01+G466-C28	7	7	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:zx] · EINHEIT · POSTEN	NO	YES
G467-P00048	G467-S0016	PREFIX_CORE_SUFFIX	xvz	otalxvzory	G466-C01+G466-C28	G466-C01+G466-C28	7	7	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:xvz] · EINHEIT · POSTEN	NO	YES
G467-P00049	G467-S0017	PREFIX_CORE_SUFFIX	x	otalxshy	G466-C01+G466-C29	G466-C01+G466-C29	7	7	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:x] · POSTEN	NO	YES
G467-P00050	G467-S0017	PREFIX_CORE_SUFFIX	zx	otalzxshy	G466-C01+G466-C29	G466-C01+G466-C29	7	7	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:zx] · POSTEN	NO	YES
G467-P00051	G467-S0017	PREFIX_CORE_SUFFIX	xvz	otalxvzshy	G466-C01+G466-C29	G466-C01+G466-C29	7	7	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:xvz] · POSTEN	NO	YES
G467-P00052	G467-S0018	PREFIX_CORE_SUFFIX	x	otalxydy	G466-C01+G466-C30	G466-C01+G466-C30	7	7	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:x] · POSTEN · SCHLUSS	NO	YES
G467-P00053	G467-S0018	PREFIX_CORE_SUFFIX	zx	otalzxydy	G466-C01+G466-C30	G466-C01+G466-C30	7	7	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:zx] · POSTEN · SCHLUSS	NO	YES
G467-P00054	G467-S0018	PREFIX_CORE_SUFFIX	xvz	otalxvzydy	G466-C01+G466-C30	G466-C01+G466-C30	7	7	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:xvz] · POSTEN · SCHLUSS	NO	YES
G467-P00055	G467-S0019	PREFIX_CORE_SUFFIX	x	otalxal	G466-C01+G466-C31	G466-C01+G466-C31	6	6	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:x] · ZIELORT	NO	YES
G467-P00056	G467-S0019	PREFIX_CORE_SUFFIX	zx	otalzxal	G466-C01+G466-C31	G466-C01+G466-C31	6	6	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:zx] · ZIELORT	NO	YES
G467-P00057	G467-S0019	PREFIX_CORE_SUFFIX	xvz	otalxvzal	G466-C01+G466-C31	G466-C01+G466-C31	6	6	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:xvz] · ZIELORT	NO	YES
G467-P00058	G467-S0020	PREFIX_CORE_SUFFIX	x	otalxam	G466-C01+G466-C32	G466-C01+G466-C32	6	6	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:x] · HIER	NO	YES
G467-P00059	G467-S0020	PREFIX_CORE_SUFFIX	zx	otalzxam	G466-C01+G466-C32	G466-C01+G466-C32	6	6	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:zx] · HIER	NO	YES
G467-P00060	G467-S0020	PREFIX_CORE_SUFFIX	xvz	otalxvzam	G466-C01+G466-C32	G466-C01+G466-C32	6	6	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:xvz] · HIER	NO	YES
G467-P00061	G467-S0021	PREFIX_CORE_SUFFIX	x	otalxar	G466-C01+G466-C33	G466-C01+G466-C33	6	6	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:x] · AUSGANG	NO	YES
G467-P00062	G467-S0021	PREFIX_CORE_SUFFIX	zx	otalzxar	G466-C01+G466-C33	G466-C01+G466-C33	6	6	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:zx] · AUSGANG	NO	YES
G467-P00063	G467-S0021	PREFIX_CORE_SUFFIX	xvz	otalxvzar	G466-C01+G466-C33	G466-C01+G466-C33	6	6	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:xvz] · AUSGANG	NO	YES
G467-P00064	G467-S0022	PREFIX_CORE_SUFFIX	x	otalxol	G466-C01+G466-C34	G466-C01+G466-C34	6	6	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:x] · FORTSETZEN	NO	YES
G467-P00065	G467-S0022	PREFIX_CORE_SUFFIX	zx	otalzxol	G466-C01+G466-C34	G466-C01+G466-C34	6	6	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:zx] · FORTSETZEN	NO	YES
G467-P00066	G467-S0022	PREFIX_CORE_SUFFIX	xvz	otalxvzol	G466-C01+G466-C34	G466-C01+G466-C34	6	6	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:xvz] · FORTSETZEN	NO	YES
G467-P00067	G467-S0023	PREFIX_CORE_SUFFIX	x	otalxor	G466-C01+G466-C35	G466-C01+G466-C35	6	6	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:x] · EINHEIT	NO	YES
G467-P00068	G467-S0023	PREFIX_CORE_SUFFIX	zx	otalzxor	G466-C01+G466-C35	G466-C01+G466-C35	6	6	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:zx] · EINHEIT	NO	YES
G467-P00069	G467-S0023	PREFIX_CORE_SUFFIX	xvz	otalxvzor	G466-C01+G466-C35	G466-C01+G466-C35	6	6	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · ZIELORT · [PFLANZENNAME:xvz] · EINHEIT	NO	YES
G467-P00070	G467-S0024	PREFIX_CORE_SUFFIX	x	otolxolaiin	G466-C02+G466-C13	G466-C02+G466-C13	10	10	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · FORTSETZEN · [PFLANZENNAME:x] · FORTSETZEN · WERT	NO	YES
G467-P00071	G467-S0024	PREFIX_CORE_SUFFIX	zx	otolzxolaiin	G466-C02+G466-C13	G466-C02+G466-C13	10	10	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · FORTSETZEN · [PFLANZENNAME:zx] · FORTSETZEN · WERT	NO	YES
G467-P00072	G467-S0024	PREFIX_CORE_SUFFIX	xvz	otolxvzolaiin	G466-C02+G466-C13	G466-C02+G466-C13	10	10	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · FORTSETZEN · [PFLANZENNAME:xvz] · FORTSETZEN · WERT	NO	YES
G467-P00073	G467-S0025	PREFIX_CORE_SUFFIX	x	otolxdaiin	G466-C02+G466-C14	G466-C02+G466-C14	9	9	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · FORTSETZEN · [PFLANZENNAME:x] · WERT	NO	YES
G467-P00074	G467-S0025	PREFIX_CORE_SUFFIX	zx	otolzxdaiin	G466-C02+G466-C14	G466-C02+G466-C14	9	9	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · FORTSETZEN · [PFLANZENNAME:zx] · WERT	NO	YES
G467-P00075	G467-S0025	PREFIX_CORE_SUFFIX	xvz	otolxvzdaiin	G466-C02+G466-C14	G466-C02+G466-C14	9	9	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · FORTSETZEN · [PFLANZENNAME:xvz] · WERT	NO	YES
G467-P00076	G467-S0026	PREFIX_CORE_SUFFIX	x	otolxaiin	G466-C02+G466-C15	G466-C02+G466-C15	8	8	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · FORTSETZEN · [PFLANZENNAME:x] · WERT	NO	YES
G467-P00077	G467-S0026	PREFIX_CORE_SUFFIX	zx	otolzxaiin	G466-C02+G466-C15	G466-C02+G466-C15	8	8	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · FORTSETZEN · [PFLANZENNAME:zx] · WERT	NO	YES
G467-P00078	G467-S0026	PREFIX_CORE_SUFFIX	xvz	otolxvzaiin	G466-C02+G466-C15	G466-C02+G466-C15	8	8	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · FORTSETZEN · [PFLANZENNAME:xvz] · WERT	NO	YES
G467-P00079	G467-S0027	PREFIX_CORE_SUFFIX	x	otolxainy	G466-C02+G466-C16	G466-C02+G466-C16	8	8	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · FORTSETZEN · [PFLANZENNAME:x] · ANTEIL · POSTEN	NO	YES
G467-P00080	G467-S0027	PREFIX_CORE_SUFFIX	zx	otolzxainy	G466-C02+G466-C16	G466-C02+G466-C16	8	8	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · FORTSETZEN · [PFLANZENNAME:zx] · ANTEIL · POSTEN	NO	YES
G467-P00081	G467-S0027	PREFIX_CORE_SUFFIX	xvz	otolxvzainy	G466-C02+G466-C16	G466-C02+G466-C16	8	8	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · FORTSETZEN · [PFLANZENNAME:xvz] · ANTEIL · POSTEN	NO	YES
G467-P00082	G467-S0028	PREFIX_CORE_SUFFIX	x	otolxalor	G466-C02+G466-C17	G466-C02+G466-C17	8	8	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · FORTSETZEN · [PFLANZENNAME:x] · ZIELORT · EINHEIT	NO	YES
G467-P00083	G467-S0028	PREFIX_CORE_SUFFIX	zx	otolzxalor	G466-C02+G466-C17	G466-C02+G466-C17	8	8	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · FORTSETZEN · [PFLANZENNAME:zx] · ZIELORT · EINHEIT	NO	YES
G467-P00084	G467-S0028	PREFIX_CORE_SUFFIX	xvz	otolxvzalor	G466-C02+G466-C17	G466-C02+G466-C17	8	8	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · FORTSETZEN · [PFLANZENNAME:xvz] · ZIELORT · EINHEIT	NO	YES
G467-P00085	G467-S0029	PREFIX_CORE_SUFFIX	x	otolxcfhy	G466-C02+G466-C18	G466-C02+G466-C18	8	8	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · FORTSETZEN · [PFLANZENNAME:x] · NEHMEN · HIER · POSTEN	NO	YES
G467-P00086	G467-S0029	PREFIX_CORE_SUFFIX	zx	otolzxcfhy	G466-C02+G466-C18	G466-C02+G466-C18	8	8	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · FORTSETZEN · [PFLANZENNAME:zx] · NEHMEN · HIER · POSTEN	NO	YES
G467-P00087	G467-S0029	PREFIX_CORE_SUFFIX	xvz	otolxvzcfhy	G466-C02+G466-C18	G466-C02+G466-C18	8	8	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · FORTSETZEN · [PFLANZENNAME:xvz] · NEHMEN · HIER · POSTEN	NO	YES
G467-P00088	G467-S0030	PREFIX_CORE_SUFFIX	x	otolxcphy	G466-C02+G466-C19	G466-C02+G466-C19	8	8	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · FORTSETZEN · [PFLANZENNAME:x] · NEHMEN · EINSETZEN · POSTEN	NO	YES
G467-P00089	G467-S0030	PREFIX_CORE_SUFFIX	zx	otolzxcphy	G466-C02+G466-C19	G466-C02+G466-C19	8	8	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · FORTSETZEN · [PFLANZENNAME:zx] · NEHMEN · EINSETZEN · POSTEN	NO	YES
