edition	grammar	paragraph	operation	form	model	rival	next_operation	next_patient	next_second	identical_complete_pair	consequence	meaning_evidence	row_status
IT2a	B	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	D	V	f22v.14:1			False	NO_IDENTICAL_COMPLETE_INPUT_PAIR	False	recorded
IT2a	J	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	U	T	f22v.14:1			False	NO_IDENTICAL_COMPLETE_INPUT_PAIR	False	recorded
IT2a	J	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	U	V	f22v.14:1			False	NO_IDENTICAL_COMPLETE_INPUT_PAIR	False	recorded
IT2a	J	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	D	T	f22v.14:1			False	NO_IDENTICAL_COMPLETE_INPUT_PAIR	False	recorded
IT2a	J	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	D	V	f22v.14:1			False	NO_IDENTICAL_COMPLETE_INPUT_PAIR	False	recorded
IT2a	M	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	U	T	f22v.14:1			False	NO_IDENTICAL_COMPLETE_INPUT_PAIR	False	recorded
IT2a	M	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	U	V	f22v.14:1			False	NO_IDENTICAL_COMPLETE_INPUT_PAIR	False	recorded
IT2a	M	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	D	T	f22v.14:1			False	NO_IDENTICAL_COMPLETE_INPUT_PAIR	False	recorded
IT2a	M	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	D	V	f22v.14:1			False	NO_IDENTICAL_COMPLETE_INPUT_PAIR	False	recorded
IT2a	B	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	U	T	f24r.12:2	f24r.12:3	f24r.12:4	False	NO_IDENTICAL_COMPLETE_INPUT_PAIR	False	recorded
IT2a	B	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	U	V	f24r.12:2	f24r.12:3	f24r.12:4	False	NO_IDENTICAL_COMPLETE_INPUT_PAIR	False	recorded
IT2a	B	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	D	T	f24r.12:2	f24r.12:3	f24r.12:4	False	NO_IDENTICAL_COMPLETE_INPUT_PAIR	False	recorded
IT2a	B	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	D	V	f24r.12:2	f24r.12:3	f24r.12:4	False	NO_IDENTICAL_COMPLETE_INPUT_PAIR	False	recorded
IT2a	J	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	U	T	f24r.12:2	f24r.12:3	f24r.12:4	True	WORK_THEN_SEPARATE_PRIOR_JOIN_NOT_ESTABLISHED	False	recorded
IT2a	J	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	U	V	f24r.12:2	f24r.12:3	f24r.12:4	True	WORK_THEN_JOIN_SAME_WRITTEN_PAIR	False	recorded
IT2a	J	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	D	T	f24r.12:2	f24r.12:3	f24r.12:4	True	JOIN_THEN_SEPARATE_SAME_WRITTEN_PAIR	False	recorded
IT2a	J	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	D	V	f24r.12:2	f24r.12:3	f24r.12:4	True	JOIN_THEN_JOIN_AGAIN_NO_AUTOMATIC_CONTRADICTION	False	recorded
IT2a	M	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	U	T	f24r.12:2	f24r.12:3	f24r.12:4	True	WORK_THEN_SEPARATE_PRIOR_JOIN_NOT_ESTABLISHED	False	recorded
IT2a	M	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	U	V	f24r.12:2	f24r.12:3	f24r.12:4	True	WORK_THEN_JOIN_SAME_WRITTEN_PAIR	False	recorded
IT2a	M	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	D	T	f24r.12:2	f24r.12:3	f24r.12:4	True	JOIN_THEN_SEPARATE_SAME_WRITTEN_PAIR	False	recorded
IT2a	M	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	D	V	f24r.12:2	f24r.12:3	f24r.12:4	True	JOIN_THEN_JOIN_AGAIN_NO_AUTOMATIC_CONTRADICTION	False	recorded
RF1b	B	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	U	T	f24r.12:2	f24r.12:3	f24r.12:4	False	NO_IDENTICAL_COMPLETE_INPUT_PAIR	False	recorded
RF1b	B	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	U	V	f24r.12:2	f24r.12:3	f24r.12:4	False	NO_IDENTICAL_COMPLETE_INPUT_PAIR	False	recorded
RF1b	B	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	D	T	f24r.12:2	f24r.12:3	f24r.12:4	False	NO_IDENTICAL_COMPLETE_INPUT_PAIR	False	recorded
RF1b	B	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	D	V	f24r.12:2	f24r.12:3	f24r.12:4	False	NO_IDENTICAL_COMPLETE_INPUT_PAIR	False	recorded
RF1b	J	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	U	T	f24r.12:2	f24r.12:3	f24r.12:4	True	WORK_THEN_SEPARATE_PRIOR_JOIN_NOT_ESTABLISHED	False	recorded
RF1b	J	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	U	V	f24r.12:2	f24r.12:3	f24r.12:4	True	WORK_THEN_JOIN_SAME_WRITTEN_PAIR	False	recorded
RF1b	J	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	D	T	f24r.12:2	f24r.12:3	f24r.12:4	True	JOIN_THEN_SEPARATE_SAME_WRITTEN_PAIR	False	recorded
RF1b	J	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	D	V	f24r.12:2	f24r.12:3	f24r.12:4	True	JOIN_THEN_JOIN_AGAIN_NO_AUTOMATIC_CONTRADICTION	False	recorded
RF1b	M	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	U	T	f24r.12:2	f24r.12:3	f24r.12:4	True	WORK_THEN_SEPARATE_PRIOR_JOIN_NOT_ESTABLISHED	False	recorded
RF1b	M	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	U	V	f24r.12:2	f24r.12:3	f24r.12:4	True	WORK_THEN_JOIN_SAME_WRITTEN_PAIR	False	recorded
RF1b	M	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	D	T	f24r.12:2	f24r.12:3	f24r.12:4	True	JOIN_THEN_SEPARATE_SAME_WRITTEN_PAIR	False	recorded
RF1b	M	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	D	V	f24r.12:2	f24r.12:3	f24r.12:4	True	JOIN_THEN_JOIN_AGAIN_NO_AUTOMATIC_CONTRADICTION	False	recorded
