boundary_id	record_unit_id	from_statement	to_statement	from_phase_sequence	to_phase_sequence	dominant_pair	boundary_relation	reading_de
SB016	B1	B1-S002	B1-S003	APPLY_CONTACT>SPECIAL>APPLY_CONTACT>SOURCE>CONTINUE>MEASURE_STAGE>TARGET>CONTINUE>MATERIAL>CONTINUE>PASS_FILTER>MEASURE_STAGE>APPLY_CONTACT>MEASURE_STAGE>PASS_FILTER>TRANSFER	CONTINUE	MIXED>CONTINUE	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB017	B1	B1-S003	B1-S004	CONTINUE	TRANSFER>CONTINUE>SETTLE_COLLECT	CONTINUE>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB018	B1	B1-S004	B1-S005	TRANSFER>CONTINUE>SETTLE_COLLECT	TRANSFER	MIXED>TRANSFER	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB019	B1	B1-S005	B1-S006	TRANSFER	APPLY_CONTACT>PASS_FILTER>CONTINUE>TARGET	TRANSFER>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB020	B1	B1-S006	B1-S007	APPLY_CONTACT>PASS_FILTER>CONTINUE>TARGET	TRANSFER	MIXED>TRANSFER	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB021	B1	B1-S007	B1-S008	TRANSFER	ITEM>CONTINUE>THERMAL>CONTINUE>SETTLE_COLLECT	TRANSFER>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB022	B1	B1-S008	B1-S009	ITEM>CONTINUE>THERMAL>CONTINUE>SETTLE_COLLECT	APPLY_CONTACT	MIXED>APPLY_CONTACT	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB023	B1	B1-S009	B1-S010	APPLY_CONTACT	APPLY_CONTACT	APPLY_CONTACT>APPLY_CONTACT	SAME_PHASE_CELL_SERIES	nächste Zelle derselben Prozessfamilie
SB024	B1	B1-S010	B1-S011	APPLY_CONTACT	PASS_FILTER>APPLY_CONTACT	APPLY_CONTACT>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB025	B1	B1-S011	B1-S012	PASS_FILTER>APPLY_CONTACT	WASH_FILTER>APPLY_CONTACT>WASH_FILTER	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB026	B1	B1-S012	B1-S013	WASH_FILTER>APPLY_CONTACT>WASH_FILTER	WASH_FILTER	MIXED>WASH_FILTER	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB027	B1	B1-S013	B1-S014	WASH_FILTER	TRANSFER>CONTINUE>TRANSFER>CONTINUE>SOURCE	WASH_FILTER>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB028	B1	B1-S014	B1-S015	TRANSFER>CONTINUE>TRANSFER>CONTINUE>SOURCE	CONTINUE>TRANSFER	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB029	B1	B1-S015	B1-S016	CONTINUE>TRANSFER	APPLY_CONTACT>CONTINUE>SETTLE_COLLECT	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB030	B1	B1-S016	B1-S017	APPLY_CONTACT>CONTINUE>SETTLE_COLLECT	TARGET>CONTINUE>TRANSFER	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB031	B1	B1-S017	B1-S018	TARGET>CONTINUE>TRANSFER	CONTINUE>MEASURE_STAGE>SETTLE_COLLECT	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB032	B1	B1-S018	B1-S019	CONTINUE>MEASURE_STAGE>SETTLE_COLLECT	SETTLE_COLLECT	MIXED>SETTLE_COLLECT	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB033	B1	B1-S019	B1-S020	SETTLE_COLLECT	THERMAL>PASS_FILTER	SETTLE_COLLECT>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB034	B1	B1-S020	B1-S021	THERMAL>PASS_FILTER	TARGET	MIXED>TARGET	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB035	B2	B2-S001	B2-S002	TRANSFER	TRANSFER	TRANSFER>TRANSFER	SAME_PHASE_CELL_SERIES	nächste Zelle derselben Prozessfamilie
SB036	B2	B2-S002	B2-S003	TRANSFER	APPLY_CONTACT>ITEM>APPLY_CONTACT	TRANSFER>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB037	B2	B2-S003	B2-S004	APPLY_CONTACT>ITEM>APPLY_CONTACT	APPLY_CONTACT>PASS_FILTER>TRANSFER>APPLY_CONTACT>PASS_FILTER	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB038	B2	B2-S004	B2-S005	APPLY_CONTACT>PASS_FILTER>TRANSFER>APPLY_CONTACT>PASS_FILTER	APPLY_CONTACT>SETTLE_COLLECT>PASS_FILTER>APPLY_CONTACT>CONTINUE>THERMAL>SPECIAL	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB039	B2	B2-S005	B2-S006	APPLY_CONTACT>SETTLE_COLLECT>PASS_FILTER>APPLY_CONTACT>CONTINUE>THERMAL>SPECIAL	CONTINUE>APPLY_CONTACT>PASS_FILTER>APPLY_CONTACT	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB040	B2	B2-S006	B2-S007	CONTINUE>APPLY_CONTACT>PASS_FILTER>APPLY_CONTACT	CONTINUE	MIXED>CONTINUE	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB041	B2	B2-S007	B2-S008	CONTINUE	MEASURE_STAGE>APPLY_CONTACT>SETTLE_COLLECT	CONTINUE>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB042	B2	B2-S008	B2-S009	MEASURE_STAGE>APPLY_CONTACT>SETTLE_COLLECT	SETTLE_COLLECT	MIXED>SETTLE_COLLECT	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB043	B2	B2-S009	B2-S010	SETTLE_COLLECT	APPLY_CONTACT>SPECIAL>WASH_FILTER	SETTLE_COLLECT>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB044	B2	B2-S010	B2-S011	APPLY_CONTACT>SPECIAL>WASH_FILTER	APPLY_CONTACT>SOURCE>APPLY_CONTACT	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB045	B2	B2-S011	B2-S012	APPLY_CONTACT>SOURCE>APPLY_CONTACT	TRANSFER>WASH_FILTER>READY>APPLY_CONTACT>WASH_FILTER>MEASURE_STAGE>ITEM>APPLY_CONTACT	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB046	B2	B2-S012	B2-S013	TRANSFER>WASH_FILTER>READY>APPLY_CONTACT>WASH_FILTER>MEASURE_STAGE>ITEM>APPLY_CONTACT	TRANSFER	MIXED>TRANSFER	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB047	B2	B2-S013	B2-S014	TRANSFER	TRANSFER	TRANSFER>TRANSFER	SAME_PHASE_CELL_SERIES	nächste Zelle derselben Prozessfamilie
SB048	B2	B2-S014	B2-S015	TRANSFER	WASH_FILTER>APPLY_CONTACT	TRANSFER>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB049	B2	B2-S015	B2-S016	WASH_FILTER>APPLY_CONTACT	TARGET>TRANSFER>CONTINUE>MEASURE_STAGE>CONTINUE>APPLY_CONTACT>TRANSFER	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB050	B2	B2-S016	B2-S017	TARGET>TRANSFER>CONTINUE>MEASURE_STAGE>CONTINUE>APPLY_CONTACT>TRANSFER	TARGET	MIXED>TARGET	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB051	B2	B2-S017	B2-S018	TARGET	APPLY_CONTACT	TARGET>APPLY_CONTACT	PURE_PHASE_TRANSITION	neuer oder gemischter Arbeitsschritt
SB052	B2	B2-S018	B2-S019	APPLY_CONTACT	WASH_FILTER	APPLY_CONTACT>WASH_FILTER	PURE_PHASE_TRANSITION	neuer oder gemischter Arbeitsschritt
SB053	B2	B2-S019	B2-S020	WASH_FILTER	MEASURE_STAGE	WASH_FILTER>MEASURE_STAGE	PURE_PHASE_TRANSITION	neuer oder gemischter Arbeitsschritt
SB054	B2	B2-S020	B2-S021	MEASURE_STAGE	APPLY_CONTACT	MEASURE_STAGE>APPLY_CONTACT	PURE_PHASE_TRANSITION	neuer oder gemischter Arbeitsschritt
SB055	B2	B2-S021	B2-S022	APPLY_CONTACT	TRANSFER	APPLY_CONTACT>TRANSFER	PURE_PHASE_TRANSITION	neuer oder gemischter Arbeitsschritt
SB056	B3	B3-S001	B3-S002	SETTLE_COLLECT	TARGET>THERMAL	SETTLE_COLLECT>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB057	B3	B3-S002	B3-S003	TARGET>THERMAL	ITEM>MEASURE_STAGE>ITEM>TRANSFER	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB058	B3	B3-S003	B3-S004	ITEM>MEASURE_STAGE>ITEM>TRANSFER	APPLY_CONTACT>TARGET>SOURCE	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB059	B3	B3-S004	B3-S005	APPLY_CONTACT>TARGET>SOURCE	TRANSFER	MIXED>TRANSFER	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB060	B3	B3-S005	B3-S006	TRANSFER	TRANSFER>APPLY_CONTACT>TRANSFER	TRANSFER>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB061	B3	B3-S006	B3-S007	TRANSFER>APPLY_CONTACT>TRANSFER	APPLY_CONTACT>TRANSFER>APPLY_CONTACT	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB062	B3	B3-S007	B3-S008	APPLY_CONTACT>TRANSFER>APPLY_CONTACT	TRANSFER	MIXED>TRANSFER	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB063	B3	B3-S008	B3-S009	TRANSFER	APPLY_CONTACT	TRANSFER>APPLY_CONTACT	PURE_PHASE_TRANSITION	neuer oder gemischter Arbeitsschritt
SB064	B3	B3-S009	B3-S010	APPLY_CONTACT	TRANSFER>CONTINUE	APPLY_CONTACT>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB065	B3	B3-S010	B3-S011	TRANSFER>CONTINUE	TRANSFER>APPLY_CONTACT>TRANSFER>SOURCE	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB066	B3	B3-S011	B3-S012	TRANSFER>APPLY_CONTACT>TRANSFER>SOURCE	MATERIAL>SETTLE_COLLECT	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB067	B3	B3-S012	B3-S013	MATERIAL>SETTLE_COLLECT	APPLY_CONTACT>MEASURE_STAGE>READY>APPLY_CONTACT	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB068	B3	B3-S013	B3-S014	APPLY_CONTACT>MEASURE_STAGE>READY>APPLY_CONTACT	APPLY_CONTACT>SETTLE_COLLECT	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB069	B3	B3-S014	B3-S015	APPLY_CONTACT>SETTLE_COLLECT	TRANSFER	MIXED>TRANSFER	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB070	B3	B3-S015	B3-S016	TRANSFER	TRANSFER	TRANSFER>TRANSFER	SAME_PHASE_CELL_SERIES	nächste Zelle derselben Prozessfamilie
SB071	B3	B3-S016	B3-S017	TRANSFER	APPLY_CONTACT	TRANSFER>APPLY_CONTACT	PURE_PHASE_TRANSITION	neuer oder gemischter Arbeitsschritt
SB072	B3	B3-S017	B3-S018	APPLY_CONTACT	SETTLE_COLLECT	APPLY_CONTACT>SETTLE_COLLECT	PURE_PHASE_TRANSITION	neuer oder gemischter Arbeitsschritt
SB073	B3	B3-S018	B3-S019	SETTLE_COLLECT	SETTLE_COLLECT	SETTLE_COLLECT>SETTLE_COLLECT	SAME_PHASE_CELL_SERIES	nächste Zelle derselben Prozessfamilie
SB074	B3	B3-S019	B3-S020	SETTLE_COLLECT	TARGET>TRANSFER	SETTLE_COLLECT>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB075	B3	B3-S020	B3-S021	TARGET>TRANSFER	APPLY_CONTACT>READY>TARGET>ITEM>MEASURE_STAGE>SETTLE_COLLECT>READY>ITEM>TARGET>READY>TRANSFER	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB076	B3	B3-S021	B3-S022	APPLY_CONTACT>READY>TARGET>ITEM>MEASURE_STAGE>SETTLE_COLLECT>READY>ITEM>TARGET>READY>TRANSFER	TRANSFER	MIXED>TRANSFER	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB077	B3	B3-S022	B3-S023	TRANSFER	TRANSFER	TRANSFER>TRANSFER	SAME_PHASE_CELL_SERIES	nächste Zelle derselben Prozessfamilie
SB078	B3	B3-S023	B3-S024	TRANSFER	TRANSFER	TRANSFER>TRANSFER	SAME_PHASE_CELL_SERIES	nächste Zelle derselben Prozessfamilie
SB079	B3	B3-S024	B3-S025	TRANSFER	TRANSFER	TRANSFER>TRANSFER	SAME_PHASE_CELL_SERIES	nächste Zelle derselben Prozessfamilie
SB080	B3	B3-S025	B3-S026	TRANSFER	TRANSFER>SETTLE_COLLECT>TRANSFER>APPLY_CONTACT>READY>TARGET>SETTLE_COLLECT	TRANSFER>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB081	B3	B3-S026	B3-S027	TRANSFER>SETTLE_COLLECT>TRANSFER>APPLY_CONTACT>READY>TARGET>SETTLE_COLLECT	MEASURE_STAGE	MIXED>MEASURE_STAGE	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB082	B3	B3-S027	B3-S028	MEASURE_STAGE	APPLY_CONTACT	MEASURE_STAGE>APPLY_CONTACT	PURE_PHASE_TRANSITION	neuer oder gemischter Arbeitsschritt
SB083	B3	B3-S028	B3-S029	APPLY_CONTACT	CONTINUE>SPECIAL>APPLY_CONTACT	APPLY_CONTACT>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB084	B3	B3-S029	B3-S030	CONTINUE>SPECIAL>APPLY_CONTACT	APPLY_CONTACT>MEASURE_STAGE>CONTINUE>TRANSFER	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB085	B3	B3-S030	B3-S031	APPLY_CONTACT>MEASURE_STAGE>CONTINUE>TRANSFER	APPLY_CONTACT	MIXED>APPLY_CONTACT	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB086	B3	B3-S031	B3-S032	APPLY_CONTACT	TRANSFER>MEASURE_STAGE>CONTINUE	APPLY_CONTACT>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB087	B3	B3-S032	B3-S033	TRANSFER>MEASURE_STAGE>CONTINUE	SPECIAL	MIXED>SPECIAL	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB088	B3	B3-S033	B3-S034	SPECIAL	MEASURE_STAGE>READY>SPECIAL>MEASURE_STAGE>TARGET>SETTLE_COLLECT	SPECIAL>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB089	B4	B4-S001	B4-S002	APPLY_CONTACT	CONTINUE>APPLY_CONTACT	APPLY_CONTACT>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB090	B4	B4-S002	B4-S003	CONTINUE>APPLY_CONTACT	TRANSFER>TARGET>CONTINUE>APPLY_CONTACT>CONTINUE>SETTLE_COLLECT	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB091	B4	B4-S003	B4-S004	TRANSFER>TARGET>CONTINUE>APPLY_CONTACT>CONTINUE>SETTLE_COLLECT	APPLY_CONTACT	MIXED>APPLY_CONTACT	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB092	B4	B4-S004	B4-S005	APPLY_CONTACT	CONTINUE>TRANSFER>APPLY_CONTACT	APPLY_CONTACT>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB093	B4	B4-S005	B4-S006	CONTINUE>TRANSFER>APPLY_CONTACT	PASS_FILTER	MIXED>PASS_FILTER	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB094	B4	B4-S006	B4-S007	PASS_FILTER	PASS_FILTER	PASS_FILTER>PASS_FILTER	SAME_PHASE_CELL_SERIES	nächste Zelle derselben Prozessfamilie
SB095	B4	B4-S007	B4-S008	PASS_FILTER	MEASURE_STAGE>THERMAL>ITEM>APPLY_CONTACT	PASS_FILTER>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB096	B4	B4-S008	B4-S009	MEASURE_STAGE>THERMAL>ITEM>APPLY_CONTACT	SETTLE_COLLECT	MIXED>SETTLE_COLLECT	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB097	B4	B4-S009	B4-S010	SETTLE_COLLECT	CONTINUE	SETTLE_COLLECT>CONTINUE	PURE_PHASE_TRANSITION	neuer oder gemischter Arbeitsschritt
SB098	B4	B4-S010	B4-S011	CONTINUE	MEASURE_STAGE>THERMAL>APPLY_CONTACT>TRANSFER>CONTINUE	CONTINUE>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB099	B4	B4-S011	B4-S012	MEASURE_STAGE>THERMAL>APPLY_CONTACT>TRANSFER>CONTINUE	TRANSFER	MIXED>TRANSFER	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB100	B4	B4-S012	B4-S013	TRANSFER	APPLY_CONTACT>SETTLE_COLLECT	TRANSFER>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB101	B4	B4-S013	B4-S014	APPLY_CONTACT>SETTLE_COLLECT	MATERIAL>ITEM>PASS_FILTER>SPECIAL	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB102	B4	B4-S014	B4-S015	MATERIAL>ITEM>PASS_FILTER>SPECIAL	APPLY_CONTACT>WASH_FILTER>MEASURE_STAGE>PASS_FILTER>SETTLE_COLLECT>TRANSFER	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB103	B4	B4-S015	B4-S016	APPLY_CONTACT>WASH_FILTER>MEASURE_STAGE>PASS_FILTER>SETTLE_COLLECT>TRANSFER	MEASURE_STAGE>TARGET>SOURCE>SETTLE_COLLECT	MIXED>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
SB104	B5	B5-S001	B5-S002	TRANSFER	TRANSFER	TRANSFER>TRANSFER	SAME_PHASE_CELL_SERIES	nächste Zelle derselben Prozessfamilie
SB105	B5	B5-S002	B5-S003	TRANSFER	SETTLE_COLLECT>TARGET>CONTINUE>TRANSFER>MEASURE_STAGE>CONTINUE>MEASURE_STAGE>TRANSFER	TRANSFER>MIXED	MIXED_STATEMENT_BOUNDARY	neuer oder gemischter Arbeitsschritt
