statement_id	record_unit_id	page	event_count	phase_sequence	dominant_phase	phase_count	event_phase_trace	formula_ids	fluent_imperative_de
H4-S003	H4	f55v	4	MEASURE_STAGE>SOURCE>THERMAL>CONTINUE	MIXED	4	E064:MEASURE_STAGE|E065:SOURCE|E066:THERMAL|E067:CONTINUE	NONE	Nimm die vorgeschriebene Portion; dann nimm den Auszug aus der Quelle; dann bearbeite ihn länger; dann beende den Arbeitsschritt;
H4-S004	H4	f55v	6	MEASURE_STAGE>APPLY_CONTACT>SOURCE>MATERIAL>ITEM>MEASURE_STAGE	MIXED	6	E068:MEASURE_STAGE|E069:APPLY_CONTACT|E070:SOURCE|E071:MATERIAL|E072:ITEM|E073:MEASURE_STAGE	F03	Arbeite nach dem vorgeschriebenen Maß; dann setze ihn dort ein; dann führe die laufende Bereitung fort; dann verwende den Ansatz; dann halte diesen Posten aktiv; dann nimm einen Anteil der Bereitung …
H5-S001	H5	f56r	9	MATERIAL>TARGET>MEASURE_STAGE>MATERIAL>CONTINUE>MATERIAL>APPLY_CONTACT>TARGET	MIXED	8	E074:MATERIAL|E075:MATERIAL|E076:TARGET|E077:MEASURE_STAGE|E078:MATERIAL|E079:CONTINUE|E080:MATERIAL|E081:APPLY_CONTACT|E082:TARGET	NONE	Bereite den Zugabeansatz; dann nimm die nächste Zutat; dann gib ihn an der aktuellen Stelle zu; dann arbeite nach dem vorgeschriebenen Maß; dann öffne das nächste Feld; dann nimm die nächste Zutat; dann bearbeite ihn weiter; dann wechsle zum folgenden Ansatz; dann setze den Posten ein; dann führe ihn dorthin ↪
H5-S002	H5	f56r	4	SPECIAL>MATERIAL>APPLY_CONTACT	MIXED	3	E083:SPECIAL|E084:MATERIAL|E085:APPLY_CONTACT|E086:APPLY_CONTACT	NONE	Nimm ihn aus dem vorigen Arbeitsgang; dann nimm die aktuelle Zutat; dann setze den Posten ein; dann trage ihn auf;
H5-S003	H5	f56r	4	MATERIAL>SPECIAL>APPLY_CONTACT	MIXED	3	E087:MATERIAL|E088:MATERIAL|E089:SPECIAL|E090:APPLY_CONTACT	NONE	Nimm den Stängel; dann nimm die nächste Zutat; dann bearbeite den laufenden Posten kurz; dann setze denselben Posten erneut ein ↪
H5-S004	H5	f56r	3	APPLY_CONTACT>TARGET	MIXED	2	E091:APPLY_CONTACT|E092:APPLY_CONTACT|E093:TARGET	NONE	Setze den laufenden Posten ein und bearbeite ihn weiter; dann setze den Auszug ein; dann bearbeite ihn an der Zielstelle ↪
H5-S005	H5	f56r	4	MATERIAL>APPLY_CONTACT>MATERIAL>CONTINUE	MIXED	4	E094:MATERIAL|E095:APPLY_CONTACT|E096:MATERIAL|E097:CONTINUE	NONE	Nimm die nächste Zutat; dann setze den laufenden Posten ein und bearbeite ihn weiter; dann nimm den bearbeiteten Quellauszug; dann führe ihn zur folgenden Anwendung weiter ↪
H5-S006	H5	f56r	3	CONTINUE>MEASURE_STAGE	MIXED	2	E098:CONTINUE|E099:CONTINUE|E100:MEASURE_STAGE	NONE	Nimm das nächste; dann bearbeite ihn kurz weiter; dann arbeite nach dem vorgeschriebenen Maß …
B1-S001	B1	f81v	1	APPLY_CONTACT	APPLY_CONTACT	1	E101:APPLY_CONTACT	NONE	Lass ihn kurz einwirken;
B1-S002	B1	f81v	19	APPLY_CONTACT>SPECIAL>APPLY_CONTACT>SOURCE>CONTINUE>MEASURE_STAGE>TARGET>CONTINUE>MATERIAL>CONTINUE>PASS_FILTER>MEASURE_STAGE>APPLY_CONTACT>MEASURE_STAGE>PASS_FILTER>TRANSFER	MIXED	16	E102:APPLY_CONTACT|E103:SPECIAL|E104:APPLY_CONTACT|E105:SOURCE|E106:CONTINUE|E107:MEASURE_STAGE|E108:MEASURE_STAGE|E109:TARGET|E110:CONTINUE|E111:CONTINUE|E112:CONTINUE|E113:MATERIAL|E114:CONTINUE|E115:PASS_FILTER|E116:MEASURE_STAGE|E117:APPLY_CONTACT|E118:MEASURE_STAGE|E119:PASS_FILTER|E120:TRANSFER	F08|F09|F10	Messe den Posten ab; dann führe durch den Beckenlauf; dann setze ihn dort ein; dann nimm davon; dann arbeite weiter; dann nimm eine Portion; dann nimm einen weiteren Anteil; dann führe ihn dorthin; dann arbeite weiter; dann schließe am nächsten Abschnitt an; dann gib den Zusatz zu; dann öffne das nächste Feld; dann verwende denselben Ansatz weiter; dann arbeite weiter; dann führe ihn kurz durch die Zielpassage; dann arbeite nach dem vorgeschriebenen Maß; dann setze ihn lange am Ziel ein; dann arbeite nach dem vorgeschriebenen Maß; dann leite den Posten hindurch; dann führe den Posten über;
B1-S003	B1	f81v	2	CONTINUE	CONTINUE	1	E121:CONTINUE|E122:CONTINUE	NONE	Arbeite weiter; dann öffne das nächste Feld; dann übertrage ihn;
B1-S004	B1	f81v	3	TRANSFER>CONTINUE>SETTLE_COLLECT	MIXED	3	E123:TRANSFER|E124:CONTINUE|E125:SETTLE_COLLECT	F02	Führe den Posten über; dann arbeite weiter; dann lass ihn kurz absetzen;
B1-S005	B1	f81v	1	TRANSFER	TRANSFER	1	E126:TRANSFER	NONE	Führe ihn weiter;
B1-S006	B1	f81v	4	APPLY_CONTACT>PASS_FILTER>CONTINUE>TARGET	MIXED	4	E127:APPLY_CONTACT|E128:PASS_FILTER|E129:CONTINUE|E130:TARGET	NONE	Gib einen Anteil zu; dann leite den Posten hindurch; dann gib den Zusatz zu; dann halte die Zielmarke ein ↪
B1-S007	B1	f81v	1	TRANSFER	TRANSFER	1	E131:TRANSFER	NONE	Setze einen neuen Posten ein;
B1-S008	B1	f81v	5	ITEM>CONTINUE>THERMAL>CONTINUE>SETTLE_COLLECT	MIXED	5	E132:ITEM|E133:CONTINUE|E134:THERMAL|E135:CONTINUE|E136:SETTLE_COLLECT	F02	Halte diesen Posten aktiv; dann arbeite weiter; dann wärme ihn kurz; dann arbeite weiter; dann lass ihn kurz absetzen;
B1-S009	B1	f81v	1	APPLY_CONTACT	APPLY_CONTACT	1	E137:APPLY_CONTACT	NONE	Lass ihn kurz einwirken;
B1-S010	B1	f81v	1	APPLY_CONTACT	APPLY_CONTACT	1	E138:APPLY_CONTACT	NONE	Lass ihn kurz einwirken;
B1-S011	B1	f81v	2	PASS_FILTER>APPLY_CONTACT	MIXED	2	E139:PASS_FILTER|E140:APPLY_CONTACT	NONE	Leite den Posten hindurch; dann setze den Posten ein ↪
B1-S012	B1	f81v	3	WASH_FILTER>APPLY_CONTACT>WASH_FILTER	MIXED	3	E141:WASH_FILTER|E142:APPLY_CONTACT|E143:WASH_FILTER	NONE	Führe einen Waschgang aus; dann lass ihn kurz einwirken; dann führe einen Waschgang aus;
B1-S013	B1	f81v	1	WASH_FILTER	WASH_FILTER	1	E144:WASH_FILTER	NONE	Führe einen Waschgang aus;
B1-S014	B1	f81v	5	TRANSFER>CONTINUE>TRANSFER>CONTINUE>SOURCE	MIXED	5	E145:TRANSFER|E146:CONTINUE|E147:TRANSFER|E148:CONTINUE|E149:SOURCE	NONE	Führe den Posten über; dann führe auf dem Weg weiter; dann führe ihn am Ziel ab; dann arbeite weiter; dann wechsle zur folgenden Quelle ↪
B1-S015	B1	f81v	2	CONTINUE>TRANSFER	MIXED	2	E150:CONTINUE|E151:TRANSFER	NONE	Nimm einen kleinen Teil; dann führe den vorigen Posten über;
B1-S016	B1	f81v	4	APPLY_CONTACT>CONTINUE>SETTLE_COLLECT	MIXED	3	E152:APPLY_CONTACT|E153:APPLY_CONTACT|E154:CONTINUE|E155:SETTLE_COLLECT	F02	Setze ihn dort ein; dann lass ihn länger einwirken; dann arbeite weiter; dann lass ihn kurz absetzen;
B1-S017	B1	f81v	3	TARGET>CONTINUE>TRANSFER	MIXED	3	E156:TARGET|E157:CONTINUE|E158:TRANSFER	NONE	Führe ihn dorthin; dann führe ihn kurz weiter; dann führe ihn über;
B1-S018	B1	f81v	4	CONTINUE>MEASURE_STAGE>SETTLE_COLLECT	MIXED	3	E159:CONTINUE|E160:CONTINUE|E161:MEASURE_STAGE|E162:SETTLE_COLLECT	NONE	Stelle das Auffanggefäß bereit; dann öffne das nächste Feld; dann halte ihn kurz; dann stelle die Arbeitsstufe ein; dann sammle ihn lange;
B1-S019	B1	f81v	1	SETTLE_COLLECT	SETTLE_COLLECT	1	E163:SETTLE_COLLECT	NONE	Lass ihn kurz absetzen;
B1-S020	B1	f81v	2	THERMAL>PASS_FILTER	MIXED	2	E164:THERMAL|E165:PASS_FILTER	NONE	Wärme ihn kurz; dann lass ihn hindurch;
B1-S021	B1	f81v	1	TARGET	TARGET	1	E166:TARGET	NONE	Führe ihn dorthin …
B2-S001	B2	f82r	1	TRANSFER	TRANSFER	1	E167:TRANSFER	NONE	Führe den Posten über;
B2-S002	B2	f82r	1	TRANSFER	TRANSFER	1	E168:TRANSFER	NONE	Führe ihn weiter;
B2-S003	B2	f82r	3	APPLY_CONTACT>ITEM>APPLY_CONTACT	MIXED	3	E169:APPLY_CONTACT|E170:ITEM|E171:APPLY_CONTACT	NONE	Gib einen Anteil zu; dann halte diesen Posten aktiv; dann lass ihn lange einwirken;
B2-S004	B2	f82r	5	APPLY_CONTACT>PASS_FILTER>TRANSFER>APPLY_CONTACT>PASS_FILTER	MIXED	5	E172:APPLY_CONTACT|E173:PASS_FILTER|E174:TRANSFER|E175:APPLY_CONTACT|E176:PASS_FILTER	NONE	Setze ihn dort ein; dann führe ihn durch die Abführpassage; dann führe ihn ab; dann öffne das nächste Feld; dann lass ihn länger einwirken; dann ziehe die getrennte Fraktion ab;
B2-S005	B2	f82r	8	APPLY_CONTACT>SETTLE_COLLECT>PASS_FILTER>APPLY_CONTACT>CONTINUE>THERMAL>SPECIAL	MIXED	7	E177:APPLY_CONTACT|E178:SETTLE_COLLECT|E179:PASS_FILTER|E180:APPLY_CONTACT|E182:CONTINUE|E183:THERMAL|E184:SPECIAL	NONE	Setze ihn am Ziel ein; dann sammle ihn bis zur Sollmenge; dann leite den Posten hindurch; dann messe den Posten ab und lies die Randwiederholung nur einmal; dann öffne das nächste Feld; dann setze den nächsten Durchgang an; dann wärme ihn lange; dann ziehe ihn ab;
B2-S006	B2	f82r	4	CONTINUE>APPLY_CONTACT>PASS_FILTER>APPLY_CONTACT	MIXED	4	E185:CONTINUE|E186:APPLY_CONTACT|E187:PASS_FILTER|E188:APPLY_CONTACT	NONE	Führe ihn länger im Folgegang weiter; dann setze ihn dort ein; dann führe ihn kurz hindurch; dann setze den Posten ein ↪
B2-S007	B2	f82r	1	CONTINUE	CONTINUE	1	E189:CONTINUE	NONE	Lass frische Spülflüssigkeit ein;
B2-S008	B2	f82r	3	MEASURE_STAGE>APPLY_CONTACT>SETTLE_COLLECT	MIXED	3	E190:MEASURE_STAGE|E191:APPLY_CONTACT|E192:SETTLE_COLLECT	NONE	Arbeite danach nach dem nächsten Maß; dann setze den Quellposten ein; dann lass ihn kurz absetzen;
B2-S009	B2	f82r	1	SETTLE_COLLECT	SETTLE_COLLECT	1	E193:SETTLE_COLLECT	NONE	Lass danach den nächsten Posten absetzen;
B2-S010	B2	f82r	4	APPLY_CONTACT>SPECIAL>WASH_FILTER	MIXED	3	E194:APPLY_CONTACT|E195:APPLY_CONTACT|E196:SPECIAL|E197:WASH_FILTER	F04	Lass ihn länger einwirken; dann setze den Posten ein; dann führe zum Auslass; dann nimm den klaren Ablauf ↪
B2-S011	B2	f82r	4	APPLY_CONTACT>SOURCE>APPLY_CONTACT	MIXED	3	E198:APPLY_CONTACT|E199:SOURCE|E200:APPLY_CONTACT|E201:APPLY_CONTACT	NONE	Gib einen Anteil zu; dann nimm davon; dann gib einen Anteil zu; dann lass ihn lange einwirken;
B2-S012	B2	f82r	8	TRANSFER>WASH_FILTER>READY>APPLY_CONTACT>WASH_FILTER>MEASURE_STAGE>ITEM>APPLY_CONTACT	MIXED	8	E202:TRANSFER|E203:WASH_FILTER|E204:READY|E205:APPLY_CONTACT|E206:WASH_FILTER|E207:MEASURE_STAGE|E208:ITEM|E209:APPLY_CONTACT	NONE	Nimm das abzuführende Gut; dann öffne das nächste Feld; dann setze den sichtbaren Besitzer neu; dann nimm den klaren Ablauf; dann bereite ihn kurz vor; dann lass ihn länger einwirken; dann ziehe den klaren Anteil ab; dann arbeite nach dem vorgeschriebenen Maß; dann halte diesen Posten aktiv; dann setze ihn vollständig ein;
B2-S013	B2	f82r	1	TRANSFER	TRANSFER	1	E210:TRANSFER	NONE	Führe ihn ab;
B2-S014	B2	f82r	1	TRANSFER	TRANSFER	1	E211:TRANSFER	NONE	Ziehe ihn aus der Quelle ab ↪
B2-S015	B2	f82r	2	WASH_FILTER>APPLY_CONTACT	MIXED	2	E212:WASH_FILTER|E213:APPLY_CONTACT	NONE	Nimm danach den klaren Ablauf; dann lass ihn lange einwirken;
B2-S016	B2	f82r	8	TARGET>TRANSFER>CONTINUE>MEASURE_STAGE>CONTINUE>APPLY_CONTACT>TRANSFER	MIXED	7	E214:TARGET|E215:TRANSFER|E216:CONTINUE|E217:MEASURE_STAGE|E218:CONTINUE|E219:APPLY_CONTACT|E220:APPLY_CONTACT|E221:TRANSFER	NONE	Führe ihn dorthin; dann führe ihn von der Quelle ab; dann teile den Posten; dann arbeite nach dem vorgeschriebenen Maß; dann führe ihn länger im Folgegang weiter; dann messe den Posten ab; dann lass ihn kurz einwirken; dann öffne das nächste Feld; dann führe ihn zu;
B2-S017	B2	f82r	2	TARGET	TARGET	1	E222:TARGET|E223:TARGET	NONE	Halte den zugeführten Posten kurz am Ziel; dann schließe den Schritt am Ziel ab;
B2-S018	B2	f82r	1	APPLY_CONTACT	APPLY_CONTACT	1	E224:APPLY_CONTACT	NONE	Lass ihn lange einwirken;
B2-S019	B2	f82r	1	WASH_FILTER	WASH_FILTER	1	E225:WASH_FILTER	NONE	Wasche ihn vollständig;
B2-S020	B2	f82r	1	MEASURE_STAGE	MEASURE_STAGE	1	E226:MEASURE_STAGE	NONE	Führe die lange Folgestufe aus;
B2-S021	B2	f82r	1	APPLY_CONTACT	APPLY_CONTACT	1	E227:APPLY_CONTACT	NONE	Lass ihn lange einwirken;
B2-S022	B2	f82r	1	TRANSFER	TRANSFER	1	E228:TRANSFER	NONE	Führe ihn ab;
B3-S001	B3	f83r	1	SETTLE_COLLECT	SETTLE_COLLECT	1	E229:SETTLE_COLLECT	NONE	Sammle ihn lange;
B3-S002	B3	f83r	2	TARGET>THERMAL	MIXED	2	E230:TARGET|E231:THERMAL	NONE	Führe ihn danach dorthin; dann wärme ihn lange;
B3-S003	B3	f83r	4	ITEM>MEASURE_STAGE>ITEM>TRANSFER	MIXED	4	E232:ITEM|E233:MEASURE_STAGE|E234:ITEM|E235:TRANSFER	F01	Halte diesen Posten aktiv; dann arbeite nach dem vorgeschriebenen Maß; dann halte diesen Posten aktiv; dann führe ihn ab;
B3-S004	B3	f83r	3	APPLY_CONTACT>TARGET>SOURCE	MIXED	3	E236:APPLY_CONTACT|E237:TARGET|E238:SOURCE	NONE	Messe den Posten ab; dann führe ihn danach dorthin; dann nimm davon ↪
B3-S005	B3	f83r	1	TRANSFER	TRANSFER	1	E239:TRANSFER	NONE	Führe den Posten über;
B3-S006	B3	f83r	3	TRANSFER>APPLY_CONTACT>TRANSFER	MIXED	3	E240:TRANSFER|E241:APPLY_CONTACT|E242:TRANSFER	NONE	Führe den aktuellen Posten über; dann setze ihn dort ein; dann führe ihn weiter;
B3-S007	B3	f83r	3	APPLY_CONTACT>TRANSFER>APPLY_CONTACT	MIXED	3	E243:APPLY_CONTACT|E244:TRANSFER|E245:APPLY_CONTACT	F07	Messe den Posten ab; dann führe den Posten über; dann lass ihn lange einwirken;
B3-S008	B3	f83r	1	TRANSFER	TRANSFER	1	E246:TRANSFER	NONE	Führe ihn ab;
B3-S009	B3	f83r	1	APPLY_CONTACT	APPLY_CONTACT	1	E247:APPLY_CONTACT	NONE	Setze den Posten ein ↪
B3-S010	B3	f83r	2	TRANSFER>CONTINUE	MIXED	2	E248:TRANSFER|E249:CONTINUE	NONE	Führe ihn dem Ziel zu; dann führe ihn kurz zum Folgeschritt weiter;
B3-S011	B3	f83r	4	TRANSFER>APPLY_CONTACT>TRANSFER>SOURCE	MIXED	4	E250:TRANSFER|E251:APPLY_CONTACT|E252:TRANSFER|E253:SOURCE	NONE	Führe die vorbereitete Portion über; dann setze den Posten ein; dann führe den Posten über; dann nimm den Posten aus der Quelle ↪
B3-S012	B3	f83r	2	MATERIAL>SETTLE_COLLECT	MIXED	2	E254:MATERIAL|E255:SETTLE_COLLECT	NONE	Verwende den Ansatz; dann lass ihn kurz absetzen;
B3-S013	B3	f83r	4	APPLY_CONTACT>MEASURE_STAGE>READY>APPLY_CONTACT	MIXED	4	E256:APPLY_CONTACT|E257:MEASURE_STAGE|E258:READY|E259:APPLY_CONTACT	NONE	Messe den Posten ab; dann nimm eine Portion; dann bereite ihn kurz vor; dann lass ihn kurz einwirken;
B3-S014	B3	f83r	2	APPLY_CONTACT>SETTLE_COLLECT	MIXED	2	E260:APPLY_CONTACT|E261:SETTLE_COLLECT	NONE	Setze ihn in den Lauf ein; dann lass ihn lange absetzen;
B3-S015	B3	f83r	1	TRANSFER	TRANSFER	1	E262:TRANSFER	NONE	Führe ihn ab;
B3-S016	B3	f83r	2	TRANSFER	TRANSFER	1	E263:TRANSFER|E264:TRANSFER	NONE	Ziehe ihn ab; dann öffne das nächste Feld; dann setze den sichtbaren Besitzer neu; dann führe den vorigen Posten über;
B3-S017	B3	f83r	1	APPLY_CONTACT	APPLY_CONTACT	1	E265:APPLY_CONTACT	NONE	Lass ihn lange einwirken;
B3-S018	B3	f83r	1	SETTLE_COLLECT	SETTLE_COLLECT	1	E266:SETTLE_COLLECT	NONE	Lass ihn kurz absetzen;
B3-S019	B3	f83r	1	SETTLE_COLLECT	SETTLE_COLLECT	1	E267:SETTLE_COLLECT	NONE	Lass ihn nach dem Einsatz absetzen;
B3-S020	B3	f83r	2	TARGET>TRANSFER	MIXED	2	E268:TARGET|E269:TRANSFER	NONE	Führe ihn dorthin; dann führe ihn ab;
B3-S021	B3	f83r	11	APPLY_CONTACT>READY>TARGET>ITEM>MEASURE_STAGE>SETTLE_COLLECT>READY>ITEM>TARGET>READY>TRANSFER	MIXED	11	E270:APPLY_CONTACT|E271:READY|E272:TARGET|E273:ITEM|E274:MEASURE_STAGE|E275:SETTLE_COLLECT|E276:READY|E277:ITEM|E278:TARGET|E279:READY|E280:TRANSFER	NONE	Messe den Posten ab; dann halte ihn bereit; dann führe ihn dorthin; dann halte diesen Posten aktiv; dann öffne das nächste Feld; dann arbeite nach dem vorgeschriebenen Maß; dann lass ihn am Ziel absetzen; dann bereite ihn kurz vor; dann halte diesen Posten aktiv; dann führe ihn dorthin; dann halte ihn bereit; dann führe ihn zum Ziel über;
B3-S022	B3	f83r	1	TRANSFER	TRANSFER	1	E281:TRANSFER	NONE	Führe danach den nächsten Posten über;
B3-S023	B3	f83r	1	TRANSFER	TRANSFER	1	E282:TRANSFER	NONE	Führe ihn ab;
B3-S024	B3	f83r	1	TRANSFER	TRANSFER	1	E283:TRANSFER	NONE	Führe den Posten über;
B3-S025	B3	f83r	1	TRANSFER	TRANSFER	1	E284:TRANSFER	NONE	Setze einen neuen Posten ein;
B3-S026	B3	f83r	7	TRANSFER>SETTLE_COLLECT>TRANSFER>APPLY_CONTACT>READY>TARGET>SETTLE_COLLECT	MIXED	7	E285:TRANSFER|E286:SETTLE_COLLECT|E287:TRANSFER|E288:APPLY_CONTACT|E289:READY|E290:TARGET|E291:SETTLE_COLLECT	NONE	Führe ihn von der Quelle über; dann lass ihn bis zum Sollstand absetzen; dann führe den Posten über; dann gib einen Anteil zu; dann halte ihn bereit; dann stelle ihn am Zielgefäß bereit; dann öffne das nächste Feld; dann setze den sichtbaren Besitzer neu; dann sammle ihn lange;
B3-S027	B3	f83r	1	MEASURE_STAGE	MEASURE_STAGE	1	E292:MEASURE_STAGE	NONE	Führe die lange Folgestufe aus;
B3-S028	B3	f83r	2	APPLY_CONTACT	APPLY_CONTACT	1	E293:APPLY_CONTACT|E294:APPLY_CONTACT	F05	Lass ihn länger einwirken; dann lass ihn kurz einwirken;
B3-S029	B3	f83r	3	CONTINUE>SPECIAL>APPLY_CONTACT	MIXED	3	E295:CONTINUE|E296:SPECIAL|E297:APPLY_CONTACT	NONE	Arbeite weiter; dann nimm den ganzen bezeichneten Teil; dann lass ihn kurz einwirken;
B3-S030	B3	f83r	4	APPLY_CONTACT>MEASURE_STAGE>CONTINUE>TRANSFER	MIXED	4	E298:APPLY_CONTACT|E299:MEASURE_STAGE|E300:CONTINUE|E301:TRANSFER	F06	Setze den Posten ein; dann arbeite nach dem vorgeschriebenen Maß; dann öffne das nächste Feld; dann führe ihn im Lauf weiter; dann führe danach den nächsten Posten über;
B3-S031	B3	f83r	1	APPLY_CONTACT	APPLY_CONTACT	1	E302:APPLY_CONTACT	NONE	Lass ihn lange einwirken;
B3-S032	B3	f83r	5	TRANSFER>MEASURE_STAGE>CONTINUE	MIXED	3	E303:TRANSFER|E304:TRANSFER|E305:MEASURE_STAGE|E306:MEASURE_STAGE|E307:CONTINUE	NONE	Führe einen Anteil über; dann führe den Posten über; dann halte die kurze Sollstufe ein; dann arbeite danach nach dem nächsten Maß; dann führe ihn kurz zum Folgeschritt weiter;
B3-S033	B3	f83r	1	SPECIAL	SPECIAL	1	E308:SPECIAL	NONE	Ziehe ihn ab;
B3-S034	B3	f83r	6	MEASURE_STAGE>READY>SPECIAL>MEASURE_STAGE>TARGET>SETTLE_COLLECT	MIXED	6	E309:MEASURE_STAGE|E310:READY|E311:SPECIAL|E312:MEASURE_STAGE|E313:TARGET|E314:SETTLE_COLLECT	NONE	Stelle die Arbeitsstufe ein; dann halte ihn bereit; dann nimm den bezeichneten Teil; dann arbeite danach nach dem nächsten Maß; dann führe zum Zwischenziel; dann lass ihn kurz absetzen;
B4-S001	B4	f83r	1	APPLY_CONTACT	APPLY_CONTACT	1	E315:APPLY_CONTACT	NONE	Lass ihn lange einwirken;
B4-S002	B4	f83r	3	CONTINUE>APPLY_CONTACT	MIXED	2	E316:CONTINUE|E317:APPLY_CONTACT|E318:APPLY_CONTACT	F05	Nimm den nächsten Einsatzposten; dann lass ihn länger einwirken; dann lass ihn kurz einwirken;
B4-S003	B4	f83r	7	TRANSFER>TARGET>CONTINUE>APPLY_CONTACT>CONTINUE>SETTLE_COLLECT	MIXED	6	E319:TRANSFER|E320:TARGET|E321:CONTINUE|E322:APPLY_CONTACT|E323:APPLY_CONTACT|E324:CONTINUE|E325:SETTLE_COLLECT	F04|F02	Führe den Posten über; dann führe ihn danach dorthin; dann öffne das nächste Feld; dann nimm das nächste; dann lass ihn länger einwirken; dann setze den Posten ein; dann arbeite weiter; dann lass ihn kurz absetzen;
B4-S004	B4	f83r	1	APPLY_CONTACT	APPLY_CONTACT	1	E326:APPLY_CONTACT	NONE	Befestige ihn;
