instruction_id	source_instruction_de	master_card_id	master_form	registered_surface_count	registered_surfaces	construction_class	component_parse	writing_rule
I040	derselbe Ansatz	MC157	cholor	2	cholor|olor	FRAME_PLUS_LOCAL_CORE	OL_CONTINUE+OR_BATCH	compose or retrieve master card, then apply hand/position renderer
I041	die Arbeitsstufe setzen	MC048	kaiiin	1	kaiiin	PRODUCTIVE_COMPOSITION	K + IIN	compose or retrieve master card, then apply hand/position renderer
I042	die Fortsetzung einsetzen	MC041	okchol	1	okchol	PRODUCTIVE_COMPOSITION	OK + OL	compose or retrieve master card, then apply hand/position renderer
I043	die laufende Bereitung fortsetzen	MC021	oltchy	1	oltchy	FRAME_PLUS_LOCAL_CORE	OL + TCH + Y	compose or retrieve master card, then apply hand/position renderer
I044	die Sollvorbereitung setzen	MC169	cthaiin	1	cthaiin	PRODUCTIVE_COMPOSITION	CTH + AIIN	compose or retrieve master card, then apply hand/position renderer
I045	dies	MC123	chey	6	chey|chy|dy|shy|sy|y	FRAME_PLUS_LOCAL_CORE	Y_CURRENT_ITEM_CARD	compose or retrieve master card, then apply hand/position renderer
I046	dorthin	MC154	al	6	al|chal|cheal|dal|sal|tal	FRAME_PLUS_LOCAL_CORE	AL_TO	compose or retrieve master card, then apply hand/position renderer
I047	dorthin einsetzen	MC040	okal	2	okal|qokal	FRAME_PLUS_LOCAL_CORE	OK_SET+AL_TO	compose or retrieve master card, then apply hand/position renderer
I048	durchlassen; Schluss	MC143	shckhedy	1	shckhedy	PRODUCTIVE_COMPOSITION	CKHE_STRAIN+TERMINAL	compose or retrieve master card, then apply hand/position renderer
I049	durchleiten	MC035	chckhy	2	chckhy|shckhy	PRODUCTIVE_COMPOSITION	CKH_THROUGH+Y_ITEM	compose or retrieve master card, then apply hand/position renderer
I050	eine vorgeschriebene Stehzeit einhalten	MC111	shfydaiin	1	shfydaiin	FRAME_PLUS_LOCAL_CORE	SHFY + AIIN	compose or retrieve master card, then apply hand/position renderer
I051	EINGABE_ODER_BEDINGUNG	MC034	cho	2	cho|sho	FRAME_PLUS_LOCAL_CORE	CHO	compose or retrieve master card, then apply hand/position renderer
I052	Einlage	MC059	dain	1	dain	WHOLE_SIGN	DAIN_CLOTH_WHOLE	compose or retrieve master card, then apply hand/position renderer
I053	Einsatzabsetzen; Schluss	MC151	qokshedy	1	qokshedy	PRODUCTIVE_COMPOSITION	OK_SET+SHED_SETTLE+CLOSE	compose or retrieve master card, then apply hand/position renderer
I054	einsetzen	MC026	choky	3	choky|oky|qoky	FRAME_PLUS_LOCAL_CORE	OK_SET+Y_CURRENT_ITEM	compose or retrieve master card, then apply hand/position renderer
I055	Endposten	MC046	raly	1	raly	PRODUCTIVE_COMPOSITION	AL_TO+Y_CURRENT	compose or retrieve master card, then apply hand/position renderer
I056	Endstufe	MC172	daiiin	1	daiiin	PRODUCTIVE_COMPOSITION	DA+IIN_PORT_GRADE	compose or retrieve master card, then apply hand/position renderer
I057	Endziel	MC101	ldalor	1	ldalor	PRODUCTIVE_COMPOSITION	LD_END+AL_TO	compose or retrieve master card, then apply hand/position renderer
I058	erste Portion	MC047	ykain	1	ykain	FRAME_PLUS_LOCAL_CORE	Y + K + AIN	compose or retrieve master card, then apply hand/position renderer
I059	fertig	MC019	oldy	1	oldy	FRAME_PLUS_LOCAL_CORE	OL_CONTINUE+DY_CLOSE	compose or retrieve master card, then apply hand/position renderer
I060	Folgeabsetzen; Schluss	MC149	solshedy	1	solshedy	PRODUCTIVE_COMPOSITION	OL_CONTINUE+SHED_SETTLE+CLOSE	compose or retrieve master card, then apply hand/position renderer
I061	Folgeansatz	MC013	otchor	2	otchor|qotchor	PRODUCTIVE_COMPOSITION	OT + OR	compose or retrieve master card, then apply hand/position renderer
I062	Folgeklarlauf	MC141	tshey	1	tshey	PRODUCTIVE_COMPOSITION	T_FRAME+SHEY_CLEAR_FLOW	compose or retrieve master card, then apply hand/position renderer
I063	Folgemaß	MC060	otaiin	2	otaiin|sotaiin	PRODUCTIVE_COMPOSITION	OT_FOLLOW+AIIN_MEASURE	compose or retrieve master card, then apply hand/position renderer
I064	Folgequelle	MC121	otar	1	otar	PRODUCTIVE_COMPOSITION	OT_NEXT+AR_FROM	compose or retrieve master card, then apply hand/position renderer
I065	Folgeteil	MC069	otytchol	1	otytchol	FRAME_PLUS_LOCAL_CORE	OT + YTY + OL	compose or retrieve master card, then apply hand/position renderer
I066	Folgetransfer; Schluss	MC057	otchedy	2	otchedy|qotchedy	PRODUCTIVE_COMPOSITION	OT_FOLLOW+CHED_TRANSFER+TERMINAL_CLOSE	compose or retrieve master card, then apply hand/position renderer
I067	Fortsetzung vorbereiten	MC112	octheol	1	octheol	PRODUCTIVE_COMPOSITION	CTH_READY+OL_CONTINUE	compose or retrieve master card, then apply hand/position renderer
I068	Frischwasser zugeben; Schluss	MC138	dshedy	1	dshedy	WHOLE_SIGN	DSHE_FRESH_WATER+DY_CLOSE	compose or retrieve master card, then apply hand/position renderer
I069	Gefäß für den Ansatz	MC027	oykchor	1	oykchor	FRAME_PLUS_LOCAL_CORE	OYK + OR	compose or retrieve master card, then apply hand/position renderer
I070	kalt stellen; Schluss	MC037	tchody	1	tchody	WHOLE_SIGN	TCHO + DY	compose or retrieve master card, then apply hand/position renderer
I071	Klarabzug	MC066	lcheey	1	lcheey	PRODUCTIVE_COMPOSITION	L_OUT+CHEEY_CLEAR_FLOW	compose or retrieve master card, then apply hand/position renderer
I072	Klarlauf	MC119	cheey	2	cheey|shey	WHOLE_SIGN	SHEY_CLEAR_LIQUID_WHOLE	compose or retrieve master card, then apply hand/position renderer
I073	kleiner Rest	MC108	etyd	1	etyd	WHOLE_SIGN	ETYD	compose or retrieve master card, then apply hand/position renderer
I074	Kochgut	MC098	tshol	1	tshol	WHOLE_SIGN	TSHOL	compose or retrieve master card, then apply hand/position renderer
I075	kurz absetzen; Schluss	MC128	cheedy	3	cheedy|shedy|tedy	PRODUCTIVE_COMPOSITION	SHED_SETTLE+GRADE_1+DY_CLOSE	compose or retrieve master card, then apply hand/position renderer
I076	kurz bearbeiten	MC052	qekey	1	qekey	WHOLE_SIGN	MEMORIZED_WHOLE_CARD	compose or retrieve master card, then apply hand/position renderer
I077	kurz einwirken; Schluss	MC083	qokedy	1	qokedy	PRODUCTIVE_COMPOSITION	OK_SET+GRADE_1+DY_CLOSE	compose or retrieve master card, then apply hand/position renderer
I078	kurz vorbereiten	MC073	qcthey	2	qcthey|shcthey	PRODUCTIVE_COMPOSITION	CTH_READY+GRADE_1+Y_CURRENT	compose or retrieve master card, then apply hand/position renderer
I079	kurz weiterbearbeiten	MC104	keol	1	keol	PRODUCTIVE_COMPOSITION	K + E + OL	compose or retrieve master card, then apply hand/position renderer
I080	kurz weiterführen	MC106	teol	1	teol	PRODUCTIVE_COMPOSITION	E_SHORT+OL_CONTINUE	compose or retrieve master card, then apply hand/position renderer
I081	kurz wärmen	MC147	cheky	1	cheky	PRODUCTIVE_COMPOSITION	CHK_WARM+GRADE_1+Y_CURRENT_ITEM	compose or retrieve master card, then apply hand/position renderer
I082	KURZ_SETZEN	MC007	okey	2	okey|qokey	FRAME_PLUS_LOCAL_CORE	OK_SET+GRADE_1+Y_CURRENT_ITEM	compose or retrieve master card, then apply hand/position renderer
I083	Kurzdurchgang	MC165	qockhey	1	qockhey	PRODUCTIVE_COMPOSITION	OK_SET+CKH_THROUGH+E_SHORT+Y_CURRENT	compose or retrieve master card, then apply hand/position renderer
I084	Kurze Zielpassage	MC058	sheckhal	1	sheckhal	PRODUCTIVE_COMPOSITION	CKH_THROUGH+E_SHORT+AL_TO	compose or retrieve master card, then apply hand/position renderer
I085	Kurzfolge; Schluss	MC135	otedy	1	otedy	PRODUCTIVE_COMPOSITION	OT_FOLLOW+GRADE_1+CLOSE	compose or retrieve master card, then apply hand/position renderer
I086	Kurzhalt	MC076	dsheol	1	dsheol	PRODUCTIVE_COMPOSITION	SH_REST+E_SHORT+OL_CONTINUE	compose or retrieve master card, then apply hand/position renderer
I087	Kurzhalt am Ziel	MC102	rsheal	1	rsheal	PRODUCTIVE_COMPOSITION	R_FRAME+SH_REST+E_SHORT+AL_TO	compose or retrieve master card, then apply hand/position renderer
I088	Kurzpassage	MC132	sheckhy	1	sheckhy	PRODUCTIVE_COMPOSITION	CKH_THROUGH+E_SHORT+Y_CURRENT	compose or retrieve master card, then apply hand/position renderer
I089	Kurzsammlung	MC050	solkey	1	solkey	PRODUCTIVE_COMPOSITION	SOLK_COLLECT+E_SHORT+Y_ITEM	compose or retrieve master card, then apply hand/position renderer
I090	Kurzsoll	MC018	qotedaiin	1	qotedaiin	PRODUCTIVE_COMPOSITION	OT_FOLLOW+E_SHORT+AIIN_MEASURE	compose or retrieve master card, then apply hand/position renderer
I091	Kurzteil	MC109	ytey	1	ytey	WHOLE_SIGN	MEMORIZED_WHOLE_CARD	compose or retrieve master card, then apply hand/position renderer
I092	Kurzvorbereitung	MC137	shecthy	1	shecthy	PRODUCTIVE_COMPOSITION	CTH_READY+E_SHORT+Y_CURRENT	compose or retrieve master card, then apply hand/position renderer
I093	LAENGER_SETZEN_ODER_HALTEN	MC002	okeey	2	okeey|qokeey	FRAME_PLUS_LOCAL_CORE	OK_SET+GRADE_2+Y_CURRENT_ITEM	compose or retrieve master card, then apply hand/position renderer
I094	Langabsetzen; Schluss	MC003	sheedy	1	sheedy	PRODUCTIVE_COMPOSITION	SHED_SETTLE+GRADE_2+DY_CLOSE	compose or retrieve master card, then apply hand/position renderer
I095	lange einwirken; Schluss	MC082	qokeedy	1	qokeedy	PRODUCTIVE_COMPOSITION	OK_SET+GRADE_2+DY_CLOSE	compose or retrieve master card, then apply hand/position renderer
I096	lange Folgestufe; Schluss	MC173	qoteedy	1	qoteedy	PRODUCTIVE_COMPOSITION	OT_FOLLOW+GRADE_2+CLOSE	compose or retrieve master card, then apply hand/position renderer
I097	lange sammeln; Schluss	MC045	olkeedy	2	olkeedy|solkeedy	PRODUCTIVE_COMPOSITION	SOLK_COLLECT+EE_LONG+TERMINAL	compose or retrieve master card, then apply hand/position renderer
I098	Langer Zieleinsatz	MC096	qokeedal	1	qokeedal	PRODUCTIVE_COMPOSITION	OK_SET+EE_HOLD+AL_TO	compose or retrieve master card, then apply hand/position renderer
I099	Langfolge	MC063	oteey	1	oteey	PRODUCTIVE_COMPOSITION	OT_FOLLOW+GRADE_2+Y_ITEM	compose or retrieve master card, then apply hand/position renderer
I100	Langfortsetzung	MC150	okeeol	1	okeeol	PRODUCTIVE_COMPOSITION	OK_SET+GRADE_2+OL_CONTINUE	compose or retrieve master card, then apply hand/position renderer
I101	Langhalt	MC095	sheey	1	sheey	PRODUCTIVE_COMPOSITION	SH_REST+EE_LONG+Y_CURRENT	compose or retrieve master card, then apply hand/position renderer
I102	Langsammlung	MC020	solkeey	1	solkeey	PRODUCTIVE_COMPOSITION	SOLK_COLLECT+EE_LONG+Y_ITEM	compose or retrieve master card, then apply hand/position renderer
I103	Langwärmen	MC166	chkeey	1	chkeey	PRODUCTIVE_COMPOSITION	CHK_WARM+GRADE_2+Y_CURRENT	compose or retrieve master card, then apply hand/position renderer
I104	Langwärmen; Schluss	MC110	chkeedy	1	chkeedy	PRODUCTIVE_COMPOSITION	CHK_WARM+GRADE_2+DY_CLOSE	compose or retrieve master card, then apply hand/position renderer
I105	Laufeinsatz	MC081	okair	1	okair	PRODUCTIVE_COMPOSITION	OK_SET+AIR_WATER	compose or retrieve master card, then apply hand/position renderer
I106	laufendes Medium zugießen	MC014	chair	1	chair	FRAME_PLUS_LOCAL_CORE	CH + AIR	compose or retrieve master card, then apply hand/position renderer
I107	Laufschluss	MC091	dairydy	1	dairydy	PRODUCTIVE_COMPOSITION	D_TERMINAL_FRAME+AIR_WATER+Y_ITEM+CLOSE_EXACT	compose or retrieve master card, then apply hand/position renderer
I108	länger bearbeiten	MC032	cheeky	1	cheeky	FRAME_PLUS_LOCAL_CORE	CHK_WARM+GRADE_2+Y_CURRENT_ITEM	compose or retrieve master card, then apply hand/position renderer
I109	nachseihen	MC156	cphy	1	cphy	WHOLE_SIGN	CPHY	compose or retrieve master card, then apply hand/position renderer
I110	Nachtransfer; Schluss	MC067	otchdy	1	otchdy	PRODUCTIVE_COMPOSITION	OT_FOLLOW+CHD_TRANSFER+TERMINAL_CLOSE	compose or retrieve master card, then apply hand/position renderer
I111	neuen Posten einsetzen; Schluss	MC088	qokchdy	1	qokchdy	PRODUCTIVE_COMPOSITION	Q_FRAME+OK_SET+CHD_NEW_ENTRY+CLOSE	compose or retrieve master card, then apply hand/position renderer
I112	Portion	MC105	chkain	2	chkain|kain	PRODUCTIVE_COMPOSITION	AIN_PORTION	compose or retrieve master card, then apply hand/position renderer
I113	Postentransfer	MC064	chedchy	1	chedchy	PRODUCTIVE_COMPOSITION	CHED_TRANSFER+CHY_ITEM	compose or retrieve master card, then apply hand/position renderer
I114	Quellabführung	MC011	lchedar	1	lchedar	PRODUCTIVE_COMPOSITION	L_OUT+CHED_TRANSFER+AR_FROM	compose or retrieve master card, then apply hand/position renderer
I115	Quellabzug	MC029	lar	1	lar	PRODUCTIVE_COMPOSITION	L_OUT+AR_FROM	compose or retrieve master card, then apply hand/position renderer
I116	Quellausguss	MC089	skar	1	skar	PRODUCTIVE_COMPOSITION	SK_POUR+AR_FROM	compose or retrieve master card, then apply hand/position renderer
I117	Quelleinsatz	MC044	qokar	1	qokar	PRODUCTIVE_COMPOSITION	OK_SET+AR_FROM	compose or retrieve master card, then apply hand/position renderer
I118	Quellposten	MC009	chary	1	chary	PRODUCTIVE_COMPOSITION	AR_FROM+Y_CURRENT	compose or retrieve master card, then apply hand/position renderer
I119	Quelltransfer	MC042	cheedar	1	cheedar	PRODUCTIVE_COMPOSITION	CHED_TRANSFER+AR_FROM	compose or retrieve master card, then apply hand/position renderer
I120	Sollabsetzung	MC144	chldaiin	1	chldaiin	PRODUCTIVE_COMPOSITION	CHLD_SETTLE+AIIN_MEASURE	compose or retrieve master card, then apply hand/position renderer
I121	Sollmaß	MC039	aiin	5	aiin|chaiin|daiin|saiin|taiin	FRAME_PLUS_LOCAL_CORE	AIIN_TARGET_MEASURE	compose or retrieve master card, then apply hand/position renderer
I122	Sollportion	MC170	ykaiin	1	ykaiin	FRAME_PLUS_LOCAL_CORE	Y + K + AIIN	compose or retrieve master card, then apply hand/position renderer
I123	Sollsammlung	MC036	solkaiin	1	solkaiin	PRODUCTIVE_COMPOSITION	SOLK_COLLECT+AIIN_MEASURE	compose or retrieve master card, then apply hand/position renderer
I124	Stängel	MC114	sh	1	sh	WHOLE_SIGN	SH	compose or retrieve master card, then apply hand/position renderer
I125	Sudansatz	MC049	schoal	1	schoal	WHOLE_SIGN	LEXICAL_BLOCKER_AR_OR_DECOCTION_BATCH	compose or retrieve master card, then apply hand/position renderer
I126	Teil	MC086	chety	2	chety|chty	FRAME_PLUS_LOCAL_CORE	CH_PARTITION+TY_PART	compose or retrieve master card, then apply hand/position renderer
I127	teilen	MC152	ches	1	ches	WHOLE_SIGN	MEMORIZED_WHOLE_CARD	compose or retrieve master card, then apply hand/position renderer
I128	Transfer; Schluss	MC139	dchdy	1	dchdy	PRODUCTIVE_COMPOSITION	D+CHD_TRANSFER+CLOSE	compose or retrieve master card, then apply hand/position renderer
I129	Trennabzug; Schluss	MC133	lcheckhedy	1	lcheckhedy	PRODUCTIVE_COMPOSITION	L_OUT+CKHE_STRAIN+TERMINAL	compose or retrieve master card, then apply hand/position renderer
I130	Verwahrort	MC160	talam	1	talam	WHOLE_SIGN	TALAM	compose or retrieve master card, then apply hand/position renderer
I131	Volleinsatz; Schluss	MC140	qokeeedy	1	qokeeedy	PRODUCTIVE_COMPOSITION	OK_SET+GRADE_3+DY_CLOSE	compose or retrieve master card, then apply hand/position renderer
I132	Vollteil	MC094	cheeety	1	cheeety	PRODUCTIVE_COMPOSITION	EEE_FULL+TY_PART	compose or retrieve master card, then apply hand/position renderer
I133	Vollwaschung; Schluss	MC084	rshedy	1	rshedy	WHOLE_SIGN	RSHE_WASH_WHOLE_CARD+DY_CLOSE	compose or retrieve master card, then apply hand/position renderer
I134	vom vorigen Arbeitsgang nehmen	MC142	dchol	2	dchol|schol	FRAME_PLUS_LOCAL_CORE	D + OL	compose or retrieve master card, then apply hand/position renderer
I135	Vorbereitungstransfer	MC043	shecthedchy	1	shecthedchy	PRODUCTIVE_COMPOSITION	CTH_READY+CHED_TRANSFER+Y_CURRENT	compose or retrieve master card, then apply hand/position renderer
I136	vorigen Posten überführen; Schluss	MC005	okchedy	2	okchedy|qokchedy	PRODUCTIVE_COMPOSITION	OK_SET+CHED_TRANSFER_PREVIOUS_ITEM+CLOSE	compose or retrieve master card, then apply hand/position renderer
I137	Waschgang	MC130	lsho	1	lsho	PRODUCTIVE_COMPOSITION	LSH_WASH	compose or retrieve master card, then apply hand/position renderer
I138	Waschgang; Schluss	MC038	lshedy	1	lshedy	PRODUCTIVE_COMPOSITION	LSH_WASH+DY_CLOSE	compose or retrieve master card, then apply hand/position renderer
I139	weiter	MC153	cheol	6	cheol|chol|ol|qol|sol|tol	FRAME_PLUS_LOCAL_CORE	OL_CONTINUE	compose or retrieve master card, then apply hand/position renderer
I140	weiter abziehen; Schluss	MC124	lkedy	1	lkedy	WHOLE_SIGN	LEXICAL_BLOCKER_AR_OL_CONTINUING_WITHDRAWAL+CLOSE	compose or retrieve master card, then apply hand/position renderer
I141	weiter bearbeiten	MC090	kchol	1	kchol	PRODUCTIVE_COMPOSITION	K + OL	compose or retrieve master card, then apply hand/position renderer
I142	Weiter einsetzen	MC024	qokol	1	qokol	PRODUCTIVE_COMPOSITION	OK_SET+OL_CONTINUE	compose or retrieve master card, then apply hand/position renderer
I143	Weiterabzug	MC092	lol	1	lol	PRODUCTIVE_COMPOSITION	L_OUT+OL_CONTINUE	compose or retrieve master card, then apply hand/position renderer
I144	weiterer Anteil	MC097	olkain	2	olkain|qolkain	PRODUCTIVE_COMPOSITION	OL_CONTINUE+AIN_PORTION	compose or retrieve master card, then apply hand/position renderer
I145	weiterführen; Schluss	MC028	olchedy	2	olchedy|qolchedy	PRODUCTIVE_COMPOSITION	OL_CONTINUE+CHED_TRANSFER+TERMINAL_CLOSE	compose or retrieve master card, then apply hand/position renderer
I146	Weiterlauf	MC116	schedair	1	schedair	PRODUCTIVE_COMPOSITION	SCHED_LEAD+AIR_WATER	compose or retrieve master card, then apply hand/position renderer
I147	Weiterposten	MC162	qolchey	1	qolchey	PRODUCTIVE_COMPOSITION	OL_CONTINUE+Y_CURRENT	compose or retrieve master card, then apply hand/position renderer
I148	Weiterweg	MC134	qolky	1	qolky	PRODUCTIVE_COMPOSITION	Q_FRAME+OL_CONTINUE+KY_PATH	compose or retrieve master card, then apply hand/position renderer
I149	Wurzel	MC071	dchey	1	dchey	WHOLE_SIGN	DCHEY	compose or retrieve master card, then apply hand/position renderer
I150	Zielabführung	MC051	lchedal	1	lchedal	PRODUCTIVE_COMPOSITION	L_OUT+CHED_TRANSFER+AL_TO	compose or retrieve master card, then apply hand/position renderer
I151	Zielbereitung	MC146	chealror	1	chealror	PRODUCTIVE_COMPOSITION	AL_TO+R_FRAME+OR_BATCH	compose or retrieve master card, then apply hand/position renderer
I152	Zieleinsatz	MC054	qokaly	1	qokaly	PRODUCTIVE_COMPOSITION	OK_SET+AL_TO+Y_ITEM	compose or retrieve master card, then apply hand/position renderer
I153	Zielmarke	MC056	ral	1	ral	PRODUCTIVE_COMPOSITION	R_FRAME+AL_TO	compose or retrieve master card, then apply hand/position renderer
I154	Zielpassage	MC022	chckhal	1	chckhal	PRODUCTIVE_COMPOSITION	CKH_THROUGH+AL_TO	compose or retrieve master card, then apply hand/position renderer
I155	Zielschluss	MC079	daldy	1	daldy	PRODUCTIVE_COMPOSITION	D_SIDE_FRAME+AL_TO+CLOSE_EXACT	compose or retrieve master card, then apply hand/position renderer
I156	Zieltransfer	MC001	chdal	1	chdal	PRODUCTIVE_COMPOSITION	CHD_TRANSFER+AL_TO	compose or retrieve master card, then apply hand/position renderer
I157	Zieltransfer; Schluss	MC031	dalchdy	1	dalchdy	PRODUCTIVE_COMPOSITION	D+AL_TO+CHD_TRANSFER+CLOSE	compose or retrieve master card, then apply hand/position renderer
I158	Zielzuführung	MC126	pchedal	1	pchedal	PRODUCTIVE_COMPOSITION	P_IN+CHED_TRANSFER+AL_TO	compose or retrieve master card, then apply hand/position renderer
I159	Zuführung; Schluss	MC070	pchedy	1	pchedy	PRODUCTIVE_COMPOSITION	P_IN+CHED_TRANSFER+TERMINAL	compose or retrieve master card, then apply hand/position renderer
I160	Zugabe am aktuellen Ziel	MC010	chodaly	1	chodaly	PRODUCTIVE_COMPOSITION	CHO + AL + Y	compose or retrieve master card, then apply hand/position renderer
I161	Zugabeansatz	MC125	chochor	1	chochor	PRODUCTIVE_COMPOSITION	CHO + OR	compose or retrieve master card, then apply hand/position renderer
I162	Zugabemaß	MC087	chodaiin	1	chodaiin	PRODUCTIVE_COMPOSITION	CHO + AIIN	compose or retrieve master card, then apply hand/position renderer
I163	Zugabeteil	MC062	shoyty	1	shoyty	FRAME_PLUS_LOCAL_CORE	SHO + YTY	compose or retrieve master card, then apply hand/position renderer
