world	frequency_degree_gain_bits	topology_only_gain_bits	full_incidence_gain_bits	max_three_gain_bits
119	-51211.025210858359	-36324.586161311418	-69344.195759846334	-36324.586161311418
120	-49550.383081223750	-33544.496871311887	-67784.156237722214	-33544.496871311887
121	-55778.442806872561	-38102.567582493713	-74686.023078272221	-38102.567582493713
122	-46369.275183491154	-32994.618874606917	-65997.992723426782	-32994.618874606917
123	-52287.684040047920	-38152.242919483651	-71863.000680695259	-38152.242919483651
124	-49659.109905126315	-32666.495743976939	-67619.496883173299	-32666.495743976939
125	-49452.687758847096	-35033.430277145875	-68305.274157795517	-35033.430277145875
126	-50482.516519243858	-35069.737875204497	-70712.740922068260	-35069.737875204497
127	-47627.088059408001	-34766.778764581599	-67034.678429641979	-34766.778764581599
128	-50120.162429026735	-33179.815548423583	-68563.607765074499	-33179.815548423583
129	-47502.066827693481	-33391.973170295423	-66760.798909188554	-33391.973170295423
130	-49641.068085166262	-33707.014526549792	-68887.494841035194	-33707.014526549792
131	-47751.570432785949	-32984.641199904268	-66390.455734849238	-32984.641199904268
132	-49032.524543347754	-34472.844531599287	-67349.047946153063	-34472.844531599287
133	-50137.219115520114	-34056.533075642685	-69103.742070736131	-34056.533075642685
134	-47468.853145238347	-33092.767108385859	-65724.850919133707	-33092.767108385859
135	-52193.989394178003	-35012.178513027968	-70507.305666558575	-35012.178513027968
136	-48486.568350743146	-33733.123254904145	-66753.347167734988	-33733.123254904145
137	-48172.652095869431	-35373.437345560131	-66549.145426969873	-35373.437345560131
138	-50206.811346913884	-34596.797466525299	-69183.564599014528	-34596.797466525299
139	-49648.913406406900	-32662.012996219284	-66225.319746948662	-32662.012996219284
140	-49605.472989120324	-32705.236252526283	-68885.232324835364	-32705.236252526283
141	-52411.869745645548	-37117.680097704368	-72221.074257402535	-37117.680097704368
142	-51239.807248730758	-35660.589236114531	-71637.519235693617	-35660.589236114531
143	-48225.798470588496	-34670.366043096474	-66553.127042968059	-34670.366043096474
144	-49634.306280269746	-33354.498174518361	-68619.256131019152	-33354.498174518361
145	-49475.681836258998	-35589.119525698370	-67109.390224210219	-35589.119525698370
146	-47559.711946558804	-36455.036309325100	-67251.095487954401	-36455.036309325100
147	-49195.741949469622	-33900.556600328040	-67449.334489569883	-33900.556600328040
148	-49776.283952768914	-34547.741975168276	-69058.012825596787	-34547.741975168276
149	-51202.439818502171	-36809.748244251517	-69979.675666056370	-36809.748244251517
150	-49186.483645352106	-35304.085010578710	-68278.744014881042	-35304.085010578710
151	-49698.911870148841	-35066.359280485711	-68836.714671996146	-35066.359280485711
152	-50135.497925473326	-36100.221277089877	-70613.110910129399	-36100.221277089877
153	-50135.783599613969	-34067.848824447465	-67901.107261488680	-34067.848824447465
154	-50268.601194669536	-33582.456597121767	-69122.526759413566	-33582.456597121767
155	-49921.082004330710	-32959.574439579112	-68812.786779742673	-32959.574439579112
156	-50155.557965499131	-34297.192930266021	-68578.944750402938	-34297.192930266021
157	-48494.806930102066	-34609.551694692913	-67018.090569186767	-34609.551694692913
158	-50729.024617696341	-33398.536358454483	-69398.845543141608	-33398.536358454483
159	-55655.990635800372	-37933.733952349539	-75236.791784330228	-37933.733952349539
160	-48791.531412980723	-35629.226970976619	-68940.443800252033	-35629.226970976619
161	-53004.493090453274	-35569.616355641185	-71174.133332214449	-35569.616355641185
162	-50513.225741801682	-33769.888686282669	-69715.842210221163	-33769.888686282669
163	-49382.419719988793	-35902.420852014489	-68731.212929401518	-35902.420852014489
164	-48947.183858524593	-32007.102680943724	-66784.699767541562	-32007.102680943724
165	-48020.175380211287	-31928.241042848327	-66496.801911172370	-31928.241042848327
166	-50359.079836394310	-34305.162923009571	-70540.970127889261	-34305.162923009571
167	-51021.881722242317	-33239.669718976242	-69833.862082328516	-33239.669718976242
168	-49186.182760287804	-34343.687768872966	-69107.217353187589	-34343.687768872966
169	-50377.035419968357	-33614.390716855902	-69067.102281569809	-33614.390716855902
170	-50669.262339664347	-34087.688446825596	-70225.350287737412	-34087.688446825596
171	-50879.489225608610	-35388.845163604783	-69821.626288639323	-35388.845163604783
172	-50667.049574812794	-34752.855501669714	-69812.644593863137	-34752.855501669714
173	-51421.919474416645	-32767.880848218472	-69923.856560980144	-32767.880848218472
174	-48486.744491094934	-32368.638922795610	-66558.212736579386	-32368.638922795610
175	-47547.113127084551	-33411.766872435357	-66951.448558648030	-33411.766872435357
176	-47929.347525759127	-34849.609260776582	-68881.512113380944	-34849.609260776582
177	-51629.176500134519	-35628.182919563922	-70010.909973231508	-35628.182919563922
178	-48943.791364438883	-34459.244941662670	-68409.445374753748	-34459.244941662670
179	-50802.093497990820	-32736.410393702208	-68970.188871033402	-32736.410393702208
180	-51524.092235745447	-35032.338104776369	-71047.514294367822	-35032.338104776369
181	-49331.529728921378	-35000.752638278580	-69579.840408987075	-35000.752638278580
182	-53163.917016006497	-35219.341532051389	-72496.845379098289	-35219.341532051389
183	-50617.766908108977	-35269.931103685150	-69930.344416120221	-35269.931103685150
184	-48891.157929328736	-34632.051568157534	-69251.925784878316	-34632.051568157534
185	-50858.946327649181	-36656.343792120831	-71028.243411788731	-36656.343792120831
186	-52880.038623578395	-34968.003466925278	-72576.763041495869	-34968.003466925278
187	-49640.746293589975	-34431.739528638776	-68965.528783148649	-34431.739528638776
188	-51298.127761003365	-35240.531613924286	-69782.627584640955	-35240.531613924286
189	-50180.465691963080	-32658.305378646986	-70479.405368686101	-32658.305378646986
190	-54605.850116591471	-36345.382425137112	-74114.965570466404	-36345.382425137112
191	-50085.991584710297	-35352.224339661589	-68697.404727853616	-35352.224339661589
192	-49006.620913565937	-35323.815279308954	-69252.075572626316	-35323.815279308954
193	-51376.383603721217	-35328.759984570206	-69884.453368974151	-35328.759984570206
194	-52147.271367150766	-34554.370919065426	-70192.744742897194	-34554.370919065426
195	-49889.764004238401	-36878.191867388676	-69626.806454794059	-36878.191867388676
196	-51503.422961151191	-34082.826026393232	-70851.069282964352	-34082.826026393232
197	-48697.800603664858	-34495.608517964363	-68049.892694381488	-34495.608517964363
198	-48471.015983463207	-35041.071306244718	-69058.593947832051	-35041.071306244718
199	-49784.258872113191	-32303.254745142334	-69960.968490770480	-32303.254745142334
200	-48969.061398614242	-32613.634466125121	-68139.481724648183	-32613.634466125121
201	-52075.603432535914	-35227.426922381797	-71749.567129543269	-35227.426922381797
202	-48530.281065876203	-31814.519821192687	-68043.269767057791	-31814.519821192687
203	-50966.422954777663	-35487.873876934384	-69367.134981205207	-35487.873876934384
204	-52927.181109492580	-34946.612930689451	-72648.377678418576	-34946.612930689451
205	-49951.002431062661	-35739.612648444141	-69776.339498814865	-35739.612648444141
206	-49728.962379550292	-33972.920476813691	-68301.632680387425	-33972.920476813691
207	-48527.419296832908	-34512.047108202401	-68266.439908518223	-34512.047108202401
208	-49414.257005542000	-33878.014254423055	-68911.775513895569	-33878.014254423055
209	-48790.396778029368	-35945.638138255126	-67295.758553720370	-35945.638138255126
210	-50095.325420188681	-32473.997038805821	-68838.934558497116	-32473.997038805821
211	-48491.913782352363	-32645.367526467853	-66847.377646872352	-32645.367526467853
212	-51809.285059163682	-33078.993715963479	-70734.389393946651	-33078.993715963479
213	-52284.432403125371	-37251.833314481206	-71625.388430372899	-37251.833314481206
214	-52885.974395430290	-36325.080122271509	-72449.811084992121	-36325.080122271509
215	-47567.801081394377	-33588.952511277377	-66279.929063198768	-33588.952511277377
216	-51449.436621646128	-34959.359116700674	-71142.557568141099	-34959.359116700674
217	-49708.458609811292	-34811.671546296879	-70276.206722084840	-34811.671546296879
218	-52700.765335837583	-34296.827244463697	-72166.173140847415	-34296.827244463697
219	-49308.537410289566	-32354.563705393743	-67250.523586449708	-32354.563705393743
220	-50527.153308118272	-35597.255638272742	-69355.735541777496	-35597.255638272742
221	-47736.304929778198	-33047.221546854395	-66521.964439364543	-33047.221546854395
222	-49794.336950320561	-34674.666426294178	-69409.782025894732	-34674.666426294178
223	-48336.314973193854	-31886.754803242162	-67473.979946223873	-31886.754803242162
224	-52112.856630950031	-35583.129815762833	-70640.413158923038	-35583.129815762833
225	-48059.053391315610	-34268.856627066663	-68309.039313122572	-34268.856627066663
226	-49118.345379701765	-34748.081451996135	-68610.803028527997	-34748.081451996135
227	-51960.127017818326	-34690.350460469184	-71536.452660868323	-34690.350460469184
228	-46996.156843870791	-33084.691327073029	-66216.147406980657	-33084.691327073029
229	-49643.333532630182	-32996.073082077208	-68550.823094639141	-32996.073082077208
230	-48529.133915401559	-36386.868597980618	-68277.599875028478	-36386.868597980618
231	-47563.576260444235	-31691.844836264969	-66157.957932345264	-31691.844836264969
232	-53252.472377514743	-35213.605113148318	-71057.102494150546	-35213.605113148318
233	-51584.637152011775	-34662.957746809152	-71201.370211942572	-34662.957746809152
234	-50324.020852598216	-33790.869341875121	-69805.727622841281	-33790.869341875121
235	-50419.332060071174	-34681.969188763884	-68296.195228699318	-34681.969188763884
236	-50285.565818378898	-34128.638949416796	-70357.527365231130	-34128.638949416796
237	-48101.681947174366	-35862.233719639225	-67942.989858446817	-35862.233719639225
238	-50360.338852279863	-34114.961660241432	-68560.506592736449	-34114.961660241432
239	-49468.179998067681	-32938.817935852203	-68850.595326412411	-32938.817935852203
240	-50034.293785949048	-33816.477766323333	-68443.646084031760	-33816.477766323333
241	-50693.001928559053	-34585.700039286341	-69110.751603046767	-34585.700039286341
242	-49736.541590087334	-36451.035528089749	-68855.881231964828	-36451.035528089749
243	-51176.006105835229	-33455.457459617530	-70657.998709753854	-33455.457459617530
244	-49160.964443035802	-34547.812401707226	-67554.430554859704	-34547.812401707226
245	-48622.726310853788	-34504.123047646273	-67627.212510722195	-34504.123047646273
246	-50572.928228750476	-33662.165774923124	-69371.179390093312	-33662.165774923124
247	-51473.556998939610	-33695.969242742663	-70563.270556516261	-33695.969242742663
248	-49106.718347343449	-34845.369586275956	-67795.254892419325	-34845.369586275956
249	-50281.724532023654	-35657.029265061909	-68535.874789839741	-35657.029265061909
250	-49502.918912000401	-31517.669920114571	-67418.589010771175	-31517.669920114571
251	-49158.140614935131	-34911.827200028558	-68497.069105676448	-34911.827200028558
252	-46139.914015720387	-32393.579353310728	-64258.315607753095	-32393.579353310728
253	-49690.451480747048	-34683.967359275004	-68536.257341053017	-34683.967359275004
254	-48379.288955240583	-37315.460297764279	-68714.646997754942	-37315.460297764279
255	-49475.989816091897	-35023.789238865691	-69222.508145579690	-35023.789238865691
256	-48474.268634966880	-34727.085414800531	-68180.020371428487	-34727.085414800531
257	-48796.602378585761	-34220.266044268115	-66773.684025774361	-34220.266044268115
258	-50977.251659984249	-35812.137303826727	-70474.845120056401	-35812.137303826727
259	-48391.674371649868	-35393.441190985795	-66148.744395625108	-35393.441190985795
260	-50174.265695058581	-35027.472761631143	-68625.104644891762	-35027.472761631143
261	-46983.364291265774	-33426.551954221119	-66565.288513693420	-33426.551954221119
262	-48983.903671137436	-32729.797211039859	-68545.169793869980	-32729.797211039859
263	-52278.937311356618	-35331.311211485990	-71345.006478978656	-35331.311211485990
264	-52314.466932138712	-33640.446584040648	-70409.730295833971	-33640.446584040648
265	-48377.548782104663	-30892.356944453339	-66095.679315647169	-30892.356944453339
266	-51955.573283188096	-36835.980191049770	-70473.473124722819	-36835.980191049770
267	-51042.428071406815	-34589.137304500699	-69990.546402780106	-34589.137304500699
268	-49656.325004628183	-32929.097819442890	-67882.463804713509	-32929.097819442890
269	-51978.428221494280	-34541.782631441172	-70004.580870776641	-34541.782631441172
270	-49782.191715776309	-34019.180514065301	-69691.958685792983	-34019.180514065301
271	-50568.416671094899	-34946.021129988767	-69738.978857989685	-34946.021129988767
272	-49671.827164828224	-34868.586125735848	-69264.866036440246	-34868.586125735848
273	-49572.217199369465	-33270.882686466983	-67413.137655797662	-33270.882686466983
274	-46907.506620265412	-34925.405732816689	-67000.938986771682	-34925.405732816689
275	-49566.656160840881	-34787.864289532685	-69160.224866820150	-34787.864289532685
276	-48409.909137918861	-33407.511114764333	-67601.190938231681	-33407.511114764333
277	-50925.469618036674	-37541.501550762187	-71331.249609192717	-37541.501550762187
278	-50349.519791874191	-37426.171765894527	-70884.198992264108	-37426.171765894527
279	-50480.333073821515	-34311.211803816215	-68097.397745026843	-34311.211803816215
280	-48201.161273017016	-33542.157117574454	-67463.393863831297	-33542.157117574454
281	-50792.076261504430	-33395.707309530349	-69511.805778257301	-33395.707309530349
282	-49978.765005923102	-34939.337647845881	-70856.190669097254	-34939.337647845881
283	-52728.791733402293	-35612.589524044444	-71306.525715855256	-35612.589524044444
284	-49255.244863990039	-34527.250049175396	-68632.826681696490	-34527.250049175396
285	-53443.794613998347	-37877.832370491320	-73754.462147128390	-37877.832370491320
286	-52686.604588743212	-35582.009385055178	-71332.010925851660	-35582.009385055178
287	-52044.218005660019	-35453.735116629730	-71294.238742472313	-35453.735116629730
288	-52927.223259413629	-36792.744780817084	-72712.288375030650	-36792.744780817084
289	-50608.703049172625	-33152.999352108505	-69659.807348023838	-33152.999352108505
290	-48506.013293112046	-34939.128763532615	-67596.202219481900	-34939.128763532615
291	-52208.079110680279	-34376.029825783618	-72553.806387828503	-34376.029825783618
292	-50429.317279991294	-35629.090674454790	-70246.374157254337	-35629.090674454790
293	-50574.421786530780	-32225.310374333760	-69417.391340164715	-32225.310374333760
294	-49983.874899692157	-34279.737359862724	-68290.031228157095	-34279.737359862724
295	-50193.138107597959	-33792.191692161556	-69128.510685912086	-33792.191692161556
296	-48394.425272896980	-32935.922585331711	-67230.778136281064	-32935.922585331711
297	-51139.797358304000	-34620.574900349005	-69934.827144408351	-34620.574900349005
298	-50053.543615256509	-34082.023702342100	-67894.309695636737	-34082.023702342100
299	-49166.720660908693	-34025.975543334847	-68766.878485138775	-34025.975543334847
300	-49202.256685780907	-35175.588933494160	-68372.840988397278	-35175.588933494160
301	-47785.748102698955	-34451.422772667494	-67574.058026883213	-34451.422772667494
302	-49140.037721904439	-35271.101734943950	-68710.738525346402	-35271.101734943950
303	-49604.394740073112	-36372.440370652643	-69762.068720363779	-36372.440370652643
304	-49656.114309881472	-36582.137597825531	-69253.471709137768	-36582.137597825531
305	-51800.057101811959	-34136.635512733781	-70078.536958619865	-34136.635512733781
306	-50502.123269452561	-34246.612770818305	-69790.503751553799	-34246.612770818305
307	-46456.422464075564	-32923.489969700327	-65415.191976962342	-32923.489969700327
308	-50070.496733235595	-32679.953818694812	-70010.409961973055	-32679.953818694812
309	-52440.834564113386	-35598.822159259827	-72071.025872407146	-35598.822159259827
310	-49058.111244387466	-33742.871425233592	-67371.594030463399	-33742.871425233592
311	-50353.027935686347	-34696.456615608025	-69387.311300680871	-34696.456615608025
312	-48746.073745470159	-33213.135518118463	-67322.181358349626	-33213.135518118463
313	-49566.569408421041	-34551.515257527339	-68912.110746890467	-34551.515257527339
314	-49721.656864977245	-34050.829350192114	-69029.825443857451	-34050.829350192114
315	-50175.147474316516	-34355.109539780606	-70598.774492697674	-34355.109539780606
316	-52819.408660075198	-35394.918016630487	-72455.487357705861	-35394.918016630487
317	-51198.956491711484	-33428.100595896460	-70058.611896200513	-33428.100595896460
318	-50256.862284468581	-34687.987471477238	-68663.222662575339	-34687.987471477238
319	-48381.383097978338	-33469.952562817409	-67146.508141187747	-33469.952562817409
320	-50694.285582718905	-33762.691497671774	-70551.575881284109	-33762.691497671774
321	-51031.366773646754	-35203.370089462027	-69659.630385794473	-35203.370089462027
322	-50115.772587950443	-34591.037247837310	-68853.730239437282	-34591.037247837310
323	-49419.966471775377	-33508.846760752996	-68633.947306629794	-33508.846760752996
324	-50682.382948226601	-34519.517886854861	-69612.257754334860	-34519.517886854861
325	-50240.911538273293	-35038.730819683413	-68557.445218016146	-35038.730819683413
326	-48873.490710391408	-33058.333295646313	-67673.742735820299	-33058.333295646313
327	-51035.358563559239	-33834.745855954345	-70116.312649850806	-33834.745855954345
328	-50078.925973815618	-33782.978437019337	-68562.557866214134	-33782.978437019337
329	-52143.515834295969	-36946.049026601519	-71061.279415295314	-36946.049026601519
330	-51836.394229607169	-36157.412576119088	-71191.544490338158	-36157.412576119088
331	-49024.904026226315	-36909.304369617632	-68934.009487351752	-36909.304369617632
332	-52998.975625904444	-34623.411271105382	-70287.977006915724	-34623.411271105382
333	-49674.268413716658	-33857.014057528264	-68495.823924277764	-33857.014057528264
334	-49716.271987062959	-31947.413879655305	-67546.313998791273	-31947.413879655305
335	-49944.021126969245	-33852.571308169594	-69600.416644748591	-33852.571308169594
336	-50461.888365050996	-33912.205017065287	-69884.587006345158	-33912.205017065287
337	-52263.528888352208	-34066.214306795082	-71531.836186355722	-34066.214306795082
338	-48058.542102671636	-34638.727498657579	-66933.810664574441	-34638.727498657579
339	-52087.167126175766	-36191.670180703790	-71326.771281813912	-36191.670180703790
340	-49348.318689348351	-34030.757930247128	-67664.470021594840	-34030.757930247128
341	-49239.470898103493	-33633.396791466046	-67738.145801927560	-33633.396791466046
342	-50334.498295028956	-34400.987958984158	-68225.568861798834	-34400.987958984158
343	-49933.919012530409	-32980.149380354334	-69007.741832499203	-32980.149380354334
344	-50666.620204559746	-34981.346801219326	-69824.576030406810	-34981.346801219326
345	-49693.903566426197	-33135.430070926916	-68435.180216785753	-33135.430070926916
346	-49208.401664327655	-32533.555789455408	-67779.230249940330	-32533.555789455408
347	-49676.517450190120	-34283.617357648465	-68562.078354743091	-34283.617357648465
348	-50408.593320517874	-35825.521815267079	-69839.605957258871	-35825.521815267079
349	-47658.680828599165	-32288.482065217904	-67064.359687122240	-32288.482065217904
350	-50074.674101886325	-34439.840268416345	-69491.623406821396	-34439.840268416345
351	-48643.574770134721	-32586.991344921647	-67044.551951191592	-32586.991344921647
352	-48837.515848029565	-31874.944112160247	-67766.184058606465	-31874.944112160247
353	-51514.863935596608	-34175.847430556365	-69491.228928293145	-34175.847430556365
354	-50456.838621021969	-35724.449804761913	-69408.392217017143	-35724.449804761913
355	-49666.949586191426	-34016.868435652141	-68718.216330048002	-34016.868435652141
356	-50575.052585521989	-33844.658941702226	-69844.515056077158	-33844.658941702226
357	-52691.572011435535	-33276.847210320178	-69954.367058864897	-33276.847210320178
358	-53484.702634417583	-33924.016255613649	-71757.261934852591	-33924.016255613649
359	-49970.043967002050	-33517.792479036441	-69692.142436761162	-33517.792479036441
360	-49835.324440787714	-34278.717113370949	-68321.813885918673	-34278.717113370949
361	-48287.810198810257	-33873.267513912630	-68433.768506384033	-33873.267513912630
362	-49411.684103253909	-32894.092507653077	-69391.570535027029	-32894.092507653077
363	-47257.347836684901	-34812.868611833386	-67450.528963617762	-34812.868611833386
364	-53375.050777329896	-32841.884042642436	-71473.434434277529	-32841.884042642436
