surface	candidate_rank	selected_primary	source_prior_order	role_id	historical_expression	working_candidate_de	placement_fit_score_0_100	placement_fit_basis	source_ids	historical_source_count	candidate_evidence	counterevidence	exact_whole_only	eva_spelling_used	component_export_credit	confirmed_lexeme
ychol	1	1	1	PROCESS_CONTINUATION	deinde	danach / als Nächstes	72.083333	interne, nicht überwiegend finale Zeile mit Vorgangs-/Qualitätskörper	HF006	1	8/8 initial uses are internal, 3/8 paragraph-final, and quality/content dominate the following body.	Only 2/8 bodies have a process axis and Item is nearly as plausible.	1	0	0	0
ychol	2	0	2	ITEM_CONTINUATION	Item	ferner	68.958333	interne Zeile + Rezeptkörper + hohe Anfangsreinheit	HF002|HF003	2	Internal line opening and 2/8 recipe triads fit another item.	Three paragraph-final lines suggest a later-stage or closing function.	1	0	0	0
ychol	3	0	3	CLOSURE_FORMULA	custodiatur / preservari	zum Schluss	63.958333	interne Zeile mit starkem Absatzendgewicht	HF007	1	Three of eight initial uses close their paragraph.	Five of eight continue beyond the line.	1	0	0	0
dcheol	1	1	1	PROCESS_CONTINUATION	deinde	danach / darauf	75.714286	interne, nicht überwiegend finale Zeile mit Vorgangs-/Qualitätskörper	HF006	1	5/5 initial uses are paragraph-internal, only one is final, and all five carry quality/state bodies.	Only one body has an independent process slot.	1	0	0	0
dcheol	2	0	2	ITEM_CONTINUATION	Item	ferner	65.714286	interne Zeile + Rezeptkörper + hohe Anfangsreinheit	HF002|HF003	2	Universal internal-line placement permits another listed item.	The form has only five initial observations and just one triad.	1	0	0	0
dcheol	3	0	3	CLOSURE_FORMULA	custodiatur / preservari	bewahre anschließend auf	54.714286	interne Zeile mit starkem Absatzendgewicht	HF007	1	One paragraph-final occurrence and quality-heavy bodies permit a keeping instruction.	Four of five lines are not paragraph-final; no close axis identifies preservation.	1	0	0	0
paiin	1	1	1	QUANTITY_HEADING	ii partes / drachma i	drei Teile / dritte Menge	48.500000	Mengen-/Gradkörper + lineares Kopfgewicht; Ganzwortlesung ohne aiin-Export	HF008	1	The exact whole is highly line-edge biased and its initial bodies are quality-heavy with a weak amount/triad trace.	Only 1/5 initial bodies has an independent amount axis; the value three is a replaceable whole-form guess.	1	0	0	0
paiin	2	0	2	ITEM_CONTINUATION	Item	ferner	47.500000	interne Zeile + Rezeptkörper + hohe Anfangsreinheit	HF002|HF003	2	Three of five initial uses are paragraph-internal and one has a full recipe triad.	Two occurrences open paragraphs and no unique continuation signature exists.	1	0	0	0
paiin	3	0	3	RECIPE_OPENING	Recipe / Accipe	nimm	35.333333	Absatzanfang + vollständiger Inhalts/Mengen/Vorgangs-Körper	HF001|HF002	2	Two paragraph openings and one recipe triad permit a compact command.	The majority of initial uses are internal and process evidence is sparse.	1	0	0	0
qokchor	1	1	1	ADDITION_COMMAND	misce	mische hinein	84.714286	interne Zeile, danach besonders oft Inhalt und Qualität	HF008	1	5/5 initial uses are internal Herbal lines and all five bodies contain content while four contain quality.	Only one body has an independent process axis; Item or take remains possible.	1	0	0	0
qokchor	2	0	2	ITEM_CONTINUATION	Item	ferner	66.714286	interne Zeile + Rezeptkörper + hohe Anfangsreinheit	HF002|HF003	2	Internal left edge plus ingredient-like bodies fit an additional item.	Initial purity is only 5/7 and the all-Herbal concentration may mark content rather than formula.	1	0	0	0
qokchor	3	0	3	RECIPE_OPENING	Recipe / Accipe	nimm	27.142857	Absatzanfang + vollständiger Inhalts/Mengen/Vorgangs-Körper	HF001|HF002	2	Content follows every initial occurrence and one full recipe triad is present.	Zero of five initial uses opens a paragraph.	1	0	0	0
tshol	1	1	1	INDICATION_OPENING	For / Ad / Contra	für / gegen	78.333333	Absatzanfang, herbaler Schwerpunkt und kein Zwang zu vollständigem Rezeptkörper	HF004	1	4/5 initial uses open paragraphs and all five are Herbal, the clearest purpose-heading ecology in the target set.	No independent disease or patient field proves an indication rather than a plant headword.	1	0	0	0
tshol	2	0	2	ENTRY_HEADING	Preparatio / entry	Heilmittel / Eintrag	75.500000	Absatzanfang + sektional konzentrierter Inhalts/Qualitäts-Körper	HF005	1	Paragraph opening and Herbal confinement fit a learned headword or remedy entry.	The exact noun remains unknown and one use is internal.	1	0	0	0
tshol	3	0	3	RECIPE_OPENING	Recipe / Accipe	nimm	54.333333	Absatzanfang + vollständiger Inhalts/Mengen/Vorgangs-Körper	HF001|HF002	2	Two process bodies and one recipe triad retain a take-command rival.	Only two content bodies and the strong Herbal confinement are not a universal recipe-command profile.	1	0	0	0
ycheor	1	1	1	CLOSURE_FORMULA	custodiatur / preservari	zum Schluss	66.500000	interne Zeile mit starkem Absatzendgewicht	HF007	1	3/5 initial uses end their paragraph, the strongest final rate among the eleven targets; only one opens a paragraph.	Two lines continue, and preservation itself is not independently selected.	1	0	0	0
ycheor	2	0	2	ITEM_CONTINUATION	Item	ferner	61.500000	interne Zeile + Rezeptkörper + hohe Anfangsreinheit	HF002|HF003	2	Four of five initial uses are paragraph-internal and bodies often contain content.	The 3/5 paragraph-final rate is unusually high for a neutral continuation.	1	0	0	0
ycheor	3	0	3	PROCESS_CONTINUATION	deinde	danach	60.500000	interne, nicht überwiegend finale Zeile mit Vorgangs-/Qualitätskörper	HF006	1	Internal position and one process-bearing body permit a sequence marker.	Most lines are final and only one body has a process axis.	1	0	0	0
