occurrence_id	surface	page	locus	section	language	hand	paragraph_line_index	paragraph_start	paragraph_end	line_token_count	written_line_eva	written_body_eva	independent_body_axes	content_present	amount_or_level_present	process_present	quality_or_stage_present	recipe_content_amount_process_triad	reader_exact_body_tokens	independent_axis_body_tokens	suspect_axis_tokens_excluded	primary_role_id	working_candidate_de	alternate_1_de	alternate_2_de	formula_only_render_de	exact_whole_only	body_translation_claimed	confirmed_lexeme
G757-O041	ycheol	f80v	f80v.12	B	B	2	6	0	0	9	ycheol kain shey qokain chedy qokol olkain shy l	kain shey qokain chedy qokol olkain shy l	HOT|MATERIAL|PROCESS|LEVEL_II	1	1	1	1	1	4	2	0	PROCESS_CONTINUATION	danach	ferner	zum Schluss	danach: [kain shey qokain chedy qokol olkain shy l]	1	0	0
G757-O042	ycheol	f102r1	f102r1.10	P	A	1	3	0	0	9	ycheol sholdy chol chol ykeeol dol doleodaiin dal cthedy	sholdy chol chol ykeeol dol doleodaiin dal cthedy	NONE	0	0	0	0	0	5	0	0	PROCESS_CONTINUATION	danach	ferner	zum Schluss	danach: [sholdy chol chol ykeeol dol doleodaiin dal cthedy]	1	0	0
G757-O043	ycheol	f104v	f104v.13	S	B	3	2	0	0	11	ycheol cheody qoeechdy qokeol qotaiin chedar cheo lkaiin cheetar aiin cheitaiin	cheody qoeechdy qokeol qotaiin chedar cheo lkaiin cheetar aiin cheitaiin	DRY|PREPARATION	1	0	0	1	0	8	1	1	PROCESS_CONTINUATION	danach	ferner	zum Schluss	danach: [cheody qoeechdy qokeol qotaiin chedar cheo lkaiin cheetar aiin cheitaiin]	1	0	0
G757-O044	ycheol	f104v	f104v.30	S	B	3	2	0	0	13	ycheol kaiin cheody shaiin qoeeol otair or cheeody okcheey lkair ar ar adam	kaiin cheody shaiin qoeeol otair or cheeody okcheey lkair ar ar adam	HOT|DRY|PREPARATION|END_STAGE|LEVEL_III	1	1	0	1	0	9	2	0	PROCESS_CONTINUATION	danach	ferner	zum Schluss	danach: [kaiin cheody shaiin qoeeol otair or cheeody okcheey lkair ar ar adam]	1	0	0
G757-O045	ycheol	f106r	f106r.33	S	B	3	2	0	1	9	ycheol chokaiin sheody chody qokaiin ar akair aiir okaly	chokaiin sheody chody qokaiin ar akair aiir okaly	HOT|DRY|MATERIAL|PREPARATION|PROCESS|LEVEL_III	1	1	1	1	1	8	2	0	PROCESS_CONTINUATION	danach	ferner	zum Schluss	danach: [chokaiin sheody chody qokaiin ar akair aiir okaly]	1	0	0
G757-O046	ycheol	f108r	f108r.34	S	B	3	4	0	1	4	ycheol chckhy qokedy okain	chckhy qokedy okain	NONE	0	0	0	0	0	3	0	0	PROCESS_CONTINUATION	danach	ferner	zum Schluss	danach: [chckhy qokedy okain]	1	0	0
G757-O047	ychol	f6r	f6r.8	H	A	1	8	0	0	5	ychol ckhor pchar sheo ckhaiin	ckhor pchar sheo ckhaiin	MOIST|AMOUNT|PREPARATION	1	1	0	1	0	4	2	0	PROCESS_CONTINUATION	danach / als Nächstes	ferner	zum Schluss	danach / als Nächstes: [ckhor pchar sheo ckhaiin]	1	0	0
G757-O048	ychol	f14r	f14r.6	H	A	1	6	0	0	5	ychol oir okor choor ockhy	oir okor choor ockhy	HOT|AMOUNT|MATERIAL|PREPARATION|BEGIN_STAGE	1	1	0	1	0	4	2	0	PROCESS_CONTINUATION	danach / als Nächstes	ferner	zum Schluss	danach / als Nächstes: [oir okor choor ockhy]	1	0	0
G757-O049	ychol	f17v	f17v.5	H	A	1	5	0	0	6	ychol chol dolcheey tchol dar ckhy	chol dolcheey tchol dar ckhy	COLD|DRY|MATERIAL	1	0	0	1	0	5	1	0	PROCESS_CONTINUATION	danach / als Nächstes	ferner	zum Schluss	danach / als Nächstes: [chol dolcheey tchol dar ckhy]	1	0	0
G757-O050	ychol	f18v	f18v.7	H	A	1	7	0	0	8	ychol dor chod qokol daiin qokol dar dy	dor chod qokol daiin qokol dar dy	HOT|DRY|AMOUNT|MATERIAL|PREPARATION|PROCESS	1	1	1	1	1	7	4	0	PROCESS_CONTINUATION	danach / als Nächstes	ferner	zum Schluss	danach / als Nächstes: [dor chod qokol daiin qokol dar dy]	1	0	0
G757-O051	ychol	f24v	f24v.9	H	A	1	4	0	0	5	ychol chol or chor om	chol or chor om	NONE	0	0	0	0	0	2	0	0	PROCESS_CONTINUATION	danach / als Nächstes	ferner	zum Schluss	danach / als Nächstes: [chol or chor om]	1	0	0
G757-O052	ychol	f93v	f93v.10	H	A	1	10	0	1	5	ychol chs ckhy s cheeol	chs ckhy s cheeol	NONE	0	0	0	0	0	2	0	0	PROCESS_CONTINUATION	danach / als Nächstes	ferner	zum Schluss	danach / als Nächstes: [chs ckhy s cheeol]	1	0	0
G757-O053	ychol	f99v	f99v.43	P	A	1	7	0	1	2	ychol olkeeoldy	olkeeoldy	NONE	0	0	0	0	0	1	0	0	PROCESS_CONTINUATION	danach / als Nächstes	ferner	zum Schluss	danach / als Nächstes: [olkeeoldy]	1	0	0
G757-O054	ychol	f106r	f106r.14	S	B	3	2	0	1	8	ychol okaiin olcheey dolchedy otair otal chedy okeor	okaiin olcheey dolchedy otair otal chedy okeor	HOT|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE	1	1	1	1	1	5	1	0	PROCESS_CONTINUATION	danach / als Nächstes	ferner	zum Schluss	danach / als Nächstes: [okaiin olcheey dolchedy otair otal chedy okeor]	1	0	0
G757-O055	dcheol	f77v	f77v.39	B	B	2	11	0	0	9	dcheol kchedy soey qokal qokal shedy sholdy qotal dar	kchedy soey qokal qokal shedy sholdy qotal dar	MATERIAL|END_STAGE	1	0	0	1	0	5	1	0	PROCESS_CONTINUATION	danach / darauf	ferner	bewahre anschließend auf	danach / darauf: [kchedy soey qokal qokal shedy sholdy qotal dar]	1	0	0
G757-O056	dcheol	f80r	f80r.19	B	B	2	9	0	0	11	dcheol shedy qokeel qotaiin chtal schcthy qokal chcthy qokain okain oloky	shedy qokeel qotaiin chtal schcthy qokal chcthy qokain okain oloky	COLD|DRY|MATERIAL|BEGIN_STAGE	1	0	0	1	0	8	1	0	PROCESS_CONTINUATION	danach / darauf	ferner	bewahre anschließend auf	danach / darauf: [shedy qokeel qotaiin chtal schcthy qokal chcthy qokain okain oloky]	1	0	0
G757-O057	dcheol	f104v	f104v.5	S	B	3	5	0	1	6	dcheol chdeey oeeodain s airol chedal	chdeey oeeodain s airol chedal	DRY|AMOUNT|MATERIAL|MIDDLE_STAGE	1	1	0	1	0	2	1	0	PROCESS_CONTINUATION	danach / darauf	ferner	bewahre anschließend auf	danach / darauf: [chdeey oeeodain s airol chedal]	1	0	0
G757-O058	dcheol	f108r	f108r.22	S	B	3	2	0	0	12	dcheol shol dal qokaiin otal ol shedy qokey chey lor aiin okeeam	shol dal qokaiin otal ol shedy qokey chey lor aiin okeeam	HOT|MIDDLE_STAGE	0	0	0	1	0	11	1	0	PROCESS_CONTINUATION	danach / darauf	ferner	bewahre anschließend auf	danach / darauf: [shol dal qokaiin otal ol shedy qokey chey lor aiin okeeam]	1	0	0
G757-O059	dcheol	f115r	f115r.24	S	B	@	3	0	0	14	dcheol qokeol or ar aiin cheey okeeeo or chl lor ol otlaiin cheeor ary	qokeol or ar aiin cheey okeeeo or chl lor ol otlaiin cheeor ary	DRY|AMOUNT|PART|MATERIAL|PROCESS|CLOSE|END_STAGE	1	1	1	1	1	12	3	1	PROCESS_CONTINUATION	danach / darauf	ferner	bewahre anschließend auf	danach / darauf: [qokeol or ar aiin cheey okeeeo or chl lor ol otlaiin cheeor ary]	1	0	0
G757-O060	paiin	f10v	f10v.1	H	A	1	1	1	0	9	paiin daiin sheo pcheey qoty daiin cthor otydy sain	daiin sheo pcheey qoty daiin cthor otydy sain	COLD|MOIST|AMOUNT|MATERIAL|PREPARATION|CLOSE|BEGIN_STAGE|END_STAGE	1	1	1	1	1	8	3	0	QUANTITY_HEADING	drei Teile / dritte Menge	ferner	nimm	drei Teile / dritte Menge: [daiin sheo pcheey qoty daiin cthor otydy sain]	1	0	0
G757-O061	paiin	f35r	f35r.9	H	A	1	1	1	0	5	paiin chear aiin chear shorchaiin	chear aiin chear shorchaiin	NONE	0	0	0	0	0	3	0	0	QUANTITY_HEADING	drei Teile / dritte Menge	ferner	nimm	drei Teile / dritte Menge: [chear aiin chear shorchaiin]	1	0	0
G757-O062	paiin	f39v	f39v.12	H	B	2	6	0	0	9	paiin alaiin otal chd okar am okar cheodal ockhy	alaiin otal chd okar am okar cheodal ockhy	PREPARATION|BEGIN_STAGE	1	0	0	1	0	6	1	0	QUANTITY_HEADING	drei Teile / dritte Menge	ferner	nimm	drei Teile / dritte Menge: [alaiin otal chd okar am okar cheodal ockhy]	1	0	0
G757-O063	paiin	f86v6	f86v6.45	T	B	2	16	0	1	8	paiin otar otolkshy qokshey ar otalky chear aiodam	otar otolkshy qokshey ar otalky chear aiodam	HOT|MOIST|MIDDLE_STAGE	0	0	0	1	0	6	1	0	QUANTITY_HEADING	drei Teile / dritte Menge	ferner	nimm	drei Teile / dritte Menge: [otar otolkshy qokshey ar otalky chear aiodam]	1	0	0
G757-O064	paiin	f107v	f107v.6	S	B	3	2	0	0	11	paiin okaiin qokaiy olkeedy qokeey qotaiin oky lkal otaiin aiin qokaldy	okaiin qokaiy olkeedy qokeey qotaiin oky lkal otaiin aiin qokaldy	HOT|END_STAGE	0	0	0	1	0	8	1	0	QUANTITY_HEADING	drei Teile / dritte Menge	ferner	nimm	drei Teile / dritte Menge: [okaiin qokaiy olkeedy qokeey qotaiin oky lkal otaiin aiin qokaldy]	1	0	0
G757-O065	qokchor	f11v	f11v.4	H	A	1	4	0	0	8	qokchor cholol chyky dchy qoky ctho tchey tu	cholol chyky dchy qoky ctho tchey tu	HOT|COLD|DRY|AMOUNT|MATERIAL|PREPARATION|BEGIN_STAGE|MIDDLE_STAGE	1	1	0	1	0	5	5	0	ADDITION_COMMAND	mische hinein	ferner	nimm	mische hinein: [cholol chyky dchy qoky ctho tchey tu]	1	0	0
G757-O066	qokchor	f18r	f18r.3	H	A	1	3	0	0	8	qokchor chor ey or chey qokchol dy ytcharg	chor ey or chey qokchol dy ytcharg	HOT|DRY|MATERIAL	1	0	0	1	0	3	1	0	ADDITION_COMMAND	mische hinein	ferner	nimm	mische hinein: [chor ey or chey qokchol dy ytcharg]	1	0	0
G757-O067	qokchor	f18r	f18r.8	H	A	1	4	0	0	6	qokchor ckhol olody okal dy dary	ckhol olody okal dy dary	PART|PREPARATION|CLOSE|END_STAGE	1	1	1	1	1	2	2	0	ADDITION_COMMAND	mische hinein	ferner	nimm	mische hinein: [ckhol olody okal dy dary]	1	0	0
G757-O068	qokchor	f32r	f32r.3	H	A	1	3	0	0	7	qokchor chor cthol chol dol dcheodain daiin	chor cthol chol dol dcheodain daiin	MATERIAL	1	0	0	0	0	6	1	0	ADDITION_COMMAND	mische hinein	ferner	nimm	mische hinein: [chor cthol chol dol dcheodain daiin]	1	0	0
G757-O069	qokchor	f44r	f44r.10	H	A	1	3	0	0	8	qokchor okchy qoto ykol choky choky chol dam	okchy qoto ykol choky choky chol dam	HOT|DRY|PREPARATION|BEGIN_STAGE	1	0	0	1	0	5	3	1	ADDITION_COMMAND	mische hinein	ferner	nimm	mische hinein: [okchy qoto ykol choky choky chol dam]	1	0	0
