group_serial	page	locus	visible_owner	namespace_id	visible_surface	prefix_surface	address_suffix	address_contribution_de	component_parse	composed_short_value_de	prefix_status	existing_diagram_reading_de
83	f67r2	f67r2.33	A1_LEFT_LOCAL_FIELD_33	F67_LEFT_WHEEL_NS	odal	od	AL	ZU_ZIEL	OD_PREFIX+AL	Zieladresse des OD-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Sternplatz A1_LEFT_LOCAL_FIELD_33: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.
84	f67r2	f67r2.34	A1_LEFT_LOCAL_FIELD_34	F67_LEFT_WHEEL_NS	ofar	of	AR	VON_QUELLE	OF_PREFIX+AR	Quelladresse des OF-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Sternplatz A1_LEFT_LOCAL_FIELD_34: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest of.
128	f67r2	f67r2.52	A1_LEFT_OUTER_STAR_STATION_01	F67_LEFT_WHEEL_NS	qotoear	qotoe	AR	VON_QUELLE	QOTOE_PREFIX+AR	Quelladresse des QOTOE-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Sternplatz A1_LEFT_OUTER_STAR_STATION_01: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest q/oe.
129	f67r2	f67r2.53	A1_LEFT_OUTER_STAR_STATION_02	F67_LEFT_WHEEL_NS	dchdar	dchd	AR	VON_QUELLE	DCHD_PREFIX+AR	Quelladresse des DCHD-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Sternplatz A1_LEFT_OUTER_STAR_STATION_02: Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d.
131	f67r2	f67r2.54	A1_LEFT_OUTER_STAR_STATION_03	F67_LEFT_WHEEL_NS	saldal	sald	AL	ZU_ZIEL	SALD_PREFIX+AL	Zieladresse des SALD-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Sternplatz A1_LEFT_OUTER_STAR_STATION_03: Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s/d.
132	f67r2	f67r2.55	A1_LEFT_OUTER_STAR_STATION_04	F67_LEFT_WHEEL_NS	ytodal	ytod	AL	ZU_ZIEL	YTOD_PREFIX+AL	Zieladresse des YTOD-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Sternplatz A1_LEFT_OUTER_STAR_STATION_04: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ytod.
142	f67r2	f67r2.61	A1_LEFT_OUTER_STAR_STATION_10	F67_LEFT_WHEEL_NS	ytokar	ytok	AR	VON_QUELLE	YTOK_PREFIX+AR	Quelladresse des YTOK-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Sternplatz A1_LEFT_OUTER_STAR_STATION_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yt.
144	f67r2	f67r2.63	A1_LEFT_OUTER_STAR_STATION_12	F67_LEFT_WHEEL_NS	okodar	okod	AR	VON_QUELLE	OKOD_PREFIX+AR	Quelladresse des OKOD-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Sternplatz A1_LEFT_OUTER_STAR_STATION_12: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.
147	f67r2	f67r2.65	A1_RIGHT_PHASE_STATION_02	F67_RIGHT_WHEEL_NS	soear	soe	AR	VON_QUELLE	SOE_PREFIX+AR	Quelladresse des SOE-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Radstelle A1_RIGHT_PHASE_STATION_02: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest soe.
149	f67r2	f67r2.67	A1_RIGHT_PHASE_STATION_04	F67_RIGHT_WHEEL_NS	okodar	okod	AR	VON_QUELLE	OKOD_PREFIX+AR	Quelladresse des OKOD-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Radstelle A1_RIGHT_PHASE_STATION_04: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.
153	f67r2	f67r2.70	A1_RIGHT_PHASE_STATION_07	F67_RIGHT_WHEEL_NS	osar	os	AR	VON_QUELLE	OS_PREFIX+AR	Quelladresse des OS-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Radstelle A1_RIGHT_PHASE_STATION_07: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest os.
176	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	ar	ROOT	AR	VON_QUELLE	ROOT_PREFIX+AR	Quelladresse des ROOT-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.
177	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	olar	ol	AR	VON_QUELLE	OL+AR	von der Quelladresse im selben Lauf weiter	FULL_RELATION_COMPOSITION	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert.
188	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	ar	ROOT	AR	VON_QUELLE	ROOT_PREFIX+AR	Quelladresse des ROOT-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Ausgangssektor, Ursprung oder Bezugswert.
199	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	okchoal	okcho	AL	ZU_ZIEL	OKCHO_PREFIX+AL	Zieladresse des OKCHO-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Sternplatz A2_LEFT_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Himmelsobjekt oder Eingangsbedingung + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest c.
212	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	chokal	chok	AL	ZU_ZIEL	CHOK_PREFIX+AL	Zieladresse des CHOK-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Sektorplatz A2_RIGHT_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ch.
215	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	eckhear	eckhe	AR	VON_QUELLE	ECKHE_PREFIX+AR	Quelladresse des ECKHE-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Sektorplatz A2_RIGHT_PANEL_HEADER: durch Sektor, Ring oder Pruefweg fuehren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest e.
230	f68r1	f68r1.16	A2_STAR_STATION_08	F68_LOCAL_STAR_SLOT_NS	okear	oke	AR	VON_QUELLE	OKE_PREFIX+AR	Quelladresse des OKE-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Sternplatz A2_STAR_STATION_08: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest e.
241	f68r1	f68r1.27	A2_STAR_STATION_19	F68_LOCAL_STAR_SLOT_NS	oiinar	oiin	AR	VON_QUELLE	OIIN_PREFIX+AR	Quelladresse des OIIN-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Sternplatz A2_STAR_STATION_19: Grad- oder Bedingungsstufe + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.
246	f68r1	f68r1.32	A2_STAR_STATION_24	F68_LOCAL_STAR_SLOT_NS	okeeodal	okeeod	AL	ZU_ZIEL	OKEEOD_PREFIX+AL	Zieladresse des OKEEOD-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Sternplatz A2_STAR_STATION_24: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.
254	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	qear	qe	AR	VON_QUELLE	QE_PREFIX+AR	Quelladresse des QE-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest qe.
260	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	ar	ROOT	AR	VON_QUELLE	ROOT_PREFIX+AR	Quelladresse des ROOT-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.
261	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	chykar	chyk	AR	VON_QUELLE	CHYK_PREFIX+AR	Quelladresse des CHYK-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest chyk.
263	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	ar	ROOT	AR	VON_QUELLE	ROOT_PREFIX+AR	Quelladresse des ROOT-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.
283	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okar	ok	AR	VON_QUELLE	OK_PREFIX+AR	Quelladresse des OK-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.
284	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okar	ok	AR	VON_QUELLE	OK_PREFIX+AR	Quelladresse des OK-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.
298	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ykar	yk	AR	VON_QUELLE	YK_PREFIX+AR	Quelladresse des YK-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yk.
304	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ykeeal	ykee	AL	ZU_ZIEL	YKEE_PREFIX+AL	Zieladresse des YKEE-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest yk.
311	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	daiial	daii	AL	ZU_ZIEL	DAII_PREFIX+AL	Zieladresse des DAII-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest daii.
315	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	chear	che	AR	VON_QUELLE	CHE_PREFIX+AR	Quelladresse des CHE-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest che.
323	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ykar	yk	AR	VON_QUELLE	YK_PREFIX+AR	Quelladresse des YK-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yk.
335	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	otaldal	otald	AL	ZU_ZIEL	OTALD_PREFIX+AL	Zieladresse des OTALD-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest d.
338	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	otoar	oto	AR	VON_QUELLE	OTO_PREFIX+AR	Quelladresse des OTO-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.
339	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	ar	ROOT	AR	VON_QUELLE	ROOT_PREFIX+AR	Quelladresse des ROOT-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.
345	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	oteeal	otee	AL	ZU_ZIEL	OTEE_PREFIX+AL	Zieladresse des OTEE-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld.
347	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	ar	ROOT	AR	VON_QUELLE	ROOT_PREFIX+AR	Quelladresse des ROOT-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.
354	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	okeodal	okeod	AL	ZU_ZIEL	OKEOD_PREFIX+AL	Zieladresse des OKEOD-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest eod.
355	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	oteoarar	oteoar	AR	VON_QUELLE	OTEOAR_PREFIX+AR	Quelladresse des OTEOAR-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest eo.
374	f69v	f69v.13	A3_LEFT_RADIAL_SLOT_10	F69_LEFT_WHEEL_NS	okeal	oke	AL	ZU_ZIEL	OKE_PREFIX+AL	Zieladresse des OKE-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Radstelle A3_LEFT_RADIAL_SLOT_10: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest e.
380	f69v	f69v.19	A3_LEFT_RADIAL_SLOT_16	F69_LEFT_WHEEL_NS	saral	sar	AL	ZU_ZIEL	S_FRAME+AR+AL	von der Quelladresse zur Zieladresse	FULL_RELATION_COMPOSITION	Radstelle A3_LEFT_RADIAL_SLOT_16: Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s.
382	f69v	f69v.21	A3_LEFT_RADIAL_SLOT_18	F69_LEFT_WHEEL_NS	okolar	okol	AR	VON_QUELLE	OK+OL+AR	den Lauf von der Quelladresse aktivieren	FULL_RELATION_COMPOSITION	Radstelle A3_LEFT_RADIAL_SLOT_18: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert.
394	f69v	f69v.31	A3_LEFT_RADIAL_SLOT_28	F69_LEFT_WHEEL_NS	oar	o	AR	VON_QUELLE	O_PREFIX+AR	Quelladresse des O-Postens	PREFIX_PLUS_ADDRESS_SUFFIX	Radstelle A3_LEFT_RADIAL_SLOT_28: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.
