case	step	position_a	position_b	locus_a	locus_b	raw_a	raw_b	required	before	after
ZL3b_TOP_DOWN	21	8	9	f66r.8	f66r.9	fary	qotesy	DIFFERENT	14633	13168
ZL3b_TOP_DOWN	22	1	10	f66r.1	f66r.10	rary	ykaly	DIFFERENT	13168	12564
ZL3b_TOP_DOWN	23	4	10	f66r.4	f66r.10	dary	ykaly	DIFFERENT	12564	11997
ZL3b_TOP_DOWN	24	5	10	f66r.5	f66r.10	ykeol	ykaly	DIFFERENT	11997	10990
ZL3b_TOP_DOWN	25	6	10	f66r.6	f66r.10	saly	ykaly	DIFFERENT	10990	9996
ZL3b_TOP_DOWN	26	7	10	f66r.7	f66r.10	salf	ykaly	DIFFERENT	9996	8998
ZL3b_TOP_DOWN	27	8	10	f66r.8	f66r.10	fary	ykaly	DIFFERENT	8998	8108
ZL3b_TOP_DOWN	28	9	10	f66r.9	f66r.10	qotesy	ykaly	DIFFERENT	8108	7508
ZL3b_TOP_DOWN	29	1	11	f66r.1	f66r.11	rary	doly	DIFFERENT	7508	7087
ZL3b_TOP_DOWN	30	4	11	f66r.4	f66r.11	dary	doly	DIFFERENT	7087	6562
ZL3b_TOP_DOWN	31	5	11	f66r.5	f66r.11	ykeol	doly	DIFFERENT	6562	6280
ZL3b_TOP_DOWN	32	6	11	f66r.6	f66r.11	saly	doly	DIFFERENT	6280	5978
ZL3b_TOP_DOWN	33	7	11	f66r.7	f66r.11	salf	doly	DIFFERENT	5978	5577
ZL3b_TOP_DOWN	34	8	11	f66r.8	f66r.11	fary	doly	DIFFERENT	5577	5169
ZL3b_TOP_DOWN	35	9	11	f66r.9	f66r.11	qotesy	doly	DIFFERENT	5169	4373
ZL3b_TOP_DOWN	36	10	11	f66r.10	f66r.11	ykaly	doly	DIFFERENT	4373	3800
ZL3b_TOP_DOWN	37	1	12	f66r.1	f66r.12	rary	saiin	DIFFERENT	3800	3535
ZL3b_TOP_DOWN	38	4	12	f66r.4	f66r.12	dary	saiin	DIFFERENT	3535	3333
ZL3b_TOP_DOWN	39	5	12	f66r.5	f66r.12	ykeol	saiin	DIFFERENT	3333	3061
ZL3b_TOP_DOWN	40	6	12	f66r.6	f66r.12	saly	saiin	DIFFERENT	3061	2795
ZL3b_TOP_DOWN	41	7	12	f66r.7	f66r.12	salf	saiin	DIFFERENT	2795	2629
ZL3b_TOP_DOWN	42	8	12	f66r.8	f66r.12	fary	saiin	DIFFERENT	2629	2441
ZL3b_TOP_DOWN	43	9	12	f66r.9	f66r.12	qotesy	saiin	DIFFERENT	2441	2176
ZL3b_TOP_DOWN	44	10	12	f66r.10	f66r.12	ykaly	saiin	DIFFERENT	2176	1880
ZL3b_TOP_DOWN	45	11	12	f66r.11	f66r.12	doly	saiin	DIFFERENT	1880	1608
ZL3b_TOP_DOWN	46	1	13	f66r.1	f66r.13	rary	qokal	DIFFERENT	1608	1608
ZL3b_TOP_DOWN	47	4	13	f66r.4	f66r.13	dary	qokal	DIFFERENT	1608	1608
ZL3b_TOP_DOWN	48	5	13	f66r.5	f66r.13	ykeol	qokal	DIFFERENT	1608	1446
ZL3b_TOP_DOWN	49	6	13	f66r.6	f66r.13	saly	qokal	DIFFERENT	1446	1307
ZL3b_TOP_DOWN	50	7	13	f66r.7	f66r.13	salf	qokal	DIFFERENT	1307	1168
ZL3b_TOP_DOWN	51	8	13	f66r.8	f66r.13	fary	qokal	DIFFERENT	1168	1006
ZL3b_TOP_DOWN	52	9	13	f66r.9	f66r.13	qotesy	qokal	DIFFERENT	1006	1006
ZL3b_TOP_DOWN	53	10	13	f66r.10	f66r.13	ykaly	qokal	DIFFERENT	1006	1006
ZL3b_TOP_DOWN	54	11	13	f66r.11	f66r.13	doly	qokal	DIFFERENT	1006	878
ZL3b_TOP_DOWN	55	12	13	f66r.12	f66r.13	saiin	qokal	DIFFERENT	878	750
ZL3b_TOP_DOWN	56	1	14	f66r.1	f66r.14	rary	qolsa	DIFFERENT	750	657
ZL3b_TOP_DOWN	57	4	14	f66r.4	f66r.14	dary	qolsa	DIFFERENT	657	564
ZL3b_TOP_DOWN	58	5	14	f66r.5	f66r.14	ykeol	qolsa	DIFFERENT	564	564
ZL3b_TOP_DOWN	59	6	14	f66r.6	f66r.14	saly	qolsa	DIFFERENT	564	564
ZL3b_TOP_DOWN	60	7	14	f66r.7	f66r.14	salf	qolsa	DIFFERENT	564	564
ZL3b_TOP_DOWN	61	8	14	f66r.8	f66r.14	fary	qolsa	DIFFERENT	564	564
ZL3b_TOP_DOWN	62	9	14	f66r.9	f66r.14	qotesy	qolsa	DIFFERENT	564	498
ZL3b_TOP_DOWN	63	10	14	f66r.10	f66r.14	ykaly	qolsa	DIFFERENT	498	432
ZL3b_TOP_DOWN	64	11	14	f66r.11	f66r.14	doly	qolsa	DIFFERENT	432	432
ZL3b_TOP_DOWN	65	12	14	f66r.12	f66r.14	saiin	qolsa	DIFFERENT	432	432
ZL3b_TOP_DOWN	66	13	14	f66r.13	f66r.14	qokal	qolsa	DIFFERENT	432	328
ZL3b_TOP_DOWN	67	1	15	f66r.1	f66r.15	rary	raral	DIFFERENT	328	308
ZL3b_TOP_DOWN	68	4	15	f66r.4	f66r.15	dary	raral	DIFFERENT	308	288
ZL3b_TOP_DOWN	69	5	15	f66r.5	f66r.15	ykeol	raral	DIFFERENT	288	247
ZL3b_TOP_DOWN	70	6	15	f66r.6	f66r.15	saly	raral	DIFFERENT	247	182
ZL3b_TOP_DOWN	71	7	15	f66r.7	f66r.15	salf	raral	DIFFERENT	182	117
ZL3b_TOP_DOWN	72	8	15	f66r.8	f66r.15	fary	raral	DIFFERENT	117	76
ZL3b_TOP_DOWN	73	9	15	f66r.9	f66r.15	qotesy	raral	DIFFERENT	76	76
ZL3b_TOP_DOWN	74	10	15	f66r.10	f66r.15	ykaly	raral	DIFFERENT	76	76
ZL3b_TOP_DOWN	75	11	15	f66r.11	f66r.15	doly	raral	DIFFERENT	76	76
ZL3b_TOP_DOWN	76	12	15	f66r.12	f66r.15	saiin	raral	DIFFERENT	76	76
ZL3b_TOP_DOWN	77	13	15	f66r.13	f66r.15	qokal	raral	DIFFERENT	76	76
ZL3b_TOP_DOWN	78	14	15	f66r.14	f66r.15	qolsa	raral	DIFFERENT	76	76
ZL3b_BOTTOM_UP	1	1	2	f66r.15	f66r.14	raral	qolsa	DIFFERENT	65536	61440
ZL3b_BOTTOM_UP	2	1	3	f66r.15	f66r.13	raral	qokal	DIFFERENT	61440	57600
ZL3b_BOTTOM_UP	3	2	3	f66r.14	f66r.13	qolsa	qokal	DIFFERENT	57600	53760
ZL3b_BOTTOM_UP	4	1	4	f66r.15	f66r.12	raral	saiin	DIFFERENT	53760	50400
ZL3b_BOTTOM_UP	5	2	4	f66r.14	f66r.12	qolsa	saiin	DIFFERENT	50400	47040
ZL3b_BOTTOM_UP	6	3	4	f66r.13	f66r.12	qokal	saiin	DIFFERENT	47040	43680
ZL3b_BOTTOM_UP	7	1	5	f66r.15	f66r.11	raral	doly	DIFFERENT	43680	38220
ZL3b_BOTTOM_UP	8	2	5	f66r.14	f66r.11	qolsa	doly	DIFFERENT	38220	35672
ZL3b_BOTTOM_UP	9	3	5	f66r.13	f66r.11	qokal	doly	DIFFERENT	35672	33124
ZL3b_BOTTOM_UP	10	4	5	f66r.12	f66r.11	saiin	doly	DIFFERENT	33124	30576
ZL3b_BOTTOM_UP	11	1	6	f66r.15	f66r.10	raral	ykaly	DIFFERENT	30576	28784
ZL3b_BOTTOM_UP	12	2	6	f66r.14	f66r.10	qolsa	ykaly	DIFFERENT	28784	25432
ZL3b_BOTTOM_UP	13	3	6	f66r.13	f66r.10	qokal	ykaly	DIFFERENT	25432	23504
ZL3b_BOTTOM_UP	14	4	6	f66r.12	f66r.10	saiin	ykaly	DIFFERENT	23504	21576
ZL3b_BOTTOM_UP	15	5	6	f66r.11	f66r.10	doly	ykaly	DIFFERENT	21576	20376
ZL3b_BOTTOM_UP	16	1	7	f66r.15	f66r.9	raral	qotesy	DIFFERENT	20376	19090
ZL3b_BOTTOM_UP	17	2	7	f66r.14	f66r.9	qolsa	qotesy	DIFFERENT	19090	17804
ZL3b_BOTTOM_UP	18	3	7	f66r.13	f66r.9	qokal	qotesy	DIFFERENT	17804	15664
ZL3b_BOTTOM_UP	19	4	7	f66r.12	f66r.9	saiin	qotesy	DIFFERENT	15664	14280
ZL3b_BOTTOM_UP	20	5	7	f66r.11	f66r.9	doly	qotesy	DIFFERENT	14280	13404
ZL3b_BOTTOM_UP	21	6	7	f66r.10	f66r.9	ykaly	qotesy	DIFFERENT	13404	12528
ZL3b_BOTTOM_UP	22	1	8	f66r.15	f66r.8	raral	fary	DIFFERENT	12528	11656
ZL3b_BOTTOM_UP	23	2	8	f66r.14	f66r.8	qolsa	fary	DIFFERENT	11656	10784
ZL3b_BOTTOM_UP	24	3	8	f66r.13	f66r.8	qokal	fary	DIFFERENT	10784	9912
ZL3b_BOTTOM_UP	25	4	8	f66r.12	f66r.8	saiin	fary	DIFFERENT	9912	8712
ZL3b_BOTTOM_UP	26	5	8	f66r.11	f66r.8	doly	fary	DIFFERENT	8712	8088
ZL3b_BOTTOM_UP	27	6	8	f66r.10	f66r.8	ykaly	fary	DIFFERENT	8088	7464
ZL3b_BOTTOM_UP	28	7	8	f66r.9	f66r.8	qotesy	fary	DIFFERENT	7464	6840
ZL3b_BOTTOM_UP	29	1	9	f66r.15	f66r.7	raral	salf	DIFFERENT	6840	6564
ZL3b_BOTTOM_UP	30	2	9	f66r.14	f66r.7	qolsa	salf	DIFFERENT	6564	6288
ZL3b_BOTTOM_UP	31	3	9	f66r.13	f66r.7	qokal	salf	DIFFERENT	6288	5910
ZL3b_BOTTOM_UP	32	4	9	f66r.12	f66r.7	saiin	salf	DIFFERENT	5910	5532
ZL3b_BOTTOM_UP	33	5	9	f66r.11	f66r.7	doly	salf	DIFFERENT	5532	5124
ZL3b_BOTTOM_UP	34	6	9	f66r.10	f66r.7	ykaly	salf	DIFFERENT	5124	4716
ZL3b_BOTTOM_UP	35	7	9	f66r.9	f66r.7	qotesy	salf	DIFFERENT	4716	4194
ZL3b_BOTTOM_UP	36	8	9	f66r.8	f66r.7	fary	salf	DIFFERENT	4194	3672
ZL3b_BOTTOM_UP	37	1	10	f66r.15	f66r.6	raral	saly	DIFFERENT	3672	3406
ZL3b_BOTTOM_UP	38	2	10	f66r.14	f66r.6	qolsa	saly	DIFFERENT	3406	3140
ZL3b_BOTTOM_UP	39	3	10	f66r.13	f66r.6	qokal	saly	DIFFERENT	3140	2974
ZL3b_BOTTOM_UP	40	4	10	f66r.12	f66r.6	saiin	saly	DIFFERENT	2974	2808
ZL3b_BOTTOM_UP	41	5	10	f66r.11	f66r.6	doly	saly	DIFFERENT	2808	2554
ZL3b_BOTTOM_UP	42	6	10	f66r.10	f66r.6	ykaly	saly	DIFFERENT	2554	2300
ZL3b_BOTTOM_UP	43	7	10	f66r.9	f66r.6	qotesy	saly	DIFFERENT	2300	2094
ZL3b_BOTTOM_UP	44	8	10	f66r.8	f66r.6	fary	saly	DIFFERENT	2094	1888
ZL3b_BOTTOM_UP	45	9	10	f66r.7	f66r.6	salf	saly	DIFFERENT	1888	1608
ZL3b_BOTTOM_UP	46	1	11	f66r.15	f66r.5	raral	ykeol	DIFFERENT	1608	1486
ZL3b_BOTTOM_UP	47	2	11	f66r.14	f66r.5	qolsa	ykeol	DIFFERENT	1486	1364
ZL3b_BOTTOM_UP	48	3	11	f66r.13	f66r.5	qokal	ykeol	DIFFERENT	1364	1196
ZL3b_BOTTOM_UP	49	4	11	f66r.12	f66r.5	saiin	ykeol	DIFFERENT	1196	1028
ZL3b_BOTTOM_UP	50	5	11	f66r.11	f66r.5	doly	ykeol	DIFFERENT	1028	1028
ZL3b_BOTTOM_UP	51	6	11	f66r.10	f66r.5	ykaly	ykeol	DIFFERENT	1028	1028
ZL3b_BOTTOM_UP	52	7	11	f66r.9	f66r.5	qotesy	ykeol	DIFFERENT	1028	1028
ZL3b_BOTTOM_UP	53	8	11	f66r.8	f66r.5	fary	ykeol	DIFFERENT	1028	1028
ZL3b_BOTTOM_UP	54	9	11	f66r.7	f66r.5	salf	ykeol	DIFFERENT	1028	868
ZL3b_BOTTOM_UP	55	10	11	f66r.6	f66r.5	saly	ykeol	DIFFERENT	868	720
ZL3b_BOTTOM_UP	56	1	12	f66r.15	f66r.4	raral	dary	DIFFERENT	720	640
ZL3b_BOTTOM_UP	57	2	12	f66r.14	f66r.4	qolsa	dary	DIFFERENT	640	560
ZL3b_BOTTOM_UP	58	3	12	f66r.13	f66r.4	qokal	dary	DIFFERENT	560	500
ZL3b_BOTTOM_UP	59	4	12	f66r.12	f66r.4	saiin	dary	DIFFERENT	500	440
ZL3b_BOTTOM_UP	60	5	12	f66r.11	f66r.4	doly	dary	DIFFERENT	440	440
ZL3b_BOTTOM_UP	61	6	12	f66r.10	f66r.4	ykaly	dary	DIFFERENT	440	440
ZL3b_BOTTOM_UP	62	7	12	f66r.9	f66r.4	qotesy	dary	DIFFERENT	440	440
ZL3b_BOTTOM_UP	63	8	12	f66r.8	f66r.4	fary	dary	DIFFERENT	440	440
ZL3b_BOTTOM_UP	64	9	12	f66r.7	f66r.4	salf	dary	DIFFERENT	440	360
ZL3b_BOTTOM_UP	65	10	12	f66r.6	f66r.4	saly	dary	DIFFERENT	360	360
ZL3b_BOTTOM_UP	66	11	12	f66r.5	f66r.4	ykeol	dary	DIFFERENT	360	360
ZL3b_BOTTOM_UP	67	1	15	f66r.15	f66r.1	raral	rary	DIFFERENT	360	352
ZL3b_BOTTOM_UP	68	2	15	f66r.14	f66r.1	qolsa	rary	DIFFERENT	352	344
ZL3b_BOTTOM_UP	69	3	15	f66r.13	f66r.1	qokal	rary	DIFFERENT	344	336
ZL3b_BOTTOM_UP	70	4	15	f66r.12	f66r.1	saiin	rary	DIFFERENT	336	328
ZL3b_BOTTOM_UP	71	5	15	f66r.11	f66r.1	doly	rary	DIFFERENT	328	320
ZL3b_BOTTOM_UP	72	6	15	f66r.10	f66r.1	ykaly	rary	DIFFERENT	320	312
ZL3b_BOTTOM_UP	73	7	15	f66r.9	f66r.1	qotesy	rary	DIFFERENT	312	304
ZL3b_BOTTOM_UP	74	8	15	f66r.8	f66r.1	fary	rary	DIFFERENT	304	296
ZL3b_BOTTOM_UP	75	9	15	f66r.7	f66r.1	salf	rary	DIFFERENT	296	260
ZL3b_BOTTOM_UP	76	10	15	f66r.6	f66r.1	saly	rary	DIFFERENT	260	224
ZL3b_BOTTOM_UP	77	11	15	f66r.5	f66r.1	ykeol	rary	DIFFERENT	224	188
ZL3b_BOTTOM_UP	78	12	15	f66r.4	f66r.1	dary	rary	DIFFERENT	188	152
IT2a_TOP_DOWN	1	1	2	f66r.1	f66r.2	rary	rals	DIFFERENT	65536	61440
IT2a_TOP_DOWN	2	1	3	f66r.1	f66r.3	rary	qor	DIFFERENT	61440	57600
IT2a_TOP_DOWN	3	2	3	f66r.2	f66r.3	rals	qor	DIFFERENT	57600	53760
IT2a_TOP_DOWN	4	1	4	f66r.1	f66r.4	rary	dara	DIFFERENT	53760	50400
IT2a_TOP_DOWN	5	2	4	f66r.2	f66r.4	rals	dara	DIFFERENT	50400	47040
IT2a_TOP_DOWN	6	3	4	f66r.3	f66r.4	qor	dara	DIFFERENT	47040	43680
IT2a_TOP_DOWN	7	1	5	f66r.1	f66r.5	rary	ykcol	DIFFERENT	43680	38220
IT2a_TOP_DOWN	8	2	5	f66r.2	f66r.5	rals	ykcol	DIFFERENT	38220	35672
IT2a_TOP_DOWN	9	3	5	f66r.3	f66r.5	qor	ykcol	DIFFERENT	35672	33124
IT2a_TOP_DOWN	10	4	5	f66r.4	f66r.5	dara	ykcol	DIFFERENT	33124	30576
IT2a_TOP_DOWN	11	1	6	f66r.1	f66r.6	rary	syly	DIFFERENT	30576	28784
IT2a_TOP_DOWN	12	2	6	f66r.2	f66r.6	rals	syly	DIFFERENT	28784	25432
IT2a_TOP_DOWN	13	3	6	f66r.3	f66r.6	qor	syly	DIFFERENT	25432	23504
IT2a_TOP_DOWN	14	4	6	f66r.4	f66r.6	dara	syly	DIFFERENT	23504	21576
IT2a_TOP_DOWN	15	5	6	f66r.5	f66r.6	ykcol	syly	DIFFERENT	21576	20376
IT2a_TOP_DOWN	16	1	7	f66r.1	f66r.7	rary	salf	DIFFERENT	20376	19090
IT2a_TOP_DOWN	17	2	7	f66r.2	f66r.7	rals	salf	DIFFERENT	19090	17804
IT2a_TOP_DOWN	18	3	7	f66r.3	f66r.7	qor	salf	DIFFERENT	17804	15664
IT2a_TOP_DOWN	19	4	7	f66r.4	f66r.7	dara	salf	DIFFERENT	15664	14280
IT2a_TOP_DOWN	20	5	7	f66r.5	f66r.7	ykcol	salf	DIFFERENT	14280	13404
IT2a_TOP_DOWN	21	6	7	f66r.6	f66r.7	syly	salf	DIFFERENT	13404	12528
IT2a_TOP_DOWN	22	1	8	f66r.1	f66r.8	rary	fary	DIFFERENT	12528	11656
IT2a_TOP_DOWN	23	2	8	f66r.2	f66r.8	rals	fary	DIFFERENT	11656	10784
IT2a_TOP_DOWN	24	3	8	f66r.3	f66r.8	qor	fary	DIFFERENT	10784	9912
IT2a_TOP_DOWN	25	4	8	f66r.4	f66r.8	dara	fary	DIFFERENT	9912	8712
IT2a_TOP_DOWN	26	5	8	f66r.5	f66r.8	ykcol	fary	DIFFERENT	8712	8088
IT2a_TOP_DOWN	27	6	8	f66r.6	f66r.8	syly	fary	DIFFERENT	8088	7464
IT2a_TOP_DOWN	28	7	8	f66r.7	f66r.8	salf	fary	DIFFERENT	7464	6840
IT2a_TOP_DOWN	29	1	9	f66r.1	f66r.9	rary	qotesy	DIFFERENT	6840	6564
IT2a_TOP_DOWN	30	2	9	f66r.2	f66r.9	rals	qotesy	DIFFERENT	6564	6288
IT2a_TOP_DOWN	31	3	9	f66r.3	f66r.9	qor	qotesy	DIFFERENT	6288	5910
IT2a_TOP_DOWN	32	4	9	f66r.4	f66r.9	dara	qotesy	DIFFERENT	5910	5532
IT2a_TOP_DOWN	33	5	9	f66r.5	f66r.9	ykcol	qotesy	DIFFERENT	5532	5124
IT2a_TOP_DOWN	34	6	9	f66r.6	f66r.9	syly	qotesy	DIFFERENT	5124	4716
IT2a_TOP_DOWN	35	7	9	f66r.7	f66r.9	salf	qotesy	DIFFERENT	4716	4194
IT2a_TOP_DOWN	36	8	9	f66r.8	f66r.9	fary	qotesy	DIFFERENT	4194	3672
IT2a_TOP_DOWN	37	1	10	f66r.1	f66r.10	rary	ykaly	DIFFERENT	3672	3406
IT2a_TOP_DOWN	38	2	10	f66r.2	f66r.10	rals	ykaly	DIFFERENT	3406	3140
IT2a_TOP_DOWN	39	3	10	f66r.3	f66r.10	qor	ykaly	DIFFERENT	3140	2974
IT2a_TOP_DOWN	40	4	10	f66r.4	f66r.10	dara	ykaly	DIFFERENT	2974	2808
IT2a_TOP_DOWN	41	5	10	f66r.5	f66r.10	ykcol	ykaly	DIFFERENT	2808	2554
IT2a_TOP_DOWN	42	6	10	f66r.6	f66r.10	syly	ykaly	DIFFERENT	2554	2300
IT2a_TOP_DOWN	43	7	10	f66r.7	f66r.10	salf	ykaly	DIFFERENT	2300	2094
IT2a_TOP_DOWN	44	8	10	f66r.8	f66r.10	fary	ykaly	DIFFERENT	2094	1888
IT2a_TOP_DOWN	45	9	10	f66r.9	f66r.10	qotesy	ykaly	DIFFERENT	1888	1608
IT2a_TOP_DOWN	46	1	11	f66r.1	f66r.11	rary	daoly	DIFFERENT	1608	1486
IT2a_TOP_DOWN	47	2	11	f66r.2	f66r.11	rals	daoly	DIFFERENT	1486	1364
IT2a_TOP_DOWN	48	3	11	f66r.3	f66r.11	qor	daoly	DIFFERENT	1364	1196
IT2a_TOP_DOWN	49	4	11	f66r.4	f66r.11	dara	daoly	DIFFERENT	1196	1028
IT2a_TOP_DOWN	50	5	11	f66r.5	f66r.11	ykcol	daoly	DIFFERENT	1028	1028
IT2a_TOP_DOWN	51	6	11	f66r.6	f66r.11	syly	daoly	DIFFERENT	1028	1028
IT2a_TOP_DOWN	52	7	11	f66r.7	f66r.11	salf	daoly	DIFFERENT	1028	1028
IT2a_TOP_DOWN	53	8	11	f66r.8	f66r.11	fary	daoly	DIFFERENT	1028	1028
IT2a_TOP_DOWN	54	9	11	f66r.9	f66r.11	qotesy	daoly	DIFFERENT	1028	868
IT2a_TOP_DOWN	55	10	11	f66r.10	f66r.11	ykaly	daoly	DIFFERENT	868	720
IT2a_TOP_DOWN	56	1	12	f66r.1	f66r.12	rary	raiin	DIFFERENT	720	640
IT2a_TOP_DOWN	57	2	12	f66r.2	f66r.12	rals	raiin	DIFFERENT	640	560
IT2a_TOP_DOWN	58	3	12	f66r.3	f66r.12	qor	raiin	DIFFERENT	560	500
IT2a_TOP_DOWN	59	4	12	f66r.4	f66r.12	dara	raiin	DIFFERENT	500	440
IT2a_TOP_DOWN	60	5	12	f66r.5	f66r.12	ykcol	raiin	DIFFERENT	440	440
IT2a_TOP_DOWN	61	6	12	f66r.6	f66r.12	syly	raiin	DIFFERENT	440	440
IT2a_TOP_DOWN	62	7	12	f66r.7	f66r.12	salf	raiin	DIFFERENT	440	440
IT2a_TOP_DOWN	63	8	12	f66r.8	f66r.12	fary	raiin	DIFFERENT	440	440
IT2a_TOP_DOWN	64	9	12	f66r.9	f66r.12	qotesy	raiin	DIFFERENT	440	360
IT2a_TOP_DOWN	65	10	12	f66r.10	f66r.12	ykaly	raiin	DIFFERENT	360	360
IT2a_TOP_DOWN	66	11	12	f66r.11	f66r.12	daoly	raiin	DIFFERENT	360	360
IT2a_TOP_DOWN	67	1	13	f66r.1	f66r.13	rary	qokal	DIFFERENT	360	360
IT2a_TOP_DOWN	68	2	13	f66r.2	f66r.13	rals	qokal	DIFFERENT	360	360
IT2a_TOP_DOWN	69	3	13	f66r.3	f66r.13	qor	qokal	DIFFERENT	360	360
IT2a_TOP_DOWN	70	4	13	f66r.4	f66r.13	dara	qokal	DIFFERENT	360	360
IT2a_TOP_DOWN	71	5	13	f66r.5	f66r.13	ykcol	qokal	DIFFERENT	360	318
IT2a_TOP_DOWN	72	6	13	f66r.6	f66r.13	syly	qokal	DIFFERENT	318	276
IT2a_TOP_DOWN	73	7	13	f66r.7	f66r.13	salf	qokal	DIFFERENT	276	234
IT2a_TOP_DOWN	74	8	13	f66r.8	f66r.13	fary	qokal	DIFFERENT	234	192
IT2a_TOP_DOWN	75	9	13	f66r.9	f66r.13	qotesy	qokal	DIFFERENT	192	192
IT2a_TOP_DOWN	76	10	13	f66r.10	f66r.13	ykaly	qokal	DIFFERENT	192	192
IT2a_TOP_DOWN	77	11	13	f66r.11	f66r.13	daoly	qokal	DIFFERENT	192	156
IT2a_TOP_DOWN	78	12	13	f66r.12	f66r.13	raiin	qokal	DIFFERENT	156	120
IT2a_TOP_DOWN	79	1	14	f66r.1	f66r.14	rary	qolsa	DIFFERENT	120	112
IT2a_TOP_DOWN	80	2	14	f66r.2	f66r.14	rals	qolsa	DIFFERENT	112	104
IT2a_TOP_DOWN	81	3	14	f66r.3	f66r.14	qor	qolsa	DIFFERENT	104	96
IT2a_TOP_DOWN	82	4	14	f66r.4	f66r.14	dara	qolsa	DIFFERENT	96	88
IT2a_TOP_DOWN	83	5	14	f66r.5	f66r.14	ykcol	qolsa	DIFFERENT	88	88
IT2a_TOP_DOWN	84	6	14	f66r.6	f66r.14	syly	qolsa	DIFFERENT	88	88
IT2a_TOP_DOWN	85	7	14	f66r.7	f66r.14	salf	qolsa	DIFFERENT	88	88
IT2a_TOP_DOWN	86	8	14	f66r.8	f66r.14	fary	qolsa	DIFFERENT	88	88
IT2a_TOP_DOWN	87	9	14	f66r.9	f66r.14	qotesy	qolsa	DIFFERENT	88	68
IT2a_TOP_DOWN	88	10	14	f66r.10	f66r.14	ykaly	qolsa	DIFFERENT	68	48
IT2a_TOP_DOWN	89	11	14	f66r.11	f66r.14	daoly	qolsa	DIFFERENT	48	48
IT2a_TOP_DOWN	90	12	14	f66r.12	f66r.14	raiin	qolsa	DIFFERENT	48	48
IT2a_TOP_DOWN	91	13	14	f66r.13	f66r.14	qokal	qolsa	DIFFERENT	48	16
IT2a_TOP_DOWN	92	1	15	f66r.1	f66r.15	rary	raral	DIFFERENT	16	16
IT2a_TOP_DOWN	93	2	15	f66r.2	f66r.15	rals	raral	DIFFERENT	16	16
IT2a_TOP_DOWN	94	3	15	f66r.3	f66r.15	qor	raral	DIFFERENT	16	16
IT2a_TOP_DOWN	95	4	15	f66r.4	f66r.15	dara	raral	DIFFERENT	16	16
IT2a_TOP_DOWN	96	5	15	f66r.5	f66r.15	ykcol	raral	DIFFERENT	16	16
IT2a_TOP_DOWN	97	6	15	f66r.6	f66r.15	syly	raral	DIFFERENT	16	16
IT2a_TOP_DOWN	98	7	15	f66r.7	f66r.15	salf	raral	DIFFERENT	16	16
IT2a_TOP_DOWN	99	8	15	f66r.8	f66r.15	fary	raral	DIFFERENT	16	16
IT2a_TOP_DOWN	100	9	15	f66r.9	f66r.15	qotesy	raral	DIFFERENT	16	16
IT2a_TOP_DOWN	101	10	15	f66r.10	f66r.15	ykaly	raral	DIFFERENT	16	16
IT2a_TOP_DOWN	102	11	15	f66r.11	f66r.15	daoly	raral	DIFFERENT	16	16
IT2a_TOP_DOWN	103	12	15	f66r.12	f66r.15	raiin	raral	DIFFERENT	16	16
