source_position_id	event_id	record_unit_id	statement_id	surface	joint_tuple_id	slot_code	atomic_value_de	free_context_phrase_de	controlled_phrase	recovered_slot_code	recovered_atomic_value_de	exact_reverse_parse
S012	E012	H1	H1-S002	qotchol	e8a6105b5c3a6220b440	S1_BEZUG_FOLGE	Folgefortsetzung	Anwärmen	BEZUG[Folgefortsetzung]	S1_BEZUG_FOLGE	Folgefortsetzung	YES
S013	E013	H1	H1-S002	chol	dcda95c81a5460feb191	S1_BEZUG_FOLGE	Fortsetzung	Fortsetzen	BEZUG[Fortsetzung]	S1_BEZUG_FOLGE	Fortsetzung	YES
S014	E014	H1	H1-S002	cthy	e0b630cb1b5df5e7105b	S6_BEREIT_ABSCHLUSS	Bereit	Bereit	SCHLUSS[Bereit]	S6_BEREIT_ABSCHLUSS	Bereit	YES
S015	E015	H2	H2-S001	ycheor	7249edc4df3419c26999	S1_BEZUG_FOLGE	Auszugsansatz	Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze	BEZUG[Auszugsansatz]	S1_BEZUG_FOLGE	Auszugsansatz	YES
S016	E016	H2	H2-S001	cthy	e0b630cb1b5df5e7105b	S6_BEREIT_ABSCHLUSS	Bereit	Bereit	SCHLUSS[Bereit]	S6_BEREIT_ABSCHLUSS	Bereit	YES
S017	E017	H2	H2-S001	chor	7a4bb8136330ee4e6e56	S1_BEZUG_FOLGE	Ansatz	Ansatz	BEZUG[Ansatz]	S1_BEZUG_FOLGE	Ansatz	YES
S018	E018	H2	H2-S001	cthaiin	f3c23f42baf625639e1e	S2_MATERIAL_MASS	Bereitsollmaß	Zerstoße das Kraut	MASS[Bereitsollmaß]	S2_MATERIAL_MASS	Bereitsollmaß	YES
S019	E019	H2	H2-S001	qoctholy	af816c04e65874a0f2fa	S1_BEZUG_FOLGE	Folgefortsetzungsposten	Abpressen	BEZUG[Folgefortsetzungsposten]	S1_BEZUG_FOLGE	Folgefortsetzungsposten	YES
S020	E020	H2	H2-S001	dy	b921a237be883a820352	S1_BEZUG_FOLGE	Diesposten	Dieser Arbeitsposten	BEZUG[Diesposten]	S1_BEZUG_FOLGE	Diesposten	YES
S021	E021	H2	H2-S001	chy	b921a237be883a820352	S1_BEZUG_FOLGE	Diesposten	Dieser Arbeitsposten	BEZUG[Diesposten]	S1_BEZUG_FOLGE	Diesposten	YES
S022	E022	H2	H2-S001	taiin	2f1c5e56e8f0ff459065	S2_MATERIAL_MASS	Sollmaß	Sollmaß	MASS[Sollmaß]	S2_MATERIAL_MASS	Sollmaß	YES
S023	E023	H2	H2-S001	shy	b921a237be883a820352	S1_BEZUG_FOLGE	Diesposten	Dieser Arbeitsposten	BEZUG[Diesposten]	S1_BEZUG_FOLGE	Diesposten	YES
S024	E024	H2	H2-S002	qotchor	10488b911aae52b3b334	S1_BEZUG_FOLGE	Folgeansatz	Folgeansatz	BEZUG[Folgeansatz]	S1_BEZUG_FOLGE	Folgeansatz	YES
S025	E025	H2	H2-S002	chor	7a4bb8136330ee4e6e56	S1_BEZUG_FOLGE	Ansatz	Ansatz	BEZUG[Ansatz]	S1_BEZUG_FOLGE	Ansatz	YES
S026	E026	H2	H2-S002	otol	497cbd9c7401810ff56b	S1_BEZUG_FOLGE	Folgefortsetzung	Danach fortsetzen	BEZUG[Folgefortsetzung]	S1_BEZUG_FOLGE	Folgefortsetzung	YES
S027	E027	H2	H2-S002	chol	dcda95c81a5460feb191	S1_BEZUG_FOLGE	Fortsetzung	Fortsetzen	BEZUG[Fortsetzung]	S1_BEZUG_FOLGE	Fortsetzung	YES
S028	E028	H2	H2-S002	cholor	dec401773c1f0347793d	S1_BEZUG_FOLGE	Fortsetzungsansatz	Fortsetzungsansatz	BEZUG[Fortsetzungsansatz]	S1_BEZUG_FOLGE	Fortsetzungsansatz	YES
S029	E029	H2	H2-S002	chol	dcda95c81a5460feb191	S1_BEZUG_FOLGE	Fortsetzung	Fortsetzen	BEZUG[Fortsetzung]	S1_BEZUG_FOLGE	Fortsetzung	YES
S030	E030	H2	H2-S002	daiin	2f1c5e56e8f0ff459065	S2_MATERIAL_MASS	Sollmaß	Sollmaß	MASS[Sollmaß]	S2_MATERIAL_MASS	Sollmaß	YES
S031	E031	H2	H2-S002	dar	4d4559019a961b834aa1	S1_BEZUG_FOLGE	Quelle	Aus demselben Vorrat	BEZUG[Quelle]	S1_BEZUG_FOLGE	Quelle	YES
S032	E032	H2	H2-S003	oykchor	27d97af8c96eb056c2e6	S1_BEZUG_FOLGE	Gefäßansatz	Gib sie in ein glasiertes Gefäß	BEZUG[Gefäßansatz]	S1_BEZUG_FOLGE	Gefäßansatz	YES
S033	E033	H2	H2-S003	shor	7a4bb8136330ee4e6e56	S1_BEZUG_FOLGE	Ansatz	Ansatz	BEZUG[Ansatz]	S1_BEZUG_FOLGE	Ansatz	YES
S034	E034	H2	H2-S003	chor	7a4bb8136330ee4e6e56	S1_BEZUG_FOLGE	Ansatz	Ansatz	BEZUG[Ansatz]	S1_BEZUG_FOLGE	Ansatz	YES
S035	E035	H2	H2-S003	chy	b921a237be883a820352	S1_BEZUG_FOLGE	Diesposten	Dieser Arbeitsposten	BEZUG[Diesposten]	S1_BEZUG_FOLGE	Diesposten	YES
S036	E036	H2	H2-S003	kaiiin	409de02322e7b2ca0c62	S6_BEREIT_ABSCHLUSS	Bindestufe	Weiche Zielstufe	SCHLUSS[Bindestufe]	S6_BEREIT_ABSCHLUSS	Bindestufe	YES
S037	E037	H2	H2-S003	dy	b921a237be883a820352	S1_BEZUG_FOLGE	Diesposten	Dieser Arbeitsposten	BEZUG[Diesposten]	S1_BEZUG_FOLGE	Diesposten	YES
S038	E038	H2	H2-S003	chodaiin	834825c61d048a6b5628	S2_MATERIAL_MASS	Zutatsollmaß	Lege sie äußerlich auf ein Geschwür oder eine harte Schwellung	MASS[Zutatsollmaß]	S2_MATERIAL_MASS	Zutatsollmaß	YES
S039	E039	H3	H3-S001	tshol	953ad19b79517fc8a211	S1_BEZUG_FOLGE	Blütenkraut	Nimm im ersten Frühjahr Blüten und junge Blätter der unbenannten Pflanze	BEZUG[Blütenkraut]	S1_BEZUG_FOLGE	Blütenkraut	YES
S040	E040	H3	H3-S001	schoal	428a5e3662aa57b4b256	S5_ZIEL_ANWENDUNG	Zieleingabe	Weinsud bereiten	ZIEL[Zieleingabe]	S5_ZIEL_ANWENDUNG	Zieleingabe	YES
S041	E041	H3	H3-S001	cfhy	bdad9f9ea8b80f141496	S3_PROZESS_TRANSFER	Auswringen	Auswringen	TRANSFER[Auswringen]	S3_PROZESS_TRANSFER	Auswringen	YES
S042	E042	H3	H3-S001	shfydaiin	a8af08e69edab8e54f15	S3_PROZESS_TRANSFER	Standzeit	Standzeit einhalten	TRANSFER[Standzeit]	S3_PROZESS_TRANSFER	Standzeit	YES
S043	E043	H3	H3-S001	cphy	deb377381ceaf55ea310	S3_PROZESS_TRANSFER	Nachseihen	Nachseihen	TRANSFER[Nachseihen]	S3_PROZESS_TRANSFER	Nachseihen	YES
S044	E044	H3	H3-S001	shey	b5df9126607030b95175	S3_PROZESS_TRANSFER	Klarauszug	Klarauszug	TRANSFER[Klarauszug]	S3_PROZESS_TRANSFER	Klarauszug	YES
S045	E045	H3	H3-S001	tchody	2e2027b1951d79911e24	S3_PROZESS_TRANSFER	Rücknahmeschluss	Abkühlen; Schluss	TRANSFER[Rücknahmeschluss]	S3_PROZESS_TRANSFER	Rücknahmeschluss	YES
S046	E046	H3	H3-S002	shoyty	577c03a928d674d420d7	S1_BEZUG_FOLGE	Zutatfolgeteil	Behalte einen Teil der frischen Blüten für eine zweite Arznei zurück	BEZUG[Zutatfolgeteil]	S1_BEZUG_FOLGE	Zutatfolgeteil	YES
S047	E047	H3	H3-S003	dchol	d665560c8ff80799a82c	S1_BEZUG_FOLGE	Vorfortsetzung	Fortsetzungsposten	BEZUG[Vorfortsetzung]	S1_BEZUG_FOLGE	Vorfortsetzung	YES
S048	E048	H3	H3-S003	chy	b921a237be883a820352	S1_BEZUG_FOLGE	Diesposten	Dieser Arbeitsposten	BEZUG[Diesposten]	S1_BEZUG_FOLGE	Diesposten	YES
S049	E049	H3	H3-S003	kchy	b2812c8283c3a62438bd	S6_BEREIT_ABSCHLUSS	Bindeposten	Trank	SCHLUSS[Bindeposten]	S6_BEREIT_ABSCHLUSS	Bindeposten	YES
S050	E050	H3	H3-S003	dy	b921a237be883a820352	S1_BEZUG_FOLGE	Diesposten	Dieser Arbeitsposten	BEZUG[Diesposten]	S1_BEZUG_FOLGE	Diesposten	YES
S051	E051	H3	H3-S003	daiin	2f1c5e56e8f0ff459065	S2_MATERIAL_MASS	Sollmaß	Sollmaß	MASS[Sollmaß]	S2_MATERIAL_MASS	Sollmaß	YES
S052	E052	H3	H3-S004	qotchy	a48efd6c4491a046ba78	S1_BEZUG_FOLGE	Folgeposten	Nimm die zurückbehaltenen Blüten	BEZUG[Folgeposten]	S1_BEZUG_FOLGE	Folgeposten	YES
S053	E053	H3	H3-S004	okchol	322281bd391aa621f568	S5_ZIEL_ANWENDUNG	Fortsetzungseinsatz	Fortsetzung einsetzen	ZIEL[Fortsetzungseinsatz]	S5_ZIEL_ANWENDUNG	Fortsetzungseinsatz	YES
S054	E054	H3	H3-S004	cthy	e0b630cb1b5df5e7105b	S6_BEREIT_ABSCHLUSS	Bereit	Bereit	SCHLUSS[Bereit]	S6_BEREIT_ABSCHLUSS	Bereit	YES
S055	E055	H3	H3-S004	dy	b921a237be883a820352	S1_BEZUG_FOLGE	Diesposten	Dieser Arbeitsposten	BEZUG[Diesposten]	S1_BEZUG_FOLGE	Diesposten	YES
S056	E056	H4	H4-S001	qokaiin	b5fcea1eaed06b2f2291	S2_MATERIAL_MASS	Sollstellung	Auf Sollmaß einstellen	MASS[Sollstellung]	S2_MATERIAL_MASS	Sollstellung	YES
S057	E057	H4	H4-S001	chaiin	2f1c5e56e8f0ff459065	S2_MATERIAL_MASS	Sollmaß	Sollmaß	MASS[Sollmaß]	S2_MATERIAL_MASS	Sollmaß	YES
S058	E058	H4	H4-S001	ykain	403c1592f918c8f23b88	S2_MATERIAL_MASS	Postenportion	Eine Portion des laufenden Postens	MASS[Postenportion]	S2_MATERIAL_MASS	Postenportion	YES
S059	E059	H4	H4-S001	ykan	d929a14ec45749b2e805	S2_MATERIAL_MASS	Postenzweitportion	Diese Portion	MASS[Postenzweitportion]	S2_MATERIAL_MASS	Postenzweitportion	YES
S060	E060	H4	H4-S001	ody	97cc9ac109148723c472	S3_PROZESS_TRANSFER	Rücknahmeschluss	Kühl; Schluss	TRANSFER[Rücknahmeschluss]	S3_PROZESS_TRANSFER	Rücknahmeschluss	YES
S061	E061	H4	H4-S002	daiin	2f1c5e56e8f0ff459065	S2_MATERIAL_MASS	Sollmaß	Sollmaß	MASS[Sollmaß]	S2_MATERIAL_MASS	Sollmaß	YES
S062	E062	H4	H4-S002	chedy	6f7ff8287eddf4da9fdb	S3_PROZESS_TRANSFER	Umsetzen	Den laufenden Posten umsetzen oder durcharbeiten	TRANSFER[Umsetzen]	S3_PROZESS_TRANSFER	Umsetzen	YES
S063	E063	H4	H4-S002	talam	e026af581c99322fbd46	S6_BEREIT_ABSCHLUSS	Verwahren	Verwahren	SCHLUSS[Verwahren]	S6_BEREIT_ABSCHLUSS	Verwahren	YES
S064	E064	H4	H4-S003	ykaiin	f7dc90b2c31fd341f0a4	S2_MATERIAL_MASS	Postensollmaß	Sollmaß des Postens	MASS[Postensollmaß]	S2_MATERIAL_MASS	Postensollmaß	YES
S065	E065	H4	H4-S003	cheoar	807591efc3d3f7ddbfab	S3_PROZESS_TRANSFER	Auszugnahme	Auszug daraus entnehmen	TRANSFER[Auszugnahme]	S3_PROZESS_TRANSFER	Auszugnahme	YES
S066	E066	H4	H4-S003	cheeky	2c1a5fd92b9e3c762242	S4_DAUER_ZUSTAND	Langwärme	Länger wärmen	ZUSTAND[Langwärme]	S4_DAUER_ZUSTAND	Langwärme	YES
S067	E067	H4	H4-S003	oldy	1b1ffdd869fb1429ad03	S1_BEZUG_FOLGE	Fortschluss	Fortsetzen; Schluss	BEZUG[Fortschluss]	S1_BEZUG_FOLGE	Fortschluss	YES
S068	E068	H4	H4-S004	aiin	2f1c5e56e8f0ff459065	S2_MATERIAL_MASS	Sollmaß	Sollmaß	MASS[Sollmaß]	S2_MATERIAL_MASS	Sollmaß	YES
S069	E069	H4	H4-S004	okal	308e8ea2d5d190c498e8	S5_ZIEL_ANWENDUNG	Zieleinsatz	An die Stelle setzen	ZIEL[Zieleinsatz]	S5_ZIEL_ANWENDUNG	Zieleinsatz	YES
S070	E070	H4	H4-S004	oltchy	204b04837409088c48f9	S1_BEZUG_FOLGE	Fortsetzungszubereitung	Anwärmen	BEZUG[Fortsetzungszubereitung]	S1_BEZUG_FOLGE	Fortsetzungszubereitung	YES
S071	E071	H4	H4-S004	or	7a4bb8136330ee4e6e56	S1_BEZUG_FOLGE	Ansatz	Ansatz	BEZUG[Ansatz]	S1_BEZUG_FOLGE	Ansatz	YES
S072	E072	H4	H4-S004	y	b921a237be883a820352	S1_BEZUG_FOLGE	Diesposten	Dieser Arbeitsposten	BEZUG[Diesposten]	S1_BEZUG_FOLGE	Diesposten	YES
S073	E073	H4	H4-S004	orain	6afeb5c9ab9f6cbdea0d	S2_MATERIAL_MASS	Ansatzportion	Ansatzportion	MASS[Ansatzportion]	S2_MATERIAL_MASS	Ansatzportion	YES
S074	E074	H5	H5-S001	chochor	b9d7b6d68209a9019e7a	S1_BEZUG_FOLGE	Zutatenansatz	Zutatenansatz	BEZUG[Zutatenansatz]	S1_BEZUG_FOLGE	Zutatenansatz	YES
S075	E075	H5	H5-S001	cho	2cc054357a929df85f64	S1_BEZUG_FOLGE	Zutat	Zutat	BEZUG[Zutat]	S1_BEZUG_FOLGE	Zutat	YES
S076	E076	H5	H5-S001	chodaly	0ec6a45e2950e8e7061d	S5_ZIEL_ANWENDUNG	Zutatstelle	Nimm es zu Beginn der Blüte	ZIEL[Zutatstelle]	S5_ZIEL_ANWENDUNG	Zutatstelle	YES
S077	E077	H5	H5-S001	daiin	2f1c5e56e8f0ff459065	S2_MATERIAL_MASS	Sollmaß	Sollmaß	MASS[Sollmaß]	S2_MATERIAL_MASS	Sollmaß	YES
S078	E078	H5	H5-S001	sho	2cc054357a929df85f64	S1_BEZUG_FOLGE	Zutat	Zutat	BEZUG[Zutat]	S1_BEZUG_FOLGE	Zutat	YES
S079	E079	H5	H5-S001	kchol	893c570f3fa3fce99711	S1_BEZUG_FOLGE	Bindefortsetzung	Lege sie als Auflage auf	BEZUG[Bindefortsetzung]	S1_BEZUG_FOLGE	Bindefortsetzung	YES
S080	E080	H5	H5-S001	otchor	10488b911aae52b3b334	S1_BEZUG_FOLGE	Folgeansatz	Folgeansatz	BEZUG[Folgeansatz]	S1_BEZUG_FOLGE	Folgeansatz	YES
S081	E081	H5	H5-S001	choky	276a7c2d74d1143446f4	S5_ZIEL_ANWENDUNG	Einsetzen	Posten ansetzen	ZIEL[Einsetzen]	S5_ZIEL_ANWENDUNG	Einsetzen	YES
S082	E082	H5	H5-S001	dal	dd0ecaf5e27d81befffc	S5_ZIEL_ANWENDUNG	Stelle	Stelle	ZIEL[Stelle]	S5_ZIEL_ANWENDUNG	Stelle	YES
S083	E083	H5	H5-S002	schol	d665560c8ff80799a82c	S1_BEZUG_FOLGE	Vorfortsetzung	Fortsetzungsposten	BEZUG[Vorfortsetzung]	S1_BEZUG_FOLGE	Vorfortsetzung	YES
S084	E084	H5	H5-S002	choy	c10aec6d4dd877ec8bd8	S1_BEZUG_FOLGE	Zutatposten	Wasche die bezeichnete Stelle	BEZUG[Zutatposten]	S1_BEZUG_FOLGE	Zutatposten	YES
S085	E085	H5	H5-S002	choky	276a7c2d74d1143446f4	S5_ZIEL_ANWENDUNG	Einsetzen	Posten ansetzen	ZIEL[Einsetzen]	S5_ZIEL_ANWENDUNG	Einsetzen	YES
S086	E086	H5	H5-S002	cheeckhody	95987d6f198d6d247511	S6_BEREIT_ABSCHLUSS	Auftragsschluss	Trage den laufenden Posten auf; Schluss	SCHLUSS[Auftragsschluss]	S6_BEREIT_ABSCHLUSS	Auftragsschluss	YES
S087	E087	H5	H5-S003	sh	ad3581d3144f69a5912d	S1_BEZUG_FOLGE	Pflanzenteil	Nimm vom übrigen Kraut die blühenden Stiele	BEZUG[Pflanzenteil]	S1_BEZUG_FOLGE	Pflanzenteil	YES
S088	E088	H5	H5-S003	cho	2cc054357a929df85f64	S1_BEZUG_FOLGE	Zutat	Zutat	BEZUG[Zutat]	S1_BEZUG_FOLGE	Zutat	YES
S089	E089	H5	H5-S003	kchey	b74e9e65637b7c8538dd	S6_BEREIT_ABSCHLUSS	Kurzbindeposten	Zerreibe sie grob	SCHLUSS[Kurzbindeposten]	S6_BEREIT_ABSCHLUSS	Kurzbindeposten	YES
S090	E090	H5	H5-S003	qokokchy	1322bc176443fc2a8a86	S5_ZIEL_ANWENDUNG	Wiedereinsatz	Erneut ansetzen	ZIEL[Wiedereinsatz]	S5_ZIEL_ANWENDUNG	Wiedereinsatz	YES
S091	E091	H5	H5-S004	okchy	9ad66e67803a12e745de	S5_ZIEL_ANWENDUNG	Einsetzen	Posten ansetzen	ZIEL[Einsetzen]	S5_ZIEL_ANWENDUNG	Einsetzen	YES
S092	E092	H5	H5-S004	chokcheo	087a47b5423438cd6b6a	S2_MATERIAL_MASS	Auszugzugabe	Auszug zugeben	MASS[Auszugzugabe]	S2_MATERIAL_MASS	Auszugzugabe	YES
S093	E093	H5	H5-S004	kchal	75a523fcf039b006f97b	S5_ZIEL_ANWENDUNG	Zielbindung	Abseihen	ZIEL[Zielbindung]	S5_ZIEL_ANWENDUNG	Zielbindung	YES
S094	E094	H5	H5-S005	sho	2cc054357a929df85f64	S1_BEZUG_FOLGE	Zutat	Zutat zugeben	BEZUG[Zutat]	S1_BEZUG_FOLGE	Zutat	YES
S095	E095	H5	H5-S005	chokchy	9ad66e67803a12e745de	S5_ZIEL_ANWENDUNG	Einsetzen	Posten ansetzen	ZIEL[Einsetzen]	S5_ZIEL_ANWENDUNG	Einsetzen	YES
S096	E096	H5	H5-S005	kchoar	c71c72da4e09e0833392	S1_BEZUG_FOLGE	Quellenzutatbindung	Gebrauchsauszug	BEZUG[Quellenzutatbindung]	S1_BEZUG_FOLGE	Quellenzutatbindung	YES
S097	E097	H5	H5-S005	sotodan	61a075bc54793c1c781f	S5_ZIEL_ANWENDUNG	Gebrauchen	Gebrauche ihn bei trockenem Husten	ZIEL[Gebrauchen]	S5_ZIEL_ANWENDUNG	Gebrauchen	YES
S098	E098	H5	H5-S006	otchey	faf321940aed922846a9	S1_BEZUG_FOLGE	Folgeposten	Folgeposten wählen	BEZUG[Folgeposten]	S1_BEZUG_FOLGE	Folgeposten	YES
S099	E099	H5	H5-S006	keol	9bb7122b386ebbc6138f	S1_BEZUG_FOLGE	Kurzbindefortsetzung	Je Gabe	BEZUG[Kurzbindefortsetzung]	S1_BEZUG_FOLGE	Kurzbindefortsetzung	YES
S100	E100	H5	H5-S006	daiin	2f1c5e56e8f0ff459065	S2_MATERIAL_MASS	Sollmaß	Sollmaß	MASS[Sollmaß]	S2_MATERIAL_MASS	Sollmaß	YES
S101	E101	B1	B1-S001	qokedy	7db18b2f0fb7ed0fcfd3	S4_DAUER_ZUSTAND	Kurzkontakt	Kurz ansetzen; Schluss	ZUSTAND[Kurzkontakt]	S4_DAUER_ZUSTAND	Kurzkontakt	YES
S102	E102	B1	B1-S002	okaiin	b5fcea1eaed06b2f2291	S2_MATERIAL_MASS	Sollstellung	Auf Sollmaß einstellen	MASS[Sollstellung]	S2_MATERIAL_MASS	Sollstellung	YES
S103	E103	B1	B1-S002	kair	22fb87a5a83e5c3fb510	S3_PROZESS_TRANSFER	Beckenlauf	Beckenwasser	TRANSFER[Beckenlauf]	S3_PROZESS_TRANSFER	Beckenlauf	YES
S104	E104	B1	B1-S002	okal	308e8ea2d5d190c498e8	S5_ZIEL_ANWENDUNG	Zieleinsatz	An die Stelle setzen	ZIEL[Zieleinsatz]	S5_ZIEL_ANWENDUNG	Zieleinsatz	YES
S105	E105	B1	B1-S002	sar	4d4559019a961b834aa1	S1_BEZUG_FOLGE	Quelle	Aus demselben Vorrat	BEZUG[Quelle]	S1_BEZUG_FOLGE	Quelle	YES
S106	E106	B1	B1-S002	ol	dcda95c81a5460feb191	S1_BEZUG_FOLGE	Fortsetzung	Fortsetzen	BEZUG[Fortsetzung]	S1_BEZUG_FOLGE	Fortsetzung	YES
S107	E107	B1	B1-S002	kain	9da1b6ac2c929daea697	S2_MATERIAL_MASS	Portion	Eine Portion	MASS[Portion]	S2_MATERIAL_MASS	Portion	YES
S108	E108	B1	B1-S002	olkain	94df4847b7b16c98394a	S2_MATERIAL_MASS	Folgeportion	Weitere Portion zugeben	MASS[Folgeportion]	S2_MATERIAL_MASS	Folgeportion	YES
S109	E109	B1	B1-S002	al	dd0ecaf5e27d81befffc	S5_ZIEL_ANWENDUNG	Stelle	Stelle	ZIEL[Stelle]	S5_ZIEL_ANWENDUNG	Stelle	YES
S110	E110	B1	B1-S002	ol	dcda95c81a5460feb191	S1_BEZUG_FOLGE	Fortsetzung	Fortsetzen	BEZUG[Fortsetzung]	S1_BEZUG_FOLGE	Fortsetzung	YES
S111	E111	B1	B1-S002	rol	1496a731803a9f48d2e1	S1_BEZUG_FOLGE	Anschluss	Noch warm	BEZUG[Anschluss]	S1_BEZUG_FOLGE	Anschluss	YES
S112	E112	B1	B1-S002	dl	0f18de177ed7c878bf95	S2_MATERIAL_MASS	Zusatz	Badzusatz	MASS[Zusatz]	S2_MATERIAL_MASS	Zusatz	YES
S113	E113	B1	B1-S002	olor	dec401773c1f0347793d	S1_BEZUG_FOLGE	Fortsetzungsansatz	Fortsetzungsansatz	BEZUG[Fortsetzungsansatz]	S1_BEZUG_FOLGE	Fortsetzungsansatz	YES
S114	E114	B1	B1-S002	ol	dcda95c81a5460feb191	S1_BEZUG_FOLGE	Fortsetzung	Fortsetzen	BEZUG[Fortsetzung]	S1_BEZUG_FOLGE	Fortsetzung	YES
S115	E115	B1	B1-S002	sheckhal	4eab1841ed655c20a348	S3_PROZESS_TRANSFER	Zielkurzpassage	Eine mäßige Menge	TRANSFER[Zielkurzpassage]	S3_PROZESS_TRANSFER	Zielkurzpassage	YES
S116	E116	B1	B1-S002	daiin	2f1c5e56e8f0ff459065	S2_MATERIAL_MASS	Sollmaß	Sollmaß	MASS[Sollmaß]	S2_MATERIAL_MASS	Sollmaß	YES
S117	E117	B1	B1-S002	qokeedal	93f69c38fdedee1598e9	S4_DAUER_ZUSTAND	Ziellanghalt	Länger an der Stelle halten	ZUSTAND[Ziellanghalt]	S4_DAUER_ZUSTAND	Ziellanghalt	YES
S118	E118	B1	B1-S002	daiin	2f1c5e56e8f0ff459065	S2_MATERIAL_MASS	Sollmaß	Sollmaß	MASS[Sollmaß]	S2_MATERIAL_MASS	Sollmaß	YES
S119	E119	B1	B1-S002	chckhy	2cc8bb3c2af19607888f	S3_PROZESS_TRANSFER	durchleiten	Durch den Durchlass führen	TRANSFER[durchleiten]	S3_PROZESS_TRANSFER	durchleiten	YES
S120	E120	B1	B1-S002	schedy	259b2b3b0bf859882e2c	S3_PROZESS_TRANSFER	überführen	Arbeitsbewegung abschließen	TRANSFER[überführen]	S3_PROZESS_TRANSFER	überführen	YES
S121	E121	B1	B1-S003	qol	dcda95c81a5460feb191	S1_BEZUG_FOLGE	Fortsetzung	Fortsetzen	BEZUG[Fortsetzung]	S1_BEZUG_FOLGE	Fortsetzung	YES
S122	E122	B1	B1-S003	sshkchdy	54e32e9c1414b20640e9	S3_PROZESS_TRANSFER	Umsetzschluss	Unter besonderer Bedingung umsetzen; Schluss	TRANSFER[Umsetzschluss]	S3_PROZESS_TRANSFER	Umsetzschluss	YES
S123	E123	B1	B1-S004	chedy	6f7ff8287eddf4da9fdb	S3_PROZESS_TRANSFER	Umsetzen	Den laufenden Posten umsetzen oder durcharbeiten	TRANSFER[Umsetzen]	S3_PROZESS_TRANSFER	Umsetzen	YES
S124	E124	B1	B1-S004	ol	dcda95c81a5460feb191	S1_BEZUG_FOLGE	Fortsetzung	Fortsetzen	BEZUG[Fortsetzung]	S1_BEZUG_FOLGE	Fortsetzung	YES
S125	E125	B1	B1-S004	shedy	bc4f1f5c006c74a4d26d	S3_PROZESS_TRANSFER	Kurzabsetzung	Absetzen; Schluss	TRANSFER[Kurzabsetzung]	S3_PROZESS_TRANSFER	Kurzabsetzung	YES
S126	E126	B1	B1-S005	qolchedy	28ffbc88b97772a75f1e	S1_BEZUG_FOLGE	weiterführen	Fortsetzen; Schluss	BEZUG[weiterführen]	S1_BEZUG_FOLGE	weiterführen	YES
S127	E127	B1	B1-S006	qokain	1645e612504fcef59ced	S2_MATERIAL_MASS	Zugabe	Eine Portion zugeben	MASS[Zugabe]	S2_MATERIAL_MASS	Zugabe	YES
