controlled_phrase	slot_code	atomic_value_de	event_count	card_types	joint_tuple_ids	observed_free_phrase_variants	free_phrase_examples_de	reverse_key	unique_reverse_mapping
BEZUG[Folgequelle]	S1_BEZUG_FOLGE	Folgequelle	1	1	b6b654722e55729cc947	1	Folgeauslass	S1_BEZUG_FOLGE::Folgequelle	YES
BEZUG[Folgeteilfortsetzung]	S1_BEZUG_FOLGE	Folgeteilfortsetzung	1	1	62ff059766b21c7de083	1	Auffangen	S1_BEZUG_FOLGE::Folgeteilfortsetzung	YES
BEZUG[Folgevorbereitung]	S1_BEZUG_FOLGE	Folgevorbereitung	1	1	a8f891de626fc00028e9	1	dieselbe örtliche Einstellung	S1_BEZUG_FOLGE::Folgevorbereitung	YES
BEZUG[Fortschluss]	S1_BEZUG_FOLGE	Fortschluss	2	1	1b1ffdd869fb1429ad03	1	Fortsetzen; Schluss	S1_BEZUG_FOLGE::Fortschluss	YES
BEZUG[Fortsetzung]	S1_BEZUG_FOLGE	Fortsetzung	19	1	dcda95c81a5460feb191	1	Fortsetzen	S1_BEZUG_FOLGE::Fortsetzung	YES
BEZUG[Fortsetzungsansatz]	S1_BEZUG_FOLGE	Fortsetzungsansatz	2	1	dec401773c1f0347793d	1	Fortsetzungsansatz	S1_BEZUG_FOLGE::Fortsetzungsansatz	YES
BEZUG[Fortsetzungszubereitung]	S1_BEZUG_FOLGE	Fortsetzungszubereitung	1	1	204b04837409088c48f9	1	Anwärmen	S1_BEZUG_FOLGE::Fortsetzungszubereitung	YES
BEZUG[Gefäß]	S1_BEZUG_FOLGE	Gefäß	1	1	df1098831679a8ad1b39	1	Gib die Stücke in ein Gefäß	S1_BEZUG_FOLGE::Gefäß	YES
BEZUG[Gefäßansatz]	S1_BEZUG_FOLGE	Gefäßansatz	1	1	27d97af8c96eb056c2e6	1	Gib sie in ein glasiertes Gefäß	S1_BEZUG_FOLGE::Gefäßansatz	YES
BEZUG[Kurzbindefortsetzung]	S1_BEZUG_FOLGE	Kurzbindefortsetzung	1	1	9bb7122b386ebbc6138f	1	Je Gabe	S1_BEZUG_FOLGE::Kurzbindefortsetzung	YES
BEZUG[Kurzfolge]	S1_BEZUG_FOLGE	Kurzfolge	2	1	c45ebac60774620561e2	1	Kurzer Folgeschritt; Schluss	S1_BEZUG_FOLGE::Kurzfolge	YES
BEZUG[Kurzfortgang]	S1_BEZUG_FOLGE	Kurzfortgang	1	1	a06244ef1f2b37ca44c1	1	Die erste Öffnung	S1_BEZUG_FOLGE::Kurzfortgang	YES
BEZUG[Langfolge]	S1_BEZUG_FOLGE	Langfolge	2	1	5d5e0b288cf36864ed9d	1	Längerer Folgeposten	S1_BEZUG_FOLGE::Langfolge	YES
BEZUG[Langfolgestufe]	S1_BEZUG_FOLGE	Langfolgestufe	2	1	ff178343c18e287ce3b7	1	Längerer Folgeschritt; Schluss	S1_BEZUG_FOLGE::Langfolgestufe	YES
BEZUG[Langfortsetzung]	S1_BEZUG_FOLGE	Langfortsetzung	1	1	daf32e6db9e04413ce7f	1	Mit Vorigem länger fortsetzen	S1_BEZUG_FOLGE::Langfortsetzung	YES
BEZUG[Pflanzenteil]	S1_BEZUG_FOLGE	Pflanzenteil	1	1	ad3581d3144f69a5912d	1	Nimm vom übrigen Kraut die blühenden Stiele	S1_BEZUG_FOLGE::Pflanzenteil	YES
BEZUG[Quelle]	S1_BEZUG_FOLGE	Quelle	5	1	4d4559019a961b834aa1	1	Aus demselben Vorrat	S1_BEZUG_FOLGE::Quelle	YES
BEZUG[Quellenzutatbindung]	S1_BEZUG_FOLGE	Quellenzutatbindung	1	1	c71c72da4e09e0833392	1	Gebrauchsauszug	S1_BEZUG_FOLGE::Quellenzutatbindung	YES
BEZUG[Quellposten]	S1_BEZUG_FOLGE	Quellposten	1	1	0bdc8b6db811b4e67a63	1	Und lasse es abkühlen	S1_BEZUG_FOLGE::Quellposten	YES
BEZUG[Vorfortsetzung]	S1_BEZUG_FOLGE	Vorfortsetzung	2	1	d665560c8ff80799a82c	1	Fortsetzungsposten	S1_BEZUG_FOLGE::Vorfortsetzung	YES
BEZUG[weiterführen]	S1_BEZUG_FOLGE	weiterführen	3	1	28ffbc88b97772a75f1e	1	Fortsetzen; Schluss	S1_BEZUG_FOLGE::weiterführen	YES
BEZUG[Weiterlauf]	S1_BEZUG_FOLGE	Weiterlauf	1	1	b154ff779abe5f196c80	1	Wasser weiterführen	S1_BEZUG_FOLGE::Weiterlauf	YES
BEZUG[Weiterposten]	S1_BEZUG_FOLGE	Weiterposten	1	1	e2eb77ca9d9e1a8ba29a	1	Bereite das Arbeitsbecken vor	S1_BEZUG_FOLGE::Weiterposten	YES
BEZUG[Weiterweg]	S1_BEZUG_FOLGE	Weiterweg	1	1	c205570c49d4d93c23d3	1	Behandlungsstelle	S1_BEZUG_FOLGE::Weiterweg	YES
BEZUG[Wurzelteil]	S1_BEZUG_FOLGE	Wurzelteil	1	1	65f320e75510b2f38182	1	Von der abgebildeten, unbenannten Pflanze nimm einen Teil der Wurzel	S1_BEZUG_FOLGE::Wurzelteil	YES
BEZUG[Zutat]	S1_BEZUG_FOLGE	Zutat	4	1	2cc054357a929df85f64	2	Zutat || Zutat zugeben	S1_BEZUG_FOLGE::Zutat	YES
BEZUG[Zutatenansatz]	S1_BEZUG_FOLGE	Zutatenansatz	1	1	b9d7b6d68209a9019e7a	1	Zutatenansatz	S1_BEZUG_FOLGE::Zutatenansatz	YES
BEZUG[Zutatfolgeteil]	S1_BEZUG_FOLGE	Zutatfolgeteil	1	1	577c03a928d674d420d7	1	Behalte einen Teil der frischen Blüten für eine zweite Arznei zurück	S1_BEZUG_FOLGE::Zutatfolgeteil	YES
BEZUG[Zutatposten]	S1_BEZUG_FOLGE	Zutatposten	1	1	c10aec6d4dd877ec8bd8	1	Wasche die bezeichnete Stelle	S1_BEZUG_FOLGE::Zutatposten	YES
MASS[Ansatzportion]	S2_MATERIAL_MASS	Ansatzportion	1	1	6afeb5c9ab9f6cbdea0d	1	Ansatzportion	S2_MATERIAL_MASS::Ansatzportion	YES
MASS[Arbeitsstufe]	S2_MATERIAL_MASS	Arbeitsstufe	2	1	2c82523794dcb7d2b343	1	Zielstufe	S2_MATERIAL_MASS::Arbeitsstufe	YES
MASS[Auszugzugabe]	S2_MATERIAL_MASS	Auszugzugabe	1	1	087a47b5423438cd6b6a	1	Auszug zugeben	S2_MATERIAL_MASS::Auszugzugabe	YES
MASS[Bereitsollmaß]	S2_MATERIAL_MASS	Bereitsollmaß	1	1	f3c23f42baf625639e1e	1	Zerstoße das Kraut	S2_MATERIAL_MASS::Bereitsollmaß	YES
MASS[Einlage]	S2_MATERIAL_MASS	Einlage	2	1	53cd0637c6820ba5e91f	1	Tuch	S2_MATERIAL_MASS::Einlage	YES
MASS[Endstufe]	S2_MATERIAL_MASS	Endstufe	1	1	fcc1deda9e24ec268eb0	1	Zweite Öffnungsstufe	S2_MATERIAL_MASS::Endstufe	YES
MASS[Folgemaß]	S2_MATERIAL_MASS	Folgemaß	3	1	54d0e228ca346110af05	1	Folgemaß	S2_MATERIAL_MASS::Folgemaß	YES
MASS[Folgeportion]	S2_MATERIAL_MASS	Folgeportion	2	1	94df4847b7b16c98394a	1	Weitere Portion zugeben	S2_MATERIAL_MASS::Folgeportion	YES
MASS[Kurzsoll]	S2_MATERIAL_MASS	Kurzsoll	1	1	1779decef17481ec2853	1	Das breite Gefäß	S2_MATERIAL_MASS::Kurzsoll	YES
MASS[Kurzteil]	S2_MATERIAL_MASS	Kurzteil	1	1	a7af89ab31ce5e247395	1	Fülle das Gefäß	S2_MATERIAL_MASS::Kurzteil	YES
MASS[Portion]	S2_MATERIAL_MASS	Portion	3	1	9da1b6ac2c929daea697	1	Eine Portion	S2_MATERIAL_MASS::Portion	YES
MASS[Postenportion]	S2_MATERIAL_MASS	Postenportion	1	1	403c1592f918c8f23b88	1	Eine Portion des laufenden Postens	S2_MATERIAL_MASS::Postenportion	YES
MASS[Postensollmaß]	S2_MATERIAL_MASS	Postensollmaß	1	1	f7dc90b2c31fd341f0a4	1	Sollmaß des Postens	S2_MATERIAL_MASS::Postensollmaß	YES
MASS[Postenzweitportion]	S2_MATERIAL_MASS	Postenzweitportion	1	1	d929a14ec45749b2e805	1	Diese Portion	S2_MATERIAL_MASS::Postenzweitportion	YES
MASS[Sollmaß]	S2_MATERIAL_MASS	Sollmaß	20	1	2f1c5e56e8f0ff459065	1	Sollmaß	S2_MATERIAL_MASS::Sollmaß	YES
MASS[Sollstellung]	S2_MATERIAL_MASS	Sollstellung	8	1	b5fcea1eaed06b2f2291	1	Auf Sollmaß einstellen	S2_MATERIAL_MASS::Sollstellung	YES
MASS[teilen]	S2_MATERIAL_MASS	teilen	1	1	db729b598e89e11452e0	1	Zu gleichen Anteilen	S2_MATERIAL_MASS::teilen	YES
MASS[Vollteil]	S2_MATERIAL_MASS	Vollteil	1	1	9247e38d29c79a0d2fa5	1	Nach der ersten Spülung	S2_MATERIAL_MASS::Vollteil	YES
MASS[Zerkleinern]	S2_MATERIAL_MASS	Zerkleinern	2	1	80ebbbbf238eee9f0aef	2	Gleichmäßig bearbeiten || Zerschneide ihn	S2_MATERIAL_MASS::Zerkleinern	YES
MASS[Zugabe]	S2_MATERIAL_MASS	Zugabe	7	1	1645e612504fcef59ced	1	Eine Portion zugeben	S2_MATERIAL_MASS::Zugabe	YES
MASS[Zusatz]	S2_MATERIAL_MASS	Zusatz	2	1	0f18de177ed7c878bf95	1	Badzusatz	S2_MATERIAL_MASS::Zusatz	YES
MASS[Zutatsollmaß]	S2_MATERIAL_MASS	Zutatsollmaß	1	1	834825c61d048a6b5628	1	Lege sie äußerlich auf ein Geschwür oder eine harte Schwellung	S2_MATERIAL_MASS::Zutatsollmaß	YES
TRANSFER[abführen]	S3_PROZESS_TRANSFER	abführen	8	1	de7321bface5628e35d6	1	Hinausführen; Schluss	S3_PROZESS_TRANSFER::abführen	YES
TRANSFER[Abführgut]	S3_PROZESS_TRANSFER	Abführgut	1	1	0ab57b7166de99db3a55	1	Ziehe den laufenden Flüssigkeitsposten ab	S3_PROZESS_TRANSFER::Abführgut	YES
TRANSFER[Abführpassage]	S3_PROZESS_TRANSFER	Abführpassage	1	1	f329f2051370174e9a38	1	Die zweite Öffnung	S3_PROZESS_TRANSFER::Abführpassage	YES
TRANSFER[Abführung]	S3_PROZESS_TRANSFER	Abführung	2	2	ba8142680851f24c9ff2|f2af6326898fb5b490a4	2	Den Rest hinausführen; Schluss || Hinausführen	S3_PROZESS_TRANSFER::Abführung	YES
TRANSFER[Absetzschluss]	S3_PROZESS_TRANSFER	Absetzschluss	1	1	7f68f60279efe6b28cd7	1	Führe die Waschung aus; Schluss	S3_PROZESS_TRANSFER::Absetzschluss	YES
TRANSFER[abziehen]	S3_PROZESS_TRANSFER	abziehen	2	1	04a3877f0fc81b7597c9	1	Ziehe es ab und beende den Schritt	S3_PROZESS_TRANSFER::abziehen	YES
TRANSFER[Abzug]	S3_PROZESS_TRANSFER	Abzug	1	1	2b7fa918d1b2f5c656e3	1	Schließe den unteren Ablauf	S3_PROZESS_TRANSFER::Abzug	YES
TRANSFER[Anteilstransfer]	S3_PROZESS_TRANSFER	Anteilstransfer	1	1	d784b2abcaf1a3703de2	1	Eine Portion umsetzen	S3_PROZESS_TRANSFER::Anteilstransfer	YES
TRANSFER[Auffanggefäß]	S3_PROZESS_TRANSFER	Auffanggefäß	1	1	b38d70daefd663d74625	1	Stelle das Empfangsgefäß bereit	S3_PROZESS_TRANSFER::Auffanggefäß	YES
TRANSFER[Auslass]	S3_PROZESS_TRANSFER	Auslass	1	1	5eff216ba51fbfb21f22	1	Die erste Öffnung	S3_PROZESS_TRANSFER::Auslass	YES
TRANSFER[Auswringen]	S3_PROZESS_TRANSFER	Auswringen	1	1	bdad9f9ea8b80f141496	1	Auswringen	S3_PROZESS_TRANSFER::Auswringen	YES
TRANSFER[Auszugnahme]	S3_PROZESS_TRANSFER	Auszugnahme	1	1	807591efc3d3f7ddbfab	1	Auszug daraus entnehmen	S3_PROZESS_TRANSFER::Auszugnahme	YES
TRANSFER[Beckenlauf]	S3_PROZESS_TRANSFER	Beckenlauf	1	1	22fb87a5a83e5c3fb510	1	Beckenwasser	S3_PROZESS_TRANSFER::Beckenlauf	YES
TRANSFER[durchlassen]	S3_PROZESS_TRANSFER	durchlassen	3	1	d68bc8de3bcee09db23c	1	Seihen; Schluss	S3_PROZESS_TRANSFER::durchlassen	YES
TRANSFER[durchleiten]	S3_PROZESS_TRANSFER	durchleiten	4	1	2cc8bb3c2af19607888f	2	Durch den Durchlass führen || Führe den Posten durch den Durchlass	S3_PROZESS_TRANSFER::durchleiten	YES
TRANSFER[Einsatzabsetzen]	S3_PROZESS_TRANSFER	Einsatzabsetzen	1	1	db167f8e9b53eefb58f8	1	Zum Absetzen stellen; Schluss	S3_PROZESS_TRANSFER::Einsatzabsetzen	YES
TRANSFER[Folgeabsetzen]	S3_PROZESS_TRANSFER	Folgeabsetzen	1	1	daa1347f456415fe8737	1	Mit Vorigem absetzen; Schluss	S3_PROZESS_TRANSFER::Folgeabsetzen	YES
TRANSFER[Folgetransfer]	S3_PROZESS_TRANSFER	Folgetransfer	2	1	4de12cf322dfb76ded1e	1	Folgeumsetzung; Schluss	S3_PROZESS_TRANSFER::Folgetransfer	YES
TRANSFER[Klarabzug]	S3_PROZESS_TRANSFER	Klarabzug	1	1	5fca8fc3dee57e1d8c1f	1	Benetzte Stelle	S3_PROZESS_TRANSFER::Klarabzug	YES
TRANSFER[Klarauszug]	S3_PROZESS_TRANSFER	Klarauszug	4	1	b5df9126607030b95175	1	Klarauszug	S3_PROZESS_TRANSFER::Klarauszug	YES
TRANSFER[Kurzabsetzung]	S3_PROZESS_TRANSFER	Kurzabsetzung	12	1	bc4f1f5c006c74a4d26d	1	Absetzen; Schluss	S3_PROZESS_TRANSFER::Kurzabsetzung	YES
TRANSFER[Kurzabzugsschluss]	S3_PROZESS_TRANSFER	Kurzabzugsschluss	1	1	b958a512ca6a3559e86e	1	Zweite Waschung; Schluss	S3_PROZESS_TRANSFER::Kurzabzugsschluss	YES
TRANSFER[Kurzdurchgang]	S3_PROZESS_TRANSFER	Kurzdurchgang	1	1	ecce30bc8dcc400bf2c8	1	Über der örtlich bezeichneten Stelle	S3_PROZESS_TRANSFER::Kurzdurchgang	YES
TRANSFER[Kurzpassage]	S3_PROZESS_TRANSFER	Kurzpassage	1	1	c1913ec4ff84148da6d3	1	Über der örtlich bezeichneten Stelle	S3_PROZESS_TRANSFER::Kurzpassage	YES
TRANSFER[Kurzsammlung]	S3_PROZESS_TRANSFER	Kurzsammlung	1	1	42cdc187d5b9ffc60063	1	Kurz auffangen	S3_PROZESS_TRANSFER::Kurzsammlung	YES
TRANSFER[Langabsetzen]	S3_PROZESS_TRANSFER	Langabsetzen	1	1	03626ca94cb17800d767	1	Länger absetzen; Schluss	S3_PROZESS_TRANSFER::Langabsetzen	YES
TRANSFER[Langsammlung]	S3_PROZESS_TRANSFER	Langsammlung	4	2	1bfd786e6b8b63734a59|3b70942557b3a40e8030	2	Länger auffangen || Länger auffangen; Schluss	S3_PROZESS_TRANSFER::Langsammlung	YES
TRANSFER[Laufschluss]	S3_PROZESS_TRANSFER	Laufschluss	1	1	8aedd154964a78e555d6	1	Wasserlauf schließen; Schluss	S3_PROZESS_TRANSFER::Laufschluss	YES
TRANSFER[Nachseihen]	S3_PROZESS_TRANSFER	Nachseihen	1	1	deb377381ceaf55ea310	1	Nachseihen	S3_PROZESS_TRANSFER::Nachseihen	YES
TRANSFER[Nachtransfer]	S3_PROZESS_TRANSFER	Nachtransfer	1	1	601b77449028deed39de	1	Folgeumsetzung; Schluss	S3_PROZESS_TRANSFER::Nachtransfer	YES
TRANSFER[Postentransfer]	S3_PROZESS_TRANSFER	Postentransfer	1	1	5e8441397e7c0faf042b	1	Den laufenden Posten zuführen oder umsetzen	S3_PROZESS_TRANSFER::Postentransfer	YES
TRANSFER[Quellabführung]	S3_PROZESS_TRANSFER	Quellabführung	1	1	0f15effeca7ab10bb026	1	Aus der Quelle hinausführen	S3_PROZESS_TRANSFER::Quellabführung	YES
TRANSFER[Quellabzug]	S3_PROZESS_TRANSFER	Quellabzug	1	1	29e0eb222ef2fb99523a	1	Schließe den unteren Ablauf	S3_PROZESS_TRANSFER::Quellabzug	YES
TRANSFER[Quellausguss]	S3_PROZESS_TRANSFER	Quellausguss	1	1	883a6708116c342cb10b	1	Warmausguss	S3_PROZESS_TRANSFER::Quellausguss	YES
TRANSFER[Quelltransfer]	S3_PROZESS_TRANSFER	Quelltransfer	1	1	342c3f0777337648f4b3	1	Richte die bezeichnete Beckenstation ein	S3_PROZESS_TRANSFER::Quelltransfer	YES
TRANSFER[Rücknahmeschluss]	S3_PROZESS_TRANSFER	Rücknahmeschluss	2	2	2e2027b1951d79911e24|97cc9ac109148723c472	2	Abkühlen; Schluss || Kühl; Schluss	S3_PROZESS_TRANSFER::Rücknahmeschluss	YES
TRANSFER[Rücktransfer]	S3_PROZESS_TRANSFER	Rücktransfer	2	1	07913ef9b1fb773cd325	1	Ansatz umsetzen; Schluss	S3_PROZESS_TRANSFER::Rücktransfer	YES
TRANSFER[Sollabsetzung]	S3_PROZESS_TRANSFER	Sollabsetzung	1	1	d72f71baff01cd0a0406	1	Bis zum Absetzstand warten	S3_PROZESS_TRANSFER::Sollabsetzung	YES
TRANSFER[Sollsammlung]	S3_PROZESS_TRANSFER	Sollsammlung	1	1	2d2e37ccb2dacc53ee5a	1	Seihtuch	S3_PROZESS_TRANSFER::Sollsammlung	YES
TRANSFER[Standzeit]	S3_PROZESS_TRANSFER	Standzeit	1	1	a8af08e69edab8e54f15	1	Standzeit einhalten	S3_PROZESS_TRANSFER::Standzeit	YES
TRANSFER[Transfer]	S3_PROZESS_TRANSFER	Transfer	1	1	d225b7a7b95da7aee437	1	Umsetzung abschließen	S3_PROZESS_TRANSFER::Transfer	YES
TRANSFER[Trennabzug]	S3_PROZESS_TRANSFER	Trennabzug	1	1	c1db6b0a28d5cbb5d3d2	1	Klar seihen; Schluss	S3_PROZESS_TRANSFER::Trennabzug	YES
TRANSFER[Umsetzen]	S3_PROZESS_TRANSFER	Umsetzen	11	1	6f7ff8287eddf4da9fdb	1	Den laufenden Posten umsetzen oder durcharbeiten	S3_PROZESS_TRANSFER::Umsetzen	YES
TRANSFER[Umsetzschluss]	S3_PROZESS_TRANSFER	Umsetzschluss	1	1	54e32e9c1414b20640e9	1	Unter besonderer Bedingung umsetzen; Schluss	S3_PROZESS_TRANSFER::Umsetzschluss	YES
TRANSFER[Vorabsetzschluss]	S3_PROZESS_TRANSFER	Vorabsetzschluss	1	1	cbb42a4fe68068325d6b	1	Frischwasser zugeben; Schluss	S3_PROZESS_TRANSFER::Vorabsetzschluss	YES
TRANSFER[Vorbereitungstransfer]	S3_PROZESS_TRANSFER	Vorbereitungstransfer	1	1	348e81ba084c5acdb32b	1	Streiche den Posten auf	S3_PROZESS_TRANSFER::Vorbereitungstransfer	YES
TRANSFER[Waschgang]	S3_PROZESS_TRANSFER	Waschgang	3	2	2e7e89e0bd12b999c280|be0974b366c981dc1eef	2	Waschen; Schluss || Waschgang	S3_PROZESS_TRANSFER::Waschgang	YES
TRANSFER[Wasserzulauf]	S3_PROZESS_TRANSFER	Wasserzulauf	1	1	12efe866f335461823a6	1	Wasser zulaufen lassen	S3_PROZESS_TRANSFER::Wasserzulauf	YES
TRANSFER[Weiterabzug]	S3_PROZESS_TRANSFER	Weiterabzug	1	1	8c97dfde96fbc78e3355	1	Warm	S3_PROZESS_TRANSFER::Weiterabzug	YES
TRANSFER[Zielabführung]	S3_PROZESS_TRANSFER	Zielabführung	1	1	433713294b25b0a12f66	1	Auslassstelle	S3_PROZESS_TRANSFER::Zielabführung	YES
TRANSFER[Zielabsetzung]	S3_PROZESS_TRANSFER	Zielabsetzung	2	1	abb23e5e6936b4147f76	1	Absetzstelle	S3_PROZESS_TRANSFER::Zielabsetzung	YES
TRANSFER[Zielkurzpassage]	S3_PROZESS_TRANSFER	Zielkurzpassage	1	1	4eab1841ed655c20a348	1	Eine mäßige Menge	S3_PROZESS_TRANSFER::Zielkurzpassage	YES
TRANSFER[Zielpassage]	S3_PROZESS_TRANSFER	Zielpassage	1	1	21ed2873b71e57269c08	1	Für die angegebene Dauer	S3_PROZESS_TRANSFER::Zielpassage	YES
TRANSFER[Zieltransfer]	S3_PROZESS_TRANSFER	Zieltransfer	2	2	00d8ebe3c68294eeac39|2bc2ed2630dbdaaa6b59	2	An der Stelle umsetzen || Lokal umsetzen; Schluss	S3_PROZESS_TRANSFER::Zieltransfer	YES
TRANSFER[Zielzuführung]	S3_PROZESS_TRANSFER	Zielzuführung	1	1	ba540da978ea132f6da5	1	Einfüllstelle	S3_PROZESS_TRANSFER::Zielzuführung	YES
TRANSFER[Zuführung]	S3_PROZESS_TRANSFER	Zuführung	1	1	65df3cd9e59060042d47	1	Hineinführen; Schluss	S3_PROZESS_TRANSFER::Zuführung	YES
TRANSFER[überführen]	S3_PROZESS_TRANSFER	überführen	4	1	259b2b3b0bf859882e2c	1	Arbeitsbewegung abschließen	S3_PROZESS_TRANSFER::überführen	YES
ZUSTAND[Kurzbearbeitung]	S4_DAUER_ZUSTAND	Kurzbearbeitung	1	1	43eb9aa12959b4d5cdc9	1	Roh	S4_DAUER_ZUSTAND::Kurzbearbeitung	YES
ZUSTAND[Kurzhalt]	S4_DAUER_ZUSTAND	Kurzhalt	1	1	74c76d589d44120f647b	1	Reibe die bezeichnete Stelle ein	S4_DAUER_ZUSTAND::Kurzhalt	YES
ZUSTAND[Kurzkontakt]	S4_DAUER_ZUSTAND	Kurzkontakt	10	2	08bd5ca0c2ad137a056d|7db18b2f0fb7ed0fcfd3	2	Kurz ansetzen || Kurz ansetzen; Schluss	S4_DAUER_ZUSTAND::Kurzkontakt	YES
ZUSTAND[Kurzvorbereitung]	S4_DAUER_ZUSTAND	Kurzvorbereitung	3	2	6b89d6dd70635bc60fe0|cb57b696b815fdef9cb7	2	Kurz bereithalten || Temperiert	S4_DAUER_ZUSTAND::Kurzvorbereitung	YES
ZUSTAND[Kurzwärme]	S4_DAUER_ZUSTAND	Kurzwärme	3	1	d904bf7b044dd3922781	1	Kurz wärmen	S4_DAUER_ZUSTAND::Kurzwärme	YES
ZUSTAND[Langhalt]	S4_DAUER_ZUSTAND	Langhalt	1	1	92e43836d82f98bf02d3	1	Die erste Öffnung	S4_DAUER_ZUSTAND::Langhalt	YES
ZUSTAND[Langkontakt]	S4_DAUER_ZUSTAND	Langkontakt	17	2	0275fbf14e07935b0a45|7d25241b0e56c836372a	2	Länger ansetzen || Länger ansetzen; Schluss	S4_DAUER_ZUSTAND::Langkontakt	YES
ZUSTAND[Langwärme]	S4_DAUER_ZUSTAND	Langwärme	2	1	2c1a5fd92b9e3c762242	1	Länger wärmen	S4_DAUER_ZUSTAND::Langwärme	YES
ZUSTAND[Langwärmen]	S4_DAUER_ZUSTAND	Langwärmen	2	2	a84fbe3ad380df345b97|f0db6d30cd34f4cb2a4d	2	Länger wärmen || Länger wärmen; Schluss	S4_DAUER_ZUSTAND::Langwärmen	YES
ZUSTAND[Zielkurzhalt]	S4_DAUER_ZUSTAND	Zielkurzhalt	1	1	98bdc4244c84cbef3321	1	Warmwasser einlassen	S4_DAUER_ZUSTAND::Zielkurzhalt	YES
ZUSTAND[Ziellanghalt]	S4_DAUER_ZUSTAND	Ziellanghalt	1	1	93f69c38fdedee1598e9	1	Länger an der Stelle halten	S4_DAUER_ZUSTAND::Ziellanghalt	YES
ZIEL[Einsetzen]	S5_ZIEL_ANWENDUNG	Einsetzen	13	2	276a7c2d74d1143446f4|9ad66e67803a12e745de	1	Posten ansetzen	S5_ZIEL_ANWENDUNG::Einsetzen	YES
ZIEL[Endziel]	S5_ZIEL_ANWENDUNG	Endziel	1	1	97ddca78c9ebcc956d04	1	Bezeichnete Stelle	S5_ZIEL_ANWENDUNG::Endziel	YES
ZIEL[Folgeziel]	S5_ZIEL_ANWENDUNG	Folgeziel	3	1	90bcf0a9ec0ef56399e6	1	Folgestelle	S5_ZIEL_ANWENDUNG::Folgeziel	YES
ZIEL[Fortsetzungseinsatz]	S5_ZIEL_ANWENDUNG	Fortsetzungseinsatz	1	1	322281bd391aa621f568	1	Fortsetzung einsetzen	S5_ZIEL_ANWENDUNG::Fortsetzungseinsatz	YES
ZIEL[Gebrauchen]	S5_ZIEL_ANWENDUNG	Gebrauchen	1	1	61a075bc54793c1c781f	1	Gebrauche ihn bei trockenem Husten	S5_ZIEL_ANWENDUNG::Gebrauchen	YES
ZIEL[Laufeinsatz]	S5_ZIEL_ANWENDUNG	Laufeinsatz	1	1	7d2404c835b10a2c06af	1	Wasser in Gang setzen	S5_ZIEL_ANWENDUNG::Laufeinsatz	YES
ZIEL[Neueinsatz]	S5_ZIEL_ANWENDUNG	Neueinsatz	3	1	87411f84689b4f93a303	1	Ansatz umsetzen; Schluss	S5_ZIEL_ANWENDUNG::Neueinsatz	YES
