copy_id	unit_id	page	scribe_profile	group_count	source_surface_sequence	rendered_surface_sequence	atom_sequence	fixed_generated_prose_de	surface_changes	profile_matches	semantic_readback_changed	status
H2-S003::S2_Q_CELL_SCRIBE	H2-S003	f10r	S2_Q_CELL_SCRIBE	7	oykchor shor chor chy kaiiin dy chodaiin	oykchor shor or chey kaiiin dy chodaiin	Y+KCH+OR | OR | OR | Y | IIN | Y | HO+AIIN	Bildbesitzer: diese Bildpflanze. Kartenfolge: aktuellen Ansatz bearbeiten; Ansatz; Ansatz; dieser Posten; Weichstufe; dieser Posten; Zutatenmaß. Der Pflanzenartikel setzt dabei voraus: der laufende Arbeitsansatz; das sichtbare oder gelernte Arbeitsgefäß.	2	0	NO	SAFE_ALLOGRAPHIC_RENDERING
H2-S003::S3_S_LINE_SCRIBE	H2-S003	f10r	S3_S_LINE_SCRIBE	7	oykchor shor chor chy kaiiin dy chodaiin	oykchor sor shor sy soiiin sy chodaiin	Y+KCH+OR | OR | OR | Y | IIN | Y | HO+AIIN	Bildbesitzer: diese Bildpflanze. Kartenfolge: aktuellen Ansatz bearbeiten; Ansatz; Ansatz; dieser Posten; Weichstufe; dieser Posten; Zutatenmaß. Der Pflanzenartikel setzt dabei voraus: der laufende Arbeitsansatz; das sichtbare oder gelernte Arbeitsgefäß.	5	5	NO	SAFE_ALLOGRAPHIC_RENDERING
H2-S003::S4_MIXED_COMPACT	H2-S003	f10r	S4_MIXED_COMPACT	7	oykchor shor chor chy kaiiin dy chodaiin	oykchor or or dy oiiin dy chodaiin	Y+KCH+OR | OR | OR | Y | IIN | Y | HO+AIIN	Bildbesitzer: diese Bildpflanze. Kartenfolge: aktuellen Ansatz bearbeiten; Ansatz; Ansatz; dieser Posten; Weichstufe; dieser Posten; Zutatenmaß. Der Pflanzenartikel setzt dabei voraus: der laufende Arbeitsansatz; das sichtbare oder gelernte Arbeitsgefäß.	4	6	NO	SAFE_ALLOGRAPHIC_RENDERING
H3-S001::S1_BARE_MASTER	H3-S001	f11r	S1_BARE_MASTER	7	tshol schoal cfhy shfydaiin cphy shey tchody	tshol schoal cfhy shfydaiin cphy cheey tchody	HO+L | HO+AL | CFH+Y | SH+AIIN | CPH+Y | CHEEY | HO+CLOSE	Bildbesitzer: diese Bildpflanze. Kartenfolge: Zutat entnehmen; Zutat an die Arbeitsstelle geben; aktuellen Posten auswringen; Standmaß; aktuellen Posten nachseihen; klarer Auszug; Eingangsposten beiseitestellen; Schluss. Der Pflanzenartikel setzt dabei voraus: die abgebildete Pflanze; der bild- oder exemplarbestimmte Blütenteil; das im Rezept vorgesehene Weinmedium; das Ergebnis des gerade geführten Auszugsgangs; der laufende Arbeitsansatz; das für den Durchgang vorgesehene Tuch.	1	5	NO	SAFE_ALLOGRAPHIC_RENDERING
H3-S001::S2_Q_CELL_SCRIBE	H3-S001	f11r	S2_Q_CELL_SCRIBE	7	tshol schoal cfhy shfydaiin cphy shey tchody	tshol schoal cfhy shfydaiin cphy cheey tchody	HO+L | HO+AL | CFH+Y | SH+AIIN | CPH+Y | CHEEY | HO+CLOSE	Bildbesitzer: diese Bildpflanze. Kartenfolge: Zutat entnehmen; Zutat an die Arbeitsstelle geben; aktuellen Posten auswringen; Standmaß; aktuellen Posten nachseihen; klarer Auszug; Eingangsposten beiseitestellen; Schluss. Der Pflanzenartikel setzt dabei voraus: die abgebildete Pflanze; der bild- oder exemplarbestimmte Blütenteil; das im Rezept vorgesehene Weinmedium; das Ergebnis des gerade geführten Auszugsgangs; der laufende Arbeitsansatz; das für den Durchgang vorgesehene Tuch.	1	0	NO	SAFE_ALLOGRAPHIC_RENDERING
H3-S001::S3_S_LINE_SCRIBE	H3-S001	f11r	S3_S_LINE_SCRIBE	7	tshol schoal cfhy shfydaiin cphy shey tchody	tshol schoal cfhy shfydaiin cphy shey tchody	HO+L | HO+AL | CFH+Y | SH+AIIN | CPH+Y | CHEEY | HO+CLOSE	Bildbesitzer: diese Bildpflanze. Kartenfolge: Zutat entnehmen; Zutat an die Arbeitsstelle geben; aktuellen Posten auswringen; Standmaß; aktuellen Posten nachseihen; klarer Auszug; Eingangsposten beiseitestellen; Schluss. Der Pflanzenartikel setzt dabei voraus: die abgebildete Pflanze; der bild- oder exemplarbestimmte Blütenteil; das im Rezept vorgesehene Weinmedium; das Ergebnis des gerade geführten Auszugsgangs; der laufende Arbeitsansatz; das für den Durchgang vorgesehene Tuch.	0	3	NO	SAFE_ALLOGRAPHIC_RENDERING
H3-S001::S4_MIXED_COMPACT	H3-S001	f11r	S4_MIXED_COMPACT	7	tshol schoal cfhy shfydaiin cphy shey tchody	tshol schoal cfhy shfydaiin cphy shey tchody	HO+L | HO+AL | CFH+Y | SH+AIIN | CPH+Y | CHEEY | HO+CLOSE	Bildbesitzer: diese Bildpflanze. Kartenfolge: Zutat entnehmen; Zutat an die Arbeitsstelle geben; aktuellen Posten auswringen; Standmaß; aktuellen Posten nachseihen; klarer Auszug; Eingangsposten beiseitestellen; Schluss. Der Pflanzenartikel setzt dabei voraus: die abgebildete Pflanze; der bild- oder exemplarbestimmte Blütenteil; das im Rezept vorgesehene Weinmedium; das Ergebnis des gerade geführten Auszugsgangs; der laufende Arbeitsansatz; das für den Durchgang vorgesehene Tuch.	0	0	NO	SAFE_ALLOGRAPHIC_RENDERING
H3-S002::S1_BARE_MASTER	H3-S002	f11r	S1_BARE_MASTER	1	shoyty	shoyty	HO+Y+TY	Bildbesitzer: diese Bildpflanze. Kartenfolge: Zutatenteil. Der Pflanzenartikel setzt dabei voraus: der bild- oder exemplarbestimmte Blütenteil; der abgeteilte Teil.	0	0	NO	SAFE_ALLOGRAPHIC_RENDERING
H3-S002::S2_Q_CELL_SCRIBE	H3-S002	f11r	S2_Q_CELL_SCRIBE	1	shoyty	shoyty	HO+Y+TY	Bildbesitzer: diese Bildpflanze. Kartenfolge: Zutatenteil. Der Pflanzenartikel setzt dabei voraus: der bild- oder exemplarbestimmte Blütenteil; der abgeteilte Teil.	0	0	NO	SAFE_ALLOGRAPHIC_RENDERING
H3-S002::S3_S_LINE_SCRIBE	H3-S002	f11r	S3_S_LINE_SCRIBE	1	shoyty	shoyty	HO+Y+TY	Bildbesitzer: diese Bildpflanze. Kartenfolge: Zutatenteil. Der Pflanzenartikel setzt dabei voraus: der bild- oder exemplarbestimmte Blütenteil; der abgeteilte Teil.	0	1	NO	SAFE_ALLOGRAPHIC_RENDERING
H3-S002::S4_MIXED_COMPACT	H3-S002	f11r	S4_MIXED_COMPACT	1	shoyty	shoyty	HO+Y+TY	Bildbesitzer: diese Bildpflanze. Kartenfolge: Zutatenteil. Der Pflanzenartikel setzt dabei voraus: der bild- oder exemplarbestimmte Blütenteil; der abgeteilte Teil.	0	0	NO	SAFE_ALLOGRAPHIC_RENDERING
H3-S003::S1_BARE_MASTER	H3-S003	f11r	S1_BARE_MASTER	5	dchol chy kchy dy daiin	dchol chy kchy y daiin	PREV+OL | Y | KCH+Y | Y | AIIN	Bildbesitzer: diese Bildpflanze. Kartenfolge: vorigen Posten fortsetzen; dieser Posten; diesen Posten bearbeiten; dieser Posten; Sollmaß. Der Pflanzenartikel setzt dabei voraus: das Ergebnis des gerade geführten Auszugsgangs; der abgeteilte Teil; das örtliche Sollmaß.	1	5	NO	SAFE_ALLOGRAPHIC_RENDERING
H3-S003::S2_Q_CELL_SCRIBE	H3-S003	f11r	S2_Q_CELL_SCRIBE	5	dchol chy kchy dy daiin	dchol chy kchy chey daiin	PREV+OL | Y | KCH+Y | Y | AIIN	Bildbesitzer: diese Bildpflanze. Kartenfolge: vorigen Posten fortsetzen; dieser Posten; diesen Posten bearbeiten; dieser Posten; Sollmaß. Der Pflanzenartikel setzt dabei voraus: das Ergebnis des gerade geführten Auszugsgangs; der abgeteilte Teil; das örtliche Sollmaß.	1	0	NO	SAFE_ALLOGRAPHIC_RENDERING
H3-S003::S3_S_LINE_SCRIBE	H3-S003	f11r	S3_S_LINE_SCRIBE	5	dchol chy kchy dy daiin	schol sy kchy sy saiin	PREV+OL | Y | KCH+Y | Y | AIIN	Bildbesitzer: diese Bildpflanze. Kartenfolge: vorigen Posten fortsetzen; dieser Posten; diesen Posten bearbeiten; dieser Posten; Sollmaß. Der Pflanzenartikel setzt dabei voraus: das Ergebnis des gerade geführten Auszugsgangs; der abgeteilte Teil; das örtliche Sollmaß.	4	4	NO	SAFE_ALLOGRAPHIC_RENDERING
H3-S003::S4_MIXED_COMPACT	H3-S003	f11r	S4_MIXED_COMPACT	5	dchol chy kchy dy daiin	dchol dy kchy dy aiin	PREV+OL | Y | KCH+Y | Y | AIIN	Bildbesitzer: diese Bildpflanze. Kartenfolge: vorigen Posten fortsetzen; dieser Posten; diesen Posten bearbeiten; dieser Posten; Sollmaß. Der Pflanzenartikel setzt dabei voraus: das Ergebnis des gerade geführten Auszugsgangs; der abgeteilte Teil; das örtliche Sollmaß.	2	4	NO	SAFE_ALLOGRAPHIC_RENDERING
H3-S004::S1_BARE_MASTER	H3-S004	f11r	S1_BARE_MASTER	4	qotchy okchol cthy dy	otchey okchol checthy y	OT+Y | OK+OL | CTH+Y | Y	Bildbesitzer: diese Bildpflanze. Kartenfolge: anschließender Arbeitsposten; weiterlaufenden Posten aufnehmen; bereit; dieser Posten. Der Pflanzenartikel setzt dabei voraus: der bild- oder exemplarbestimmte Blütenteil; das im Rezept vorgesehene Öl.	3	4	NO	SAFE_ALLOGRAPHIC_RENDERING
H3-S004::S2_Q_CELL_SCRIBE	H3-S004	f11r	S2_Q_CELL_SCRIBE	4	qotchy okchol cthy dy	qotchy qokol shcthy chey	OT+Y | OK+OL | CTH+Y | Y	Bildbesitzer: diese Bildpflanze. Kartenfolge: anschließender Arbeitsposten; weiterlaufenden Posten aufnehmen; bereit; dieser Posten. Der Pflanzenartikel setzt dabei voraus: der bild- oder exemplarbestimmte Blütenteil; das im Rezept vorgesehene Öl.	3	2	NO	SAFE_ALLOGRAPHIC_RENDERING
H3-S004::S3_S_LINE_SCRIBE	H3-S004	f11r	S3_S_LINE_SCRIBE	4	qotchy okchol cthy dy	qotchy qokol shcthy sy	OT+Y | OK+OL | CTH+Y | Y	Bildbesitzer: diese Bildpflanze. Kartenfolge: anschließender Arbeitsposten; weiterlaufenden Posten aufnehmen; bereit; dieser Posten. Der Pflanzenartikel setzt dabei voraus: der bild- oder exemplarbestimmte Blütenteil; das im Rezept vorgesehene Öl.	3	2	NO	SAFE_ALLOGRAPHIC_RENDERING
H3-S004::S4_MIXED_COMPACT	H3-S004	f11r	S4_MIXED_COMPACT	4	qotchy okchol cthy dy	otchey okchol cthy dy	OT+Y | OK+OL | CTH+Y | Y	Bildbesitzer: diese Bildpflanze. Kartenfolge: anschließender Arbeitsposten; weiterlaufenden Posten aufnehmen; bereit; dieser Posten. Der Pflanzenartikel setzt dabei voraus: der bild- oder exemplarbestimmte Blütenteil; das im Rezept vorgesehene Öl.	1	3	NO	SAFE_ALLOGRAPHIC_RENDERING
H4-S001::S1_BARE_MASTER	H4-S001	f55v	S1_BARE_MASTER	5	qokaiin chaiin ykain ykan ody	okaiin taiin ykain ykan ody	OK+AIIN | AIIN | Y+AIN | Y+AIN | ODY	Bildbesitzer: diese Bildpflanze. Kartenfolge: auf Sollmaß einstellen; Sollmaß; Postenportion; dieser Anteil; kühlen. Der Pflanzenartikel setzt dabei voraus: die abgebildete Pflanze; das im Rezept vorgesehene Weinmedium; das sichtbare oder gelernte Arbeitsgefäß; das örtliche Sollmaß.	2	5	NO	SAFE_ALLOGRAPHIC_RENDERING
H4-S001::S2_Q_CELL_SCRIBE	H4-S001	f55v	S2_Q_CELL_SCRIBE	5	qokaiin chaiin ykain ykan ody	qokaiin taiin ykan ykain ody	OK+AIIN | AIIN | Y+AIN | Y+AIN | ODY	Bildbesitzer: diese Bildpflanze. Kartenfolge: auf Sollmaß einstellen; Sollmaß; Postenportion; dieser Anteil; kühlen. Der Pflanzenartikel setzt dabei voraus: die abgebildete Pflanze; das im Rezept vorgesehene Weinmedium; das sichtbare oder gelernte Arbeitsgefäß; das örtliche Sollmaß.	3	1	NO	SAFE_ALLOGRAPHIC_RENDERING
H4-S001::S3_S_LINE_SCRIBE	H4-S001	f55v	S3_S_LINE_SCRIBE	5	qokaiin chaiin ykain ykan ody	qokaiin saiin ykain ykan ody	OK+AIIN | AIIN | Y+AIN | Y+AIN | ODY	Bildbesitzer: diese Bildpflanze. Kartenfolge: auf Sollmaß einstellen; Sollmaß; Postenportion; dieser Anteil; kühlen. Der Pflanzenartikel setzt dabei voraus: die abgebildete Pflanze; das im Rezept vorgesehene Weinmedium; das sichtbare oder gelernte Arbeitsgefäß; das örtliche Sollmaß.	1	1	NO	SAFE_ALLOGRAPHIC_RENDERING
H4-S001::S4_MIXED_COMPACT	H4-S001	f55v	S4_MIXED_COMPACT	5	qokaiin chaiin ykain ykan ody	okaiin daiin ykan ykain ody	OK+AIIN | AIIN | Y+AIN | Y+AIN | ODY	Bildbesitzer: diese Bildpflanze. Kartenfolge: auf Sollmaß einstellen; Sollmaß; Postenportion; dieser Anteil; kühlen. Der Pflanzenartikel setzt dabei voraus: die abgebildete Pflanze; das im Rezept vorgesehene Weinmedium; das sichtbare oder gelernte Arbeitsgefäß; das örtliche Sollmaß.	4	3	NO	SAFE_ALLOGRAPHIC_RENDERING
H4-S002::S1_BARE_MASTER	H4-S002	f55v	S1_BARE_MASTER	3	daiin chedy talam	daiin chedchy talam	AIIN | CHD+Y | AL+AM	Bildbesitzer: diese Bildpflanze. Kartenfolge: Sollmaß; laufenden Posten umsetzen; am Ziel verwahren. Der Pflanzenartikel setzt dabei voraus: das Ergebnis des gerade geführten Auszugsgangs; der laufende Arbeitsansatz; eine abgeteilte Portion.	1	3	NO	SAFE_ALLOGRAPHIC_RENDERING
H4-S002::S2_Q_CELL_SCRIBE	H4-S002	f55v	S2_Q_CELL_SCRIBE	3	daiin chedy talam	saiin chdy talam	AIIN | CHD+Y | AL+AM	Bildbesitzer: diese Bildpflanze. Kartenfolge: Sollmaß; laufenden Posten umsetzen; am Ziel verwahren. Der Pflanzenartikel setzt dabei voraus: das Ergebnis des gerade geführten Auszugsgangs; der laufende Arbeitsansatz; eine abgeteilte Portion.	2	0	NO	SAFE_ALLOGRAPHIC_RENDERING
H4-S002::S3_S_LINE_SCRIBE	H4-S002	f55v	S3_S_LINE_SCRIBE	3	daiin chedy talam	saiin chedy talam	AIIN | CHD+Y | AL+AM	Bildbesitzer: diese Bildpflanze. Kartenfolge: Sollmaß; laufenden Posten umsetzen; am Ziel verwahren. Der Pflanzenartikel setzt dabei voraus: das Ergebnis des gerade geführten Auszugsgangs; der laufende Arbeitsansatz; eine abgeteilte Portion.	1	1	NO	SAFE_ALLOGRAPHIC_RENDERING
