copy_id	unit_id	page	scribe_profile	group_position	source_group_id	atom_sequence	source_surface	selected_surface	selection_mode	surface_changed	atom_identity_preserved
H1-S001::S2_Q_CELL_SCRIBE	H1-S001	f10r	S2_Q_CELL_SCRIBE	10	E010	E+TY	etyd	etyd	REGISTERED_FALLBACK	NO	YES
H1-S001::S3_S_LINE_SCRIBE	H1-S001	f10r	S3_S_LINE_SCRIBE	1	E001	DCHE+Y	dchey	dchey	REGISTERED_FALLBACK	NO	YES
H1-S001::S3_S_LINE_SCRIBE	H1-S001	f10r	S3_S_LINE_SCRIBE	2	E002	CTH+OR	cthoor	cthoor	REGISTERED_FALLBACK	NO	YES
H1-S001::S3_S_LINE_SCRIBE	H1-S001	f10r	S3_S_LINE_SCRIBE	3	E003	AR	char	sar	PROFILE_MATCH	YES	YES
H1-S001::S3_S_LINE_SCRIBE	H1-S001	f10r	S3_S_LINE_SCRIBE	4	E004	PARTITION+TY	chty	chty	REGISTERED_FALLBACK	NO	YES
H1-S001::S3_S_LINE_SCRIBE	H1-S001	f10r	S3_S_LINE_SCRIBE	5	E005	OS	os	os	REGISTERED_FALLBACK	NO	YES
H1-S001::S3_S_LINE_SCRIBE	H1-S001	f10r	S3_S_LINE_SCRIBE	6	E006	AIR	chair	schedair	PROFILE_MATCH	YES	YES
H1-S001::S3_S_LINE_SCRIBE	H1-S001	f10r	S3_S_LINE_SCRIBE	7	E007	OT+TY+OL	otytchol	otytchol	REGISTERED_FALLBACK	NO	YES
H1-S001::S3_S_LINE_SCRIBE	H1-S001	f10r	S3_S_LINE_SCRIBE	8	E008	OK+Y	oky	qokchy	REGISTERED_FALLBACK	YES	YES
H1-S001::S3_S_LINE_SCRIBE	H1-S001	f10r	S3_S_LINE_SCRIBE	9	E009	AIIN	daiin	saiin	PROFILE_MATCH	YES	YES
H1-S001::S3_S_LINE_SCRIBE	H1-S001	f10r	S3_S_LINE_SCRIBE	10	E010	E+TY	etyd	etyd	REGISTERED_FALLBACK	NO	YES
H1-S001::S4_MIXED_COMPACT	H1-S001	f10r	S4_MIXED_COMPACT	1	E001	DCHE+Y	dchey	dchey	PROFILE_MATCH	NO	YES
H1-S001::S4_MIXED_COMPACT	H1-S001	f10r	S4_MIXED_COMPACT	2	E002	CTH+OR	cthoor	cthoor	REGISTERED_FALLBACK	NO	YES
H1-S001::S4_MIXED_COMPACT	H1-S001	f10r	S4_MIXED_COMPACT	3	E003	AR	char	dar	PROFILE_MATCH	YES	YES
H1-S001::S4_MIXED_COMPACT	H1-S001	f10r	S4_MIXED_COMPACT	4	E004	PARTITION+TY	chty	chety	REGISTERED_FALLBACK	YES	YES
H1-S001::S4_MIXED_COMPACT	H1-S001	f10r	S4_MIXED_COMPACT	5	E005	OS	os	os	PROFILE_MATCH	NO	YES
H1-S001::S4_MIXED_COMPACT	H1-S001	f10r	S4_MIXED_COMPACT	6	E006	AIR	chair	kair	REGISTERED_FALLBACK	YES	YES
H1-S001::S4_MIXED_COMPACT	H1-S001	f10r	S4_MIXED_COMPACT	7	E007	OT+TY+OL	otytchol	otytchol	PROFILE_MATCH	NO	YES
H1-S001::S4_MIXED_COMPACT	H1-S001	f10r	S4_MIXED_COMPACT	8	E008	OK+Y	oky	okchy	PROFILE_MATCH	YES	YES
H1-S001::S4_MIXED_COMPACT	H1-S001	f10r	S4_MIXED_COMPACT	9	E009	AIIN	daiin	aiin	PROFILE_MATCH	YES	YES
H1-S001::S4_MIXED_COMPACT	H1-S001	f10r	S4_MIXED_COMPACT	10	E010	E+TY	etyd	etyd	REGISTERED_FALLBACK	NO	YES
H1-S002::S1_BARE_MASTER	H1-S002	f10r	S1_BARE_MASTER	1	E011	OK+Y	qokchy	choky	PROFILE_MATCH	YES	YES
H1-S002::S1_BARE_MASTER	H1-S002	f10r	S1_BARE_MASTER	2	E012	OT+OL	qotchol	otol	PROFILE_MATCH	YES	YES
H1-S002::S1_BARE_MASTER	H1-S002	f10r	S1_BARE_MASTER	3	E013	OL	chol	chol	PROFILE_MATCH	NO	YES
H1-S002::S1_BARE_MASTER	H1-S002	f10r	S1_BARE_MASTER	4	E014	CTH+Y	cthy	cthy	PROFILE_MATCH	NO	YES
H1-S002::S2_Q_CELL_SCRIBE	H1-S002	f10r	S2_Q_CELL_SCRIBE	1	E011	OK+Y	qokchy	qoky	PROFILE_MATCH	YES	YES
H1-S002::S2_Q_CELL_SCRIBE	H1-S002	f10r	S2_Q_CELL_SCRIBE	2	E012	OT+OL	qotchol	qotchol	PROFILE_MATCH	NO	YES
H1-S002::S2_Q_CELL_SCRIBE	H1-S002	f10r	S2_Q_CELL_SCRIBE	3	E013	OL	chol	qol	PROFILE_MATCH	YES	YES
H1-S002::S2_Q_CELL_SCRIBE	H1-S002	f10r	S2_Q_CELL_SCRIBE	4	E014	CTH+Y	cthy	checthy	REGISTERED_FALLBACK	YES	YES
H1-S002::S3_S_LINE_SCRIBE	H1-S002	f10r	S3_S_LINE_SCRIBE	1	E011	OK+Y	qokchy	okchy	REGISTERED_FALLBACK	YES	YES
H1-S002::S3_S_LINE_SCRIBE	H1-S002	f10r	S3_S_LINE_SCRIBE	2	E012	OT+OL	qotchol	otol	REGISTERED_FALLBACK	YES	YES
H1-S002::S3_S_LINE_SCRIBE	H1-S002	f10r	S3_S_LINE_SCRIBE	3	E013	OL	chol	sol	PROFILE_MATCH	YES	YES
H1-S002::S3_S_LINE_SCRIBE	H1-S002	f10r	S3_S_LINE_SCRIBE	4	E014	CTH+Y	cthy	shcthy	PROFILE_MATCH	YES	YES
H1-S002::S4_MIXED_COMPACT	H1-S002	f10r	S4_MIXED_COMPACT	1	E011	OK+Y	qokchy	oky	PROFILE_MATCH	YES	YES
H1-S002::S4_MIXED_COMPACT	H1-S002	f10r	S4_MIXED_COMPACT	2	E012	OT+OL	qotchol	otol	PROFILE_MATCH	YES	YES
H1-S002::S4_MIXED_COMPACT	H1-S002	f10r	S4_MIXED_COMPACT	3	E013	OL	chol	ol	PROFILE_MATCH	YES	YES
H1-S002::S4_MIXED_COMPACT	H1-S002	f10r	S4_MIXED_COMPACT	4	E014	CTH+Y	cthy	shcthy	REGISTERED_FALLBACK	YES	YES
H2-S001::S1_BARE_MASTER	H2-S001	f10r	S1_BARE_MASTER	1	E015	Y+CHEO+OR	ycheor	ycheor	PROFILE_MATCH	NO	YES
H2-S001::S1_BARE_MASTER	H2-S001	f10r	S1_BARE_MASTER	2	E016	CTH+Y	cthy	cthy	PROFILE_MATCH	NO	YES
H2-S001::S1_BARE_MASTER	H2-S001	f10r	S1_BARE_MASTER	3	E017	OR	chor	chor	PROFILE_MATCH	NO	YES
H2-S001::S1_BARE_MASTER	H2-S001	f10r	S1_BARE_MASTER	4	E018	CTH+AIIN	cthaiin	cthaiin	PROFILE_MATCH	NO	YES
H2-S001::S1_BARE_MASTER	H2-S001	f10r	S1_BARE_MASTER	5	E019	CTH+OL+Y	qoctholy	qoctholy	REGISTERED_FALLBACK	NO	YES
H2-S001::S1_BARE_MASTER	H2-S001	f10r	S1_BARE_MASTER	6	E020	Y	dy	chy	PROFILE_MATCH	YES	YES
H2-S001::S1_BARE_MASTER	H2-S001	f10r	S1_BARE_MASTER	7	E021	Y	chy	chey	PROFILE_MATCH	YES	YES
H2-S001::S1_BARE_MASTER	H2-S001	f10r	S1_BARE_MASTER	8	E022	AIIN	taiin	aiin	PROFILE_MATCH	YES	YES
H2-S001::S1_BARE_MASTER	H2-S001	f10r	S1_BARE_MASTER	9	E023	Y	shy	dy	PROFILE_MATCH	YES	YES
H2-S001::S2_Q_CELL_SCRIBE	H2-S001	f10r	S2_Q_CELL_SCRIBE	1	E015	Y+CHEO+OR	ycheor	ycheor	REGISTERED_FALLBACK	NO	YES
H2-S001::S2_Q_CELL_SCRIBE	H2-S001	f10r	S2_Q_CELL_SCRIBE	2	E016	CTH+Y	cthy	cthy	REGISTERED_FALLBACK	NO	YES
H2-S001::S2_Q_CELL_SCRIBE	H2-S001	f10r	S2_Q_CELL_SCRIBE	3	E017	OR	chor	or	REGISTERED_FALLBACK	YES	YES
H2-S001::S2_Q_CELL_SCRIBE	H2-S001	f10r	S2_Q_CELL_SCRIBE	4	E018	CTH+AIIN	cthaiin	cthaiin	REGISTERED_FALLBACK	NO	YES
H2-S001::S2_Q_CELL_SCRIBE	H2-S001	f10r	S2_Q_CELL_SCRIBE	5	E019	CTH+OL+Y	qoctholy	qoctholy	PROFILE_MATCH	NO	YES
H2-S001::S2_Q_CELL_SCRIBE	H2-S001	f10r	S2_Q_CELL_SCRIBE	6	E020	Y	dy	dy	REGISTERED_FALLBACK	NO	YES
H2-S001::S2_Q_CELL_SCRIBE	H2-S001	f10r	S2_Q_CELL_SCRIBE	7	E021	Y	chy	sy	REGISTERED_FALLBACK	YES	YES
H2-S001::S2_Q_CELL_SCRIBE	H2-S001	f10r	S2_Q_CELL_SCRIBE	8	E022	AIIN	taiin	chaiin	REGISTERED_FALLBACK	YES	YES
H2-S001::S2_Q_CELL_SCRIBE	H2-S001	f10r	S2_Q_CELL_SCRIBE	9	E023	Y	shy	shy	REGISTERED_FALLBACK	NO	YES
H2-S001::S3_S_LINE_SCRIBE	H2-S001	f10r	S3_S_LINE_SCRIBE	1	E015	Y+CHEO+OR	ycheor	ycheor	REGISTERED_FALLBACK	NO	YES
H2-S001::S3_S_LINE_SCRIBE	H2-S001	f10r	S3_S_LINE_SCRIBE	2	E016	CTH+Y	cthy	shcthy	PROFILE_MATCH	YES	YES
H2-S001::S3_S_LINE_SCRIBE	H2-S001	f10r	S3_S_LINE_SCRIBE	3	E017	OR	chor	shor	PROFILE_MATCH	YES	YES
H2-S001::S3_S_LINE_SCRIBE	H2-S001	f10r	S3_S_LINE_SCRIBE	4	E018	CTH+AIIN	cthaiin	cthaiin	REGISTERED_FALLBACK	NO	YES
H2-S001::S3_S_LINE_SCRIBE	H2-S001	f10r	S3_S_LINE_SCRIBE	5	E019	CTH+OL+Y	qoctholy	qoctholy	REGISTERED_FALLBACK	NO	YES
H2-S001::S3_S_LINE_SCRIBE	H2-S001	f10r	S3_S_LINE_SCRIBE	6	E020	Y	dy	sy	PROFILE_MATCH	YES	YES
H2-S001::S3_S_LINE_SCRIBE	H2-S001	f10r	S3_S_LINE_SCRIBE	7	E021	Y	chy	shy	PROFILE_MATCH	YES	YES
H2-S001::S3_S_LINE_SCRIBE	H2-S001	f10r	S3_S_LINE_SCRIBE	8	E022	AIIN	taiin	saiin	PROFILE_MATCH	YES	YES
H2-S001::S3_S_LINE_SCRIBE	H2-S001	f10r	S3_S_LINE_SCRIBE	9	E023	Y	shy	shy	PROFILE_MATCH	NO	YES
H2-S001::S4_MIXED_COMPACT	H2-S001	f10r	S4_MIXED_COMPACT	1	E015	Y+CHEO+OR	ycheor	ycheor	REGISTERED_FALLBACK	NO	YES
H2-S001::S4_MIXED_COMPACT	H2-S001	f10r	S4_MIXED_COMPACT	2	E016	CTH+Y	cthy	checthy	REGISTERED_FALLBACK	YES	YES
H2-S001::S4_MIXED_COMPACT	H2-S001	f10r	S4_MIXED_COMPACT	3	E017	OR	chor	or	PROFILE_MATCH	YES	YES
H2-S001::S4_MIXED_COMPACT	H2-S001	f10r	S4_MIXED_COMPACT	4	E018	CTH+AIIN	cthaiin	cthaiin	REGISTERED_FALLBACK	NO	YES
H2-S001::S4_MIXED_COMPACT	H2-S001	f10r	S4_MIXED_COMPACT	5	E019	CTH+OL+Y	qoctholy	qoctholy	REGISTERED_FALLBACK	NO	YES
H2-S001::S4_MIXED_COMPACT	H2-S001	f10r	S4_MIXED_COMPACT	6	E020	Y	dy	dy	PROFILE_MATCH	NO	YES
H2-S001::S4_MIXED_COMPACT	H2-S001	f10r	S4_MIXED_COMPACT	7	E021	Y	chy	dy	PROFILE_MATCH	YES	YES
H2-S001::S4_MIXED_COMPACT	H2-S001	f10r	S4_MIXED_COMPACT	8	E022	AIIN	taiin	daiin	PROFILE_MATCH	YES	YES
H2-S001::S4_MIXED_COMPACT	H2-S001	f10r	S4_MIXED_COMPACT	9	E023	Y	shy	dy	PROFILE_MATCH	YES	YES
H2-S002::S1_BARE_MASTER	H2-S002	f10r	S1_BARE_MASTER	1	E024	OT+OR	qotchor	otchor	PROFILE_MATCH	YES	YES
H2-S002::S1_BARE_MASTER	H2-S002	f10r	S1_BARE_MASTER	2	E025	OR	chor	or	PROFILE_MATCH	YES	YES
H2-S002::S1_BARE_MASTER	H2-S002	f10r	S1_BARE_MASTER	3	E026	OT+OL	otol	otol	PROFILE_MATCH	NO	YES
H2-S002::S1_BARE_MASTER	H2-S002	f10r	S1_BARE_MASTER	4	E027	OL	chol	cheol	PROFILE_MATCH	YES	YES
H2-S002::S1_BARE_MASTER	H2-S002	f10r	S1_BARE_MASTER	5	E028	OL+OR	cholor	cholor	PROFILE_MATCH	NO	YES
H2-S002::S1_BARE_MASTER	H2-S002	f10r	S1_BARE_MASTER	6	E029	OL	chol	rol	PROFILE_MATCH	YES	YES
H2-S002::S1_BARE_MASTER	H2-S002	f10r	S1_BARE_MASTER	7	E030	AIIN	daiin	chaiin	PROFILE_MATCH	YES	YES
H2-S002::S1_BARE_MASTER	H2-S002	f10r	S1_BARE_MASTER	8	E031	AR	dar	dar	PROFILE_MATCH	NO	YES
H2-S002::S2_Q_CELL_SCRIBE	H2-S002	f10r	S2_Q_CELL_SCRIBE	1	E024	OT+OR	qotchor	qotchor	PROFILE_MATCH	NO	YES
H2-S002::S2_Q_CELL_SCRIBE	H2-S002	f10r	S2_Q_CELL_SCRIBE	2	E025	OR	chor	shor	REGISTERED_FALLBACK	YES	YES
H2-S002::S2_Q_CELL_SCRIBE	H2-S002	f10r	S2_Q_CELL_SCRIBE	3	E026	OT+OL	otol	qotchol	PROFILE_MATCH	YES	YES
H2-S002::S2_Q_CELL_SCRIBE	H2-S002	f10r	S2_Q_CELL_SCRIBE	4	E027	OL	chol	qolky	PROFILE_MATCH	YES	YES
H2-S002::S2_Q_CELL_SCRIBE	H2-S002	f10r	S2_Q_CELL_SCRIBE	5	E028	OL+OR	cholor	olor	REGISTERED_FALLBACK	YES	YES
H2-S002::S2_Q_CELL_SCRIBE	H2-S002	f10r	S2_Q_CELL_SCRIBE	6	E029	OL	chol	qolky	PROFILE_MATCH	YES	YES
H2-S002::S2_Q_CELL_SCRIBE	H2-S002	f10r	S2_Q_CELL_SCRIBE	7	E030	AIIN	daiin	taiin	REGISTERED_FALLBACK	YES	YES
H2-S002::S2_Q_CELL_SCRIBE	H2-S002	f10r	S2_Q_CELL_SCRIBE	8	E031	AR	dar	dar	REGISTERED_FALLBACK	NO	YES
H2-S002::S3_S_LINE_SCRIBE	H2-S002	f10r	S3_S_LINE_SCRIBE	1	E024	OT+OR	qotchor	qotchor	REGISTERED_FALLBACK	NO	YES
H2-S002::S3_S_LINE_SCRIBE	H2-S002	f10r	S3_S_LINE_SCRIBE	2	E025	OR	chor	sor	PROFILE_MATCH	YES	YES
H2-S002::S3_S_LINE_SCRIBE	H2-S002	f10r	S3_S_LINE_SCRIBE	3	E026	OT+OL	otol	qotchol	REGISTERED_FALLBACK	YES	YES
H2-S002::S3_S_LINE_SCRIBE	H2-S002	f10r	S3_S_LINE_SCRIBE	4	E027	OL	chol	sol	PROFILE_MATCH	YES	YES
H2-S002::S3_S_LINE_SCRIBE	H2-S002	f10r	S3_S_LINE_SCRIBE	5	E028	OL+OR	cholor	cholor	REGISTERED_FALLBACK	NO	YES
H2-S002::S3_S_LINE_SCRIBE	H2-S002	f10r	S3_S_LINE_SCRIBE	6	E029	OL	chol	sol	PROFILE_MATCH	YES	YES
H2-S002::S3_S_LINE_SCRIBE	H2-S002	f10r	S3_S_LINE_SCRIBE	7	E030	AIIN	daiin	saiin	PROFILE_MATCH	YES	YES
H2-S002::S3_S_LINE_SCRIBE	H2-S002	f10r	S3_S_LINE_SCRIBE	8	E031	AR	dar	sar	PROFILE_MATCH	YES	YES
H2-S002::S4_MIXED_COMPACT	H2-S002	f10r	S4_MIXED_COMPACT	1	E024	OT+OR	qotchor	otchor	PROFILE_MATCH	YES	YES
H2-S002::S4_MIXED_COMPACT	H2-S002	f10r	S4_MIXED_COMPACT	2	E025	OR	chor	or	PROFILE_MATCH	YES	YES
H2-S002::S4_MIXED_COMPACT	H2-S002	f10r	S4_MIXED_COMPACT	3	E026	OT+OL	otol	otol	PROFILE_MATCH	NO	YES
H2-S002::S4_MIXED_COMPACT	H2-S002	f10r	S4_MIXED_COMPACT	4	E027	OL	chol	ol	PROFILE_MATCH	YES	YES
H2-S002::S4_MIXED_COMPACT	H2-S002	f10r	S4_MIXED_COMPACT	5	E028	OL+OR	cholor	olor	PROFILE_MATCH	YES	YES
H2-S002::S4_MIXED_COMPACT	H2-S002	f10r	S4_MIXED_COMPACT	6	E029	OL	chol	ol	PROFILE_MATCH	YES	YES
H2-S002::S4_MIXED_COMPACT	H2-S002	f10r	S4_MIXED_COMPACT	7	E030	AIIN	daiin	aiin	PROFILE_MATCH	YES	YES
H2-S002::S4_MIXED_COMPACT	H2-S002	f10r	S4_MIXED_COMPACT	8	E031	AR	dar	dar	PROFILE_MATCH	NO	YES
H2-S003::S1_BARE_MASTER	H2-S003	f10r	S1_BARE_MASTER	1	E032	Y+KCH+OR	oykchor	oykchor	PROFILE_MATCH	NO	YES
H2-S003::S1_BARE_MASTER	H2-S003	f10r	S1_BARE_MASTER	2	E033	OR	shor	or	PROFILE_MATCH	YES	YES
H2-S003::S1_BARE_MASTER	H2-S003	f10r	S1_BARE_MASTER	3	E034	OR	chor	chor	PROFILE_MATCH	NO	YES
H2-S003::S1_BARE_MASTER	H2-S003	f10r	S1_BARE_MASTER	4	E035	Y	chy	y	PROFILE_MATCH	YES	YES
H2-S003::S1_BARE_MASTER	H2-S003	f10r	S1_BARE_MASTER	5	E036	IIN	kaiiin	kaiiin	PROFILE_MATCH	NO	YES
H2-S003::S1_BARE_MASTER	H2-S003	f10r	S1_BARE_MASTER	6	E037	Y	dy	chy	PROFILE_MATCH	YES	YES
H2-S003::S1_BARE_MASTER	H2-S003	f10r	S1_BARE_MASTER	7	E038	HO+AIIN	chodaiin	chodaiin	PROFILE_MATCH	NO	YES
H2-S003::S2_Q_CELL_SCRIBE	H2-S003	f10r	S2_Q_CELL_SCRIBE	1	E032	Y+KCH+OR	oykchor	oykchor	REGISTERED_FALLBACK	NO	YES
H2-S003::S2_Q_CELL_SCRIBE	H2-S003	f10r	S2_Q_CELL_SCRIBE	2	E033	OR	shor	shor	REGISTERED_FALLBACK	NO	YES
H2-S003::S2_Q_CELL_SCRIBE	H2-S003	f10r	S2_Q_CELL_SCRIBE	3	E034	OR	chor	or	REGISTERED_FALLBACK	YES	YES
H2-S003::S2_Q_CELL_SCRIBE	H2-S003	f10r	S2_Q_CELL_SCRIBE	4	E035	Y	chy	chey	REGISTERED_FALLBACK	YES	YES
H2-S003::S2_Q_CELL_SCRIBE	H2-S003	f10r	S2_Q_CELL_SCRIBE	5	E036	IIN	kaiiin	kaiiin	REGISTERED_FALLBACK	NO	YES
H2-S003::S2_Q_CELL_SCRIBE	H2-S003	f10r	S2_Q_CELL_SCRIBE	6	E037	Y	dy	dy	REGISTERED_FALLBACK	NO	YES
H2-S003::S2_Q_CELL_SCRIBE	H2-S003	f10r	S2_Q_CELL_SCRIBE	7	E038	HO+AIIN	chodaiin	chodaiin	REGISTERED_FALLBACK	NO	YES
H2-S003::S3_S_LINE_SCRIBE	H2-S003	f10r	S3_S_LINE_SCRIBE	1	E032	Y+KCH+OR	oykchor	oykchor	REGISTERED_FALLBACK	NO	YES
H2-S003::S3_S_LINE_SCRIBE	H2-S003	f10r	S3_S_LINE_SCRIBE	2	E033	OR	shor	sor	PROFILE_MATCH	YES	YES
H2-S003::S3_S_LINE_SCRIBE	H2-S003	f10r	S3_S_LINE_SCRIBE	3	E034	OR	chor	shor	PROFILE_MATCH	YES	YES
H2-S003::S3_S_LINE_SCRIBE	H2-S003	f10r	S3_S_LINE_SCRIBE	4	E035	Y	chy	sy	PROFILE_MATCH	YES	YES
H2-S003::S3_S_LINE_SCRIBE	H2-S003	f10r	S3_S_LINE_SCRIBE	5	E036	IIN	kaiiin	soiiin	PROFILE_MATCH	YES	YES
H2-S003::S3_S_LINE_SCRIBE	H2-S003	f10r	S3_S_LINE_SCRIBE	6	E037	Y	dy	sy	PROFILE_MATCH	YES	YES
H2-S003::S3_S_LINE_SCRIBE	H2-S003	f10r	S3_S_LINE_SCRIBE	7	E038	HO+AIIN	chodaiin	chodaiin	REGISTERED_FALLBACK	NO	YES
H2-S003::S4_MIXED_COMPACT	H2-S003	f10r	S4_MIXED_COMPACT	1	E032	Y+KCH+OR	oykchor	oykchor	PROFILE_MATCH	NO	YES
H2-S003::S4_MIXED_COMPACT	H2-S003	f10r	S4_MIXED_COMPACT	2	E033	OR	shor	or	PROFILE_MATCH	YES	YES
H2-S003::S4_MIXED_COMPACT	H2-S003	f10r	S4_MIXED_COMPACT	3	E034	OR	chor	or	PROFILE_MATCH	YES	YES
H2-S003::S4_MIXED_COMPACT	H2-S003	f10r	S4_MIXED_COMPACT	4	E035	Y	chy	dy	PROFILE_MATCH	YES	YES
H2-S003::S4_MIXED_COMPACT	H2-S003	f10r	S4_MIXED_COMPACT	5	E036	IIN	kaiiin	oiiin	PROFILE_MATCH	YES	YES
H2-S003::S4_MIXED_COMPACT	H2-S003	f10r	S4_MIXED_COMPACT	6	E037	Y	dy	dy	PROFILE_MATCH	NO	YES
H2-S003::S4_MIXED_COMPACT	H2-S003	f10r	S4_MIXED_COMPACT	7	E038	HO+AIIN	chodaiin	chodaiin	REGISTERED_FALLBACK	NO	YES
H3-S001::S1_BARE_MASTER	H3-S001	f11r	S1_BARE_MASTER	1	E039	HO+L	tshol	tshol	PROFILE_MATCH	NO	YES
H3-S001::S1_BARE_MASTER	H3-S001	f11r	S1_BARE_MASTER	2	E040	HO+AL	schoal	schoal	REGISTERED_FALLBACK	NO	YES
H3-S001::S1_BARE_MASTER	H3-S001	f11r	S1_BARE_MASTER	3	E041	CFH+Y	cfhy	cfhy	PROFILE_MATCH	NO	YES
H3-S001::S1_BARE_MASTER	H3-S001	f11r	S1_BARE_MASTER	4	E042	SH+AIIN	shfydaiin	shfydaiin	REGISTERED_FALLBACK	NO	YES
H3-S001::S1_BARE_MASTER	H3-S001	f11r	S1_BARE_MASTER	5	E043	CPH+Y	cphy	cphy	PROFILE_MATCH	NO	YES
H3-S001::S1_BARE_MASTER	H3-S001	f11r	S1_BARE_MASTER	6	E044	CHEEY	shey	cheey	PROFILE_MATCH	YES	YES
H3-S001::S1_BARE_MASTER	H3-S001	f11r	S1_BARE_MASTER	7	E045	HO+CLOSE	tchody	tchody	PROFILE_MATCH	NO	YES
H3-S001::S2_Q_CELL_SCRIBE	H3-S001	f11r	S2_Q_CELL_SCRIBE	1	E039	HO+L	tshol	tshol	REGISTERED_FALLBACK	NO	YES
H3-S001::S2_Q_CELL_SCRIBE	H3-S001	f11r	S2_Q_CELL_SCRIBE	2	E040	HO+AL	schoal	schoal	REGISTERED_FALLBACK	NO	YES
H3-S001::S2_Q_CELL_SCRIBE	H3-S001	f11r	S2_Q_CELL_SCRIBE	3	E041	CFH+Y	cfhy	cfhy	REGISTERED_FALLBACK	NO	YES
H3-S001::S2_Q_CELL_SCRIBE	H3-S001	f11r	S2_Q_CELL_SCRIBE	4	E042	SH+AIIN	shfydaiin	shfydaiin	REGISTERED_FALLBACK	NO	YES
H3-S001::S2_Q_CELL_SCRIBE	H3-S001	f11r	S2_Q_CELL_SCRIBE	5	E043	CPH+Y	cphy	cphy	REGISTERED_FALLBACK	NO	YES
H3-S001::S2_Q_CELL_SCRIBE	H3-S001	f11r	S2_Q_CELL_SCRIBE	6	E044	CHEEY	shey	cheey	REGISTERED_FALLBACK	YES	YES
H3-S001::S2_Q_CELL_SCRIBE	H3-S001	f11r	S2_Q_CELL_SCRIBE	7	E045	HO+CLOSE	tchody	tchody	REGISTERED_FALLBACK	NO	YES
H3-S001::S3_S_LINE_SCRIBE	H3-S001	f11r	S3_S_LINE_SCRIBE	1	E039	HO+L	tshol	tshol	REGISTERED_FALLBACK	NO	YES
H3-S001::S3_S_LINE_SCRIBE	H3-S001	f11r	S3_S_LINE_SCRIBE	2	E040	HO+AL	schoal	schoal	PROFILE_MATCH	NO	YES
H3-S001::S3_S_LINE_SCRIBE	H3-S001	f11r	S3_S_LINE_SCRIBE	3	E041	CFH+Y	cfhy	cfhy	REGISTERED_FALLBACK	NO	YES
