event_id	page	hand	record	statement_id	locus	group_index	field_ordinal	within_field_position	line_first	prev_dy	dy_closure	observed_wrapper	exact_card_id	surface	component_recipe	working_reading_de	observed_length_class	selection_rule	predicted_length_class	selection_correct
E167	f82r	HAND_2	B2	B2-S001	f82r.2	1	1	ONLY	1	0	1	d	PROC076	dchedy	CHD+DY	UMSETZEN · SCHLUSS	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E168	f82r	HAND_2	B2	B2-S002	f82r.2	2	2	ONLY	0	1	1	q	PROC079	qolchedy	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E174	f82r	HAND_2	B2	B2-S004	f82r.2	8	4	LAST	0	0	0	NONE	PROC102	lched	L+CHD	LEITEN · UMSETZEN	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E210	f82r	HAND_2	B2	B2-S013	f82r.23	8	2	ONLY	0	1	1	NONE	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E215	f82r	HAND_2	B2	B2-S016	f82r.26	4	2	MIDDLE	0	0	0	NONE	PROC123	lchedar	L+CHD+AR	LEITEN · UMSETZEN · QUELLE	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E221	f82r	HAND_2	B2	B2-S016	f82r.27	1	1	ONLY	1	0	1	NONE	PROC125	pchedy	P+CHD+DY	FUELLEN · UMSETZEN · SCHLUSS	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E228	f82r	HAND_2	B2	B2-S022	f82r.27	8	7	ONLY	0	1	1	NONE	PROC130	lochedy	L+O+CHD+DY	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E235	f83r	HAND_2	B3	B3-S003	f83r.3	7	3	LAST	0	0	1	NONE	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E239	f83r	HAND_2	B3	B3-S005	f83r.6	1	1	ONLY	1	0	1	s	PROC076	schedy	CHD+DY	UMSETZEN · SCHLUSS	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E240	f83r	HAND_2	B3	B3-S006	f83r.6	2	2	FIRST	0	1	0	che	PROC133	chedchy	CHD+Y	UMSETZEN · DIES	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E242	f83r	HAND_2	B3	B3-S006	f83r.6	4	2	LAST	0	0	1	NONE	PROC079	olchedy	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E244	f83r	HAND_2	B3	B3-S007	f83r.6	6	3	MIDDLE	0	0	0	che	PROC042	chedy	CHD+Y	UMSETZEN · DIES	LONG_CHED	PROC042_WRAPPER_CH_SHORT_CHE_LONG	LONG_CHED	YES
E246	f83r	HAND_2	B3	B3-S008	f83r.6	8	4	ONLY	0	1	1	NONE	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E248	f83r	HAND_2	B3	B3-S010	f83r.8	1	1	FIRST	1	0	0	NONE	PROC134	pchedal	P+CHD+AL	FUELLEN · UMSETZEN · ZIELSTELLE	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E250	f83r	HAND_2	B3	B3-S011	f83r.8	3	2	FIRST	0	1	0	sh	PROC136	shecthedchy	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES	COMPLEX_INTERLEAVED	COPY_COMPLEX_CARD_MODEL	COMPLEX_INTERLEAVED	YES
E252	f83r	HAND_2	B3	B3-S011	f83r.8	5	2	MIDDLE	0	0	0	che	PROC042	chedy	CHD+Y	UMSETZEN · DIES	LONG_CHED	PROC042_WRAPPER_CH_SHORT_CHE_LONG	LONG_CHED	YES
E262	f83r	HAND_2	B3	B3-S015	f83r.11	9	4	ONLY	0	1	1	NONE	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E264	f83r	HAND_2	B3	B3-S016	f83r.14	1	1	ONLY	1	0	1	q	PROC091	qokchedy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E269	f83r	HAND_2	B3	B3-S020	f83r.14	6	5	LAST	0	0	1	NONE	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E280	f83r	HAND_2	B3	B3-S021	f83r.15	7	1	LAST	0	0	1	d	PROC144	dalchdy	AL+CHD+DY	ZIELSTELLE · UMSETZEN · SCHLUSS	SHORT_CHD	SIX_CARD_SHORT_STRIP	SHORT_CHD	YES
E281	f83r	HAND_2	B3	B3-S022	f83r.15	8	2	ONLY	0	1	1	q	PROC145	qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E282	f83r	HAND_2	B3	B3-S023	f83r.15	9	3	ONLY	0	1	1	NONE	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E283	f83r	HAND_2	B3	B3-S024	f83r.16	1	1	ONLY	1	0	1	t	PROC076	tchedy	CHD+DY	UMSETZEN · SCHLUSS	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E284	f83r	HAND_2	B3	B3-S025	f83r.16	2	2	ONLY	0	1	1	q	PROC082	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	SHORT_CHD	SIX_CARD_SHORT_STRIP	SHORT_CHD	YES
E287	f83r	HAND_2	B3	B3-S026	f83r.16	5	3	MIDDLE	0	0	0	che	PROC042	chedy	CHD+Y	UMSETZEN · DIES	LONG_CHED	PROC042_WRAPPER_CH_SHORT_CHE_LONG	LONG_CHED	YES
E300	f83r	HAND_2	B3	B3-S030	f83r.22	1	1	FIRST	1	0	0	s	PROC150	schedair	CHD+AIR	UMSETZEN · WASSER	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E301	f83r	HAND_2	B3	B3-S030	f83r.22	2	1	LAST	0	0	1	NONE	PROC145	otchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E303	f83r	HAND_2	B3	B3-S032	f83r.22	4	3	FIRST	0	1	0	che	PROC151	chedain	CHD+AIN	UMSETZEN · PORTION	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E304	f83r	HAND_2	B3	B3-S032	f83r.22	5	3	MIDDLE	0	0	0	che	PROC042	chedy	CHD+Y	UMSETZEN · DIES	LONG_CHED	PROC042_WRAPPER_CH_SHORT_CHE_LONG	LONG_CHED	YES
E319	f83r	HAND_2	B4	B4-S003	f83r.25	5	3	FIRST	0	1	0	che	PROC042	chedy	CHD+Y	UMSETZEN · DIES	LONG_CHED	PROC042_WRAPPER_CH_SHORT_CHE_LONG	LONG_CHED	YES
E328	f83r	HAND_2	B4	B4-S005	f83r.27	2	1	MIDDLE	0	0	0	che	PROC042	chedy	CHD+Y	UMSETZEN · DIES	LONG_CHED	PROC042_WRAPPER_CH_SHORT_CHE_LONG	LONG_CHED	YES
E342	f83r	HAND_2	B4	B4-S011	f83r.35	5	1	LAST	0	0	0	ch	PROC042	chdy	CHD+Y	UMSETZEN · DIES	SHORT_CHD	PROC042_WRAPPER_CH_SHORT_CHE_LONG	SHORT_CHD	YES
E345	f83r	HAND_2	B4	B4-S012	f83r.37	3	2	ONLY	0	1	1	NONE	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E357	f83r	HAND_2	B4	B4-S015	f83r.41	2	1	LAST	0	0	1	NONE	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LONG_CHED	DEFAULT_LONG_CHED	LONG_CHED	YES
E362	f83r	HAND_2	B5	B5-S001	f83r.47	1	1	ONLY	1	0	1	NONE	PROC166	otchdy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	SHORT_CHD	SIX_CARD_SHORT_STRIP	SHORT_CHD	YES
E363	f83r	HAND_2	B5	B5-S002	f83r.47	2	2	ONLY	0	1	1	q	PROC082	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	SHORT_CHD	SIX_CARD_SHORT_STRIP	SHORT_CHD	YES
E368	f83r	HAND_2	B5	B5-S003	f83r.48	4	1	MIDDLE	0	0	0	ch	PROC168	chdal	CHD+AL	UMSETZEN · ZIELSTELLE	SHORT_CHD	SIX_CARD_SHORT_STRIP	SHORT_CHD	YES
E372	f83r	HAND_2	B5	B5-S003	f83r.49	3	1	LAST	0	0	0	che	PROC042	chedy	CHD+Y	UMSETZEN · DIES	LONG_CHED	PROC042_WRAPPER_CH_SHORT_CHE_LONG	LONG_CHED	YES
