page	locus	target_surfaces	zl3b_line	v25_tokenwise_de	v26_tokenwise_de	v26_working_reading_de	complete_v26
f103r	f103r.25	dar|chckhey	dar shey qokain chckhey chey kain chedal okeeey qoodain okain oteey ol	[dar:?] | feucht in der Mitte des Grades | heiß, Grad II | [chckhey:?] | trocken in der Mitte des Grades | heiß, Grad II | [chedal:?] | [okeeey:?] | [qoodain:?] | heiß im Zubereitungsrahmen, Grad II | kalter Ansatz am Ende des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	abgemessene Fraktion I | feucht in der Mitte des Grades | heiß, Grad II | trockene Arzneimischung in der Gradmitte | trocken in der Mitte des Grades | heiß, Grad II | [chedal:?] | [okeeey:?] | [qoodain:?] | heiß im Zubereitungsrahmen, Grad II | kalter Ansatz am Ende des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	abgemessene Fraktion I; feucht in der Mitte des Grades; heiß, Grad II; trockene Arzneimischung in der Gradmitte; trocken in der Mitte des Grades; heiß, Grad II; [chedal:?]; [okeeey:?]; [qoodain:?]; heiß im Zubereitungsrahmen, Grad II; kalter Ansatz am Ende des Grades; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	False
f103r	f103r.3	chckhy	yshdain sheek cheoty eeokal chedy chckhy or orol okaiin eeal ot kar otar chal	[yshdain:?] | [sheek:?] | [cheoty:?] | [eeokal:?] | trocken in der Mitte des Grades, abgeschlossen | [chckhy:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [orol:?] | heiß, Grad III, im Ansatzrahmen | [eeal:?] | [ot:?] | [kar:?] | [otar:?] | [chal:?]	[yshdain:?] | [sheek:?] | [cheoty:?] | [eeokal:?] | trocken in der Mitte des Grades, abgeschlossen | trockene Arzneimischung am Gradanfang | Teil-/Nominalträger; genaue Basisbedeutung offen | [orol:?] | heiß, Grad III, im Ansatzrahmen | [eeal:?] | [ot:?] | [kar:?] | [otar:?] | [chal:?]	[yshdain:?]; [sheek:?]; [cheoty:?]; [eeokal:?]; trocken in der Mitte des Grades, abgeschlossen; trockene Arzneimischung am Gradanfang; Teil-/Nominalträger; genaue Basisbedeutung offen; [orol:?]; heiß, Grad III, im Ansatzrahmen; [eeal:?]; [ot:?]; [kar:?]; [otar:?]; [chal:?]	False
f103r	f103r.38	chckhy	otechedy qokain shcthy chckhy lokeedy checkhy lokain shedy okeey	[otechedy:?] | heiß, Grad II | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | [chckhy:?] | [lokeedy:?] | [checkhy:?] | [lokain:?] | feucht in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades	[otechedy:?] | heiß, Grad II | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | trockene Arzneimischung am Gradanfang | [lokeedy:?] | [checkhy:?] | [lokain:?] | feucht in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades	[otechedy:?]; heiß, Grad II; feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut; trockene Arzneimischung am Gradanfang; [lokeedy:?]; [checkhy:?]; [lokain:?]; feucht in der Mitte des Grades, abgeschlossen; heißer Ansatz am Ende des Grades	False
f103v	f103v.1	dar	pol dar olfchey qoky dy qokeey qokeey daiin okeedaky qoteiir shedy dal	Pulverstoff | [dar:?] | [olfchey:?] | heiß am Anfang des Grades | [dy:?] | heiß am Ende des Grades | heiß am Ende des Grades | Grad-/Maßwert III | [okeedaky:?] | [qoteiir:?] | feucht in der Mitte des Grades, abgeschlossen | [dal:?]	Pulverstoff | abgemessene Fraktion I | [olfchey:?] | heiß am Anfang des Grades | [dy:?] | heiß am Ende des Grades | heiß am Ende des Grades | Grad-/Maßwert III | [okeedaky:?] | [qoteiir:?] | feucht in der Mitte des Grades, abgeschlossen | [dal:?]	Pulverstoff; abgemessene Fraktion I; [olfchey:?]; heiß am Anfang des Grades; [dy:?]; heiß am Ende des Grades; heiß am Ende des Grades; Grad-/Maßwert III; [okeedaky:?]; [qoteiir:?]; feucht in der Mitte des Grades, abgeschlossen; [dal:?]	False
f103v	f103v.18	chckhey	yshear ol oqaiin chckhey lchedy chedy olaiin oteedy qokeedal larorol	[yshear:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [oqaiin:?] | [chckhey:?] | getrocknetes Drogenholz | trocken in der Mitte des Grades, abgeschlossen | [olaiin:?] | kalter Ansatz am Ende des Grades, abgeschlossen | [qokeedal:?] | [larorol:?]	[yshear:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [oqaiin:?] | trockene Arzneimischung in der Gradmitte | getrocknetes Drogenholz | trocken in der Mitte des Grades, abgeschlossen | [olaiin:?] | kalter Ansatz am Ende des Grades, abgeschlossen | [qokeedal:?] | [larorol:?]	[yshear:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [oqaiin:?]; trockene Arzneimischung in der Gradmitte; getrocknetes Drogenholz; trocken in der Mitte des Grades, abgeschlossen; [olaiin:?]; kalter Ansatz am Ende des Grades, abgeschlossen; [qokeedal:?]; [larorol:?]	False
f103v	f103v.2	chckhy	daiin shey qokal shedy qokeedy qoteor shey qoty chckhy qotain chalr	Grad-/Maßwert III | feucht in der Mitte des Grades | heiße Substanz | feucht in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [qoteor:?] | feucht in der Mitte des Grades | kalt am Anfang des Grades | [chckhy:?] | kalt im qo-Rahmen, Grad II | [chalr:?]	Grad-/Maßwert III | feucht in der Mitte des Grades | heiße Substanz | feucht in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [qoteor:?] | feucht in der Mitte des Grades | kalt am Anfang des Grades | trockene Arzneimischung am Gradanfang | kalt im qo-Rahmen, Grad II | [chalr:?]	Grad-/Maßwert III; feucht in der Mitte des Grades; heiße Substanz; feucht in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; [qoteor:?]; feucht in der Mitte des Grades; kalt am Anfang des Grades; trockene Arzneimischung am Gradanfang; kalt im qo-Rahmen, Grad II; [chalr:?]	False
f103v	f103v.3	dar	qok or chedy qokey dar chcthy char qoty shdy okeedy qokeey qokain	[qok:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | trocken in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades | [dar:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [char:?] | kalt am Anfang des Grades | feucht am Anfang des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades | heiß, Grad II	[qok:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | trocken in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades | abgemessene Fraktion I | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [char:?] | kalt am Anfang des Grades | feucht am Anfang des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades | heiß, Grad II	[qok:?]; Teil-/Nominalträger; genaue Basisbedeutung offen; trocken in der Mitte des Grades, abgeschlossen; heiß in der Mitte des Grades; abgemessene Fraktion I; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; [char:?]; kalt am Anfang des Grades; feucht am Anfang des Grades, abgeschlossen; heißer Ansatz am Ende des Grades, abgeschlossen; heiß am Ende des Grades; heiß, Grad II	False
f103v	f103v.31	chckhy	okeey l chey qokeey o qokeey chedy qekchy daiin chckhy sar olainy	heißer Ansatz am Ende des Grades | [l:?] | trocken in der Mitte des Grades | heiß am Ende des Grades | [o:?] | heiß am Ende des Grades | trocken in der Mitte des Grades, abgeschlossen | [qekchy:?] | Grad-/Maßwert III | [chckhy:?] | Samenfraktion I | [olainy:?]	heißer Ansatz am Ende des Grades | [l:?] | trocken in der Mitte des Grades | heiß am Ende des Grades | [o:?] | heiß am Ende des Grades | trocken in der Mitte des Grades, abgeschlossen | [qekchy:?] | Grad-/Maßwert III | trockene Arzneimischung am Gradanfang | Samenfraktion I | [olainy:?]	heißer Ansatz am Ende des Grades; [l:?]; trocken in der Mitte des Grades; heiß am Ende des Grades; [o:?]; heiß am Ende des Grades; trocken in der Mitte des Grades, abgeschlossen; [qekchy:?]; Grad-/Maßwert III; trockene Arzneimischung am Gradanfang; Samenfraktion I; [olainy:?]	False
f103v	f103v.43	chckhey	orain chckhey qokaiin shckhy shtal opchy lkeedy chdy lchedy	[orain:?] | [chckhey:?] | heiß, Grad III | [shckhy:?] | [shtal:?] | [opchy:?] | [lkeedy:?] | trocken am Anfang des Grades, abgeschlossen | getrocknetes Drogenholz	[orain:?] | trockene Arzneimischung in der Gradmitte | heiß, Grad III | [shckhy:?] | [shtal:?] | [opchy:?] | [lkeedy:?] | trocken am Anfang des Grades, abgeschlossen | getrocknetes Drogenholz	[orain:?]; trockene Arzneimischung in der Gradmitte; heiß, Grad III; [shckhy:?]; [shtal:?]; [opchy:?]; [lkeedy:?]; trocken am Anfang des Grades, abgeschlossen; getrocknetes Drogenholz	False
f103v	f103v.44	chckhy	qkain shey ar ar oky rain chckhy shedy qokeory lteedy ro	[qkain:?] | feucht in der Mitte des Grades | [ar:?] | [ar:?] | heißer Ansatz am Anfang des Grades | [rain:?] | [chckhy:?] | feucht in der Mitte des Grades, abgeschlossen | [qokeory:?] | [lteedy:?] | [ro:?]	[qkain:?] | feucht in der Mitte des Grades | [ar:?] | [ar:?] | heißer Ansatz am Anfang des Grades | [rain:?] | trockene Arzneimischung am Gradanfang | feucht in der Mitte des Grades, abgeschlossen | [qokeory:?] | [lteedy:?] | [ro:?]	[qkain:?]; feucht in der Mitte des Grades; [ar:?]; [ar:?]; heißer Ansatz am Anfang des Grades; [rain:?]; trockene Arzneimischung am Gradanfang; feucht in der Mitte des Grades, abgeschlossen; [qokeory:?]; [lteedy:?]; [ro:?]	False
f103v	f103v.46	chckhy	tain shol qokain chckhy rorol chdy raly osaiin chary	kalt, Grad II | feucht; nominal feuchtes Gut/Material | heiß, Grad II | [chckhy:?] | [rorol:?] | trocken am Anfang des Grades, abgeschlossen | [raly:?] | [osaiin:?] | [chary:?]	kalt, Grad II | feucht; nominal feuchtes Gut/Material | heiß, Grad II | trockene Arzneimischung am Gradanfang | [rorol:?] | trocken am Anfang des Grades, abgeschlossen | [raly:?] | [osaiin:?] | [chary:?]	kalt, Grad II; feucht; nominal feuchtes Gut/Material; heiß, Grad II; trockene Arzneimischung am Gradanfang; [rorol:?]; trocken am Anfang des Grades, abgeschlossen; [raly:?]; [osaiin:?]; [chary:?]	False
f103v	f103v.8	dair	sain shey olsheey dair chekoal okeey	[sain:?] | feucht in der Mitte des Grades | [olsheey:?] | [dair:?] | [chekoal:?] | heißer Ansatz am Ende des Grades	[sain:?] | feucht in der Mitte des Grades | [olsheey:?] | abgemessene Fraktion II | [chekoal:?] | heißer Ansatz am Ende des Grades	[sain:?]; feucht in der Mitte des Grades; [olsheey:?]; abgemessene Fraktion II; [chekoal:?]; heißer Ansatz am Ende des Grades	False
f104r	f104r.22	chckhey	tshedar chllo rl shed kchedy chokor cheedy opchar cheor chckhey taiin dam	[tshedar:?] | [chllo:?] | [rl:?] | [shed:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | [chokor:?] | trocken am Ende des Grades, abgeschlossen | [opchar:?] | trockener Drogenteil | [chckhey:?] | kalt, Grad III | [dam:?]	[tshedar:?] | [chllo:?] | [rl:?] | [shed:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | [chokor:?] | trocken am Ende des Grades, abgeschlossen | [opchar:?] | trockener Drogenteil | trockene Arzneimischung in der Gradmitte | kalt, Grad III | [dam:?]	[tshedar:?]; [chllo:?]; [rl:?]; [shed:?]; heiß und trocken in der Mitte des Grades, abgeschlossen; [chokor:?]; trocken am Ende des Grades, abgeschlossen; [opchar:?]; trockener Drogenteil; trockene Arzneimischung in der Gradmitte; kalt, Grad III; [dam:?]	False
f104r	f104r.25	chckhey|chckhy	sar okair chckhey qodaiin chckhy checkhd l raiin otain ar airam	Samenfraktion I | [okair:?] | [chckhey:?] | [qodaiin:?] | [chckhy:?] | [checkhd:?] | [l:?] | Wurzel, Typ/Charge III | kalt im Zubereitungsrahmen, Grad II | [ar:?] | [airam:?]	Samenfraktion I | [okair:?] | trockene Arzneimischung in der Gradmitte | [qodaiin:?] | trockene Arzneimischung am Gradanfang | [checkhd:?] | [l:?] | Wurzel, Typ/Charge III | kalt im Zubereitungsrahmen, Grad II | [ar:?] | [airam:?]	Samenfraktion I; [okair:?]; trockene Arzneimischung in der Gradmitte; [qodaiin:?]; trockene Arzneimischung am Gradanfang; [checkhd:?]; [l:?]; Wurzel, Typ/Charge III; kalt im Zubereitungsrahmen, Grad II; [ar:?]; [airam:?]	False
f104r	f104r.3	daiir	daiir o cthedy otech ykar otedy otody qoteeor yteeody oteedy aky okal daram	[daiir:?] | [o:?] | [cthedy:?] | [otech:?] | [ykar:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [otody:?] | [qoteeor:?] | [yteeody:?] | kalter Ansatz am Ende des Grades, abgeschlossen | [aky:?] | Ansatz aus heißem Rohstoff, Form I | [daram:?]	abgemessene Fraktion III | [o:?] | [cthedy:?] | [otech:?] | [ykar:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [otody:?] | [qoteeor:?] | [yteeody:?] | kalter Ansatz am Ende des Grades, abgeschlossen | [aky:?] | Ansatz aus heißem Rohstoff, Form I | [daram:?]	abgemessene Fraktion III; [o:?]; [cthedy:?]; [otech:?]; [ykar:?]; kalter Ansatz in der Mitte des Grades, abgeschlossen; [otody:?]; [qoteeor:?]; [yteeody:?]; kalter Ansatz am Ende des Grades, abgeschlossen; [aky:?]; Ansatz aus heißem Rohstoff, Form I; [daram:?]	False
f104r	f104r.41	dar	qoteey qokeor soiir qoty qokl lkaiin yteedy qokain oqockhy dar	kalt am Ende des Grades | [qokeor:?] | [soiir:?] | kalt am Anfang des Grades | [qokl:?] | [lkaiin:?] | [yteedy:?] | heiß, Grad II | [oqockhy:?] | [dar:?]	kalt am Ende des Grades | [qokeor:?] | [soiir:?] | kalt am Anfang des Grades | [qokl:?] | [lkaiin:?] | [yteedy:?] | heiß, Grad II | [oqockhy:?] | abgemessene Fraktion I	kalt am Ende des Grades; [qokeor:?]; [soiir:?]; kalt am Anfang des Grades; [qokl:?]; [lkaiin:?]; [yteedy:?]; heiß, Grad II; [oqockhy:?]; abgemessene Fraktion I	False
f104v	f104v.23	chckhdy	tchey qokchey qochey qodeey qodaiin chodaiin chckhdy dairar otar qotai l	kalt und trocken in der Mitte des Grades | heiß und trocken in der Mitte des Grades | [qochey:?] | [qodeey:?] | [qodaiin:?] | [chodaiin:?] | [chckhdy:?] | [dairar:?] | [otar:?] | [qotai:?] | [l:?]	kalt und trocken in der Mitte des Grades | heiß und trocken in der Mitte des Grades | [qochey:?] | [qodeey:?] | [qodaiin:?] | [chodaiin:?] | trockene Arzneimischung am Gradanfang, abgeschlossen | [dairar:?] | [otar:?] | [qotai:?] | [l:?]	kalt und trocken in der Mitte des Grades; heiß und trocken in der Mitte des Grades; [qochey:?]; [qodeey:?]; [qodaiin:?]; [chodaiin:?]; trockene Arzneimischung am Gradanfang, abgeschlossen; [dairar:?]; [otar:?]; [qotai:?]; [l:?]	False
f104v	f104v.42	dar	oteedchey qoeeda lchal cheedy qoteey sheey teeeo dar cheed qotain chedy	[oteedchey:?] | [qoeeda:?] | [lchal:?] | trocken am Ende des Grades, abgeschlossen | kalt am Ende des Grades | feucht am Ende des Grades | [teeeo:?] | [dar:?] | [cheed:?] | kalt im qo-Rahmen, Grad II | trocken in der Mitte des Grades, abgeschlossen	[oteedchey:?] | [qoeeda:?] | [lchal:?] | trocken am Ende des Grades, abgeschlossen | kalt am Ende des Grades | feucht am Ende des Grades | [teeeo:?] | abgemessene Fraktion I | [cheed:?] | kalt im qo-Rahmen, Grad II | trocken in der Mitte des Grades, abgeschlossen	[oteedchey:?]; [qoeeda:?]; [lchal:?]; trocken am Ende des Grades, abgeschlossen; kalt am Ende des Grades; feucht am Ende des Grades; [teeeo:?]; abgemessene Fraktion I; [cheed:?]; kalt im qo-Rahmen, Grad II; trocken in der Mitte des Grades, abgeschlossen	False
f105r	f105r.1	dar	aiin dar chcphy qokeey qopaiin ypcheeey saraisl aiin cheedy aiin arody	Menge III | [dar:?] | [chcphy:?] | heiß am Ende des Grades | [qopaiin:?] | [ypcheeey:?] | [saraisl:?] | Menge III | trocken am Ende des Grades, abgeschlossen | Menge III | [arody:?]	Menge III | abgemessene Fraktion I | [chcphy:?] | heiß am Ende des Grades | [qopaiin:?] | [ypcheeey:?] | [saraisl:?] | Menge III | trocken am Ende des Grades, abgeschlossen | Menge III | [arody:?]	Menge III; abgemessene Fraktion I; [chcphy:?]; heiß am Ende des Grades; [qopaiin:?]; [ypcheeey:?]; [saraisl:?]; Menge III; trocken am Ende des Grades, abgeschlossen; Menge III; [arody:?]	False
f105r	f105r.27	dair	dair cho al r lal cheesy cphedy	[dair:?] | [cho:?] | [al:?] | [r:?] | Holzrohstoff I | [cheesy:?] | [cphedy:?]	abgemessene Fraktion II | [cho:?] | [al:?] | [r:?] | Holzrohstoff I | [cheesy:?] | [cphedy:?]	abgemessene Fraktion II; [cho:?]; [al:?]; [r:?]; Holzrohstoff I; [cheesy:?]; [cphedy:?]	False
f105r	f105r.30	dar	oleedar aiildy dar oiin y teey tair cheody qokolky cheolkary	[oleedar:?] | [aiildy:?] | [dar:?] | Zubereitungsform III | [y:?] | kalt am Ende des Grades | [tair:?] | getrockneter Ansatz | [qokolky:?] | [cheolkary:?]	[oleedar:?] | [aiildy:?] | abgemessene Fraktion I | Zubereitungsform III | [y:?] | kalt am Ende des Grades | [tair:?] | getrockneter Ansatz | [qokolky:?] | [cheolkary:?]	[oleedar:?]; [aiildy:?]; abgemessene Fraktion I; Zubereitungsform III; [y:?]; kalt am Ende des Grades; [tair:?]; getrockneter Ansatz; [qokolky:?]; [cheolkary:?]	False
f105r	f105r.32	dar|dair	ycheochy lkeol daiin qkair olkchey dar qopchdy dair otar ar ajam	[ycheochy:?] | [lkeol:?] | Qualitätsgrad III | [qkair:?] | [olkchey:?] | [dar:?] | [qopchdy:?] | [dair:?] | [otar:?] | [ar:?] | [ajam:?]	[ycheochy:?] | [lkeol:?] | Qualitätsgrad III | [qkair:?] | [olkchey:?] | abgemessene Fraktion I | [qopchdy:?] | abgemessene Fraktion II | [otar:?] | [ar:?] | [ajam:?]	[ycheochy:?]; [lkeol:?]; Qualitätsgrad III; [qkair:?]; [olkchey:?]; abgemessene Fraktion I; [qopchdy:?]; abgemessene Fraktion II; [otar:?]; [ar:?]; [ajam:?]	False
f105r	f105r.35	dar	ypchedy okaiir opcheedy qokair dar kal otar ol qokal kor orolpchey ofory	[ypchedy:?] | [okaiir:?] | [opcheedy:?] | [qokair:?] | [dar:?] | [kal:?] | [otar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiße Substanz | [kor:?] | [orolpchey:?] | [ofory:?]	[ypchedy:?] | [okaiir:?] | [opcheedy:?] | [qokair:?] | abgemessene Fraktion I | [kal:?] | [otar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiße Substanz | [kor:?] | [orolpchey:?] | [ofory:?]	[ypchedy:?]; [okaiir:?]; [opcheedy:?]; [qokair:?]; abgemessene Fraktion I; [kal:?]; [otar:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; heiße Substanz; [kor:?]; [orolpchey:?]; [ofory:?]	False
