audit_id	round	surface	tier	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_support	reader_exact	split_normalized	before_gloss_de	after_gloss_de	known_other_tokens	clean_known_other_tokens	local_before_de	local_after_de	hard_collision	verdict
G649-A03-003	3	dar	STRONG_FAMILY_DEFAULT	f102v2	f102v2.38	P	A	1	1	INITIAL	<BOS>	cheey	dar cheey ckheey qokeor okey chos sho ykeey okeeo rain	dor cheey ckheey qokeor okey chos sho ykeey okeeo raiin	dor cheey ckheey qokeor okey chos sho ykeey okeeo rain	READER_VARIANT	0	0	[dar:?]	abgemessene Fraktion I	3	3	[dar:?] | trocken am Ende des Grades | [ckheey:?] | [qokeor:?] | heißer Ansatz in der Mitte des Grades | [chos:?] | feuchter Ansatz | [ykeey:?] | [okeeo:?] | [rain:?]	abgemessene Fraktion I | trocken am Ende des Grades | [ckheey:?] | [qokeor:?] | heißer Ansatz in der Mitte des Grades | [chos:?] | feuchter Ansatz | [ykeey:?] | [okeeo:?] | [rain:?]	0	READER_VARIANT_WARNING
G649-A03-004	3	dar	STRONG_FAMILY_DEFAULT	f103r	f103r.11	S	B	3	1	INITIAL	<BOS>	oteey	dar oteey otain lolshedy okain chey qorain shey otoy qokeol key dayky	dar oteey otain lol shedy okain chey qorain shey otoy qokeol key daikhyky	dar ateey otain lolshedy okain chey qoreiin shey otoy qokeol key ayky	ALL_THREE_EXACT	1	1	[dar:?]	abgemessene Fraktion I	6	5	[dar:?] | kalter Ansatz am Ende des Grades | kalt im Zubereitungsrahmen, Grad II | [lolshedy:?] | heiß im Zubereitungsrahmen, Grad II | trocken in der Mitte des Grades | [qorain:?] | feucht in der Mitte des Grades | [otoy:?] | [qokeol:?] | heiß in der Mitte des Grades | [dayky:?]	abgemessene Fraktion I | kalter Ansatz am Ende des Grades | kalt im Zubereitungsrahmen, Grad II | [lolshedy:?] | heiß im Zubereitungsrahmen, Grad II | trocken in der Mitte des Grades | [qorain:?] | feucht in der Mitte des Grades | [otoy:?] | [qokeol:?] | heiß in der Mitte des Grades | [dayky:?]	0	FAMILY_CONTEXT_COMPATIBLE
G649-A03-005	3	dar	STRONG_FAMILY_DEFAULT	f103r	f103r.25	S	B	3	1	INITIAL	<BOS>	shey	dar shey qokain chckhey chey kain chedal okeeey qoodain okain oteey ol	dar shey qokain chckhey chey kain chedal okeeey qoodain okain oteey ol	dar ey qokain chckhey cheykain chedal okeeey qoodain okain oteey ol	ALL_THREE_EXACT	1	1	[dar:?]	abgemessene Fraktion I	7	3	[dar:?] | feucht in der Mitte des Grades | heiß, Grad II | [chckhey:?] | trocken in der Mitte des Grades | heiß, Grad II | [chedal:?] | [okeeey:?] | [qoodain:?] | heiß im Zubereitungsrahmen, Grad II | kalter Ansatz am Ende des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	abgemessene Fraktion I | feucht in der Mitte des Grades | heiß, Grad II | [chckhey:?] | trocken in der Mitte des Grades | heiß, Grad II | [chedal:?] | [okeeey:?] | [qoodain:?] | heiß im Zubereitungsrahmen, Grad II | kalter Ansatz am Ende des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	0	FAMILY_CONTEXT_COMPATIBLE
G649-A03-006	3	dar	STRONG_FAMILY_DEFAULT	f103v	f103v.1	S	B	3	2	MEDIAL	pol	olfchey	pol dar olfchey qoky dy qokeey qokeey daiin okeedaky qoteiir shedy dal	pol dar olfchey qoky dy qokeey qokeey daiin okeedaky qotear shedy dal	poldar olfchey qoky dy qokeey qokeey daiin okeedaky qoteiir shedy dal	READER_VARIANT	0	0	[dar:?]	abgemessene Fraktion I	6	5	Pulverstoff | [dar:?] | [olfchey:?] | heiß am Anfang des Grades | [dy:?] | heiß am Ende des Grades | heiß am Ende des Grades | Grad-/Maßwert III | [okeedaky:?] | [qoteiir:?] | feucht in der Mitte des Grades, abgeschlossen | [dal:?]	Pulverstoff | abgemessene Fraktion I | [olfchey:?] | heiß am Anfang des Grades | [dy:?] | heiß am Ende des Grades | heiß am Ende des Grades | Grad-/Maßwert III | [okeedaky:?] | [qoteiir:?] | feucht in der Mitte des Grades, abgeschlossen | [dal:?]	0	READER_VARIANT_WARNING
G649-A03-007	3	dar	STRONG_FAMILY_DEFAULT	f103v	f103v.3	S	B	3	5	MEDIAL	qokey	chcthy	qok or chedy qokey dar chcthy char qoty shdy okeedy qokeey qokain	qok or chedy qokey dar chcthy chor qoty shdy okeedy qokeey qokain	qok or chedy qokey dar checthy char qoty sh y okeedy qokeey qokain	ALL_THREE_EXACT	1	1	[dar:?]	abgemessene Fraktion I	9	6	[qok:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | trocken in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades | [dar:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [char:?] | kalt am Anfang des Grades | feucht am Anfang des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades | heiß, Grad II	[qok:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | trocken in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades | abgemessene Fraktion I | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [char:?] | kalt am Anfang des Grades | feucht am Anfang des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades | heiß, Grad II	0	FAMILY_CONTEXT_COMPATIBLE
G649-A03-008	3	dar	STRONG_FAMILY_DEFAULT	f104r	f104r.41	S	B	3	10	FINAL	oqockhy	<EOS>	qoteey qokeor soiir qoty qokl lkaiin yteedy qokain oqockhy dar	qoteey qokeor saiir qoty qokl lkaiin yteedy qokain oqockhy dar	qoteey qokeor saiir qoty qokl lkaiin yteedy qokain oqockhy dar	ALL_THREE_EXACT	1	1	[dar:?]	abgemessene Fraktion I	3	3	kalt am Ende des Grades | [qokeor:?] | [soiir:?] | kalt am Anfang des Grades | [qokl:?] | [lkaiin:?] | [yteedy:?] | heiß, Grad II | [oqockhy:?] | [dar:?]	kalt am Ende des Grades | [qokeor:?] | [soiir:?] | kalt am Anfang des Grades | [qokl:?] | [lkaiin:?] | [yteedy:?] | heiß, Grad II | [oqockhy:?] | abgemessene Fraktion I	0	FAMILY_CONTEXT_COMPATIBLE
G649-A03-009	3	dar	STRONG_FAMILY_DEFAULT	f104v	f104v.42	S	B	3	8	MEDIAL	teeeo	cheed	oteedchey qoeeda lchal cheedy qoteey sheey teeeo dar cheed qotain chedy	oteedchey qoeeda lchal cheedy qoteey sheey tcheo dar cheed qotain chedy	oteedchey qoeeda lchal cheedy qoteey eey teeeo dar cheed qotain chedy	ALL_THREE_EXACT	1	1	[dar:?]	abgemessene Fraktion I	5	4	[oteedchey:?] | [qoeeda:?] | [lchal:?] | trocken am Ende des Grades, abgeschlossen | kalt am Ende des Grades | feucht am Ende des Grades | [teeeo:?] | [dar:?] | [cheed:?] | kalt im qo-Rahmen, Grad II | trocken in der Mitte des Grades, abgeschlossen	[oteedchey:?] | [qoeeda:?] | [lchal:?] | trocken am Ende des Grades, abgeschlossen | kalt am Ende des Grades | feucht am Ende des Grades | [teeeo:?] | abgemessene Fraktion I | [cheed:?] | kalt im qo-Rahmen, Grad II | trocken in der Mitte des Grades, abgeschlossen	0	FAMILY_CONTEXT_COMPATIBLE
G649-A03-010	3	dar	STRONG_FAMILY_DEFAULT	f105r	f105r.1	S	B	3	2	MEDIAL	aiin	chcphy	aiin dar chcphy qokeey qopaiin ypcheeey saraisl aiin cheedy aiin arody	paiin dar chcphy qokeey qopaiin ypcheeey saraisl in cheedy kaiin arody	paiindar chcphy qokeey qopaiin ypcheeey saraisl aiin chee aiin arod	READER_VARIANT	0	0	[dar:?]	abgemessene Fraktion I	5	1	Menge III | [dar:?] | [chcphy:?] | heiß am Ende des Grades | [qopaiin:?] | [ypcheeey:?] | [saraisl:?] | Menge III | trocken am Ende des Grades, abgeschlossen | Menge III | [arody:?]	Menge III | abgemessene Fraktion I | [chcphy:?] | heiß am Ende des Grades | [qopaiin:?] | [ypcheeey:?] | [saraisl:?] | Menge III | trocken am Ende des Grades, abgeschlossen | Menge III | [arody:?]	0	READER_VARIANT_WARNING
G649-A03-011	3	dar	STRONG_FAMILY_DEFAULT	f105r	f105r.30	S	B	3	3	MEDIAL	aiildy	oiin	oleedar aiildy dar oiin y teey tair cheody qokolky cheolkary	oleedar aiildy dar oiin yteey tair cheody qokolky cheolkary	ol eed ar aiildy dar oiin y teey tair cheody qokolky cheolkary	ALL_THREE_EXACT	1	1	[dar:?]	abgemessene Fraktion I	3	2	[oleedar:?] | [aiildy:?] | [dar:?] | Zubereitungsform III | [y:?] | kalt am Ende des Grades | [tair:?] | getrockneter Ansatz | [qokolky:?] | [cheolkary:?]	[oleedar:?] | [aiildy:?] | abgemessene Fraktion I | Zubereitungsform III | [y:?] | kalt am Ende des Grades | [tair:?] | getrockneter Ansatz | [qokolky:?] | [cheolkary:?]	0	FAMILY_CONTEXT_COMPATIBLE
G649-A03-012	3	dar	STRONG_FAMILY_DEFAULT	f105r	f105r.32	S	B	3	6	MEDIAL	olkchey	qopchdy	ycheochy lkeol daiin qkair olkchey dar qopchdy dair otar ar ajam	ycheochy lkeol daiin ykair olkchey dar qopchdy dair otar ar adam	ycheochy lkeol aiin qkair olkchey dar qopchdy dair otar ar ajam	ALL_THREE_EXACT	1	1	[dar:?]	abgemessene Fraktion I	1	0	[ycheochy:?] | [lkeol:?] | Qualitätsgrad III | [qkair:?] | [olkchey:?] | [dar:?] | [qopchdy:?] | [dair:?] | [otar:?] | [ar:?] | [ajam:?]	[ycheochy:?] | [lkeol:?] | Qualitätsgrad III | [qkair:?] | [olkchey:?] | abgemessene Fraktion I | [qopchdy:?] | [dair:?] | [otar:?] | [ar:?] | [ajam:?]	0	SHORT_OR_OPAQUE_CONTEXT
G649-A03-013	3	dar	STRONG_FAMILY_DEFAULT	f105r	f105r.35	S	B	3	5	MEDIAL	qokair	kal	ypchedy okaiir opcheedy qokair dar kal otar ol qokal kor orolpchey ofory	ypchedy okaiir opcheedy qokair dar kol otar ol qokal kor orol pchey ofory	ypchedy okaiir opcheedy qokair dar kal otar al qokal kor orolpchey ofory	ALL_THREE_EXACT	1	1	[dar:?]	abgemessene Fraktion I	2	1	[ypchedy:?] | [okaiir:?] | [opcheedy:?] | [qokair:?] | [dar:?] | [kal:?] | [otar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiße Substanz | [kor:?] | [orolpchey:?] | [ofory:?]	[ypchedy:?] | [okaiir:?] | [opcheedy:?] | [qokair:?] | abgemessene Fraktion I | [kal:?] | [otar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiße Substanz | [kor:?] | [orolpchey:?] | [ofory:?]	0	SHORT_OR_OPAQUE_CONTEXT
G649-A03-014	3	dar	STRONG_FAMILY_DEFAULT	f105v	f105v.15	S	B	3	7	MEDIAL	al	chdor	ycheey kar ykeey otaiin ot al dar chdor kalchedy opchdy daiin oraiin r	ycheey kar ykeey otaiin otal dar chdos kalchedy opchdy daiin oraiin r	ycheey kar ykeey otaiin otal dar chdos kalchedy opchdy daiin oraiin r	ALL_THREE_EXACT	1	1	[dar:?]	abgemessene Fraktion I	3	3	[ycheey:?] | [kar:?] | [ykeey:?] | kalt im Zubereitungsrahmen, Grad III | [ot:?] | [al:?] | [dar:?] | [chdor:?] | [kalchedy:?] | [opchdy:?] | Grad-/Maßwert III | Portion III | [r:?]	[ycheey:?] | [kar:?] | [ykeey:?] | kalt im Zubereitungsrahmen, Grad III | [ot:?] | [al:?] | abgemessene Fraktion I | [chdor:?] | [kalchedy:?] | [opchdy:?] | Grad-/Maßwert III | Portion III | [r:?]	0	FAMILY_CONTEXT_COMPATIBLE
G649-A03-015	3	dar	STRONG_FAMILY_DEFAULT	f105v	f105v.33	S	B	3	13	FINAL	al	<EOS>	lsheody tair oteey oteeo o l otaiin okeey qokaiin or aiir al dar	lsheody tair oteey oteeo ol otaiin okeey qokaiin ar aiir al dal	lsheody tair oteey oteeo o l otaiin okeey qokaiin or aiir al dar	READER_VARIANT	0	0	[dar:?]	abgemessene Fraktion I	5	4	[lsheody:?] | [tair:?] | kalter Ansatz am Ende des Grades | [oteeo:?] | [o:?] | [l:?] | kalt im Zubereitungsrahmen, Grad III | heißer Ansatz am Ende des Grades | heiß, Grad III | Teil-/Nominalträger; genaue Basisbedeutung offen | [aiir:?] | [al:?] | [dar:?]	[lsheody:?] | [tair:?] | kalter Ansatz am Ende des Grades | [oteeo:?] | [o:?] | [l:?] | kalt im Zubereitungsrahmen, Grad III | heißer Ansatz am Ende des Grades | heiß, Grad III | Teil-/Nominalträger; genaue Basisbedeutung offen | [aiir:?] | [al:?] | abgemessene Fraktion I	0	READER_VARIANT_WARNING
G649-A03-016	3	dar	STRONG_FAMILY_DEFAULT	f105v	f105v.6	S	B	3	4	MEDIAL	ckheey	aiin	dcheo fcheeody ckheey dar aiin al dar ar daiiidy otedy oteody ykaiin g	dcheo fcheeody ckheey dar aiin al dar ar daiiidy otedy oteody ytaiin g	dcheo fcheeojy ckheey dar aiin al dar ar daiiidy otedy oteody ytaiin g	ALL_THREE_EXACT	1	1	[dar:?]	abgemessene Fraktion I	2	2	[dcheo:?] | [fcheeody:?] | [ckheey:?] | [dar:?] | Menge III | [al:?] | [dar:?] | [ar:?] | [daiiidy:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [oteody:?] | [ykaiin:?] | [g:?]	[dcheo:?] | [fcheeody:?] | [ckheey:?] | abgemessene Fraktion I | Menge III | [al:?] | abgemessene Fraktion I | [ar:?] | [daiiidy:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [oteody:?] | [ykaiin:?] | [g:?]	0	FAMILY_CONTEXT_COMPATIBLE
G649-A03-017	3	dar	STRONG_FAMILY_DEFAULT	f105v	f105v.6	S	B	3	7	MEDIAL	al	ar	dcheo fcheeody ckheey dar aiin al dar ar daiiidy otedy oteody ykaiin g	dcheo fcheeody ckheey dar aiin al dar ar daiiidy otedy oteody ytaiin g	dcheo fcheeojy ckheey dar aiin al dar ar daiiidy otedy oteody ytaiin g	ALL_THREE_EXACT	1	1	[dar:?]	abgemessene Fraktion I	2	2	[dcheo:?] | [fcheeody:?] | [ckheey:?] | [dar:?] | Menge III | [al:?] | [dar:?] | [ar:?] | [daiiidy:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [oteody:?] | [ykaiin:?] | [g:?]	[dcheo:?] | [fcheeody:?] | [ckheey:?] | abgemessene Fraktion I | Menge III | [al:?] | abgemessene Fraktion I | [ar:?] | [daiiidy:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [oteody:?] | [ykaiin:?] | [g:?]	0	FAMILY_CONTEXT_COMPATIBLE
G649-A03-018	3	dar	STRONG_FAMILY_DEFAULT	f106r	f106r.23	S	B	3	9	MEDIAL	otedy	aror	ychedy qckhedy dair al qokedy shecphy qokchy otedy dar aror	ychedy qckhedy dair al qokedy shecphy qokchy otedy dar aror	ychedy qckhedy dair al qokedy ecphy qokchy otedy dar aror	ALL_THREE_EXACT	1	1	[dar:?]	abgemessene Fraktion I	3	3	[ychedy:?] | [qckhedy:?] | [dair:?] | [al:?] | heiß in der Mitte des Grades, abgeschlossen | [shecphy:?] | heiß und trocken am Anfang des Grades | kalter Ansatz in der Mitte des Grades, abgeschlossen | [dar:?] | [aror:?]	[ychedy:?] | [qckhedy:?] | [dair:?] | [al:?] | heiß in der Mitte des Grades, abgeschlossen | [shecphy:?] | heiß und trocken am Anfang des Grades | kalter Ansatz in der Mitte des Grades, abgeschlossen | abgemessene Fraktion I | [aror:?]	0	FAMILY_CONTEXT_COMPATIBLE
G649-A03-019	3	dar	STRONG_FAMILY_DEFAULT	f106r	f106r.36	S	B	3	2	MEDIAL	psheodalo	sheodal	psheodalo dar sheodal qotedy qotes aiin okalal shdy otaiin shedy	psheodalo dar sheodal qotedy qotes aiin okalal shdy otaiin shedy	psheodalo dar sheodal qotedy qotes aiin okalal sh y otaiin shedy	ALL_THREE_EXACT	1	1	[dar:?]	abgemessene Fraktion I	5	4	[psheodalo:?] | [dar:?] | [sheodal:?] | kalt in der Mitte des Grades, abgeschlossen | [qotes:?] | Menge III | [okalal:?] | feucht am Anfang des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad III | feucht in der Mitte des Grades, abgeschlossen	[psheodalo:?] | abgemessene Fraktion I | [sheodal:?] | kalt in der Mitte des Grades, abgeschlossen | [qotes:?] | Menge III | [okalal:?] | feucht am Anfang des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad III | feucht in der Mitte des Grades, abgeschlossen	0	FAMILY_CONTEXT_COMPATIBLE
G649-A03-020	3	dar	STRONG_FAMILY_DEFAULT	f106v	f106v.7	S	B	3	12	MEDIAL	dal	loror	soy shealsho dy chain shol kain shokaiin qotaiin chodar ail dal dar loror	soy sheolshody chain shol kain shokaiin qotaiin chodar ail dal dar loror	soy she lsho dy chain shol kain okaiin qotaiin chodar ail al dar loror	ALL_THREE_EXACT	1	1	[dar:?]	abgemessene Fraktion I	5	4	[soy:?] | [shealsho:?] | [dy:?] | trocken, Grad II | feucht; nominal feuchtes Gut/Material | heiß, Grad II | feucht-heißer Ansatz, Grad III | kalt, Grad III | [chodar:?] | [ail:?] | [dal:?] | [dar:?] | [loror:?]	[soy:?] | [shealsho:?] | [dy:?] | trocken, Grad II | feucht; nominal feuchtes Gut/Material | heiß, Grad II | feucht-heißer Ansatz, Grad III | kalt, Grad III | [chodar:?] | [ail:?] | [dal:?] | abgemessene Fraktion I | [loror:?]	0	FAMILY_CONTEXT_COMPATIBLE
G649-A03-021	3	dar	STRONG_FAMILY_DEFAULT	f107r	f107r.24	S	B	3	9	MEDIAL	kair	aiinpchod	pal alchky okil cheol kair lkain qokeeo kair dar aiinpchod lkaiiin olfy	pal alchky okilcheol kair lkain qokeeo kair dar aiin pchod lkaiiin olfy	pal al chky okil cheol kair lkain qokeeo kair dar aiin pchod l kaiiin olfy	ALL_THREE_EXACT	1	1	[dar:?]	abgemessene Fraktion I	3	2	Pulverrohstoff I | [alchky:?] | [okil:?] | trockener Drogenstoff | [kair:?] | [lkain:?] | heißer Ansatz, Bindungsstufe II | [kair:?] | [dar:?] | [aiinpchod:?] | [lkaiiin:?] | [olfy:?]	Pulverrohstoff I | [alchky:?] | [okil:?] | trockener Drogenstoff | [kair:?] | [lkain:?] | heißer Ansatz, Bindungsstufe II | [kair:?] | abgemessene Fraktion I | [aiinpchod:?] | [lkaiiin:?] | [olfy:?]	0	FAMILY_CONTEXT_COMPATIBLE
