statement_id	record_unit_id	page	boundary_from_previous	owner_trace	terminal_status	shared_event_count	local_event_count	atomic_card_chain_de	continuous_atomic_clause_de
B1-S001	B1	f81v	RECORD_START	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	1	0	kurz einwirken; Schluss	Besitzer »gemeinsames zweireihiges Figuren-/Beckenfeld«: kurz einwirken; Schluss.
B1-S002	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	15	4	bemessen | Beckenlauf | dorthin einsetzen | davon | weiter | Anteil | weiterer Anteil | dorthin | weiter | Anschluss | Zusatz | derselbe Ansatz | weiter | Kurze Zielpassage | Sollmaß | Langer Zieleinsatz | Sollmaß | durchleiten | überführen; Schluss	Neuer Schritt: bemessen — Beckenlauf — dorthin einsetzen — davon — weiter — Anteil — weiterer Anteil — dorthin — weiter — Anschluss — Zusatz — derselbe Ansatz — weiter — Kurze Zielpassage — Sollmaß — Langer Zieleinsatz — Sollmaß — durchleiten — überführen; Schluss.
B1-S003	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	1	1	weiter | Haltetransfer; Schluss	Neuer Schritt: weiter — Haltetransfer; Schluss.
B1-S004	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	3	0	überführen | weiter | kurz absetzen; Schluss	Neuer Schritt: überführen — weiter — kurz absetzen; Schluss.
B1-S005	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	1	0	weiterführen; Schluss	Neuer Schritt: weiterführen; Schluss.
B1-S006	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	3	1	Anteil zugeben | durchleiten | Zusatz | Zielmarke	Neuer Schritt: Anteil zugeben — durchleiten — Zusatz — Zielmarke.
B1-S007	B1	f81v	CONTINUE_SAME_OWNER_OPEN	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	1	0	einführen; Schluss	am offenen Ziel in die Überführung weiter: einführen; Schluss.
B1-S008	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	5	0	dies | weiter | kurz wärmen | weiter | kurz absetzen; Schluss	Neuer Schritt: dies — weiter — kurz wärmen — weiter — kurz absetzen; Schluss.
B1-S009	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	1	0	kurz einwirken; Schluss	Neuer Schritt: kurz einwirken; Schluss.
B1-S010	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	1	0	kurz einwirken; Schluss	Neuer Schritt: kurz einwirken; Schluss.
B1-S011	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	2	0	durchleiten | einsetzen	Neuer Schritt: durchleiten — einsetzen.
B1-S012	B1	f81v	CONTINUE_SAME_OWNER_OPEN	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	1	2	Waschgang | kurz einwirken | Waschgang; Schluss	mit dem eingesetzten Posten am selben Besitzer weiter: Waschgang — kurz einwirken — Waschgang; Schluss.
B1-S013	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	0	1	Waschgang; Schluss	Neuer Schritt: Waschgang; Schluss.
B1-S014	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	2	3	überführen | Weitergang | Zielabführung | weiter | Folgequelle	Neuer Schritt: überführen — Weitergang — Zielabführung — weiter — Folgequelle.
B1-S015	B1	f81v	CONTINUE_SAME_OWNER_OPEN	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	1	1	Kurzteil | einführen; Schluss	von der eben gesetzten Quelle weiter: Kurzteil — einführen; Schluss.
B1-S016	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	4	0	dorthin einsetzen | lange einwirken | weiter | kurz absetzen; Schluss	Neuer Schritt: dorthin einsetzen — lange einwirken — weiter — kurz absetzen; Schluss.
B1-S017	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	1	2	dorthin | Kurzfortsetzung | Transfer; Schluss	Neuer Schritt: dorthin — Kurzfortsetzung — Transfer; Schluss.
B1-S018	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	2	2	Abführposten | Kurzhalt | Arbeitsstufe | lange sammeln; Schluss	Neuer Schritt: Abführposten — Kurzhalt — Arbeitsstufe — lange sammeln; Schluss.
B1-S019	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	1	0	kurz absetzen; Schluss	Neuer Schritt: kurz absetzen; Schluss.
B1-S020	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	2	0	kurz wärmen | seihen; Schluss	Neuer Schritt: kurz wärmen — seihen; Schluss.
B1-S021	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	1	0	dorthin	Neuer Schritt: dorthin.
B2-S001	B2	f82r	RECORD_START	obere Paarbecken-/Zylinderstation	TERMINAL	1	0	überführen; Schluss	Besitzer »obere Paarbecken-/Zylinderstation«: überführen; Schluss.
B2-S002	B2	f82r	FRESH_AFTER_CLOSE	obere Paarbecken-/Zylinderstation	TERMINAL	1	0	weiterführen; Schluss	Neuer Schritt: weiterführen; Schluss.
B2-S003	B2	f82r	FRESH_AFTER_CLOSE	obere Paarbecken-/Zylinderstation	TERMINAL	3	0	Anteil zugeben | dies | lange einwirken; Schluss	Neuer Schritt: Anteil zugeben — dies — lange einwirken; Schluss.
B2-S004	B2	f82r	FRESH_AFTER_CLOSE	obere Paarbecken-/Zylinderstation	TERMINAL	2	3	dorthin einsetzen | Abführpassage | Abführung | lange einwirken | Trennabzug; Schluss	Neuer Schritt: dorthin einsetzen — Abführpassage — Abführung — lange einwirken — Trennabzug; Schluss.
B2-S005	B2	f82r	FRESH_AFTER_CLOSE	obere Paarbecken-/Zylinderstation	TERMINAL	4	4	Zieleinsatz | Sollsammlung | durchleiten | bemessen | bemessen | Fortsetzung vorbereiten | Langwärmen | abziehen; Schluss	Neuer Schritt: Zieleinsatz — Sollsammlung — durchleiten — bemessen — bemessen — Fortsetzung vorbereiten — Langwärmen — abziehen; Schluss.
B2-S006	B2	f82r	FRESH_AFTER_CLOSE	obere Paarbecken-/Zylinderstation	NONCLOSE	2	2	Langfolge | dorthin einsetzen | Kurzpassage | einsetzen	Neuer Schritt: Langfolge — dorthin einsetzen — Kurzpassage — einsetzen.
B2-S007	B2	f82r	OWNER_RESET	mittlere linke Geräte-/Inline-Knotenstation	TERMINAL	0	1	Kurzabsetzen; Schluss	Neuer Besitzer »mittlere linke Geräte-/Inline-Knotenstation«: Kurzabsetzen; Schluss.
B2-S008	B2	f82r	FRESH_AFTER_CLOSE	mittlere linke Geräte-/Inline-Knotenstation	TERMINAL	2	1	Folgemaß | Quelleinsatz | kurz absetzen; Schluss	Neuer Schritt: Folgemaß — Quelleinsatz — kurz absetzen; Schluss.
B2-S009	B2	f82r	FRESH_AFTER_CLOSE	mittlere linke Geräte-/Inline-Knotenstation	TERMINAL	0	1	Folgeabsetzen; Schluss	Neuer Schritt: Folgeabsetzen; Schluss.
B2-S010	B2	f82r	FRESH_AFTER_CLOSE	mittlere linke Geräte-/Inline-Knotenstation	NONCLOSE	3	1	lange einwirken | einsetzen | Auslass | Klarauszug	Neuer Schritt: lange einwirken — einsetzen — Auslass — Klarauszug.
B2-S011	B2	f82r	OWNER_RESET	ungelöste mittlere rechte Linie-/Liegepodeststation	TERMINAL	4	0	Anteil zugeben | davon | Anteil zugeben | lange einwirken; Schluss	Neuer Besitzer »ungelöste mittlere rechte Linie-/Liegepodeststation«: Anteil zugeben — davon — Anteil zugeben — lange einwirken; Schluss.
B2-S012	B2	f82r	FRESH_AFTER_CLOSE	ungelöste mittlere rechte Linie-/Liegepodeststation -> unteres grünes Mehrfigurenfeld	TERMINAL	5	3	Abführgut | Klarauszug | kurz vorbereiten | lange einwirken | Klarabzug | Sollmaß | dies | Volleinsatz; Schluss	Neuer Schritt: Abführgut — Klarauszug — kurz vorbereiten — lange einwirken — Klarabzug — Sollmaß — dies — Volleinsatz; Schluss.
B2-S013	B2	f82r	FRESH_AFTER_CLOSE	unteres grünes Mehrfigurenfeld	TERMINAL	1	0	abführen; Schluss	Neuer Schritt: abführen; Schluss.
B2-S014	B2	f82r	FRESH_AFTER_CLOSE	unteres grünes Mehrfigurenfeld	NONCLOSE	0	1	Quellabzug	Neuer Schritt: Quellabzug.
B2-S015	B2	f82r	OWNER_RESET	lokale Randstationen des unteren Feldes	TERMINAL	1	1	Klarlauf | lange einwirken; Schluss	Neuer Besitzer »lokale Randstationen des unteren Feldes«: Klarlauf — lange einwirken; Schluss.
B2-S016	B2	f82r	FRESH_AFTER_CLOSE	lokale Randstationen des unteren Feldes	TERMINAL	4	4	dorthin | Quellabführung | Teilen | Sollmaß | Langfolge | bemessen | kurz einwirken | Zuführung; Schluss	Neuer Schritt: dorthin — Quellabführung — Teilen — Sollmaß — Langfolge — bemessen — kurz einwirken — Zuführung; Schluss.
B2-S017	B2	f82r	FRESH_AFTER_CLOSE	lokale Randstationen des unteren Feldes	TERMINAL	0	2	Kurzhalt am Ziel | Zielschluss	Neuer Schritt: Kurzhalt am Ziel — Zielschluss.
B2-S018	B2	f82r	FRESH_AFTER_CLOSE	lokale Randstationen des unteren Feldes	TERMINAL	1	0	lange einwirken; Schluss	Neuer Schritt: lange einwirken; Schluss.
B2-S019	B2	f82r	FRESH_AFTER_CLOSE	lokale Randstationen des unteren Feldes	TERMINAL	0	1	Waschschluss	Neuer Schritt: Waschschluss.
B2-S020	B2	f82r	FRESH_AFTER_CLOSE	lokale Randstationen des unteren Feldes	TERMINAL	1	0	lange Folgestufe; Schluss	Neuer Schritt: lange Folgestufe; Schluss.
B2-S021	B2	f82r	FRESH_AFTER_CLOSE	lokale Randstationen des unteren Feldes	TERMINAL	1	0	lange einwirken; Schluss	Neuer Schritt: lange einwirken; Schluss.
B2-S022	B2	f82r	FRESH_AFTER_CLOSE	lokale Randstationen des unteren Feldes	TERMINAL	0	1	Abführung; Schluss	Neuer Schritt: Abführung; Schluss.
B3-S001	B3	f83r	RECORD_START	obere offene Fächer-Randstation	TERMINAL	1	0	lange sammeln; Schluss	Besitzer »obere offene Fächer-Randstation«: lange sammeln; Schluss.
B3-S002	B3	f83r	FRESH_AFTER_CLOSE	obere offene Fächer-Randstation	TERMINAL	1	1	danach dorthin | Langwärmen; Schluss	Neuer Schritt: danach dorthin — Langwärmen; Schluss.
B3-S003	B3	f83r	FRESH_AFTER_CLOSE	obere offene Fächer-Randstation	TERMINAL	4	0	dies | Sollmaß | dies | abführen; Schluss	Neuer Schritt: dies — Sollmaß — dies — abführen; Schluss.
B3-S004	B3	f83r	FRESH_AFTER_CLOSE	obere offene Fächer-Randstation	NONCLOSE	3	0	bemessen | danach dorthin | davon	Neuer Schritt: bemessen — danach dorthin — davon.
B3-S005	B3	f83r	OWNER_RESET	mittlere runde Gefäß-Randstation	TERMINAL	1	0	überführen; Schluss	Neuer Besitzer »mittlere runde Gefäß-Randstation«: überführen; Schluss.
B3-S006	B3	f83r	FRESH_AFTER_CLOSE	mittlere runde Gefäß-Randstation	TERMINAL	2	1	Postentransfer | dorthin einsetzen | weiterführen; Schluss	Neuer Schritt: Postentransfer — dorthin einsetzen — weiterführen; Schluss.
B3-S007	B3	f83r	FRESH_AFTER_CLOSE	mittlere runde Gefäß-Randstation	TERMINAL	3	0	bemessen | überführen | lange einwirken; Schluss	Neuer Schritt: bemessen — überführen — lange einwirken; Schluss.
B3-S008	B3	f83r	FRESH_AFTER_CLOSE	mittlere runde Gefäß-Randstation	TERMINAL	1	0	abführen; Schluss	Neuer Schritt: abführen; Schluss.
B3-S009	B3	f83r	FRESH_AFTER_CLOSE	mittlere runde Gefäß-Randstation	NONCLOSE	1	0	einsetzen	Neuer Schritt: einsetzen.
B3-S010	B3	f83r	OWNER_RESET	untere korbartige Gefäß-Randstation	TERMINAL	0	2	Zielzuführung | Kurzfolge; Schluss	Neuer Besitzer »untere korbartige Gefäß-Randstation«: Zielzuführung — Kurzfolge; Schluss.
B3-S011	B3	f83r	FRESH_AFTER_CLOSE	untere korbartige Gefäß-Randstation	NONCLOSE	2	2	Vorbereitungstransfer | einsetzen | überführen | Quellposten	Neuer Schritt: Vorbereitungstransfer — einsetzen — überführen — Quellposten.
B3-S012	B3	f83r	CONTINUE_SAME_OWNER_OPEN	untere korbartige Gefäß-Randstation	TERMINAL	2	0	Ansatz | kurz absetzen; Schluss	mit dem aus der Quelle überführten Posten weiter: Ansatz — kurz absetzen; Schluss.
B3-S013	B3	f83r	FRESH_AFTER_CLOSE	untere korbartige Gefäß-Randstation	TERMINAL	4	0	bemessen | Anteil | kurz vorbereiten | kurz einwirken; Schluss	Neuer Schritt: bemessen — Anteil — kurz vorbereiten — kurz einwirken; Schluss.
B3-S014	B3	f83r	FRESH_AFTER_CLOSE	untere korbartige Gefäß-Randstation	TERMINAL	0	2	Laufeinsatz | Langabsetzen; Schluss	Neuer Schritt: Laufeinsatz — Langabsetzen; Schluss.
B3-S015	B3	f83r	FRESH_AFTER_CLOSE	untere korbartige Gefäß-Randstation	TERMINAL	1	0	abführen; Schluss	Neuer Schritt: abführen; Schluss.
B3-S016	B3	f83r	FRESH_AFTER_CLOSE	untere korbartige Gefäß-Randstation -> ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TERMINAL	1	1	Abzug | einführen; Schluss	Neuer Schritt: Abzug — einführen; Schluss.
B3-S017	B3	f83r	FRESH_AFTER_CLOSE	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TERMINAL	1	0	lange einwirken; Schluss	Neuer Schritt: lange einwirken; Schluss.
B3-S018	B3	f83r	FRESH_AFTER_CLOSE	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TERMINAL	1	0	kurz absetzen; Schluss	Neuer Schritt: kurz absetzen; Schluss.
B3-S019	B3	f83r	FRESH_AFTER_CLOSE	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TERMINAL	0	1	Einsatzabsetzen; Schluss	Neuer Schritt: Einsatzabsetzen; Schluss.
B3-S020	B3	f83r	FRESH_AFTER_CLOSE	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TERMINAL	2	0	dorthin | abführen; Schluss	Neuer Schritt: dorthin — abführen; Schluss.
B3-S021	B3	f83r	FRESH_AFTER_CLOSE	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TERMINAL	9	2	bemessen | bereit | dorthin | dies | Sollmaß | am Ziel absetzen | Kurzvorbereitung | dies | dorthin | bereit | Zieltransfer; Schluss	Neuer Schritt: bemessen — bereit — dorthin — dies — Sollmaß — am Ziel absetzen — Kurzvorbereitung — dies — dorthin — bereit — Zieltransfer; Schluss.
B3-S022	B3	f83r	FRESH_AFTER_CLOSE	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TERMINAL	0	1	Folgetransfer; Schluss	Neuer Schritt: Folgetransfer; Schluss.
B3-S023	B3	f83r	FRESH_AFTER_CLOSE	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TERMINAL	1	0	abführen; Schluss	Neuer Schritt: abführen; Schluss.
B3-S024	B3	f83r	FRESH_AFTER_CLOSE	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TERMINAL	1	0	überführen; Schluss	Neuer Schritt: überführen; Schluss.
B3-S025	B3	f83r	FRESH_AFTER_CLOSE	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TERMINAL	1	0	einführen; Schluss	Neuer Schritt: einführen; Schluss.
B3-S026	B3	f83r	FRESH_AFTER_CLOSE	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar -> Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	4	3	Quelltransfer | Sollabsetzung | überführen | Anteil zugeben | bereit | Zielbereitung | lange sammeln; Schluss	Neuer Schritt: Quelltransfer — Sollabsetzung — überführen — Anteil zugeben — bereit — Zielbereitung — lange sammeln; Schluss.
B3-S027	B3	f83r	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	1	0	lange Folgestufe; Schluss	Neuer Schritt: lange Folgestufe; Schluss.
B3-S028	B3	f83r	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	2	0	lange einwirken | kurz einwirken; Schluss	Neuer Schritt: lange einwirken — kurz einwirken; Schluss.
B3-S029	B3	f83r	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	2	1	weiter | Vollteil | kurz einwirken; Schluss	Neuer Schritt: weiter — Vollteil — kurz einwirken; Schluss.
B3-S030	B3	f83r	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	2	2	einsetzen | Sollmaß | Weiterlauf | Folgetransfer; Schluss	Neuer Schritt: einsetzen — Sollmaß — Weiterlauf — Folgetransfer; Schluss.
B3-S031	B3	f83r	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	1	0	lange einwirken; Schluss	Neuer Schritt: lange einwirken; Schluss.
B3-S032	B3	f83r	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	2	3	Anteilstransfer | überführen | Kurzsoll | Folgemaß | Kurzfolge; Schluss	Neuer Schritt: Anteilstransfer — überführen — Kurzsoll — Folgemaß — Kurzfolge; Schluss.
B3-S033	B3	f83r	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	1	0	abziehen; Schluss	Neuer Schritt: abziehen; Schluss.
B3-S034	B3	f83r	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	5	1	Arbeitsstufe | bereit | Anteil | Folgemaß | Zwischenziel | kurz absetzen; Schluss	Neuer Schritt: Arbeitsstufe — bereit — Anteil — Folgemaß — Zwischenziel — kurz absetzen; Schluss.
B4-S001	B4	f83r	RECORD_START	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	1	0	lange einwirken; Schluss	Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: lange einwirken; Schluss.
B4-S002	B4	f83r	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	2	1	Weiterposten | lange einwirken | kurz einwirken; Schluss	Neuer Schritt: Weiterposten — lange einwirken — kurz einwirken; Schluss.
B4-S003	B4	f83r	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	7	0	überführen | danach dorthin | das nächste | lange einwirken | einsetzen | weiter | kurz absetzen; Schluss	Neuer Schritt: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.
B4-S004	B4	f83r	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	0	1	Festsetzen; Schluss	Neuer Schritt: Festsetzen; Schluss.
B4-S005	B4	f83r	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	3	0	Einlage | überführen | lange einwirken; Schluss	Neuer Schritt: Einlage — überführen — lange einwirken; Schluss.
B4-S006	B4	f83r	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	1	0	seihen; Schluss	Neuer Schritt: seihen; Schluss.
B4-S007	B4	f83r	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	1	0	seihen; Schluss	Neuer Schritt: seihen; Schluss.
B4-S008	B4	f83r	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	3	1	Sollmaß | länger bearbeiten | Langhalt | kurz einwirken; Schluss	Neuer Schritt: Sollmaß — länger bearbeiten — Langhalt — kurz einwirken; Schluss.
B4-S009	B4	f83r	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	1	0	kurz absetzen; Schluss	Neuer Schritt: kurz absetzen; Schluss.
B4-S010	B4	f83r	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	1	0	fertig	Neuer Schritt: fertig; Schluss.
