target_surface	left_out_locus	left_out_is_strongest_support_locus	left_out_distinct_signature_channel_count	remaining_support_loci	remaining_channel_occurrence_counts	remaining_channel_locus_counts	channels_lost	all_observed_channels_survive	semantic_identity_credit	component_export_credit
ol	f76v.39	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f77r.43	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f77v.29	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f78r.12	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f78r.37	0	1	32	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":7,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f78v.12	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":1,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":1,""VALUE"":0}"	[]	1	0	0
ol	f78v.29	0	1	32	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":7,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f78v.3	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f78v.9	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":6,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f79r.13	0	1	32	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":7,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f79v.25	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f79v.35	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":6,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f81r.12	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f81r.15	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f81r.22	0	2	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":1,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":1,""PROCESS"":6,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f85r1.13	0	1	32	"{""AMOUNT"":7,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":7,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f86v6.7	0	1	32	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":7,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f88r.22	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":8,""STATE_DRY"":3,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":7,""STATE_DRY"":3,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f88v.19	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":1,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":1,""VALUE"":0}"	[]	1	0	0
ol	f94v.2	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f94v.9	0	1	32	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":7,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f95r1.11	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":6,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ckhy	f105v.37	1	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	[]	1	0	0
ckhy	f32r.2	0	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	[]	1	0	0
pcheey	f105r.24	1	2	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":1,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":1,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	[]	1	0	0
pcheey	f10v.1	0	2	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":1,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":1,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	[]	1	0	0
ols	f104v.19	1	1	3	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":1,""STATE_MOIST"":0,""VALUE"":2}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":1,""STATE_MOIST"":0,""VALUE"":2}"	[]	1	0	0
ols	f83r.10	0	1	3	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":1,""STATE_MOIST"":0,""VALUE"":2}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":1,""STATE_MOIST"":0,""VALUE"":2}"	[]	1	0	0
ols	f83v.22	0	1	3	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":3}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":3}"	"[""STATE_DRY""]"	0	0	0
ols	f99v.21	0	1	3	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":1,""STATE_MOIST"":0,""VALUE"":2}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":1,""STATE_MOIST"":0,""VALUE"":2}"	[]	1	0	0
otar	f103v.45	1	2	10	"{""AMOUNT"":4,""BOUNDED_VALUE"":1,""CLOSE"":4,""OLY"":0,""PROCESS"":1,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":4,""BOUNDED_VALUE"":1,""CLOSE"":4,""OLY"":0,""PROCESS"":1,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"[""OLY""]"	0	0	0
otar	f115v.5	0	1	10	"{""AMOUNT"":4,""BOUNDED_VALUE"":1,""CLOSE"":4,""OLY"":1,""PROCESS"":1,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":4,""BOUNDED_VALUE"":1,""CLOSE"":4,""OLY"":1,""PROCESS"":1,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	[]	1	0	0
otar	f39v.5	0	1	10	"{""AMOUNT"":3,""BOUNDED_VALUE"":1,""CLOSE"":4,""OLY"":1,""PROCESS"":2,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":3,""BOUNDED_VALUE"":1,""CLOSE"":4,""OLY"":1,""PROCESS"":2,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	[]	1	0	0
otar	f58r.10	0	1	10	"{""AMOUNT"":4,""BOUNDED_VALUE"":1,""CLOSE"":3,""OLY"":1,""PROCESS"":2,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":4,""BOUNDED_VALUE"":1,""CLOSE"":3,""OLY"":1,""PROCESS"":2,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	[]	1	0	0
otar	f75r.43	0	1	10	"{""AMOUNT"":4,""BOUNDED_VALUE"":1,""CLOSE"":3,""OLY"":1,""PROCESS"":2,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":4,""BOUNDED_VALUE"":1,""CLOSE"":3,""OLY"":1,""PROCESS"":2,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	[]	1	0	0
otar	f75r.44	0	1	10	"{""AMOUNT"":4,""BOUNDED_VALUE"":1,""CLOSE"":3,""OLY"":1,""PROCESS"":2,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":4,""BOUNDED_VALUE"":1,""CLOSE"":3,""OLY"":1,""PROCESS"":2,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	[]	1	0	0
otar	f75v.48	0	1	10	"{""AMOUNT"":4,""BOUNDED_VALUE"":0,""CLOSE"":4,""OLY"":1,""PROCESS"":2,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":4,""BOUNDED_VALUE"":0,""CLOSE"":4,""OLY"":1,""PROCESS"":2,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"[""BOUNDED_VALUE""]"	0	0	0
otar	f75v.7	0	1	10	"{""AMOUNT"":4,""BOUNDED_VALUE"":1,""CLOSE"":3,""OLY"":1,""PROCESS"":2,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":4,""BOUNDED_VALUE"":1,""CLOSE"":3,""OLY"":1,""PROCESS"":2,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	[]	1	0	0
otar	f85r1.33	0	1	10	"{""AMOUNT"":3,""BOUNDED_VALUE"":1,""CLOSE"":4,""OLY"":1,""PROCESS"":2,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":3,""BOUNDED_VALUE"":1,""CLOSE"":4,""OLY"":1,""PROCESS"":2,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	[]	1	0	0
otar	f86v5.13	0	1	10	"{""AMOUNT"":3,""BOUNDED_VALUE"":1,""CLOSE"":4,""OLY"":1,""PROCESS"":2,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":3,""BOUNDED_VALUE"":1,""CLOSE"":4,""OLY"":1,""PROCESS"":2,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	[]	1	0	0
otar	f86v6.9	0	1	10	"{""AMOUNT"":3,""BOUNDED_VALUE"":1,""CLOSE"":4,""OLY"":1,""PROCESS"":2,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":3,""BOUNDED_VALUE"":1,""CLOSE"":4,""OLY"":1,""PROCESS"":2,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	[]	1	0	0
