control_class	span_id	page	locus	head_ordinal	head_surface	value_ordinal	value_surface	value_label	written_span_eva	reader_exact	preparation_ordinal	preparation_surface	semantic_identity_credit	component_export_credit	x_ordinal	x_surface	selected_local_dispatch	anchor_occurrence_id	anchor_class	surface	physical_folio	line_number	ordinal	token_index	line_token_count	written_line_eva
EXACT_AMOUNT_SPAN	G759-S0065	f33r	f33r.5	2	or	3	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0066	f33r	f33r.7	4	or	5	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0067	f33v	f33v.9	2	or	3	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0068	f33v	f33v.9	10	ar	11	aiin	III	ar aiin	1																
EXACT_AMOUNT_SPAN	G759-S0069	f34r	f34r.13	9	ar	10	aiiin	IV	ar aiiin	1																
EXACT_AMOUNT_SPAN	G759-S0070	f34v	f34v.11	3	s	4	aiin	III	s aiin	1																
EXACT_AMOUNT_SPAN	G759-S0071	f39r	f39r.11	2	ar	3	aiin	III	ar aiin	1																
EXACT_AMOUNT_SPAN	G759-S0072	f39v	f39v.1	9	or	10	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0073	f39v	f39v.3	7	or	8	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0074	f39v	f39v.5	6	or	7	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0075	f39v	f39v.9	4	ar	5	ain	II	ar ain	1																
EXACT_AMOUNT_SPAN	G759-S0076	f3r	f3r.20	5	s	6	aiin	III	s aiin	1																
EXACT_AMOUNT_SPAN	G759-S0077	f40r	f40r.4	1	or	2	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0078	f40v	f40v.15	3	or	4	aiiin	IV	or aiiin	1																
EXACT_AMOUNT_SPAN	G759-S0079	f43v	f43v.12	10	or	11	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0080	f46r	f46r.3	9	s	10	aiin	III	s aiin	1																
EXACT_AMOUNT_SPAN	G759-S0081	f48v	f48v.6	8	or	9	ain	II	or ain	1																
EXACT_AMOUNT_SPAN	G759-S0082	f54v	f54v.7	4	s	5	aiin	III	s aiin	1																
EXACT_AMOUNT_SPAN	G759-S0083	f55r	f55r.2	2	or	3	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0084	f55r	f55r.5	2	or	3	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0085	f55v	f55v.10	3	s	4	aiin	III	s aiin	1																
EXACT_AMOUNT_SPAN	G759-S0086	f55v	f55v.9	6	or	7	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0087	f58v	f58v.27	2	s	3	aiin	III	s aiin	1																
EXACT_AMOUNT_SPAN	G759-S0088	f58v	f58v.4	1	or	2	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0089	f76r	f76r.15	5	ar	6	aiin	III	ar aiin	1																
EXACT_AMOUNT_SPAN	G759-S0090	f76r	f76r.15	7	ar	8	ain	II	ar ain	1																
EXACT_AMOUNT_SPAN	G759-S0091	f78r	f78r.37	3	s	4	aiin	III	s aiin	1																
EXACT_AMOUNT_SPAN	G759-S0092	f78v	f78v.29	7	s	8	aiiin	IV	s aiiin	1																
EXACT_AMOUNT_SPAN	G759-S0093	f79r	f79r.13	7	or	8	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0094	f79v	f79v.39	5	or	6	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0095	f85r1	f85r1.13	8	s	9	aiin	III	s aiin	1																
EXACT_AMOUNT_SPAN	G759-S0096	f85r1	f85r1.33	7	or	8	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0097	f85r2	f85r2.2	3	or	4	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0098	f85r2	f85r2.20	1	or	2	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0099	f86v3	f86v3.14	1	ar	2	aiin	III	ar aiin	1																
EXACT_AMOUNT_SPAN	G759-S0100	f86v3	f86v3.4	6	ar	7	aiin	III	ar aiin	1																
EXACT_AMOUNT_SPAN	G759-S0101	f86v5	f86v5.13	8	or	9	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0102	f86v5	f86v5.14	5	ar	6	aiin	III	ar aiin	1																
EXACT_AMOUNT_SPAN	G759-S0103	f86v5	f86v5.20	2	ar	3	aiin	III	ar aiin	1																
EXACT_AMOUNT_SPAN	G759-S0104	f86v5	f86v5.21	2	ar	3	aiin	III	ar aiin	1																
EXACT_AMOUNT_SPAN	G759-S0105	f86v5	f86v5.23	2	or	3	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0106	f86v5	f86v5.32	6	or	7	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0107	f86v5	f86v5.35	2	or	3	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0108	f86v6	f86v6.17	2	or	3	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0109	f86v6	f86v6.19	4	or	5	aiiin	IV	or aiiin	1																
EXACT_AMOUNT_SPAN	G759-S0110	f86v6	f86v6.34	5	or	6	aiiin	IV	or aiiin	1																
EXACT_AMOUNT_SPAN	G759-S0111	f86v6	f86v6.44	8	or	9	aiiin	IV	or aiiin	1																
EXACT_AMOUNT_SPAN	G759-S0112	f86v6	f86v6.7	4	or	5	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0113	f86v6	f86v6.9	8	ar	9	aiiin	IV	ar aiiin	1																
EXACT_AMOUNT_SPAN	G759-S0114	f88v	f88v.9	4	s	5	aiin	III	s aiin	1																
EXACT_AMOUNT_SPAN	G759-S0115	f94v	f94v.9	9	s	10	aiin	III	s aiin	1																
EXACT_AMOUNT_SPAN	G759-S0116	f95v1	f95v1.11	5	or	6	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0117	f95v1	f95v1.12	2	s	3	aiin	III	s aiin	1																
EXACT_AMOUNT_SPAN	G759-S0118	f95v2	f95v2.3	4	or	5	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0119	f96r	f96r.11	5	s	6	aiin	III	s aiin	1																
EXACT_AMOUNT_SPAN	G759-S0120	f99r	f99r.43	9	s	10	aiin	III	s aiin	1																
EXACT_AMOUNT_SPAN	G759-S0121	f99v	f99v.34	9	or	10	aiin	III	or aiin	1																
EXACT_AMOUNT_SPAN	G759-S0122	f99v	f99v.40	1	or	2	aiin	III	or aiin	1																
EXACT_OLS_VALUE_SPAN	G759-S0024	f104v	f104v.19			12	aiin	III	ols aiin	1	11	ols	0	0												
EXACT_OLS_VALUE_SPAN	G759-S0025	f83r	f83r.10			5	aiin	III	ols aiin	1	4	ols	0	0												
EXACT_OLS_VALUE_SPAN	G759-S0026	f99v	f99v.21			9	aiiin	IV	ols aiiin	1	8	ols	0	0												
EXACT_X_DAIIN_SPAN	G764-XD01	f102r1	f102r1.8			5	daiin		chofol daiin	1					4	chofol	OPEN_VALUE_III									
EXACT_X_DAIIN_SPAN	G764-XD02	f105r	f105r.24			12	daiin		dal daiin	1					11	dal	MATERIAL_MEASURE_VALUE_III									
EXACT_X_DAIIN_SPAN	G764-XD03	f105v	f105v.5			3	daiin		qopchdy daiin	1					2	qopchdy	NOMINAL_VALUE_III									
EXACT_X_DAIIN_SPAN	G764-XD04	f10v	f10v.1			6	daiin		qoty daiin	1					5	qoty	QUALITY_GRADE_III									
EXACT_X_DAIIN_SPAN	G764-XD05	f22r	f22r.4			3	daiin		ofchy daiin	1					2	ofchy	OPEN_VALUE_III									
EXACT_X_DAIIN_SPAN	G764-XD06	f38v	f38v.5			2	daiin		qoty daiin	1					1	qoty	QUALITY_GRADE_III									
EXACT_X_DAIIN_SPAN	G764-XD07	f75v	f75v.48			12	daiin		dal daiin	1					11	dal	MATERIAL_MEASURE_VALUE_III									
EXACT_X_DAIIN_SPAN	G764-XD08	f86v3	f86v3.25			10	daiin		qoty daiin	1					9	qoty	QUALITY_GRADE_III									
EXACT_X_DAIIN_SPAN	G764-XD09	f99r	f99r.15			3	daiin		oteody daiin	1					2	oteody	RESULT_STAGE_III									
EXACT_STATE_OR_OLY_ANCHOR		f100r	f100r.24							1			0	0				G769-A0001	STATE_MOIST	sheor	f100	24	2	2	10	saiichor sheor qockhody odeor yk sheey cholsheody sai cheol raiin
EXACT_STATE_OR_OLY_ANCHOR		f100r	f100r.25							1			0	0				G769-A0002	STATE_MOIST	sheor	f100	25	1	1	10	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol
EXACT_STATE_OR_OLY_ANCHOR		f100v	f100v.18							1			0	0				G769-A0003	STATE_DRY	cheo	f100	18	4	4	11	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal
EXACT_STATE_OR_OLY_ANCHOR		f100v	f100v.20							1			0	0				G769-A0004	STATE_DRY	cheor	f100	20	6	6	8	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar
EXACT_STATE_OR_OLY_ANCHOR		f102r1	f102r1.17							1			0	0				G769-A0005	OLY_PROCESS_CLOSE	oly	f102	17	6	6	6	ydar arody oldaiin sody chockhy oly
EXACT_STATE_OR_OLY_ANCHOR		f102v1	f102v1.9							1			0	0				G769-A0006	STATE_DRY	cheo	f102	9	7	7	10	teody ckheey qokeol sheky qockheor or cheo rchol qoteor dar
EXACT_STATE_OR_OLY_ANCHOR		f102v1	f102v1.12							1			0	0				G769-A0007	STATE_DRY	cheor	f102	12	8	8	10	y cheol cheol doiir shekcheor s ar cheor ey pchodaiin
EXACT_STATE_OR_OLY_ANCHOR		f102v1	f102v1.14							1			0	0				G769-A0008	STATE_DRY	cheor	f102	14	2	2	5	chor cheor ckhey oteol aeky
EXACT_STATE_OR_OLY_ANCHOR		f102v2	f102v2.11							1			0	0				G769-A0009	STATE_DRY	cheor	f102	11	1	1	1	cheor
EXACT_STATE_OR_OLY_ANCHOR		f102v2	f102v2.33							1			0	0				G769-A0010	STATE_DRY	cheor	f102	33	4	4	12	qokeor sho keeeos cheor o s al chos aiiin o ky okaraiin
EXACT_STATE_OR_OLY_ANCHOR		f102v2	f102v2.39							1			0	0				G769-A0011	STATE_DRY	cheor	f102	39	2	2	4	yotaiin cheor cheekey orain
EXACT_STATE_OR_OLY_ANCHOR		f103r	f103r.13							1			0	0				G769-A0012	STATE_MOIST	sheor	f103	13	2	2	12	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol
EXACT_STATE_OR_OLY_ANCHOR		f103v	f103v.5							1			0	0				G769-A0013	OLY_PROCESS_CLOSE	oly	f103	5	10	10	10	pcheor olkeey cheky qokshdy qokaiin okechdy qopchdy qotedy qokaiin oly
EXACT_STATE_OR_OLY_ANCHOR		f103v	f103v.33							1			0	0				G769-A0014	OLY_PROCESS_CLOSE	oly	f103	33	10	10	10	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly
EXACT_STATE_OR_OLY_ANCHOR		f103v	f103v.45							1			0	0				G769-A0015	OLY_PROCESS_CLOSE	oly	f103	45	11	11	11	okey ol cheey lcheey lkain shckhy sheckhy or ain otar oly
EXACT_STATE_OR_OLY_ANCHOR		f104r	f104r.22							1			0	0				G769-A0016	STATE_DRY	cheor	f104	22	9	9	12	tshedar chllo rl shed kchedy chokor cheedy opchar cheor chckhey taiin dam
EXACT_STATE_OR_OLY_ANCHOR		f104v	f104v.13							1			0	0				G769-A0017	STATE_DRY	cheo	f104	13	7	7	11	ycheol cheody qoeechdy qokeol qotaiin chedar cheo lkaiin cheetar aiin cheitaiin
EXACT_STATE_OR_OLY_ANCHOR		f104v	f104v.24							1			0	0				G769-A0018	STATE_DRY	cheo	f104	24	5	5	11	ykaiin cheor cheeey daiiin cheo dalaiin chockhedy chedaiin otor qokar ary
EXACT_STATE_OR_OLY_ANCHOR		f104v	f104v.38							1			0	0				G769-A0019	STATE_DRY	cheo	f104	38	9	9	13	okechey chedy chchy qotain qokain chey or aiin cheo or aiin chedain okam
EXACT_STATE_OR_OLY_ANCHOR		f105r	f105r.24							1			0	0				G769-A0020	STATE_MOIST	sheo	f105	24	9	9	13	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam
EXACT_STATE_OR_OLY_ANCHOR		f105v	f105v.20							1			0	0				G769-A0021	STATE_DRY	cheo	f105	20	8	8	11	porair chopchdy chedain otair otchod aiin alol cheo ypchedy kairodl lpaim
EXACT_STATE_OR_OLY_ANCHOR		f105v	f105v.37							1			0	0				G769-A0022	STATE_MOIST	sheo	f105	37	3	3	12	yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy
EXACT_STATE_OR_OLY_ANCHOR		f106r	f106r.6							1			0	0				G769-A0023	STATE_MOIST	sheor	f106	6	2	2	11	shor sheor orkchsd otair or qokeeo raiin qokeeolchedy olchedy qokeol qoky
EXACT_STATE_OR_OLY_ANCHOR		f106r	f106r.21							1			0	0				G769-A0024	STATE_DRY	cheo	f106	21	3	3	6	olkeedy qokchedy cheo lkeedy chearaiin okain
EXACT_STATE_OR_OLY_ANCHOR		f106r	f106r.43							1			0	0				G769-A0025	STATE_DRY	cheor	f106	43	7	7	11	daiiral sheol daiin otedy qokain okar cheor al taiin chekal otaras
EXACT_STATE_OR_OLY_ANCHOR		f106v	f106v.2							1			0	0				G769-A0026	STATE_MOIST	sheo	f106	2	11	11	13	daiin al sheeodar y chtain char otar qokar otar shed sheo keorain amchy
EXACT_STATE_OR_OLY_ANCHOR		f106v	f106v.8							1			0	0				G769-A0027	STATE_DRY	cheo	f106	8	2	2	5	oraiin cheo rol aiin otaiin
EXACT_STATE_OR_OLY_ANCHOR		f107r	f107r.33							1			0	0				G769-A0028	STATE_DRY	cheo	f107	33	3	3	11	yaiin chekain cheo kaiin chey qol kaiiin chky lcheel lkar okal
EXACT_STATE_OR_OLY_ANCHOR		f107r	f107r.46							1			0	0				G769-A0029	STATE_DRY	cheor	f107	46	6	6	12	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal
EXACT_STATE_OR_OLY_ANCHOR		f107v	f107v.26							1			0	0				G769-A0030	STATE_MOIST	sheor	f107	26	2	2	12	oraiin sheor qokain cheody qokain otal okaiin olkeeo r ar al oldy
EXACT_STATE_OR_OLY_ANCHOR		f107v	f107v.39							1			0	0				G769-A0031	STATE_DRY	cheor	f107	39	2	2	10	okain cheor olkaiin oain cheary raiin okoiin odaiin okaiin y
EXACT_STATE_OR_OLY_ANCHOR		f108r	f108r.5							1			0	0				G769-A0032	STATE_DRY	cheo	f108	5	9	9	12	tchokedy chey oteey okeey lkededy okche y pchofar cheo pchedy qotedy otol
EXACT_STATE_OR_OLY_ANCHOR		f108r	f108r.11							1			0	0				G769-A0033	OLY_PROCESS_CLOSE	oly	f108	11	11	11	11	teodeey ar aiin okeey qetchdy oteeody okaiin ykeeo dain otalaiin oly
EXACT_STATE_OR_OLY_ANCHOR		f108v	f108v.20							1			0	0				G769-A0034	STATE_MOIST	sheo	f108	20	2	2	11	polkeedal sheo kchey lotedaiin otedy opchedaiin otshedy qotey r aiin ol
EXACT_STATE_OR_OLY_ANCHOR		f108v	f108v.37							1			0	0				G769-A0035	STATE_MOIST	sheor	f108	37	2	2	11	sain sheor sheey sheckhey qokey okey shey lkain shedy qokain dalam
EXACT_STATE_OR_OLY_ANCHOR		f10v	f10v.1							1			0	0				G769-A0036	STATE_MOIST	sheo	f10	1	3	3	9	paiin daiin sheo pcheey qoty daiin cthor otydy sain
EXACT_STATE_OR_OLY_ANCHOR		f111r	f111r.21							1			0	0				G769-A0037	STATE_DRY	cheo	f111	21	13	13	19	daiin okar ain teey oteey ox o r shey chey ky deedy cheo dain sheet ar al l cheotydy
EXACT_STATE_OR_OLY_ANCHOR		f111r	f111r.44							1			0	0				G769-A0038	STATE_MOIST	sheo	f111	44	5	5	11	pchedar oteeol lkeedain okeam sheo teolkedain shal keey lteeal cheal oty
EXACT_STATE_OR_OLY_ANCHOR		f111v	f111v.10							1			0	0				G769-A0039	STATE_DRY	cheo	f111	10	5	5	13	soiin shed qoksheo lor cheo lol aiin shey qokain chear qoteol shcthy ldy
EXACT_STATE_OR_OLY_ANCHOR		f111v	f111v.21							1			0	0				G769-A0040	STATE_MOIST	sheo	f111	21	11	11	15	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam
EXACT_STATE_OR_OLY_ANCHOR		f112r	f112r.17							1			0	0				G769-A0041	STATE_DRY	cheo	f112	17	6	6	11	qoeeear she olkeear cheey qor cheo ral cheey qokey teey am
EXACT_STATE_OR_OLY_ANCHOR		f112v	f112v.38							1			0	0				G769-A0042	STATE_DRY	cheo	f112	38	11	11	12	sa ar oiin okchey al chedy chol otaiin chedar lkain cheo dain
EXACT_STATE_OR_OLY_ANCHOR		f113r	f113r.6							1			0	0				G769-A0043	STATE_DRY	cheo	f113	6	2	2	16	sor cheo cheey oteeos aiin otain otal ches aiin alchl sheey kchol okeeo l kaiin ol
EXACT_STATE_OR_OLY_ANCHOR		f113r	f113r.22							1			0	0				G769-A0044	STATE_MOIST	sheor	f113	22	8	8	10	tchoar sheeodaiin chkaiin otchod okchedy qokaiin chokain sheor qokchy qopam
EXACT_STATE_OR_OLY_ANCHOR		f113r	f113r.38							1			0	0				G769-A0045	STATE_MOIST	sheor	f113	38	2	2	7	daiin sheor qoteey daiin okchedy sheos aiin
EXACT_STATE_OR_OLY_ANCHOR		f113r	f113r.49							1			0	0				G769-A0046	STATE_DRY	cheo	f113	49	3	3	13	sain cheeey cheo kcheey qokeey lkeeey okeeey lkchey lcho r aiin otain al
EXACT_STATE_OR_OLY_ANCHOR		f113v	f113v.40							1			0	0				G769-A0047	STATE_DRY	cheor	f113	40	2	2	12	oraiin cheor alkain oteey ar aiin otaiin okeey lkeeedy qo oeeey aiin
EXACT_STATE_OR_OLY_ANCHOR		f114r	f114r.16							1			0	0				G769-A0048	STATE_DRY	cheo	f114	16	10	10	14	cheoal sheedo l kol dair dair chdair cheoty otal cheo dair chekar otol chedy
EXACT_STATE_OR_OLY_ANCHOR		f114r	f114r.33							1			0	0				G769-A0049	STATE_DRY	cheo	f114	33	12	12	14	daiin oteed aiin saiin yteey aiin al odaiin chedal odaiis aiin cheo dal chedy
EXACT_STATE_OR_OLY_ANCHOR		f114r	f114r.35							1			0	0				G769-A0050	STATE_MOIST	sheo	f114	35	4	4	13	pcheos air oy sheo qokey sheekas oar ytched lked o kchdar otal kar
EXACT_STATE_OR_OLY_ANCHOR		f114r	f114r.43							1			0	0				G769-A0051	STATE_DRY	cheo	f114	43	10	10	11	ycheedy qoodaiin daiiral chedal chos oral tedy qotchdy qotar cheo dain
EXACT_STATE_OR_OLY_ANCHOR		f114v	f114v.6							1			0	0				G769-A0052	STATE_DRY	cheo	f114	6	2	2	10	tedcheo cheo cthedy qotchedy qotaiin opchedy shedy qepoepy chedar dairy
EXACT_STATE_OR_OLY_ANCHOR		f114v	f114v.14							1			0	0				G769-A0053	STATE_DRY	cheo	f114	14	2	2	9	tsheodar cheo ckhor qopchedy qopchedy qokchedy shody qotaiin ofcheds
EXACT_STATE_OR_OLY_ANCHOR		f114v	f114v.18							1			0	0				G769-A0054	STATE_DRY	cheo	f114	18	2	2	9	dorkcheky cheo aiin qotaiin otody qokalsheody choypshedy qoto shxam
EXACT_STATE_OR_OLY_ANCHOR		f114v	f114v.31							1			0	0				G769-A0055	STATE_DRY	cheo	f114	31	2	2	9	olaiin cheo otcheody lkchedy okol okaiin otaiin otal qotar
EXACT_STATE_OR_OLY_ANCHOR		f115r	f115r.9							1			0	0				G769-A0056	STATE_DRY	cheor	f115	9	9	9	10	dchedaiin qoteeedy qokeedy qoteo lor cheo r ar cheor cheody
EXACT_STATE_OR_OLY_ANCHOR		f115r	f115r.11							1			0	0				G769-A0057	STATE_DRY	cheo	f115	11	9	9	12	daiin chedy chol chedy qokoiin qokcheedy qototeeey rain cheo chkain cho lory
EXACT_STATE_OR_OLY_ANCHOR		f115r	f115r.28							1			0	0				G769-A0058	STATE_DRY	cheo	f115	28	1	1	7	cheo chos al saiin cheody llsan arorochees
EXACT_STATE_OR_OLY_ANCHOR		f115r	f115r.30							1			0	0				G769-A0059	STATE_MOIST	sheo	f115	30	2	2	10	dsheodar sheo qokecheos cheos r char qokchar qolcheey lkedy qotal
EXACT_STATE_OR_OLY_ANCHOR		f115r	f115r.44							1			0	0				G769-A0060	STATE_DRY	cheor	f115	44	4	4	12	dcheos shedar qoor cheor shody qokain otar ar otar ytar ar aloky
EXACT_STATE_OR_OLY_ANCHOR		f115v	f115v.16							1			0	0				G769-A0061	STATE_MOIST	sheo	f115	16	7	7	13	dain ar oteey qoteol kar y sheo lkechdy qokar qokey lko rokeedy ld
EXACT_STATE_OR_OLY_ANCHOR		f115v	f115v.20							1			0	0				G769-A0062	STATE_DRY	cheo	f115	20	5	5	8	ysheey qoteey lkeey raiin cheo lor otal otchedy
EXACT_STATE_OR_OLY_ANCHOR		f115v	f115v.35							1			0	0				G769-A0063	STATE_DRY	cheo	f115	35	4	4	12	shos shee oky cheo lkain cheeos al ches kcheo rain checthey lcham
EXACT_STATE_OR_OLY_ANCHOR		f115v	f115v.41							1			0	0				G769-A0064	STATE_MOIST	sheo	f115	41	2	2	9	dcheodl sheo kolchey fchedol shedy qotoee tchy choy qopchyr
EXACT_STATE_OR_OLY_ANCHOR		f116r	f116r.5							1			0	0				G769-A0065	OLY_PROCESS_CLOSE	oly	f116	5	13	13	13	dain sheed qokchdy otal chedy lkain oteedy otor aiin oty lol rol oly
EXACT_STATE_OR_OLY_ANCHOR		f116r	f116r.32							1			0	0				G769-A0066	OLY_PROCESS_CLOSE	oly	f116	32	12	12	12	olkeey rain shey qor aiin shey ol lchedy rshey qokeedy chtain oly
EXACT_STATE_OR_OLY_ANCHOR		f116r	f116r.48							1			0	0				G769-A0067	OLY_PROCESS_CLOSE	oly	f116	48	11	11	11	sykar ain olkeey dainchey qokar chey dain y otan otain oly
EXACT_STATE_OR_OLY_ANCHOR		f15r	f15r.2							1			0	0				G769-A0068	OLY_PROCESS_CLOSE	oly	f15	2	3	3	6	otchor qokchor oly okor shy koly
EXACT_STATE_OR_OLY_ANCHOR		f15v	f15v.11							1			0	0				G769-A0069	STATE_DRY	cheor	f15	11	3	3	6	sol oiin cheor chol daiin cthy
EXACT_STATE_OR_OLY_ANCHOR		f17v	f17v.7							1			0	0				G769-A0070	STATE_DRY	cheor	f17	7	4	4	7	sor chkeey poiis cheor os s aiin
EXACT_STATE_OR_OLY_ANCHOR		f17v	f17v.15							1			0	0				G769-A0071	STATE_DRY	cheo	f17	15	4	4	6	ychor cthy cheeky cheo otor oteol
EXACT_STATE_OR_OLY_ANCHOR		f17v	f17v.20							1			0	0				G769-A0072	STATE_DRY	cheor	f17	20	3	3	6	ykeey okeey cheor chol sho odaiin
EXACT_STATE_OR_OLY_ANCHOR		f17v	f17v.21							1			0	0				G769-A0073	STATE_MOIST	sheor	f17	21	2	2	7	oal sheor sholor or shecthy cpheor daiin
