target_surface	role_model_id	role_name_de	positive_signature_expression	contradictory_signature_expression	positive_signature_pass	contradictory_signature_triggered	support_pages	support_loci	strongest_support_locus	loo_remaining_pages	loo_positive_signature_pass	passes_total_page_gate	passes_strongest_locus_loo	role_score	dispatch_priority	role_gate_pass	role_selected	role_disposition	failure_reasons	portable_output_de	failure_output_de	special_gate_detail	same_context_conjunction_detail	f12_parallel_value_reinforcement	default_is_translation	eva_latin_credit	substring_export_credit	confirmed_lexeme	confirmed_plaintext	component_export_credit	role_rank
ols	R04_BOUND_RECORD_FIELD	gebundenes Record-, Form- oder Maßfeld	F11_H1_BOUNDED_VALUE OR F02_VALUE_DIRECT	F05_PROCESS_SLOT_FINAL	1	0	4	4	f83v.22	3	1	1	1	1.000000	1	1	1	SELECTED_BY_DISPATCH_PRIORITY	[]	gebundenes Record-, Form- oder Maßfeld; Stoffidentität offen	Recordfunktion offen; keine Stoff- oder Prozessidentität aus dem Wertfeld ableiten	{}	{}	0	0	0	0	0	0	0	1
ols	R01_NOMINAL_SUBSTANCE_PREPARATION	Stoff- oder Zubereitungsnomen	F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT OR F06_TARGET_BEFORE_PROCESS	F05_PROCESS_SLOT_FINAL AND NOT(F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT)	1	0	4	4	f83v.22	3	1	1	1	1.000000	4	1	0	SUPPORTED_RIVAL_LOWER_PRIORITY	[]	messbarer Stoff- oder Zubereitungskopf; Identität offen	Rolle offen; portabler Nullwert des Targets bleibt bestehen	{}	{}	0	0	0	0	0	0	0	2
ols	R05_SEQUENCE_FIELD_LINKER	Folgen- oder Feldverbinder	F14_MEDIAL_TWO_SIDED_LINKER AND (F15_STATE_TRANSITION_BRIDGE OR F16_RELATIONAL_AMOUNT_ORDER)	F02_VALUE_DIRECT OR F11_H1_BOUNDED_VALUE	0	1	0	0	NONE	0	0	0	0	0.000000	0	0	0	RIVAL_ONLY	"[""POSITIVE_SIGNATURE_FAILED"",""CONTRADICTORY_SIGNATURE_TRIGGERED"",""TOTAL_PAGE_GATE_FAILED"",""STRONGEST_LOCUS_LOO_FAILED"",""RIVAL_ONLY_F14_NONDISCRIMINATIVE""]"	interner Folgen- oder Feldverbinder; genaue Lesung offen	Kein Verbinderdefault; nominale, Vorgangs- und Recordrollen weiterprüfen	"{""amount_orientation_counts"":{""consistent"":false,""direction_counts"":{},""majority_count"":0,""majority_direction"":""NONE"",""majority_pages"":0,""majority_share"":0.0},""f14_normalised_rate"":0.166667,""f14_support_occurrences"":2,""f15_branch_pass"":0,""f15_normalised_rate"":0.083333,""f15_support_occurrences"":1,""f16_amount_adjacency_is_not_own_binding"":1,""f16_branch_pass"":0,""f16_normalised_rate"":0.0,""f16_support_occurrences"":0,""local_f14_and_f15_occurrences"":0,""local_f14_and_f16_occurrences"":0,""loo_f15_branch_pass"":0,""loo_f16_branch_pass"":0,""loo_transition_consistency"":{""consistent"":false,""direction_counts"":{},""majority_count"":0,""majority_direction"":""NONE"",""majority_pages"":0,""majority_share"":0.0},""own_value_or_bounded_pages"":[""f104v"",""f83r"",""f99v""],""r05_requires_f14_and_f15_or_f16"":1,""r05_rough_f14_alone_has_zero_selection_credit"":1,""transition_consistency"":{""consistent"":false,""direction_counts"":{},""majority_count"":0,""majority_direction"":""NONE"",""majority_pages"":0,""majority_share"":0.0}}"	"{""f14_contributes_support_pages"":0,""local_discriminating_occurrence_ids"":[],""loo_supporting_pages"":[],""same_occurrence_conjunction_required"":1,""supporting_pages"":[]}"	0	0	0	0	0	0	0	3
ols	R02_PROCESS_OPERATION	Vorgang	F05_PROCESS_SLOT_FINAL AND F07_LINE_FINAL_OR_CLOSE	(F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT OR F11_H1_BOUNDED_VALUE) ON_TWO_PAGES_WITHOUT_DIRECTION	0	1	8	8	f83v.22	7	0	1	0	0.200000	2	0	0	NOT_SELECTED	"[""POSITIVE_SIGNATURE_FAILED"",""CONTRADICTORY_SIGNATURE_TRIGGERED"",""STRONGEST_LOCUS_LOO_FAILED""]"	Vorgang an einer Zubereitung; genaue Operation offen	Kein Vorgangsdefault; als nominales Feld oder Produkt weiterprüfen	{}	{}	0	0	0	0	0	0	0	4
ols	R03_PRODUCT_RESULT	Produkt oder Resultat	(F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT) AND (F06_TARGET_BEFORE_PROCESS OR F07_LINE_FINAL_OR_CLOSE) ON_SAME_TARGET_OCCURRENCE	F05_PROCESS_SLOT_FINAL AND NOT(F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT)	0	0	0	0	NONE	0	0	0	0	0.200000	3	0	0	NOT_SELECTED	"[""POSITIVE_SIGNATURE_FAILED"",""TOTAL_PAGE_GATE_FAILED"",""STRONGEST_LOCUS_LOO_FAILED""]"	messbare Ergebnis- oder Produktzubereitung; genaue Herstellungsart offen	Produktrolle offen; nominale Zubereitung bleibt Rivale	{}	"{""loo_supporting_occurrence_count"":0,""loo_supporting_occurrence_ids"":[],""loo_supporting_pages"":[],""same_occurrence_conjunction_required"":1,""supporting_occurrence_count"":0,""supporting_occurrence_ids"":[],""supporting_pages"":[]}"	0	0	0	0	0	0	0	5
otar	R05_SEQUENCE_FIELD_LINKER	Folgen- oder Feldverbinder	F14_MEDIAL_TWO_SIDED_LINKER AND (F15_STATE_TRANSITION_BRIDGE OR F16_RELATIONAL_AMOUNT_ORDER)	F02_VALUE_DIRECT OR F11_H1_BOUNDED_VALUE	1	0	7	7	f39v.5	6	1	1	1	1.000000	0	1	1	SELECTED_BY_DISPATCH_PRIORITY	[]	interner Folgen- oder Feldverbinder; genaue Lesung offen	Kein Verbinderdefault; nominale, Vorgangs- und Recordrollen weiterprüfen	"{""amount_orientation_counts"":{""consistent"":false,""direction_counts"":{""AMOUNT_BEFORE_TARGET"":1,""TARGET_BEFORE_AMOUNT"":2},""majority_count"":2,""majority_direction"":""TARGET_BEFORE_AMOUNT"",""majority_pages"":2,""majority_share"":0.666667},""f14_normalised_rate"":0.590909,""f14_support_occurrences"":65,""f15_branch_pass"":1,""f15_normalised_rate"":0.036364,""f15_support_occurrences"":4,""f16_amount_adjacency_is_not_own_binding"":1,""f16_branch_pass"":1,""f16_normalised_rate"":0.036364,""f16_support_occurrences"":4,""local_f14_and_f15_occurrences"":4,""local_f14_and_f16_occurrences"":3,""loo_f15_branch_pass"":1,""loo_f16_branch_pass"":1,""loo_transition_consistency"":{""consistent"":false,""direction_counts"":{""COLD_TO_DRY"":1,""COLD_TO_HOT"":1,""DRY_TO_COLD"":1,""HOT_TO_COLD"":2,""MOIST_TO_MOIST"":1},""majority_count"":2,""majority_direction"":""HOT_TO_COLD"",""majority_pages"":2,""majority_share"":0.333333},""own_value_or_bounded_pages"":[],""r05_requires_f14_and_f15_or_f16"":1,""r05_rough_f14_alone_has_zero_selection_credit"":1,""transition_consistency"":{""consistent"":false,""direction_counts"":{""COLD_TO_DRY"":1,""COLD_TO_HOT"":1,""DRY_TO_COLD"":1,""HOT_TO_COLD"":2,""MOIST_TO_MOIST"":1},""majority_count"":2,""majority_direction"":""HOT_TO_COLD"",""majority_pages"":2,""majority_share"":0.333333}}"	"{""f14_contributes_support_pages"":0,""local_discriminating_occurrence_ids"":[""G769-T0025"",""G769-T0109"",""G769-T0135"",""G769-T0195"",""G769-T0214"",""G769-T0465"",""G769-T0474""],""loo_supporting_pages"":[""f103v"",""f113r"",""f115r"",""f46v"",""f86v5"",""f86v6""],""same_occurrence_conjunction_required"":1,""supporting_pages"":[""f103v"",""f113r"",""f115r"",""f39v"",""f46v"",""f86v5"",""f86v6""]}"	0	0	0	0	0	0	0	1
otar	R01_NOMINAL_SUBSTANCE_PREPARATION	Stoff- oder Zubereitungsnomen	F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT OR F06_TARGET_BEFORE_PROCESS	F05_PROCESS_SLOT_FINAL AND NOT(F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT)	1	0	11	12	f112r.2	10	1	1	1	1.000000	4	1	0	SUPPORTED_RIVAL_LOWER_PRIORITY	[]	messbarer Stoff- oder Zubereitungskopf; Identität offen	Rolle offen; portabler Nullwert des Targets bleibt bestehen	{}	{}	0	0	0	0	0	0	0	2
otar	R04_BOUND_RECORD_FIELD	gebundenes Record-, Form- oder Maßfeld	F11_H1_BOUNDED_VALUE OR F02_VALUE_DIRECT	F05_PROCESS_SLOT_FINAL	0	0	1	1	f112r.2	0	0	0	0	0.200000	1	0	0	NOT_SELECTED	"[""POSITIVE_SIGNATURE_FAILED"",""TOTAL_PAGE_GATE_FAILED"",""STRONGEST_LOCUS_LOO_FAILED""]"	gebundenes Record-, Form- oder Maßfeld; Stoffidentität offen	Recordfunktion offen; keine Stoff- oder Prozessidentität aus dem Wertfeld ableiten	{}	{}	0	0	0	0	0	0	0	3
otar	R02_PROCESS_OPERATION	Vorgang	F05_PROCESS_SLOT_FINAL AND F07_LINE_FINAL_OR_CLOSE	(F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT OR F11_H1_BOUNDED_VALUE) ON_TWO_PAGES_WITHOUT_DIRECTION	0	1	9	9	f112r.2	8	0	1	0	0.200000	2	0	0	NOT_SELECTED	"[""POSITIVE_SIGNATURE_FAILED"",""CONTRADICTORY_SIGNATURE_TRIGGERED"",""STRONGEST_LOCUS_LOO_FAILED""]"	Vorgang an einer Zubereitung; genaue Operation offen	Kein Vorgangsdefault; als nominales Feld oder Produkt weiterprüfen	{}	{}	0	0	0	0	0	0	0	4
otar	R03_PRODUCT_RESULT	Produkt oder Resultat	(F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT) AND (F06_TARGET_BEFORE_PROCESS OR F07_LINE_FINAL_OR_CLOSE) ON_SAME_TARGET_OCCURRENCE	F05_PROCESS_SLOT_FINAL AND NOT(F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT)	0	0	0	0	NONE	0	0	0	0	0.200000	3	0	0	NOT_SELECTED	"[""POSITIVE_SIGNATURE_FAILED"",""TOTAL_PAGE_GATE_FAILED"",""STRONGEST_LOCUS_LOO_FAILED""]"	messbare Ergebnis- oder Produktzubereitung; genaue Herstellungsart offen	Produktrolle offen; nominale Zubereitung bleibt Rivale	{}	"{""loo_supporting_occurrence_count"":0,""loo_supporting_occurrence_ids"":[],""loo_supporting_pages"":[],""same_occurrence_conjunction_required"":1,""supporting_occurrence_count"":0,""supporting_occurrence_ids"":[],""supporting_pages"":[]}"	0	0	0	0	0	0	0	5
pcheey	R04_BOUND_RECORD_FIELD	gebundenes Record-, Form- oder Maßfeld	F11_H1_BOUNDED_VALUE OR F02_VALUE_DIRECT	F05_PROCESS_SLOT_FINAL	1	0	2	2	f105r.24	1	1	1	1	1.000000	1	1	1	SELECTED_BY_DISPATCH_PRIORITY	[]	gebundenes Record-, Form- oder Maßfeld; Stoffidentität offen	Recordfunktion offen; keine Stoff- oder Prozessidentität aus dem Wertfeld ableiten	{}	{}	0	0	0	0	0	0	0	1
pcheey	R05_SEQUENCE_FIELD_LINKER	Folgen- oder Feldverbinder	F14_MEDIAL_TWO_SIDED_LINKER AND (F15_STATE_TRANSITION_BRIDGE OR F16_RELATIONAL_AMOUNT_ORDER)	F02_VALUE_DIRECT OR F11_H1_BOUNDED_VALUE	1	0	1	1	f10v.1	0	0	0	0	0.550000	0	0	0	RIVAL_ONLY	"[""TOTAL_PAGE_GATE_FAILED"",""STRONGEST_LOCUS_LOO_FAILED"",""RIVAL_ONLY_F14_NONDISCRIMINATIVE""]"	interner Folgen- oder Feldverbinder; genaue Lesung offen	Kein Verbinderdefault; nominale, Vorgangs- und Recordrollen weiterprüfen	"{""amount_orientation_counts"":{""consistent"":false,""direction_counts"":{},""majority_count"":0,""majority_direction"":""NONE"",""majority_pages"":0,""majority_share"":0.0},""f14_normalised_rate"":1.0,""f14_support_occurrences"":3,""f15_branch_pass"":1,""f15_normalised_rate"":0.333333,""f15_support_occurrences"":1,""f16_amount_adjacency_is_not_own_binding"":1,""f16_branch_pass"":0,""f16_normalised_rate"":0.0,""f16_support_occurrences"":0,""local_f14_and_f15_occurrences"":1,""local_f14_and_f16_occurrences"":0,""loo_f15_branch_pass"":0,""loo_f16_branch_pass"":0,""loo_transition_consistency"":{""consistent"":false,""direction_counts"":{},""majority_count"":0,""majority_direction"":""NONE"",""majority_pages"":0,""majority_share"":0.0},""own_value_or_bounded_pages"":[],""r05_requires_f14_and_f15_or_f16"":1,""r05_rough_f14_alone_has_zero_selection_credit"":1,""transition_consistency"":{""consistent"":false,""direction_counts"":{""MOIST_TO_COLD"":1},""majority_count"":1,""majority_direction"":""MOIST_TO_COLD"",""majority_pages"":1,""majority_share"":1.0}}"	"{""f14_contributes_support_pages"":0,""local_discriminating_occurrence_ids"":[""G769-T0088""],""loo_supporting_pages"":[],""same_occurrence_conjunction_required"":1,""supporting_pages"":[""f10v""]}"	0	0	0	0	0	0	0	2
pcheey	R02_PROCESS_OPERATION	Vorgang	F05_PROCESS_SLOT_FINAL AND F07_LINE_FINAL_OR_CLOSE	(F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT OR F11_H1_BOUNDED_VALUE) ON_TWO_PAGES_WITHOUT_DIRECTION	0	1	2	2	f105r.24	1	0	1	0	0.200000	2	0	0	NOT_SELECTED	"[""POSITIVE_SIGNATURE_FAILED"",""CONTRADICTORY_SIGNATURE_TRIGGERED"",""STRONGEST_LOCUS_LOO_FAILED""]"	Vorgang an einer Zubereitung; genaue Operation offen	Kein Vorgangsdefault; als nominales Feld oder Produkt weiterprüfen	{}	{}	0	0	0	0	0	0	0	3
pcheey	R03_PRODUCT_RESULT	Produkt oder Resultat	(F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT) AND (F06_TARGET_BEFORE_PROCESS OR F07_LINE_FINAL_OR_CLOSE) ON_SAME_TARGET_OCCURRENCE	F05_PROCESS_SLOT_FINAL AND NOT(F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT)	0	0	0	0	NONE	0	0	0	0	0.200000	3	0	0	NOT_SELECTED	"[""POSITIVE_SIGNATURE_FAILED"",""TOTAL_PAGE_GATE_FAILED"",""STRONGEST_LOCUS_LOO_FAILED""]"	messbare Ergebnis- oder Produktzubereitung; genaue Herstellungsart offen	Produktrolle offen; nominale Zubereitung bleibt Rivale	{}	"{""loo_supporting_occurrence_count"":0,""loo_supporting_occurrence_ids"":[],""loo_supporting_pages"":[],""same_occurrence_conjunction_required"":1,""supporting_occurrence_count"":0,""supporting_occurrence_ids"":[],""supporting_pages"":[]}"	0	0	0	0	0	0	0	4
