target_surface	frame_id	frame_name_de	radius	direction_rule	count_unit	support_occurrences	target_reader_exact_occurrences	normalised_support_rate	support_loci	support_pages	support_page_list	observed_axis_families	strongest_support_locus	strongest_support_page	strongest_locus_support_occurrences	loo_remaining_occurrences	loo_remaining_loci	loo_remaining_pages	loo_remaining_page_list	loo_remaining_axis_families	minimum_distinct_pages_total	minimum_remaining_support_pages	passes_total_page_gate	passes_strongest_locus_loo	frame_selected	failure_reasons	state_transition_direction_counts	state_transition_direction_page_counts	majority_transition_direction	majority_transition_share	description_de	anchor_source	union_ed2_donor_gate_required	default_is_translation	eva_latin_credit	substring_export_credit	confirmed_lexeme	confirmed_plaintext	component_export_credit
ckhy	F11_H1_BOUNDED_VALUE	H1-gebundenes X-daiin-Feld	2	RIGHT	DISTINCT_BOUNDED_FIELD_AND_PAGE	0	25	0.000000	0	0	[]	[]	NONE	NONE	0	0	0	0	[]	[]	2	1	0	0	0	"[""NO_OBSERVED_FRAME""]"	{}	{}	NONE	0.000000	RECORD := H1 FIELD+ und FIELD := X daiin; das vollständige X begrenzt die Achse, ohne eine Substanz zu benennen	GDT763_GDT764_H1_X_DAIIN_GRAMMAR	1	0	0	0	0	0	0
ckhy	F12_PARALLEL_VALUE_CELL	parallele Wertzelle	LINE	BOTH	DISTINCT_PARALLEL_CELL_AND_PAGE	0	25	0.000000	0	0	[]	[]	NONE	NONE	0	0	0	0	[]	[]	2	1	0	0	0	"[""NO_OBSERVED_FRAME""]"	{}	{}	NONE	0.000000	Parallele nominale Wertzellen stützen Recordsyntax und widersprechen einem ungestützten Imperativ	GDT764_COMPLETE_PARALLEL_FIELDS	1	0	0	0	0	0	0
ckhy	F13_SECOND_PAGE_AFTER_ABLATION	Zweitseite nach stärkstem-Locus-Ausschluss	META	NONE	DISTINCT_PAGE	41	25	1.640000	22	22	"[""f102v2"",""f105v"",""f10v"",""f17v"",""f24r"",""f2r"",""f32r"",""f35r"",""f35v"",""f37r"",""f3v"",""f44v"",""f48r"",""f52v"",""f55r"",""f6v"",""f75v"",""f8r"",""f90r1"",""f93v"",""f99r"",""f9v""]"	"[""COLD_STATE"",""CONTENT_CONTACT"",""DRY_STATE"",""HOT_STATE"",""LEFT_PATIENT_PROCESS_DIRECTION"",""MOIST_STATE"",""RIGHT_PROCESS_DIRECTION"",""STATE_TRANSITION_DIRECTION"",""TERMINAL_GEOMETRY"",""TWO_SIDED_LINKER_GEOMETRY""]"	f32r.2	f32r	5	36	21	21	"[""f102v2"",""f105v"",""f10v"",""f17v"",""f24r"",""f2r"",""f35r"",""f35v"",""f37r"",""f3v"",""f44v"",""f48r"",""f52v"",""f55r"",""f6v"",""f75v"",""f8r"",""f90r1"",""f93v"",""f99r"",""f9v""]"	"[""COLD_STATE"",""CONTENT_CONTACT"",""DRY_STATE"",""HOT_STATE"",""LEFT_PATIENT_PROCESS_DIRECTION"",""MOIST_STATE"",""RIGHT_PROCESS_DIRECTION"",""STATE_TRANSITION_DIRECTION"",""TERMINAL_GEOMETRY"",""TWO_SIDED_LINKER_GEOMETRY""]"	2	1	1	1	1	[]	{}	{}	NONE	0.000000	Gemeinsamer kleinster Falsifikator für jede konkrete Identitätskarte; ein Einzelbeleg kann keinen Default befördern	GDT769_INTERNAL	1	0	0	0	0	0	0
ckhy	F14_MEDIAL_TWO_SIDED_LINKER	mediale zweiseitige Scharnierposition	LINE	BOTH	DISTINCT_TARGET_OCCURRENCE_AND_PAGE	13	25	0.520000	13	13	"[""f102v2"",""f10v"",""f2r"",""f32r"",""f35r"",""f35v"",""f37r"",""f3v"",""f44v"",""f55r"",""f6v"",""f75v"",""f9v""]"	"[""TWO_SIDED_LINKER_GEOMETRY""]"	f102v2.31	f102v2	1	12	12	12	"[""f10v"",""f2r"",""f32r"",""f35r"",""f35v"",""f37r"",""f3v"",""f44v"",""f55r"",""f6v"",""f75v"",""f9v""]"	"[""TWO_SIDED_LINKER_GEOMETRY""]"	2	1	1	1	1	[]	{}	{}	NONE	0.000000	Notwendige, aber ausdrücklich nicht hinreichende Verbindergeometrie: sie ist bei ol, ckhy und otar ähnlich häufig und darf nur zusammen mit einer unabhängigen Übergangs- oder Mengenrelationsachse zählen	GDT625_GEOMETRY_PLUS_GDT769_CLEAN_DONORS	1	0	0	0	0	0	0
ckhy	F15_STATE_TRANSITION_BRIDGE	Zustandsübergangsbrücke	LINE	LEFT_STATE_TO_RIGHT_STATE	DISTINCT_DIRECTIONAL_FRAME_AND_PAGE	2	25	0.080000	2	2	"[""f32r"",""f3v""]"	"[""STATE_TRANSITION_DIRECTION""]"	f32r.2	f32r	1	1	1	1	"[""f3v""]"	"[""STATE_TRANSITION_DIRECTION""]"	2	1	1	1	1	[]	"{""DRY_TO_COLD"":1,""DRY_TO_DRY"":1,""HOT_TO_COLD"":1,""HOT_TO_DRY"":1,""MOIST_TO_COLD"":2,""MOIST_TO_DRY"":2}"	"{""DRY_TO_COLD"":1,""DRY_TO_DRY"":1,""HOT_TO_COLD"":1,""HOT_TO_DRY"":1,""MOIST_TO_COLD"":2,""MOIST_TO_DRY"":2}"	MOIST_TO_COLD	0.250000	Prüft die alte otar-Spur als separates Wort zwischen Zuständen: gemischte Richtungen können einen allgemeinen Folgeschalter stützen, während bis oder ein konkreter Prozess eine eigene konsistente Zielrichtung brauchen	GDT625_EXACT_STATE_PAIRS_PLUS_CURRENT_CLEAN_STATE_DONORS	1	0	0	0	0	0	0
ckhy	F16_RELATIONAL_AMOUNT_ORDER	relationaler Mengen- oder Feldanschluss	1	BOTH	DISTINCT_DIRECTIONAL_FRAME_AND_PAGE	0	25	0.000000	0	0	[]	[]	NONE	NONE	0	0	0	0	[]	[]	2	1	0	0	0	"[""NO_OBSERVED_FRAME""]"	{}	{}	NONE	0.000000	Unterscheidet einen mengenfähigen Stoffkopf von einem Relationswort: die Mengenformel bleibt ein selbständiges Nachbarfeld und ihre Orientierung wird sichtbar; bloße Häufigkeit oder bloße Wiederholung des Targets zählt nicht	GDT759_GDT760_GDT764_EXACT_AMOUNT_CONSTRUCTIONS	1	0	0	0	0	0	0
ol	F01_AMOUNT_DIRECT	unmittelbare Mengenformel	1	BOTH	DISTINCT_TARGET_OCCURRENCE_AND_PAGE	9	376	0.023936	8	8	"[""f48v"",""f55v"",""f78r"",""f78v"",""f79r"",""f85r1"",""f86v6"",""f94v""]"	"[""MEASURE_VALUE""]"	f85r1.13	f85r1	2	7	7	7	"[""f48v"",""f55v"",""f78r"",""f78v"",""f79r"",""f86v6"",""f94v""]"	"[""MEASURE_VALUE""]"	2	1	1	1	1	[]	{}	{}	NONE	0.000000	Target besetzt unmittelbar die Inhaltsseite einer bereits beobachteten Ganzwort-Mengenformel; Drachme bleibt gegen gleiche Teile und Unze offen	GDT759_GDT760_GDT764_EXACT_AMOUNT_CONSTRUCTIONS	1	0	0	0	0	0	0
ol	F02_VALUE_DIRECT	unmittelbares Wertfeld	1	BOTH	DISTINCT_TARGET_OCCURRENCE_AND_PAGE	0	376	0.000000	0	0	[]	[]	NONE	NONE	0	0	0	0	[]	[]	2	1	0	0	0	"[""NO_OBSERVED_FRAME""]"	{}	{}	NONE	0.000000	Wertnähe zählt nur in einem begrenzten Feld und nicht als freie Zahlenbedeutung	GDT759_GDT763_GDT764_VALUE_FIELDS	1	0	0	0	0	0	0
ol	F03_DRY_R2	unabhängiger Trockenrahmen	2	BOTH	DISTINCT_TARGET_OCCURRENCE_AND_PAGE	49	376	0.130319	47	39	"[""f100v"",""f102v2"",""f103r"",""f105v"",""f106v"",""f107r"",""f107v"",""f108r"",""f108v"",""f112r"",""f112v"",""f114r"",""f114v"",""f115r"",""f15v"",""f17v"",""f18r"",""f23v"",""f3r"",""f40r"",""f41v"",""f44r"",""f6r"",""f77r"",""f77v"",""f78r"",""f78v"",""f79r"",""f80v"",""f81r"",""f81v"",""f82r"",""f83v"",""f85r1"",""f87v"",""f88r"",""f95r1"",""f95r2"",""f96r""]"	"[""DRY_STATE""]"	f79r.41	f79r	2	47	46	38	"[""f100v"",""f102v2"",""f103r"",""f105v"",""f106v"",""f107r"",""f107v"",""f108r"",""f108v"",""f112r"",""f112v"",""f114r"",""f114v"",""f115r"",""f15v"",""f17v"",""f18r"",""f23v"",""f3r"",""f40r"",""f41v"",""f44r"",""f6r"",""f77r"",""f77v"",""f78r"",""f78v"",""f80v"",""f81r"",""f81v"",""f82r"",""f83v"",""f85r1"",""f87v"",""f88r"",""f95r1"",""f95r2"",""f96r""]"	"[""DRY_STATE""]"	2	1	1	1	1	[]	{}	{}	NONE	0.000000	Mindestens ein unabhängiges vollständiges Trockenwort liegt innerhalb Radius zwei	GDT759_GDT761_GDT762_CLEAN_DRY_WHOLES	1	0	0	0	0	0	0
ol	F04_MOIST_R2	unabhängiger Feucht- oder Einweichrahmen	2	BOTH	DISTINCT_TARGET_OCCURRENCE_AND_PAGE	44	376	0.117021	42	22	"[""f103v"",""f108r"",""f108v"",""f111r"",""f111v"",""f116r"",""f32v"",""f75r"",""f75v"",""f76r"",""f77v"",""f78v"",""f79r"",""f79v"",""f80r"",""f80v"",""f81r"",""f81v"",""f85r1"",""f86v6"",""f88v"",""f90r1""]"	"[""MOIST_STATE""]"	f75r.26	f75r	2	42	41	22	"[""f103v"",""f108r"",""f108v"",""f111r"",""f111v"",""f116r"",""f32v"",""f75r"",""f75v"",""f76r"",""f77v"",""f78v"",""f79r"",""f79v"",""f80r"",""f80v"",""f81r"",""f81v"",""f85r1"",""f86v6"",""f88v"",""f90r1""]"	"[""MOIST_STATE""]"	2	1	1	1	1	[]	{}	{}	NONE	0.000000	Mindestens ein unabhängiges vollständiges Feucht- oder Einweichfeld liegt innerhalb Radius zwei; bloße SH-Formnähe zählt nicht	GDT761_GDT762_CLEAN_MOIST_WHOLES	1	0	0	0	0	0	0
ol	F05_PROCESS_SLOT_FINAL	gerichteter Vorgangsslot	2	LEFT_PATIENT_TO_TARGET	DISTINCT_DIRECTIONAL_FRAME_AND_PAGE	4	376	0.010638	4	4	"[""f103r"",""f114r"",""f32r"",""f79r""]"	"[""LEFT_PATIENT_PROCESS_DIRECTION"",""TERMINAL_GEOMETRY""]"	f103r.25	f103r	1	3	3	3	"[""f114r"",""f32r"",""f79r""]"	"[""LEFT_PATIENT_PROCESS_DIRECTION"",""TERMINAL_GEOMETRY""]"	2	1	1	1	1	[]	{}	{}	NONE	0.000000	Target folgt gerichtet auf einen Stoff-, Zubereitungs- oder Dosisrahmen und trägt Prozess- oder Endgeometrie; dies erfasst auch rezeptfinales Mischen nach einer Mengenliste	CURRENT_CLEAN_COMPLETE_WHOLE_ROLE_DECK_PLUS_EXACT_VALUE_FIELDS	1	0	0	0	0	0	0
ol	F06_TARGET_BEFORE_PROCESS	Target als Patient vor Vorgang	3	TARGET_TO_RIGHT_PROCESS	DISTINCT_DIRECTIONAL_FRAME_AND_PAGE	26	376	0.069149	25	19	"[""f103v"",""f105r"",""f108v"",""f114r"",""f115r"",""f116r"",""f39r"",""f58r"",""f66r"",""f75v"",""f76r"",""f76v"",""f77r"",""f78r"",""f78v"",""f79v"",""f81r"",""f94v"",""f99v""]"	"[""RIGHT_PROCESS_DIRECTION""]"	f81r.4	f81r	2	24	24	19	"[""f103v"",""f105r"",""f108v"",""f114r"",""f115r"",""f116r"",""f39r"",""f58r"",""f66r"",""f75v"",""f76r"",""f76v"",""f77r"",""f78r"",""f78v"",""f79v"",""f81r"",""f94v"",""f99v""]"	"[""RIGHT_PROCESS_DIRECTION""]"	2	1	1	1	1	[]	{}	{}	NONE	0.000000	Target ist nominaler Patient oder Ausgangsstoff vor einem unabhängig lizenzierten Vorgang	GDT763_GDT764_CLEAN_PROCESS_WHOLES	1	0	0	0	0	0	0
ol	F07_LINE_FINAL_OR_CLOSE	End- oder Abschlussgeometrie	1	RIGHT	DISTINCT_TARGET_OCCURRENCE_AND_PAGE	42	376	0.111702	41	28	"[""f103r"",""f107v"",""f108v"",""f113r"",""f113v"",""f114r"",""f17v"",""f32r"",""f3r"",""f40r"",""f40v"",""f44v"",""f52v"",""f55r"",""f55v"",""f75r"",""f76v"",""f77v"",""f78r"",""f78v"",""f79r"",""f79v"",""f80r"",""f80v"",""f81r"",""f83r"",""f86v6"",""f94v""]"	"[""TERMINAL_GEOMETRY""]"	f79v.25	f79v	2	40	40	28	"[""f103r"",""f107v"",""f108v"",""f113r"",""f113v"",""f114r"",""f17v"",""f32r"",""f3r"",""f40r"",""f40v"",""f44v"",""f52v"",""f55r"",""f55v"",""f75r"",""f76v"",""f77v"",""f78r"",""f78v"",""f79r"",""f79v"",""f80r"",""f80v"",""f81r"",""f83r"",""f86v6"",""f94v""]"	"[""TERMINAL_GEOMETRY""]"	2	1	1	1	1	[]	{}	{}	NONE	0.000000	Reine Positionsevidenz; kann Vorgang oder Produkt stützen, aber niemals allein eine konkrete Operation benennen	GDT733_GDT734_STRUCTURAL_LINE_GEOMETRY	1	0	0	0	0	0	0
ol	F08_HOT_R2	unabhängiger Hitzrahmen	2	BOTH	DISTINCT_TARGET_OCCURRENCE_AND_PAGE	61	376	0.162234	59	42	"[""f102v2"",""f103r"",""f103v"",""f105v"",""f106v"",""f107v"",""f108r"",""f108v"",""f112r"",""f113r"",""f114r"",""f116r"",""f17v"",""f18r"",""f30v"",""f40r"",""f44r"",""f52v"",""f66r"",""f6r"",""f75r"",""f75v"",""f76r"",""f76v"",""f77v"",""f78r"",""f78v"",""f79r"",""f79v"",""f80r"",""f80v"",""f81r"",""f81v"",""f82v"",""f85r1"",""f86v5"",""f86v6"",""f87v"",""f88v"",""f94v"",""f95r1"",""f95r2""]"	"[""HOT_STATE""]"	f79r.41	f79r	2	59	58	42	"[""f102v2"",""f103r"",""f103v"",""f105v"",""f106v"",""f107v"",""f108r"",""f108v"",""f112r"",""f113r"",""f114r"",""f116r"",""f17v"",""f18r"",""f30v"",""f40r"",""f44r"",""f52v"",""f66r"",""f6r"",""f75r"",""f75v"",""f76r"",""f76v"",""f77v"",""f78r"",""f78v"",""f79r"",""f79v"",""f80r"",""f80v"",""f81r"",""f81v"",""f82v"",""f85r1"",""f86v5"",""f86v6"",""f87v"",""f88v"",""f94v"",""f95r1"",""f95r2""]"	"[""HOT_STATE""]"	2	1	1	1	1	[]	{}	{}	NONE	0.000000	Vollständige Zielwort-freie Hitzebindung innerhalb Radius zwei	CURRENT_CLEAN_COMPLETE_WHOLE_QUALITY_DECK	1	0	0	0	0	0	0
ol	F09_COLD_R2	unabhängiger Kälterahmen	2	BOTH	DISTINCT_TARGET_OCCURRENCE_AND_PAGE	21	376	0.055851	21	19	"[""f102v1"",""f103r"",""f114v"",""f116r"",""f15v"",""f20r"",""f22r"",""f32r"",""f3r"",""f44r"",""f4r"",""f78r"",""f78v"",""f80v"",""f81r"",""f85r2"",""f86v5"",""f86v6"",""f94v""]"	"[""COLD_STATE""]"	f102v1.13	f102v1	1	20	20	18	"[""f103r"",""f114v"",""f116r"",""f15v"",""f20r"",""f22r"",""f32r"",""f3r"",""f44r"",""f4r"",""f78r"",""f78v"",""f80v"",""f81r"",""f85r2"",""f86v5"",""f86v6"",""f94v""]"	"[""COLD_STATE""]"	2	1	1	1	1	[]	{}	{}	NONE	0.000000	Vollständige Zielwort-freie Kältebindung innerhalb Radius zwei	CURRENT_CLEAN_COMPLETE_WHOLE_QUALITY_DECK	1	0	0	0	0	0	0
ol	F10_PART_OR_CONTENT_R2	Pflanzenteil- oder Inhaltskontakt	2	BOTH	DISTINCT_TARGET_OCCURRENCE_AND_PAGE	6	376	0.015957	6	6	"[""f15v"",""f17v"",""f18r"",""f81r"",""f85r1"",""f86v6""]"	"[""CONTENT_CONTACT""]"	f15v.8	f15v	1	5	5	5	"[""f17v"",""f18r"",""f81r"",""f85r1"",""f86v6""]"	"[""CONTENT_CONTACT""]"	2	1	1	1	1	[]	{}	{}	NONE	0.000000	Target steht bei einem unabhängigen Pflanzenteil- oder Inhaltskopf; konkrete Blüte-, Frucht- oder Blattidentität wird nicht importiert	GDT759_GDT768_COMPLETE_WHOLE_CONTENT_CONTROLS	1	0	0	0	0	0	0
ol	F11_H1_BOUNDED_VALUE	H1-gebundenes X-daiin-Feld	2	RIGHT	DISTINCT_BOUNDED_FIELD_AND_PAGE	0	376	0.000000	0	0	[]	[]	NONE	NONE	0	0	0	0	[]	[]	2	1	0	0	0	"[""NO_OBSERVED_FRAME""]"	{}	{}	NONE	0.000000	RECORD := H1 FIELD+ und FIELD := X daiin; das vollständige X begrenzt die Achse, ohne eine Substanz zu benennen	GDT763_GDT764_H1_X_DAIIN_GRAMMAR	1	0	0	0	0	0	0
ol	F12_PARALLEL_VALUE_CELL	parallele Wertzelle	LINE	BOTH	DISTINCT_PARALLEL_CELL_AND_PAGE	0	376	0.000000	0	0	[]	[]	NONE	NONE	0	0	0	0	[]	[]	2	1	0	0	0	"[""NO_OBSERVED_FRAME""]"	{}	{}	NONE	0.000000	Parallele nominale Wertzellen stützen Recordsyntax und widersprechen einem ungestützten Imperativ	GDT764_COMPLETE_PARALLEL_FIELDS	1	0	0	0	0	0	0
ol	F13_SECOND_PAGE_AFTER_ABLATION	Zweitseite nach stärkstem-Locus-Ausschluss	META	NONE	DISTINCT_PAGE	514	376	1.367021	264	92	"[""f100v"",""f102v1"",""f102v2"",""f103r"",""f103v"",""f104r"",""f104v"",""f105r"",""f105v"",""f106r"",""f106v"",""f107r"",""f107v"",""f108r"",""f108v"",""f111r"",""f111v"",""f112r"",""f112v"",""f113r"",""f113v"",""f114r"",""f114v"",""f115r"",""f115v"",""f116r"",""f15v"",""f17v"",""f18r"",""f20r"",""f22r"",""f23r"",""f23v"",""f30r"",""f30v"",""f32r"",""f32v"",""f33r"",""f34r"",""f34v"",""f39r"",""f3r"",""f40r"",""f40v"",""f41v"",""f42v"",""f44r"",""f44v"",""f48v"",""f4r"",""f52v"",""f55r"",""f55v"",""f58r"",""f58v"",""f66r"",""f6r"",""f75r"",""f75v"",""f76r"",""f76v"",""f77r"",""f77v"",""f78r"",""f78v"",""f79r"",""f79v"",""f80r"",""f80v"",""f81r"",""f81v"",""f82r"",""f82v"",""f83r"",""f83v"",""f85r1"",""f85r2"",""f86v5"",""f86v6"",""f87v"",""f88r"",""f88v"",""f89r1"",""f89v1"",""f90r1"",""f93r"",""f94v"",""f95r1"",""f95r2"",""f95v1"",""f96r"",""f99v""]"	"[""COLD_STATE"",""CONTENT_CONTACT"",""DRY_STATE"",""HOT_STATE"",""LEFT_PATIENT_PROCESS_DIRECTION"",""MEASURE_VALUE"",""MOIST_STATE"",""RELATIONAL_AMOUNT_ORDER"",""RIGHT_PROCESS_DIRECTION"",""STATE_TRANSITION_DIRECTION"",""TERMINAL_GEOMETRY"",""TWO_SIDED_LINKER_GEOMETRY""]"	f79v.25	f79v	7	507	263	92	"[""f100v"",""f102v1"",""f102v2"",""f103r"",""f103v"",""f104r"",""f104v"",""f105r"",""f105v"",""f106r"",""f106v"",""f107r"",""f107v"",""f108r"",""f108v"",""f111r"",""f111v"",""f112r"",""f112v"",""f113r"",""f113v"",""f114r"",""f114v"",""f115r"",""f115v"",""f116r"",""f15v"",""f17v"",""f18r"",""f20r"",""f22r"",""f23r"",""f23v"",""f30r"",""f30v"",""f32r"",""f32v"",""f33r"",""f34r"",""f34v"",""f39r"",""f3r"",""f40r"",""f40v"",""f41v"",""f42v"",""f44r"",""f44v"",""f48v"",""f4r"",""f52v"",""f55r"",""f55v"",""f58r"",""f58v"",""f66r"",""f6r"",""f75r"",""f75v"",""f76r"",""f76v"",""f77r"",""f77v"",""f78r"",""f78v"",""f79r"",""f79v"",""f80r"",""f80v"",""f81r"",""f81v"",""f82r"",""f82v"",""f83r"",""f83v"",""f85r1"",""f85r2"",""f86v5"",""f86v6"",""f87v"",""f88r"",""f88v"",""f89r1"",""f89v1"",""f90r1"",""f93r"",""f94v"",""f95r1"",""f95r2"",""f95v1"",""f96r"",""f99v""]"	"[""COLD_STATE"",""CONTENT_CONTACT"",""DRY_STATE"",""HOT_STATE"",""LEFT_PATIENT_PROCESS_DIRECTION"",""MEASURE_VALUE"",""MOIST_STATE"",""RELATIONAL_AMOUNT_ORDER"",""RIGHT_PROCESS_DIRECTION"",""STATE_TRANSITION_DIRECTION"",""TERMINAL_GEOMETRY"",""TWO_SIDED_LINKER_GEOMETRY""]"	2	1	1	1	1	[]	{}	{}	NONE	0.000000	Gemeinsamer kleinster Falsifikator für jede konkrete Identitätskarte; ein Einzelbeleg kann keinen Default befördern	GDT769_INTERNAL	1	0	0	0	0	0	0
