target_surface	page	locus	target_occurrence_ids	target_occurrences_at_locus	signature_channels	distinct_signature_channel_count	signature_evidence_count	channel_occurrence_counts	channel_evidence_counts	semantic_donor_eligible_neighbor_evidence_counts	written_line_eva	semantic_identity_credit	component_export_credit
ol	f75v	f75v.48	"[""G769-T0278""]"	1	"[""CLOSE""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	qokear chedy shckhy dol ycheedy saino ol cheedy qokar otar dal daiin	0	0
ol	f76v	f76v.39	"[""G769-T0291""]"	1	"[""CLOSE""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	sshey lshedy qokaiin shedy okedy san ol keedy sor qoky dedy	0	0
ol	f77r	f77r.43	"[""G769-T0294""]"	1	"[""CLOSE""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	d chee ol cheedy qotaiin qoteedy qotedy raiin	0	0
ol	f77v	f77v.29	"[""G769-T0301""]"	1	"[""CLOSE""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	tchadchy lshedy daly dal dsheedy pcheol lfol ol cheedy qoty	0	0
ol	f78r	f78r.12	"[""G769-T0305""]"	1	"[""CLOSE""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	dor shekedy qokol kechdy otedy ol tedy chckhedy	0	0
ol	f78r	f78r.37	"[""G769-T0312""]"	1	"[""AMOUNT""]"	1	1	"{""AMOUNT"":1,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":1,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	osal ol s aiin shee aiin oly	0	0
ol	f78v	f78v.12	"[""G769-T0323""]"	1	"[""STATE_MOIST""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	sheor ol qokaiin shckhy otaly qolsheey qokal sain	0	0
ol	f78v	f78v.29	"[""G769-T0336""]"	1	"[""AMOUNT""]"	1	1	"{""AMOUNT"":1,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":1,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	lchedy otchey qol chedy lr al s aiiin ol shedy ary	0	0
ol	f78v	f78v.3	"[""G769-T0314""]"	1	"[""CLOSE""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	qokedy chety qolshedy okedy dol eesolchey qotedy ol dam	0	0
ol	f78v	f78v.9	"[""G769-T0321""]"	1	"[""PROCESS""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":1,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":1,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":1,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	y cheolk o lkeedy qokedy ol chedol okeedy qotedy rorarol	0	0
ol	f79r	f79r.13	"[""G769-T0340""]"	1	"[""AMOUNT""]"	1	1	"{""AMOUNT"":1,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":1,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	pshorol shckhy qotshdy qokaldy opchedy qotar or aiin ol	0	0
ol	f79v	f79v.25	"[""G769-T0360""]"	1	"[""CLOSE""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	qokeey ol olshdy qotain oteedy olkain otshey sain ol	0	0
ol	f79v	f79v.35	"[""G769-T0366""]"	1	"[""PROCESS""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":1,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":1,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	qor cheey kain chl ol otol dain otain ol oteedy qokan	0	0
ol	f81r	f81r.12	"[""G769-T0411""]"	1	"[""CLOSE""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	ychedy tedy ol sheedy qokeey loly	0	0
ol	f81r	f81r.15	"[""G769-T0412""]"	1	"[""CLOSE""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	sain ol cheedy qokeedy otedy	0	0
ol	f81r	f81r.22	"[""G769-T0417""]"	1	"[""PROCESS"",""OLY""]"	2	2	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":1,""PROCESS"":1,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":1,""PROCESS"":1,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	qotal chedy qol ol daiin ol chedar ol oly	0	0
ol	f85r1	f85r1.13	"[""G769-T0451"",""G769-T0452""]"	2	"[""AMOUNT""]"	1	2	"{""AMOUNT"":2,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":2,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	rsheodar qocthy kar okaiin ykeeeody qotal ol s aiin ol daldy shody	0	0
ol	f86v6	f86v6.7	"[""G769-T0473""]"	1	"[""AMOUNT""]"	1	1	"{""AMOUNT"":1,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":1,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	qokaiin y lchedor or aiin ol or olkal or shedy qokal s ar archey dy	0	0
ol	f88r	f88r.22	"[""G769-T0488""]"	1	"[""STATE_DRY""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":1,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":1,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":1,""STATE_MOIST"":0,""VALUE"":0}"	ychey okaiin chol cheor ol chorcholsal	0	0
ol	f88v	f88v.19	"[""G769-T0489""]"	1	"[""STATE_MOIST""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	odaiin sheo ol qokeey olaiin cheody chocthey oteody dy	0	0
ol	f94v	f94v.2	"[""G769-T0503""]"	1	"[""CLOSE""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	ol teedy oteey qekeey oteey teedal ykeedy qotarain	0	0
ol	f94v	f94v.9	"[""G769-T0506""]"	1	"[""AMOUNT""]"	1	1	"{""AMOUNT"":1,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":1,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	ytar okedy okeedy qokshey otaiin y ypchdair ol s aiin oly	0	0
ol	f95r1	f95r1.11	"[""G769-T0510""]"	1	"[""PROCESS""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":1,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":1,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":1,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	ykaiin or chdy chekain ol dar ykar olkeey ldar chekal	0	0
ckhy	f105v	f105v.37	"[""G769-T0054""]"	1	"[""STATE_MOIST""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	0	0
ckhy	f32r	f32r.2	"[""G769-T0178""]"	1	"[""STATE_MOIST""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	okor okchor sheor ckhy dal dshodar qotchol	0	0
pcheey	f105r	f105r.24	"[""G769-T0043""]"	1	"[""STATE_MOIST"",""BOUNDED_VALUE""]"	2	2	"{""AMOUNT"":0,""BOUNDED_VALUE"":1,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":1,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam	0	0
pcheey	f10v	f10v.1	"[""G769-T0088""]"	1	"[""STATE_MOIST"",""BOUNDED_VALUE""]"	2	2	"{""AMOUNT"":0,""BOUNDED_VALUE"":1,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":1,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":1,""VALUE"":0}"	paiin daiin sheo pcheey qoty daiin cthor otydy sain	0	0
ols	f104v	f104v.19	"[""G769-T0037""]"	1	"[""VALUE""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":1}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":1}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	pcheor chol chpcheor cholkshedy qotol sheedy qokchy qotched sho fchor ols aiin chekal	0	0
