root	grade	endpoint	component_recipe	paradigm_support_cells	status	observed_surfaces	candidate_bare_surface	candidate_q_entry_surface	surface_collision_recipes	abstract_prediction_de	workshop_prediction_de	owner_address_prediction_de
OK	E	Y	OK+E+Y	7	OBSERVED	okey|qokey|okey|okey|okey	okey	qokey	NONE	AKTIVIEREN → GRAD_1 → REFERENT	Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	Bildplatz aktivieren; erster Grad; dieser Bildplatz
OK	E	DY	OK+E+DY	7	OBSERVED	qokedy|okedy|okedy	okedy	qokedy	NONE	AKTIVIEREN → GRAD_1 → ABSCHLUSS	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsschritt schließen	Bildplatz aktivieren; erster Grad; Bildeintrag schließen
OK	EE	Y	OK+EE+Y	7	OBSERVED	qokeey|chokeey|okeey|qokeey|okeey|okeey|okeey|qokeey	okeey	qokeey	NONE	AKTIVIEREN → GRAD_2 → REFERENT	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	Bildplatz aktivieren; zweiter Grad; dieser Bildplatz
OK	EE	DY	OK+EE+DY	7	OBSERVED	okeedy|qokeedy|okeedy|okeedy	okeedy	qokeedy	NONE	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Bildplatz aktivieren; zweiter Grad; Bildeintrag schließen
OK	EEE	Y	OK+EEE+Y	7	OBSERVED	qokeeey|qokeeey	okeeey	qokeeey	NONE	AKTIVIEREN → GRAD_3 → REFERENT	Arbeitsgang ansetzen; vollständig; dieser Arbeitsgegenstand	Bildplatz aktivieren; dritter oder voller Grad; dieser Bildplatz
OK	EEE	DY	OK+EEE+DY	7	OBSERVED	qokeeedy|qokeeedy	okeeedy	qokeeedy	NONE	AKTIVIEREN → GRAD_3 → ABSCHLUSS	Arbeitsgang ansetzen; vollständig; Arbeitsschritt schließen	Bildplatz aktivieren; dritter oder voller Grad; Bildeintrag schließen
CH	NONE	Y	CH+Y	1	MISSING_SEMANTIC_CELL__SURFACE_COLLISION_REQUIRES_WRAPPER	NONE	chy	qchy	Y	AUSWAHL_ENTNAHME → REFERENT	bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; dieser Bildplatz
CH	NONE	DY	CH+DY	1	MISSING_SEMANTIC_CELL__SURFACE_COLLISION_REQUIRES_WRAPPER	NONE	chdy	qchdy	CHD+Y	AUSWAHL_ENTNAHME → ABSCHLUSS	bezeichneten Anteil entnehmen; Arbeitsschritt schließen	Klasse oder Figur kennzeichnen; Bildeintrag schließen
CH	E	Y	CH+E+Y	1	OBSERVED	dchey|dchey	chey	qchey	Y	AUSWAHL_ENTNAHME → GRAD_1 → REFERENT	bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz
CH	E	DY	CH+E+DY	1	MISSING_SEMANTIC_CELL__SURFACE_COLLISION_REQUIRES_WRAPPER	NONE	chedy	qchedy	CHD+Y	AUSWAHL_ENTNAHME → GRAD_1 → ABSCHLUSS	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsschritt schließen	Klasse oder Figur kennzeichnen; erster Grad; Bildeintrag schließen
CH	EE	Y	CH+EE+Y	1	MISSING_SEMANTIC_CELL__SURFACE_COLLISION_REQUIRES_WRAPPER	NONE	cheey	qcheey	SH+EE+Y	AUSWAHL_ENTNAHME → GRAD_2 → REFERENT	bezeichneten Anteil entnehmen; länger oder gehalten; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; zweiter Grad; dieser Bildplatz
CH	EE	DY	CH+EE+DY	1	MISSING_SEMANTIC_CELL__SURFACE_COLLISION_REQUIRES_WRAPPER	NONE	cheedy	qcheedy	CH+EE+D_ADDR+Y	AUSWAHL_ENTNAHME → GRAD_2 → ABSCHLUSS	bezeichneten Anteil entnehmen; länger oder gehalten; Arbeitsschritt schließen	Klasse oder Figur kennzeichnen; zweiter Grad; Bildeintrag schließen
CH	EEE	Y	CH+EEE+Y	1	CREATIVE_PREDICTION	NONE	cheeey	qcheeey	NONE	AUSWAHL_ENTNAHME → GRAD_3 → REFERENT	bezeichneten Anteil entnehmen; vollständig; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; dritter oder voller Grad; dieser Bildplatz
CH	EEE	DY	CH+EEE+DY	1	CREATIVE_PREDICTION	NONE	cheeedy	qcheeedy	NONE	AUSWAHL_ENTNAHME → GRAD_3 → ABSCHLUSS	bezeichneten Anteil entnehmen; vollständig; Arbeitsschritt schließen	Klasse oder Figur kennzeichnen; dritter oder voller Grad; Bildeintrag schließen
K	NONE	Y	K+Y	4	OBSERVED	kchy|ky|kchy	ky	qky	NONE	ZUORDNUNG → REFERENT	Material zugeben; dieser Arbeitsgegenstand	Wert zuordnen; dieser Bildplatz
K	NONE	DY	K+DY	4	WORKING_PREDICTION	NONE	kdy	qkdy	NONE	ZUORDNUNG → ABSCHLUSS	Material zugeben; Arbeitsschritt schließen	Wert zuordnen; Bildeintrag schließen
K	E	Y	K+E+Y	4	WORKING_PREDICTION	NONE	key	qkey	NONE	ZUORDNUNG → GRAD_1 → REFERENT	Material zugeben; kurz oder direkt; dieser Arbeitsgegenstand	Wert zuordnen; erster Grad; dieser Bildplatz
K	E	DY	K+E+DY	4	OBSERVED	kedy	kedy	qkedy	NONE	ZUORDNUNG → GRAD_1 → ABSCHLUSS	Material zugeben; kurz oder direkt; Arbeitsschritt schließen	Wert zuordnen; erster Grad; Bildeintrag schließen
K	EE	Y	K+EE+Y	4	OBSERVED	keey	keey	qkeey	NONE	ZUORDNUNG → GRAD_2 → REFERENT	Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand	Wert zuordnen; zweiter Grad; dieser Bildplatz
K	EE	DY	K+EE+DY	4	OBSERVED	keedy	keedy	qkeedy	NONE	ZUORDNUNG → GRAD_2 → ABSCHLUSS	Material zugeben; länger oder gehalten; Arbeitsschritt schließen	Wert zuordnen; zweiter Grad; Bildeintrag schließen
K	EEE	Y	K+EEE+Y	4	WORKING_PREDICTION	NONE	keeey	qkeeey	NONE	ZUORDNUNG → GRAD_3 → REFERENT	Material zugeben; vollständig; dieser Arbeitsgegenstand	Wert zuordnen; dritter oder voller Grad; dieser Bildplatz
K	EEE	DY	K+EEE+DY	4	MISSING_SEMANTIC_CELL__SURFACE_COLLISION_REQUIRES_WRAPPER	NONE	keeedy	qkeeedy	K+EEE+D_ADDR+Y	ZUORDNUNG → GRAD_3 → ABSCHLUSS	Material zugeben; vollständig; Arbeitsschritt schließen	Wert zuordnen; dritter oder voller Grad; Bildeintrag schließen
O	NONE	Y	O+Y	3	OBSERVED	qoy|ochy	oy	qoy	NONE	LAUF → REFERENT	Arbeitsgang ausführen; dieser Arbeitsgegenstand	Reihe aufrufen; dieser Bildplatz
O	NONE	DY	O+DY	3	OBSERVED	ody|ody|ody	ody	qody	NONE	LAUF → ABSCHLUSS	Arbeitsgang ausführen; Arbeitsschritt schließen	Reihe aufrufen; Bildeintrag schließen
O	E	Y	O+E+Y	3	WORKING_PREDICTION	NONE	oey	qoey	NONE	LAUF → GRAD_1 → REFERENT	Arbeitsgang ausführen; kurz oder direkt; dieser Arbeitsgegenstand	Reihe aufrufen; erster Grad; dieser Bildplatz
O	E	DY	O+E+DY	3	WORKING_PREDICTION	NONE	oedy	qoedy	NONE	LAUF → GRAD_1 → ABSCHLUSS	Arbeitsgang ausführen; kurz oder direkt; Arbeitsschritt schließen	Reihe aufrufen; erster Grad; Bildeintrag schließen
O	EE	Y	O+EE+Y	3	OBSERVED	oeey	oeey	qoeey	NONE	LAUF → GRAD_2 → REFERENT	Arbeitsgang ausführen; länger oder gehalten; dieser Arbeitsgegenstand	Reihe aufrufen; zweiter Grad; dieser Bildplatz
O	EE	DY	O+EE+DY	3	WORKING_PREDICTION	NONE	oeedy	qoeedy	NONE	LAUF → GRAD_2 → ABSCHLUSS	Arbeitsgang ausführen; länger oder gehalten; Arbeitsschritt schließen	Reihe aufrufen; zweiter Grad; Bildeintrag schließen
O	EEE	Y	O+EEE+Y	3	WORKING_PREDICTION	NONE	oeeey	qoeeey	NONE	LAUF → GRAD_3 → REFERENT	Arbeitsgang ausführen; vollständig; dieser Arbeitsgegenstand	Reihe aufrufen; dritter oder voller Grad; dieser Bildplatz
O	EEE	DY	O+EEE+DY	3	WORKING_PREDICTION	NONE	oeeedy	qoeeedy	NONE	LAUF → GRAD_3 → ABSCHLUSS	Arbeitsgang ausführen; vollständig; Arbeitsschritt schließen	Reihe aufrufen; dritter oder voller Grad; Bildeintrag schließen
T	NONE	Y	T+Y	4	OBSERVED	tchy|tshy|chety|tchy	ty	qty	NONE	EINSTELLUNG → REFERENT	Arbeitsgang einstellen; dieser Arbeitsgegenstand	Platz oder Wert einstellen; dieser Bildplatz
T	NONE	DY	T+DY	4	WORKING_PREDICTION	NONE	tdy	qtdy	NONE	EINSTELLUNG → ABSCHLUSS	Arbeitsgang einstellen; Arbeitsschritt schließen	Platz oder Wert einstellen; Bildeintrag schließen
T	E	Y	T+E+Y	4	OBSERVED	ytey|tey	tey	qtey	NONE	EINSTELLUNG → GRAD_1 → REFERENT	Arbeitsgang einstellen; kurz oder direkt; dieser Arbeitsgegenstand	Platz oder Wert einstellen; erster Grad; dieser Bildplatz
T	E	DY	T+E+DY	4	OBSERVED	tedy	tedy	qtedy	NONE	EINSTELLUNG → GRAD_1 → ABSCHLUSS	Arbeitsgang einstellen; kurz oder direkt; Arbeitsschritt schließen	Platz oder Wert einstellen; erster Grad; Bildeintrag schließen
T	EE	Y	T+EE+Y	4	OBSERVED	teey	teey	qteey	NONE	EINSTELLUNG → GRAD_2 → REFERENT	Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand	Platz oder Wert einstellen; zweiter Grad; dieser Bildplatz
T	EE	DY	T+EE+DY	4	WORKING_PREDICTION	NONE	teedy	qteedy	NONE	EINSTELLUNG → GRAD_2 → ABSCHLUSS	Arbeitsgang einstellen; länger oder gehalten; Arbeitsschritt schließen	Platz oder Wert einstellen; zweiter Grad; Bildeintrag schließen
T	EEE	Y	T+EEE+Y	4	WORKING_PREDICTION	NONE	teeey	qteeey	NONE	EINSTELLUNG → GRAD_3 → REFERENT	Arbeitsgang einstellen; vollständig; dieser Arbeitsgegenstand	Platz oder Wert einstellen; dritter oder voller Grad; dieser Bildplatz
T	EEE	DY	T+EEE+DY	4	WORKING_PREDICTION	NONE	teeedy	qteeedy	NONE	EINSTELLUNG → GRAD_3 → ABSCHLUSS	Arbeitsgang einstellen; vollständig; Arbeitsschritt schließen	Platz oder Wert einstellen; dritter oder voller Grad; Bildeintrag schließen
S	NONE	Y	S+Y	0	MISSING_SEMANTIC_CELL__SURFACE_COLLISION_REQUIRES_WRAPPER	NONE	sy	qsy	Y	AUSWAHL → REFERENT	Arbeitsvariante auswählen; dieser Arbeitsgegenstand	Bildklasse auswählen; dieser Bildplatz
S	NONE	DY	S+DY	0	CREATIVE_PREDICTION	NONE	sdy	qsdy	NONE	AUSWAHL → ABSCHLUSS	Arbeitsvariante auswählen; Arbeitsschritt schließen	Bildklasse auswählen; Bildeintrag schließen
S	E	Y	S+E+Y	0	CREATIVE_PREDICTION	NONE	sey	qsey	NONE	AUSWAHL → GRAD_1 → REFERENT	Arbeitsvariante auswählen; kurz oder direkt; dieser Arbeitsgegenstand	Bildklasse auswählen; erster Grad; dieser Bildplatz
S	E	DY	S+E+DY	0	CREATIVE_PREDICTION	NONE	sedy	qsedy	NONE	AUSWAHL → GRAD_1 → ABSCHLUSS	Arbeitsvariante auswählen; kurz oder direkt; Arbeitsschritt schließen	Bildklasse auswählen; erster Grad; Bildeintrag schließen
S	EE	Y	S+EE+Y	0	CREATIVE_PREDICTION	NONE	seey	qseey	NONE	AUSWAHL → GRAD_2 → REFERENT	Arbeitsvariante auswählen; länger oder gehalten; dieser Arbeitsgegenstand	Bildklasse auswählen; zweiter Grad; dieser Bildplatz
S	EE	DY	S+EE+DY	0	CREATIVE_PREDICTION	NONE	seedy	qseedy	NONE	AUSWAHL → GRAD_2 → ABSCHLUSS	Arbeitsvariante auswählen; länger oder gehalten; Arbeitsschritt schließen	Bildklasse auswählen; zweiter Grad; Bildeintrag schließen
S	EEE	Y	S+EEE+Y	0	CREATIVE_PREDICTION	NONE	seeey	qseeey	NONE	AUSWAHL → GRAD_3 → REFERENT	Arbeitsvariante auswählen; vollständig; dieser Arbeitsgegenstand	Bildklasse auswählen; dritter oder voller Grad; dieser Bildplatz
S	EEE	DY	S+EEE+DY	0	CREATIVE_PREDICTION	NONE	seeedy	qseeedy	NONE	AUSWAHL → GRAD_3 → ABSCHLUSS	Arbeitsvariante auswählen; vollständig; Arbeitsschritt schließen	Bildklasse auswählen; dritter oder voller Grad; Bildeintrag schließen
CTH	NONE	Y	CTH+Y	2	OBSERVED	cthy|checthy	cthy	qcthy	NONE	BEREITSTATUS → REFERENT	bis bereit führen; dieser Arbeitsgegenstand	Bereitschaftsklasse; dieser Bildplatz
CTH	NONE	DY	CTH+DY	2	CREATIVE_PREDICTION	NONE	cthdy	qcthdy	NONE	BEREITSTATUS → ABSCHLUSS	bis bereit führen; Arbeitsschritt schließen	Bereitschaftsklasse; Bildeintrag schließen
CTH	E	Y	CTH+E+Y	2	OBSERVED	qcthey|cthey	cthey	qcthey	NONE	BEREITSTATUS → GRAD_1 → REFERENT	bis bereit führen; kurz oder direkt; dieser Arbeitsgegenstand	Bereitschaftsklasse; erster Grad; dieser Bildplatz
CTH	E	DY	CTH+E+DY	2	CREATIVE_PREDICTION	NONE	cthedy	qcthedy	NONE	BEREITSTATUS → GRAD_1 → ABSCHLUSS	bis bereit führen; kurz oder direkt; Arbeitsschritt schließen	Bereitschaftsklasse; erster Grad; Bildeintrag schließen
CTH	EE	Y	CTH+EE+Y	2	CREATIVE_PREDICTION	NONE	ctheey	qctheey	NONE	BEREITSTATUS → GRAD_2 → REFERENT	bis bereit führen; länger oder gehalten; dieser Arbeitsgegenstand	Bereitschaftsklasse; zweiter Grad; dieser Bildplatz
CTH	EE	DY	CTH+EE+DY	2	CREATIVE_PREDICTION	NONE	ctheedy	qctheedy	NONE	BEREITSTATUS → GRAD_2 → ABSCHLUSS	bis bereit führen; länger oder gehalten; Arbeitsschritt schließen	Bereitschaftsklasse; zweiter Grad; Bildeintrag schließen
CTH	EEE	Y	CTH+EEE+Y	2	CREATIVE_PREDICTION	NONE	ctheeey	qctheeey	NONE	BEREITSTATUS → GRAD_3 → REFERENT	bis bereit führen; vollständig; dieser Arbeitsgegenstand	Bereitschaftsklasse; dritter oder voller Grad; dieser Bildplatz
CTH	EEE	DY	CTH+EEE+DY	2	CREATIVE_PREDICTION	NONE	ctheeedy	qctheeedy	NONE	BEREITSTATUS → GRAD_3 → ABSCHLUSS	bis bereit führen; vollständig; Arbeitsschritt schließen	Bereitschaftsklasse; dritter oder voller Grad; Bildeintrag schließen
R	NONE	Y	R+Y	1	OBSERVED	ry	ry	qry	NONE	MARKE → REFERENT	Zustand kennzeichnen; dieser Arbeitsgegenstand	Zustandsmarke; dieser Bildplatz
R	NONE	DY	R+DY	1	CREATIVE_PREDICTION	NONE	rdy	qrdy	NONE	MARKE → ABSCHLUSS	Zustand kennzeichnen; Arbeitsschritt schließen	Zustandsmarke; Bildeintrag schließen
R	E	Y	R+E+Y	1	CREATIVE_PREDICTION	NONE	rey	qrey	NONE	MARKE → GRAD_1 → REFERENT	Zustand kennzeichnen; kurz oder direkt; dieser Arbeitsgegenstand	Zustandsmarke; erster Grad; dieser Bildplatz
R	E	DY	R+E+DY	1	CREATIVE_PREDICTION	NONE	redy	qredy	NONE	MARKE → GRAD_1 → ABSCHLUSS	Zustand kennzeichnen; kurz oder direkt; Arbeitsschritt schließen	Zustandsmarke; erster Grad; Bildeintrag schließen
R	EE	Y	R+EE+Y	1	CREATIVE_PREDICTION	NONE	reey	qreey	NONE	MARKE → GRAD_2 → REFERENT	Zustand kennzeichnen; länger oder gehalten; dieser Arbeitsgegenstand	Zustandsmarke; zweiter Grad; dieser Bildplatz
R	EE	DY	R+EE+DY	1	CREATIVE_PREDICTION	NONE	reedy	qreedy	NONE	MARKE → GRAD_2 → ABSCHLUSS	Zustand kennzeichnen; länger oder gehalten; Arbeitsschritt schließen	Zustandsmarke; zweiter Grad; Bildeintrag schließen
R	EEE	Y	R+EEE+Y	1	CREATIVE_PREDICTION	NONE	reeey	qreeey	NONE	MARKE → GRAD_3 → REFERENT	Zustand kennzeichnen; vollständig; dieser Arbeitsgegenstand	Zustandsmarke; dritter oder voller Grad; dieser Bildplatz
R	EEE	DY	R+EEE+DY	1	CREATIVE_PREDICTION	NONE	reeedy	qreeedy	NONE	MARKE → GRAD_3 → ABSCHLUSS	Zustand kennzeichnen; vollständig; Arbeitsschritt schließen	Zustandsmarke; dritter oder voller Grad; Bildeintrag schließen
CHK	NONE	Y	CHK+Y	4	OBSERVED	chky|chky	chky	qchky	NONE	BEHANDLUNG → REFERENT	Arbeitsgegenstand behandeln; dieser Arbeitsgegenstand	Behandlungsklasse; dieser Bildplatz
CHK	NONE	DY	CHK+DY	4	WORKING_PREDICTION	NONE	chkdy	qchkdy	NONE	BEHANDLUNG → ABSCHLUSS	Arbeitsgegenstand behandeln; Arbeitsschritt schließen	Behandlungsklasse; Bildeintrag schließen
CHK	E	Y	CHK+E+Y	4	OBSERVED	cheky|cheky|chekey	cheky	qcheky	NONE	BEHANDLUNG → GRAD_1 → REFERENT	Arbeitsgegenstand behandeln; kurz oder direkt; dieser Arbeitsgegenstand	Behandlungsklasse; erster Grad; dieser Bildplatz
CHK	E	DY	CHK+E+DY	4	WORKING_PREDICTION	NONE	chekedy	qchekedy	NONE	BEHANDLUNG → GRAD_1 → ABSCHLUSS	Arbeitsgegenstand behandeln; kurz oder direkt; Arbeitsschritt schließen	Behandlungsklasse; erster Grad; Bildeintrag schließen
CHK	EE	Y	CHK+EE+Y	4	OBSERVED	cheeky|cheeky|chkeey	cheeky	qcheeky	NONE	BEHANDLUNG → GRAD_2 → REFERENT	Arbeitsgegenstand behandeln; länger oder gehalten; dieser Arbeitsgegenstand	Behandlungsklasse; zweiter Grad; dieser Bildplatz
CHK	EE	DY	CHK+EE+DY	4	OBSERVED	chekeedy|chkeedy	chekeedy	qchekeedy	NONE	BEHANDLUNG → GRAD_2 → ABSCHLUSS	Arbeitsgegenstand behandeln; länger oder gehalten; Arbeitsschritt schließen	Behandlungsklasse; zweiter Grad; Bildeintrag schließen
CHK	EEE	Y	CHK+EEE+Y	4	WORKING_PREDICTION	NONE	cheeeky	qcheeeky	NONE	BEHANDLUNG → GRAD_3 → REFERENT	Arbeitsgegenstand behandeln; vollständig; dieser Arbeitsgegenstand	Behandlungsklasse; dritter oder voller Grad; dieser Bildplatz
CHK	EEE	DY	CHK+EEE+DY	4	WORKING_PREDICTION	NONE	chekeeedy	qchekeeedy	NONE	BEHANDLUNG → GRAD_3 → ABSCHLUSS	Arbeitsgegenstand behandeln; vollständig; Arbeitsschritt schließen	Behandlungsklasse; dritter oder voller Grad; Bildeintrag schließen
CHD	NONE	Y	CHD+Y	2	OBSERVED	chedy|chdy|chedy|chdy|chedchy|chdy|chedy	chedy	qchedy	NONE	WECHSEL → REFERENT	Arbeitsgut umsetzen; dieser Arbeitsgegenstand	zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz
CHD	NONE	DY	CHD+DY	2	OBSERVED	schedy|dchdy	cheddy	qcheddy	NONE	WECHSEL → ABSCHLUSS	Arbeitsgut umsetzen; Arbeitsschritt schließen	zu Gegen- oder Folgeplatz wechseln; Bildeintrag schließen
CHD	E	Y	CHD+E+Y	2	CREATIVE_PREDICTION	NONE	chedey	qchedey	NONE	WECHSEL → GRAD_1 → REFERENT	Arbeitsgut umsetzen; kurz oder direkt; dieser Arbeitsgegenstand	zu Gegen- oder Folgeplatz wechseln; erster Grad; dieser Bildplatz
CHD	E	DY	CHD+E+DY	2	CREATIVE_PREDICTION	NONE	chededy	qchededy	NONE	WECHSEL → GRAD_1 → ABSCHLUSS	Arbeitsgut umsetzen; kurz oder direkt; Arbeitsschritt schließen	zu Gegen- oder Folgeplatz wechseln; erster Grad; Bildeintrag schließen
CHD	EE	Y	CHD+EE+Y	2	CREATIVE_PREDICTION	NONE	chedeey	qchedeey	NONE	WECHSEL → GRAD_2 → REFERENT	Arbeitsgut umsetzen; länger oder gehalten; dieser Arbeitsgegenstand	zu Gegen- oder Folgeplatz wechseln; zweiter Grad; dieser Bildplatz
CHD	EE	DY	CHD+EE+DY	2	CREATIVE_PREDICTION	NONE	chedeedy	qchedeedy	NONE	WECHSEL → GRAD_2 → ABSCHLUSS	Arbeitsgut umsetzen; länger oder gehalten; Arbeitsschritt schließen	zu Gegen- oder Folgeplatz wechseln; zweiter Grad; Bildeintrag schließen
CHD	EEE	Y	CHD+EEE+Y	2	CREATIVE_PREDICTION	NONE	chedeeey	qchedeeey	NONE	WECHSEL → GRAD_3 → REFERENT	Arbeitsgut umsetzen; vollständig; dieser Arbeitsgegenstand	zu Gegen- oder Folgeplatz wechseln; dritter oder voller Grad; dieser Bildplatz
CHD	EEE	DY	CHD+EEE+DY	2	CREATIVE_PREDICTION	NONE	chedeeedy	qchedeeedy	NONE	WECHSEL → GRAD_3 → ABSCHLUSS	Arbeitsgut umsetzen; vollständig; Arbeitsschritt schließen	zu Gegen- oder Folgeplatz wechseln; dritter oder voller Grad; Bildeintrag schließen
SH	NONE	Y	SH+Y	5	OBSERVED	shchey|shchey	shy	qshy	Y	HALTEN → REFERENT	Arbeitsgegenstand halten; dieser Arbeitsgegenstand	Bezug festhalten; dieser Bildplatz
SH	NONE	DY	SH+DY	5	MISSING_SEMANTIC_CELL__SURFACE_COLLISION_REQUIRES_WRAPPER	NONE	shdy	qshdy	SH+D_ADDR+Y	HALTEN → ABSCHLUSS	Arbeitsgegenstand halten; Arbeitsschritt schließen	Bezug festhalten; Bildeintrag schließen
SH	E	Y	SH+E+Y	5	OBSERVED	shey|shey|tshey|shey|shey	shey	qshey	NONE	HALTEN → GRAD_1 → REFERENT	Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; dieser Bildplatz
SH	E	DY	SH+E+DY	5	OBSERVED	dshedy	shedy	qshedy	SHED+DY	HALTEN → GRAD_1 → ABSCHLUSS	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen	Bezug festhalten; erster Grad; Bildeintrag schließen
SH	EE	Y	SH+EE+Y	5	OBSERVED	cheey|sheey|cheey|cheey|sheey|cheey	sheey	qsheey	NONE	HALTEN → GRAD_2 → REFERENT	Arbeitsgegenstand halten; länger oder gehalten; dieser Arbeitsgegenstand	Bezug festhalten; zweiter Grad; dieser Bildplatz
SH	EE	DY	SH+EE+DY	5	OBSERVED	sheedy	sheedy	qsheedy	NONE	HALTEN → GRAD_2 → ABSCHLUSS	Arbeitsgegenstand halten; länger oder gehalten; Arbeitsschritt schließen	Bezug festhalten; zweiter Grad; Bildeintrag schließen
SH	EEE	Y	SH+EEE+Y	5	STRONG_PREDICTION	NONE	sheeey	qsheeey	NONE	HALTEN → GRAD_3 → REFERENT	Arbeitsgegenstand halten; vollständig; dieser Arbeitsgegenstand	Bezug festhalten; dritter oder voller Grad; dieser Bildplatz
SH	EEE	DY	SH+EEE+DY	5	STRONG_PREDICTION	NONE	sheeedy	qsheeedy	NONE	HALTEN → GRAD_3 → ABSCHLUSS	Arbeitsgegenstand halten; vollständig; Arbeitsschritt schließen	Bezug festhalten; dritter oder voller Grad; Bildeintrag schließen
CPH	NONE	Y	CPH+Y	3	OBSERVED	cphy	cphy	qcphy	NONE	GEGENLAUF → REFERENT	umleiten; dieser Arbeitsgegenstand	Gegenplatz; dieser Bildplatz
CPH	NONE	DY	CPH+DY	3	WORKING_PREDICTION	NONE	cphdy	qcphdy	NONE	GEGENLAUF → ABSCHLUSS	umleiten; Arbeitsschritt schließen	Gegenplatz; Bildeintrag schließen
CPH	E	Y	CPH+E+Y	3	WORKING_PREDICTION	NONE	cphey	qcphey	NONE	GEGENLAUF → GRAD_1 → REFERENT	umleiten; kurz oder direkt; dieser Arbeitsgegenstand	Gegenplatz; erster Grad; dieser Bildplatz
CPH	E	DY	CPH+E+DY	3	OBSERVED	cphedy	cphedy	qcphedy	NONE	GEGENLAUF → GRAD_1 → ABSCHLUSS	umleiten; kurz oder direkt; Arbeitsschritt schließen	Gegenplatz; erster Grad; Bildeintrag schließen
CPH	EE	Y	CPH+EE+Y	3	OBSERVED	cpheey	cpheey	qcpheey	NONE	GEGENLAUF → GRAD_2 → REFERENT	umleiten; länger oder gehalten; dieser Arbeitsgegenstand	Gegenplatz; zweiter Grad; dieser Bildplatz
