review_index	unit_review_index	page	physical_folio	locus	array_id	source_relation_state	source_confidence	object_localization_state	normalized_relation_geometry	neutral_object_topology	normalized_object_id	source_object_reference	singular_positive_relation	matched_same_unit_comparator_available	later_score_eligibility	normalization_basis	canvas_ids	reviewer_provenance	formal_identity_access_state
11	1	f68r1	f68	f68r1.16	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_C5FF25D0A2BA	SOURCE_NAMED_STAR_FOR_f68r1_16	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
12	29	f68r2	f68	f68r2.8	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_F8A71CB81A19	SOURCE_NAMED_STAR_FOR_f68r2_8	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
13	27	f67r2	f67	f67r2.24	f67r2:Q1	PROXIMITY_ONLY	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	BOUNDED_REGION_OR_COMPARTMENT	G391_OBJ_E19C28437C8F	SOURCE_SECTOR_00_30	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1006194	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
14	7	f75v	f75	f75v.50	f75v:N2	REL_ARRAY_OR_GROUP	HEDGED	OBJECT_REGION_NOT_INDIVIDUATED	AMBIGUOUS_OR_MULTIPLE	ARRAY_OR_GROUP_REGION			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	HEDGED_SOURCE_GROUP_OR_SEGMENTATION_ASSERTION_WITHOUT_SINGULAR_OWNER	1006209	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
15	2	f99r	f99	f99r.27	f99r:L2	PROXIMITY_ONLY	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_9DA171033934	f99r[2,7]	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1006246	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
16	21	f82v	f82	f82v.47	f82v:X2	PROXIMITY_ONLY	UNHEDGED	MULTIPLE_OR_ALTERNATIVE_OBJECTS	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_DESCRIPTION_NAMES_MULTIPLE_OR_ALIGNMENT_ONLY	1006223	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
17	19	f99r	f99	f99r.7	f99r:L1	PROXIMITY_ONLY	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_A013C4480AA8	f99r[1,5]	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1006246	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
18	31	f83r	f83	f83r.45	f83r:N1	REL_EXPLICIT_ATTACHMENT	HEDGED	MULTIPLE_OR_ALTERNATIVE_OBJECTS	AMBIGUOUS_OR_MULTIPLE	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_DESCRIPTION_RETAINS_AMBIGUOUS_OWNER_OR_RELATION	1006224	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
19	1	f68r1	f68	f68r1.25	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_661A4D8A2C79	SOURCE_NAMED_STAR_FOR_f68r1_25	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
20	42	f99v	f99	f99v.18	f99v:L2	PROXIMITY_ONLY	UNHEDGED	MULTIPLE_OR_ALTERNATIVE_OBJECTS	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_DESCRIPTION_NAMES_MULTIPLE_OR_ALIGNMENT_ONLY	1006247	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
21	32	f88v	f88	f88v.5	f88v:L1	PROXIMITY_ONLY	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_FF58035E3712	f88v[1,4]	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1006233	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
22	3	f89r2	f89	f89r2.4	f89r2:L1	PROXIMITY_ONLY	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_9B985856CC03	f89r2[1,3]	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1006233	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
23	24	f99v	f99	f99v.7	f99v:L1	PROXIMITY_ONLY	UNHEDGED	MULTIPLE_OR_ALTERNATIVE_OBJECTS	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_DESCRIPTION_NAMES_MULTIPLE_OR_ALIGNMENT_ONLY	1006247	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
24	24	f99v	f99	f99v.3	f99v:L1	PROXIMITY_ONLY	UNHEDGED	MULTIPLE_OR_ALTERNATIVE_OBJECTS	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_DESCRIPTION_NAMES_MULTIPLE_OR_ALIGNMENT_ONLY	1006247	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
25	28	f67v2	f67	f67v2.22	f67v2:M1	REL_ENCLOSURE	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	INSIDE_BOUNDED_REGION	BOUNDED_REGION_OR_COMPARTMENT	G391_OBJ_DE8BD541F9E0	SOURCE_SOUTHEAST_CIRCLE	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006195	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
26	21	f82v	f82	f82v.45	f82v:X2	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	BOUNDED_REGION_OR_COMPARTMENT	G391_OBJ_DAC69AD46983	SOURCE_EAST_POOL_WITH_WATERFALL	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006223	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
27	29	f68r2	f68	f68r2.12	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_314C959F8520	SOURCE_NAMED_STAR_FOR_f68r2_12	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
28	38	f89r2	f89	f89r2.34	f89r2:L4	PROXIMITY_ONLY	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_CEACE3AFEBB9	f89r2[4,4]	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1006233	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
29	18	f89r2	f89	f89r2.11	f89r2:L2	PROXIMITY_ONLY	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_84821DE19E79	f89r2[2,2]	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1006233	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
30	1	f68r1	f68	f68r1.27	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_1DFFB57FACFD	SOURCE_NAMED_STAR_FOR_f68r1_27	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
31	19	f99r	f99	f99r.6	f99r:L1	PROXIMITY_ONLY	UNHEDGED	NO_RELATION_BEYOND_PROXIMITY	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	NO_SINGULAR_SOURCE_OBJECT_REFERENCE	1006246	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
32	1	f68r1	f68	f68r1.32	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_7DA93042A8B3	SOURCE_NAMED_STAR_FOR_f68r1_32	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
33	41	f100r	f100	f100r.3	f100r:L1	PROXIMITY_ONLY	HEDGED	NO_RELATION_BEYOND_PROXIMITY	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	NO_SINGULAR_SOURCE_OBJECT_REFERENCE	1006248	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
34	14	f70v2	f70	f70v2.7	f70v2:S2	REL_ARRAY_OR_GROUP	HEDGED	OBJECT_REGION_NOT_INDIVIDUATED	AMBIGUOUS_OR_MULTIPLE	ARRAY_OR_GROUP_REGION			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	HEDGED_SOURCE_GROUP_OR_SEGMENTATION_ASSERTION_WITHOUT_SINGULAR_OWNER	1006200;1006201	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
35	38	f89r2	f89	f89r2.32	f89r2:L4	PROXIMITY_ONLY	UNHEDGED	NO_RELATION_BEYOND_PROXIMITY	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	NO_SINGULAR_SOURCE_OBJECT_REFERENCE	1006233	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
36	28	f67v2	f67	f67v2.2	f67v2:M1	REL_ENCLOSURE	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	INSIDE_BOUNDED_REGION	BOUNDED_REGION_OR_COMPARTMENT	G391_OBJ_FBE62B570208	SOURCE_NORTHEAST_CIRCLE	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006195	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
37	24	f99v	f99	f99v.8	f99v:L1	PROXIMITY_ONLY	UNHEDGED	MULTIPLE_OR_ALTERNATIVE_OBJECTS	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_DESCRIPTION_NAMES_MULTIPLE_OR_ALIGNMENT_ONLY	1006247	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
38	29	f68r2	f68	f68r2.29	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_0F86B49136E5	SOURCE_NAMED_STAR_FOR_f68r2_29	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
39	29	f68r2	f68	f68r2.10	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_D99DB4377357	SOURCE_NAMED_STAR_FOR_f68r2_10	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
40	9	f75v	f75	f75v.54	f75v:N3	REL_ARRAY_OR_GROUP	HEDGED	OBJECT_REGION_NOT_INDIVIDUATED	AMBIGUOUS_OR_MULTIPLE	ARRAY_OR_GROUP_REGION			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	HEDGED_SOURCE_GROUP_OR_SEGMENTATION_ASSERTION_WITHOUT_SINGULAR_OWNER	1006209	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
41	1	f68r1	f68	f68r1.29	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_7CBDC7F7A4A5	SOURCE_NAMED_STAR_FOR_f68r1_29	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
42	2	f99r	f99	f99r.24	f99r:L2	PROXIMITY_ONLY	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_88BB9909FBBF	f99r[2,5]	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1006246	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
43	1	f68r1	f68	f68r1.28	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_C21772101E4F	SOURCE_NAMED_STAR_FOR_f68r1_28	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
44	11	f88r	f88	f88r.3	f88r:L1	PROXIMITY_ONLY	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_AD4513D0A0F5	f88r[1,2]	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1037112	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
45	33	f82v	f82	f82v.3	f82v:X1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	BOUNDED_REGION_OR_COMPARTMENT	G391_OBJ_EF4B5CE7E6C9	SOURCE_NORTH_POOL	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006223	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
46	1	f68r1	f68	f68r1.15	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_AF668EFE9BBF	SOURCE_NAMED_STAR_FOR_f68r1_15	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
47	25	f75v	f75	f75v.68	f75v:P3	PROXIMITY_ONLY	UNHEDGED	MULTIPLE_OR_ALTERNATIVE_OBJECTS	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_DESCRIPTION_NAMES_MULTIPLE_OR_ALIGNMENT_ONLY	1006209	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
48	15	f102v2	f102	f102v2.18	f102v2:P1	REL_OVERLAP_OR_CONTACT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	CONTACT_OR_OVERLAP	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_34559E5E0ED6	SOURCE_DRAWING_UNIT_2_7	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006252;1006253	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
49	41	f100r	f100	f100r.5	f100r:L1	PROXIMITY_ONLY	HEDGED	NO_RELATION_BEYOND_PROXIMITY	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	NO_SINGULAR_SOURCE_OBJECT_REFERENCE	1006248	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
