review_index	unit_review_index	page	physical_folio	locus	array_id	source_relation_state	source_confidence	source_visual_detail	source_provenance	source_id	evidence_lineage	formal_identity_access_state
29	18	f89r2	f89	f89r2.11	f89r2:L2	PROXIMITY_ONLY	UNHEDGED	plant <f89r2>[2,2] large, light roots, dark duck-head leaves Above plant <f89r2>[2,2]. Latham's m1.3. Kluge's 39A in <f89v>. Grove's X.12.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
30	1	f68r1	f68	f68r1.27	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 08:00 - second from border. Seven points, no core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
31	19	f99r	f99	f99r.6	f99r:L1	PROXIMITY_ONLY	UNHEDGED	plant <f99r>[1,4] - dark - partly obscured by blot West of plant <f99r>[1,5], stem level, line 1. EVMT's <e99r.L6>, word 1.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
32	1	f68r1	f68	f68r1.32	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 07:15 - near border. Seven points, no core (or maybe incomplete one).	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
33	41	f100r	f100	f100r.3	f100r:L1	PROXIMITY_ONLY	HEDGED	plant <f100r>[1,2] - arrow shaped leaves, on left side of stem only Label above plant <f100r>[1,3]. Kluge's 17A. Perhaps associated with plant <f100r>[1,2].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
34	14	f70v2	f70	f70v2.7	f70v2:S2	REL_ARRAY_OR_GROUP	HEDGED	Label at 00:15. Grove's #3. Kluge's 16A. ??? The words are actually two lines, should be two entries? Star/nymph at 00:00?	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
35	38	f89r2	f89	f89r2.32	f89r2:L4	PROXIMITY_ONLY	UNHEDGED	plant <f89r2>[4,2] - faded, dark leaf East of plant <f89r2>[4,2], below leaf of plant <f89r2>[4,3]. Latham's b.3. Kluge's 47A in <f89v>. Grove's X.14. Rene says that the final @'sy' is fainter than the rest. This label has a readable bleedthrough on <f89v2>, just above <f89v2.L3.3b>.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
36	28	f67v2	f67	f67v2.2	f67v2:M1	REL_ENCLOSURE	UNHEDGED	Label inside Northeast circle.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
37	24	f99v	f99	f99v.8	f99v:L1	PROXIMITY_ONLY	UNHEDGED	plant <f99v>[1,6] - knobby, three legs Between plants <f99v>[1,6] and <f99v>[1,7].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
38	29	f68r2	f68	f68r2.29	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 03:30, distance 0.7. Six points, blank core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
39	29	f68r2	f68	f68r2.10	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 12:30, distance 0.7. Seven points, no core, fully painted.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
40	9	f75v	f75	f75v.54	f75v:N3	REL_ARRAY_OR_GROUP	HEDGED	These labels may be part of lines <f75v.P3.27> through <f75v.P3.29> on the right side of the pond, and have often been transcribed as such, including in the EVMT files. The label numbers indicate possible alignment between the two units. Units <f75v.N2>, <f75v.N3>, and <f75v.P4> may constitute a sigle logical group of labels. Label line 1. May be word 1 of <f75v.P3.27>.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
41	1	f68r1	f68	f68r1.29	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 04:30 - near center. Six points,no core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
42	2	f99r	f99	f99r.24	f99r:L2	PROXIMITY_ONLY	UNHEDGED	plant <f99r>[2,5] - dark, spikes East of plant <f99r>[2,5], at top, between stem and root spikes.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
43	1	f68r1	f68	f68r1.28	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 07:15 - nearest to center. Seven points, no core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
44	11	f88r	f88	f88r.3	f88r:L1	PROXIMITY_ONLY	UNHEDGED	plant <f88r>[1,2] - light coloured twigs, dark roots. East of plant <f88r>[1,2]. Kluge's 02B.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
45	33	f82v	f82	f82v.3	f82v:X1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	"""Label on """"pool"""" next to North nymph."""	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
46	1	f68r1	f68	f68r1.15	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 10:15 - mid-radius. Six points, blank core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
47	25	f75v	f75	f75v.68	f75v:P3	PROXIMITY_ONLY	UNHEDGED	The text line at the left of pond, roughly aligned with this one, is entry <f75v.P4.32>.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
48	15	f102v2	f102	f102v2.18	f102v2:P1	REL_OVERLAP_OR_CONTACT	UNHEDGED	Runs into root tip of plant <f102v2>[2,7].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
49	41	f100r	f100	f100r.5	f100r:L1	PROXIMITY_ONLY	HEDGED	plant <f100r>[1,4] - rectangular leaves Label above plant <f100r>[1,5], astride leaf of plant. Kluge's 19A. Perhaps the left half is associated with plant <f100r>[1,4].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
50	19	f99r	f99	f99r.11	f99r:L1	PROXIMITY_ONLY	UNHEDGED	plant <f99r>[1,8] - dark, funny shape Near top edge, West of plant <f99r>[1,9].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
51	19	f99r	f99	f99r.4	f99r:L1	PROXIMITY_ONLY	UNHEDGED	plant <f99r>[1,2] - dark Near top edge, West of plant <f99r>[1,3].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
52	20	f100r	f100	f100r.10	f100r:L2	REL_OVERLAP_OR_CONTACT	HEDGED	plant <f100r>[2,5] - leaves. East of plant <f100r>[2,5]. Kluge's 24A. &K; = ??? (used by T. Takahashi) &CK; = @C ligd to platf gallows @K not ligd to next glyph. &CT; = @C ligd to platf gallows @T not ligd to next glyph. Last word actually touches outline of plant <f100r>[2,6].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
53	21	f82v	f82	f82v.43	f82v:X2	PROXIMITY_ONLY	UNHEDGED	Label above upper curved channel.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
54	26	f88r	f88	f88r.15	f88r:L2	PROXIMITY_ONLY	UNHEDGED	plant <f88r>[2,3] - Blotchy flower. East of plant <f88r>[2,3]. Kluge's 08A.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
55	1	f68r1	f68	f68r1.18	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 02:00 - near border. Eight points, blank core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
56	32	f88v	f88	f88v.4	f88v:L1	PROXIMITY_ONLY	HEDGED	plant <f88v>[1,3] - dark roots, dark flower, grasses? at top of root. East of plant <f88v>[1,3]. Kluge's 15A.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
57	20	f100r	f100	f100r.6	f100r:L2	PROXIMITY_ONLY	HEDGED	There are 6 plants and 6 labels. The pairing seems clear, but first and last labels are above the plant, the remaining ones at lower right. Above plant <f100r>[2,1]. Kluge's 20A. <f100r.L2.1;C> from photo in Brumbaugh. <f100r.L2.1;P> from Petersen, reported by K. Kluge	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
58	5	f82v	f82	f82v.41	f82v:N3	PROXIMITY_ONLY	HEDGED	nymph? - in a barrel Label above nymphs 1 (in barrel) and 2.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
59	12	f58r	f58	f58r.1	f58r:P1	REL_OVERLAP_OR_CONTACT	UNHEDGED	"""The first three lines have extra indentation """"{�|}"""" , as if space was left for an ornate capital. There is a 6-pointed star above the indentation. The star has a tail that touches the initial @k."""	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
60	29	f68r2	f68	f68r2.20	f68r2:S1	REL_EXPLICIT_ATTACHMENT	HEDGED	Label on star at 08:00, distance 0.5. Seven points, no core. Label seems to have been retraced in darker ink.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
61	35	f102v2	f102	f102v2.6	f102v2:L1	PROXIMITY_ONLY	HEDGED	leaf <f102v2>[1,3] - long wing-shaped leaf, triangular root? Above cuboid <f102v2>[1,4]. Grove's 21.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
62	2	f99r	f99	f99r.20	f99r:L2	REL_EXPLICIT_ATTACHMENT	HEDGED	There are 7 plants and 8 labels (not counting the label on the container). It is not clear how to pair them up, but the first label is likely to be associated with the plant, not with the container. plant <f99r>[2,1] - dark East of plant <f99r>[2,1], at top.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
63	1	f68r1	f68	f68r1.10	f68r1:S1	REL_EXPLICIT_ATTACHMENT	HEDGED	Label on star at 10:30 - near border. Six points,no core. The @e after @'ch' is a tiny dot. Assumed accident.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
64	42	f99v	f99	f99v.20	f99v:L2	REL_OVERLAP_OR_CONTACT	UNHEDGED	plant <f99v>[2,6] - dark East of plant <f99v>[2,6], near base of stem. Runs into root tip of plant <f99v>[1,8].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
65	19	f99r	f99	f99r.3	f99r:L1	PROXIMITY_ONLY	UNHEDGED	plant <f99r>[1,1] - light Near top edge, West of plant <f99r>[1,2].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
66	26	f88r	f88	f88r.16	f88r:L2	PROXIMITY_ONLY	UNHEDGED	plant <f88r>[2,4] - light coloured hairy root, dark leaf. East of plant <f88r>[2,4]. Kluge's 08B.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
67	29	f68r2	f68	f68r2.21	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 04:30, distance 0.1. Seven points, no core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
68	15	f102v2	f102	f102v2.23	f102v2:P1	PROXIMITY_ONLY	UNHEDGED	Squeezed between leaves of plants <f102v2>[3,1] and <f102v2>[3,3].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
69	1	f68r1	f68	f68r1.8	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 11:00 - near border, West of sun. Eight points, no core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
70	29	f68r2	f68	f68r2.9	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 11:00, distance 0.6. Six points, no core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
71	19	f99r	f99	f99r.5	f99r:L1	PROXIMITY_ONLY	UNHEDGED	plant <f99r>[1,3] - dark Near top edge, West of plant <f99r>[1,4] - dark On top of a stain.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
72	24	f99v	f99	f99v.9	f99v:L1	PROXIMITY_ONLY	UNHEDGED	plant <f99v>[1,7] - dark, bifurcated Between plants <f99v>[1,7] and <f99v>[1,8].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
73	1	f68r1	f68	f68r1.9	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 00:30 - East of sun. Seven points, no core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
74	29	f68r2	f68	f68r2.27	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 06:30, distance 0.6. Six points, blank core	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
75	6	f82v	f82	f82v.1	f82v:N1	PROXIMITY_ONLY	UNHEDGED	Label above Northwest nymph.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
76	29	f68r2	f68	f68r2.16	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 09:00, distance 0.6. Seven points, no core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
77	25	f75v	f75	f75v.65	f75v:P3	PROXIMITY_ONLY	UNHEDGED	The word at left of pond, roughly aligned with this line, is entry <f75v.N3.29>.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
78	11	f88r	f88	f88r.4	f88r:L1	PROXIMITY_ONLY	UNHEDGED	plant <f88r>[1,3] - light coloured roots, twigs, dark btwn roots, stem. East of plant <f88r>[1,3]. Kluge's 03A.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
79	34	f68r1	f68	f68r1.6	f68r1:X1	REL_ENCLOSURE	UNHEDGED	Inside top medallion, line 2 (East of face).	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
80	41	f100r	f100	f100r.4	f100r:L1	PROXIMITY_ONLY	HEDGED	plant <f100r>[1,3] - triangular finely serrated leaves Label above plant <f100r>[1,4], perhaps associated with plant <f100r>[1,3] Kluge's 18A.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
81	19	f99r	f99	f99r.14	f99r:L1	PROXIMITY_ONLY	UNHEDGED	plant <f99r>[1a,2] - dark, hairy, near hole in vellum. Above plant <f99r>[1a,3], below plant <f99r>[1,8].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
