locus	page	section	currier	source_lattice_paths	selected_source	literal_decoded	normalized_plaintext_or_record	confidence	alternative_analysis	uncertainty_reason
f100r.19	f100r	P	A	f100r.19|P01	olcheom	OP_01:VALUE_0222:STATE_07	OP_01:VALUE_0222:STATE_07	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.2	f100r	P	A	f100r.2|P01	sochorcfhy	OP_03:VALUE_1605:STATE_01	OP_03:VALUE_1605:STATE_01	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.20	f100r	P	A	f100r.20|P01	oteol	OP_01:VALUE_0045:STATE_03	OP_01:VALUE_0045:STATE_03	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.21	f100r	P	A	f100r.21|P01|f100r.21|P02	otols	OP_01:VALUE_0350:STATE_06	OP_01:VALUE_0350:STATE_06	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.22	f100r	P	A	f100r.22|P01|f100r.22|P02|f100r.22|P03	folshody choldaiin fchod ycheol cphol qotees shey aseso alcfhy	OP_10:VALUE_1606:STATE_01 OP_01:VALUE_0843:STATE_02 OP_10:VALUE_0004:STATE_08 OP_01:VALUE_0137:STATE_03 OP_01:VALUE_0187:STATE_03 OP_02:VALUE_0031:STATE_06 OP_03:VALUE_0020:STATE_01 OP_01:VALUE_1607:STATE_05 OP_01:VALUE_1608:STATE_01	OP_10:VALUE_1606:STATE_01 OP_01:VALUE_0843:STATE_02 OP_10:VALUE_0004:STATE_08 OP_01:VALUE_0137:STATE_03 OP_01:VALUE_0187:STATE_03 OP_02:VALUE_0031:STATE_06 OP_03:VALUE_0020:STATE_01 OP_01:VALUE_1607:STATE_05 OP_01:VALUE_1608:STATE_01	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.23	f100r	P	A	f100r.23|P01|f100r.23|P02|f100r.23|P03	soiin chol cphol shol shol qockhol chor chol sho keey cckhhy ykeeam	OP_03:VALUE_0052:STATE_02 OP_01:VALUE_0004:STATE_03 OP_01:VALUE_0187:STATE_03 OP_03:VALUE_0016:STATE_03 OP_03:VALUE_0016:STATE_03 OP_02:VALUE_0292:STATE_03 OP_01:VALUE_0004:STATE_04 OP_01:VALUE_0004:STATE_03 OP_03:VALUE_0016:STATE_05 OP_06:VALUE_0062:STATE_01 OP_01:VALUE_1609:STATE_01 OP_01:VALUE_0844:STATE_07	OP_03:VALUE_0052:STATE_02 OP_01:VALUE_0004:STATE_03 OP_01:VALUE_0187:STATE_03 OP_03:VALUE_0016:STATE_03 OP_03:VALUE_0016:STATE_03 OP_02:VALUE_0292:STATE_03 OP_01:VALUE_0004:STATE_04 OP_01:VALUE_0004:STATE_03 OP_03:VALUE_0016:STATE_05 OP_06:VALUE_0062:STATE_01 OP_01:VALUE_1609:STATE_01 OP_01:VALUE_0844:STATE_07	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.24	f100r	P	A	f100r.24|P01|f100r.24|P02|f100r.24|P03	saiichor sheor qockhody odeor yksheey cholsheody sai cheol saiin	OP_03:VALUE_1610:STATE_04 OP_03:VALUE_0027:STATE_04 OP_02:VALUE_0701:STATE_01 OP_01:VALUE_1611:STATE_04 OP_01:VALUE_1612:STATE_01 OP_01:VALUE_1613:STATE_01 OP_03:VALUE_0006:STATE_05 OP_01:VALUE_0013:STATE_03 OP_03:VALUE_0003:STATE_02	OP_03:VALUE_1610:STATE_04 OP_03:VALUE_0027:STATE_04 OP_02:VALUE_0701:STATE_01 OP_01:VALUE_1611:STATE_04 OP_01:VALUE_1612:STATE_01 OP_01:VALUE_1613:STATE_01 OP_03:VALUE_0006:STATE_05 OP_01:VALUE_0013:STATE_03 OP_03:VALUE_0003:STATE_02	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.25	f100r	P	A	f100r.25|P01	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	OP_03:VALUE_0027:STATE_04 OP_02:VALUE_0442:STATE_01 OP_01:VALUE_0004:STATE_03 OP_04:VALUE_0003:STATE_02 OP_01:VALUE_0229:STATE_03 OP_01:VALUE_0222:STATE_03 OP_01:VALUE_0073:STATE_01 OP_01:VALUE_0013:STATE_03 OP_01:VALUE_0351:STATE_01 OP_01:VALUE_0028:STATE_03	OP_03:VALUE_0027:STATE_04 OP_02:VALUE_0442:STATE_01 OP_01:VALUE_0004:STATE_03 OP_04:VALUE_0003:STATE_02 OP_01:VALUE_0229:STATE_03 OP_01:VALUE_0222:STATE_03 OP_01:VALUE_0073:STATE_01 OP_01:VALUE_0013:STATE_03 OP_01:VALUE_0351:STATE_01 OP_01:VALUE_0028:STATE_03	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.26	f100r	P	A	f100r.26|P01|f100r.26|P02	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	OP_01:VALUE_0375:STATE_02 OP_01:VALUE_0476:STATE_01 OP_01:VALUE_0004:STATE_03 OP_01:VALUE_0604:STATE_01 OP_01:VALUE_0004:STATE_06 OP_01:VALUE_0408:STATE_04 OP_02:VALUE_0028:STATE_03 OP_01:VALUE_0055:STATE_03 OP_01:VALUE_0352:STATE_06 OP_01:VALUE_0002:STATE_03	OP_01:VALUE_0375:STATE_02 OP_01:VALUE_0476:STATE_01 OP_01:VALUE_0004:STATE_03 OP_01:VALUE_0604:STATE_01 OP_01:VALUE_0004:STATE_06 OP_01:VALUE_0408:STATE_04 OP_02:VALUE_0028:STATE_03 OP_01:VALUE_0055:STATE_03 OP_01:VALUE_0352:STATE_06 OP_01:VALUE_0002:STATE_03	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.27	f100r	P	A	f100r.27|P01|f100r.27|P02	chol cheol cho chckheody otolchey	OP_01:VALUE_0004:STATE_03 OP_01:VALUE_0013:STATE_03 OP_01:VALUE_0004:STATE_05 OP_01:VALUE_1065:STATE_01 OP_01:VALUE_0845:STATE_01	OP_01:VALUE_0004:STATE_03 OP_01:VALUE_0013:STATE_03 OP_01:VALUE_0004:STATE_05 OP_01:VALUE_1065:STATE_01 OP_01:VALUE_0845:STATE_01	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.3	f100r	P	A	f100r.3|P01	otear	OP_01:VALUE_0262:STATE_04	OP_01:VALUE_0262:STATE_04	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.4	f100r	P	A	f100r.4|P01|f100r.4|P02	chofary	OP_01:VALUE_1614:STATE_01	OP_01:VALUE_1614:STATE_01	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.5	f100r	P	A	f100r.5|P01|f100r.5|P02|f100r.5|P03	sarchar daiindy	OP_03:VALUE_1615:STATE_04 OP_04:VALUE_0605:STATE_01	OP_03:VALUE_1615:STATE_04 OP_04:VALUE_0605:STATE_01	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.6	f100r	P	A	f100r.6|P01|f100r.6|P02|f100r.6|P03	oraro	OP_01:VALUE_0702:STATE_05	OP_01:VALUE_0702:STATE_05	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.7	f100r	P	A	f100r.7|P01|f100r.7|P02	chalsain	OP_01:VALUE_1616:STATE_02	OP_01:VALUE_1616:STATE_02	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.8	f100r	P	A	f100r.8|P01	soity	OP_03:VALUE_1617:STATE_01	OP_03:VALUE_1617:STATE_01	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.9	f100r	P	A	f100r.9|P01	sosam	OP_03:VALUE_0310:STATE_07	OP_03:VALUE_0310:STATE_07	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.1	f100v	P	A	f100v.1|P01	tolchd	OP_07:VALUE_0210:STATE_08	OP_07:VALUE_0210:STATE_08	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.10	f100v	P	A	f100v.10|P01	okcheor	OP_01:VALUE_0376:STATE_04	OP_01:VALUE_0376:STATE_04	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.11	f100v	P	A	f100v.11|P01|f100v.11|P02	ytchol	OP_01:VALUE_0188:STATE_03	OP_01:VALUE_0188:STATE_03	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.12	f100v	P	A	f100v.12|P01	dykchal	OP_04:VALUE_1066:STATE_03	OP_04:VALUE_1066:STATE_03	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.13	f100v	P	A	f100v.13|P01|f100v.13|P02|f100v.13|P03	chos ctharal	OP_01:VALUE_0004:STATE_06 OP_01:VALUE_1067:STATE_03	OP_01:VALUE_0004:STATE_06 OP_01:VALUE_1067:STATE_03	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.14	f100v	P	A	f100v.14|P01|f100v.14|P02|f100v.14|P03	cthdeecthy sheocphy qoteody ckhoor ar chor oteey daiin qokomo	OP_01:VALUE_1618:STATE_01 OP_03:VALUE_1068:STATE_01 OP_02:VALUE_0108:STATE_01 OP_01:VALUE_1619:STATE_04 OP_01:VALUE_0002:STATE_04 OP_01:VALUE_0004:STATE_04 OP_01:VALUE_0031:STATE_01 OP_04:VALUE_0003:STATE_02 OP_02:VALUE_1620:STATE_05	OP_01:VALUE_1618:STATE_01 OP_03:VALUE_1068:STATE_01 OP_02:VALUE_0108:STATE_01 OP_01:VALUE_1619:STATE_04 OP_01:VALUE_0002:STATE_04 OP_01:VALUE_0004:STATE_04 OP_01:VALUE_0031:STATE_01 OP_04:VALUE_0003:STATE_02 OP_02:VALUE_1620:STATE_05	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.15	f100v	P	A	f100v.15|P01|f100v.15|P02|f100v.15|P03	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotols	OP_03:VALUE_0001:STATE_04 OP_01:VALUE_0022:STATE_01 OP_04:VALUE_0006:STATE_04 OP_01:VALUE_0001:STATE_03 OP_01:VALUE_0013:STATE_03 OP_02:VALUE_1621:STATE_01 OP_01:VALUE_0004:STATE_03 OP_01:VALUE_0022:STATE_01 OP_02:VALUE_0028:STATE_03 OP_01:VALUE_0703:STATE_06	OP_03:VALUE_0001:STATE_04 OP_01:VALUE_0022:STATE_01 OP_04:VALUE_0006:STATE_04 OP_01:VALUE_0001:STATE_03 OP_01:VALUE_0013:STATE_03 OP_02:VALUE_1621:STATE_01 OP_01:VALUE_0004:STATE_03 OP_01:VALUE_0022:STATE_01 OP_02:VALUE_0028:STATE_03 OP_01:VALUE_0703:STATE_06	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.16	f100v	P	A	f100v.16|P01|f100v.16|P02|f100v.16|P03	ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	OP_01:VALUE_0171:STATE_03 OP_01:VALUE_0004:STATE_03 OP_01:VALUE_0008:STATE_01 OP_01:VALUE_1622:STATE_06 OP_03:VALUE_0158:STATE_05 OP_01:VALUE_0028:STATE_03 OP_01:VALUE_0008:STATE_06 OP_01:VALUE_0028:STATE_04 OP_01:VALUE_0028:STATE_03 OP_04:VALUE_0011:STATE_05	OP_01:VALUE_0171:STATE_03 OP_01:VALUE_0004:STATE_03 OP_01:VALUE_0008:STATE_01 OP_01:VALUE_1622:STATE_06 OP_03:VALUE_0158:STATE_05 OP_01:VALUE_0028:STATE_03 OP_01:VALUE_0008:STATE_06 OP_01:VALUE_0028:STATE_04 OP_01:VALUE_0028:STATE_03 OP_04:VALUE_0011:STATE_05	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.17	f100v	P	A	f100v.17|P01|f100v.17|P02|f100v.17|P03	chockhey sholkcheol qokeol okol chol chotor chso solcthy	OP_01:VALUE_0477:STATE_01 OP_03:VALUE_1623:STATE_03 OP_02:VALUE_0028:STATE_03 OP_01:VALUE_0021:STATE_03 OP_01:VALUE_0004:STATE_03 OP_01:VALUE_0273:STATE_04 OP_01:VALUE_0846:STATE_05 OP_03:VALUE_1069:STATE_01	OP_01:VALUE_0477:STATE_01 OP_03:VALUE_1623:STATE_03 OP_02:VALUE_0028:STATE_03 OP_01:VALUE_0021:STATE_03 OP_01:VALUE_0004:STATE_03 OP_01:VALUE_0273:STATE_04 OP_01:VALUE_0846:STATE_05 OP_03:VALUE_1069:STATE_01	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.18	f100v	P	A	f100v.18|P01|f100v.18|P02|f100v.18|P03	tocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	OP_07:VALUE_0332:STATE_05 OP_03:VALUE_0001:STATE_03 OP_01:VALUE_0013:STATE_05 OP_01:VALUE_0084:STATE_04 OP_01:VALUE_1624:STATE_01 OP_01:VALUE_0140:STATE_08 OP_03:VALUE_0043:STATE_05 OP_01:VALUE_0004:STATE_08 OP_02:VALUE_0028:STATE_03 OP_03:VALUE_0002:STATE_03	OP_07:VALUE_0332:STATE_05 OP_03:VALUE_0001:STATE_03 OP_01:VALUE_0013:STATE_05 OP_01:VALUE_0084:STATE_04 OP_01:VALUE_1624:STATE_01 OP_01:VALUE_0140:STATE_08 OP_03:VALUE_0043:STATE_05 OP_01:VALUE_0004:STATE_08 OP_02:VALUE_0028:STATE_03 OP_03:VALUE_0002:STATE_03	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.19	f100v	P	A	f100v.19|P01|f100v.19|P02	sain cheokeos chockhy chocthey kchody chockhhor chckhey dan	OP_03:VALUE_0006:STATE_02 OP_01:VALUE_0704:STATE_06 OP_01:VALUE_0217:STATE_01 OP_01:VALUE_0529:STATE_01 OP_06:VALUE_0044:STATE_01 OP_01:VALUE_1625:STATE_04 OP_01:VALUE_0167:STATE_01 OP_04:VALUE_0002:STATE_02	OP_03:VALUE_0006:STATE_02 OP_01:VALUE_0704:STATE_06 OP_01:VALUE_0217:STATE_01 OP_01:VALUE_0529:STATE_01 OP_06:VALUE_0044:STATE_01 OP_01:VALUE_1625:STATE_04 OP_01:VALUE_0167:STATE_01 OP_04:VALUE_0002:STATE_02	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.2	f100v	P	A	f100v.2|P01	chols	OP_01:VALUE_0177:STATE_06	OP_01:VALUE_0177:STATE_06	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.20	f100v	P	A	f100v.20|P01|f100v.20|P02|f100v.20|P03	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	OP_01:VALUE_0847:STATE_01 OP_03:VALUE_1626:STATE_01 OP_02:VALUE_0009:STATE_01 OP_01:VALUE_0377:STATE_03 OP_03:VALUE_1627:STATE_01 OP_01:VALUE_0013:STATE_04 OP_01:VALUE_0001:STATE_03 OP_01:VALUE_1070:STATE_04	OP_01:VALUE_0847:STATE_01 OP_03:VALUE_1626:STATE_01 OP_02:VALUE_0009:STATE_01 OP_01:VALUE_0377:STATE_03 OP_03:VALUE_1627:STATE_01 OP_01:VALUE_0013:STATE_04 OP_01:VALUE_0001:STATE_03 OP_01:VALUE_1070:STATE_04	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.21	f100v	P	A	f100v.21|P01	soral okor ol choy ly araroy okar cheeeal cheokeol orey	OP_03:VALUE_0129:STATE_03 OP_01:VALUE_0021:STATE_04 OP_01:VALUE_0001:STATE_03 OP_01:VALUE_0004:STATE_01 OP_05:VALUE_0011:STATE_05 OP_01:VALUE_1071:STATE_01 OP_01:VALUE_0007:STATE_04 OP_01:VALUE_1628:STATE_03 OP_01:VALUE_0704:STATE_03 OP_01:VALUE_1072:STATE_01	OP_03:VALUE_0129:STATE_03 OP_01:VALUE_0021:STATE_04 OP_01:VALUE_0001:STATE_03 OP_01:VALUE_0004:STATE_01 OP_05:VALUE_0011:STATE_05 OP_01:VALUE_1071:STATE_01 OP_01:VALUE_0007:STATE_04 OP_01:VALUE_1628:STATE_03 OP_01:VALUE_0704:STATE_03 OP_01:VALUE_1072:STATE_01	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.22	f100v	P	A	f100v.22|P01|f100v.22|P02	daiin cheky chory	OP_04:VALUE_0003:STATE_02 OP_01:VALUE_0073:STATE_01 OP_01:VALUE_0274:STATE_01	OP_04:VALUE_0003:STATE_02 OP_01:VALUE_0073:STATE_01 OP_01:VALUE_0274:STATE_01	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.3	f100v	P	A	f100v.3|P01	opchor	OP_01:VALUE_0223:STATE_04	OP_01:VALUE_0223:STATE_04	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.4	f100v	P	A	f100v.4|P01|f100v.4|P02	solsy	OP_03:VALUE_0848:STATE_01	OP_03:VALUE_0848:STATE_01	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.5	f100v	P	A	f100v.5|P01|f100v.5|P02	soleesos	OP_03:VALUE_1629:STATE_06	OP_03:VALUE_1629:STATE_06	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.6	f100v	P	A	f100v.6|P01	ykchochdy	OP_01:VALUE_1630:STATE_01	OP_01:VALUE_1630:STATE_01	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.7	f100v	P	A	f100v.7|P01	ykchdy	OP_01:VALUE_0409:STATE_01	OP_01:VALUE_0409:STATE_01	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.8	f100v	P	A	f100v.8|P01	dchdy	OP_04:VALUE_0029:STATE_01	OP_04:VALUE_0029:STATE_01	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.9	f100v	P	A	f100v.9|P01	dalsy	OP_04:VALUE_1073:STATE_01	OP_04:VALUE_1073:STATE_01	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.1	f101r	P	A	f101r.1|P01|f101r.1|P02|f101r.1|P03	pcheol sheol ol shey qockhol shor yteol sheockhey qpol chear s aiin oleeey qkeey chopcheey checkhey cpheocthy ykchy cheey chekeey dal chey	OP_08:VALUE_0013:STATE_03 OP_03:VALUE_0027:STATE_03 OP_01:VALUE_0001:STATE_03 OP_03:VALUE_0020:STATE_01 OP_02:VALUE_0292:STATE_03 OP_03:VALUE_0016:STATE_04 OP_01:VALUE_0293:STATE_03 OP_03:VALUE_0849:STATE_01 OP_02:VALUE_1631:STATE_03 OP_01:VALUE_0058:STATE_04 OP_01:VALUE_0025:STATE_05 OP_01:VALUE_0003:STATE_02 OP_01:VALUE_0443:STATE_01 OP_02:VALUE_0114:STATE_01 OP_01:VALUE_1632:STATE_01 OP_01:VALUE_0275:STATE_01 OP_01:VALUE_1633:STATE_01 OP_01:VALUE_0189:STATE_01 OP_01:VALUE_0022:STATE_01 OP_01:VALUE_0476:STATE_01 OP_04:VALUE_0002:STATE_03 OP_01:VALUE_0008:STATE_01	OP_08:VALUE_0013:STATE_03 OP_03:VALUE_0027:STATE_03 OP_01:VALUE_0001:STATE_03 OP_03:VALUE_0020:STATE_01 OP_02:VALUE_0292:STATE_03 OP_03:VALUE_0016:STATE_04 OP_01:VALUE_0293:STATE_03 OP_03:VALUE_0849:STATE_01 OP_02:VALUE_1631:STATE_03 OP_01:VALUE_0058:STATE_04 OP_01:VALUE_0025:STATE_05 OP_01:VALUE_0003:STATE_02 OP_01:VALUE_0443:STATE_01 OP_02:VALUE_0114:STATE_01 OP_01:VALUE_1632:STATE_01 OP_01:VALUE_0275:STATE_01 OP_01:VALUE_1633:STATE_01 OP_01:VALUE_0189:STATE_01 OP_01:VALUE_0022:STATE_01 OP_01:VALUE_0476:STATE_01 OP_04:VALUE_0002:STATE_03 OP_01:VALUE_0008:STATE_01	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.10	f101r	P	A	f101r.10|P01|f101r.10|P02|f101r.10|P03	kor aithy ol chs sho olcheeol kalshey okeoly oiin aiioly	OP_06:VALUE_0001:STATE_04 OP_01:VALUE_0444:STATE_01 OP_01:VALUE_0001:STATE_03 OP_01:VALUE_0019:STATE_06 OP_03:VALUE_0016:STATE_05 OP_01:VALUE_1074:STATE_03 OP_06:VALUE_0530:STATE_01 OP_01:VALUE_0410:STATE_01 OP_01:VALUE_0052:STATE_02 OP_01:VALUE_1634:STATE_01	OP_06:VALUE_0001:STATE_04 OP_01:VALUE_0444:STATE_01 OP_01:VALUE_0001:STATE_03 OP_01:VALUE_0019:STATE_06 OP_03:VALUE_0016:STATE_05 OP_01:VALUE_1074:STATE_03 OP_06:VALUE_0530:STATE_01 OP_01:VALUE_0410:STATE_01 OP_01:VALUE_0052:STATE_02 OP_01:VALUE_1634:STATE_01	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
