source_unit	latent_or_plaintext_unit	mapping_probability	context_restriction	occurrences	counterexamples
okeed	VALUE_0015	1.0	VALUE	431	none admitted; unknown inventory entries fail
ho	VALUE_0016	1.0	VALUE	430	none admitted; unknown inventory entries fail
hed	VALUE_0017	1.0	VALUE	425	none admitted; unknown inventory entries fail
oked	VALUE_0018	1.0	VALUE	398	none admitted; unknown inventory entries fail
ch	VALUE_0019	1.0	VALUE	332	none admitted; unknown inventory entries fail
he	VALUE_0020	1.0	VALUE	328	none admitted; unknown inventory entries fail
oko	VALUE_0021	1.0	VALUE	296	none admitted; unknown inventory entries fail
chee	VALUE_0022	1.0	VALUE	276	none admitted; unknown inventory entries fail
ok	VALUE_0023	1.0	VALUE	276	none admitted; unknown inventory entries fail
oted	VALUE_0024	1.0	VALUE	256	none admitted; unknown inventory entries fail
s	VALUE_0025	1.0	VALUE	250	none admitted; unknown inventory entries fail
otaii	VALUE_0026	1.0	VALUE	238	none admitted; unknown inventory entries fail
heo	VALUE_0027	1.0	VALUE	234	none admitted; unknown inventory entries fail
okeo	VALUE_0028	1.0	VALUE	229	none admitted; unknown inventory entries fail
chd	VALUE_0029	1.0	VALUE	229	none admitted; unknown inventory entries fail
ot	VALUE_0030	1.0	VALUE	229	none admitted; unknown inventory entries fail
otee	VALUE_0031	1.0	VALUE	220	none admitted; unknown inventory entries fail
oto	VALUE_0032	1.0	VALUE	219	none admitted; unknown inventory entries fail
otai	VALUE_0033	1.0	VALUE	192	none admitted; unknown inventory entries fail
oke	VALUE_0034	1.0	VALUE	190	none admitted; unknown inventory entries fail
cha	VALUE_0035	1.0	VALUE	190	none admitted; unknown inventory entries fail
oteed	VALUE_0036	1.0	VALUE	181	none admitted; unknown inventory entries fail
hee	VALUE_0037	1.0	VALUE	177	none admitted; unknown inventory entries fail
chckh	VALUE_0038	1.0	VALUE	158	none admitted; unknown inventory entries fail
odaii	VALUE_0039	1.0	VALUE	147	none admitted; unknown inventory entries fail
ol	VALUE_0040	1.0	VALUE	135	none admitted; unknown inventory entries fail
ctho	VALUE_0041	1.0	VALUE	133	none admitted; unknown inventory entries fail
otch	VALUE_0042	1.0	VALUE	126	none admitted; unknown inventory entries fail
h	VALUE_0043	1.0	VALUE	123	none admitted; unknown inventory entries fail
chod	VALUE_0044	1.0	VALUE	121	none admitted; unknown inventory entries fail
oteo	VALUE_0045	1.0	VALUE	120	none admitted; unknown inventory entries fail
cheod	VALUE_0046	1.0	VALUE	120	none admitted; unknown inventory entries fail
r	VALUE_0047	1.0	VALUE	118	none admitted; unknown inventory entries fail
cth	VALUE_0048	1.0	VALUE	118	none admitted; unknown inventory entries fail
okch	VALUE_0049	1.0	VALUE	118	none admitted; unknown inventory entries fail
shed	VALUE_0050	1.0	VALUE	107	none admitted; unknown inventory entries fail
od	VALUE_0051	1.0	VALUE	104	none admitted; unknown inventory entries fail
oii	VALUE_0052	1.0	VALUE	103	none admitted; unknown inventory entries fail
oda	VALUE_0053	1.0	VALUE	103	none admitted; unknown inventory entries fail
otcho	VALUE_0054	1.0	VALUE	103	none admitted; unknown inventory entries fail
okeeo	VALUE_0055	1.0	VALUE	102	none admitted; unknown inventory entries fail
ote	VALUE_0056	1.0	VALUE	99	none admitted; unknown inventory entries fail
okcho	VALUE_0057	1.0	VALUE	97	none admitted; unknown inventory entries fail
chea	VALUE_0058	1.0	VALUE	95	none admitted; unknown inventory entries fail
l	VALUE_0059	1.0	VALUE	95	none admitted; unknown inventory entries fail
cheda	VALUE_0060	1.0	VALUE	94	none admitted; unknown inventory entries fail
al	VALUE_0061	1.0	VALUE	90	none admitted; unknown inventory entries fail
ee	VALUE_0062	1.0	VALUE	86	none admitted; unknown inventory entries fail
chcth	VALUE_0063	1.0	VALUE	85	none admitted; unknown inventory entries fail
ed	VALUE_0064	1.0	VALUE	85	none admitted; unknown inventory entries fail
ara	VALUE_0065	1.0	VALUE	83	none admitted; unknown inventory entries fail
opched	VALUE_0066	1.0	VALUE	83	none admitted; unknown inventory entries fail
olo	VALUE_0067	1.0	VALUE	80	none admitted; unknown inventory entries fail
heed	VALUE_0068	1.0	VALUE	80	none admitted; unknown inventory entries fail
d	VALUE_0069	1.0	VALUE	80	none admitted; unknown inventory entries fail
ar	VALUE_0070	1.0	VALUE	79	none admitted; unknown inventory entries fail
okchd	VALUE_0071	1.0	VALUE	79	none admitted; unknown inventory entries fail
olched	VALUE_0072	1.0	VALUE	77	none admitted; unknown inventory entries fail
chek	VALUE_0073	1.0	VALUE	76	none admitted; unknown inventory entries fail
eed	VALUE_0074	1.0	VALUE	75	none admitted; unknown inventory entries fail
cheed	VALUE_0075	1.0	VALUE	74	none admitted; unknown inventory entries fail
olaii	VALUE_0076	1.0	VALUE	73	none admitted; unknown inventory entries fail
chda	VALUE_0077	1.0	VALUE	73	none admitted; unknown inventory entries fail
okeod	VALUE_0078	1.0	VALUE	72	none admitted; unknown inventory entries fail
oaii	VALUE_0079	1.0	VALUE	71	none admitted; unknown inventory entries fail
aiii	VALUE_0080	1.0	VALUE	70	none admitted; unknown inventory entries fail
sho	VALUE_0081	1.0	VALUE	69	none admitted; unknown inventory entries fail
she	VALUE_0082	1.0	VALUE	69	none admitted; unknown inventory entries fail
okched	VALUE_0083	1.0	VALUE	66	none admitted; unknown inventory entries fail
cheeo	VALUE_0084	1.0	VALUE	64	none admitted; unknown inventory entries fail
ykee	VALUE_0085	1.0	VALUE	64	none admitted; unknown inventory entries fail
okeee	VALUE_0086	1.0	VALUE	62	none admitted; unknown inventory entries fail
eo	VALUE_0087	1.0	VALUE	61	none admitted; unknown inventory entries fail
olkeed	VALUE_0088	1.0	VALUE	61	none admitted; unknown inventory entries fail
olche	VALUE_0089	1.0	VALUE	60	none admitted; unknown inventory entries fail
okche	VALUE_0090	1.0	VALUE	60	none admitted; unknown inventory entries fail
yta	VALUE_0091	1.0	VALUE	60	none admitted; unknown inventory entries fail
hckh	VALUE_0092	1.0	VALUE	60	none admitted; unknown inventory entries fail
ha	VALUE_0093	1.0	VALUE	60	none admitted; unknown inventory entries fail
yka	VALUE_0094	1.0	VALUE	60	none admitted; unknown inventory entries fail
otche	VALUE_0095	1.0	VALUE	60	none admitted; unknown inventory entries fail
olkee	VALUE_0096	1.0	VALUE	59	none admitted; unknown inventory entries fail
chodaii	VALUE_0097	1.0	VALUE	58	none admitted; unknown inventory entries fail
otched	VALUE_0098	1.0	VALUE	58	none admitted; unknown inventory entries fail
otchd	VALUE_0099	1.0	VALUE	58	none admitted; unknown inventory entries fail
chaii	VALUE_0100	1.0	VALUE	58	none admitted; unknown inventory entries fail
cthe	VALUE_0101	1.0	VALUE	57	none admitted; unknown inventory entries fail
alo	VALUE_0102	1.0	VALUE	57	none admitted; unknown inventory entries fail
ykaii	VALUE_0103	1.0	VALUE	56	none admitted; unknown inventory entries fail
oraii	VALUE_0104	1.0	VALUE	55	none admitted; unknown inventory entries fail
kaii	VALUE_0105	1.0	VALUE	55	none admitted; unknown inventory entries fail
eeo	VALUE_0106	1.0	VALUE	53	none admitted; unknown inventory entries fail
olkai	VALUE_0107	1.0	VALUE	53	none admitted; unknown inventory entries fail
oteod	VALUE_0108	1.0	VALUE	52	none admitted; unknown inventory entries fail
hod	VALUE_0109	1.0	VALUE	52	none admitted; unknown inventory entries fail
ka	VALUE_0110	1.0	VALUE	52	none admitted; unknown inventory entries fail
checkh	VALUE_0111	1.0	VALUE	52	none admitted; unknown inventory entries fail
oa	VALUE_0112	1.0	VALUE	52	none admitted; unknown inventory entries fail
heod	VALUE_0113	1.0	VALUE	49	none admitted; unknown inventory entries fail
kee	VALUE_0114	1.0	VALUE	48	none admitted; unknown inventory entries fail
ala	VALUE_0115	1.0	VALUE	48	none admitted; unknown inventory entries fail
old	VALUE_0116	1.0	VALUE	47	none admitted; unknown inventory entries fail
olka	VALUE_0117	1.0	VALUE	47	none admitted; unknown inventory entries fail
oee	VALUE_0118	1.0	VALUE	46	none admitted; unknown inventory entries fail
chok	VALUE_0119	1.0	VALUE	46	none admitted; unknown inventory entries fail
okal	VALUE_0120	1.0	VALUE	46	none admitted; unknown inventory entries fail
chot	VALUE_0121	1.0	VALUE	46	none admitted; unknown inventory entries fail
oteeo	VALUE_0122	1.0	VALUE	45	none admitted; unknown inventory entries fail
odai	VALUE_0123	1.0	VALUE	45	none admitted; unknown inventory entries fail
hek	VALUE_0124	1.0	VALUE	45	none admitted; unknown inventory entries fail
hd	VALUE_0125	1.0	VALUE	45	none admitted; unknown inventory entries fail
opche	VALUE_0126	1.0	VALUE	45	none admitted; unknown inventory entries fail
chedaii	VALUE_0127	1.0	VALUE	45	none admitted; unknown inventory entries fail
ytaii	VALUE_0128	1.0	VALUE	45	none admitted; unknown inventory entries fail
ora	VALUE_0129	1.0	VALUE	44	none admitted; unknown inventory entries fail
keed	VALUE_0130	1.0	VALUE	43	none admitted; unknown inventory entries fail
hea	VALUE_0131	1.0	VALUE	43	none admitted; unknown inventory entries fail
kai	VALUE_0132	1.0	VALUE	43	none admitted; unknown inventory entries fail
olkaii	VALUE_0133	1.0	VALUE	43	none admitted; unknown inventory entries fail
aro	VALUE_0134	1.0	VALUE	42	none admitted; unknown inventory entries fail
orai	VALUE_0135	1.0	VALUE	42	none admitted; unknown inventory entries fail
k	VALUE_0136	1.0	VALUE	42	none admitted; unknown inventory entries fail
ycheo	VALUE_0137	1.0	VALUE	40	none admitted; unknown inventory entries fail
ola	VALUE_0138	1.0	VALUE	39	none admitted; unknown inventory entries fail
oro	VALUE_0139	1.0	VALUE	38	none admitted; unknown inventory entries fail
ckho	VALUE_0140	1.0	VALUE	38	none admitted; unknown inventory entries fail
e	VALUE_0141	1.0	VALUE	38	none admitted; unknown inventory entries fail
otod	VALUE_0142	1.0	VALUE	38	none admitted; unknown inventory entries fail
ald	VALUE_0143	1.0	VALUE	38	none admitted; unknown inventory entries fail
ockh	VALUE_0144	1.0	VALUE	37	none admitted; unknown inventory entries fail
ycho	VALUE_0145	1.0	VALUE	37	none admitted; unknown inventory entries fail
ykeed	VALUE_0146	1.0	VALUE	37	none admitted; unknown inventory entries fail
opa	VALUE_0147	1.0	VALUE	37	none admitted; unknown inventory entries fail
ckh	VALUE_0148	1.0	VALUE	36	none admitted; unknown inventory entries fail
olked	VALUE_0149	1.0	VALUE	35	none admitted; unknown inventory entries fail
opchd	VALUE_0150	1.0	VALUE	35	none admitted; unknown inventory entries fail
okeeod	VALUE_0151	1.0	VALUE	34	none admitted; unknown inventory entries fail
or	VALUE_0152	1.0	VALUE	34	none admitted; unknown inventory entries fail
ykeo	VALUE_0153	1.0	VALUE	34	none admitted; unknown inventory entries fail
yto	VALUE_0154	1.0	VALUE	34	none admitted; unknown inventory entries fail
heckh	VALUE_0155	1.0	VALUE	34	none admitted; unknown inventory entries fail
olshed	VALUE_0156	1.0	VALUE	34	none admitted; unknown inventory entries fail
olk	VALUE_0157	1.0	VALUE	34	none admitted; unknown inventory entries fail
heeo	VALUE_0158	1.0	VALUE	33	none admitted; unknown inventory entries fail
ytee	VALUE_0159	1.0	VALUE	33	none admitted; unknown inventory entries fail
eee	VALUE_0160	1.0	VALUE	32	none admitted; unknown inventory entries fail
ckhe	VALUE_0161	1.0	VALUE	32	none admitted; unknown inventory entries fail
eod	VALUE_0162	1.0	VALUE	32	none admitted; unknown inventory entries fail
oai	VALUE_0163	1.0	VALUE	32	none admitted; unknown inventory entries fail
okeda	VALUE_0164	1.0	VALUE	32	none admitted; unknown inventory entries fail
otal	VALUE_0165	1.0	VALUE	32	none admitted; unknown inventory entries fail
sheo	VALUE_0166	1.0	VALUE	31	none admitted; unknown inventory entries fail
chckhe	VALUE_0167	1.0	VALUE	31	none admitted; unknown inventory entries fail
okea	VALUE_0168	1.0	VALUE	31	none admitted; unknown inventory entries fail
hcth	VALUE_0169	1.0	VALUE	31	none admitted; unknown inventory entries fail
ked	VALUE_0170	1.0	VALUE	31	none admitted; unknown inventory entries fail
ykeeo	VALUE_0171	1.0	VALUE	30	none admitted; unknown inventory entries fail
opch	VALUE_0172	1.0	VALUE	30	none admitted; unknown inventory entries fail
yteed	VALUE_0173	1.0	VALUE	30	none admitted; unknown inventory entries fail
sh	VALUE_0174	1.0	VALUE	30	none admitted; unknown inventory entries fail
yk	VALUE_0175	1.0	VALUE	30	none admitted; unknown inventory entries fail
chka	VALUE_0176	1.0	VALUE	30	none admitted; unknown inventory entries fail
chol	VALUE_0177	1.0	VALUE	29	none admitted; unknown inventory entries fail
okod	VALUE_0178	1.0	VALUE	29	none admitted; unknown inventory entries fail
oeed	VALUE_0179	1.0	VALUE	29	none admitted; unknown inventory entries fail
choda	VALUE_0180	1.0	VALUE	29	none admitted; unknown inventory entries fail
oteda	VALUE_0181	1.0	VALUE	29	none admitted; unknown inventory entries fail
ockhe	VALUE_0182	1.0	VALUE	28	none admitted; unknown inventory entries fail
checth	VALUE_0183	1.0	VALUE	28	none admitted; unknown inventory entries fail
cheek	VALUE_0184	1.0	VALUE	28	none admitted; unknown inventory entries fail
yt	VALUE_0185	1.0	VALUE	28	none admitted; unknown inventory entries fail
ctha	VALUE_0186	1.0	VALUE	28	none admitted; unknown inventory entries fail
cpho	VALUE_0187	1.0	VALUE	27	none admitted; unknown inventory entries fail
ytcho	VALUE_0188	1.0	VALUE	27	none admitted; unknown inventory entries fail
ykch	VALUE_0189	1.0	VALUE	27	none admitted; unknown inventory entries fail
opaii	VALUE_0190	1.0	VALUE	27	none admitted; unknown inventory entries fail
chet	VALUE_0191	1.0	VALUE	26	none admitted; unknown inventory entries fail
ychee	VALUE_0192	1.0	VALUE	26	none admitted; unknown inventory entries fail
chai	VALUE_0193	1.0	VALUE	26	none admitted; unknown inventory entries fail
oksh	VALUE_0194	1.0	VALUE	26	none admitted; unknown inventory entries fail
yked	VALUE_0195	1.0	VALUE	26	none admitted; unknown inventory entries fail
yted	VALUE_0196	1.0	VALUE	26	none admitted; unknown inventory entries fail
oeee	VALUE_0197	1.0	VALUE	25	none admitted; unknown inventory entries fail
shee	VALUE_0198	1.0	VALUE	25	none admitted; unknown inventory entries fail
olshe	VALUE_0199	1.0	VALUE	25	none admitted; unknown inventory entries fail
araii	VALUE_0200	1.0	VALUE	25	none admitted; unknown inventory entries fail
hodaii	VALUE_0201	1.0	VALUE	25	none admitted; unknown inventory entries fail
chdaii	VALUE_0202	1.0	VALUE	25	none admitted; unknown inventory entries fail
yko	VALUE_0203	1.0	VALUE	25	none admitted; unknown inventory entries fail
oiii	VALUE_0204	1.0	VALUE	24	none admitted; unknown inventory entries fail
opo	VALUE_0205	1.0	VALUE	24	none admitted; unknown inventory entries fail
ocho	VALUE_0206	1.0	VALUE	24	none admitted; unknown inventory entries fail
chedai	VALUE_0207	1.0	VALUE	24	none admitted; unknown inventory entries fail
chota	VALUE_0208	1.0	VALUE	24	none admitted; unknown inventory entries fail
chokch	VALUE_0209	1.0	VALUE	24	none admitted; unknown inventory entries fail
olch	VALUE_0210	1.0	VALUE	23	none admitted; unknown inventory entries fail
cheoda	VALUE_0211	1.0	VALUE	23	none admitted; unknown inventory entries fail
ydaii	VALUE_0212	1.0	VALUE	23	none admitted; unknown inventory entries fail
yche	VALUE_0213	1.0	VALUE	23	none admitted; unknown inventory entries fail
olai	VALUE_0214	1.0	VALUE	23	none admitted; unknown inventory entries fail
chocth	VALUE_0215	1.0	VALUE	23	none admitted; unknown inventory entries fail
cheka	VALUE_0216	1.0	VALUE	23	none admitted; unknown inventory entries fail
chockh	VALUE_0217	1.0	VALUE	22	none admitted; unknown inventory entries fail
olda	VALUE_0218	1.0	VALUE	22	none admitted; unknown inventory entries fail
aira	VALUE_0219	1.0	VALUE	22	none admitted; unknown inventory entries fail
choka	VALUE_0220	1.0	VALUE	22	none admitted; unknown inventory entries fail
heda	VALUE_0221	1.0	VALUE	22	none admitted; unknown inventory entries fail
olcheo	VALUE_0222	1.0	VALUE	21	none admitted; unknown inventory entries fail
opcho	VALUE_0223	1.0	VALUE	21	none admitted; unknown inventory entries fail
okshe	VALUE_0224	1.0	VALUE	21	none admitted; unknown inventory entries fail
ytch	VALUE_0225	1.0	VALUE	21	none admitted; unknown inventory entries fail
haii	VALUE_0226	1.0	VALUE	21	none admitted; unknown inventory entries fail
okald	VALUE_0227	1.0	VALUE	21	none admitted; unknown inventory entries fail
op	VALUE_0228	1.0	VALUE	21	none admitted; unknown inventory entries fail
ctheo	VALUE_0229	1.0	VALUE	20	none admitted; unknown inventory entries fail
oo	VALUE_0230	1.0	VALUE	20	none admitted; unknown inventory entries fail
okech	VALUE_0231	1.0	VALUE	20	none admitted; unknown inventory entries fail
oche	VALUE_0232	1.0	VALUE	20	none admitted; unknown inventory entries fail
octh	VALUE_0233	1.0	VALUE	20	none admitted; unknown inventory entries fail
hecth	VALUE_0234	1.0	VALUE	20	none admitted; unknown inventory entries fail
otcha	VALUE_0235	1.0	VALUE	20	none admitted; unknown inventory entries fail
chdo	VALUE_0236	1.0	VALUE	19	none admitted; unknown inventory entries fail
sheod	VALUE_0237	1.0	VALUE	19	none admitted; unknown inventory entries fail
cthod	VALUE_0238	1.0	VALUE	19	none admitted; unknown inventory entries fail
cheodaii	VALUE_0239	1.0	VALUE	19	none admitted; unknown inventory entries fail
ykai	VALUE_0240	1.0	VALUE	19	none admitted; unknown inventory entries fail
ytai	VALUE_0241	1.0	VALUE	19	none admitted; unknown inventory entries fail
chkaii	VALUE_0242	1.0	VALUE	19	none admitted; unknown inventory entries fail
chk	VALUE_0243	1.0	VALUE	19	none admitted; unknown inventory entries fail
cheeod	VALUE_0244	1.0	VALUE	18	none admitted; unknown inventory entries fail
arod	VALUE_0245	1.0	VALUE	18	none admitted; unknown inventory entries fail
oteeod	VALUE_0246	1.0	VALUE	18	none admitted; unknown inventory entries fail
olchee	VALUE_0247	1.0	VALUE	18	none admitted; unknown inventory entries fail
olke	VALUE_0248	1.0	VALUE	18	none admitted; unknown inventory entries fail
alka	VALUE_0249	1.0	VALUE	18	none admitted; unknown inventory entries fail
heek	VALUE_0250	1.0	VALUE	18	none admitted; unknown inventory entries fail
chdai	VALUE_0251	1.0	VALUE	18	none admitted; unknown inventory entries fail
oeeo	VALUE_0252	1.0	VALUE	17	none admitted; unknown inventory entries fail
ko	VALUE_0253	1.0	VALUE	17	none admitted; unknown inventory entries fail
shd	VALUE_0254	1.0	VALUE	17	none admitted; unknown inventory entries fail
oteee	VALUE_0255	1.0	VALUE	17	none admitted; unknown inventory entries fail
chokaii	VALUE_0256	1.0	VALUE	17	none admitted; unknown inventory entries fail
chodai	VALUE_0257	1.0	VALUE	17	none admitted; unknown inventory entries fail
g	VALUE_0258	1.0	VALUE	17	none admitted; unknown inventory entries fail
okala	VALUE_0259	1.0	VALUE	17	none admitted; unknown inventory entries fail
okar	VALUE_0260	1.0	VALUE	17	none admitted; unknown inventory entries fail
ykcho	VALUE_0261	1.0	VALUE	17	none admitted; unknown inventory entries fail
otea	VALUE_0262	1.0	VALUE	16	none admitted; unknown inventory entries fail
chedo	VALUE_0263	1.0	VALUE	16	none admitted; unknown inventory entries fail
yd	VALUE_0264	1.0	VALUE	16	none admitted; unknown inventory entries fail
cthee	VALUE_0265	1.0	VALUE	16	none admitted; unknown inventory entries fail
cht	VALUE_0266	1.0	VALUE	16	none admitted; unknown inventory entries fail
yched	VALUE_0267	1.0	VALUE	16	none admitted; unknown inventory entries fail
olkeee	VALUE_0268	1.0	VALUE	16	none admitted; unknown inventory entries fail
eeed	VALUE_0269	1.0	VALUE	16	none admitted; unknown inventory entries fail
kched	VALUE_0270	1.0	VALUE	16	none admitted; unknown inventory entries fail
alda	VALUE_0271	1.0	VALUE	16	none admitted; unknown inventory entries fail
cph	VALUE_0272	1.0	VALUE	16	none admitted; unknown inventory entries fail
choto	VALUE_0273	1.0	VALUE	15	none admitted; unknown inventory entries fail
chor	VALUE_0274	1.0	VALUE	15	none admitted; unknown inventory entries fail
checkhe	VALUE_0275	1.0	VALUE	15	none admitted; unknown inventory entries fail
odo	VALUE_0276	1.0	VALUE	15	none admitted; unknown inventory entries fail
oeo	VALUE_0277	1.0	VALUE	15	none admitted; unknown inventory entries fail
oldaii	VALUE_0278	1.0	VALUE	15	none admitted; unknown inventory entries fail
otara	VALUE_0279	1.0	VALUE	15	none admitted; unknown inventory entries fail
ykeod	VALUE_0280	1.0	VALUE	15	none admitted; unknown inventory entries fail
otshed	VALUE_0281	1.0	VALUE	15	none admitted; unknown inventory entries fail
okalo	VALUE_0282	1.0	VALUE	15	none admitted; unknown inventory entries fail
okeeda	VALUE_0283	1.0	VALUE	15	none admitted; unknown inventory entries fail
hedaii	VALUE_0284	1.0	VALUE	15	none admitted; unknown inventory entries fail
octhe	VALUE_0285	1.0	VALUE	15	none admitted; unknown inventory entries fail
sheed	VALUE_0286	1.0	VALUE	15	none admitted; unknown inventory entries fail
chotch	VALUE_0287	1.0	VALUE	15	none admitted; unknown inventory entries fail
otshe	VALUE_0288	1.0	VALUE	15	none admitted; unknown inventory entries fail
ofched	VALUE_0289	1.0	VALUE	15	none admitted; unknown inventory entries fail
okshed	VALUE_0290	1.0	VALUE	15	none admitted; unknown inventory entries fail
olsheo	VALUE_0291	1.0	VALUE	15	none admitted; unknown inventory entries fail
ockho	VALUE_0292	1.0	VALUE	14	none admitted; unknown inventory entries fail
yteo	VALUE_0293	1.0	VALUE	14	none admitted; unknown inventory entries fail
chokee	VALUE_0294	1.0	VALUE	14	none admitted; unknown inventory entries fail
oteoda	VALUE_0295	1.0	VALUE	14	none admitted; unknown inventory entries fail
opcheo	VALUE_0296	1.0	VALUE	14	none admitted; unknown inventory entries fail
eeod	VALUE_0297	1.0	VALUE	14	none admitted; unknown inventory entries fail
hk	VALUE_0298	1.0	VALUE	14	none admitted; unknown inventory entries fail
hda	VALUE_0299	1.0	VALUE	14	none admitted; unknown inventory entries fail
okeea	VALUE_0300	1.0	VALUE	14	none admitted; unknown inventory entries fail
yshe	VALUE_0301	1.0	VALUE	14	none admitted; unknown inventory entries fail
otcheo	VALUE_0302	1.0	VALUE	14	none admitted; unknown inventory entries fail
okeeed	VALUE_0303	1.0	VALUE	14	none admitted; unknown inventory entries fail
oched	VALUE_0304	1.0	VALUE	14	none admitted; unknown inventory entries fail
yteod	VALUE_0305	1.0	VALUE	14	none admitted; unknown inventory entries fail
cheok	VALUE_0306	1.0	VALUE	14	none admitted; unknown inventory entries fail
hckhe	VALUE_0307	1.0	VALUE	14	none admitted; unknown inventory entries fail
okoii	VALUE_0308	1.0	VALUE	14	none admitted; unknown inventory entries fail
chkee	VALUE_0309	1.0	VALUE	13	none admitted; unknown inventory entries fail
osa	VALUE_0310	1.0	VALUE	13	none admitted; unknown inventory entries fail
choko	VALUE_0311	1.0	VALUE	13	none admitted; unknown inventory entries fail
ckheo	VALUE_0312	1.0	VALUE	13	none admitted; unknown inventory entries fail
hocth	VALUE_0313	1.0	VALUE	13	none admitted; unknown inventory entries fail
ykeeod	VALUE_0314	1.0	VALUE	13	none admitted; unknown inventory entries fail
osaii	VALUE_0315	1.0	VALUE	13	none admitted; unknown inventory entries fail
oi	VALUE_0316	1.0	VALUE	13	none admitted; unknown inventory entries fail
chold	VALUE_0317	1.0	VALUE	13	none admitted; unknown inventory entries fail
olsh	VALUE_0318	1.0	VALUE	13	none admitted; unknown inventory entries fail
cheee	VALUE_0319	1.0	VALUE	13	none admitted; unknown inventory entries fail
airo	VALUE_0320	1.0	VALUE	13	none admitted; unknown inventory entries fail
cholo	VALUE_0321	1.0	VALUE	13	none admitted; unknown inventory entries fail
chckhd	VALUE_0322	1.0	VALUE	13	none admitted; unknown inventory entries fail
yshee	VALUE_0323	1.0	VALUE	13	none admitted; unknown inventory entries fail
air	VALUE_0324	1.0	VALUE	13	none admitted; unknown inventory entries fail
eeda	VALUE_0325	1.0	VALUE	13	none admitted; unknown inventory entries fail
cthaii	VALUE_0326	1.0	VALUE	13	none admitted; unknown inventory entries fail
yte	VALUE_0327	1.0	VALUE	13	none admitted; unknown inventory entries fail
m	VALUE_0328	1.0	VALUE	13	none admitted; unknown inventory entries fail
olchd	VALUE_0329	1.0	VALUE	13	none admitted; unknown inventory entries fail
otold	VALUE_0330	1.0	VALUE	13	none admitted; unknown inventory entries fail
c	VALUE_0331	1.0	VALUE	13	none admitted; unknown inventory entries fail
ocheo	VALUE_0332	1.0	VALUE	12	none admitted; unknown inventory entries fail
hok	VALUE_0333	1.0	VALUE	12	none admitted; unknown inventory entries fail
choro	VALUE_0334	1.0	VALUE	12	none admitted; unknown inventory entries fail
keee	VALUE_0335	1.0	VALUE	12	none admitted; unknown inventory entries fail
okara	VALUE_0336	1.0	VALUE	12	none admitted; unknown inventory entries fail
het	VALUE_0337	1.0	VALUE	12	none admitted; unknown inventory entries fail
hedai	VALUE_0338	1.0	VALUE	12	none admitted; unknown inventory entries fail
alch	VALUE_0339	1.0	VALUE	12	none admitted; unknown inventory entries fail
chokai	VALUE_0340	1.0	VALUE	12	none admitted; unknown inventory entries fail
opchee	VALUE_0341	1.0	VALUE	12	none admitted; unknown inventory entries fail
ypched	VALUE_0342	1.0	VALUE	12	none admitted; unknown inventory entries fail
chkai	VALUE_0343	1.0	VALUE	12	none admitted; unknown inventory entries fail
chckhed	VALUE_0344	1.0	VALUE	12	none admitted; unknown inventory entries fail
