locus	selected_path_id	source	segmentation	rule
f100r.5	f100r.5|P03	sarchar daiindy	sarchar | daiindy	optional one-character prefix + nonempty core + optional one-character suffix
f100r.6	f100r.6|P03	oraro	oraro	optional one-character prefix + nonempty core + optional one-character suffix
f100r.7	f100r.7|P01	chalsain	chalsain	optional one-character prefix + nonempty core + optional one-character suffix
f100r.8	f100r.8|P01	soity	soity	optional one-character prefix + nonempty core + optional one-character suffix
f100r.9	f100r.9|P01	sosam	sosam	optional one-character prefix + nonempty core + optional one-character suffix
f100v.1	f100v.1|P01	tolchd	tolchd	optional one-character prefix + nonempty core + optional one-character suffix
f100v.10	f100v.10|P01	okcheor	okcheor	optional one-character prefix + nonempty core + optional one-character suffix
f100v.11	f100v.11|P01	ytchol	ytchol	optional one-character prefix + nonempty core + optional one-character suffix
f100v.12	f100v.12|P01	dykchal	dykchal	optional one-character prefix + nonempty core + optional one-character suffix
f100v.13	f100v.13|P01	chos ctharal	chos | ctharal	optional one-character prefix + nonempty core + optional one-character suffix
f100v.14	f100v.14|P02	cthdeecthy sheocphy qoteody ckhoor ar chor oteey daiin qokomo	cthdeecthy | sheocphy | qoteody | ckhoor | ar | chor | oteey | daiin | qokomo	optional one-character prefix + nonempty core + optional one-character suffix
f100v.15	f100v.15|P02	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotols	sor | cheey | dair | ol | cheol | qoolkeey | chol | cheey | qokeol | chotols	optional one-character prefix + nonempty core + optional one-character suffix
f100v.16	f100v.16|P02	ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	ykeeol | chol | chey | eeoseeos | sheeo | okeol | ches | okeor | okeol | dy	optional one-character prefix + nonempty core + optional one-character suffix
f100v.17	f100v.17|P01	chockhey sholkcheol qokeol okol chol chotor chso solcthy	chockhey | sholkcheol | qokeol | okol | chol | chotor | chso | solcthy	optional one-character prefix + nonempty core + optional one-character suffix
f100v.18	f100v.18|P02	tocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	tocheo | sol | cheo | cheeor | odaidy | ckhod | sh | chod | qokeol | sal	optional one-character prefix + nonempty core + optional one-character suffix
f100v.19	f100v.19|P02	sain cheokeos chockhy chocthey kchody chockhhor chckhey dan	sain | cheokeos | chockhy | chocthey | kchody | chockhhor | chckhey | dan	optional one-character prefix + nonempty core + optional one-character suffix
f100v.2	f100v.2|P01	chols	chols	optional one-character prefix + nonempty core + optional one-character suffix
f100v.20	f100v.20|P01	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	ycheoky | shokeesy | qokeey | chokeol | saraloaly | cheor | ol | chockhar	optional one-character prefix + nonempty core + optional one-character suffix
f100v.21	f100v.21|P01	soral okor ol choy ly araroy okar cheeeal cheokeol orey	soral | okor | ol | choy | ly | araroy | okar | cheeeal | cheokeol | orey	optional one-character prefix + nonempty core + optional one-character suffix
f100v.22	f100v.22|P01	daiin cheky chory	daiin | cheky | chory	optional one-character prefix + nonempty core + optional one-character suffix
f100v.3	f100v.3|P01	opchor	opchor	optional one-character prefix + nonempty core + optional one-character suffix
f100v.4	f100v.4|P01	solsy	solsy	optional one-character prefix + nonempty core + optional one-character suffix
f100v.5	f100v.5|P01	soleesos	soleesos	optional one-character prefix + nonempty core + optional one-character suffix
f100v.6	f100v.6|P01	ykchochdy	ykchochdy	optional one-character prefix + nonempty core + optional one-character suffix
f100v.7	f100v.7|P01	ykchdy	ykchdy	optional one-character prefix + nonempty core + optional one-character suffix
f100v.8	f100v.8|P01	dchdy	dchdy	optional one-character prefix + nonempty core + optional one-character suffix
f100v.9	f100v.9|P01	dalsy	dalsy	optional one-character prefix + nonempty core + optional one-character suffix
f101r.1	f101r.1|P01	pcheol sheol ol shey qockhol shor yteol sheockhey qpol chear s aiin oleeey qkeey chopcheey checkhey cpheocthy ykchy cheey chekeey dal chey	pcheol | sheol | ol | shey | qockhol | shor | yteol | sheockhey | qpol | chear | s | aiin | oleeey | qkeey | chopcheey | checkhey | cpheocthy | ykchy | cheey | chekeey | dal | chey	optional one-character prefix + nonempty core + optional one-character suffix
f101r.10	f101r.10|P02	kor aithy ol chs sho olcheeol kalshey okeoly oiin aiioly	kor | aithy | ol | chs | sho | olcheeol | kalshey | okeoly | oiin | aiioly	optional one-character prefix + nonempty core + optional one-character suffix
f101r.2	f101r.2|P02	dol chokeey chkey cthey okal chol kol okeey r or ol okolol olchey qokchor okey qokeol kor shey teol or aiin chol daiin	dol | chokeey | chkey | cthey | okal | chol | kol | okeey | r | or | ol | okolol | olchey | qokchor | okey | qokeol | kor | shey | teol | or | aiin | chol | daiin	optional one-character prefix + nonempty core + optional one-character suffix
f101r.3	f101r.3|P02	etolctheol okeor r sheol qotol sheo dol shey okeey ctheea yteeoldy kchdol sheody or ol sheor qotoiir otol sheey ssheo tchey ol dar am	etolctheol | okeor | r | sheol | qotol | sheo | dol | shey | okeey | ctheea | yteeoldy | kchdol | sheody | or | ol | sheor | qotoiir | otol | sheey | ssheo | tchey | ol | dar | am	optional one-character prefix + nonempty core + optional one-character suffix
f101r.4	f101r.4|P02	ycheeo or sheeol daiin sheeol okeol ctheol shkeeo qockheol daiin shy csol okeeor ctody chkchol doteoda okeol daisin okeey okeey dairin	ycheeo | or | sheeol | daiin | sheeol | okeol | ctheol | shkeeo | qockheol | daiin | shy | csol | okeeor | ctody | chkchol | doteoda | okeol | daisin | okeey | okeey | dairin	optional one-character prefix + nonempty core + optional one-character suffix
f101r.5	f101r.5|P02	daiin ctheol cheol okor or aiin cheol cho keeo dchey okol okeol dor chol chy r aiin oteol oraiin olchey oteeod sheol okeol chosaiin sheom	daiin | ctheol | cheol | okor | or | aiin | cheol | cho | keeo | dchey | okol | okeol | dor | chol | chy | r | aiin | oteol | oraiin | olchey | oteeod | sheol | okeol | chosaiin | sheom	optional one-character prefix + nonempty core + optional one-character suffix
f101r.6	f101r.6|P02	okeeol sho shody sho shol okeeeol cheos sheokeey sheeor chchy chodaiin sheeckhey teeol scheol sar oeeor	okeeol | sho | shody | sho | shol | okeeeol | cheos | sheokeey | sheeor | chchy | chodaiin | sheeckhey | teeol | scheol | sar | oeeor	optional one-character prefix + nonempty core + optional one-character suffix
f101r.7	f101r.7|P02	cphoar oaiin ypcholy daiin otaiin otaiin yfolaiin fcheolain ypchey yphoo shotey odariin sheoor sheor ckheey ykhey qokchey cholp cheol dy	cphoar | oaiin | ypcholy | daiin | otaiin | otaiin | yfolaiin | fcheolain | ypchey | yphoo | shotey | odariin | sheoor | sheor | ckheey | ykhey | qokchey | cholp | cheol | dy	optional one-character prefix + nonempty core + optional one-character suffix
f101r.8	f101r.8|P01	olaiin oteol chor oteey chokchey kor daiin shok chol chol qoky daiin ol s al ydar daiin or ory okeey daiin shey daiin okol cheor	olaiin | oteol | chor | oteey | chokchey | kor | daiin | shok | chol | chol | qoky | daiin | ol | s | al | ydar | daiin | or | ory | okeey | daiin | shey | daiin | okol | cheor	optional one-character prefix + nonempty core + optional one-character suffix
f101r.9	f101r.9|P02	daiin okeol qokcheol ykeor dar ol otechy ykeor dor aiin chls cheol okol shey qodar soiin choko qokeol daiin odar okchol cheor chety	daiin | okeol | qokcheol | ykeor | dar | ol | otechy | ykeor | dor | aiin | chls | cheol | okol | shey | qodar | soiin | choko | qokeol | daiin | odar | okchol | cheor | chety	optional one-character prefix + nonempty core + optional one-character suffix
f101v.1	f101v.1|P02	sairaly	sairaly	optional one-character prefix + nonempty core + optional one-character suffix
f101v.10	f101v.10|P01	okol	okol	optional one-character prefix + nonempty core + optional one-character suffix
f101v.11	f101v.11|P01	arom	arom	optional one-character prefix + nonempty core + optional one-character suffix
f101v.12	f101v.12|P01	oraram	oraram	optional one-character prefix + nonempty core + optional one-character suffix
f101v.13	f101v.13|P01	oraeep	oraeep	optional one-character prefix + nonempty core + optional one-character suffix
f101v.14	f101v.14|P02	dytoly	dytoly	optional one-character prefix + nonempty core + optional one-character suffix
f101v.15	f101v.15|P01	olkor	olkor	optional one-character prefix + nonempty core + optional one-character suffix
f101v.16	f101v.16|P01	dolary	dolary	optional one-character prefix + nonempty core + optional one-character suffix
f101v.17	f101v.17|P01	odor	odor	optional one-character prefix + nonempty core + optional one-character suffix
f101v.18	f101v.18|P01	olaran	olaran	optional one-character prefix + nonempty core + optional one-character suffix
f101v.19	f101v.19|P01	tolchor cheopor or ody cphey r shee fol s oiin otsheey otchy kcho pcholy chor or choror sy dorar okoraiin orolodain	tolchor | cheopor | or | ody | cphey | r | shee | fol | s | oiin | otsheey | otchy | kcho | pcholy | chor | or | choror | sy | dorar | okoraiin | orolodain	optional one-character prefix + nonempty core + optional one-character suffix
f101v.2	f101v.2|P01	otaldy	otaldy	optional one-character prefix + nonempty core + optional one-character suffix
f101v.20	f101v.20|P01	or aiin or o or odam chor s aiin okor cheeor sheeol qokol etol qoor cheey qykeod oeeo r choy s okeeody chodaiin cthy okody dar	or | aiin | or | o | or | odam | chor | s | aiin | okor | cheeor | sheeol | qokol | etol | qoor | cheey | qykeod | oeeo | r | choy | s | okeeody | chodaiin | cthy | okody | dar	optional one-character prefix + nonempty core + optional one-character suffix
f101v.21	f101v.21|P02	ycheor oeo dain cheokal ykhody cheeods oraiin qoeey cthey eocthy dain chedo dydy	ycheor | oeo | dain | cheokal | ykhody | cheeods | oraiin | qoeey | cthey | eocthy | dain | chedo | dydy	optional one-character prefix + nonempty core + optional one-character suffix
f101v.22	f101v.22|P02	kshar lol keeol otal or ol aiin okeod ykeey dain olcheol opcheol cthey qekeoldy qocthor sheody qockheey odaiin sho ytolaiir sodaiin dy	kshar | lol | keeol | otal | or | ol | aiin | okeod | ykeey | dain | olcheol | opcheol | cthey | qekeoldy | qocthor | sheody | qockheey | odaiin | sho | ytolaiir | sodaiin | dy	optional one-character prefix + nonempty core + optional one-character suffix
f101v.23	f101v.23|P02	oaiin ol olor daiin okeey qok ykeol daiin qockhy daiin olch dar qokeol dol oraiin oldaiin keeol rch qokeeeor sydy cheor okeey chol do dar	oaiin | ol | olor | daiin | okeey | qok | ykeol | daiin | qockhy | daiin | olch | dar | qokeol | dol | oraiin | oldaiin | keeol | rch | qokeeeor | sydy | cheor | okeey | chol | do | dar	optional one-character prefix + nonempty core + optional one-character suffix
f101v.24	f101v.24|P02	teeal sheol qokeor qkhol olchor chokey chor ctheey das daiin cheeody cheey keo cheol daiiin deeor cheedy	teeal | sheol | qokeor | qkhol | olchor | chokey | chor | ctheey | das | daiin | cheeody | cheey | keo | cheol | daiiin | deeor | cheedy	optional one-character prefix + nonempty core + optional one-character suffix
f101v.25	f101v.25|P02	daiin dair yteol chor qockhol daiin ckheey chey kchey dos iin okeey ckheo lcheody kcheol daiin eteeys ctheody ctheockhosho olchor	daiin | dair | yteol | chor | qockhol | daiin | ckheey | chey | kchey | dos | iin | okeey | ckheo | lcheody | kcheol | daiin | eteeys | ctheody | ctheockhosho | olchor	optional one-character prefix + nonempty core + optional one-character suffix
f101v.26	f101v.26|P01	olaiin okeol cheo kol ches sheey qoor qokeody cheor okeo oiin cheey cthey ory ctheey qokeey shol ody cheol oralar shey qokar ary	olaiin | okeol | cheo | kol | ches | sheey | qoor | qokeody | cheor | okeo | oiin | cheey | cthey | ory | ctheey | qokeey | shol | ody | cheol | oralar | shey | qokar | ary	optional one-character prefix + nonempty core + optional one-character suffix
f101v.27	f101v.27|P01	sal chol choly okeey dal qol shckheol chol cthear keeol cheeo ol chs oraiin qokeeey soiin qodaiin cheol qokeey daiin cheodam	sal | chol | choly | okeey | dal | qol | shckheol | chol | cthear | keeol | cheeo | ol | chs | oraiin | qokeeey | soiin | qodaiin | cheol | qokeey | daiin | cheodam	optional one-character prefix + nonempty core + optional one-character suffix
f101v.28	f101v.28|P01	teol cheol etchey cheo r cheol cthol cholaiin chol qkar	teol | cheol | etchey | cheo | r | cheol | cthol | cholaiin | chol | qkar	optional one-character prefix + nonempty core + optional one-character suffix
f101v.3	f101v.3|P02	otal	otal	optional one-character prefix + nonempty core + optional one-character suffix
f101v.4	f101v.4|P01	ytal	ytal	optional one-character prefix + nonempty core + optional one-character suffix
f101v.5	f101v.5|P01	dokor	dokor	optional one-character prefix + nonempty core + optional one-character suffix
f101v.6	f101v.6|P01	orar	orar	optional one-character prefix + nonempty core + optional one-character suffix
f101v.7	f101v.7|P01	otarar	otarar	optional one-character prefix + nonempty core + optional one-character suffix
f101v.8	f101v.8|P03	otoly	otoly	optional one-character prefix + nonempty core + optional one-character suffix
f101v.9	f101v.9|P01	soraly	soraly	optional one-character prefix + nonempty core + optional one-character suffix
f102r1.1	f102r1.1|P01	daarod	daarod	optional one-character prefix + nonempty core + optional one-character suffix
f102r1.10	f102r1.10|P02	ycheol sholdy chol chol ykeeol dol doleodaiin dol cthedy	ycheol | sholdy | chol | chol | ykeeol | dol | doleodaiin | dol | cthedy	optional one-character prefix + nonempty core + optional one-character suffix
f102r1.11	f102r1.11|P01	dcheo qockhy sol sheey okeody qokeodol shockhey oleeol	dcheo | qockhy | sol | sheey | okeody | qokeodol | shockhey | oleeol	optional one-character prefix + nonempty core + optional one-character suffix
f102r1.12	f102r1.12|P01	ddardsh	ddardsh	optional one-character prefix + nonempty core + optional one-character suffix
f102r1.13	f102r1.13|P02	teesody qoeol olcheor qokey okshey qokeol sheo folcfhhy	teesody | qoeol | olcheor | qokey | okshey | qokeol | sheo | folcfhhy	optional one-character prefix + nonempty core + optional one-character suffix
f102r1.14	f102r1.14|P02	doeey keeol qokeo daor shey qoteol okol chos sor oeeaiin	doeey | keeol | qokeo | daor | shey | qoteol | okol | chos | sor | oeeaiin	optional one-character prefix + nonempty core + optional one-character suffix
f102r1.15	f102r1.15|P01	or chol daiin dykeor sheey qokeody dor os ykeeykam	or | chol | daiin | dykeor | sheey | qokeody | dor | os | ykeeykam	optional one-character prefix + nonempty core + optional one-character suffix
f102r1.16	f102r1.16|P02	ddor chordom soraiin ykeey dy okeol doeoeas saral dor	ddor | chordom | soraiin | ykeey | dy | okeol | doeoeas | saral | dor	optional one-character prefix + nonempty core + optional one-character suffix
f102r1.17	f102r1.17|P01	ydar arody oldaiin sody chockhy oly	ydar | arody | oldaiin | sody | chockhy | oly	optional one-character prefix + nonempty core + optional one-character suffix
f102r1.2	f102r1.2|P01	otodeeodor	otodeeodor	optional one-character prefix + nonempty core + optional one-character suffix
f102r1.3	f102r1.3|P01	polaiin shocthy qoteol loiiin oteeor cpheodar sholdaiin	polaiin | shocthy | qoteol | loiiin | oteeor | cpheodar | sholdaiin	optional one-character prefix + nonempty core + optional one-character suffix
f102r1.4	f102r1.4|P03	dsheody okeeoy kody chkeeody daraiiin ctheoly qokcheololain	dsheody | okeeoy | kody | chkeeody | daraiiin | ctheoly | qokcheololain	optional one-character prefix + nonempty core + optional one-character suffix
f102r1.5	f102r1.5|P01	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain	ytol | sheol | she | olaiin | orain | oraroekeol | chol | ekey | qokol | dain	optional one-character prefix + nonempty core + optional one-character suffix
f102r1.6	f102r1.6|P01	daiin ykeeol oldy okodaiin	daiin | ykeeol | oldy | okodaiin	optional one-character prefix + nonempty core + optional one-character suffix
f102r1.7	f102r1.7|P01	okolaly	okolaly	optional one-character prefix + nonempty core + optional one-character suffix
f102r1.8	f102r1.8|P01	pshodaiin qoorar chopy chofol daiin oteol qoteol doly	pshodaiin | qoorar | chopy | chofol | daiin | oteol | qoteol | doly	optional one-character prefix + nonempty core + optional one-character suffix
f102r1.9	f102r1.9|P01	daiin orsheoldy qokeol oteeody lshodykeodal qokshdy sy	daiin | orsheoldy | qokeol | oteeody | lshodykeodal | qokshdy | sy	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.1	f102r2.1|P01	kodaiig	kodaiig	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.10	f102r2.10|P01	shockhy qockhey sol eeey dol cheol doaiin qkeeey cthey	shockhy | qockhey | sol | eeey | dol | cheol | doaiin | qkeeey | cthey	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.11	f102r2.11|P02	kockhas okor ykeey okeey qokeey dol ol sheody okey dol cthchy	kockhas | okor | ykeey | okeey | qokeey | dol | ol | sheody | okey | dol | cthchy	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.12	f102r2.12|P02	ytchy olockhy okeey cheody soiin dol ockhy okeody	ytchy | olockhy | okeey | cheody | soiin | dol | ockhy | okeody	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.13	f102r2.13|P02	dedloy	dedloy	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.14	f102r2.14|P02	osal	osal	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.15	f102r2.15|P02	ralr	ralr	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.16	f102r2.16|P02	cthol dcthody cthol soeees ykeody qokeey qotcho soefchocphy	cthol | dcthody | cthol | soeees | ykeody | qokeey | qotcho | soefchocphy	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.17	f102r2.17|P02	ykeockhey okey qokeeo ckhey qokey desey qyoeey dol chkey cheky	ykeockhey | okey | qokeeo | ckhey | qokey | desey | qyoeey | dol | chkey | cheky	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.18	f102r2.18|P02	okol shey qockhey dol shey dol sheey qokol daiin oky oky	okol | shey | qockhey | dol | shey | dol | sheey | qokol | daiin | oky | oky	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.19	f102r2.19|P02	qokeod okeol okeol ycheo ckhey qkeody qokey ody keeody chody	qokeod | okeol | okeol | ycheo | ckhey | qkeody | qokey | ody | keeody | chody	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.2	f102r2.2|P02	lsais amg cheey cfhey por aiin chefoly	lsais | amg | cheey | cfhey | por | aiin | chefoly	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.20	f102r2.20|P03	ykeey keeol cheos ydeeal cheody ykeeod olchey	ykeey | keeol | cheos | ydeeal | cheody | ykeeod | olchey	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.21	f102r2.21|P01	koldarod	koldarod	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.22	f102r2.22|P01	odalydary	odalydary	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.3	f102r2.3|P01	ycheor olaiin olsho qokol olaiin oldam	ycheor | olaiin | olsho | qokol | olaiin | oldam	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.4	f102r2.4|P01	daiin ckheeol oldor okol cheodor sor airam	daiin | ckheeol | oldor | okol | cheodor | sor | airam	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.5	f102r2.5|P01	tor sheo or chey qoor yteor chol choky	tor | sheo | or | chey | qoor | yteor | chol | choky	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.6	f102r2.6|P02	daiin okody qokeody okeol dor chckhy oteod sossy	daiin | okody | qokeody | okeol | dor | chckhy | oteod | sossy	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.7	f102r2.7|P02	okroldy	okroldy	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.8	f102r2.8|P01	kolor olaiin opor shey opolkod odain sheo qoeol shey	kolor | olaiin | opor | shey | opolkod | odain | sheo | qoeol | shey	optional one-character prefix + nonempty core + optional one-character suffix
f102r2.9	f102r2.9|P02	dor oiin okeody qokeol sheoy qoochey ckheol seeey skekyd	dor | oiin | okeody | qokeol | sheoy | qoochey | ckheol | seeey | skekyd	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.1	f102v1.1|P01	keoraiiin	keoraiiin	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.10	f102v1.10|P03	kochor ol ydaiin choraiin sheey ykeey korshey qokey dy	kochor | ol | ydaiin | choraiin | sheey | ykeey | korshey | qokey | dy	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.11	f102v1.11|P02	sol chol qooiin qokal cheol chey kolcheey daiin cheody dy	sol | chol | qooiin | qokal | cheol | chey | kolcheey | daiin | cheody | dy	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.12	f102v1.12|P02	ycheol cheol doiir shekcheor sar cheor ckhey pchodaiin	ycheol | cheol | doiir | shekcheor | sar | cheor | ckhey | pchodaiin	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.13	f102v1.13|P02	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim	toiin | ol | daiin | qkol | cheol | daiin | qokar | oaiin | cheey | saiim	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.14	f102v1.14|P02	chor cheor ckhey oteol aikheky	chor | cheor | ckhey | oteol | aikheky	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.15	f102v1.15|P01	dindy	dindy	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.16	f102v1.16|P01	ypcholdy	ypcholdy	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.17	f102v1.17|P01	loralody	loralody	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.18	f102v1.18|P01	opchdard	opchdard	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.19	f102v1.19|P02	fodaiin dair or sheol okeeol qoteol orockhey olkey	fodaiin | dair | or | sheol | okeeol | qoteol | orockhey | olkey	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.2	f102v1.2|P01	okeody	okeody	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.20	f102v1.20|P02	soiin shey qokeey qoeeol qokeody sheody qoeteey okeey dom	soiin | shey | qokeey | qoeeol | qokeody | sheody | qoeteey | okeey | dom	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.21	f102v1.21|P02	qoeeody ychey okeody deody okody cheo doiin cheody sam	qoeeody | ychey | okeody | deody | okody | cheo | doiin | cheody | sam	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.22	f102v1.22|P03	ykeeody chodaiin qokeos cheol qool chsey oteody okchy	ykeeody | chodaiin | qokeos | cheol | qool | chsey | oteody | okchy	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.23	f102v1.23|P01	ksheody sho qokey sheody qockhey olcheor odain okchody	ksheody | sho | qokey | sheody | qockhey | olcheor | odain | okchody	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.24	f102v1.24|P01	ysaiin ckhey qoor cheol	ysaiin | ckhey | qoor | cheol	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.3	f102v1.3|P01	okeody	okeody	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.4	f102v1.4|P01	daiisaly	daiisaly	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.5	f102v1.5|P01	ypary	ypary	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.6	f102v1.6|P02	opchytcy	opchytcy	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.7	f102v1.7|P01	poaiin ockhey pchol doiin shey shockhsy sheocthy qokeody	poaiin | ockhey | pchol | doiin | shey | shockhsy | sheocthy | qokeody	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.8	f102v1.8|P02	daisn ol chey ckheol qokeor osaiin cheor qokey choky	daisn | ol | chey | ckheol | qokeor | osaiin | cheor | qokey | choky	optional one-character prefix + nonempty core + optional one-character suffix
f102v1.9	f102v1.9|P01	teody ckheey qokeol sheky qockheor or cheo rchol qoteor dar	teody | ckheey | qokeol | sheky | qockheor | or | cheo | rchol | qoteor | dar	optional one-character prefix + nonempty core + optional one-character suffix
f102v2.1	f102v2.1|P01	porshols	porshols	optional one-character prefix + nonempty core + optional one-character suffix
f102v2.10	f102v2.10|P01	okody	okody	optional one-character prefix + nonempty core + optional one-character suffix
f102v2.11	f102v2.11|P01	cheor	cheor	optional one-character prefix + nonempty core + optional one-character suffix
f102v2.12	f102v2.12|P01	okoroeey	okoroeey	optional one-character prefix + nonempty core + optional one-character suffix
f102v2.13	f102v2.13|P01	opchy	opchy	optional one-character prefix + nonempty core + optional one-character suffix
f102v2.14	f102v2.14|P01	sarol	sarol	optional one-character prefix + nonempty core + optional one-character suffix
f102v2.15	f102v2.15|P01	olrodar	olrodar	optional one-character prefix + nonempty core + optional one-character suffix
f102v2.16	f102v2.16|P02	tod	tod	optional one-character prefix + nonempty core + optional one-character suffix
f102v2.17	f102v2.17|P02	podeesho oteeos sheos qokeeo chckhhy shkeey chekeod	podeesho | oteeos | sheos | qokeeo | chckhhy | shkeey | chekeod	optional one-character prefix + nonempty core + optional one-character suffix
