event_id	record_unit_id	page	statement_id	field_id	visible_owner	owner_reset_or_break	owner_reset_rule	source_short_value_de	terminal_scope	source_key	predicted_master_card_id	expected_master_card_id	forward_identity_match	minimal_dictionary_recipe	grade_instruction	form_selector	exact_identity_recipe	canonical_forward_surface	observed_visible_surface	surface_relation	reverse_decoded_master_card_id	reverse_identity_match	dictionary_reading_de
E120	B1	f81v	B1-S002	F023	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	überführen	TERMINAL	überführen|TERMINAL	MC025	MC025	YES	F_CHED_TRANSFER	NO_GRADE	UNIQUE_RECIPE	CHED_TRANSFER[LICENSED_CLOSE=YES]	dchedy	schedy	REGISTERED_ALLOGRAPH	MC025	YES	Führe den Posten über
E121	B1	f81v	B1-S003	F024	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	weiter	NONCLOSE	weiter|NONCLOSE	MC153	MC153	YES	F_OL	NO_GRADE	DEFAULT_FOR_RECIPE	OL[SUBTYPE=PLAIN_CONTINUATION]	cheol	qol	REGISTERED_ALLOGRAPH	MC153	YES	Arbeite weiter
E122	B1	f81v	B1-S003	F025	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	übertragen	TERMINAL	übertragen|TERMINAL	MC061	MC061	YES	W_MC061	NO_GRADE	UNIQUE_RECIPE	W_MC061	sshkchdy	sshkchdy	CANONICAL	MC061	YES	Übertrage ihn
E123	B1	f81v	B1-S004	F026	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	überführen	NONCLOSE	überführen|NONCLOSE	MC074	MC074	YES	F_CHED_TRANSFER+F_Y	NO_GRADE	DEFAULT_FOR_RECIPE	Y+CHED_TRANSFER[SUBTYPE=SHORT_TRANSFER_FORM]	chdy	chedy	REGISTERED_ALLOGRAPH	MC074	YES	Führe den Posten über
E124	B1	f81v	B1-S004	F026	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	weiter	NONCLOSE	weiter|NONCLOSE	MC153	MC153	YES	F_OL	NO_GRADE	DEFAULT_FOR_RECIPE	OL[SUBTYPE=PLAIN_CONTINUATION]	cheol	ol	REGISTERED_ALLOGRAPH	MC153	YES	Arbeite weiter
E125	B1	f81v	B1-S004	F026	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	kurz absetzen	TERMINAL	kurz absetzen|TERMINAL	MC128	MC128	YES	F_DY+F_E_GRADE+F_SHED	E_SHORT	UNIQUE_RECIPE	E_GRADE+DY+SHED[GRADE=E_SHORT]	cheedy	shedy	REGISTERED_ALLOGRAPH	MC128	YES	Lass ihn kurz absetzen
E126	B1	f81v	B1-S005	F027	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	weiterführen	TERMINAL	weiterführen|TERMINAL	MC028	MC028	YES	F_CHED_TRANSFER+F_DY+F_OL	NO_GRADE	UNIQUE_RECIPE	OL+DY+CHED_TRANSFER	olchedy	qolchedy	REGISTERED_ALLOGRAPH	MC028	YES	Führe ihn weiter
E127	B1	f81v	B1-S006	F028	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	Anteil zugeben	NONCLOSE	Anteil zugeben|NONCLOSE	MC017	MC017	YES	F_AIN+F_OK	NO_GRADE	UNIQUE_RECIPE	OK+AIN	okain	qokain	REGISTERED_ALLOGRAPH	MC017	YES	Gib einen Anteil zu
E128	B1	f81v	B1-S006	F028	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	durchleiten	NONCLOSE	durchleiten|NONCLOSE	MC035	MC035	YES	F_CKH+F_Y	NO_GRADE	UNIQUE_RECIPE	Y+CKH	chckhy	shckhy	REGISTERED_ALLOGRAPH	MC035	YES	Leite den Posten hindurch
E129	B1	f81v	B1-S006	F028	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	Zusatz	NONCLOSE	Zusatz|NONCLOSE	MC012	MC012	YES	W_MC012	NO_GRADE	UNIQUE_RECIPE	W_MC012	dl	dl	CANONICAL	MC012	YES	Gib den Zusatz zu
E130	B1	f81v	B1-S006	F028	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	Zielmarke	NONCLOSE	Zielmarke|NONCLOSE	MC056	MC056	YES	F_AL	NO_GRADE	SELECT_MC056	AL[SUBTYPE=TARGET_MARK]	ral	ral	CANONICAL	MC056	YES	Halte die Zielmarke ein
E131	B1	f81v	B1-S007	F029	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	neuen Posten einsetzen	TERMINAL	neuen Posten einsetzen|TERMINAL	MC088	MC088	YES	F_CHED_TRANSFER+F_DY+F_OK	NO_GRADE	DEFAULT_FOR_RECIPE	OK+DY+CHED_TRANSFER[SUBTYPE=NEW_ITEM_TRANSFER]	qokchdy	qokchdy	CANONICAL	MC088	YES	Setze einen neuen Posten ein
E132	B1	f81v	B1-S008	F030	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	dies	NONCLOSE	dies|NONCLOSE	MC123	MC123	YES	F_Y	NO_GRADE	UNIQUE_RECIPE	Y	chey	chey	CANONICAL	MC123	YES	Halte diesen Posten aktiv
E133	B1	f81v	B1-S008	F030	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	weiter	NONCLOSE	weiter|NONCLOSE	MC153	MC153	YES	F_OL	NO_GRADE	DEFAULT_FOR_RECIPE	OL[SUBTYPE=PLAIN_CONTINUATION]	cheol	ol	REGISTERED_ALLOGRAPH	MC153	YES	Arbeite weiter
E134	B1	f81v	B1-S008	F030	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	kurz wärmen	NONCLOSE	kurz wärmen|NONCLOSE	MC147	MC147	YES	F_CHK+F_E_GRADE+F_Y	E_SHORT	UNIQUE_RECIPE	E_GRADE+Y+CHK[GRADE=E_SHORT]	cheky	cheky	CANONICAL	MC147	YES	Wärme ihn kurz
E135	B1	f81v	B1-S008	F030	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	weiter	NONCLOSE	weiter|NONCLOSE	MC153	MC153	YES	F_OL	NO_GRADE	DEFAULT_FOR_RECIPE	OL[SUBTYPE=PLAIN_CONTINUATION]	cheol	ol	REGISTERED_ALLOGRAPH	MC153	YES	Arbeite weiter
E136	B1	f81v	B1-S008	F030	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	kurz absetzen	TERMINAL	kurz absetzen|TERMINAL	MC128	MC128	YES	F_DY+F_E_GRADE+F_SHED	E_SHORT	UNIQUE_RECIPE	E_GRADE+DY+SHED[GRADE=E_SHORT]	cheedy	shedy	REGISTERED_ALLOGRAPH	MC128	YES	Lass ihn kurz absetzen
E137	B1	f81v	B1-S009	F031	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	kurz einwirken	TERMINAL	kurz einwirken|TERMINAL	MC083	MC083	YES	F_DY+F_E_GRADE+F_OK	E_SHORT	UNIQUE_RECIPE	OK+E_GRADE+DY[GRADE=E_SHORT]	qokedy	qokedy	CANONICAL	MC083	YES	Lass ihn kurz einwirken
E138	B1	f81v	B1-S010	F032	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	kurz einwirken	TERMINAL	kurz einwirken|TERMINAL	MC083	MC083	YES	F_DY+F_E_GRADE+F_OK	E_SHORT	UNIQUE_RECIPE	OK+E_GRADE+DY[GRADE=E_SHORT]	qokedy	qokedy	CANONICAL	MC083	YES	Lass ihn kurz einwirken
E139	B1	f81v	B1-S011	F033	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	durchleiten	NONCLOSE	durchleiten|NONCLOSE	MC035	MC035	YES	F_CKH+F_Y	NO_GRADE	UNIQUE_RECIPE	Y+CKH	chckhy	chckhy	CANONICAL	MC035	YES	Leite den Posten hindurch
E140	B1	f81v	B1-S011	F033	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	einsetzen	NONCLOSE	einsetzen|NONCLOSE	MC026	MC026	YES	F_OK+F_Y	NO_GRADE	UNIQUE_RECIPE	OK+Y[SUBTYPE=SET_CURRENT_ITEM]	choky	qoky	REGISTERED_ALLOGRAPH	MC026	YES	Setze den Posten ein
E141	B1	f81v	B1-S012	F034	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	Waschgang	NONCLOSE	Waschgang|NONCLOSE	MC130	MC130	YES	F_LSH	NO_GRADE	UNIQUE_RECIPE	LSH	lsho	lsho	CANONICAL	MC130	YES	Führe einen Waschgang aus
E142	B1	f81v	B1-S012	F034	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	kurz einwirken lassen	NONCLOSE	kurz einwirken lassen|NONCLOSE	MC007	MC007	YES	F_E_GRADE+F_OK+F_Y	E_SHORT	UNIQUE_RECIPE	OK+E_GRADE+Y[GRADE=E_SHORT]	okey	qokey	REGISTERED_ALLOGRAPH	MC007	YES	Lass ihn kurz einwirken
E143	B1	f81v	B1-S012	F034	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	Waschgang	TERMINAL	Waschgang|TERMINAL	MC038	MC038	YES	F_DY+F_LSH	NO_GRADE	UNIQUE_RECIPE	DY+LSH	lshedy	lshedy	CANONICAL	MC038	YES	Führe einen Waschgang aus
E144	B1	f81v	B1-S013	F035	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	Waschgang	TERMINAL	Waschgang|TERMINAL	MC038	MC038	YES	F_DY+F_LSH	NO_GRADE	UNIQUE_RECIPE	DY+LSH	lshedy	lshedy	CANONICAL	MC038	YES	Führe einen Waschgang aus
E145	B1	f81v	B1-S014	F036	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	überführen	NONCLOSE	überführen|NONCLOSE	MC074	MC074	YES	F_CHED_TRANSFER+F_Y	NO_GRADE	DEFAULT_FOR_RECIPE	Y+CHED_TRANSFER[SUBTYPE=SHORT_TRANSFER_FORM]	chdy	chedy	REGISTERED_ALLOGRAPH	MC074	YES	Führe den Posten über
E146	B1	f81v	B1-S014	F036	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	Weiterweg	NONCLOSE	Weiterweg|NONCLOSE	MC134	MC134	YES	F_OL	NO_GRADE	SELECT_MC134	OL[SUBTYPE=PATH_CONTINUATION]	qolky	qolky	CANONICAL	MC134	YES	Führe auf dem Weg weiter
E147	B1	f81v	B1-S014	F036	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	Zielabführung	NONCLOSE	Zielabführung|NONCLOSE	MC051	MC051	YES	F_AL+F_CHED_TRANSFER+F_L	NO_GRADE	UNIQUE_RECIPE	AL+L+CHED_TRANSFER	lchedal	lchedal	CANONICAL	MC051	YES	Führe ihn am Ziel ab
E148	B1	f81v	B1-S014	F036	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	weiter	NONCLOSE	weiter|NONCLOSE	MC153	MC153	YES	F_OL	NO_GRADE	DEFAULT_FOR_RECIPE	OL[SUBTYPE=PLAIN_CONTINUATION]	cheol	qol	REGISTERED_ALLOGRAPH	MC153	YES	Arbeite weiter
E149	B1	f81v	B1-S014	F036	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	Folgequelle	NONCLOSE	Folgequelle|NONCLOSE	MC121	MC121	YES	F_AR+F_OT	NO_GRADE	UNIQUE_RECIPE	OT+AR	otar	otar	CANONICAL	MC121	YES	Wechsle zur folgenden Quelle
E150	B1	f81v	B1-S015	F037	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	Kurzteil	NONCLOSE	Kurzteil|NONCLOSE	MC109	MC109	YES	W_MC109	NO_GRADE	UNIQUE_RECIPE	W_MC109	ytey	ytey	CANONICAL	MC109	YES	Nimm einen kleinen Teil
E151	B1	f81v	B1-S015	F037	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	vorigen Posten überführen	TERMINAL	vorigen Posten überführen|TERMINAL	MC005	MC005	YES	F_CHED_TRANSFER+F_DY+F_OK	NO_GRADE	SELECT_MC005	OK+DY+CHED_TRANSFER[SUBTYPE=PREVIOUS_ITEM_TRANSFER]	okchedy	okchedy	CANONICAL	MC005	YES	Führe den vorigen Posten über
E152	B1	f81v	B1-S016	F038	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	dorthin einsetzen	NONCLOSE	dorthin einsetzen|NONCLOSE	MC040	MC040	YES	F_AL+F_OK	NO_GRADE	UNIQUE_RECIPE	OK+AL	okal	qokal	REGISTERED_ALLOGRAPH	MC040	YES	Setze ihn dort ein
E153	B1	f81v	B1-S016	F038	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	länger einwirken lassen	NONCLOSE	länger einwirken lassen|NONCLOSE	MC002	MC002	YES	F_E_GRADE+F_OK+F_Y	EE_LONG	UNIQUE_RECIPE	OK+E_GRADE+Y[GRADE=EE_LONG]	okeey	okeey	CANONICAL	MC002	YES	Lass ihn länger einwirken
E154	B1	f81v	B1-S016	F038	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	weiter	NONCLOSE	weiter|NONCLOSE	MC153	MC153	YES	F_OL	NO_GRADE	DEFAULT_FOR_RECIPE	OL[SUBTYPE=PLAIN_CONTINUATION]	cheol	qol	REGISTERED_ALLOGRAPH	MC153	YES	Arbeite weiter
E155	B1	f81v	B1-S016	F038	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	kurz absetzen	TERMINAL	kurz absetzen|TERMINAL	MC128	MC128	YES	F_DY+F_E_GRADE+F_SHED	E_SHORT	UNIQUE_RECIPE	E_GRADE+DY+SHED[GRADE=E_SHORT]	cheedy	cheedy	CANONICAL	MC128	YES	Lass ihn kurz absetzen
E156	B1	f81v	B1-S017	F039	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	dorthin	NONCLOSE	dorthin|NONCLOSE	MC154	MC154	YES	F_AL	NO_GRADE	DEFAULT_FOR_RECIPE	AL[SUBTYPE=TARGET_ADDRESS]	al	sal	REGISTERED_ALLOGRAPH	MC154	YES	Führe ihn dorthin
E157	B1	f81v	B1-S017	F039	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	kurz weiterführen	NONCLOSE	kurz weiterführen|NONCLOSE	MC106	MC106	YES	F_E_GRADE+F_OL	E_SHORT	SELECT_MC106	OL+E_GRADE[GRADE=E_SHORT][SUBTYPE=SHORT_CONTINUATION]	teol	teol	CANONICAL	MC106	YES	Führe ihn kurz weiter
E158	B1	f81v	B1-S017	F039	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	Transfer	TERMINAL	Transfer|TERMINAL	MC139	MC139	YES	F_CHED_TRANSFER+F_DY	NO_GRADE	UNIQUE_RECIPE	DY+CHED_TRANSFER	dchdy	dchdy	CANONICAL	MC139	YES	Führe ihn über
E159	B1	f81v	B1-S018	F040	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	Auffanggefäß	NONCLOSE	Auffanggefäß|NONCLOSE	MC118	MC118	YES	W_MC118	NO_GRADE	UNIQUE_RECIPE	W_MC118	ly	ly	CANONICAL	MC118	YES	Stelle das Auffanggefäß bereit
E160	B1	f81v	B1-S018	F041	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	Kurzhalt	NONCLOSE	Kurzhalt|NONCLOSE	MC076	MC076	YES	F_E_GRADE+F_OL	E_SHORT	DEFAULT_FOR_RECIPE	OL+E_GRADE[GRADE=E_SHORT][SUBTYPE=SHORT_HOLD]	dsheol	dsheol	CANONICAL	MC076	YES	Halte ihn kurz
E161	B1	f81v	B1-S018	F041	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	Arbeitsstufe	NONCLOSE	Arbeitsstufe|NONCLOSE	MC033	MC033	YES	F_IIN	NO_GRADE	DEFAULT_FOR_RECIPE	IIN[SUBTYPE=WORKING_STAGE]	oiiin	oiiin	CANONICAL	MC033	YES	Stelle die Arbeitsstufe ein
E162	B1	f81v	B1-S018	F041	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	lange sammeln	TERMINAL	lange sammeln|TERMINAL	MC045	MC045	YES	F_E_GRADE+F_SOLK	EE_LONG	UNIQUE_RECIPE	E_GRADE+SOLK[LICENSED_CLOSE=YES]	olkeedy	olkeedy	CANONICAL	MC045	YES	Sammle ihn lange
E163	B1	f81v	B1-S019	F042	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	kurz absetzen	TERMINAL	kurz absetzen|TERMINAL	MC128	MC128	YES	F_DY+F_E_GRADE+F_SHED	E_SHORT	UNIQUE_RECIPE	E_GRADE+DY+SHED[GRADE=E_SHORT]	cheedy	tedy	REGISTERED_ALLOGRAPH	MC128	YES	Lass ihn kurz absetzen
E164	B1	f81v	B1-S020	F043	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	kurz wärmen	NONCLOSE	kurz wärmen|NONCLOSE	MC147	MC147	YES	F_CHK+F_E_GRADE+F_Y	E_SHORT	UNIQUE_RECIPE	E_GRADE+Y+CHK[GRADE=E_SHORT]	cheky	cheky	CANONICAL	MC147	YES	Wärme ihn kurz
E165	B1	f81v	B1-S020	F043	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	WITHIN_FIELD_SAME_OWNER	durchlassen	TERMINAL	durchlassen|TERMINAL	MC143	MC143	YES	F_CKHE	NO_GRADE	UNIQUE_RECIPE	CKHE[LICENSED_CLOSE=YES]	shckhedy	shckhedy	CANONICAL	MC143	YES	Lass ihn hindurch
E166	B1	f81v	B1-S021	F044	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	dorthin	NONCLOSE	dorthin|NONCLOSE	MC154	MC154	YES	F_AL	NO_GRADE	DEFAULT_FOR_RECIPE	AL[SUBTYPE=TARGET_ADDRESS]	al	chal	REGISTERED_ALLOGRAPH	MC154	YES	Führe ihn dorthin
