master_card_id	source_key_short_value_plus_scope	source_short_value_de	imperative_clause_de	terminal_scope	minimal_dictionary_recipe	grade_instruction	form_selector	exact_identity_recipe	canonical_written_form	registered_surface_forms	surface_form_count	bio_event_count	forward_rule_de
MC030	Abzug|NONCLOSE	Abzug	Ziehe ihn ab	NONCLOSE	F_L+F_O_WITHDRAW	NO_GRADE	UNIQUE_RECIPE	L+O_WITHDRAW	lo	lo	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC031	Zieltransfer|TERMINAL	Zieltransfer	Führe ihn zum Ziel über	TERMINAL	F_AL+F_CHED_TRANSFER+F_DY	NO_GRADE	UNIQUE_RECIPE	AL+DY+CHED_TRANSFER	dalchdy	dalchdy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC032	länger bearbeiten|NONCLOSE	länger bearbeiten	Bearbeite ihn länger	NONCLOSE	F_CHK+F_E_GRADE+F_Y	EE_LONG	DEFAULT_FOR_RECIPE	E_GRADE+Y+CHK[GRADE=EE_LONG][SUBTYPE=GENERAL_LONG_ADJUSTMENT]	cheeky	cheeky	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC033	Arbeitsstufe|NONCLOSE	Arbeitsstufe	Stelle die Arbeitsstufe ein	NONCLOSE	F_IIN	NO_GRADE	DEFAULT_FOR_RECIPE	IIN[SUBTYPE=WORKING_STAGE]	oiiin	oiiin|soiiin	2	2	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC035	durchleiten|NONCLOSE	durchleiten	Leite den Posten hindurch	NONCLOSE	F_CKH+F_Y	NO_GRADE	UNIQUE_RECIPE	Y+CKH	chckhy	chckhy|shckhy	2	4	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC036	Sollsammlung|NONCLOSE	Sollsammlung	Sammle ihn bis zur Sollmenge	NONCLOSE	F_AIIN+F_SOLK	NO_GRADE	UNIQUE_RECIPE	AIIN+SOLK	solkaiin	solkaiin	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC038	Waschgang|TERMINAL	Waschgang	Führe einen Waschgang aus	TERMINAL	F_DY+F_LSH	NO_GRADE	UNIQUE_RECIPE	DY+LSH	lshedy	lshedy	1	2	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC039	Sollmaß|NONCLOSE	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	NONCLOSE	F_AIIN	NO_GRADE	DEFAULT_FOR_RECIPE	AIIN[SUBTYPE=GENERAL_MEASURE]	aiin	aiin|chaiin|daiin|saiin|taiin	5	11	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC040	dorthin einsetzen|NONCLOSE	dorthin einsetzen	Setze ihn dort ein	NONCLOSE	F_AL+F_OK	NO_GRADE	UNIQUE_RECIPE	OK+AL	okal	okal|qokal	2	5	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC042	Quelltransfer|NONCLOSE	Quelltransfer	Führe ihn von der Quelle über	NONCLOSE	F_AR+F_CHED_TRANSFER	NO_GRADE	UNIQUE_RECIPE	AR+CHED_TRANSFER	cheedar	cheedar	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC043	Vorbereitungstransfer|NONCLOSE	Vorbereitungstransfer	Führe die vorbereitete Portion über	NONCLOSE	F_CHED_TRANSFER+F_CTH+F_Y	NO_GRADE	UNIQUE_RECIPE	Y+CHED_TRANSFER+CTH	shecthedchy	shecthedchy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC044	Quelleinsatz|NONCLOSE	Quelleinsatz	Setze den Quellposten ein	NONCLOSE	F_AR+F_OK	NO_GRADE	UNIQUE_RECIPE	OK+AR	qokar	qokar	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC045	lange sammeln|TERMINAL	lange sammeln	Sammle ihn lange	TERMINAL	F_E_GRADE+F_SOLK	EE_LONG	UNIQUE_RECIPE	E_GRADE+SOLK[LICENSED_CLOSE=YES]	olkeedy	olkeedy|solkeedy	2	3	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC046	Endposten|NONCLOSE	Endposten	Nimm den Endposten	NONCLOSE	F_AL+F_Y	NO_GRADE	DEFAULT_FOR_RECIPE	AL+Y[SUBTYPE=END_TARGET]	raly	raly	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC050	Kurzsammlung|NONCLOSE	Kurzsammlung	Sammle ihn kurz	NONCLOSE	F_E_GRADE+F_SOLK+F_Y	E_SHORT	UNIQUE_RECIPE	E_GRADE+Y+SOLK[GRADE=E_SHORT]	solkey	solkey	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC051	Zielabführung|NONCLOSE	Zielabführung	Führe ihn am Ziel ab	NONCLOSE	F_AL+F_CHED_TRANSFER+F_L	NO_GRADE	UNIQUE_RECIPE	AL+L+CHED_TRANSFER	lchedal	lchedal	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC052	kurz bearbeiten|NONCLOSE	kurz bearbeiten	Bearbeite ihn kurz	NONCLOSE	W_MC052	NO_GRADE	UNIQUE_RECIPE	W_MC052	qekey	qekey	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC054	Zieleinsatz|NONCLOSE	Zieleinsatz	Setze ihn am Ziel ein	NONCLOSE	F_AL+F_OK+F_Y	NO_GRADE	UNIQUE_RECIPE	OK+AL+Y	qokaly	qokaly	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC055	davon|NONCLOSE	davon	Nimm davon	NONCLOSE	F_AR	NO_GRADE	DEFAULT_FOR_RECIPE	AR[SUBTYPE=SOURCE_ORIGIN]	char	char|dar|sar	3	3	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC056	Zielmarke|NONCLOSE	Zielmarke	Halte die Zielmarke ein	NONCLOSE	F_AL	NO_GRADE	SELECT_MC056	AL[SUBTYPE=TARGET_MARK]	ral	ral	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC057	Folgetransfer|TERMINAL	Folgetransfer	Führe danach den nächsten Posten über	TERMINAL	F_CHED_TRANSFER+F_DY+F_OT	NO_GRADE	DEFAULT_FOR_RECIPE	OT+DY+CHED_TRANSFER[SUBTYPE=LOCAL_OT_TRANSFER_ALLOGRAPH][DOCUMENT=MAIN_OPERATING_RECORD]	otchedy	otchedy|qotchedy	2	2	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC058	Kurze Zielpassage|NONCLOSE	Kurze Zielpassage	Führe ihn kurz durch die Zielpassage	NONCLOSE	F_AL+F_CKH+F_E_GRADE	E_SHORT	UNIQUE_RECIPE	AL+E_GRADE+CKH[GRADE=E_SHORT]	sheckhal	sheckhal	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC059	Einlage|NONCLOSE	Einlage	Lege die Einlage ein	NONCLOSE	W_MC059	NO_GRADE	UNIQUE_RECIPE	W_MC059	dain	dain	1	2	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC060	Folgemaß|NONCLOSE	Folgemaß	Arbeite danach nach dem nächsten Maß	NONCLOSE	F_AIIN+F_OT	NO_GRADE	UNIQUE_RECIPE	OT+AIIN	otaiin	otaiin|sotaiin	2	3	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC061	übertragen|TERMINAL	übertragen	Übertrage ihn	TERMINAL	W_MC061	NO_GRADE	UNIQUE_RECIPE	W_MC061	sshkchdy	sshkchdy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC063	Langfolge|NONCLOSE	Langfolge	Führe ihn länger im Folgegang weiter	NONCLOSE	F_E_GRADE+F_OT+F_Y	EE_LONG	UNIQUE_RECIPE	OT+E_GRADE+Y[GRADE=EE_LONG]	oteey	oteey	1	2	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC064	Postentransfer|NONCLOSE	Postentransfer	Führe den aktuellen Posten über	NONCLOSE	F_CHED_TRANSFER+F_Y	NO_GRADE	SELECT_MC064	Y+CHED_TRANSFER[SUBTYPE=EXPANDED_TRANSFER_FORM]	chedchy	chedchy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC065	Auslass|NONCLOSE	Auslass	Führe zum Auslass	NONCLOSE	F_L	NO_GRADE	DEFAULT_FOR_RECIPE	L[SUBTYPE=OUTLET]	ls	ls	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC066	Klarabzug|NONCLOSE	Klarabzug	Ziehe den klaren Anteil ab	NONCLOSE	F_L	NO_GRADE	SELECT_MC066	L[SUBTYPE=CLEAR_WITHDRAWAL]	lcheey	lcheey	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC067	Nachtransfer|TERMINAL	Nachtransfer	Führe ihn danach über	TERMINAL	F_CHED_TRANSFER+F_DY+F_OT	NO_GRADE	SELECT_MC067	OT+DY+CHED_TRANSFER[SUBTYPE=LOCAL_OT_TRANSFER_ALLOGRAPH][DOCUMENT=COMPACT_TECHNICAL_ADDENDUM]	otchdy	otchdy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC070	Zuführung|TERMINAL	Zuführung	Führe ihn zu	TERMINAL	F_CHED_TRANSFER+F_P	NO_GRADE	UNIQUE_RECIPE	P+CHED_TRANSFER[LICENSED_CLOSE=YES]	pchedy	pchedy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC073	kurz vorbereiten|NONCLOSE	kurz vorbereiten	Bereite ihn kurz vor	NONCLOSE	F_CTH+F_E_GRADE+F_Y	E_SHORT	DEFAULT_FOR_RECIPE	E_GRADE+Y+CTH[GRADE=E_SHORT][SUBTYPE=LOCAL_CTH_ALLOGRAPH][OWNER=VISIBLE_BOUNDED_STATION]	qcthey	qcthey|shcthey	2	2	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC074	überführen|NONCLOSE	überführen	Führe den Posten über	NONCLOSE	F_CHED_TRANSFER+F_Y	NO_GRADE	DEFAULT_FOR_RECIPE	Y+CHED_TRANSFER[SUBTYPE=SHORT_TRANSFER_FORM]	chdy	chdy|chedy	2	10	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC076	Kurzhalt|NONCLOSE	Kurzhalt	Halte ihn kurz	NONCLOSE	F_E_GRADE+F_OL	E_SHORT	DEFAULT_FOR_RECIPE	OL+E_GRADE[GRADE=E_SHORT][SUBTYPE=SHORT_HOLD]	dsheol	dsheol	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC078	Zwischenziel|NONCLOSE	Zwischenziel	Führe zum Zwischenziel	NONCLOSE	F_AL+F_Y	NO_GRADE	SELECT_MC078	AL+Y[SUBTYPE=INTERMEDIATE_TARGET]	olsaly	olsaly	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC079	Zielschluss|TERMINAL	Zielschluss	Schließe den Schritt am Ziel ab	TERMINAL	F_AL+F_DY	NO_GRADE	UNIQUE_RECIPE	AL+DY	daldy	daldy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC080	Ansatz|NONCLOSE	Ansatz	Verwende den Ansatz	NONCLOSE	F_OR	NO_GRADE	UNIQUE_RECIPE	OR	chor	chor|or|shor|sor	4	2	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC081	Laufeinsatz|NONCLOSE	Laufeinsatz	Setze ihn in den Lauf ein	NONCLOSE	F_AIR+F_OK	NO_GRADE	UNIQUE_RECIPE	OK+AIR	okair	okair	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC082	lange einwirken|TERMINAL	lange einwirken	Lass ihn lange einwirken	TERMINAL	F_DY+F_E_GRADE+F_OK	EE_LONG	UNIQUE_RECIPE	OK+E_GRADE+DY[GRADE=EE_LONG]	qokeedy	qokeedy	1	10	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC083	kurz einwirken|TERMINAL	kurz einwirken	Lass ihn kurz einwirken	TERMINAL	F_DY+F_E_GRADE+F_OK	E_SHORT	UNIQUE_RECIPE	OK+E_GRADE+DY[GRADE=E_SHORT]	qokedy	qokedy	1	8	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC084	Vollwaschung|TERMINAL	Vollwaschung	Wasche ihn vollständig	TERMINAL	W_MC084	NO_GRADE	UNIQUE_RECIPE	W_MC084	rshedy	rshedy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC086	Teil|NONCLOSE	Teil	Nimm den bezeichneten Teil	NONCLOSE	F_TY	NO_GRADE	UNIQUE_RECIPE	TY	chety	chety|chty	2	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC088	neuen Posten einsetzen|TERMINAL	neuen Posten einsetzen	Setze einen neuen Posten ein	TERMINAL	F_CHED_TRANSFER+F_DY+F_OK	NO_GRADE	DEFAULT_FOR_RECIPE	OK+DY+CHED_TRANSFER[SUBTYPE=NEW_ITEM_TRANSFER]	qokchdy	qokchdy	1	3	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC089	Quellausguss|NONCLOSE	Quellausguss	Gieße ihn von der Quellseite zu	NONCLOSE	F_AR	NO_GRADE	SELECT_MC089	AR[SUBTYPE=SOURCE_OUTFLOW]	skar	skar	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC091	Laufschluss|TERMINAL	Laufschluss	Schließe den Lauf ab	TERMINAL	F_AIR+F_DY+F_Y	NO_GRADE	UNIQUE_RECIPE	Y+DY+AIR	dairydy	dairydy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC092	Weiterabzug|NONCLOSE	Weiterabzug	Ziehe ihn weiter ab	NONCLOSE	F_L+F_OL	NO_GRADE	UNIQUE_RECIPE	OL+L	lol	lol	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC093	danach dorthin|NONCLOSE	danach dorthin	Führe ihn danach dorthin	NONCLOSE	F_AL+F_OT	NO_GRADE	UNIQUE_RECIPE	OT+AL	otal	otal|qotal	2	3	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC094	Vollteil|NONCLOSE	Vollteil	Nimm den ganzen bezeichneten Teil	NONCLOSE	F_E_GRADE+F_TY	EEE_FULL	UNIQUE_RECIPE	E_GRADE+TY	cheeety	cheeety	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC095	Langhalt|NONCLOSE	Langhalt	Halte ihn lange	NONCLOSE	F_E_GRADE+F_Y	EE_LONG	UNIQUE_RECIPE	E_GRADE+Y	sheey	sheey	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC096	Langer Zieleinsatz|NONCLOSE	Langer Zieleinsatz	Setze ihn lange am Ziel ein	NONCLOSE	F_AL+F_E_GRADE+F_OK	EE_LONG	UNIQUE_RECIPE	OK+AL+E_GRADE	qokeedal	qokeedal	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC097	weiterer Anteil|NONCLOSE	weiterer Anteil	Nimm einen weiteren Anteil	NONCLOSE	F_AIN+F_OL	NO_GRADE	UNIQUE_RECIPE	OL+AIN	olkain	olkain|qolkain	2	2	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC101	Endziel|NONCLOSE	Endziel	Führe bis zum Endziel	NONCLOSE	F_AL+F_L	NO_GRADE	UNIQUE_RECIPE	AL+L	ldalor	ldalor	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC102	Kurzhalt am Ziel|NONCLOSE	Kurzhalt am Ziel	Halte den zugeführten Posten kurz am Ziel	NONCLOSE	F_AL+F_E_GRADE	E_SHORT	UNIQUE_RECIPE	AL+E_GRADE[GRADE=E_SHORT]	rsheal	rsheal	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC105	Portion|NONCLOSE	Portion	Nimm eine Portion	NONCLOSE	F_AIN	NO_GRADE	UNIQUE_RECIPE	AIN[SUBTYPE=GENERAL_PORTION]	chkain	chkain|kain	2	3	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC106	kurz weiterführen|NONCLOSE	kurz weiterführen	Führe ihn kurz weiter	NONCLOSE	F_E_GRADE+F_OL	E_SHORT	SELECT_MC106	OL+E_GRADE[GRADE=E_SHORT][SUBTYPE=SHORT_CONTINUATION]	teol	teol	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC109	Kurzteil|NONCLOSE	Kurzteil	Nimm einen kleinen Teil	NONCLOSE	W_MC109	NO_GRADE	UNIQUE_RECIPE	W_MC109	ytey	ytey	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC110	Langwärmen|TERMINAL	Langwärmen	Wärme ihn lange	TERMINAL	F_CHK+F_DY+F_E_GRADE	EE_LONG	UNIQUE_RECIPE	E_GRADE+DY+CHK[GRADE=EE_LONG]	chkeedy	chkeedy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC112	Fortsetzung vorbereiten|NONCLOSE	Fortsetzung vorbereiten	Setze den nächsten Durchgang an	NONCLOSE	F_CTH+F_OL	NO_GRADE	UNIQUE_RECIPE	OL+CTH	octheol	octheol	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC113	am Ziel absetzen|NONCLOSE	am Ziel absetzen	Lass ihn am Ziel absetzen	NONCLOSE	F_AL+F_SHED	NO_GRADE	UNIQUE_RECIPE	AL+SHED	shedal	shedal	1	2	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC116	Weiterlauf|NONCLOSE	Weiterlauf	Führe ihn im Lauf weiter	NONCLOSE	F_AIR	NO_GRADE	UNIQUE_RECIPE	AIR	schedair	schedair	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC118	Auffanggefäß|NONCLOSE	Auffanggefäß	Stelle das Auffanggefäß bereit	NONCLOSE	W_MC118	NO_GRADE	UNIQUE_RECIPE	W_MC118	ly	ly	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC119	Klarlauf|NONCLOSE	Klarlauf	Nimm den klaren Ablauf	NONCLOSE	W_MC119	NO_GRADE	UNIQUE_RECIPE	W_MC119	cheey	cheey|shey	2	3	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
